SA4_CODE_2021,Ot_ty_Ed_Ins_Ft_st_C11_P,Ot_ty_Ed_Ins_Ft_st_C16_M,Ot_ty_Ed_Ins_Ft_st_C16_F,Ot_ty_Ed_Ins_Ft_st_C16_P,Ot_ty_Ed_Ins_Ft_st_C21_M,Ot_ty_Ed_Ins_Ft_st_C21_F,Ot_ty_Ed_Ins_Ft_st_C21_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,Ot_ty_Ed_Ins_Pt_st_C16_M,Ot_ty_Ed_Ins_Pt_st_C16_F,Ot_ty_Ed_Ins_Pt_st_C16_P,Ot_ty_Ed_Ins_Pt_st_C21_M,Ot_ty_Ed_Ins_Pt_st_C21_F,Ot_ty_Ed_Ins_Pt_st_C21_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,O_t_E_I_F_P_s_s_ns_C16_M,O_t_E_I_F_P_s_s_ns_C16_F,O_t_E_I_F_P_s_s_ns_C16_P,O_t_E_I_F_P_s_s_ns_C21_M,O_t_E_I_F_P_s_s_ns_C21_F,O_t_E_I_F_P_s_s_ns_C21_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Oth_ty_Edu_Ins_Tot_C16_M,Oth_ty_Edu_Ins_Tot_C16_F,Oth_ty_Edu_Ins_Tot_C16_P,Oth_ty_Edu_Ins_Tot_C21_M,Oth_ty_Edu_Ins_Tot_C21_F,Oth_ty_Edu_Ins_Tot_C21_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,Type_Educ_Insti_ns_C16_M,Type_Educ_Insti_ns_C16_F,Type_Educ_Insti_ns_C16_P,Type_Educ_Insti_ns_C21_M,Type_Educ_Insti_ns_C21_F,Type_Educ_Insti_ns_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
111,415,194,280,467,339,348,690,458,841,1304,469,915,1387,646,1044,1693,17,12,27,19,26,45,9,12,26,638,1108,1745,680,1218,1899,1003,1404,2406,9866,9786,19651,9664,10466,20130,8539,8580,17122,49311,50664,99972,51462,53904,105366,55098,57760,112854
112,324,136,178,314,170,225,398,311,662,977,283,587,865,412,764,1179,18,8,23,14,9,22,18,17,25,450,877,1324,425,772,1199,599,1003,1603,7499,7610,15110,10681,11219,21906,9847,10086,19928,31549,34298,65848,33841,36883,70723,35118,37964,73082
113,233,181,126,309,199,158,360,149,321,473,153,310,462,214,394,616,10,5,17,7,12,19,9,6,11,303,420,720,344,445,789,428,561,991,5817,4895,10710,7744,6752,14497,6852,5676,12525,23452,23571,47026,24512,24927,49436,24955,25565,50524
114,163,78,131,206,138,128,262,163,391,549,152,385,540,162,381,548,6,5,10,5,8,10,9,11,13,240,482,725,237,522,765,310,516,824,5130,4781,9913,6427,6097,12531,5541,4839,10385,19009,19828,38836,20080,21000,41081,20727,21346,42073
115,375,231,325,552,305,289,588,310,625,937,348,596,946,482,681,1163,10,19,22,10,13,20,0,15,20,474,861,1333,587,933,1517,792,975,1766,4496,4458,8956,4458,4877,9341,3756,3805,7557,34202,34141,68345,36387,36583,72973,41914,41906,83814
116,911,652,711,1362,1145,903,2050,551,906,1460,630,1084,1713,1056,1340,2396,23,36,54,19,25,45,27,25,54,987,1436,2426,1296,1824,3117,2228,2267,4501,10512,9506,20017,10694,9997,20689,12338,10923,23256,50189,49676,99866,55496,55374,110868,67359,67551,134907
117,2347,1807,2429,4237,1492,1893,3388,960,1244,2206,1557,2054,3608,2034,2503,4541,42,30,70,26,49,67,28,15,41,2050,2569,4622,3387,4527,7916,3562,4408,7970,16888,13913,30795,18945,16051,34999,11455,9568,21020,43898,43428,87332,54462,56766,111226,48848,50468,99314
118,755,393,524,920,354,382,738,541,970,1510,806,1200,2004,860,1260,2122,13,15,24,12,19,31,18,14,30,886,1406,2289,1209,1749,2951,1237,1656,2889,13875,12043,25925,12924,12098,25023,7883,7348,15228,41779,41170,82948,45462,46120,91587,38906,40662,79570
119,2039,1450,1776,3222,2117,1703,3818,1083,1742,2825,1423,2431,3861,1951,2478,4426,44,53,98,57,62,118,51,43,95,2145,2812,4953,2924,4277,7201,4112,4231,8345,20438,19642,40085,17874,18194,36068,18928,18579,37506,83557,82094,165654,90863,91147,182014,97740,96472,194216
120,1051,733,809,1541,1066,939,2007,592,1064,1651,788,1223,2012,1182,1533,2719,22,25,51,15,25,36,17,16,35,1135,1618,2747,1533,2054,3588,2273,2488,4761,9857,9222,19075,9603,9744,19347,6910,6802,13711,39688,40467,80155,44502,46408,90913,44746,46379,91121
121,724,391,539,933,484,579,1064,808,1516,2329,808,1510,2316,1061,1602,2662,29,29,59,9,19,23,11,16,26,1175,1940,3114,1207,2062,3276,1557,2200,3757,10231,10409,20642,9981,10908,20885,6083,6802,12887,57293,59738,117035,61681,64870,126542,62871,65616,128492
122,405,202,244,452,222,259,483,458,908,1372,522,944,1463,574,823,1399,7,25,30,8,7,19,6,0,8,648,1153,1804,730,1195,1932,796,1087,1884,6552,6467,13020,6655,7425,14079,4325,4695,9018,34770,35165,69934,37842,39058,76898,38681,39611,78289
123,380,250,396,645,372,455,832,320,710,1033,329,838,1167,502,809,1315,13,19,33,10,17,24,6,3,15,503,935,1446,589,1253,1838,884,1272,2158,7603,7774,15372,7580,8337,15920,7457,7828,15287,36930,38422,75353,40029,42166,82193,45646,48048,93699
124,410,240,358,597,381,388,768,420,905,1327,379,931,1310,561,904,1463,8,12,24,11,20,35,14,13,25,600,1161,1760,625,1314,1939,955,1302,2257,9183,8985,18173,9383,9492,18878,8917,8896,17811,43724,45427,89150,45306,47665,92971,48727,51485,100213
125,1921,1239,1329,2571,2252,1750,3999,948,1453,2400,1109,1870,2984,1862,2045,3909,62,67,125,41,34,72,48,35,86,1942,2503,4441,2394,3234,5627,4166,3839,8004,17728,15027,32756,16882,14996,31881,18451,15353,33811,66162,62761,128926,73237,70874,144117,84373,81295,165672
126,364,253,284,535,335,381,722,327,518,850,342,634,982,607,804,1405,7,12,23,7,13,14,6,5,14,511,728,1236,601,930,1531,944,1194,2137,3942,3912,7857,3887,4067,7951,3705,3949,7644,26062,26084,52149,28888,29212,58105,30725,31804,62528
127,1262,916,1236,2157,930,1111,2044,505,1065,1564,793,1580,2377,1178,1842,3021,48,50,99,44,52,100,45,47,91,1076,1856,2929,1753,2879,4630,2157,3001,5152,14448,14350,28799,13859,14118,27983,14410,14042,28453,59652,60849,120494,65424,68023,133444,76521,78856,155375
128,229,120,155,278,148,162,312,359,641,996,311,627,939,379,594,974,7,13,19,0,19,19,8,5,11,464,783,1244,436,791,1235,536,760,1299,5058,5114,10169,4573,4840,9408,3707,4043,7754,30145,30776,60920,30566,31405,61969,32347,33231,65578
197,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,7,4,7,19,29,52,0,0,0,18,4,18,33,57,94,0,0,0
199,61,25,36,59,14,19,31,27,38,57,37,31,69,14,24,37,5,0,4,0,0,7,0,0,0,53,70,124,59,71,130,28,43,68,1955,867,2820,2236,1125,3356,2245,1516,3758,2733,1745,4484,2818,1779,4597,2746,2157,4898
201,329,161,186,350,191,179,370,271,533,807,267,453,714,313,562,872,16,10,26,9,13,21,13,9,18,434,728,1165,436,652,1088,512,748,1261,4837,4794,9626,6093,6183,12272,5482,5143,10626,21158,22333,43486,22840,24109,46946,24469,25856,50329
202,290,107,143,250,204,192,396,246,521,769,222,430,654,284,479,760,16,16,27,8,13,23,15,9,18,381,707,1086,339,588,927,496,680,1172,4773,4569,9341,6846,6525,13374,5710,5411,11122,19851,21333,41186,22408,23372,45784,23542,24829,48368
203,587,319,401,723,441,432,876,485,1023,1509,531,973,1501,665,1048,1714,23,8,36,14,19,34,17,7,24,800,1327,2133,863,1395,2255,1123,1494,2617,7897,7181,15078,9879,9568,19445,9131,8113,17242,36182,36947,73135,41291,42387,83678,47540,48533,96069
204,447,253,186,432,242,188,427,192,502,696,212,470,684,305,503,810,9,9,16,16,9,25,13,15,29,508,653,1166,480,661,1139,557,704,1261,4920,4678,9599,7362,7496,14861,6528,6270,12798,21742,22849,44595,23969,25243,49214,24997,26453,51449
205,472,252,280,533,364,288,649,338,746,1084,354,784,1138,456,799,1258,18,27,44,17,25,43,27,23,51,585,1015,1599,628,1089,1716,840,1112,1953,9235,8481,17720,12371,12295,24667,11524,10876,22401,34261,35930,70195,37078,39463,76539,39810,41865,81675
206,2028,1348,2006,3353,1389,1727,3111,1274,2292,3566,1823,2914,4733,2200,3038,5239,43,48,93,29,61,84,29,33,63,2201,3483,5687,3196,4979,8177,3620,4801,8415,23416,20422,43842,26835,27308,54142,16984,16813,33800,76669,81545,158218,94311,106042,200350,87310,97575,184887
207,788,558,596,1151,659,568,1234,699,1386,2082,844,1473,2315,1019,1531,2548,22,40,62,20,22,45,17,11,30,1083,1851,2940,1425,2097,3512,1701,2110,3808,8557,8778,17335,8350,9156,17505,6022,6337,12363,54286,55400,109685,58571,59676,118244,57773,58582,116357
208,824,479,503,979,535,474,1006,689,1343,2028,742,1436,2175,968,1493,2464,32,37,67,16,30,45,19,18,31,1149,1772,2917,1235,1965,3193,1520,1982,3501,10908,11076,21986,10607,11665,22272,6963,7621,14582,56319,57749,114066,61242,64152,125385,61708,64085,125793
209,1432,885,928,1807,1139,1074,2207,874,1847,2718,987,1884,2876,1529,2095,3625,39,62,97,34,35,71,35,16,55,1601,2645,4246,1909,2843,4754,2700,3184,5885,13686,13421,27110,14545,15533,30077,11380,11082,22467,65665,67320,132987,74940,77250,152194,81062,82749,163811
210,1222,881,972,1851,1290,1276,2563,665,1257,1924,884,1596,2478,1285,1971,3262,44,36,73,40,42,82,30,34,56,1311,1911,3229,1809,2610,4414,2600,3282,5881,11687,11569,23252,12270,12482,24758,11227,10645,21877,48837,49960,98795,56336,57190,113523,66815,67873,134689
211,1013,553,707,1260,663,663,1329,936,2210,3143,990,2063,3048,1239,1978,3218,33,38,68,23,32,55,26,18,44,1418,2809,4225,1563,2796,4357,1928,2654,4587,11177,11360,22537,11612,12628,24232,8611,8920,17532,68186,70589,138776,70286,72814,143099,72161,73854,146015
212,2673,1662,1910,3576,2490,2300,4790,1480,3018,4495,1878,3517,5402,2811,3993,6803,66,78,147,48,73,120,58,63,126,2826,4490,7312,3591,5506,9095,5358,6362,11718,21062,20177,41235,22659,22601,45260,21229,20085,41309,103599,103100,206703,120550,121695,242249,137680,138693,276370
213,2997,1883,2344,4223,2957,2661,5615,1588,3142,4731,1968,3870,5838,2898,4240,7140,69,93,165,63,92,148,70,68,136,3045,4846,7895,3903,6300,10208,5922,6963,12887,25964,23327,49284,26264,24998,51267,27142,23083,50223,97186,97249,194433,115031,117210,232243,141205,140731,281936
214,593,323,323,646,369,326,699,427,1056,1479,455,1041,1499,548,970,1522,17,21,40,18,24,38,5,20,26,766,1346,2116,793,1381,2179,927,1318,2244,9020,10017,19034,9432,10225,19655,8324,8637,16957,37533,39748,77280,38947,41673,80616,41469,43689,85155
215,258,124,156,277,193,164,356,210,354,564,161,367,523,278,485,764,11,3,13,10,13,26,20,15,33,347,496,843,293,532,824,486,665,1151,5480,5199,10679,7710,7015,14720,7100,5970,13077,20147,20592,40738,21520,21585,43105,21658,21711,43372
216,245,152,156,310,149,138,285,194,397,592,154,377,532,235,419,657,10,8,18,11,4,15,11,11,22,312,549,856,318,537,858,397,565,964,4786,4575,9358,6164,6078,12238,5482,5083,10569,17768,18312,36072,18910,19489,38399,19521,20136,39653
217,206,74,102,178,115,109,219,167,362,527,153,320,475,158,287,439,9,7,16,12,13,23,5,9,21,263,485,752,241,439,676,272,401,673,3756,3863,7617,5174,5249,10421,4283,4107,8397,16468,17695,34170,16950,17693,34638,16885,17546,34423
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,25,3,29,0,0,0,4,0,4,25,3,29
299,54,17,26,46,13,11,25,15,32,50,36,27,65,17,25,39,0,3,7,0,3,3,0,0,0,45,67,111,55,61,113,27,40,71,1182,653,1837,1304,732,2038,2220,1366,3584,1730,1311,3044,1746,1278,3022,2670,1932,4600
301,323,172,218,393,279,282,559,325,624,950,357,697,1059,509,830,1336,12,10,21,11,13,16,4,11,16,483,814,1291,545,925,1467,797,1124,1922,5560,5425,10988,5605,5740,11350,4511,4499,9013,28737,30148,58880,30558,32065,62625,32550,34169,66722
302,483,241,297,542,350,357,709,325,604,932,342,676,1021,514,823,1342,9,14,21,6,12,18,8,8,15,564,873,1434,590,988,1576,875,1191,2064,5623,5599,11227,5459,5926,11388,4467,4163,8626,25525,26788,52320,27748,30116,57861,31172,33185,64358
303,1246,792,865,1653,909,904,1818,616,979,1596,723,1107,1833,1091,1484,2574,27,22,48,20,22,39,14,18,30,1258,1632,2888,1539,1989,3529,2015,2405,4423,9639,8703,18343,9358,9288,18651,7323,6855,14174,49163,49912,99077,53868,55619,109482,57906,60065,117972
304,374,166,219,386,240,208,458,278,482,759,272,475,748,387,580,968,5,5,9,7,4,17,0,3,8,472,669,1139,449,700,1146,630,800,1427,3777,3866,7645,3784,3991,7774,2685,2457,5147,28365,29345,57714,30846,31883,62728,32012,32476,64491
305,1004,746,968,1715,611,725,1340,554,824,1377,741,1137,1877,932,1313,2246,23,21,43,8,18,24,13,8,18,1085,1341,2424,1495,2115,3611,1559,2046,3601,9367,7273,16637,10435,9789,20226,7803,7048,14853,35769,36490,72262,42031,44464,86496,46126,50182,96302
306,319,236,306,541,303,357,658,345,779,1123,369,803,1169,596,994,1584,7,20,24,14,13,26,19,23,37,467,993,1464,614,1123,1737,914,1368,2279,10743,9676,20422,12398,12233,24623,12593,11253,23842,32344,34202,66541,36141,38296,74440,38801,40372,79166
307,106,67,103,171,103,131,236,120,235,355,137,341,478,230,409,634,5,3,10,9,9,20,8,7,15,181,285,471,218,454,666,338,545,887,5075,4579,9654,6367,5987,12353,6121,5584,11713,16873,16950,33822,18461,18729,37193,18409,19130,37546
308,178,157,195,351,266,272,536,281,512,797,327,777,1101,555,780,1335,5,16,23,12,13,24,7,6,11,383,617,998,499,979,1478,826,1057,1882,10499,8188,18692,11273,9237,20505,11534,8180,19715,31866,30846,62710,34292,34259,68554,36314,35277,71592
309,1249,759,1012,1772,956,1027,1981,833,1681,2513,1040,2158,3200,1611,2580,4192,27,25,52,23,24,54,22,19,42,1420,2393,3810,1830,3193,5025,2589,3625,6216,20153,19599,39756,22247,23173,45424,19317,19573,38894,73606,77837,151444,83833,90242,174075,93098,101013,194116
310,525,409,566,978,673,662,1334,359,823,1184,573,1177,1745,945,1384,2325,22,22,46,23,27,56,15,24,37,630,1127,1754,1010,1768,2780,1633,2068,3697,12623,9805,22433,15382,12928,28310,14502,10843,25342,43807,43071,86882,52668,53394,106061,59413,59861,119277
311,611,380,594,969,713,724,1440,420,836,1258,484,1196,1680,826,1396,2220,23,26,51,22,22,44,25,12,38,719,1200,1918,883,1810,2689,1562,2132,3698,10764,10304,21073,11442,11601,23043,12482,11948,24436,42801,44501,87299,47510,50762,98266,55683,58963,114646
312,111,80,105,184,181,170,344,205,424,628,233,572,803,444,647,1092,11,9,21,6,11,20,4,4,11,272,492,758,315,691,1006,624,820,1444,9400,5681,15087,10186,7510,17696,11848,8019,19867,25316,22315,47631,26681,25584,52266,30215,27855,58067
313,467,240,362,607,333,342,675,350,665,1018,408,881,1289,611,929,1544,15,18,35,18,20,34,7,22,26,582,937,1514,664,1265,1929,952,1297,2245,8509,7707,16214,9309,9261,18569,9008,7398,16406,29700,31007,60710,32891,35263,68149,36021,37330,73352
314,271,190,250,444,318,316,633,280,595,878,311,716,1022,550,899,1447,9,5,11,4,7,15,8,8,21,417,745,1161,506,976,1480,879,1223,2099,3834,3625,7462,4805,4784,9589,3844,3725,7564,24002,25089,49089,28967,30656,59623,32866,34781,67643
315,123,51,60,115,71,67,144,84,177,262,91,187,282,108,157,263,7,5,7,8,0,5,9,3,15,163,234,394,149,253,403,193,229,416,5884,3754,9638,5594,4154,9753,6221,4220,10431,13599,11858,25457,13075,12268,25343,13865,12367,26235
316,478,269,429,693,440,469,915,449,1052,1501,508,1120,1626,894,1428,2323,14,18,37,19,24,42,22,16,40,657,1358,2014,791,1572,2362,1356,1921,3275,9498,8942,18437,11273,11655,22933,10969,10615,21582,40493,43398,83889,46467,50855,97328,52851,57467,110313
317,244,159,195,348,281,251,531,186,409,600,290,541,834,442,669,1104,12,14,25,5,11,16,6,7,18,303,562,866,452,755,1204,732,928,1655,4459,4485,8941,5379,5742,11124,4286,4038,8320,20623,22204,42827,22505,24882,47385,24161,25828,49992
318,237,211,266,473,339,303,639,237,478,714,329,701,1032,500,766,1268,7,3,21,18,18,35,9,14,18,366,602,973,552,988,1544,844,1075,1920,9473,7823,17299,10481,8881,19369,11345,8349,19698,33042,34088,67133,35862,37399,73260,37287,37479,74766
319,392,243,311,559,323,334,659,341,702,1044,415,760,1176,548,866,1415,15,22,41,22,19,44,8,15,22,537,932,1474,689,1092,1779,876,1216,2097,10307,9512,19815,13161,12381,25543,12101,10608,22712,35829,37646,73480,38834,40293,79128,39085,40267,79356
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,36,85,6,13,24,115,24,137,78,55,133,12,18,30,115,25,136
399,48,23,27,49,34,28,66,17,27,41,16,36,54,19,29,55,0,0,0,0,3,8,0,0,0,41,45,94,40,72,111,54,66,114,1299,650,1949,1598,1049,2646,2143,1446,3582,1750,1206,2961,2042,1576,3620,2806,2251,5060
401,670,293,361,653,441,443,887,509,834,1344,457,791,1248,694,994,1689,21,21,39,10,9,16,17,12,29,840,1213,2051,761,1160,1922,1147,1450,2600,7764,7303,15067,8009,7832,15847,5841,5436,11284,42445,44298,86745,44932,46597,91527,46079,47775,93852
402,1080,642,841,1484,812,858,1673,690,1247,1934,737,1429,2166,1147,1706,2859,28,41,68,34,26,60,30,28,59,1209,1871,3086,1418,2290,3711,1989,2595,4585,13256,12800,26064,13135,12841,25980,10671,9843,20520,56981,58551,115526,61380,63885,125264,66404,68471,134875
403,605,311,414,728,402,421,821,631,1126,1761,566,986,1554,816,1224,2033,20,19,44,14,27,43,17,14,27,919,1487,2406,894,1431,2325,1227,1657,2886,8526,8763,17287,9078,9740,18822,6520,6317,12839,46510,49717,96223,48807,52688,101489,49858,52855,102717
404,645,315,350,669,376,393,768,413,690,1106,430,661,1092,565,845,1410,23,25,43,9,25,31,10,11,22,726,1067,1792,754,1035,1794,957,1250,2205,7241,7208,14455,6395,6863,13264,4636,4348,8984,30064,31319,61384,30840,33029,63867,31625,33319,64946
405,129,62,81,138,64,70,132,88,252,339,86,251,339,123,228,354,10,11,17,0,5,10,5,9,11,151,335,487,150,334,481,186,303,491,2982,2860,5843,4077,4024,8102,3750,3539,7288,13206,13715,26924,14130,14565,28698,14077,14677,28754
406,98,42,59,106,45,61,108,76,201,273,67,179,246,88,213,308,6,5,13,9,4,12,3,7,11,125,264,387,118,249,363,141,280,424,4305,3400,7706,4857,3910,8769,4321,3066,7389,12409,12031,24442,12368,12080,24449,11956,11405,23368
407,236,117,134,252,148,170,317,215,394,614,203,409,611,225,469,693,7,16,22,4,6,10,13,6,22,331,541,870,327,550,876,390,647,1036,6271,5551,11821,7985,7053,15035,7672,6032,13704,22906,23680,46585,24277,24438,48716,24532,24452,48982
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4,0,4
499,7,10,6,18,6,7,16,5,3,13,4,4,8,13,11,20,0,0,0,0,0,0,0,0,0,12,12,24,17,9,30,19,15,35,301,161,466,408,223,625,496,314,814,479,350,829,558,391,948,694,564,1263
501,162,99,160,255,190,202,391,188,347,534,194,419,610,327,572,898,4,5,10,7,9,16,8,9,17,267,449,710,308,579,887,522,784,1303,6319,5439,11761,7707,7357,15068,7095,5635,12726,22366,22344,44709,25371,26420,51789,26444,26358,52802
502,108,63,127,192,97,141,238,78,184,264,118,325,440,209,365,575,4,4,7,10,3,11,8,0,8,121,262,383,192,454,647,317,507,816,3568,3287,6852,3725,3537,7259,3670,3141,6815,11129,11555,22683,12858,13768,26627,14070,14990,29061
503,489,291,381,677,267,341,606,312,505,811,348,647,993,482,692,1171,6,4,10,4,6,11,7,9,14,546,765,1311,648,1033,1681,751,1047,1797,6944,5949,12894,7168,6836,14008,5051,4199,9253,25809,26062,51868,28568,29087,57658,28540,29241,57783
504,423,314,361,679,409,458,864,308,631,939,466,857,1321,727,1136,1871,7,20,24,19,17,32,12,12,27,521,863,1383,796,1237,2036,1151,1601,2757,9651,7600,17245,10561,8973,19538,9160,6254,15418,33778,32423,66199,38784,38075,76865,41887,40149,82038
505,934,681,799,1482,807,900,1707,752,1266,2019,956,1818,2769,1468,2381,3849,28,15,46,27,30,59,25,27,49,1234,1764,2996,1665,2645,4309,2294,3308,5603,16802,15472,32275,16318,16459,32775,13317,11153,24466,72576,73590,146166,80634,83216,163849,84691,86376,171069
506,1063,904,851,1751,1081,1054,2136,687,1311,1996,980,1683,2661,1369,2050,3421,36,23,53,33,32,63,38,31,68,1224,1887,3113,1917,2561,4472,2484,3134,5626,18275,15424,33701,18430,16301,34734,15693,12783,28473,68312,66572,134888,77904,76668,154571,83140,82814,165955
507,682,375,490,869,507,565,1072,467,958,1423,652,1296,1947,1083,1672,2754,16,21,39,13,29,44,21,19,34,888,1253,2145,1045,1814,2861,1609,2252,3862,13003,11234,24234,15513,14093,29608,13050,9520,22568,52707,53424,106136,61817,63683,125500,66422,67175,133600
509,222,156,109,264,111,126,241,111,242,352,104,275,385,202,338,541,11,12,18,0,3,5,10,8,15,247,345,593,263,397,653,317,474,794,5623,4186,9810,7794,6294,14089,7478,5838,13318,17962,17292,35249,19730,18867,38591,19507,18967,38475
510,78,39,54,87,70,75,142,119,168,292,117,227,342,128,248,375,0,8,10,10,9,21,5,4,3,168,213,380,164,283,447,199,328,525,11936,5692,17626,9196,5612,14808,9088,6317,15407,19822,13709,33531,17717,14326,32043,18068,15782,33854
511,109,64,84,145,109,88,197,109,221,333,112,236,346,197,307,502,7,4,10,7,4,13,7,3,15,167,289,458,181,320,504,313,402,714,7502,5535,13036,7707,6387,14097,8689,6336,15032,18858,17511,36366,18898,18459,37358,19842,18272,38115
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,4,0,5,4,0,4,0,0,3,58,4,63,73,4,77,193,20,219,72,6,78,85,3,93,209,28,237
