SA4_CODE_2021,C16_15_19_N_mar_P,C16_15_19_Tot_M,C16_15_19_Tot_F,C16_15_19_Tot_P,C16_20_24_Mar_RegM_M,C16_20_24_Mar_RegM_F,C16_20_24_Mar_RegM_P,C16_20_24_Mar_DFM_M,C16_20_24_Mar_DFM_F,C16_20_24_Mar_DFM_P,C16_20_24_N_mar_M,C16_20_24_N_mar_F,C16_20_24_N_mar_P,C16_20_24_Tot_M,C16_20_24_Tot_F,C16_20_24_Tot_P,C16_25_29_Mar_RegM_M,C16_25_29_Mar_RegM_F,C16_25_29_Mar_RegM_P,C16_25_29_Mar_DFM_M,C16_25_29_Mar_DFM_F,C16_25_29_Mar_DFM_P,C16_25_29_N_mar_M,C16_25_29_N_mar_F,C16_25_29_N_mar_P,C16_25_29_Tot_M,C16_25_29_Tot_F,C16_25_29_Tot_P,C16_30_34_Mar_RegM_M,C16_30_34_Mar_RegM_F,C16_30_34_Mar_RegM_P,C16_30_34_Mar_DFM_M,C16_30_34_Mar_DFM_F,C16_30_34_Mar_DFM_P,C16_30_34_N_mar_M,C16_30_34_N_mar_F,C16_30_34_N_mar_P,C16_30_34_Tot_M,C16_30_34_Tot_F,C16_30_34_Tot_P,C16_35_39_Mar_RegM_M,C16_35_39_Mar_RegM_F,C16_35_39_Mar_RegM_P,C16_35_39_Mar_DFM_M,C16_35_39_Mar_DFM_F,C16_35_39_Mar_DFM_P,C16_35_39_N_mar_M,C16_35_39_N_mar_F,C16_35_39_N_mar_P,C16_35_39_Tot_M,C16_35_39_Tot_F,C16_35_39_Tot_P,C16_40_44_Mar_RegM_M,C16_40_44_Mar_RegM_F,C16_40_44_Mar_RegM_P,C16_40_44_Mar_DFM_M,C16_40_44_Mar_DFM_F,C16_40_44_Mar_DFM_P,C16_40_44_N_mar_M,C16_40_44_N_mar_F,C16_40_44_N_mar_P,C16_40_44_Tot_M,C16_40_44_Tot_F,C16_40_44_Tot_P,C16_45_49_Mar_RegM_M,C16_45_49_Mar_RegM_F,C16_45_49_Mar_RegM_P,C16_45_49_Mar_DFM_M,C16_45_49_Mar_DFM_F,C16_45_49_Mar_DFM_P,C16_45_49_N_mar_M,C16_45_49_N_mar_F,C16_45_49_N_mar_P,C16_45_49_Tot_M,C16_45_49_Tot_F,C16_45_49_Tot_P,C16_50_54_Mar_RegM_M,C16_50_54_Mar_RegM_F,C16_50_54_Mar_RegM_P,C16_50_54_Mar_DFM_M,C16_50_54_Mar_DFM_F,C16_50_54_Mar_DFM_P,C16_50_54_N_mar_M,C16_50_54_N_mar_F,C16_50_54_N_mar_P,C16_50_54_Tot_M,C16_50_54_Tot_F,C16_50_54_Tot_P,C16_55_59_Mar_RegM_M,C16_55_59_Mar_RegM_F,C16_55_59_Mar_RegM_P,C16_55_59_Mar_DFM_M,C16_55_59_Mar_DFM_F,C16_55_59_Mar_DFM_P,C16_55_59_N_mar_M,C16_55_59_N_mar_F,C16_55_59_N_mar_P,C16_55_59_Tot_M,C16_55_59_Tot_F,C16_55_59_Tot_P,C16_60_64_Mar_RegM_M,C16_60_64_Mar_RegM_F,C16_60_64_Mar_RegM_P,C16_60_64_Mar_DFM_M,C16_60_64_Mar_DFM_F,C16_60_64_Mar_DFM_P,C16_60_64_N_mar_M,C16_60_64_N_mar_F,C16_60_64_N_mar_P,C16_60_64_Tot_M,C16_60_64_Tot_F,C16_60_64_Tot_P,C16_65_69_Mar_RegM_M,C16_65_69_Mar_RegM_F,C16_65_69_Mar_RegM_P,C16_65_69_Mar_DFM_M,C16_65_69_Mar_DFM_F,C16_65_69_Mar_DFM_P,C16_65_69_N_mar_M,C16_65_69_N_mar_F,C16_65_69_N_mar_P,C16_65_69_Tot_M,C16_65_69_Tot_F,C16_65_69_Tot_P,C16_70_74_Mar_RegM_M,C16_70_74_Mar_RegM_F,C16_70_74_Mar_RegM_P,C16_70_74_Mar_DFM_M,C16_70_74_Mar_DFM_F,C16_70_74_Mar_DFM_P,C16_70_74_N_mar_M,C16_70_74_N_mar_F,C16_70_74_N_mar_P,C16_70_74_Tot_M,C16_70_74_Tot_F,C16_70_74_Tot_P,C16_75_79_Mar_RegM_M,C16_75_79_Mar_RegM_F,C16_75_79_Mar_RegM_P,C16_75_79_Mar_DFM_M,C16_75_79_Mar_DFM_F,C16_75_79_Mar_DFM_P,C16_75_79_N_mar_M,C16_75_79_N_mar_F,C16_75_79_N_mar_P,C16_75_79_Tot_M,C16_75_79_Tot_F,C16_75_79_Tot_P,C16_80_84_Mar_RegM_M,C16_80_84_Mar_RegM_F,C16_80_84_Mar_RegM_P,C16_80_84_Mar_DFM_M,C16_80_84_Mar_DFM_F,C16_80_84_Mar_DFM_P,C16_80_84_N_mar_M,C16_80_84_N_mar_F,C16_80_84_N_mar_P,C16_80_84_Tot_M,C16_80_84_Tot_F,C16_80_84_Tot_P,C16_85_over_Mar_RegM_M,C16_85_over_Mar_RegM_F,C16_85_over_Mar_RegM_P,C16_85_over_Mar_DFM_M,C16_85_over_Mar_DFM_F,C16_85_over_Mar_DFM_P,C16_85_over_N_mar_M,C16_85_over_N_mar_F,C16_85_over_N_mar_P,C16_85_over_Tot_M,C16_85_over_Tot_F,C16_85_over_Tot_P,C16_Tot_Marr_reg_marr_M,C16_Tot_Marr_reg_marr_F,C16_Tot_Marr_reg_marr_P,C16_Tot_Mar_de_fa_mar_M,C16_Tot_Mar_de_fa_mar_F,C16_Tot_Mar_de_fa_mar_P,C16_Tot_N_mar_M,C16_Tot_N_mar_F,C16_Tot_N_mar_P,C16_Tot_Tot_M,C16_Tot_Tot_F,C16_Tot_Tot_P,C21_15_19_Mar_RegM_M,C21_15_19_Mar_RegM_F,C21_15_19_Mar_RegM_P,C21_15_19_Mar_DFM_M,C21_15_19_Mar_DFM_F,C21_15_19_Mar_DFM_P,C21_15_19_N_mar_M,C21_15_19_N_mar_F,C21_15_19_N_mar_P,C21_15_19_Tot_M,C21_15_19_Tot_F,C21_15_19_Tot_P,C21_20_24_Mar_RegM_M,C21_20_24_Mar_RegM_F,C21_20_24_Mar_RegM_P,C21_20_24_Mar_DFM_M
601,11874,6249,5872,12120,137,275,413,869,1279,2145,5086,4412,9503,6097,5965,12058,1030,1568,2602,1697,1858,3550,3323,3047,6370,6050,6473,12522,2537,3074,5604,1469,1434,2903,2115,2178,4289,6119,6678,12800,2956,3334,6293,1104,1177,2282,1642,1885,3521,5703,6394,12091,3320,3782,7101,1045,1046,2088,1710,2124,3838,6070,6957,13028,3559,3751,7315,1027,1009,2033,1813,2308,4117,6402,7066,13472,3606,3768,7375,888,848,1734,1935,2392,4325,6431,7007,13435,3889,4050,7936,747,643,1390,1910,2567,4480,6544,7257,13799,3744,3624,7379,510,452,957,1573,2300,3873,5827,6380,12206,3698,3223,6923,351,274,620,1306,2181,3487,5353,5682,11033,2517,2293,4809,224,129,347,933,1894,2827,3670,4313,7991,1952,1459,3410,107,59,163,716,1789,2503,2771,3307,6077,1170,749,1921,38,21,67,544,1556,2092,1750,2326,4078,792,362,1156,24,12,33,619,1827,2444,1431,2204,3637,34920,35316,70237,10165,10395,20560,31386,38159,69548,76469,83875,160344,0,3,6,59,90,150,6229,5728,11958,6286,5821,12110,134,326,458,836
602,7525,4014,3700,7716,143,262,406,587,851,1441,3033,2385,5417,3772,3491,7264,663,1002,1659,921,931,1855,1542,1394,2941,3122,3329,6454,1393,1737,3131,727,763,1489,1063,1092,2147,3176,3594,6772,1690,1914,3608,547,593,1142,874,1026,1897,3111,3531,6641,1967,2311,4284,581,568,1152,969,1218,2189,3525,4103,7623,2368,2516,4885,545,560,1102,1164,1410,2569,4076,4483,8560,2389,2603,4990,536,494,1033,1262,1413,2672,4188,4502,8691,2689,2792,5474,436,384,822,1244,1471,2715,4360,4648,9009,2653,2604,5257,341,260,599,1121,1449,2570,4118,4304,8427,2617,2343,4960,261,180,440,1011,1408,2422,3885,3933,7821,2045,1710,3759,126,108,227,753,1283,2037,2929,3097,6026,1420,1012,2439,57,45,104,509,1181,1685,1984,2241,4224,806,536,1342,31,16,45,421,971,1397,1258,1533,2788,490,238,732,21,13,40,409,1083,1495,926,1335,2259,23341,23595,46933,5788,5872,11660,19318,22370,41688,48444,51834,100283,3,6,11,26,80,106,3785,3550,7338,3820,3632,7456,97,196,293,636
603,1664,908,797,1704,22,28,50,96,148,245,513,365,882,639,541,1180,113,189,300,181,201,381,334,231,567,628,619,1243,300,408,712,182,190,375,233,195,429,719,795,1507,363,424,791,197,221,419,193,217,409,752,870,1619,498,557,1052,206,209,419,311,238,546,1014,1010,2024,578,700,1278,229,243,470,324,277,600,1133,1221,2358,665,746,1412,219,201,418,388,314,708,1274,1259,2538,813,852,1664,178,185,364,450,391,836,1443,1425,2868,873,869,1742,170,131,302,414,342,759,1466,1341,2802,890,833,1719,125,93,215,371,381,745,1384,1301,2682,659,500,1151,70,46,120,289,287,579,1019,834,1849,414,269,681,21,16,39,188,235,425,623,524,1146,212,116,324,15,0,13,136,207,337,355,319,676,99,48,145,6,7,11,106,174,285,212,225,441,6492,6534,13029,1912,1914,3828,5156,4627,9775,13557,13074,26633,0,4,4,11,19,31,989,792,1786,1004,814,1815,17,36,54,119
604,5823,3095,2895,5995,87,185,273,493,721,1215,1897,1516,3420,2482,2421,4911,510,736,1253,714,784,1500,1063,1033,2094,2286,2555,4842,1043,1292,2333,584,563,1142,762,777,1546,2381,2631,5014,1207,1488,2698,495,479,972,658,798,1459,2356,2766,5125,1465,1640,3110,464,507,973,833,928,1766,2772,3080,5851,1694,1981,3672,482,485,964,947,1126,2074,3124,3593,6715,1986,2129,4117,404,416,824,1042,1140,2186,3435,3689,7127,2160,2260,4417,350,307,652,961,1177,2136,3473,3735,7206,2158,2105,4264,253,197,448,842,1025,1864,3249,3326,6578,2094,1994,4086,168,116,281,762,1102,1856,3020,3208,6232,1705,1464,3169,100,78,179,517,935,1455,2325,2474,4803,1217,861,2074,50,36,89,450,928,1387,1724,1826,3547,697,443,1142,23,20,50,317,838,1156,1042,1299,2342,416,177,591,16,3,20,288,881,1163,716,1058,1776,18450,18754,37202,4645,4827,9472,14384,16990,31377,37479,40575,78054,0,0,0,26,50,71,2898,2743,5638,2920,2792,5708,91,174,266,482
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,6223,3380,3032,6412,138,379,514,678,1039,1716,2827,2063,4896,3649,3486,7133,1037,1655,2693,1462,1640,3099,2586,1989,4574,5090,5282,10374,2277,2858,5137,1322,1252,2575,1741,1368,3108,5341,5479,10824,2593,2830,5422,863,802,1674,1209,1079,2289,4664,4720,9384,2442,2462,4907,676,722,1400,1128,1102,2227,4250,4281,8535,2291,2296,4588,717,683,1408,1203,1087,2283,4208,4072,8285,2027,1899,3927,579,569,1154,1108,1079,2190,3722,3551,7270,1782,1671,3450,464,396,863,953,1056,2011,3202,3119,6319,1538,1250,2791,295,210,502,882,920,1803,2713,2384,5092,1190,898,2089,172,140,308,702,741,1450,2060,1786,3844,754,504,1255,78,51,128,399,517,914,1227,1069,2301,426,243,664,45,14,57,249,421,675,717,674,1397,189,91,279,14,3,15,114,263,385,318,360,677,84,36,116,4,0,9,107,203,311,199,238,438,18752,19091,37847,7429,7662,15089,18547,16782,35333,44736,43541,88273,3,8,13,45,92,137,3325,3163,6493,3379,3263,6637,95,266,359,647
702,4835,2738,2443,5185,459,642,1104,344,430,770,1815,1585,3397,2613,2654,5270,908,1115,2026,561,691,1250,1466,1407,2879,2941,3216,6153,1279,1488,2766,564,602,1169,1049,1135,2185,2890,3225,6116,1240,1334,2580,453,474,924,781,903,1680,2469,2712,5183,1204,1217,2422,427,396,830,724,883,1611,2360,2501,4863,1174,1228,2400,384,383,770,762,926,1694,2321,2542,4861,1123,1054,2183,291,286,582,774,937,1713,2193,2282,4474,997,896,1886,241,208,445,623,848,1470,1853,1950,3807,797,665,1457,181,123,306,557,733,1292,1532,1523,3054,540,324,867,83,65,144,402,511,917,1027,899,1928,275,176,448,70,36,100,270,327,599,615,531,1144,157,81,240,13,15,24,159,213,367,323,310,639,49,36,86,5,3,12,88,144,233,146,188,332,35,10,40,3,4,6,45,107,150,86,114,196,10317,10429,20739,3647,3804,7452,12144,12859,25003,26105,27093,53203,86,129,217,42,75,113,2773,2441,5208,2898,2640,5542,433,582,1014,314
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,20418,10562,10100,20662,263,680,946,1511,2222,3729,10427,9381,19811,12199,12280,24480,2661,4446,7105,3378,3761,7135,7580,6310,13892,13617,14515,28132,7333,8947,16279,2707,2526,5230,4551,4110,8660,14592,15585,30176,8525,8931,17455,1901,1815,3715,3093,3246,6336,13518,13994,27505,8244,8330,16569,1545,1579,3123,2768,3350,6120,12556,13259,25817,7672,7535,15210,1410,1358,2769,2857,3497,6352,11942,12387,24327,6900,6883,13785,1184,1161,2340,2598,3502,6098,10675,11549,22223,6378,6172,12557,904,766,1676,2382,3474,5854,9667,10422,20086,5604,5220,10824,609,517,1125,1858,3074,4935,8066,8819,16888,5177,4682,9864,436,318,754,1483,2970,4456,7106,7971,15076,3717,3009,6726,218,153,367,972,2362,3339,4904,5525,10432,2473,1881,4359,106,63,166,704,1974,2679,3283,3924,7204,1529,990,2524,47,36,80,536,1633,2170,2109,2656,4767,1019,481,1497,29,10,40,673,1957,2622,1713,2447,4164,67492,68211,135705,16053,16442,32497,52958,60780,113732,136506,145431,281939,10,5,12,87,155,233,11378,10549,21929,11468,10708,22179,276,668,947,1807
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,167,84,88,171,0,10,7,4,12,14,53,25,81,59,44,109,13,30,47,10,7,18,34,24,56,53,73,124,53,64,119,10,17,27,20,27,44,83,110,190,72,78,148,14,22,37,30,21,45,116,118,235,70,76,143,25,22,47,24,33,60,115,133,246,56,68,122,24,32,50,36,33,73,113,125,246,82,79,165,16,14,33,35,34,76,137,127,268,87,79,165,12,13,31,38,35,76,143,132,275,68,68,141,9,5,21,36,42,75,112,118,228,84,55,145,8,7,11,19,38,63,116,102,215,50,47,98,3,0,5,17,23,40,69,75,144,28,26,51,4,0,4,15,26,42,49,48,93,11,9,23,0,0,0,11,18,25,25,25,53,17,0,16,0,0,0,9,20,25,22,20,45,694,691,1382,148,159,306,462,494,952,1300,1338,2641,0,0,0,3,0,0,75,73,149,76,79,155,6,9,15,9
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
