SA4_CODE_2021,Pre_sch_C11_M,Pre_sch_C11_F,Pre_sch_C11_P,Pre_sch_C16_M,Pre_sch_C16_F,Pre_sch_C16_P,Pre_sch_C21_M,Pre_sch_C21_F,Pre_sch_C21_P,Prim_Govt_C11_M,Prim_Govt_C11_F,Prim_Govt_C11_P,Prim_Govt_C16_M,Prim_Govt_C16_F,Prim_Govt_C16_P,Prim_Govt_C21_M,Prim_Govt_C21_F,Prim_Govt_C21_P,Prim_Cath_C11_M,Prim_Cath_C11_F,Prim_Cath_C11_P,Prim_Cath_C16_M,Prim_Cath_C16_F,Prim_Cath_C16_P,Prim_Cath_C21_M,Prim_Cath_C21_F,Prim_Cath_C21_P,Pri_Oth_No_Gov_C11_M,Pri_Oth_No_Gov_C11_F,Pri_Oth_No_Gov_C11_P,Pri_Oth_No_Gov_C16_M,Pri_Oth_No_Gov_C16_F,Pri_Oth_No_Gov_C16_P,Pri_Oth_No_Gov_C21_M,Pri_Oth_No_Gov_C21_F,Pri_Oth_No_Gov_C21_P,Primary_Tot_Prim_C11_M,Primary_Tot_Prim_C11_F,Primary_Tot_Prim_C11_P,Primary_Tot_Prim_C16_M,Primary_Tot_Prim_C16_F,Primary_Tot_Prim_C16_P,Primary_Tot_Prim_C21_M,Primary_Tot_Prim_C21_F,Primary_Tot_Prim_C21_P,Sec_Govern_C11_M,Sec_Govern_C11_F,Sec_Govern_C11_P,Sec_Govern_C16_M,Sec_Govern_C16_F,Sec_Govern_C16_P,Sec_Govern_C21_M,Sec_Govern_C21_F,Sec_Govern_C21_P,Sec_Catholic_C11_M,Sec_Catholic_C11_F,Sec_Catholic_C11_P,Sec_Catholic_C16_M,Sec_Catholic_C16_F,Sec_Catholic_C16_P,Sec_Catholic_C21_M,Sec_Catholic_C21_F,Sec_Catholic_C21_P,Sec_Oth_Non_Gov_C11_M,Sec_Oth_Non_Gov_C11_F,Sec_Oth_Non_Gov_C11_P,Sec_Oth_Non_Gov_C16_M,Sec_Oth_Non_Gov_C16_F,Sec_Oth_Non_Gov_C16_P,Sec_Oth_Non_Gov_C21_M,Sec_Oth_Non_Gov_C21_F,Sec_Oth_Non_Gov_C21_P,Sec_Tot_Sec_C11_M,Sec_Tot_Sec_C11_F,Sec_Tot_Sec_C11_P,Sec_Tot_Sec_C16_M,Sec_Tot_Sec_C16_F,Sec_Tot_Sec_C16_P,Sec_Tot_Sec_C21_M,Sec_Tot_Sec_C21_F,Sec_Tot_Sec_C21_P,Tert_Voc_TPTP_FTS_15_24_C11_M,Tert_Voc_TPTP_FTS_15_24_C11_F,Tert_Voc_TPTP_FTS_15_24_C11_P,Tert_Voc_TPTP_FTS_15_24_C16_M,Tert_Voc_TPTP_FTS_15_24_C16_F,Tert_Voc_TPTP_FTS_15_24_C16_P,Tert_Voc_TPTP_FTS_15_24_C21_M,Tert_Voc_TPTP_FTS_15_24_C21_F,Tert_Voc_TPTP_FTS_15_24_C21_P,Tert_Voc_TPTP_FTS_25ove_C11_M,Tert_Voc_TPTP_FTS_25ove_C11_F,Tert_Voc_TPTP_FTS_25ove_C11_P,Tert_Voc_TPTP_FTS_25ove_C16_M,Tert_Voc_TPTP_FTS_25ove_C16_F,Tert_Voc_TPTP_FTS_25ove_C16_P,Tert_Voc_TPTP_FTS_25ove_C21_M,Tert_Voc_TPTP_FTS_25ove_C21_F,Tert_Voc_TPTP_FTS_25ove_C21_P,Tert_Voc_TPTP_PTS_15_24_C11_M,Tert_Voc_TPTP_PTS_15_24_C11_F,Tert_Voc_TPTP_PTS_15_24_C11_P,Tert_Voc_TPTP_PTS_15_24_C16_M,Tert_Voc_TPTP_PTS_15_24_C16_F,Tert_Voc_TPTP_PTS_15_24_C16_P,Tert_Voc_TPTP_PTS_15_24_C21_M,Tert_Voc_TPTP_PTS_15_24_C21_F,Tert_Voc_TPTP_PTS_15_24_C21_P,Tert_Voc_TPTP_PTS_25ov_C11_M,Tert_Voc_TPTP_PTS_25ov_C11_F,Tert_Voc_TPTP_PTS_25ov_C11_P,Tert_Voc_TPTP_PTS_25ov_C16_M,Tert_Voc_TPTP_PTS_25ov_C16_F,Tert_Voc_TPTP_PTS_25ov_C16_P,Tert_Voc_TPTP_PTS_25ov_C21_M,Tert_Voc_TPTP_PTS_25ov_C21_F,Tert_Voc_TPTP_PTS_25ov_C21_P,Tert_Voc_F_Pt_stu_st_ns_C11_M,Tert_Voc_F_Pt_stu_st_ns_C11_F,Tert_Voc_F_Pt_stu_st_ns_C11_P,Tert_Voc_F_Pt_stu_st_ns_C16_M,Tert_Voc_F_Pt_stu_st_ns_C16_F,Tert_Voc_F_Pt_stu_st_ns_C16_P,Tert_Voc_F_Pt_stu_st_ns_C21_M,Tert_Voc_F_Pt_stu_st_ns_C21_F,Tert_Voc_F_Pt_stu_st_ns_C21_P,Tert_Voc_Tot_C11_M,Tert_Voc_Tot_C11_F,Tert_Voc_Tot_C11_P,Tert_Voc_Tot_C16_M,Tert_Voc_Tot_C16_F,Tert_Voc_Tot_C16_P,Tert_Voc_Tot_C21_M,Tert_Voc_Tot_C21_F,Tert_Voc_Tot_C21_P,Tert_U_Ft_s_15_24_C11_M,Tert_U_Ft_s_15_24_C11_F,Tert_U_Ft_s_15_24_C11_P,Tert_U_Ft_s_15_24_C16_M,Tert_U_Ft_s_15_24_C16_F,Tert_U_Ft_s_15_24_C16_P,Tert_U_Ft_s_15_24_C21_M,Tert_U_Ft_s_15_24_C21_F,Tert_U_Ft_s_15_24_C21_P,Tert_U_Ft_s_25over_C11_M,Tert_U_Ft_s_25over_C11_F,Tert_U_Ft_s_25over_C11_P,Tert_U_Ft_s_25over_C16_M,Tert_U_Ft_s_25over_C16_F,Tert_U_Ft_s_25over_C16_P,Tert_U_Ft_s_25over_C21_M,Tert_U_Ft_s_25over_C21_F,Tert_U_Ft_s_25over_C21_P,Tert_U_Pt_s_15_24_C11_M,Tert_U_Pt_s_15_24_C11_F,Tert_U_Pt_s_15_24_C11_P,Tert_U_Pt_s_15_24_C16_M,Tert_U_Pt_s_15_24_C16_F,Tert_U_Pt_s_15_24_C16_P,Tert_U_Pt_s_15_24_C21_M,Tert_U_Pt_s_15_24_C21_F,Tert_U_Pt_s_15_24_C21_P,Tert_U_Pt_s_25over_C11_M,Tert_U_Pt_s_25over_C11_F,Tert_U_Pt_s_25over_C11_P,Tert_U_Pt_s_25over_C16_M,Tert_U_Pt_s_25over_C16_F,Tert_U_Pt_s_25over_C16_P,Tert_U_Pt_s_25over_C21_M,Tert_U_Pt_s_25over_C21_F,Tert_U_Pt_s_25over_C21_P,Tert_U_F_Pt_s_s_ns_C11_M,Tert_U_F_Pt_s_s_ns_C11_F,Tert_U_F_Pt_s_s_ns_C11_P,Tert_U_F_Pt_s_s_ns_C16_M,Tert_U_F_Pt_s_s_ns_C16_F,Tert_U_F_Pt_s_s_ns_C16_P,Tert_U_F_Pt_s_s_ns_C21_M,Tert_U_F_Pt_s_s_ns_C21_F,Tert_U_F_Pt_s_s_ns_C21_P,Tert_U_Tot_C11_M,Tert_U_Tot_C11_F,Tert_U_Tot_C11_P,Tert_U_Tot_C16_M,Tert_U_Tot_C16_F,Tert_U_Tot_C16_P,Tert_U_Tot_C21_M,Tert_U_Tot_C21_F,Tert_U_Tot_C21_P,Tert_Tot_Tert_C11_M,Tert_Tot_Tert_C11_F,Tert_Tot_Tert_C11_P,Tert_Tot_Tert_C16_M,Tert_Tot_Tert_C16_F,Tert_Tot_Tert_C16_P,Tert_Tot_Tert_C21_M,Tert_Tot_Tert_C21_F,Tert_Tot_Tert_C21_P,Ot_ty_Ed_Ins_Ft_st_C11_M,Ot_ty_Ed_Ins_Ft_st_C11_F
318,1192,1118,2315,1341,1222,2563,1859,1598,3456,6381,5956,12345,6249,5958,12208,5762,5458,11216,2761,2732,5495,2783,2797,5584,3121,2985,6109,1067,996,2067,1050,1079,2127,1036,1000,2036,10216,9685,19903,10083,9838,19919,9938,9461,19399,3813,3665,7477,4067,3824,7894,4059,3899,7964,2033,2029,4062,2416,2379,4800,2505,2894,5399,1113,1079,2190,1420,1217,2635,1437,1385,2822,6958,6767,13724,7899,7429,15331,8009,8197,16203,328,221,554,296,276,574,394,257,653,104,262,362,172,466,636,243,453,696,502,496,1001,411,377,785,483,400,884,548,1250,1796,461,1042,1504,671,1287,1957,25,31,54,23,12,36,4,11,11,1508,2259,3767,1365,2172,3540,1794,2408,4203,1788,3028,4812,2112,3385,5502,1499,2809,4303,539,949,1488,805,1258,2061,703,1180,1888,277,399,680,254,425,669,307,495,800,707,1437,2150,957,1776,2737,984,1880,2858,15,13,31,13,29,38,6,11,21,3329,5828,9159,4133,6865,11001,3493,6377,9864,4837,8087,12923,5497,9044,14545,5294,8792,14085,119,125
319,1444,1251,2699,1426,1280,2703,1725,1717,3438,9325,8840,18162,8890,8219,17112,8026,7448,15472,1717,1631,3349,1533,1541,3080,1657,1585,3242,1401,1278,2682,1442,1281,2725,1580,1492,3072,12444,11752,24196,11868,11045,22914,11279,10536,21816,6005,5892,11893,6332,5929,12256,6673,6391,13063,1304,1445,2751,1417,1425,2839,1603,1642,3248,983,1040,2020,1243,1147,2394,1525,1439,2967,8295,8376,16666,8991,8497,17487,9819,9481,19300,306,339,647,198,289,486,251,289,536,128,440,573,180,447,629,217,438,649,591,552,1146,402,503,904,562,597,1159,602,1573,2170,439,1220,1662,731,1629,2361,17,36,57,28,29,51,14,15,34,1651,2942,4587,1251,2488,3736,1770,2973,4745,294,699,990,465,868,1332,419,922,1337,233,654,890,330,818,1149,354,839,1192,114,275,390,145,287,434,155,375,532,507,1235,1738,516,1520,2037,576,1588,2170,10,17,27,3,12,12,6,15,22,1152,2885,4039,1454,3514,4967,1514,3734,5249,2799,5825,8624,2701,6001,8701,3286,6709,9997,185,210
397,0,3,3,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,3,5,12,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,12,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,0,0,0,0,0,0,12,9,15,0,6,6,0,0,0,0,0
399,17,25,44,19,15,32,39,35,76,122,127,250,90,92,182,196,200,400,11,12,22,6,12,19,12,6,26,25,33,55,38,29,63,43,53,97,159,170,323,134,136,263,257,265,518,53,48,105,51,45,95,94,100,197,5,6,18,7,4,5,14,16,32,6,13,24,13,15,25,31,32,60,63,74,136,66,61,127,142,144,293,10,21,30,11,16,26,13,14,28,20,14,32,13,16,27,24,38,65,18,16,29,11,21,30,9,20,26,23,27,49,16,24,47,37,74,113,0,0,0,3,5,9,0,9,9,64,76,145,58,75,135,77,154,238,46,74,111,53,78,129,28,47,79,39,34,73,38,57,101,29,34,63,8,15,23,10,6,19,5,19,28,20,43,62,24,22,45,31,50,74,0,7,7,3,4,9,0,0,0,110,167,276,129,170,300,92,148,239,173,244,417,183,252,434,177,303,483,25,20
401,1621,1675,3296,1813,1727,3540,2517,2345,4868,6727,6197,12920,7707,7171,14877,8831,8153,16984,2410,2347,4761,2174,2140,4311,1984,1890,3874,2564,2581,5139,2350,2366,4715,2273,2181,4455,11692,11127,22819,12233,11676,23901,13100,12244,25348,3417,3156,6572,3670,3355,7028,4273,3922,8194,1789,1902,3691,1858,1886,3744,1952,2127,4078,2719,2744,5459,3118,3043,6156,3365,3403,6764,7922,7797,15718,8642,8287,16929,9595,9459,19050,586,568,1150,482,459,941,499,350,847,429,598,1025,431,719,1150,633,901,1536,621,396,1018,478,336,815,634,360,993,863,1353,2212,757,1251,2013,1226,1758,2985,16,22,42,11,15,34,12,8,28,2516,2938,5452,2166,2777,4952,3001,3380,6384,6022,7139,13165,6694,7650,14348,6009,7168,13182,1984,2144,4124,2494,2578,5068,2496,2801,5291,411,519,930,518,597,1120,616,676,1293,1623,2398,4019,1559,2266,3828,1734,2771,4499,42,44,87,42,36,80,7,24,36,10088,12245,22334,11308,13129,24440,10855,13439,24298,12606,15181,27786,13480,15914,29392,13868,16835,30703,314,359
402,2831,2727,5555,2835,2749,5586,4084,3745,7824,11526,10471,21995,12954,12087,25041,14378,13286,27663,3438,3436,6872,3677,3533,7211,3974,3808,7778,3155,3086,6245,3327,3276,6602,3755,3800,7554,18118,16990,35111,19954,18896,38847,22122,20927,43052,6501,6256,12758,6989,6272,13260,7765,7189,14959,2639,2749,5388,2699,2928,5632,3148,3343,6490,2483,2584,5071,2747,2688,5427,3159,3127,6286,11621,11587,23210,12433,11882,24316,14093,13683,27769,853,938,1787,882,924,1805,914,707,1622,712,1165,1873,846,1424,2274,997,1549,2550,1145,929,2071,890,825,1712,1135,879,2014,1590,2353,3947,1439,2416,3860,1995,3244,5238,60,39,101,40,44,82,22,31,46,4364,5418,9780,4101,5630,9737,5060,6412,11471,2883,3531,6409,4126,4769,8895,4237,5301,9539,1159,1269,2428,1645,1977,3625,1894,2507,4400,292,537,830,456,643,1103,596,729,1321,1208,1774,2981,1249,2148,3396,1603,2686,4289,30,44,80,18,43,65,24,17,40,5572,7155,12729,7497,9580,17082,8345,11247,19591,9931,12575,22505,11601,15219,26814,13440,17685,31122,495,586
403,2244,2096,4344,2220,2092,4313,3229,2960,6184,9863,9271,19131,10590,9937,20524,11174,10300,21467,2407,2296,4699,2432,2443,4874,2578,2484,5061,2614,2513,5129,2593,2585,5180,2535,2454,4990,14883,14076,28962,15614,14966,30583,16306,15253,31562,5752,5687,11441,5727,5647,11374,6134,5938,12068,1824,1817,3640,1993,1870,3865,2431,2220,4649,2427,2378,4802,2547,2468,5015,2713,2778,5488,9999,9878,19881,10263,9989,20251,11292,10953,22240,666,658,1326,512,537,1054,502,452,957,372,617,988,421,753,1173,487,783,1274,1007,679,1689,801,538,1339,1026,631,1653,1315,1862,3173,1094,1682,2770,1578,2218,3794,56,29,88,20,15,34,31,15,37,3417,3843,7262,2851,3528,6379,3624,4091,7718,3375,4745,8120,4121,5474,9590,3786,5256,9042,1379,1878,3256,1862,2338,4195,1736,2468,4204,333,576,906,467,604,1064,531,799,1332,1384,2335,3717,1417,2487,3898,1574,3074,4644,38,39,75,25,43,72,18,11,34,6513,9567,16083,7884,10942,18822,7652,11608,19260,9931,13413,23346,10731,14467,25198,11292,15721,27010,266,336
404,1294,1225,2523,1278,1237,2511,1887,1731,3622,4628,4211,8837,5132,4724,9850,5494,5007,10504,2734,2779,5513,2771,2745,5517,2675,2660,5338,725,749,1476,791,802,1592,836,844,1670,8086,7737,15825,8692,8274,16962,9024,8528,17547,3007,2734,5740,2891,2791,5676,3177,2893,6071,1797,1928,3733,1894,2019,3917,2268,2340,4608,755,794,1544,835,805,1636,876,944,1824,5566,5459,11017,5618,5618,11230,6329,6182,12517,573,520,1089,469,443,913,527,391,915,430,688,1117,504,662,1170,676,877,1558,568,352,926,396,292,688,563,356,922,834,1197,2029,720,1127,1850,1013,1494,2503,46,27,71,25,17,40,12,8,22,2450,2789,5237,2112,2550,4662,2788,3129,5916,2595,3099,5695,3353,3921,7279,2924,3862,6782,984,1098,2080,1328,1571,2894,1466,1844,3311,226,347,578,341,398,742,415,569,977,851,1255,2112,949,1532,2477,1172,1842,3013,34,39,77,15,39,54,23,21,37,4692,5837,10535,5987,7459,13442,5992,8132,14127,7143,8628,15768,8099,10005,18113,8794,11278,20074,294,350
405,690,692,1387,690,577,1264,757,717,1477,3599,3302,6898,3466,3147,6610,3326,2984,6309,609,606,1214,599,582,1179,663,625,1289,893,909,1799,918,922,1842,881,866,1748,5094,4809,9903,4985,4651,9628,4877,4479,9354,2329,2229,4553,2296,2143,4439,2367,2203,4565,287,289,571,326,299,623,394,391,788,571,600,1165,547,586,1133,526,588,1112,3185,3110,6294,3166,3032,6197,3282,3188,6467,90,130,217,84,108,190,70,88,161,49,178,223,49,173,217,52,148,198,308,243,546,247,192,440,318,227,547,273,547,817,251,461,708,269,595,870,5,14,18,8,10,9,5,10,15,719,1106,1825,633,936,1570,720,1077,1793,134,254,386,187,391,581,238,541,775,41,117,160,76,185,260,93,263,351,38,59,96,23,60,86,35,112,149,164,370,530,147,367,517,135,451,595,0,4,7,0,8,8,0,6,4,380,802,1184,434,1021,1450,505,1373,1877,1105,1903,3007,1066,1957,3021,1223,2451,3673,52,76
406,637,603,1241,564,543,1108,667,677,1340,3210,2904,6112,3032,2794,5828,2860,2702,5559,647,669,1312,592,574,1173,597,600,1198,194,238,438,258,266,520,286,285,570,4055,3808,7864,3883,3635,7520,3747,3592,7343,1685,1639,3329,1634,1534,3165,1684,1522,3202,544,562,1110,413,460,868,397,496,891,98,113,206,99,162,259,146,165,307,2323,2323,4644,2144,2152,4295,2235,2183,4412,127,112,243,58,96,152,61,69,130,48,141,194,65,136,202,55,108,161,227,215,443,153,164,312,202,122,327,249,533,779,226,428,647,225,425,656,17,19,35,10,9,16,9,5,14,668,1017,1687,507,827,1334,554,737,1288,38,130,171,47,162,213,64,207,269,29,102,127,50,175,230,77,173,249,40,68,103,26,74,95,29,70,97,186,318,501,160,352,512,132,419,547,6,4,14,3,4,5,3,0,7,295,619,916,289,771,1060,302,867,1171,964,1635,2600,803,1600,2396,855,1603,2456,46,50
407,1168,1053,2221,1010,956,1962,1278,1210,2486,6000,5789,11789,6117,5619,11734,5808,5499,11306,919,863,1786,1024,905,1927,1004,1001,2004,1210,1152,2361,1092,1029,2122,1040,1068,2108,8127,7797,15929,8233,7550,15780,7860,7571,15439,3919,3870,7793,3858,3850,7710,3806,3690,7496,382,391,771,420,415,839,437,406,848,738,829,1568,685,723,1407,909,919,1827,5037,5093,10129,4957,4994,9951,5159,5017,10175,160,230,385,155,190,347,130,167,296,108,306,415,104,301,406,128,302,429,533,421,955,389,365,757,525,355,874,574,1155,1727,380,800,1181,591,1041,1635,19,22,39,14,16,30,15,8,24,1396,2127,3530,1052,1673,2717,1394,1871,3265,188,435,619,287,567,853,265,640,899,95,314,404,141,309,455,141,443,587,46,118,165,55,102,162,74,166,247,246,649,893,231,684,913,280,841,1130,3,8,13,8,10,16,0,9,3,575,1518,2092,718,1676,2394,768,2102,2870,1968,3647,5617,1768,3347,5118,2168,3971,6138,105,128
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,5,8,17,6,9,12,13,13,31,48,45,88,26,32,55,60,64,122,8,0,6,0,3,3,11,8,17,11,16,20,3,6,11,9,8,17,58,60,121,28,41,70,77,80,156,19,19,39,28,36,73,26,61,87,0,7,3,0,0,4,3,3,4,3,0,8,7,6,12,8,15,21,27,24,50,37,47,85,38,70,111,8,3,17,4,8,10,8,3,6,3,11,16,7,9,17,5,8,14,5,5,7,0,0,3,3,4,10,9,17,31,7,3,10,12,12,20,0,0,0,0,0,0,0,0,0,28,39,69,22,24,43,22,25,50,18,21,42,17,12,31,13,7,16,13,15,26,15,17,34,7,10,16,5,0,8,0,0,0,0,8,8,9,11,13,0,5,9,11,13,19,0,0,0,0,0,0,0,0,0,38,50,89,39,36,79,26,40,71,76,88,156,59,61,118,49,66,117,0,4
501,1272,1207,2474,1146,1014,2164,1539,1510,3047,5229,4830,10060,5515,5179,10690,5555,4991,10548,1550,1569,3118,1516,1525,3041,1578,1496,3076,968,944,1917,1058,1024,2087,1110,1015,2126,7751,7347,15098,8092,7729,15817,8259,7512,15773,3015,2767,5783,4087,3894,7980,4336,4119,8454,792,872,1664,1119,1188,2308,1261,1383,2647,880,791,1672,998,988,1985,993,1070,2061,4683,4429,9118,6199,6074,12266,6593,6582,13171,318,354,667,232,289,523,292,265,555,105,281,389,118,294,415,143,389,537,618,373,990,519,293,812,713,395,1109,387,890,1275,343,837,1182,516,1159,1680,22,19,40,16,13,35,17,5,22,1452,1910,3360,1228,1731,2957,1676,2216,3896,186,418,608,196,462,660,199,499,700,99,334,434,152,444,597,154,472,627,43,127,164,58,147,202,67,151,219,296,670,973,294,872,1163,342,981,1327,0,7,10,0,11,11,0,3,3,626,1566,2187,698,1935,2633,761,2114,2877,2078,3468,5550,1921,3666,5588,2442,4337,6783,77,90
502,544,530,1073,543,504,1052,790,781,1571,2294,2153,4448,2719,2558,5280,2729,2782,5509,655,684,1336,642,700,1338,694,708,1402,660,640,1299,688,676,1365,749,714,1461,3607,3473,7082,4047,3932,7979,4177,4211,8391,1121,1080,2203,1636,1524,3161,1999,1849,3853,405,399,802,540,604,1144,610,689,1304,564,596,1160,753,805,1554,800,803,1600,2091,2075,4163,2934,2930,5859,3410,3348,6758,179,208,392,173,208,382,189,225,414,45,160,204,62,199,263,84,251,335,296,148,447,280,168,447,375,229,603,180,342,519,168,322,489,277,598,872,6,5,10,7,3,11,5,0,10,707,862,1568,690,898,1584,934,1304,2235,262,458,719,401,618,1018,361,724,1085,65,194,258,105,324,431,110,353,461,38,68,104,64,123,192,73,140,213,128,347,476,154,443,597,215,485,700,0,6,7,3,3,7,5,5,5,496,1072,1559,731,1507,2242,761,1701,2465,1199,1927,3131,1422,2406,3829,1699,3007,4706,35,68
503,966,953,1921,972,862,1836,1449,1238,2691,3264,2975,6234,4072,3710,7788,4432,4230,8665,997,980,1974,919,890,1812,814,842,1657,1155,1199,2353,1077,1147,2225,1031,974,1999,5412,5154,10567,6071,5754,11822,6281,6051,12333,1021,985,2005,1609,1559,3171,2441,2160,4602,858,994,1854,974,1024,1994,1060,1137,2195,1825,2070,3895,2366,2476,4841,2368,2379,4743,3704,4045,7751,4943,5056,10005,5873,5677,11550,365,322,692,300,278,583,351,367,719,369,427,791,439,589,1032,471,681,1155,238,146,379,167,138,309,249,188,434,460,638,1099,397,608,1002,551,892,1439,11,14,23,3,5,13,5,8,14,1439,1546,2983,1313,1619,2936,1626,2140,3763,3905,4310,8215,4078,4233,8310,3947,4649,8597,1367,1342,2707,1768,1656,3427,1741,1844,3582,322,408,732,356,404,755,460,542,1001,1178,1556,2735,1229,1587,2815,1337,1836,3172,33,20,52,26,32,59,14,16,28,6801,7643,14440,7456,7910,15368,7499,8889,16383,8235,9191,17427,8766,9536,18306,9128,11029,20160,227,254
504,1621,1525,3145,1540,1481,3024,2707,2395,5101,6027,5441,11463,7053,6360,13411,8154,7451,15603,1871,1778,3645,2210,2106,4314,2175,2115,4292,1636,1565,3201,1739,1656,3391,1657,1588,3246,9528,8781,18313,11007,10113,21114,12012,11185,23201,3329,3082,6408,4267,4097,8371,5050,4597,9643,1699,1807,3508,2047,1946,3992,2162,2057,4218,1646,1551,3201,2035,1826,3862,2249,2036,4292,6685,6444,13125,8358,7866,16218,9471,8710,18183,633,566,1200,624,511,1136,606,596,1208,337,495,833,433,592,1019,501,868,1368,798,403,1206,644,380,1027,833,494,1332,768,1079,1844,648,1128,1776,976,1637,2615,26,30,55,27,30,56,9,12,28,2564,2572,5138,2371,2642,5010,2934,3605,6544,1699,2246,3944,2105,2653,4751,2106,2736,4842,501,688,1189,748,1042,1785,867,1229,2095,231,368,600,356,463,819,403,555,953,772,1312,2084,925,1570,2497,1045,1833,2877,11,23,28,30,32,57,17,12,31,3210,4639,7849,4153,5762,9916,4434,6364,10804,5774,7212,12983,6525,8399,14927,7388,9997,17383,208,212
505,3695,3507,7206,3525,3259,6787,5319,4908,10229,14241,13365,27604,16332,15341,31681,17713,16404,34114,4158,4079,8237,4776,4672,9446,4544,4530,9075,2903,2860,5758,3192,3148,6342,3523,3460,6974,21301,20303,41600,24309,23161,47468,25817,24453,50267,7216,6671,13885,10006,9208,19218,11900,11058,22956,3832,3769,7598,4100,4211,8317,4240,4255,8495,3885,4012,7896,4375,4403,8769,4684,4527,9209,14924,14457,29384,18482,17826,36302,20842,19868,40705,1442,1251,2692,1252,1163,2412,1350,1276,2625,735,1108,1840,873,1340,2216,981,1707,2688,1648,815,2463,1430,674,2109,1721,924,2647,1468,2106,3568,1445,2159,3608,1851,3161,5009,75,41,119,58,38,101,20,17,40,5357,5329,10685,5065,5379,10441,5929,7088,13017,5282,6809,12086,6261,7192,13457,5718,7443,13159,1271,1880,3148,2010,2663,4672,2035,2855,4889,665,959,1616,858,1145,2001,1061,1304,2361,1993,3055,5044,2102,3411,5516,2305,3943,6241,60,61,119,41,81,116,28,30,58,9256,12764,22017,11274,14492,25765,11144,15571,26712,14616,18088,32706,16340,19868,36206,17106,22695,39803,453,476
506,3101,2884,5982,3075,2926,5996,4827,4551,9380,12266,11392,23650,14320,13372,27694,16557,15457,32018,2682,2637,5322,3264,3072,6333,3359,3218,6579,2625,2522,5144,3080,3033,6112,3498,3512,7010,17574,16545,34117,20668,19481,40142,23459,22224,45678,6653,6313,12964,9423,8943,18368,11245,10580,21826,2883,2599,5484,3228,2859,6089,3473,2930,6403,2469,2627,5094,3040,3119,6154,3327,3429,6761,12003,11542,23545,15694,14928,30619,18071,16967,35032,1538,1281,2822,1494,1277,2769,1557,1310,2865,789,1177,1963,1150,1606,2757,1292,2020,3310,1488,835,2326,1215,741,1956,1600,953,2548,1485,2199,3684,1377,2124,3496,1946,3274,5220,71,49,117,46,35,79,29,35,61,5369,5545,10912,5274,5783,11056,6420,7590,14009,6316,7251,13570,7174,7733,14897,6276,7657,13930,2100,2071,4168,2976,3087,6067,2779,3322,6094,547,780,1324,740,941,1687,964,1215,2179,1750,2586,4342,1915,2863,4778,2105,3309,5412,56,54,107,45,67,114,23,30,56,10771,12745,23518,12853,14696,27543,12147,15534,27678,16145,18287,34432,18125,20477,38598,18603,23153,41757,504,558
507,2775,2578,5353,2553,2534,5084,4160,3824,7987,11198,10388,21582,13460,12263,25720,14494,13775,28275,2500,2582,5083,2875,3039,5913,3002,3097,6097,1773,1841,3612,1940,2038,3976,2016,2091,4109,15470,14809,30272,18278,17331,35613,19542,18982,38530,5222,4843,10065,7374,6986,14359,8999,8415,17418,2748,3075,5824,3303,3618,6925,3708,3945,7653,2366,2443,4808,2593,2589,5183,2874,2736,5610,10337,10358,20699,13268,13199,26466,15598,15120,30718,839,830,1677,949,775,1718,852,844,1694,375,644,1015,500,814,1316,597,1109,1713,1311,640,1950,984,591,1578,1469,843,2319,1008,1676,2686,922,1511,2433,1389,2510,3902,38,24,63,31,28,61,27,20,41,3578,3816,7388,3390,3723,7109,4337,5331,9671,3751,4867,8617,4163,5281,9442,4021,5600,9616,1043,1523,2570,1458,2211,3668,1442,2300,3741,415,649,1062,564,769,1328,798,975,1774,1418,2294,3717,1563,2678,4243,1829,3226,5057,34,44,75,26,44,67,15,30,47,6660,9376,16041,7776,10979,18753,8102,12121,20225,10239,13191,23433,11158,14706,25867,12460,17481,29941,403,279
