SA4_CODE_2021,C11_15_19_Mar_RegM_M,C11_15_19_Mar_RegM_F,C11_15_19_Mar_RegM_P,C11_15_19_Mar_DFM_M,C11_15_19_Mar_DFM_F,C11_15_19_Mar_DFM_P,C11_15_19_N_mar_M,C11_15_19_N_mar_F,C11_15_19_N_mar_P,C11_15_19_Tot_M,C11_15_19_Tot_F,C11_15_19_Tot_P,C11_20_24_Mar_RegM_M,C11_20_24_Mar_RegM_F,C11_20_24_Mar_RegM_P,C11_20_24_Mar_DFM_M,C11_20_24_Mar_DFM_F,C11_20_24_Mar_DFM_P,C11_20_24_N_mar_M,C11_20_24_N_mar_F,C11_20_24_N_mar_P,C11_20_24_Tot_M,C11_20_24_Tot_F,C11_20_24_Tot_P,C11_25_29_Mar_RegM_M,C11_25_29_Mar_RegM_F,C11_25_29_Mar_RegM_P,C11_25_29_Mar_DFM_M,C11_25_29_Mar_DFM_F,C11_25_29_Mar_DFM_P,C11_25_29_N_mar_M,C11_25_29_N_mar_F,C11_25_29_N_mar_P,C11_25_29_Tot_M,C11_25_29_Tot_F,C11_25_29_Tot_P,C11_30_34_Mar_RegM_M,C11_30_34_Mar_RegM_F,C11_30_34_Mar_RegM_P,C11_30_34_Mar_DFM_M,C11_30_34_Mar_DFM_F,C11_30_34_Mar_DFM_P,C11_30_34_N_mar_M,C11_30_34_N_mar_F,C11_30_34_N_mar_P,C11_30_34_Tot_M,C11_30_34_Tot_F,C11_30_34_Tot_P,C11_35_39_Mar_RegM_M,C11_35_39_Mar_RegM_F,C11_35_39_Mar_RegM_P,C11_35_39_Mar_DFM_M,C11_35_39_Mar_DFM_F,C11_35_39_Mar_DFM_P,C11_35_39_N_mar_M,C11_35_39_N_mar_F,C11_35_39_N_mar_P,C11_35_39_Tot_M,C11_35_39_Tot_F,C11_35_39_Tot_P,C11_40_44_Mar_RegM_M,C11_40_44_Mar_RegM_F,C11_40_44_Mar_RegM_P,C11_40_44_Mar_DFM_M,C11_40_44_Mar_DFM_F,C11_40_44_Mar_DFM_P,C11_40_44_N_mar_M,C11_40_44_N_mar_F,C11_40_44_N_mar_P,C11_40_44_Tot_M,C11_40_44_Tot_F,C11_40_44_Tot_P,C11_45_49_Mar_RegM_M,C11_45_49_Mar_RegM_F,C11_45_49_Mar_RegM_P,C11_45_49_Mar_DFM_M,C11_45_49_Mar_DFM_F,C11_45_49_Mar_DFM_P,C11_45_49_N_mar_M,C11_45_49_N_mar_F,C11_45_49_N_mar_P,C11_45_49_Tot_M,C11_45_49_Tot_F,C11_45_49_Tot_P,C11_50_54_Mar_RegM_M,C11_50_54_Mar_RegM_F,C11_50_54_Mar_RegM_P,C11_50_54_Mar_DFM_M,C11_50_54_Mar_DFM_F,C11_50_54_Mar_DFM_P,C11_50_54_N_mar_M,C11_50_54_N_mar_F,C11_50_54_N_mar_P,C11_50_54_Tot_M,C11_50_54_Tot_F,C11_50_54_Tot_P,C11_55_59_Mar_RegM_M,C11_55_59_Mar_RegM_F,C11_55_59_Mar_RegM_P,C11_55_59_Mar_DFM_M,C11_55_59_Mar_DFM_F,C11_55_59_Mar_DFM_P,C11_55_59_N_mar_M,C11_55_59_N_mar_F,C11_55_59_N_mar_P,C11_55_59_Tot_M,C11_55_59_Tot_F,C11_55_59_Tot_P,C11_60_64_Mar_RegM_M,C11_60_64_Mar_RegM_F,C11_60_64_Mar_RegM_P,C11_60_64_Mar_DFM_M,C11_60_64_Mar_DFM_F,C11_60_64_Mar_DFM_P,C11_60_64_N_mar_M,C11_60_64_N_mar_F,C11_60_64_N_mar_P,C11_60_64_Tot_M,C11_60_64_Tot_F,C11_60_64_Tot_P,C11_65_69_Mar_RegM_M,C11_65_69_Mar_RegM_F,C11_65_69_Mar_RegM_P,C11_65_69_Mar_DFM_M,C11_65_69_Mar_DFM_F,C11_65_69_Mar_DFM_P,C11_65_69_N_mar_M,C11_65_69_N_mar_F,C11_65_69_N_mar_P,C11_65_69_Tot_M,C11_65_69_Tot_F,C11_65_69_Tot_P,C11_70_74_Mar_RegM_M,C11_70_74_Mar_RegM_F,C11_70_74_Mar_RegM_P,C11_70_74_Mar_DFM_M,C11_70_74_Mar_DFM_F,C11_70_74_Mar_DFM_P,C11_70_74_N_mar_M,C11_70_74_N_mar_F,C11_70_74_N_mar_P,C11_70_74_Tot_M,C11_70_74_Tot_F,C11_70_74_Tot_P,C11_75_79_Mar_RegM_M,C11_75_79_Mar_RegM_F,C11_75_79_Mar_RegM_P,C11_75_79_Mar_DFM_M,C11_75_79_Mar_DFM_F,C11_75_79_Mar_DFM_P,C11_75_79_N_mar_M,C11_75_79_N_mar_F,C11_75_79_N_mar_P,C11_75_79_Tot_M,C11_75_79_Tot_F,C11_75_79_Tot_P,C11_80_84_Mar_RegM_M,C11_80_84_Mar_RegM_F,C11_80_84_Mar_RegM_P,C11_80_84_Mar_DFM_M,C11_80_84_Mar_DFM_F,C11_80_84_Mar_DFM_P,C11_80_84_N_mar_M,C11_80_84_N_mar_F,C11_80_84_N_mar_P,C11_80_84_Tot_M,C11_80_84_Tot_F,C11_80_84_Tot_P,C11_85_over_Mar_RegM_M,C11_85_over_Mar_RegM_F,C11_85_over_Mar_RegM_P,C11_85_over_Mar_DFM_M,C11_85_over_Mar_DFM_F,C11_85_over_Mar_DFM_P,C11_85_over_N_mar_M,C11_85_over_N_mar_F,C11_85_over_N_mar_P,C11_85_over_Tot_M,C11_85_over_Tot_F,C11_85_over_Tot_P,C11_Tot_Marr_reg_marr_M,C11_Tot_Marr_reg_marr_F,C11_Tot_Marr_reg_marr_P,C11_Tot_Mar_de_fa_mar_M,C11_Tot_Mar_de_fa_mar_F,C11_Tot_Mar_de_fa_mar_P,C11_Tot_N_mar_M,C11_Tot_N_mar_F,C11_Tot_N_mar_P,C11_Tot_Tot_M,C11_Tot_Tot_F,C11_Tot_Tot_P,C16_15_19_Mar_RegM_M,C16_15_19_Mar_RegM_F,C16_15_19_Mar_RegM_P,C16_15_19_Mar_DFM_M,C16_15_19_Mar_DFM_F,C16_15_19_Mar_DFM_P,C16_15_19_N_mar_M,C16_15_19_N_mar_F
121,3,9,7,12,35,48,10056,9852,19902,10072,9894,19963,183,459,647,496,891,1389,8881,8516,17393,9558,9865,19422,2181,3548,5728,2064,2467,4533,6556,5772,12324,10796,11788,22583,6155,7732,13885,2009,1809,3815,3950,3913,7865,12109,13452,25564,8849,9791,18636,1400,1207,2613,2670,3246,5921,12919,14247,27167,9370,10382,19753,1051,1003,2055,2208,3240,5456,12633,14628,27260,9296,9722,19013,934,831,1764,2033,3274,5310,12262,13823,26085,8468,8410,16885,764,665,1436,2078,3355,5431,11314,12437,23753,7068,6958,14028,551,530,1075,1800,3157,4958,9422,10645,20071,6749,6452,13201,499,326,822,1677,3189,4864,8922,9967,18891,5458,4638,10095,293,157,452,1237,2714,3951,6992,7510,14497,3892,3248,7141,156,79,235,947,2362,3311,4998,5688,10688,2957,2175,5133,65,24,86,708,2294,3004,3732,4491,8222,2107,1439,3547,31,8,39,764,2534,3304,2908,3985,6890,1476,717,2193,24,7,30,867,3255,4115,2360,3973,6337,74212,75676,149890,10351,10036,20386,46427,60685,107114,130995,146395,277387,0,8,5,27,49,73,10969,10480
122,0,5,11,21,39,58,6405,5872,12277,6428,5915,12344,126,285,408,361,701,1064,5110,4267,9371,5589,5250,10840,1011,1772,2788,1303,1720,3030,3585,2710,6295,5907,6209,12108,3325,4280,7609,1545,1439,2984,2308,1879,4195,7187,7601,14784,5680,6492,12175,1232,1105,2345,1784,1756,3544,8703,9355,18054,6023,6584,12598,922,938,1865,1593,1857,3448,8536,9385,17916,5787,5831,11617,780,809,1582,1679,2081,3754,8235,8716,16953,4988,4990,9978,658,548,1203,1473,1981,3456,7117,7521,14639,4296,4238,8529,438,423,858,1305,1863,3165,6038,6524,12560,4174,3868,8043,365,251,615,1182,1829,3006,5719,5945,11663,3496,3273,6767,220,124,342,866,1697,2564,4585,5093,9674,2799,2235,5037,97,53,152,637,1508,2150,3532,3800,7335,1935,1502,3439,33,16,51,527,1544,2069,2495,3066,5557,1450,971,2426,28,13,42,534,1805,2337,2009,2795,4809,922,436,1359,17,3,21,727,2257,2979,1660,2701,4357,46009,46764,92775,8025,8190,16216,29699,34905,64608,83735,89858,173600,0,3,3,20,29,46,7018,6460
123,3,17,20,47,120,168,8698,8111,16809,8749,8245,16999,305,708,1013,626,987,1608,6468,5734,12200,7399,7427,14830,2027,3155,5189,1228,1326,2546,3799,3254,7054,7051,7738,14786,3846,4675,8520,980,920,1900,2137,2083,4228,6972,7675,14648,4884,5349,10230,887,864,1755,1837,2255,4088,7606,8466,16074,5066,5369,10435,736,724,1460,1481,2078,3561,7290,8169,15460,5173,5354,10528,653,647,1302,1579,2144,3717,7407,8139,15548,5356,5375,10731,511,528,1040,1441,2071,3514,7303,7978,15282,4900,4608,9512,405,332,742,1293,2053,3345,6596,6996,13592,4476,3840,8317,279,195,479,1133,1895,3025,5889,5936,11822,2916,2255,5166,123,93,214,767,1404,2171,3804,3756,7557,1834,1389,3224,53,28,86,512,1180,1696,2402,2601,5002,1147,723,1877,17,17,41,383,1084,1465,1554,1827,3380,630,399,1030,14,15,26,302,961,1263,944,1376,2322,326,165,495,10,0,10,237,855,1083,568,1017,1590,42899,43384,86287,6573,6797,13369,32066,37159,69225,81538,87343,168881,3,17,22,49,116,165,8565,8092
124,4,12,18,83,184,266,9638,9163,18800,9723,9357,19075,402,795,1201,979,1501,2477,7267,6463,13726,8648,8760,17408,2419,3548,5969,1699,1825,3524,4254,3591,7849,8385,8959,17347,4410,5210,9613,1361,1333,2688,2612,2509,5117,8372,9045,17419,5500,5988,11493,1206,1146,2349,2228,2586,4817,8938,9716,18657,5760,6229,11988,1081,1062,2147,2211,2675,4885,9051,9969,19024,5794,6098,11891,912,932,1844,2164,2806,4970,8870,9836,18705,6137,6545,12684,710,749,1460,2140,2816,4956,8990,10111,19101,5927,5592,11514,556,513,1073,1931,2691,4622,8413,8788,17207,5520,4878,10401,425,348,772,1650,2594,4248,7597,7825,15426,3660,3017,6678,209,134,343,1196,2086,3285,5072,5240,10307,2442,1912,4355,87,47,139,791,1786,2569,3323,3739,7064,1604,1090,2693,55,19,77,594,1661,2252,2250,2770,5024,937,571,1515,18,13,34,524,1472,1997,1488,2051,3544,504,254,763,12,11,22,435,1524,1957,955,1785,2741,51040,51737,102777,9392,9817,19209,39640,46412,86053,100070,107967,208041,5,4,8,86,166,255,9519,8827
125,6,100,108,31,66,105,11684,10691,22373,11722,10860,22585,808,2522,3336,531,816,1347,12366,9879,22246,13709,13219,26927,5436,8946,14379,1258,1432,2683,9777,6710,16482,16466,17084,33550,9830,10545,20374,1030,981,2014,5225,4026,9248,16081,15551,31632,9336,9274,18609,834,732,1568,3531,3557,7093,13699,13571,27268,8399,8285,16684,661,671,1325,3041,3675,6713,12097,12626,24725,8191,7998,16186,599,562,1167,3032,3555,6592,11820,12121,23935,7543,7031,14572,508,459,961,2802,3744,6548,10855,11228,22082,6487,6105,12589,382,335,717,2417,3328,5744,9279,9768,19050,5850,5165,11020,258,173,436,2068,3012,5082,8178,8357,16537,4659,3798,8457,138,94,228,1380,2335,3711,6178,6224,12396,3538,2777,6316,81,45,122,1119,2225,3347,4731,5052,9786,2611,1752,4364,45,13,53,891,2238,3132,3543,4004,7551,1690,978,2673,13,13,28,787,2352,3141,2492,3350,5840,855,399,1253,6,5,16,719,2388,3107,1584,2798,4380,75240,75682,150920,6381,6400,12774,60831,63722,124559,142450,145804,288258,8,61,67,29,58,84,11902,11044
126,4,8,12,11,24,33,4610,4529,9140,4626,4556,9178,128,306,439,265,405,669,5290,5242,10535,5686,5961,11646,1286,2001,3285,692,775,1474,3371,2741,6114,5353,5520,10869,2948,3409,6357,508,472,982,1751,1493,3246,5213,5370,10584,3689,4057,7746,410,371,784,1178,1266,2446,5279,5696,10976,3655,4197,7855,326,341,673,1010,1324,2345,5002,5871,10870,4090,4119,8202,306,292,594,1051,1427,2481,5444,5836,11279,3725,3847,7570,237,226,460,1000,1420,2417,4963,5489,10448,3241,3101,6339,206,176,383,899,1471,2373,4342,4747,9091,2969,2631,5600,153,124,272,805,1317,2127,3924,4071,8001,2119,1860,3977,86,49,136,510,1129,1637,2717,3038,5749,1714,1491,3207,34,16,48,436,1149,1583,2183,2657,4838,1416,1074,2486,21,8,31,377,1111,1491,1814,2196,4009,1070,664,1734,7,4,13,371,1335,1704,1459,1999,3454,576,269,849,3,7,10,455,1511,1961,1030,1788,2815,32626,33028,65658,3275,3286,6561,23116,28479,51592,59023,64794,123814,7,9,11,22,30,54,5030,4593
127,6,72,77,31,80,108,13555,12484,26044,13593,12635,26227,481,1661,2144,354,552,908,10949,9666,20618,11787,11881,23673,3161,5295,8460,835,989,1822,7512,5989,13503,11504,12276,23784,5694,7399,13094,731,736,1466,4408,3796,8205,10836,11927,22764,7373,8481,15862,685,742,1430,3268,3560,6828,11330,12789,24117,8130,8523,16652,743,655,1396,2888,3516,6406,11757,12701,24455,8761,8289,17055,632,596,1231,2894,3537,6431,12286,12429,24713,8178,7903,16078,498,433,929,2706,3681,6384,11378,12016,23395,7166,6642,13807,306,281,590,1964,3149,5117,9442,10074,19512,6189,5234,11428,228,163,391,1635,2691,4322,8053,8088,16142,4410,3351,7759,110,72,180,1147,2106,3248,5661,5524,11188,3312,2442,5755,56,31,95,944,2204,3142,4316,4673,8991,2298,1455,3757,42,18,59,727,2118,2844,3064,3596,6662,1393,660,2051,8,8,20,591,1834,2429,1989,2504,4493,610,230,845,11,6,14,461,1442,1903,1082,1679,2756,67173,67642,134814,5271,5358,10632,55642,61777,117420,128081,134780,262867,10,71,80,39,70,110,14120,13061
128,0,7,6,11,31,49,6547,6231,12776,6560,6271,12827,126,297,423,389,638,1026,5751,5158,10908,6272,6090,12361,1241,1990,3228,1121,1347,2474,3318,2625,5943,5678,5961,11641,3192,3933,7123,963,833,1799,1758,1494,3251,5909,6264,12171,4674,5253,9923,761,723,1484,1450,1516,2963,6875,7492,14370,4861,5345,10205,622,607,1228,1311,1632,2936,6784,7583,14375,4871,5167,10036,489,513,995,1397,1766,3165,6757,7439,14203,5047,5152,10201,435,418,857,1391,1787,3177,6875,7357,14238,4679,4557,9244,351,292,644,1125,1570,2690,6156,6416,12578,4386,3980,8371,263,173,431,952,1577,2521,5601,5724,11324,3353,2933,6287,111,105,216,693,1435,2125,4154,4480,8630,2359,1999,4367,61,36,93,524,1255,1781,2942,3294,6240,1774,1427,3200,27,10,41,484,1364,1849,2283,2807,5085,1397,936,2333,23,8,32,483,1699,2182,1899,2639,4545,737,354,1093,9,9,14,507,1697,2210,1254,2064,3317,42695,43343,86035,5637,5745,11382,27677,32803,60483,76011,81893,157903,5,5,5,23,48,68,6383,6038
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,4,12,13,60,114,171,4531,4245,8775,4596,4367,8964,98,216,314,536,788,1319,3335,3013,6353,3971,4019,7989,776,1157,1933,910,974,1880,1730,1583,3308,3413,3713,7125,1640,1969,3619,669,678,1348,1088,1144,2234,3396,3799,7196,2296,2525,4820,700,648,1350,1065,1254,2321,4064,4429,8496,2528,2859,5389,570,575,1145,1117,1457,2573,4217,4892,9113,2708,2946,5648,538,485,1021,1297,1499,2798,4538,4930,9470,2880,2933,5810,423,459,883,1225,1503,2733,4525,4898,9422,2803,2852,5653,322,316,646,1194,1437,2629,4325,4604,8931,2881,2752,5635,266,184,449,1050,1412,2460,4200,4344,8541,2269,2092,4365,123,102,227,807,1152,1965,3203,3354,6559,1658,1397,3055,87,37,122,627,1131,1759,2371,2569,4941,1227,918,2148,22,10,31,495,1078,1573,1740,2007,3749,825,505,1334,7,7,12,390,1185,1578,1226,1695,2919,439,225,654,8,0,7,340,1138,1482,786,1363,2145,25039,25352,50385,5232,5380,10611,20297,24253,44548,50568,54978,105541,0,4,4,39,72,112,4310,3909
202,5,9,12,49,115,164,4443,4178,8619,4499,4295,8793,104,208,316,513,759,1273,2985,2735,5720,3604,3709,7311,750,1125,1869,819,872,1687,1565,1468,3035,3135,3456,6591,1536,1863,3405,653,670,1319,1010,1076,2087,3201,3610,6814,2157,2459,4615,583,614,1199,970,1111,2082,3708,4183,7892,2463,2725,5188,593,569,1156,1080,1333,2409,4134,4624,8755,2554,2967,5525,500,488,989,1123,1455,2572,4177,4908,9085,2827,2916,5748,428,395,824,1205,1507,2710,4464,4820,9279,2788,2810,5602,370,301,668,1123,1422,2542,4278,4530,8812,2805,2626,5432,226,182,408,1054,1381,2439,4085,4190,8282,2097,1911,4011,138,89,222,801,1087,1888,3040,3088,6129,1707,1505,3205,64,44,111,588,1009,1596,2361,2552,4911,1246,934,2181,26,20,45,441,1032,1470,1712,1978,3689,832,563,1401,14,8,30,425,1101,1530,1277,1675,2954,458,207,665,8,4,11,358,1082,1443,830,1290,2117,24343,24830,49170,4983,5116,10096,19166,22970,42135,48493,52910,101405,3,9,11,21,85,113,4243,3963
203,0,5,10,49,110,159,7671,6972,14641,7719,7092,14813,175,389,563,776,1168,1945,5790,5098,10888,6737,6655,13392,1453,2204,3660,1530,1712,3240,3323,2963,6291,6316,6884,13195,3163,3863,7019,1239,1172,2413,1974,2020,4000,6372,7055,13431,4583,5102,9681,1087,1036,2130,1827,2177,4006,7499,8314,15812,4927,5302,10230,913,943,1855,1864,2345,4202,7701,8585,16290,4980,5236,10209,711,732,1440,2014,2589,4603,7704,8552,16251,5031,5191,10222,622,599,1219,1896,2534,4429,7551,8321,15871,4858,4900,9760,485,399,885,1723,2250,3969,7069,7545,14614,4940,4715,9648,330,260,593,1353,2186,3540,6624,7158,13777,3810,3451,7268,187,130,314,994,1790,2785,4992,5370,10359,2910,2537,5455,84,64,148,782,1725,2512,3778,4331,8112,2164,1779,3945,47,24,66,705,1801,2507,2913,3601,6513,1697,1024,2717,17,6,19,644,1991,2637,2357,3014,5378,865,469,1337,14,10,21,607,2089,2705,1488,2570,4059,45566,46156,91725,8081,8358,16444,33166,40539,73703,86819,95053,181872,7,7,13,41,98,144,7656,7134
204,0,15,14,51,132,178,4929,4460,9388,4981,4601,9584,126,263,389,571,806,1374,2607,1968,4578,3299,3034,6336,771,1203,1975,816,894,1709,1467,1322,2793,3061,3422,6479,1632,2038,3660,672,678,1354,1007,1108,2117,3312,3822,7133,2328,2748,5074,640,670,1306,1006,1229,2231,3972,4644,8615,2839,3216,6060,653,623,1273,1186,1365,2548,4679,5203,9883,3148,3412,6562,590,600,1190,1326,1506,2838,5067,5520,10583,3254,3639,6895,504,525,1024,1417,1566,2981,5176,5730,10905,3482,3482,6958,426,337,761,1326,1355,2680,5229,5176,10398,3425,3301,6727,314,245,566,1225,1292,2517,4967,4842,9809,2749,2495,5247,170,106,273,903,1227,2129,3822,3819,7648,2101,1687,3791,100,59,154,653,1151,1809,2854,2905,5758,1455,1123,2578,42,24,69,534,1158,1688,2027,2304,4337,1035,627,1659,13,12,20,481,1254,1739,1533,1890,3424,528,247,770,0,0,0,401,1207,1608,931,1457,2383,28878,29491,58371,5560,5705,11259,20470,23171,43643,54909,58367,113268,4,7,10,54,121,170,4438,4052
205,10,13,20,78,260,340,7855,7174,15028,7945,7445,15386,196,421,614,1038,1530,2565,4429,3678,8103,5659,5630,11291,1428,2215,3649,1568,1648,3217,2505,2358,4860,5508,6224,11731,2633,3273,5910,1193,1095,2286,1662,1718,3379,5489,6089,11581,3523,4129,7648,1053,1044,2098,1635,1903,3542,6211,7081,13290,4190,4760,8949,1016,1038,2047,1900,2200,4097,7100,7994,15089,4612,5127,9744,849,875,1725,2086,2355,4438,7550,8354,15906,5099,5589,10692,749,773,1520,2240,2425,4658,8084,8776,16865,5270,5509,10784,641,564,1208,2062,2365,4424,7974,8440,16417,5635,5433,11066,472,386,860,1908,2231,4142,8015,8054,16069,4605,4241,8839,275,216,492,1418,1962,3380,6299,6415,12718,3662,2975,6636,122,85,207,1190,1934,3128,4972,4994,9969,2618,1891,4510,68,30,96,911,1959,2867,3596,3878,7473,1707,1038,2740,43,22,58,796,2033,2826,2542,3090,5623,829,392,1221,11,4,17,682,1948,2627,1525,2346,3863,46024,46998,93021,9168,9575,18745,33278,38240,71511,88464,94814,183278,4,9,14,65,174,242,7172,6433
206,8,36,47,63,151,207,8718,9019,17736,8788,9204,17990,443,1018,1461,2084,3047,5132,18002,20040,38048,20532,24110,44641,3674,5731,9402,7060,8093,15156,18271,18144,36413,29006,31965,60972,8238,9087,17327,6527,5812,12341,10983,11331,22312,25746,26236,51979,8520,8737,17256,4078,3312,7386,6942,7758,14704,19542,19805,39348,7833,8060,15889,2807,2272,5077,5623,6290,11911,16256,16618,32878,6648,6588,13231,1996,1603,3598,4653,5380,10029,13292,13568,26867,5854,5898,11755,1592,1327,2916,4204,5365,9568,11645,12589,24236,5362,5356,10720,1119,891,2012,3495,4675,8163,9972,10921,20892,5065,4839,9905,810,494,1304,2982,4307,7285,8859,9637,18497,3967,3466,7437,381,208,589,2148,3099,5246,6497,6772,13270,3217,2894,6106,160,78,244,1554,2908,4458,4936,5878,10814,2609,1950,4565,71,43,118,1263,2875,4141,3953,4873,8822,1919,1055,2971,48,11,61,1115,2726,3844,3085,3795,6877,1142,514,1657,23,3,24,927,2827,3747,2087,3345,5437,64510,65236,129748,28815,27346,56164,90880,106735,197613,184210,199313,383526,9,21,35,150,226,380,10593,11904
207,4,10,10,25,45,68,10895,10367,21265,10920,10421,21344,203,467,672,567,820,1385,11790,10910,22699,12558,12196,24758,1871,2738,4615,1540,1738,3281,7212,5953,13173,10625,10436,21058,4185,5132,9317,1260,1114,2375,3322,2914,6240,8765,9166,17932,6278,7407,13685,843,789,1634,2091,2406,4496,9216,10605,19820,7880,9106,16983,753,769,1518,2021,2800,4815,10652,12670,23318,8246,8836,17082,686,662,1345,1919,2996,4914,10851,12487,23342,7911,7972,15885,587,475,1062,1848,3097,4945,10346,11547,21891,6828,6801,13629,442,410,852,1533,2803,4333,8797,10018,18819,6328,6216,12541,326,262,585,1356,2772,4128,8009,9252,17257,5263,4793,10056,202,121,315,1044,2427,3473,6509,7344,13850,4373,3887,8259,111,53,163,807,2440,3252,5299,6376,11675,3569,2534,6105,47,21,63,750,2588,3335,4361,5138,9498,2456,1555,4009,34,15,49,806,2991,3799,3299,4560,7855,1488,719,2211,14,3,12,932,3345,4279,2429,4067,6496,66869,68175,135041,7421,7293,14716,48341,60809,109147,122630,136273,258913,6,7,18,43,57,100,11329,11027
208,0,29,31,34,61,100,10566,9706,20270,10604,9795,20398,211,541,755,677,1043,1717,10351,9375,19727,11242,10962,22201,2214,3515,5735,1899,2286,4186,6840,5404,12244,10956,11207,22160,5379,6396,11768,1869,1713,3582,3464,3292,6747,10706,11396,22103,8139,9168,17303,1517,1424,2943,2621,3181,5808,12277,13774,26049,9424,10418,19843,1324,1341,2667,2617,3422,6040,13361,15183,28548,8733,9052,17786,1062,973,2031,2567,3555,6124,12363,13579,25950,8081,8031,16109,849,773,1627,2600,3746,6353,11533,12553,24082,6997,6608,13603,698,628,1323,2317,3575,5889,10000,10811,20814,6462,6020,12485,514,377,892,2053,3460,5511,9028,9856,18889,4754,4317,9065,282,189,467,1466,2799,4264,6499,7298,13796,3718,3143,6857,119,78,197,1137,2717,3851,4974,5932,10908,2924,2417,5342,72,36,103,964,2794,3757,3956,5249,9205,2429,1615,4042,49,24,75,997,3323,4316,3477,4956,8434,1639,833,2473,33,13,51,1240,4220,5460,2917,5066,7982,71094,72090,143185,11000,10970,21975,51799,64559,116363,133898,147624,281518,4,7,13,34,60,92,11116,10532
209,6,39,47,43,94,134,13386,12713,26094,13433,12842,26281,409,1115,1523,793,1256,2047,13445,11841,25294,14651,14212,28858,3560,5532,9092,2253,2512,4762,8836,6749,15584,14650,14798,29442,7541,8902,16448,1966,1955,3925,4677,4101,8776,14181,14961,29143,9731,10403,20131,1740,1684,3425,3620,3914,7533,15095,16004,31096,10195,10659,20859,1490,1498,2988,3430,4046,7481,15120,16203,31325,9533,9870,19400,1107,1114,2221,3145,4187,7334,13788,15174,28958,9327,9379,18708,918,827,1745,2917,3971,6890,13161,14183,27348,8442,8331,16771,651,530,1181,2385,3511,5900,11480,12372,23850,7960,7447,15404,377,292,665,1974,3218,5194,10307,10957,21266,6003,5169,11165,201,132,334,1344,2577,3925,7545,7877,15419,4622,3715,8337,75,61,132,983,2536,3525,5684,6305,11994,3387,2419,5806,44,31,77,912,2634,3540,4340,5085,9419,2134,1253,3389,23,14,36,848,2651,3495,3003,3916,6923,1116,520,1636,10,5,12,813,2466,3278,1938,2991,4928,83966,84762,168730,11686,11997,23683,62719,71120,133838,158375,167879,326253,4,29,30,38,72,108,13978,12997
210,12,60,73,23,57,79,10749,10195,20949,10783,10310,21096,403,1240,1644,475,805,1281,9584,7742,17326,10468,9790,20253,2782,4351,7133,1361,1549,2910,6027,4269,10298,10170,10171,20338,5609,6426,12034,1238,1186,2424,3353,2885,6237,10199,10499,20696,6794,7406,14198,1007,1011,2018,2542,2803,5338,10342,11215,21557,7400,7714,15116,972,906,1875,2586,3073,5659,10960,11690,22647,7339,7358,14701,756,726,1480,2398,3102,5503,10494,11186,21677,6585,6337,12922,593,473,1069,2108,2832,4936,9286,9640,18923,5527,5532,11054,408,337,746,1743,2382,4129,7673,8258,15930,5305,5169,10474,256,196,447,1402,2259,3662,6961,7620,14581,4331,3771,8102,129,82,207,990,1866,2853,5445,5719,11167,3529,2832,6364,48,34,86,783,1987,2765,4363,4860,9216,2655,1900,4556,30,19,49,678,2132,2812,3368,4049,7417,1764,1006,2770,16,13,28,648,1975,2621,2428,2995,5418,836,340,1175,9,3,13,546,1741,2290,1392,2079,3479,60877,61446,122316,7321,7387,14710,46137,51245,97384,114330,120078,234408,9,43,52,31,64,90,11192,10470
