SA4_CODE_2021,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85over,C11_P_FoodHos_PS_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85over,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85over,C11_P_FldStu_ID_Tot,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85over,C11_P_FldStu_NS_Tot,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85over,C11_P_Tot_Tot,C16_P_NatPhy_sci_15_19,C16_P_NatPhy_sci_20_24,C16_P_NatPhy_sci_25_34,C16_P_NatPhy_sci_35_44,C16_P_NatPhy_sci_45_54,C16_P_NatPhy_sci_55_64,C16_P_NatPhy_sci_65_74,C16_P_NatPhy_sci_75_84,C16_P_NatPhy_sci_85over,C16_P_NatPhy_sci_Tot,C16_P_InfTec_15_19,C16_P_InfTec_20_24,C16_P_InfTec_25_34,C16_P_InfTec_35_44,C16_P_InfTec_45_54,C16_P_InfTec_55_64,C16_P_InfTec_65_74,C16_P_InfTec_75_84,C16_P_InfTec_85over,C16_P_InfTec_Tot,C16_P_EngRT_15_19,C16_P_EngRT_20_24,C16_P_EngRT_25_34,C16_P_EngRT_35_44,C16_P_EngRT_45_54,C16_P_EngRT_55_64,C16_P_EngRT_65_74,C16_P_EngRT_75_84,C16_P_EngRT_85over,C16_P_EngRT_Tot,C16_P_ArchBuild_15_19,C16_P_ArchBuild_20_24,C16_P_ArchBuild_25_34,C16_P_ArchBuild_35_44,C16_P_ArchBuild_45_54,C16_P_ArchBuild_55_64,C16_P_ArchBuild_65_74,C16_P_ArchBuild_75_84,C16_P_ArchBuild_85over,C16_P_ArchBuild_Tot,C16_P_AgEnv_RS_15_19,C16_P_AgEnv_RS_20_24,C16_P_AgEnv_RS_25_34,C16_P_AgEnv_RS_35_44,C16_P_AgEnv_RS_45_54,C16_P_AgEnv_RS_55_64,C16_P_AgEnv_RS_65_74,C16_P_AgEnv_RS_75_84,C16_P_AgEnv_RS_85over,C16_P_AgEnv_RS_Tot,C16_P_Health_15_19,C16_P_Health_20_24,C16_P_Health_25_34,C16_P_Health_35_44,C16_P_Health_45_54,C16_P_Health_55_64,C16_P_Health_65_74,C16_P_Health_75_84,C16_P_Health_85over,C16_P_Health_Tot,C16_P_Educ_15_19,C16_P_Educ_20_24,C16_P_Educ_25_34,C16_P_Educ_35_44,C16_P_Educ_45_54,C16_P_Educ_55_64,C16_P_Educ_65_74,C16_P_Educ_75_84,C16_P_Educ_85over,C16_P_Educ_Tot,C16_P_MngtCom_15_19,C16_P_MngtCom_20_24,C16_P_MngtCom_25_34,C16_P_MngtCom_35_44,C16_P_MngtCom_45_54,C16_P_MngtCom_55_64,C16_P_MngtCom_65_74,C16_P_MngtCom_75_84,C16_P_MngtCom_85over,C16_P_MngtCom_Tot,C16_P_Soc_cult_15_19,C16_P_Soc_cult_20_24,C16_P_Soc_cult_25_34,C16_P_Soc_cult_35_44,C16_P_Soc_cult_45_54,C16_P_Soc_cult_55_64,C16_P_Soc_cult_65_74,C16_P_Soc_cult_75_84,C16_P_Soc_cult_85over,C16_P_Soc_cult_Tot,C16_P_Creative_art_15_19,C16_P_Creative_art_20_24,C16_P_Creative_art_25_34,C16_P_Creative_art_35_44,C16_P_Creative_art_45_54,C16_P_Creative_art_55_64,C16_P_Creative_art_65_74,C16_P_Creative_art_75_84,C16_P_Creative_art_85over,C16_P_Creative_art_Tot,C16_P_FoodHos_PS_15_19,C16_P_FoodHos_PS_20_24,C16_P_FoodHos_PS_25_34,C16_P_FoodHos_PS_35_44,C16_P_FoodHos_PS_45_54,C16_P_FoodHos_PS_55_64,C16_P_FoodHos_PS_65_74,C16_P_FoodHos_PS_75_84,C16_P_FoodHos_PS_85over,C16_P_FoodHos_PS_Tot,C16_P_MixFld_pr_15_19,C16_P_MixFld_pr_20_24,C16_P_MixFld_pr_25_34,C16_P_MixFld_pr_35_44,C16_P_MixFld_pr_45_54,C16_P_MixFld_pr_55_64,C16_P_MixFld_pr_65_74,C16_P_MixFld_pr_75_84,C16_P_MixFld_pr_85over,C16_P_MixFld_pr_Tot,C16_P_FldStu_ID_15_19,C16_P_FldStu_ID_20_24,C16_P_FldStu_ID_25_34,C16_P_FldStu_ID_35_44,C16_P_FldStu_ID_45_54,C16_P_FldStu_ID_55_64,C16_P_FldStu_ID_65_74,C16_P_FldStu_ID_75_84,C16_P_FldStu_ID_85over,C16_P_FldStu_ID_Tot,C16_P_FldStu_NS_15_19,C16_P_FldStu_NS_20_24,C16_P_FldStu_NS_25_34,C16_P_FldStu_NS_35_44,C16_P_FldStu_NS_45_54,C16_P_FldStu_NS_55_64,C16_P_FldStu_NS_65_74,C16_P_FldStu_NS_75_84,C16_P_FldStu_NS_85over,C16_P_FldStu_NS_Tot,C16_P_Tot_15_19,C16_P_Tot_20_24,C16_P_Tot_25_34,C16_P_Tot_35_44,C16_P_Tot_45_54,C16_P_Tot_55_64,C16_P_Tot_65_74,C16_P_Tot_75_84,C16_P_Tot_85over,C16_P_Tot_Tot
699,0,4,6,3,4,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,0,0,0,0,11,13,17,41,33,21,24,15,9,0,167,19,39,148,102,88,92,47,10,0,541,0,0,3,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,16,8,7,10,8,0,0,60,0,0,0,11,3,7,3,0,0,22,0,0,3,0,4,0,0,0,0,16,0,4,10,9,11,12,0,0,0,44,0,0,4,4,4,8,6,0,0,18,0,6,12,16,5,8,3,0,0,46,0,6,9,7,12,12,6,0,0,45,0,0,7,5,4,4,3,0,0,24,0,3,10,4,6,3,0,0,0,27,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,10,20,45,34,38,20,14,8,0,190,17,49,132,94,84,81,55,12,0,517
701,103,423,884,694,440,204,70,20,5,2837,10,6,10,15,12,6,3,3,0,75,12,62,213,228,132,111,31,9,4,800,1416,1456,3252,2864,2384,1727,887,459,134,14575,2035,5001,14988,13615,11285,7671,2993,979,222,58796,0,99,386,445,342,229,105,22,9,1635,30,150,513,470,213,130,39,3,0,1543,138,873,3555,2816,2510,1671,800,253,42,12652,37,225,1237,829,656,504,271,101,20,3891,26,80,342,391,279,184,70,12,6,1395,19,373,2030,1439,1078,843,352,111,25,6272,14,125,981,1096,1014,885,456,109,16,4699,156,792,3420,2827,2195,1259,495,98,17,11259,98,505,2071,1768,1450,1078,405,101,14,7501,30,120,496,371,220,154,78,14,7,1488,109,370,1120,734,544,247,103,33,7,3261,21,26,49,26,22,24,14,7,0,180,19,56,262,259,220,112,58,11,0,995,1063,1463,4126,3107,2682,2050,1096,405,148,16142,1756,5240,20607,16580,13428,9369,4339,1286,314,72909
702,71,199,400,300,231,110,22,6,3,1343,3,3,24,16,5,11,0,0,0,68,4,22,103,118,90,37,12,0,0,392,1185,1112,2242,1995,1477,1032,545,212,82,9876,1514,2696,7970,7413,6303,4287,1417,374,105,32082,4,21,127,119,89,70,35,4,0,470,10,18,111,71,49,44,11,0,0,316,39,277,942,778,846,675,298,69,20,3939,11,75,353,292,258,216,107,32,9,1357,42,137,312,286,234,115,33,11,0,1170,12,128,820,718,679,546,177,54,16,3154,8,62,586,569,621,604,238,60,3,2738,31,195,963,821,776,566,164,30,7,3556,36,194,965,813,775,571,142,33,4,3545,24,51,181,150,109,93,31,9,0,655,79,170,410,263,254,138,51,12,3,1374,3,8,15,14,17,14,10,0,0,96,13,25,117,110,112,62,21,5,0,458,1593,1656,3344,2468,2305,1609,802,263,72,14103,1913,3022,9252,7481,7118,5306,2128,588,132,36936
797,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,0,13,0,12,23,17,13,5,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,0,0,16,0,4,24,21,8,4,0,3,0,62
799,0,10,20,4,8,0,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,15,5,18,61,48,53,67,35,0,0,293,10,96,268,164,173,252,121,5,0,1089,0,6,3,4,3,0,3,0,0,26,0,0,0,0,0,6,0,0,0,9,0,4,28,22,40,44,35,5,0,181,0,4,15,10,9,13,9,0,0,68,4,3,6,7,9,8,4,0,0,36,0,3,26,16,15,28,7,0,0,97,0,0,22,3,9,24,12,0,0,66,0,11,22,25,26,25,15,0,0,126,0,13,23,20,17,13,10,0,0,96,0,9,12,3,4,0,4,0,0,32,0,3,16,13,0,14,5,0,0,53,10,5,0,0,0,0,0,0,0,21,0,0,0,0,0,3,4,0,0,13,3,73,196,160,192,114,70,10,0,825,19,142,376,290,323,281,179,25,0,1635
801,244,947,1849,1545,908,509,270,127,20,6429,22,53,26,21,12,15,10,8,3,171,23,201,684,749,677,470,230,122,45,3202,1920,2258,3460,2831,2469,2046,1714,1628,1108,19433,3163,14646,45265,40076,34897,26626,13429,6443,2621,187168,34,1000,2837,2552,2358,1897,1332,468,184,12666,135,840,3919,4079,2747,1601,470,49,5,13840,63,1017,4135,3952,3616,3070,2259,1140,420,19665,81,700,2318,1791,1459,1143,825,446,138,8908,18,230,819,868,705,515,289,138,36,3618,48,887,4423,3610,3020,2744,1499,791,272,17301,38,512,2788,2986,2532,2705,2141,944,234,14883,254,2912,10619,10209,8188,5521,3125,975,364,42157,292,2863,11023,9341,7505,6222,4192,1338,378,43149,116,866,2783,2153,1481,890,460,172,69,8981,221,838,2215,1675,1119,663,384,142,45,7313,45,64,34,28,25,37,46,40,21,344,30,153,759,886,746,506,346,179,76,3681,1345,2076,4692,3672,3162,2621,2161,1742,1321,22794,2738,14963,53359,47797,38664,30126,19528,8581,3556,219309
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,3,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,8,11,14,11,14,9,0,0,0,75,12,50,119,79,64,45,14,0,3,384,0,0,4,0,0,4,0,0,0,7,0,0,0,6,0,0,0,0,0,6,0,3,13,4,4,8,0,0,0,35,0,0,0,0,0,0,0,0,0,9,0,4,3,0,5,0,0,0,0,10,0,0,6,3,3,0,0,0,0,22,0,0,0,0,4,12,0,0,0,18,5,6,9,9,4,6,0,0,0,38,0,9,12,13,9,4,4,0,0,55,0,0,3,9,0,0,0,0,0,13,0,0,3,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,12,13,11,28,21,19,10,0,0,115,19,40,70,71,53,62,17,0,0,337
901,0,6,13,10,0,0,0,0,0,35,0,0,0,0,0,6,0,0,0,4,0,0,6,4,9,0,0,0,0,13,60,150,468,161,72,54,18,8,4,987,70,200,619,339,254,155,34,13,4,1686,0,0,14,14,8,7,0,4,0,55,0,0,12,7,8,0,0,0,0,27,8,13,42,61,82,73,42,15,3,335,0,5,13,23,33,42,14,9,0,129,0,4,7,15,10,13,0,0,0,58,0,4,13,23,15,32,17,3,4,118,0,3,28,39,31,22,20,8,3,150,4,11,58,82,70,55,29,9,0,319,9,3,46,40,27,23,15,0,3,163,0,4,6,10,5,3,3,0,0,35,0,9,27,31,19,20,4,0,0,111,0,0,0,0,0,3,0,0,0,7,0,4,3,5,8,4,0,0,0,27,44,69,169,128,140,118,79,41,11,803,65,129,437,476,459,418,233,95,25,2337
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,8,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,6,0,4,7,3,4,0,0,29
