SA4_CODE_2021,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85over,C11_P_FoodHos_PS_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85over,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85over,C11_P_FldStu_ID_Tot,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85over,C11_P_FldStu_NS_Tot,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85over,C11_P_Tot_Tot,C16_P_NatPhy_sci_15_19,C16_P_NatPhy_sci_20_24,C16_P_NatPhy_sci_25_34,C16_P_NatPhy_sci_35_44,C16_P_NatPhy_sci_45_54,C16_P_NatPhy_sci_55_64,C16_P_NatPhy_sci_65_74,C16_P_NatPhy_sci_75_84,C16_P_NatPhy_sci_85over,C16_P_NatPhy_sci_Tot,C16_P_InfTec_15_19,C16_P_InfTec_20_24,C16_P_InfTec_25_34,C16_P_InfTec_35_44,C16_P_InfTec_45_54,C16_P_InfTec_55_64,C16_P_InfTec_65_74,C16_P_InfTec_75_84,C16_P_InfTec_85over,C16_P_InfTec_Tot,C16_P_EngRT_15_19,C16_P_EngRT_20_24,C16_P_EngRT_25_34,C16_P_EngRT_35_44,C16_P_EngRT_45_54,C16_P_EngRT_55_64,C16_P_EngRT_65_74,C16_P_EngRT_75_84,C16_P_EngRT_85over,C16_P_EngRT_Tot,C16_P_ArchBuild_15_19,C16_P_ArchBuild_20_24,C16_P_ArchBuild_25_34,C16_P_ArchBuild_35_44,C16_P_ArchBuild_45_54,C16_P_ArchBuild_55_64,C16_P_ArchBuild_65_74,C16_P_ArchBuild_75_84,C16_P_ArchBuild_85over,C16_P_ArchBuild_Tot,C16_P_AgEnv_RS_15_19,C16_P_AgEnv_RS_20_24,C16_P_AgEnv_RS_25_34,C16_P_AgEnv_RS_35_44,C16_P_AgEnv_RS_45_54,C16_P_AgEnv_RS_55_64,C16_P_AgEnv_RS_65_74,C16_P_AgEnv_RS_75_84,C16_P_AgEnv_RS_85over,C16_P_AgEnv_RS_Tot,C16_P_Health_15_19,C16_P_Health_20_24,C16_P_Health_25_34,C16_P_Health_35_44,C16_P_Health_45_54,C16_P_Health_55_64,C16_P_Health_65_74,C16_P_Health_75_84,C16_P_Health_85over,C16_P_Health_Tot,C16_P_Educ_15_19,C16_P_Educ_20_24,C16_P_Educ_25_34,C16_P_Educ_35_44,C16_P_Educ_45_54,C16_P_Educ_55_64,C16_P_Educ_65_74,C16_P_Educ_75_84,C16_P_Educ_85over,C16_P_Educ_Tot,C16_P_MngtCom_15_19,C16_P_MngtCom_20_24,C16_P_MngtCom_25_34,C16_P_MngtCom_35_44,C16_P_MngtCom_45_54,C16_P_MngtCom_55_64,C16_P_MngtCom_65_74,C16_P_MngtCom_75_84,C16_P_MngtCom_85over,C16_P_MngtCom_Tot,C16_P_Soc_cult_15_19,C16_P_Soc_cult_20_24,C16_P_Soc_cult_25_34,C16_P_Soc_cult_35_44,C16_P_Soc_cult_45_54,C16_P_Soc_cult_55_64,C16_P_Soc_cult_65_74,C16_P_Soc_cult_75_84,C16_P_Soc_cult_85over,C16_P_Soc_cult_Tot,C16_P_Creative_art_15_19,C16_P_Creative_art_20_24,C16_P_Creative_art_25_34,C16_P_Creative_art_35_44,C16_P_Creative_art_45_54,C16_P_Creative_art_55_64,C16_P_Creative_art_65_74,C16_P_Creative_art_75_84,C16_P_Creative_art_85over,C16_P_Creative_art_Tot,C16_P_FoodHos_PS_15_19,C16_P_FoodHos_PS_20_24,C16_P_FoodHos_PS_25_34,C16_P_FoodHos_PS_35_44,C16_P_FoodHos_PS_45_54,C16_P_FoodHos_PS_55_64,C16_P_FoodHos_PS_65_74,C16_P_FoodHos_PS_75_84,C16_P_FoodHos_PS_85over,C16_P_FoodHos_PS_Tot,C16_P_MixFld_pr_15_19,C16_P_MixFld_pr_20_24,C16_P_MixFld_pr_25_34,C16_P_MixFld_pr_35_44,C16_P_MixFld_pr_45_54,C16_P_MixFld_pr_55_64,C16_P_MixFld_pr_65_74,C16_P_MixFld_pr_75_84,C16_P_MixFld_pr_85over,C16_P_MixFld_pr_Tot,C16_P_FldStu_ID_15_19,C16_P_FldStu_ID_20_24,C16_P_FldStu_ID_25_34,C16_P_FldStu_ID_35_44,C16_P_FldStu_ID_45_54,C16_P_FldStu_ID_55_64,C16_P_FldStu_ID_65_74,C16_P_FldStu_ID_75_84,C16_P_FldStu_ID_85over,C16_P_FldStu_ID_Tot,C16_P_FldStu_NS_15_19,C16_P_FldStu_NS_20_24,C16_P_FldStu_NS_25_34,C16_P_FldStu_NS_35_44,C16_P_FldStu_NS_45_54,C16_P_FldStu_NS_55_64,C16_P_FldStu_NS_65_74,C16_P_FldStu_NS_75_84,C16_P_FldStu_NS_85over,C16_P_FldStu_NS_Tot,C16_P_Tot_15_19,C16_P_Tot_20_24,C16_P_Tot_25_34,C16_P_Tot_35_44,C16_P_Tot_45_54,C16_P_Tot_55_64,C16_P_Tot_65_74,C16_P_Tot_75_84,C16_P_Tot_85over,C16_P_Tot_Tot
215,145,436,840,774,547,458,226,83,20,3513,7,11,10,12,7,3,4,8,5,61,10,27,94,119,115,100,42,22,7,531,1103,603,1148,1495,1665,1747,1839,1951,992,12553,1766,3772,9175,10393,10667,8991,5310,3384,1422,54878,5,33,178,188,156,153,75,19,11,806,13,51,160,108,77,75,35,10,0,520,85,575,1454,1261,1538,1588,1217,491,136,8352,40,276,694,479,586,629,403,181,49,3333,55,289,786,936,936,688,353,118,42,4210,32,308,1232,1030,1357,1515,849,362,123,6814,8,216,919,912,984,1175,864,324,116,5512,105,526,1570,1684,1437,1132,492,133,71,7154,97,536,1150,1250,1375,1271,542,103,15,6341,23,113,260,254,153,117,78,32,12,1048,124,412,934,754,633,470,298,134,31,3791,24,20,27,20,22,30,25,29,16,209,9,29,100,119,105,106,60,39,22,582,1164,845,1873,1751,2157,2370,2326,1901,1106,15490,1770,4224,11337,10731,11522,11323,7615,3884,1760,64162
216,166,428,777,682,439,354,177,67,17,3119,9,8,12,12,0,0,8,6,3,54,9,23,95,104,107,76,41,14,10,482,965,542,1005,1255,1445,1336,1613,1600,868,10620,1537,3205,8100,9059,8906,7206,4625,2918,1206,46751,3,57,140,226,163,126,65,23,3,806,8,42,165,128,57,60,14,0,0,476,84,496,1349,1462,1636,1542,1104,552,163,8397,53,297,621,497,596,546,370,189,48,3211,38,156,580,600,625,436,209,87,31,2756,35,326,1225,1028,1136,1116,631,304,106,5899,30,176,764,734,799,945,692,268,72,4478,48,396,1430,1495,1340,979,526,177,79,6477,93,439,1030,1129,1171,1001,470,111,21,5461,17,81,202,150,95,102,73,24,13,757,101,447,896,664,562,446,280,91,33,3520,9,12,17,11,20,17,30,28,15,164,8,21,96,140,111,84,63,31,15,548,977,653,1437,1475,1753,1874,1994,1581,816,12569,1505,3593,9952,9734,10058,9264,6538,3469,1417,55532
217,162,411,796,698,462,339,151,63,23,3089,7,3,5,5,5,0,5,3,0,39,0,25,88,151,126,102,52,16,5,562,831,382,750,941,1207,1286,1341,1498,778,9006,1480,3121,8014,9144,9518,8037,4461,2812,1135,47720,0,49,146,232,160,160,112,37,15,910,3,32,108,101,88,70,32,0,0,440,79,449,1171,1267,1517,1348,950,424,143,7364,54,315,767,590,577,574,368,165,51,3462,84,267,630,857,788,595,326,111,30,3690,28,290,1076,992,1309,1491,807,338,121,6445,17,152,691,835,929,1159,854,295,94,5033,49,363,1192,1397,1274,1038,525,168,58,6064,92,397,899,1045,1229,1180,588,136,41,5605,16,109,236,225,186,188,123,29,16,1124,123,395,879,733,578,376,244,78,28,3434,8,17,17,13,18,10,17,25,7,131,0,18,78,142,140,129,69,34,17,635,878,594,1026,1168,1591,1696,1757,1396,772,10883,1428,3451,8924,9595,10387,10016,6778,3233,1404,55218
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,3,6,5,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,4,9,10,0,0,0,22
299,11,43,64,38,32,14,4,0,0,202,3,0,0,0,0,0,4,0,0,7,0,9,17,3,7,9,4,0,0,51,125,227,427,404,293,132,82,36,17,1739,181,581,1466,998,678,436,199,70,27,4631,0,15,50,23,13,5,9,0,0,123,0,11,36,19,6,3,3,0,0,82,9,30,127,63,60,50,41,12,0,385,3,18,70,37,31,25,12,5,0,192,0,11,26,16,14,5,0,5,0,78,0,29,90,39,33,35,16,3,0,247,0,13,36,23,21,34,22,0,0,159,3,77,182,86,49,51,24,6,0,484,3,47,145,74,51,51,18,0,0,390,4,18,78,38,23,13,0,0,0,171,4,33,54,35,26,17,4,0,0,169,0,0,0,0,0,0,0,0,0,6,0,11,16,17,13,8,3,0,0,63,89,229,512,502,335,221,110,31,10,2044,118,537,1411,972,667,522,263,65,23,4574
301,241,593,1230,1295,832,568,267,93,24,5132,21,10,18,15,20,21,7,5,7,130,13,47,169,256,230,169,92,26,10,1004,1218,660,1292,1742,1755,1693,1511,1525,853,12239,2637,5770,15969,20232,19050,14205,7632,4156,1654,91294,5,116,375,525,519,356,279,72,19,2267,61,175,481,788,573,282,94,14,0,2469,166,791,2737,3422,4035,3702,2723,1239,385,19196,90,466,1626,1541,1429,1231,876,434,103,7795,29,88,254,392,349,263,140,56,11,1584,83,528,1655,1925,2247,1852,1037,484,163,9976,36,237,1197,1807,1826,1757,1083,416,103,8463,410,1183,3764,5122,4826,3267,1583,501,183,20831,339,952,2200,2507,2264,1826,1023,264,73,11449,179,443,752,751,516,321,184,104,48,3298,314,618,1313,1305,1031,652,445,131,54,5862,29,27,26,15,15,37,34,46,17,248,14,56,167,299,274,216,128,45,21,1226,738,623,1386,1634,1771,1732,1581,1342,1069,11875,2482,6317,17917,22025,21688,17486,11208,5146,2269,106535
302,160,655,1288,1028,653,405,180,80,21,4469,10,16,33,10,18,12,14,7,8,127,11,58,296,290,201,122,72,31,9,1087,879,910,1807,1712,1569,1341,1326,1781,1366,12701,1993,6669,21090,19877,15327,10971,6139,4351,2171,88576,16,163,786,756,509,368,186,75,17,2871,85,318,1228,1184,586,285,74,16,0,3772,105,757,3137,3010,2854,2295,1525,1001,309,15005,74,380,1546,1163,991,788,521,295,126,5881,19,99,298,354,280,155,77,33,14,1339,75,792,3061,2512,2069,1578,849,438,187,11565,23,261,1398,1736,1615,1492,958,439,140,8062,296,1559,5807,5769,4343,2668,1238,500,169,22351,283,1034,2990,2836,2102,1491,774,236,73,11819,100,564,1325,930,489,271,130,81,30,3915,205,650,1555,1080,809,453,289,89,34,5167,31,31,40,29,17,26,35,52,30,296,11,75,309,348,263,179,103,39,18,1359,653,969,2147,1779,1617,1308,1166,1230,1300,12165,1980,7652,25628,23482,18548,13357,7927,4538,2449,105555
303,190,1110,2213,1460,824,544,239,103,38,6719,55,89,38,30,38,27,24,14,10,332,26,138,486,453,344,226,109,60,21,1858,1642,2027,3561,2841,2508,2144,1776,1974,1319,19797,3308,14520,41293,33820,26036,18071,9031,5246,2323,153655,38,766,2031,1570,1130,760,452,135,36,6908,115,696,2689,2483,1203,455,118,11,0,7767,158,1408,5265,4578,4246,3469,2245,1269,408,23045,85,585,2175,1688,1398,1100,633,397,131,8187,23,133,473,513,370,252,140,50,20,1979,116,1514,5727,4233,3270,2368,1263,620,240,19343,46,458,2284,2780,2899,2406,1447,566,154,13044,511,4016,13130,9888,6829,4176,1940,619,231,41343,362,1950,5459,4791,3596,2630,1257,358,99,20491,237,1281,2726,1672,962,517,266,101,42,7806,345,892,2326,1520,1056,600,353,139,55,7284,52,102,82,50,63,54,76,53,28,559,32,153,554,572,437,313,156,71,56,2347,1217,1913,4098,2842,2522,2016,1681,1486,1197,18967,3343,15855,49022,39180,29958,21109,12020,5885,2698,179073
304,104,432,669,615,464,278,133,47,16,2774,21,47,13,9,11,11,6,4,3,115,21,103,228,287,231,179,92,59,16,1206,789,830,1108,1015,1007,922,751,916,1051,8373,1733,7366,17631,19448,17340,13176,7011,3570,1791,89068,28,613,1202,1217,1098,796,573,233,84,5845,64,284,793,1239,847,378,108,16,5,3740,81,789,2340,2506,2568,2064,1533,723,255,12853,41,322,925,932,815,625,422,225,62,4363,22,108,309,372,292,195,139,76,20,1523,55,698,2112,2311,2395,1852,1189,551,203,11372,25,226,1092,1597,1785,1802,1276,513,114,8432,305,1578,3827,4912,4435,2801,1593,474,205,20142,267,1148,2485,3040,2430,1922,1377,453,123,13235,144,658,1122,944,677,402,224,96,38,4303,213,352,633,633,551,258,192,60,30,2927,62,52,19,11,14,17,29,21,16,242,30,101,198,304,260,171,137,47,27,1274,574,879,1202,1135,1130,892,790,745,871,8221,1909,7809,18255,21151,19305,14171,9582,4231,2049,98476
305,154,962,1765,991,588,336,136,57,24,5009,24,59,29,17,13,19,10,8,3,184,18,122,505,437,309,194,80,31,12,1714,1033,2222,4573,2625,2088,1724,1102,1017,745,17133,2044,13472,42239,28859,20776,14119,6247,3034,1377,132152,23,715,2011,1240,935,627,355,99,27,6030,62,524,2175,1645,872,345,95,8,0,5728,52,1155,5037,3097,2534,1914,1122,516,178,15606,48,577,2311,1461,1187,787,438,201,58,7068,23,137,511,431,310,236,90,40,6,1788,63,1311,5291,3462,3060,2168,1059,466,174,17047,23,332,1775,1649,1892,1856,1127,373,69,9105,332,3365,11208,8179,6200,3387,1426,383,117,34613,212,1816,6275,4417,3406,2436,1312,335,70,20273,191,1724,3631,1789,1193,615,262,88,32,9534,212,863,1944,1024,734,405,212,59,24,5478,77,118,60,21,23,39,23,22,5,389,25,151,485,476,397,241,145,46,17,1987,942,2338,5592,3335,2849,2161,1427,863,723,20228,2288,15135,48309,32222,25593,17226,9080,3502,1511,154863
306,306,757,1706,1662,1067,598,260,79,15,6444,19,12,28,27,17,15,10,9,4,141,26,46,182,289,234,156,74,26,12,1045,1897,1444,3022,3314,3249,2819,2077,1544,782,20143,3323,6236,18183,21198,19845,14914,7954,3472,1238,96371,4,114,457,578,486,365,237,81,17,2341,38,135,347,311,245,161,65,17,0,1314,188,930,2971,3265,3826,3671,2550,1041,226,18668,59,338,1264,1343,1422,1485,857,385,70,7231,33,172,572,670,611,456,222,87,15,2848,95,586,2131,2199,2302,2061,1059,405,127,10966,22,249,1343,1866,1951,1894,1073,335,81,8824,312,1047,3554,3805,3464,2336,1199,337,77,16127,196,650,2283,2583,2402,1913,907,197,38,11173,65,183,547,533,457,357,195,65,16,2426,285,764,1878,1690,1365,789,438,134,22,7357,39,29,34,26,35,52,42,28,19,299,22,50,201,246,323,207,100,53,13,1217,1869,1637,3703,3623,3896,3602,2865,1718,728,23639,3230,6878,21284,22730,22776,19358,11817,4884,1455,114416
307,140,337,588,528,346,286,113,24,9,2360,6,4,7,9,8,4,3,0,0,55,7,18,72,110,88,68,35,18,7,429,975,522,1124,1430,1403,1356,1336,1107,531,9778,1755,3037,7839,8665,8054,6745,4033,2075,782,42986,0,29,102,126,111,110,73,30,3,591,18,35,86,82,66,47,24,6,0,370,127,676,1765,1647,1594,1442,965,402,80,8686,42,196,551,462,439,505,348,157,17,2719,125,224,658,765,689,460,234,96,25,3275,31,195,773,759,990,947,578,262,63,4600,21,175,736,849,909,842,539,199,39,4313,159,518,1506,1508,1277,945,407,128,39,6485,146,306,807,832,821,748,419,102,11,4199,28,50,122,137,109,115,77,29,7,673,176,348,731,557,459,323,208,53,7,2860,17,8,19,11,11,23,41,29,17,181,14,21,90,124,125,95,62,22,7,568,1086,657,1503,1582,1868,1842,1815,1257,660,12277,1983,3430,9453,9441,9472,8455,5804,2768,976,51785
308,267,531,1213,1113,665,396,153,47,16,4392,23,9,18,13,18,12,13,9,0,121,21,44,156,222,221,127,47,23,3,856,1763,1403,2776,2881,3045,2337,2054,1776,876,18908,3123,6691,17672,17614,16382,11502,5923,3172,1142,83221,6,64,318,362,264,219,119,29,8,1388,49,91,280,287,165,108,32,10,0,1026,253,1565,4856,4445,4445,3509,1851,806,170,21900,57,360,1170,1109,1075,1106,594,222,50,5750,67,175,580,597,484,315,132,49,15,2417,56,458,1724,1494,1725,1459,677,262,80,7947,26,329,1510,1753,1630,1337,654,219,63,7520,341,1027,3280,2901,2471,1683,607,171,33,12521,256,666,1678,1592,1438,1175,433,118,17,7376,26,98,315,281,204,126,90,26,9,1177,253,622,1344,1144,912,459,258,87,25,5100,38,22,24,29,35,29,37,32,17,267,28,44,178,251,232,171,85,34,3,1036,1618,1458,3152,3216,3412,2775,1969,1436,829,19873,3088,6984,20416,19475,18477,14481,7531,3509,1326,95291
309,636,1994,4285,4174,2663,1878,988,345,78,17043,52,62,63,35,45,56,46,16,14,378,29,150,416,532,475,379,210,114,36,2339,3313,3433,6353,6082,5732,5340,4967,4616,2855,42693,6820,18081,47870,48534,42166,33343,20339,10950,4655,232760,97,567,1072,959,872,703,526,195,51,5044,163,443,1361,1550,925,542,210,35,0,5227,344,1700,5933,6503,7146,6335,5572,2815,817,37157,217,1154,4443,4527,4185,3347,2360,1130,290,21653,51,272,829,1075,845,556,345,137,32,4131,233,1943,6151,5817,5464,4589,2529,1105,348,28178,82,602,3297,4254,3953,3695,2415,853,252,19397,1275,3852,11902,12304,10260,7345,4770,1700,509,53905,900,2735,6527,6749,5793,4265,2416,673,124,30184,405,1337,2803,2143,1333,871,613,255,82,9840,939,1955,4734,4258,3588,2168,1612,499,147,19910,60,113,78,68,90,111,139,84,69,810,65,130,482,699,623,462,302,161,64,2992,3157,3525,7437,6663,6602,5940,5390,4001,2925,45634,7981,20317,57047,57572,51687,40938,29195,13643,5711,284085
310,355,880,1740,1405,777,533,203,80,20,5995,27,21,30,43,21,13,22,7,4,181,18,63,249,308,287,187,99,23,21,1261,2256,1881,3623,3742,3197,2469,2138,1754,891,21956,4187,9008,24211,23306,19512,13774,7590,3711,1370,106674,12,153,695,714,531,351,196,55,16,2730,100,330,1007,991,496,234,64,5,0,3235,254,1312,4597,4481,4503,3756,2448,1140,286,22765,104,536,1657,1346,1163,1033,769,321,71,7007,56,213,551,556,484,317,156,50,12,2397,114,871,2639,2449,2230,1780,1043,430,118,11664,63,356,1833,2056,1905,1581,903,340,78,9120,702,2197,6303,5659,4340,2532,1056,332,102,23223,502,1489,3967,3719,3012,2194,962,225,49,16109,129,464,926,622,414,254,150,69,14,3042,510,1082,2198,1658,1032,652,392,104,31,7662,79,61,64,51,48,59,54,61,14,489,46,86,344,426,351,264,141,51,19,1729,2329,2569,5361,4511,4069,3183,2530,1752,798,27090,4992,11714,32139,29231,24568,18193,10876,4941,1608,138266
311,349,908,1599,1474,875,616,306,89,17,6235,30,30,29,31,26,18,10,13,3,181,26,65,252,289,258,172,87,36,10,1179,2530,1736,3007,3321,3034,2742,2140,1547,775,20837,4787,9203,23669,22917,19848,15409,7746,3324,1173,108073,15,155,487,483,378,276,179,48,3,2020,133,312,926,941,492,219,80,7,0,3115,305,1195,3935,4207,4308,3980,2883,1054,254,22119,178,646,2147,1856,1659,1417,922,342,73,9235,70,153,405,493,402,275,150,48,5,2009,132,668,2202,2046,1902,1647,874,302,100,9868,56,383,1693,2190,1816,1603,951,261,53,9006,692,2264,6142,5544,4384,2846,1446,374,100,23792,528,1510,3686,3582,2811,2031,856,183,35,15215,209,553,916,646,380,292,150,63,13,3227,565,1028,2031,1585,1220,692,504,136,32,7793,52,44,46,52,38,49,63,54,8,409,36,91,337,376,368,262,141,43,10,1660,2059,1842,3713,3485,3477,2951,2355,1413,600,21891,5024,10840,28655,27484,23633,18539,11544,4329,1306,131357
312,183,561,1230,1018,642,374,136,47,12,4200,9,11,18,3,22,5,3,5,0,69,14,49,139,167,165,87,33,21,4,676,1130,1312,2794,2668,2709,2017,1301,1040,483,15458,2128,5994,15996,15113,13735,8916,4115,2001,694,68688,0,58,257,258,211,164,81,32,10,1073,24,83,164,169,93,60,35,0,0,621,188,1308,4405,4144,3832,2996,1578,572,138,19155,45,275,1014,872,789,889,524,181,26,4627,35,102,359,337,316,187,74,27,0,1449,35,387,1291,1053,1170,1100,446,167,57,5711,27,243,1068,1222,1170,918,436,169,45,5296,169,802,2713,2279,1964,1178,472,133,42,9741,186,453,1214,1187,1031,821,299,60,11,5261,23,104,328,250,170,119,63,16,3,1074,163,508,1295,1081,789,470,243,58,24,4631,28,9,18,18,24,23,34,24,9,193,8,44,106,171,202,114,54,32,7,730,1184,1326,3296,2868,3013,2447,1664,1062,469,17332,2109,5701,17530,15918,14778,11477,6011,2539,830,76894
313,269,586,1217,1177,721,552,310,111,35,4968,22,20,14,10,18,27,18,10,3,141,17,28,151,186,216,166,83,39,9,895,1612,1198,2186,2494,2293,2177,2209,2111,1084,17357,3329,5893,14444,16894,15502,13393,8797,4734,1788,84773,30,108,220,311,292,244,184,78,21,1486,117,181,381,441,330,215,86,8,3,1756,184,697,2368,2878,3375,3303,2847,1427,338,17422,98,479,1464,1412,1377,1182,1014,460,125,7607,45,139,333,460,411,274,164,71,15,1904,105,461,1350,1667,1937,1892,1194,489,121,9230,29,225,1018,1492,1444,1421,1141,389,107,7261,452,1239,3094,3504,3348,2506,1661,479,128,16403,452,1074,2361,2423,2384,1881,1051,264,53,11942,129,310,467,437,377,233,215,71,31,2261,385,713,1474,1307,995,726,528,171,39,6335,39,32,49,29,22,31,60,52,22,324,38,47,187,235,250,202,142,69,28,1202,1315,1230,2440,2547,2557,2511,2757,2133,1635,19130,3415,6929,17211,19141,19086,16608,13039,6175,2661,104264
314,217,506,1045,1021,585,380,147,43,8,3945,6,4,11,13,5,8,8,6,4,64,8,28,162,244,175,106,50,14,4,797,852,528,1017,1252,1185,984,777,693,439,7727,2080,4845,14842,18101,14246,9644,4460,1782,706,70701,14,110,417,549,455,294,168,35,7,2035,83,204,639,922,538,230,77,8,0,2691,164,710,2624,3175,3213,2562,1776,611,134,14964,60,439,1374,1342,1073,767,517,216,39,5840,24,88,286,448,284,172,97,30,5,1423,71,548,1853,2219,2017,1366,737,226,60,9092,41,230,1254,1918,1659,1329,759,219,50,7458,343,1210,3962,4966,3970,2351,1098,269,69,18243,306,968,2529,2692,2019,1290,601,118,24,10560,153,389,808,682,402,224,124,61,9,2849,312,624,1397,1156,824,410,282,70,14,5083,24,28,17,14,28,20,25,21,6,174,20,47,187,299,244,167,77,30,7,1081,714,702,1645,1582,1489,1111,990,667,481,9382,2314,6304,18996,21952,18211,12290,7322,2580,918,90880
