SA4_CODE_2021,C21_1500_1999_R100_149,C21_1500_1999_R150_199,C21_1500_1999_R200_224,C21_1500_1999_R225_274,C21_1500_1999_R275_349,C21_1500_1999_R350_449,C21_1500_1999_R450_549,C21_1500_1999_R550_649,C21_1500_1999_R650more,C21_1500_1999_R_NS,C21_1500_1999_R_Tot,C21_2000_2499_R1_74,C21_2000_2499_R75_99,C21_2000_2499_R100_149,C21_2000_2499_R150_199,C21_2000_2499_R200_224,C21_2000_2499_R225_274,C21_2000_2499_R275_349,C21_2000_2499_R350_449,C21_2000_2499_R450_549,C21_2000_2499_R550_649,C21_2000_2499_R650more,C21_2000_2499_R_NS,C21_2000_2499_R_Tot,C21_2500_2999_R1_74,C21_2500_2999_R75_99,C21_2500_2999_R100_149,C21_2500_2999_R150_199,C21_2500_2999_R200_224,C21_2500_2999_R225_274,C21_2500_2999_R275_349,C21_2500_2999_R350_449,C21_2500_2999_R450_549,C21_2500_2999_R550_649,C21_2500_2999_R650more,C21_2500_2999_R_NS,C21_2500_2999_R_Tot,C21_3000_3999_R1_74,C21_3000_3999_R75_99,C21_3000_3999_R100_149,C21_3000_3999_R150_199,C21_3000_3999_R200_224,C21_3000_3999_R225_274,C21_3000_3999_R275_349,C21_3000_3999_R350_449,C21_3000_3999_R450_549,C21_3000_3999_R550_649,C21_3000_3999_R650more,C21_3000_3999_R_NS,C21_3000_3999_R_Tot,C21_4000more_R1_74,C21_4000more_R75_99,C21_4000more_R100_149,C21_4000more_R150_199,C21_4000more_R200_224,C21_4000more_R225_274,C21_4000more_R275_349,C21_4000more_R350_449,C21_4000more_R450_549,C21_4000more_R550_649,C21_4000more_R650more,C21_4000more_R_NS,C21_4000more_R_Tot,C21_PI_S_R1_74,C21_PI_S_R75_99,C21_PI_S_R100_149,C21_PI_S_R150_199,C21_PI_S_R200_224,C21_PI_S_R225_274,C21_PI_S_R275_349,C21_PI_S_R350_449,C21_PI_S_R450_549,C21_PI_S_R550_649,C21_PI_S_R650more,C21_PI_S_R_NS,C21_PI_S_R_Tot,C21_AI_NS_R1_74,C21_AI_NS_R75_99,C21_AI_NS_R100_149,C21_AI_NS_R150_199,C21_AI_NS_R200_224,C21_AI_NS_R225_274,C21_AI_NS_R275_349,C21_AI_NS_R350_449,C21_AI_NS_R450_549,C21_AI_NS_R550_649,C21_AI_NS_R650more,C21_AI_NS_R_NS,C21_AI_NS_R_Tot,C21_Tot_R1_74,C21_Tot_R75_99,C21_Tot_R100_149,C21_Tot_R150_199,C21_Tot_R200_224,C21_Tot_R225_274,C21_Tot_R275_349,C21_Tot_R350_449,C21_Tot_R450_549,C21_Tot_R550_649,C21_Tot_R650more,C21_Tot_R_NS,C21_Tot_R_Tot
114,16,24,42,99,292,651,409,120,51,69,1782,7,3,8,16,24,89,178,511,397,139,74,60,1511,0,0,8,8,11,69,81,243,234,105,58,17,843,0,0,7,3,5,57,65,163,250,116,93,25,791,0,4,10,7,12,27,39,92,130,100,199,33,650,7,0,6,13,15,45,83,189,101,57,41,51,608,4,0,19,49,12,28,37,35,14,3,3,81,290,69,66,372,925,659,1320,2508,4147,2313,827,665,662,14533
115,11,17,15,49,45,277,477,453,339,45,1729,10,0,9,14,5,29,51,246,537,653,534,31,2118,0,0,4,3,3,18,29,102,308,441,446,28,1379,3,0,0,9,7,21,35,102,424,733,919,46,2300,0,0,4,0,10,19,27,70,278,693,1808,50,2955,0,0,0,3,0,20,19,48,123,173,270,64,733,0,0,6,0,4,4,3,7,18,21,13,45,129,38,30,151,155,176,379,491,1618,3032,3870,4908,538,15385
116,44,68,49,138,646,2356,1368,565,174,100,5534,3,9,13,43,52,103,468,2143,1626,878,253,86,5672,6,0,16,19,18,47,167,1083,1070,666,225,67,3390,8,5,6,27,24,47,141,969,1147,1043,412,56,3885,0,4,35,20,8,27,83,458,657,826,575,62,2761,3,7,64,58,41,55,155,550,440,263,131,181,1946,17,14,121,49,19,19,45,76,34,13,13,237,645,270,425,2322,1757,999,1597,4462,13412,8531,5105,2086,1444,42408
117,47,64,67,191,546,2168,2722,1780,1904,184,9697,16,6,36,34,42,133,364,1591,3428,2995,3033,187,11861,3,0,11,14,31,53,129,366,1114,1684,2170,91,5664,9,3,17,24,30,84,159,489,1608,2732,5182,151,10490,10,0,29,43,26,71,138,355,1152,2341,10544,224,14919,7,15,54,57,40,59,84,198,370,564,1810,263,3527,19,23,162,41,18,23,29,64,86,85,120,298,974,397,791,3947,1899,1108,2057,4447,10681,15200,15169,28149,2479,86323
118,19,38,23,55,167,792,1381,1091,1170,102,4842,6,3,19,20,20,53,140,586,1517,1586,1989,97,6029,5,0,7,13,11,22,64,153,539,873,1346,60,3090,8,0,8,21,20,38,79,205,751,1532,3259,79,6009,0,8,16,16,16,45,76,209,517,1260,8939,164,11269,5,0,21,27,23,28,61,88,246,349,1259,152,2261,3,7,92,25,7,15,13,31,33,38,99,212,580,172,264,1761,815,498,724,1619,4248,7330,8245,19889,1420,46994
119,70,117,88,213,826,2974,2685,1286,800,217,9303,13,6,47,53,58,154,618,2424,2891,1597,984,192,9041,5,0,20,30,33,85,263,1145,1637,1072,780,119,5195,13,0,24,43,41,87,206,996,1849,1491,1411,125,6286,0,12,26,27,26,64,119,420,993,1032,1695,123,4555,6,9,53,64,45,96,233,602,754,486,452,336,3136,16,8,179,64,31,30,66,131,101,59,49,358,1087,370,657,4040,2670,1621,2671,6649,18193,17410,9790,7760,2873,74695
120,37,57,55,111,373,1629,1770,921,766,117,5856,4,0,26,44,42,87,246,1408,2335,1337,1264,108,6909,0,0,24,15,19,60,80,564,1165,860,895,69,3747,0,0,30,28,17,68,85,613,1577,1536,2063,102,6116,9,6,25,32,24,42,80,289,991,1323,4589,104,7517,4,6,40,29,29,43,67,227,374,328,633,166,1944,4,5,54,19,5,16,22,49,63,26,36,158,461,136,185,1629,1006,721,1204,2599,8877,11640,8044,11623,1470,49134
121,16,35,28,56,244,1539,1906,1076,1113,138,6160,8,0,16,12,24,77,148,1313,2532,1744,1788,137,7806,0,0,5,10,17,31,51,375,1015,914,1142,54,3612,6,0,8,7,26,51,66,493,1618,1894,2812,125,7109,16,4,11,14,23,48,85,372,1342,2096,8973,190,13174,0,5,11,10,7,35,37,145,301,320,855,139,1867,4,7,10,16,10,15,12,36,50,34,69,172,426,128,103,556,866,470,801,1650,7793,11979,9804,18765,1544,54457
122,9,8,16,34,65,310,752,755,864,62,2887,4,0,4,4,21,31,47,225,809,997,1333,74,3558,5,0,4,7,5,12,33,73,362,541,968,43,2064,6,0,4,6,15,15,39,82,372,752,2046,69,3399,3,0,7,8,13,19,40,79,192,493,4683,93,5619,7,0,0,8,9,15,13,43,117,153,609,78,1057,7,4,22,24,11,8,4,8,29,26,41,84,269,85,88,363,556,333,400,639,1827,4067,4658,11786,807,25599
123,35,55,47,97,390,1605,967,254,62,99,3626,0,0,17,28,34,67,246,1302,1100,355,73,77,3296,0,0,14,20,11,27,98,642,720,308,70,36,1951,0,0,10,14,8,41,78,517,732,391,125,36,1948,5,0,18,16,3,20,36,195,361,338,165,32,1197,0,10,21,46,24,48,72,348,311,140,51,118,1180,10,9,71,37,12,11,30,66,31,13,5,154,454,158,246,1658,1313,734,1223,3008,9074,5894,2214,696,1075,27305
124,19,47,48,182,576,2270,1228,323,91,93,4896,7,5,21,39,31,101,348,1874,1394,425,129,89,4456,7,4,6,14,13,46,132,898,835,329,113,49,2443,5,0,8,13,15,42,95,696,847,463,190,38,2415,3,0,9,12,14,38,54,278,373,366,256,35,1444,3,0,22,43,21,32,101,457,308,167,80,107,1345,6,9,46,58,13,32,38,62,25,8,8,177,482,151,231,1144,1406,783,1876,4565,12550,7036,2501,1042,1163,34458
125,75,102,89,227,955,3309,2801,960,541,188,9271,4,3,36,60,67,153,689,3147,3386,1190,601,186,9524,6,4,17,43,33,94,288,1516,1912,855,439,99,5303,3,0,22,32,41,118,258,1633,2716,1301,748,121,6996,7,12,40,43,31,64,129,951,1902,1270,1165,141,5748,11,9,51,64,41,104,213,635,822,447,276,340,3026,22,10,121,66,22,37,62,126,97,33,25,326,946,373,741,3725,2465,1481,2529,6280,19874,19528,8182,4742,2712,72638
126,18,29,29,51,279,1136,1014,530,360,67,3513,0,0,14,26,26,65,196,1047,1300,851,556,86,4164,0,0,9,10,12,24,86,435,619,516,389,26,2131,0,0,8,19,22,29,76,499,943,845,827,56,3331,0,0,11,20,10,24,63,264,670,878,1611,57,3604,5,5,0,12,11,29,53,122,178,176,230,89,909,4,0,13,14,3,4,11,24,27,12,17,95,234,72,68,445,810,434,737,2051,6484,6736,4819,4697,874,28230
127,48,73,69,283,666,1708,1916,844,265,153,6037,6,3,26,60,42,201,457,1299,1669,893,290,123,5063,4,0,18,11,24,116,171,615,1073,668,237,60,3009,3,0,12,21,13,127,150,571,1037,820,335,72,3166,0,4,17,20,14,52,93,232,574,559,428,60,2058,8,5,32,51,45,103,195,432,479,287,119,204,1960,3,22,85,41,10,42,69,116,85,39,14,273,794,287,465,2525,2101,1312,2957,6122,12281,11930,5792,2213,1994,49978
128,17,14,8,39,86,614,772,407,342,47,2349,0,0,3,6,14,28,62,496,851,611,576,43,2693,0,0,0,8,7,19,27,189,408,423,417,26,1531,6,0,0,6,3,37,35,183,513,554,964,15,2320,3,0,6,5,3,21,17,79,233,362,1277,30,2024,6,0,16,16,7,28,15,90,149,151,262,53,790,0,0,27,12,7,7,7,12,15,17,19,64,198,86,106,791,402,238,436,848,3408,4294,3131,4364,548,18641
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,51,84,86,315,781,633,79,7,22,51,2135,10,5,22,40,68,178,555,592,89,16,12,39,1620,0,5,12,17,24,66,216,318,66,11,24,13,768,8,8,6,11,20,53,205,336,89,17,14,27,795,9,5,11,16,13,26,79,194,108,26,25,17,524,8,4,21,40,26,88,191,222,48,7,10,38,706,0,13,66,41,30,54,41,14,0,0,9,99,366,173,176,1258,1431,1228,3076,4956,3674,656,121,155,677,17589
202,37,80,62,260,680,582,106,23,10,43,1891,5,0,30,40,50,173,535,548,105,14,5,39,1556,5,0,13,26,18,62,228,283,99,12,0,15,762,5,0,10,18,19,27,192,337,96,24,25,12,768,6,0,5,8,13,22,60,156,134,40,34,13,497,3,3,30,34,23,66,177,172,63,15,10,34,636,15,4,54,29,17,39,35,13,4,4,0,84,298,161,168,1082,1161,985,2466,4389,3324,794,172,135,585,15425
203,57,92,82,256,1074,1715,522,93,55,90,4056,9,3,40,46,56,164,760,1747,660,159,93,91,3818,6,0,26,29,28,65,307,901,445,116,64,32,2018,4,8,25,22,34,52,212,894,668,209,128,51,2312,8,5,19,26,15,48,101,410,526,328,284,68,1839,4,5,44,51,38,94,228,466,273,94,48,93,1445,3,16,64,41,25,62,73,48,24,10,6,160,527,271,239,1561,1606,1355,2927,7069,10243,4009,1206,850,1167,32488
204,40,95,119,377,597,594,76,12,19,68,2014,14,8,33,58,97,264,520,518,108,13,17,73,1725,3,0,13,32,30,122,229,291,61,9,13,29,838,3,0,7,21,23,94,187,292,112,12,23,34,812,17,0,18,15,22,39,80,160,79,15,55,51,551,5,4,26,51,36,119,177,166,42,3,13,63,717,10,3,55,52,25,46,49,14,4,0,0,132,382,234,184,1324,1559,1407,3011,3838,3164,618,103,215,898,16556
205,72,146,206,459,825,741,122,11,27,98,2752,22,11,45,84,116,295,581,684,139,8,29,77,2079,7,4,23,29,39,107,230,358,87,13,6,36,944,5,5,22,34,32,87,228,347,131,16,17,39,953,10,8,31,25,20,58,113,223,94,29,24,47,689,5,4,51,63,68,160,271,240,50,9,17,73,1014,23,15,110,91,61,93,67,25,3,0,4,195,684,358,320,2070,2654,2449,4484,5960,4355,852,127,200,1232,25072
206,145,218,190,690,4056,8099,3285,1219,1124,342,19415,26,16,63,158,147,431,2505,7673,5105,2032,1716,288,20164,6,0,38,63,44,166,682,2600,2869,1509,1307,120,9413,7,9,50,77,59,158,740,3213,4235,3210,3089,230,15090,16,9,50,68,56,117,429,1941,3287,3529,8378,251,18119,10,22,112,105,83,126,406,1025,1065,814,1693,382,5843,26,27,186,67,52,71,133,155,87,48,82,498,1431,670,1088,5381,3705,2969,6905,23585,40138,25715,14402,19666,4184,148395
207,25,48,58,108,584,1975,1066,402,393,107,4780,7,4,17,55,32,85,391,1975,1373,609,519,93,5162,0,6,17,29,19,36,148,907,889,450,377,54,2931,3,4,17,22,13,47,133,1003,1300,780,888,88,4293,9,7,28,20,4,21,104,559,1013,953,2505,111,5336,0,0,25,32,26,18,59,324,396,253,416,152,1692,0,5,13,12,8,25,24,60,38,14,27,117,332,158,137,852,840,770,1105,3692,11695,8406,4308,6104,1431,39495
208,36,68,63,201,904,2151,1151,454,502,115,5648,17,4,32,49,33,128,550,2037,1562,678,713,130,5940,0,0,8,20,23,49,209,899,1083,510,575,58,3445,0,0,20,23,23,40,209,1010,1458,990,1218,83,5077,15,4,22,28,20,26,95,524,1024,1083,3651,110,6599,10,10,18,23,12,38,101,308,331,232,458,153,1689,8,5,32,25,10,31,40,54,28,14,38,205,472,254,202,1299,1085,772,2112,5766,11928,8893,4790,8162,1583,46841
209,51,84,66,190,1373,3624,886,191,149,136,6795,14,6,45,44,54,131,956,3498,1138,308,187,132,6510,8,3,23,32,21,54,414,1901,811,262,123,73,3724,9,10,36,29,22,58,356,1843,1051,439,214,73,4135,17,8,36,22,18,23,162,855,799,459,422,73,2887,12,4,56,50,33,63,275,839,378,148,115,218,2200,13,4,65,27,24,22,64,105,23,3,15,242,604,329,267,1870,1313,917,1790,9031,21160,6657,2134,1550,1942,48964
210,36,55,51,105,920,2701,603,87,104,109,4799,9,7,23,37,25,75,667,2536,709,159,94,95,4434,5,0,19,15,15,40,297,1364,485,122,72,66,2498,8,6,32,15,13,34,264,1341,731,212,98,67,2829,4,0,10,22,13,15,118,691,560,233,185,60,1909,7,6,19,44,18,39,210,657,271,65,53,173,1558,8,7,33,12,15,19,58,95,24,8,3,189,472,180,190,1076,913,603,1217,6673,16432,4488,1082,867,1514,35221
211,54,63,58,104,700,2608,1030,199,127,127,5083,7,9,32,51,48,78,495,2506,1318,288,137,98,5060,8,0,14,20,19,35,224,1269,943,249,95,40,2922,3,4,21,21,27,36,139,1086,1131,407,181,66,3114,10,0,14,18,12,11,61,501,726,389,295,59,2097,6,0,29,33,17,33,140,591,378,118,86,150,1587,6,7,43,19,12,16,42,60,29,4,9,191,442,236,236,1472,1122,753,1298,5091,14886,7231,1953,1203,1513,36990
212,102,139,117,303,2095,5547,1322,340,268,263,10540,13,12,83,102,70,227,1525,5163,1708,490,347,245,9991,8,10,52,48,32,103,694,2951,1252,402,221,153,5934,12,11,51,63,36,79,570,2720,1623,662,374,175,6380,16,10,68,56,27,58,283,1409,1256,767,634,119,4696,17,12,68,79,50,107,533,1486,577,245,185,416,3772,12,12,79,41,26,58,111,144,52,17,21,326,900,374,397,2552,2108,1394,3396,14144,31733,10559,3655,2757,3224,76291
213,107,153,115,442,3125,5753,1075,219,234,259,11530,21,20,55,85,70,277,2298,5497,1501,331,270,247,10680,14,10,49,53,45,134,1017,3301,989,287,187,127,6214,7,10,48,42,38,94,853,3319,1497,546,356,136,6949,13,23,40,44,26,57,410,1995,1259,729,695,142,5427,21,13,63,92,57,122,699,1634,466,156,146,416,3881,11,12,92,50,31,73,159,156,41,7,23,396,1054,447,456,2472,2312,1694,4356,20465,34167,8633,2661,2429,3314,83416
214,33,30,40,150,724,1667,555,147,120,95,3597,4,3,14,26,42,88,477,1351,657,180,124,63,3027,5,3,18,18,10,57,177,643,410,126,93,32,1599,9,0,10,9,11,45,137,518,496,182,180,42,1635,4,0,13,12,8,20,62,221,290,180,355,48,1206,7,6,24,24,15,50,187,409,196,87,81,94,1185,5,3,51,24,24,46,92,56,31,0,13,180,519,181,150,1151,876,721,1961,5761,9214,3696,1156,1243,1102,27202
215,133,179,158,321,484,252,27,11,14,73,1705,32,26,93,100,108,229,365,279,43,12,11,65,1360,12,10,45,38,51,106,154,149,37,11,8,37,652,17,18,58,34,40,77,136,159,41,18,31,39,653,13,6,39,23,25,47,81,104,58,5,23,35,468,13,6,38,83,55,104,120,103,23,9,7,47,604,12,16,64,86,57,53,31,8,3,0,7,141,496,382,368,1752,2365,1801,2659,2869,1605,313,74,156,923,15266
216,68,110,123,304,455,292,47,9,9,56,1491,3,0,39,65,106,212,350,332,55,3,14,52,1236,0,0,26,29,25,98,168,173,40,0,6,13,587,4,0,16,16,34,59,103,138,61,5,5,31,479,3,0,20,23,21,28,59,110,67,8,13,27,384,3,3,22,42,37,78,129,117,28,0,12,41,523,7,13,49,63,39,47,32,8,0,0,0,92,344,144,158,1231,1637,1412,2483,2836,1832,400,50,108,666,12957
217,58,94,107,229,368,291,46,10,10,72,1318,27,0,51,46,83,138,286,270,51,7,14,66,1048,6,3,20,18,23,65,131,155,37,6,10,30,496,11,4,24,22,19,27,90,127,51,11,11,32,440,0,9,23,19,17,24,41,105,42,18,30,40,368,12,0,31,31,39,64,91,103,30,6,5,36,448,11,5,50,35,22,45,23,17,5,4,7,81,301,232,165,1233,1241,1159,1896,2307,1706,382,84,111,674,11189
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,24,38,23,55,194,1205,932,184,76,53,2812,8,0,6,13,20,38,122,999,1112,305,135,46,2790,5,0,4,10,5,18,38,422,714,241,113,27,1602,5,0,9,6,6,17,40,327,696,353,220,26,1700,9,0,3,7,4,10,20,148,322,296,381,26,1231,3,3,17,31,14,50,68,309,350,120,108,67,1146,9,8,37,21,17,30,19,51,21,4,9,108,331,200,225,1074,793,548,1060,1822,6739,5508,1797,1175,729,21670
