SA4_CODE_2021,C11_F_CL_Tot_15_19,C11_F_CL_Tot_20_24,C11_F_CL_Tot_25_34,C11_F_CL_Tot_35_44,C11_F_CL_Tot_45_54,C11_F_CL_Tot_55_64,C11_F_CL_Tot_65_74,C11_F_CL_Tot_75_84,C11_F_CL_Tot_85over,C11_F_CL_Tot_Tot,C11_F_LE_ID_15_19,C11_F_LE_ID_20_24,C11_F_LE_ID_25_34,C11_F_LE_ID_35_44,C11_F_LE_ID_45_54,C11_F_LE_ID_55_64,C11_F_LE_ID_65_74,C11_F_LE_ID_75_84,C11_F_LE_ID_85over,C11_F_LE_ID_Tot,C11_F_LE_NS_15_19,C11_F_LE_NS_20_24,C11_F_LE_NS_25_34,C11_F_LE_NS_35_44,C11_F_LE_NS_45_54,C11_F_LE_NS_55_64,C11_F_LE_NS_65_74,C11_F_LE_NS_75_84,C11_F_LE_NS_85over,C11_F_LE_NS_Tot,C11_F_Tot_15_19_yrs,C11_F_Tot_20_24_yrs,C11_F_Tot_25_34_yrs,C11_F_Tot_35_44_yrs,C11_F_Tot_45_54_yrs,C11_F_Tot_55_64_yrs,C11_F_Tot_65_74_yrs,C11_F_Tot_75_84_yrs,C11_F_Tot_85over,C11_F_Tot_Tot,C16_F_Post_Deg_15_19_yrs,C16_F_Post_Deg_20_24_yrs,C16_F_Post_Deg_25_34_yrs,C16_F_Post_Deg_35_44_yrs,C16_F_Post_Deg_45_54_yrs,C16_F_Post_Deg_55_64_yrs,C16_F_Post_Deg_65_74_yrs,C16_F_Post_Deg_75_84_yrs,C16_F_Post_Deg_85over,C16_F_Post_Deg_Tot,C16_F_GrDip_GrCe_15_19,C16_F_GrDip_GrCe_20_24,C16_F_GrDip_GrCe_25_34,C16_F_GrDip_GrCe_35_44,C16_F_GrDip_GrCe_45_54,C16_F_GrDip_GrCe_55_64,C16_F_GrDip_GrCe_65_74,C16_F_GrDip_GrCe_75_84,C16_F_GrDip_GrCe_85over,C16_F_GrDip_GrCe_Tot,C16_F_BD_15_19,C16_F_BD_20_24,C16_F_BD_25_34,C16_F_BD_35_44,C16_F_BD_45_54,C16_F_BD_55_64,C16_F_BD_65_74,C16_F_BD_75_84,C16_F_BD_85over,C16_F_BD_Tot,C16_F_AdD_DL_15_19,C16_F_AdD_DL_20_24,C16_F_AdD_DL_25_34,C16_F_AdD_DL_35_44,C16_F_AdD_DL_45_54,C16_F_AdD_DL_55_64,C16_F_AdD_DL_65_74,C16_F_AdD_DL_75_84,C16_F_AdD_DL_85over,C16_F_AdD_DL_Tot,C16_F_CL_C_III_IV_15_19,C16_F_CL_C_III_IV_20_24,C16_F_CL_C_III_IV_25_34,C16_F_CL_C_III_IV_35_44,C16_F_CL_C_III_IV_45_54,C16_F_CL_C_III_IV_55_64,C16_F_CL_C_III_IV_65_74,C16_F_CL_C_III_IV_75_84,C16_F_CL_C_III_IV_85over,C16_F_CL_C_III_IV_Tot,C16_F_CL_C_I_II_15_19,C16_F_CL_C_I_II_20_24,C16_F_CL_C_I_II_25_34,C16_F_CL_C_I_II_35_44,C16_F_CL_C_I_II_45_54,C16_F_CL_C_I_II_55_64,C16_F_CL_C_I_II_65_74,C16_F_CL_C_I_II_75_84,C16_F_CL_C_I_II_85over,C16_F_CL_C_I_II_Tot,C16_F_CL_CL_nfd_15_19,C16_F_CL_CL_nfd_20_24,C16_F_CL_CL_nfd_25_34,C16_F_CL_CL_nfd_35_44,C16_F_CL_CL_nfd_45_54,C16_F_CL_CL_nfd_55_64,C16_F_CL_CL_nfd_65_74,C16_F_CL_CL_nfd_75_84,C16_F_CL_CL_nfd_85over,C16_F_CL_CL_nfd_Tot,C16_F_CL_Tot_15_19,C16_F_CL_Tot_20_24,C16_F_CL_Tot_25_34,C16_F_CL_Tot_35_44,C16_F_CL_Tot_45_54,C16_F_CL_Tot_55_64,C16_F_CL_Tot_65_74,C16_F_CL_Tot_75_84,C16_F_CL_Tot_85over,C16_F_CL_Tot_Tot,C16_F_LE_ID_15_19,C16_F_LE_ID_20_24,C16_F_LE_ID_25_34,C16_F_LE_ID_35_44,C16_F_LE_ID_45_54,C16_F_LE_ID_55_64,C16_F_LE_ID_65_74,C16_F_LE_ID_75_84,C16_F_LE_ID_85over,C16_F_LE_ID_Tot,C16_F_LE_NS_15_19,C16_F_LE_NS_20_24,C16_F_LE_NS_25_34,C16_F_LE_NS_35_44,C16_F_LE_NS_45_54,C16_F_LE_NS_55_64,C16_F_LE_NS_65_74,C16_F_LE_NS_75_84,C16_F_LE_NS_85over,C16_F_LE_NS_Tot,C16_F_Tot_15_19_yrs,C16_F_Tot_20_24_yrs,C16_F_Tot_25_34_yrs,C16_F_Tot_35_44_yrs,C16_F_Tot_45_54_yrs,C16_F_Tot_55_64_yrs,C16_F_Tot_65_74_yrs,C16_F_Tot_75_84_yrs,C16_F_Tot_85over,C16_F_Tot_Tot,C21_F_Post_Deg_15_19_yrs,C21_F_Post_Deg_20_24_yrs,C21_F_Post_Deg_25_34_yrs,C21_F_Post_Deg_35_44_yrs,C21_F_Post_Deg_45_54_yrs,C21_F_Post_Deg_55_64_yrs,C21_F_Post_Deg_65_74_yrs,C21_F_Post_Deg_75_84_yrs,C21_F_Post_Deg_85over,C21_F_Post_Deg_Tot,C21_F_GrDip_GrCe_15_19,C21_F_GrDip_GrCe_20_24,C21_F_GrDip_GrCe_25_34,C21_F_GrDip_GrCe_35_44,C21_F_GrDip_GrCe_45_54,C21_F_GrDip_GrCe_55_64,C21_F_GrDip_GrCe_65_74,C21_F_GrDip_GrCe_75_84,C21_F_GrDip_GrCe_85over,C21_F_GrDip_GrCe_Tot,C21_F_BD_15_19,C21_F_BD_20_24,C21_F_BD_25_34,C21_F_BD_35_44,C21_F_BD_45_54,C21_F_BD_55_64,C21_F_BD_65_74,C21_F_BD_75_84,C21_F_BD_85over,C21_F_BD_Tot,C21_F_AdD_DL_15_19,C21_F_AdD_DL_20_24,C21_F_AdD_DL_25_34,C21_F_AdD_DL_35_44,C21_F_AdD_DL_45_54,C21_F_AdD_DL_55_64,C21_F_AdD_DL_65_74,C21_F_AdD_DL_75_84,C21_F_AdD_DL_85over,C21_F_AdD_DL_Tot,C21_F_CL_C_III_IV_15_19,C21_F_CL_C_III_IV_20_24,C21_F_CL_C_III_IV_25_34,C21_F_CL_C_III_IV_35_44,C21_F_CL_C_III_IV_45_54,C21_F_CL_C_III_IV_55_64,C21_F_CL_C_III_IV_65_74,C21_F_CL_C_III_IV_75_84,C21_F_CL_C_III_IV_85over,C21_F_CL_C_III_IV_Tot
406,135,549,1253,1075,901,484,137,45,19,4589,3,12,43,80,62,43,34,22,8,315,284,201,423,444,497,522,518,504,227,3626,434,1092,3091,2948,2644,1907,1017,666,280,14088,0,5,122,85,68,64,28,4,0,383,0,16,90,91,116,110,65,8,5,495,5,200,987,723,493,410,201,61,13,3083,9,89,386,494,612,532,251,56,22,2455,84,367,990,825,779,560,179,49,17,3849,39,92,200,152,83,69,35,10,4,678,14,49,101,161,134,126,54,27,9,670,137,502,1293,1136,991,756,271,81,26,5189,0,9,28,30,36,23,32,19,7,193,308,265,548,469,613,644,556,449,287,4149,465,1095,3449,3030,2922,2538,1405,683,361,15949,0,16,206,149,94,86,35,17,3,605,0,12,111,113,120,128,92,23,0,600,0,205,1029,830,588,427,272,102,21,3479,0,59,382,475,632,618,360,115,31,2669,126,403,1073,964,965,764,343,73,19,4736
407,452,1101,2468,2419,2274,1479,541,170,53,10949,7,27,75,128,178,172,109,78,31,807,524,228,490,732,833,1034,1240,1296,725,7100,1000,1847,5367,5982,5933,5279,3201,1975,946,31530,0,16,204,206,189,191,129,21,3,965,0,23,140,197,276,333,170,34,6,1181,3,321,1537,1566,1144,1166,860,289,78,6968,30,236,842,1116,1487,1592,1066,319,96,6779,358,959,2031,1884,2100,1565,726,181,59,9865,130,236,371,330,265,231,117,21,8,1707,54,116,249,374,396,375,300,103,30,1996,541,1304,2650,2590,2759,2174,1142,301,100,13565,6,13,59,55,61,98,97,59,37,492,540,304,656,749,1074,1205,1505,1214,878,8128,1111,2230,6084,6480,6992,6760,4972,2254,1201,38075,0,28,328,318,266,276,254,64,5,1542,0,37,221,278,317,366,365,74,10,1670,4,385,1821,1895,1519,1337,1222,529,120,8840,10,150,863,1100,1497,1809,1542,564,107,7638,403,981,2486,2372,2388,2333,1189,295,70,12507
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,8,24,40,25,34,16,3,0,0,157,0,3,4,4,0,4,0,0,0,15,12,17,33,26,43,29,27,39,38,250,22,67,176,104,110,80,43,39,38,674,0,0,15,5,0,4,0,0,0,25,0,0,6,6,0,0,0,0,0,13,0,12,46,22,15,10,8,0,4,117,0,4,16,13,25,16,4,0,0,82,7,5,20,12,22,21,9,0,0,103,5,3,0,0,3,0,0,0,0,15,0,0,3,0,9,10,0,0,0,25,13,9,28,13,32,32,12,0,0,137,0,0,4,0,3,5,0,0,0,12,12,16,46,38,53,29,15,6,0,219,29,47,155,98,124,95,46,10,3,602,0,0,25,7,11,0,0,0,0,44,0,0,4,6,5,7,4,0,0,22,0,12,51,25,12,15,7,4,0,125,0,4,18,16,21,27,20,0,0,96,12,19,44,32,21,24,11,0,0,166
501,656,1173,2324,2374,2082,1307,528,412,211,11073,17,49,140,205,323,336,225,116,32,1441,355,229,540,678,690,643,588,517,243,4483,1084,1994,5692,6841,6101,4569,2418,1405,569,30672,0,12,212,294,249,193,107,21,4,1089,0,28,241,363,347,290,119,31,0,1425,4,294,1880,2360,1653,1311,715,302,61,8591,47,242,1083,1328,1484,1470,818,284,87,6848,349,955,2188,2133,1958,1296,520,114,50,9563,247,233,324,280,235,175,88,16,9,1601,38,120,238,374,454,440,270,77,21,2031,628,1305,2755,2785,2649,1916,876,207,77,13197,6,14,77,72,76,109,104,69,14,542,586,347,855,955,1099,1314,1290,1040,594,8077,1271,2243,7099,8164,7557,6605,4033,1956,840,39762,0,22,292,464,355,296,217,56,0,1708,3,24,268,453,489,427,271,74,14,2011,0,304,2036,2806,2294,1646,1158,463,112,10825,36,187,1039,1495,1582,1692,1237,458,136,7868,578,1118,2536,2702,2461,1949,939,222,37,12543
502,268,609,1041,1044,1044,697,371,118,25,5221,14,34,63,114,155,188,197,95,34,899,270,158,306,392,392,490,600,717,333,3667,594,1122,2504,2963,2846,2310,1756,1182,437,15719,0,8,131,133,122,65,44,12,0,517,0,13,103,169,143,129,64,21,0,647,0,213,852,914,690,539,347,175,45,3779,53,205,574,714,865,741,499,218,46,3913,194,585,1168,1048,992,773,368,119,26,5278,97,95,147,111,112,84,53,17,7,734,23,66,144,223,214,253,205,79,22,1229,311,747,1464,1392,1316,1108,627,217,56,7241,4,12,26,45,64,61,83,58,13,362,246,180,399,442,531,669,827,740,385,4412,616,1377,3556,3798,3733,3307,2495,1441,550,20868,0,11,127,193,181,146,79,25,5,763,5,18,125,180,224,195,133,34,8,924,0,226,950,1110,965,688,562,243,51,4797,23,184,641,847,928,992,738,286,82,4712,279,635,1452,1390,1346,1161,608,210,39,7116
503,157,625,953,750,779,572,273,182,68,4364,11,60,195,202,242,269,265,145,102,1500,317,580,1342,733,699,717,565,688,727,6371,545,3829,11693,9070,8138,6047,3162,1984,1210,45689,3,125,1957,1919,1486,934,474,141,30,7064,0,64,693,729,782,630,276,73,30,3274,13,2189,6968,4636,3720,2569,1417,642,223,22371,55,433,1298,1078,1374,1276,871,455,201,7029,107,442,872,519,536,400,222,99,55,3241,68,79,76,73,66,64,63,22,16,526,11,56,146,210,244,243,222,88,55,1270,186,571,1092,803,853,707,503,206,121,5040,18,38,129,91,91,112,119,60,50,705,344,666,1796,949,852,857,825,786,673,7752,615,4077,13925,10193,9156,7082,4500,2364,1329,53245,0,202,2878,2681,1996,1303,796,230,62,10143,0,73,771,794,938,750,522,172,40,4076,4,2192,6963,5553,4461,3066,2074,957,356,25629,50,521,1201,1162,1292,1473,1086,633,261,7677,274,546,901,673,621,530,303,120,66,4034
504,568,1526,2850,2658,2282,1410,472,168,50,11974,36,75,248,341,424,431,298,142,48,2042,709,502,1028,1163,1124,1077,1008,887,561,8050,1424,3679,10209,10140,8289,5867,3020,1585,741,44951,0,49,1076,945,579,382,150,33,7,3208,4,47,507,624,549,395,133,38,0,2303,12,1189,5025,3977,2490,1589,831,257,57,15431,107,655,2275,2383,2154,1618,834,303,76,10412,353,1320,3043,2382,2132,1410,522,140,43,11351,214,226,355,280,250,171,88,31,4,1620,39,134,385,538,584,500,314,117,30,2647,608,1680,3783,3201,2975,2076,926,284,81,15622,13,43,187,150,162,176,129,64,25,952,559,662,1542,1397,1364,1249,1261,1051,804,9886,1302,4334,14397,12677,10270,7489,4260,2031,1057,57815,0,88,1414,1645,917,574,291,68,16,5007,0,70,713,839,717,499,266,84,16,3202,8,1221,5654,5136,3343,1991,1270,459,108,19186,53,667,2371,2648,2427,2014,1201,458,116,11950,535,1566,3782,3118,2706,2006,916,242,62,14941
505,1207,3099,5773,5610,4899,3024,1251,649,328,25845,55,233,540,776,926,913,698,373,129,4637,1244,1039,2153,2062,1940,1871,1776,1875,1162,15121,2726,8758,24782,24158,19440,12998,6538,3951,1900,105252,0,155,2454,2361,1467,831,330,74,14,7682,5,149,1373,1592,1360,932,316,81,16,5830,16,3333,12559,10412,6710,3924,2048,735,163,39904,246,1377,4969,5475,5315,3796,1986,750,206,24110,781,2426,5580,4583,4418,2627,1111,373,137,22037,393,351,614,590,510,380,198,75,24,3126,94,295,811,1200,1333,1120,772,292,116,6034,1274,3075,7004,6369,6260,4130,2083,733,276,31201,35,106,389,340,369,386,333,180,63,2204,1027,1102,2851,2468,2445,2376,2335,2122,1585,18307,2598,9292,31596,29013,23925,16366,9438,4663,2328,129233,0,224,3236,3865,2315,1293,596,168,24,11718,7,157,1671,2147,1812,1308,680,175,33,7989,11,3224,13084,13204,8830,5118,3174,1179,288,48114,125,1407,4861,5710,5917,4873,2947,1124,344,27310,1121,2754,6171,5647,5225,3920,1894,556,150,27450
506,1271,3043,5284,4600,3974,2833,1190,534,162,22889,65,231,483,589,754,823,630,327,128,4034,1183,1200,2169,1966,1853,1878,1638,1880,1410,15176,2750,9176,23313,18868,15641,11467,6002,3684,1980,92888,0,164,3351,2636,1415,814,323,72,11,8791,0,162,1114,1124,972,762,273,73,15,4493,21,3117,12235,8552,5011,3132,1661,665,135,34528,229,1421,4376,4092,3870,3138,1628,633,193,19581,741,2449,5102,3936,3384,2403,1023,266,108,19418,394,419,588,481,426,335,193,46,17,2904,97,247,672,934,987,865,588,251,92,4727,1235,3118,6369,5351,4798,3603,1796,568,214,27045,18,130,364,300,286,291,293,167,60,1902,992,1318,3038,2351,2187,2326,2241,2106,1700,18256,2499,9423,30845,24411,18534,14066,8212,4277,2333,114594,5,238,4172,4520,2205,1169,592,154,18,13057,5,172,1347,1591,1221,961,524,159,22,6009,12,3137,12404,11917,6834,4107,2546,971,240,42178,134,1462,4224,4880,4276,3661,2289,961,256,22144,1108,3013,5983,5288,4315,3165,1646,446,104,25067
507,964,2454,4369,4226,3492,1998,774,373,116,18770,50,154,381,537,724,643,497,296,123,3410,1044,712,1335,1682,1485,1477,1477,1770,1077,12057,2238,6318,16749,17307,14510,9711,5051,3320,1548,76756,0,83,1679,1861,1333,856,366,75,17,6275,10,130,1006,1173,1104,779,279,83,22,4566,16,2251,8434,7366,4950,3202,1577,599,185,28590,162,1036,3188,3687,3679,2780,1452,596,203,16778,656,2195,4612,3627,3404,2016,798,271,105,17679,332,402,566,446,362,310,147,43,20,2630,100,222,586,816,908,760,532,217,89,4229,1093,2814,5764,4891,4678,3080,1480,531,214,24539,12,69,211,237,308,293,237,114,65,1547,896,1001,2335,1975,2058,1992,1891,1923,1468,15538,2188,7385,22624,21180,18107,12981,7278,3920,2160,97823,0,116,2260,2977,1990,1276,679,162,27,9490,3,119,1201,1581,1407,1085,601,151,33,6178,5,2359,9172,9567,6621,4098,2573,964,240,35601,118,979,3239,4153,4194,3494,2179,879,280,19530,991,2453,5561,4838,4261,3158,1387,380,107,23129
509,397,712,1572,1553,1400,1038,390,107,43,7216,17,32,74,140,214,303,219,94,41,1127,319,168,406,573,616,696,638,623,298,4329,753,1290,4015,4765,4641,4039,2203,1131,477,23317,0,4,119,173,178,170,81,13,5,734,0,11,169,226,238,266,97,22,3,1034,0,235,1293,1396,1136,936,590,227,56,5876,32,157,657,830,1131,1167,712,279,70,5047,183,556,1350,1192,1266,1033,399,88,26,6104,162,139,235,194,156,147,80,24,7,1128,35,72,153,268,294,325,200,51,20,1422,380,767,1728,1652,1722,1502,680,167,56,8654,8,23,52,45,68,84,83,59,16,438,401,281,677,772,1045,1234,1243,862,458,6969,826,1486,4701,5092,5504,5372,3484,1634,658,28751,0,19,193,244,220,239,149,37,6,1100,0,22,183,246,280,276,211,47,5,1271,0,265,1329,1603,1372,1176,791,343,85,6967,18,138,623,857,1089,1316,959,402,88,5494,259,566,1436,1438,1421,1293,690,159,39,7302
510,188,650,1426,955,622,287,45,3,0,4176,7,42,89,107,129,82,22,4,0,483,451,528,1280,1123,854,480,171,65,14,4961,664,1675,5318,4100,2840,1465,347,97,20,16523,0,9,231,187,111,87,24,5,0,651,3,25,197,202,118,94,17,0,0,646,4,245,1584,1141,583,352,100,17,4,4034,12,130,800,694,559,347,92,11,0,2640,85,410,1240,849,550,286,48,4,0,3478,78,133,251,157,91,50,4,0,0,771,8,43,173,170,144,87,22,3,0,664,174,592,1663,1183,782,427,77,13,3,4907,0,6,52,37,30,25,4,0,0,165,426,476,1412,1025,1000,641,259,91,36,5360,612,1479,5941,4467,3184,1973,572,130,41,18408,0,15,318,313,163,102,37,9,0,959,0,16,237,244,160,106,34,5,0,796,0,266,1670,1286,728,415,129,31,0,4520,9,106,680,732,558,417,128,22,0,2647,100,367,1209,1078,694,374,92,10,0,3922
511,339,791,1560,1382,1148,650,208,70,10,6159,17,46,98,162,181,177,110,52,15,855,493,397,794,859,811,655,549,423,190,5169,878,1773,4700,4645,3845,2544,1324,664,241,20611,0,3,190,170,115,84,29,0,0,589,0,25,179,216,180,134,52,4,0,794,3,259,1374,1202,850,546,265,87,18,4600,19,186,695,830,792,694,311,114,20,3667,182,529,1344,1073,1076,617,222,61,8,5114,142,169,231,173,142,103,52,14,0,1031,31,84,176,251,210,221,99,46,10,1122,355,777,1748,1496,1432,943,375,123,20,7262,0,12,36,52,45,49,47,20,5,268,487,404,1052,950,1008,966,763,493,210,6325,864,1670,5269,4904,4421,3416,1839,848,276,23514,0,25,257,283,180,119,59,8,0,929,0,21,209,233,212,175,94,27,8,970,0,318,1454,1330,1036,643,337,151,25,5294,20,161,659,776,835,750,436,149,35,3827,204,592,1443,1330,1227,898,371,98,15,6176
597,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,4,0,3,5,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,4,0,4,0,0,0,0,7,0,4,3,0,0,0,0,0,0,3
599,13,49,101,47,71,67,21,0,0,358,0,8,18,6,9,23,5,5,0,80,23,35,94,96,66,72,24,15,4,430,37,165,488,294,251,309,99,17,5,1661,0,4,22,4,9,4,4,0,0,54,0,0,7,5,8,11,4,0,0,33,0,36,133,48,32,24,21,0,0,304,0,11,44,14,20,47,22,0,0,161,4,26,53,30,33,56,17,0,0,221,3,3,6,8,4,5,4,0,0,39,0,8,18,9,5,19,12,0,0,65,5,38,77,39,47,78,35,5,0,319,0,0,3,0,3,3,4,3,0,20,20,61,157,102,105,84,57,16,3,612,25,153,441,223,217,264,141,23,6,1492,0,0,42,18,8,10,7,0,0,90,0,0,7,12,9,11,10,0,0,49,0,40,140,80,27,36,13,0,0,340,0,8,48,44,27,45,16,5,0,190,3,25,65,69,48,47,22,0,0,286
601,491,1584,2856,2379,2313,1388,533,259,100,11893,23,57,115,157,193,234,143,99,37,1052,609,440,756,837,1052,1274,1319,1356,785,8423,1148,3452,9030,9072,8932,7105,3810,2479,1201,46235,0,79,1213,1124,913,717,373,85,18,4525,3,56,527,607,675,581,293,60,18,2828,5,972,3527,3348,2556,2395,1306,473,175,14764,26,298,1151,1535,1792,1602,1080,521,183,8192,219,1149,2567,2028,1939,1441,492,178,71,10091,142,291,405,274,235,185,107,23,15,1678,44,125,282,374,411,490,301,147,88,2269,407,1563,3252,2676,2588,2122,897,355,175,14032,13,24,77,78,113,135,183,121,38,781,564,448,928,910,1069,1293,1391,1189,702,8493,1015,3447,10669,10279,9704,8853,5530,2804,1321,53612,0,140,3996,2266,1386,1001,665,172,27,9669,0,61,726,892,755,736,557,145,24,3892,4,1335,5571,4294,3211,2585,1997,770,213,19986,24,305,1432,1618,1967,1813,1460,653,237,9511,181,1241,2926,2614,2262,1899,880,240,70,12319
602,320,962,1882,1785,1643,1128,354,141,57,8266,9,29,86,104,136,147,92,53,23,686,409,189,385,509,627,806,968,944,480,5321,755,1716,4715,5187,5171,4395,2537,1529,660,26658,0,14,258,322,312,301,184,22,3,1430,0,16,163,225,239,258,122,35,7,1070,0,402,1603,1612,1416,1283,716,238,85,7352,12,157,594,846,1072,1078,738,341,80,4928,181,706,1460,1370,1348,1024,452,98,29,6665,99,207,293,221,204,149,76,18,4,1277,44,111,207,254,324,355,225,101,32,1652,323,1020,1958,1841,1877,1533,751,215,73,9596,3,21,37,51,46,66,85,48,24,392,465,350,643,648,829,975,1202,893,483,6485,803,1989,5256,5551,5795,5494,3804,1789,751,31244,0,24,876,568,450,415,300,91,0,2724,0,28,234,303,306,301,241,83,19,1513,0,440,2232,2025,1695,1486,1140,411,90,9525,13,146,682,934,1190,1230,938,463,117,5712,136,846,1931,1797,1749,1451,715,162,33,8822
603,51,180,482,456,436,318,118,14,11,2063,7,9,16,19,35,51,24,10,3,174,81,36,95,140,180,285,252,159,70,1305,138,280,954,1297,1391,1399,769,269,101,6594,0,3,45,65,108,113,69,9,3,412,0,4,23,53,70,78,63,12,0,298,0,44,264,343,357,397,256,56,11,1726,5,23,138,200,325,352,254,83,9,1400,34,118,344,379,338,313,116,27,5,1675,23,53,70,54,58,37,18,5,0,315,12,18,46,76,82,99,73,15,0,419,67,188,452,507,479,448,215,49,13,2412,0,0,12,10,16,25,29,15,5,110,126,68,126,200,244,349,392,224,91,1820,191,335,1063,1384,1599,1761,1270,442,131,8177,0,5,125,169,127,180,118,22,0,753,0,0,45,68,96,125,96,16,0,452,0,51,388,512,413,518,376,113,16,2394,0,27,152,244,320,494,336,116,21,1714,31,173,518,499,474,436,186,37,11,2354
604,345,890,1580,1524,1499,875,252,94,29,7085,10,16,59,77,94,125,85,43,8,522,319,148,292,465,568,623,845,821,418,4500,683,1338,3358,3727,3953,3120,1894,1208,537,19830,0,17,107,129,151,140,64,10,9,612,4,13,95,116,179,174,79,21,0,677,0,183,891,856,748,803,470,144,37,4127,10,118,484,721,902,802,542,234,66,3876,142,669,1381,1191,1208,886,295,63,19,5863,116,205,248,169,166,114,59,16,7,1101,34,71,160,202,286,267,144,60,18,1245,292,946,1794,1559,1670,1274,498,136,44,8209,0,12,43,26,53,58,54,53,14,317,329,181,393,426,657,833,985,813,391,5011,639,1471,3809,3826,4353,4082,2685,1413,564,22827,0,4,410,224,204,226,115,31,5,1228,0,19,152,162,200,210,133,42,9,928,0,256,1153,1218,942,885,711,259,47,5480,3,103,522,686,968,962,714,334,98,4389,116,680,1832,1588,1505,1395,601,121,34,7876
697,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,6,6,11,7,5,9,0,0,0,47,0,0,0,0,0,0,0,0,0,4,9,7,13,8,4,13,15,4,0,58,10,22,56,33,33,48,21,3,0,222,0,0,6,3,5,0,0,0,0,18,0,0,0,3,0,0,0,0,0,10,0,3,13,10,4,9,5,0,0,42,0,0,8,9,7,5,6,0,0,37,0,0,7,5,0,5,0,0,0,29,0,0,4,0,0,0,0,0,0,6,0,0,0,0,3,4,0,0,0,10,4,7,15,4,5,10,0,0,0,41,0,0,0,0,0,0,0,0,0,5,4,8,11,5,16,10,9,0,0,62,8,16,51,37,39,41,21,3,0,208,0,0,6,5,6,4,0,0,0,19,0,0,6,0,0,7,0,0,0,10,0,0,21,15,14,6,0,0,0,61,0,0,3,5,6,10,6,4,0,28,0,7,16,19,13,11,3,0,0,69
701,301,907,1910,1494,1149,554,145,39,10,6513,9,46,86,101,113,85,47,18,3,504,566,499,1224,1209,1054,788,417,229,83,6067,907,2186,7254,6381,5137,3170,1136,392,119,26682,4,33,718,687,493,364,129,24,0,2453,0,33,441,457,348,279,79,16,0,1649,0,532,3341,2340,1396,911,390,93,23,9022,16,277,1190,1194,1106,747,284,83,12,4902,193,744,1895,1392,1063,572,168,32,8,6070,112,136,220,134,116,81,28,0,0,827,21,88,223,229,247,170,89,24,3,1094,327,966,2339,1756,1428,823,281,58,14,7996,0,30,84,72,56,43,32,15,7,348,488,588,1638,1189,1061,922,542,241,97,6771,832,2456,9753,7694,5892,4086,1741,532,153,33141,0,47,1544,1155,699,480,217,51,3,4197,0,50,506,593,476,330,159,30,0,2150,0,648,3830,2903,1697,1065,605,179,28,10956,15,222,1155,1285,1187,877,427,146,15,5332,235,630,1823,1637,1231,843,272,55,11,6746
