SA4_CODE_2021,C11_M_Post_Deg_15_19_yrs,C11_M_Post_Deg_20_24_yrs,C11_M_Post_Deg_25_34_yrs,C11_M_Post_Deg_35_44_yrs,C11_M_Post_Deg_45_54_yrs,C11_M_Post_Deg_55_64_yrs,C11_M_Post_Deg_65_74_yrs,C11_M_Post_Deg_75_84_yrs,C11_M_Post_Deg_85over,C11_M_Post_Deg_Tot,C11_M_GrDip_GrCe_15_19,C11_M_GrDip_GrCe_20_24,C11_M_GrDip_GrCe_25_34,C11_M_GrDip_GrCe_35_44,C11_M_GrDip_GrCe_45_54,C11_M_GrDip_GrCe_55_64,C11_M_GrDip_GrCe_65_74,C11_M_GrDip_GrCe_75_84,C11_M_GrDip_GrCe_85over,C11_M_GrDip_GrCe_Tot,C11_M_BD_15_19,C11_M_BD_20_24,C11_M_BD_25_34,C11_M_BD_35_44,C11_M_BD_45_54,C11_M_BD_55_64,C11_M_BD_65_74,C11_M_BD_75_84,C11_M_BD_85over,C11_M_BD_Tot,C11_M_AdD_DL_15_19,C11_M_AdD_DL_20_24,C11_M_AdD_DL_25_34,C11_M_AdD_DL_35_44,C11_M_AdD_DL_45_54,C11_M_AdD_DL_55_64,C11_M_AdD_DL_65_74,C11_M_AdD_DL_75_84,C11_M_AdD_DL_85over,C11_M_AdD_DL_Tot,C11_M_CL_C_III_IV_15_19,C11_M_CL_C_III_IV_20_24,C11_M_CL_C_III_IV_25_34,C11_M_CL_C_III_IV_35_44,C11_M_CL_C_III_IV_45_54,C11_M_CL_C_III_IV_55_64,C11_M_CL_C_III_IV_65_74,C11_M_CL_C_III_IV_75_84,C11_M_CL_C_III_IV_85over,C11_M_CL_C_III_IV_Tot,C11_M_CL_C_I_II_15_19,C11_M_CL_C_I_II_20_24,C11_M_CL_C_I_II_25_34,C11_M_CL_C_I_II_35_44,C11_M_CL_C_I_II_45_54,C11_M_CL_C_I_II_55_64,C11_M_CL_C_I_II_65_74,C11_M_CL_C_I_II_75_84,C11_M_CL_C_I_II_85over,C11_M_CL_C_I_II_Tot,C11_M_CL_CL_nfd_15_19,C11_M_CL_CL_nfd_20_24,C11_M_CL_CL_nfd_25_34,C11_M_CL_CL_nfd_35_44,C11_M_CL_CL_nfd_45_54,C11_M_CL_CL_nfd_55_64,C11_M_CL_CL_nfd_65_74,C11_M_CL_CL_nfd_75_84,C11_M_CL_CL_nfd_85over,C11_M_CL_CL_nfd_Tot,C11_M_CL_Tot_15_19,C11_M_CL_Tot_20_24,C11_M_CL_Tot_25_34,C11_M_CL_Tot_35_44,C11_M_CL_Tot_45_54,C11_M_CL_Tot_55_64,C11_M_CL_Tot_65_74,C11_M_CL_Tot_75_84,C11_M_CL_Tot_85over,C11_M_CL_Tot_Tot,C11_M_LE_ID_15_19,C11_M_LE_ID_20_24,C11_M_LE_ID_25_34,C11_M_LE_ID_35_44,C11_M_LE_ID_45_54,C11_M_LE_ID_55_64,C11_M_LE_ID_65_74,C11_M_LE_ID_75_84,C11_M_LE_ID_85over,C11_M_LE_ID_Tot,C11_M_LE_NS_15_19,C11_M_LE_NS_20_24,C11_M_LE_NS_25_34,C11_M_LE_NS_35_44,C11_M_LE_NS_45_54,C11_M_LE_NS_55_64,C11_M_LE_NS_65_74,C11_M_LE_NS_75_84,C11_M_LE_NS_85over,C11_M_LE_NS_Tot,C11_M_Tot_15_19_yrs,C11_M_Tot_20_24_yrs,C11_M_Tot_25_34_yrs,C11_M_Tot_35_44_yrs,C11_M_Tot_45_54_yrs,C11_M_Tot_55_64_yrs,C11_M_Tot_65_74_yrs,C11_M_Tot_75_84_yrs,C11_M_Tot_85over,C11_M_Tot_Tot,C16_M_Post_Deg_15_19_yrs,C16_M_Post_Deg_20_24_yrs,C16_M_Post_Deg_25_34_yrs,C16_M_Post_Deg_35_44_yrs,C16_M_Post_Deg_45_54_yrs,C16_M_Post_Deg_55_64_yrs,C16_M_Post_Deg_65_74_yrs,C16_M_Post_Deg_75_84_yrs,C16_M_Post_Deg_85over,C16_M_Post_Deg_Tot,C16_M_GrDip_GrCe_15_19,C16_M_GrDip_GrCe_20_24,C16_M_GrDip_GrCe_25_34,C16_M_GrDip_GrCe_35_44,C16_M_GrDip_GrCe_45_54,C16_M_GrDip_GrCe_55_64,C16_M_GrDip_GrCe_65_74,C16_M_GrDip_GrCe_75_84,C16_M_GrDip_GrCe_85over,C16_M_GrDip_GrCe_Tot,C16_M_BD_15_19,C16_M_BD_20_24,C16_M_BD_25_34,C16_M_BD_35_44,C16_M_BD_45_54,C16_M_BD_55_64,C16_M_BD_65_74,C16_M_BD_75_84,C16_M_BD_85over,C16_M_BD_Tot,C16_M_AdD_DL_15_19,C16_M_AdD_DL_20_24,C16_M_AdD_DL_25_34,C16_M_AdD_DL_35_44,C16_M_AdD_DL_45_54,C16_M_AdD_DL_55_64,C16_M_AdD_DL_65_74,C16_M_AdD_DL_75_84,C16_M_AdD_DL_85over,C16_M_AdD_DL_Tot,C16_M_CL_C_III_IV_15_19,C16_M_CL_C_III_IV_20_24,C16_M_CL_C_III_IV_25_34,C16_M_CL_C_III_IV_35_44,C16_M_CL_C_III_IV_45_54,C16_M_CL_C_III_IV_55_64,C16_M_CL_C_III_IV_65_74,C16_M_CL_C_III_IV_75_84,C16_M_CL_C_III_IV_85over,C16_M_CL_C_III_IV_Tot,C16_M_CL_C_I_II_15_19,C16_M_CL_C_I_II_20_24,C16_M_CL_C_I_II_25_34,C16_M_CL_C_I_II_35_44,C16_M_CL_C_I_II_45_54,C16_M_CL_C_I_II_55_64,C16_M_CL_C_I_II_65_74,C16_M_CL_C_I_II_75_84,C16_M_CL_C_I_II_85over,C16_M_CL_C_I_II_Tot,C16_M_CL_CL_nfd_15_19,C16_M_CL_CL_nfd_20_24,C16_M_CL_CL_nfd_25_34,C16_M_CL_CL_nfd_35_44,C16_M_CL_CL_nfd_45_54,C16_M_CL_CL_nfd_55_64,C16_M_CL_CL_nfd_65_74,C16_M_CL_CL_nfd_75_84,C16_M_CL_CL_nfd_85over,C16_M_CL_CL_nfd_Tot,C16_M_CL_Tot_15_19,C16_M_CL_Tot_20_24,C16_M_CL_Tot_25_34,C16_M_CL_Tot_35_44,C16_M_CL_Tot_45_54,C16_M_CL_Tot_55_64,C16_M_CL_Tot_65_74,C16_M_CL_Tot_75_84,C16_M_CL_Tot_85over,C16_M_CL_Tot_Tot,C16_M_LE_ID_15_19,C16_M_LE_ID_20_24,C16_M_LE_ID_25_34,C16_M_LE_ID_35_44,C16_M_LE_ID_45_54,C16_M_LE_ID_55_64,C16_M_LE_ID_65_74,C16_M_LE_ID_75_84,C16_M_LE_ID_85over,C16_M_LE_ID_Tot
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,12,10,3,3,3,0,0,36,0,0,6,0,0,0,0,0,0,10,0,10,50,31,8,8,0,0,0,112,0,3,8,17,21,12,5,0,0,72,5,25,73,46,56,69,33,5,0,312,0,4,11,4,0,0,0,0,0,22,0,0,3,6,5,3,4,0,0,12,6,29,81,56,60,76,34,5,0,347,0,0,3,4,8,3,0,0,6,16,11,21,59,65,77,57,28,28,25,373,15,66,226,174,171,160,81,32,29,963,0,0,11,6,12,9,0,0,0,36,0,0,3,0,5,0,0,0,0,10,0,18,49,17,9,12,4,0,0,105,0,9,12,10,11,4,14,4,0,63,3,21,76,39,49,49,53,8,5,306,0,5,6,4,0,0,0,0,0,14,0,0,10,4,0,10,0,0,0,23,4,28,89,48,50,57,53,8,5,345,0,5,3,0,0,6,0,0,0,11
501,0,9,75,150,196,173,111,26,3,743,0,3,49,130,140,113,39,14,4,489,0,111,803,1082,936,780,388,115,17,4227,16,114,407,688,798,768,436,154,30,3412,502,1496,3339,3780,3938,2933,1614,763,213,18566,111,106,116,93,81,52,27,8,0,591,23,38,101,160,131,135,82,30,4,702,633,1639,3549,4031,4143,3121,1727,793,214,19858,18,48,156,142,174,174,146,69,23,946,438,370,849,915,893,725,525,370,134,5218,1106,2296,5885,7137,7287,5854,3361,1539,423,34891,0,4,109,228,217,192,199,50,8,1009,0,4,66,142,149,161,82,25,4,630,3,103,913,1215,1025,1017,641,205,46,5157,15,126,539,800,996,928,720,261,54,4441,348,1366,3653,4007,4019,3396,2209,888,201,20082,172,154,136,106,81,70,32,7,0,762,31,49,148,214,201,215,227,80,18,1188,549,1566,3930,4333,4305,3689,2465,973,227,22031,7,15,66,85,74,61,89,38,16,458
502,0,3,42,66,91,76,49,18,0,345,0,4,12,36,46,53,27,7,0,189,0,49,271,362,357,298,209,87,18,1651,8,52,180,298,376,428,365,165,34,1913,204,659,1434,1648,1835,1571,1402,671,124,9546,69,60,69,49,25,22,24,12,3,322,10,27,34,56,67,65,57,31,5,356,284,745,1538,1744,1932,1658,1480,714,130,10223,7,34,61,88,86,109,123,73,23,601,320,223,417,485,473,509,504,471,197,3600,620,1108,2529,3084,3364,3127,2751,1538,403,18522,0,5,63,127,128,93,99,28,8,553,0,0,23,44,64,66,47,5,6,267,0,82,345,491,446,374,300,140,35,2225,18,75,289,388,538,493,513,252,58,2618,177,736,1924,1865,2157,1873,1635,982,231,11587,94,89,86,60,31,37,23,10,0,423,20,30,89,89,96,113,134,62,19,651,295,856,2102,2012,2284,2021,1796,1049,250,12659,9,4,21,41,42,34,66,35,6,265
503,0,73,1469,1577,1564,1170,630,224,61,6763,0,31,330,427,416,252,99,26,5,1594,4,1382,5396,3740,3309,2445,1097,418,126,17919,27,419,1045,851,933,940,585,274,94,5171,123,744,1685,1140,1289,954,606,292,128,6958,51,66,81,52,29,26,23,4,0,333,8,53,107,71,99,90,60,27,16,519,182,857,1874,1267,1415,1069,678,323,142,7809,16,67,211,155,171,167,148,100,46,1087,437,705,1797,1053,820,816,519,440,238,6824,667,3539,12123,9067,8634,6867,3761,1805,714,47172,0,77,1799,2045,1834,1357,882,350,86,8431,0,40,410,411,445,358,172,49,10,1897,11,1697,6110,4094,3543,2763,1625,576,204,20622,35,401,1250,935,942,895,729,362,101,5652,95,535,1833,1081,1175,1028,680,404,135,6965,48,63,70,41,41,29,16,9,3,328,10,58,132,108,109,111,93,64,15,692,153,652,2036,1227,1329,1176,785,475,149,7987,15,41,135,93,97,80,79,41,20,603
504,0,34,486,508,441,337,161,28,11,2002,0,8,179,302,265,160,59,19,0,993,3,601,2439,2214,1592,1093,480,154,43,8620,41,375,1249,1381,1338,1061,553,197,51,6253,459,1832,3905,4419,4528,3559,1970,808,192,21671,94,120,170,127,86,67,23,9,0,698,23,69,152,169,174,177,78,34,7,882,573,2024,4232,4712,4786,3803,2070,855,200,23250,8,93,242,248,255,235,169,99,41,1389,810,876,1768,1673,1361,1046,796,607,242,9177,1442,4009,10595,11032,10035,7743,4287,1950,587,51686,0,36,776,846,568,417,227,63,16,2964,0,24,254,345,328,233,110,27,3,1334,9,739,3246,2849,1973,1304,782,250,50,11200,50,421,1766,1822,1660,1315,786,284,70,8181,411,1966,5348,4563,4835,4058,2544,1120,241,25089,206,188,224,143,108,67,30,5,0,969,38,86,248,254,287,226,182,80,17,1409,655,2234,5820,4958,5228,4352,2755,1208,260,27470,18,39,146,139,131,105,86,41,18,717
505,0,61,1327,1713,1544,985,405,139,22,6199,0,48,445,795,630,454,164,43,6,2586,9,1722,6700,6359,4603,3134,1321,460,119,24431,96,975,2844,3403,3265,2833,1462,593,153,15627,1014,3839,8781,9356,9543,6929,3984,1905,494,45856,235,272,376,253,188,126,57,24,7,1530,42,149,324,404,318,331,176,84,21,1836,1293,4264,9480,10014,10042,7380,4212,2011,526,49226,57,239,572,631,571,558,394,245,99,3363,1358,1353,2885,2522,2157,1731,1261,1130,528,14919,2814,8667,24254,25441,22805,17081,9214,4625,1456,116354,0,94,1795,2498,1925,1325,683,231,52,8608,4,42,602,806,872,603,283,67,12,3287,15,2131,8248,7590,5523,3714,2112,689,190,30219,122,941,3773,4058,4004,3108,2114,818,213,19144,812,3709,11200,9539,9845,7833,4927,2455,575,50887,356,313,428,282,202,134,71,15,7,1809,56,163,478,578,614,526,398,210,61,3079,1219,4187,12104,10396,10660,8490,5396,2680,648,55775,27,96,380,386,334,249,221,118,32,1851
506,0,125,1918,1721,1266,906,414,98,27,6478,0,49,450,533,504,374,132,31,6,2089,13,1954,7178,4987,3459,2506,1067,375,100,21653,115,1279,2808,2454,2352,2186,1153,423,106,12875,1008,3712,7683,7404,7774,6664,3741,1737,429,40148,252,250,390,236,154,118,44,27,3,1473,58,156,319,302,308,304,181,58,9,1700,1314,4112,8393,7935,8236,7082,3961,1832,451,43315,40,222,550,499,473,456,370,207,83,2897,1335,1905,3318,2680,2233,1921,1319,1106,563,16382,2821,9662,24626,20815,18524,15437,8408,4078,1324,105688,0,97,2731,2990,1852,1112,650,212,36,9677,0,55,562,653,599,497,248,51,10,2673,15,2305,9011,6745,4339,2957,1678,550,157,27765,129,1249,3954,3368,2807,2350,1632,624,146,16259,724,3621,9538,7759,7900,6797,4573,2150,552,43618,376,390,411,261,178,110,61,13,5,1804,64,187,461,504,516,463,337,172,42,2750,1169,4200,10416,8523,8593,7371,4973,2334,592,48177,38,113,335,322,256,206,192,87,35,1584
507,0,49,756,1178,1227,946,416,108,10,4697,0,28,305,487,473,338,127,40,5,1805,11,1258,4450,4028,3242,2349,970,387,112,16809,69,585,1762,2425,2250,1851,931,474,122,10476,656,2795,6567,6965,6973,4936,2970,1507,347,33725,228,238,273,178,130,105,45,10,0,1213,51,112,237,280,262,233,127,73,17,1391,939,3145,7076,7430,7368,5272,3140,1589,372,36329,42,144,390,469,409,405,296,201,70,2427,1090,1046,2172,2083,1883,1451,1155,1043,510,12436,2150,6257,16921,18102,16845,12624,7028,3844,1199,84970,0,59,1224,1803,1541,1159,686,203,45,6717,0,45,386,537,602,483,232,60,11,2359,4,1383,5319,5160,3856,2789,1591,566,165,20837,101,662,2364,2815,2808,2208,1405,538,155,13056,619,3002,8289,7583,7720,5852,3737,1934,512,39259,298,283,339,186,161,90,59,13,10,1434,65,133,365,443,471,382,336,187,60,2442,984,3416,8993,8214,8356,6326,4134,2135,577,43129,27,51,217,268,219,212,161,82,31,1269
509,0,3,36,102,131,141,84,27,11,536,0,0,33,73,94,83,28,4,4,323,0,90,549,690,595,518,253,94,22,2801,3,57,259,474,598,680,374,118,18,2577,270,950,1994,2275,2606,2170,1320,485,86,12156,116,88,111,70,63,41,29,5,3,531,17,21,75,110,120,131,74,30,0,582,402,1065,2177,2455,2792,2344,1419,525,95,13268,11,17,87,104,147,189,147,76,21,798,444,409,708,863,884,798,604,501,185,5401,866,1640,3853,4753,5238,4751,2907,1348,351,25707,0,0,66,94,129,164,148,43,6,654,0,3,37,86,76,112,70,12,0,403,0,107,566,679,639,612,401,133,35,3174,16,72,293,497,631,751,550,164,46,3024,269,953,2338,2261,2597,2651,1813,715,156,13749,138,111,120,71,71,63,27,21,0,627,27,56,92,147,154,206,176,80,19,967,438,1122,2548,2474,2822,2920,2021,812,174,15339,0,13,30,46,59,57,74,42,14,336
510,0,8,153,151,121,65,17,3,0,529,0,8,73,94,68,47,8,0,0,297,0,197,1070,767,415,259,43,11,0,2766,7,83,484,610,524,305,45,5,0,2069,135,1128,3592,3297,2689,1347,258,50,4,12507,46,99,134,87,53,23,5,0,0,450,14,46,96,78,62,56,6,6,0,357,191,1270,3819,3462,2811,1424,272,52,4,13313,8,43,130,133,114,76,31,8,0,552,577,1229,3159,2680,2044,1074,267,79,27,11134,790,2835,8899,7899,6103,3245,686,153,35,30653,0,3,200,227,132,68,24,8,0,674,0,8,82,93,81,48,12,0,0,326,5,114,1048,839,504,315,82,11,3,2911,3,66,575,729,566,356,82,14,0,2401,122,771,4115,3384,2687,1580,356,75,8,13101,53,86,171,98,71,28,3,0,0,521,15,37,149,164,135,95,26,0,0,617,190,894,4432,3649,2896,1704,384,77,8,14231,4,16,40,50,42,22,10,0,0,180
511,0,13,131,148,112,82,24,8,0,515,0,10,65,93,74,52,15,0,0,308,0,186,708,716,473,298,99,28,6,2520,11,91,330,548,545,426,171,61,9,2182,261,1199,2914,2946,2753,1957,911,305,62,13315,76,107,120,103,71,28,19,3,0,533,13,35,78,100,81,69,32,14,0,424,354,1348,3117,3150,2909,2056,963,324,63,14282,18,43,121,139,141,153,98,52,9,763,561,623,1360,1230,1249,904,585,362,112,6982,936,2299,5830,6024,5500,3974,1957,840,197,27552,0,0,146,191,143,117,46,15,0,665,0,10,74,80,77,75,27,7,0,349,0,134,783,654,542,324,172,45,13,2664,15,76,426,526,583,490,245,91,16,2466,211,1087,2955,2600,2757,2266,1164,396,80,13504,96,111,130,94,90,66,28,10,0,619,12,36,114,141,148,144,106,47,7,758,319,1225,3195,2832,2991,2476,1299,446,89,14883,6,12,37,42,48,62,39,21,4,272
597,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,3,0,0,0,15,0,0,10,13,5,0,0,0,0,29,0,9,43,34,31,7,3,0,0,125,0,0,6,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,9,44,41,29,12,3,0,0,139,0,0,9,5,5,0,0,0,0,22,0,3,21,17,3,9,0,0,0,67,0,19,95,73,54,21,4,3,0,276,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,8,10,5,4,0,3,0,31,0,0,8,14,13,11,0,0,0,51,0,0,44,39,35,7,3,0,0,130,0,0,4,3,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,10,0,0,46,43,36,9,3,0,0,142,0,0,0,0,0,0,0,0,0,0
599,0,4,33,27,20,0,6,0,0,83,0,0,0,0,3,6,0,0,0,15,0,36,117,67,41,50,5,0,0,318,0,14,48,38,38,54,20,0,0,225,10,76,222,164,149,196,121,9,0,955,3,8,10,8,5,4,0,0,0,38,0,0,6,12,5,11,6,0,0,36,12,86,246,184,158,207,126,9,0,1029,0,4,17,11,11,21,15,3,0,84,38,73,206,187,186,124,50,23,0,896,48,217,674,514,466,458,224,43,3,2644,0,0,24,12,6,9,6,0,0,66,0,0,3,5,0,5,3,0,0,12,0,18,93,38,14,33,15,6,0,219,0,11,29,23,31,35,26,0,0,152,9,44,178,135,138,144,85,10,3,750,0,6,10,7,0,4,0,0,0,31,0,0,10,3,11,8,10,0,0,46,8,49,195,148,148,159,93,13,3,825,0,3,3,9,0,0,3,0,0,26
601,0,34,500,687,753,676,359,140,30,3172,0,26,182,318,337,269,86,28,6,1253,0,583,2366,2134,1820,1677,719,336,113,9759,12,208,672,1074,1245,1137,690,336,95,5460,290,1595,3410,3607,3828,2960,1927,920,255,18797,116,181,249,104,85,68,36,28,6,875,4,48,92,110,139,166,98,48,12,725,413,1819,3750,3822,4049,3198,2065,995,284,20391,11,36,92,119,137,136,108,61,20,718,632,588,978,949,1032,1059,982,803,354,7382,1071,3292,8535,9107,9372,8151,5001,2699,910,48144,4,21,813,887,870,749,529,190,67,4129,0,28,227,305,404,331,187,53,10,1547,8,590,2588,2357,1868,1800,1193,395,173,10970,10,195,807,1104,1284,1256,981,419,130,6183,225,1437,3838,3355,3652,3460,2202,1170,346,19696,88,199,249,134,86,90,55,18,11,927,24,73,165,174,223,255,195,107,28,1240,328,1715,4254,3670,3954,3810,2447,1298,385,21857,11,37,81,74,93,94,107,74,26,600
602,0,17,140,194,236,256,163,40,12,1056,0,7,70,101,121,110,47,10,3,465,0,228,883,910,828,709,334,119,28,4046,3,121,380,615,681,706,352,154,48,3065,247,1032,2136,2520,2950,2367,1469,697,161,13585,71,111,154,79,71,52,26,7,0,569,12,28,62,68,69,97,71,17,10,435,331,1167,2356,2664,3096,2515,1564,723,169,14589,9,22,66,64,98,100,66,44,10,478,435,267,413,542,623,733,668,643,274,4608,781,1820,4300,5094,5689,5136,3204,1750,547,28310,0,11,188,255,284,267,245,76,17,1334,0,8,82,81,135,148,86,22,7,570,0,243,872,910,834,826,567,178,53,4481,4,137,396,579,729,780,549,200,59,3424,163,1029,2355,2188,2684,2631,1864,882,224,14034,60,141,154,107,65,50,34,9,3,627,20,44,85,121,139,149,146,78,19,821,250,1220,2603,2414,2885,2839,2047,976,250,15484,3,15,38,40,45,54,63,47,17,320
603,0,5,9,39,56,86,67,18,0,274,0,0,9,35,24,44,19,0,0,127,0,19,115,181,201,239,153,43,6,951,0,8,68,155,183,214,135,44,7,812,44,203,510,749,787,740,439,152,24,3645,10,20,41,19,25,10,5,3,0,135,0,0,21,20,25,26,20,9,0,124,63,230,566,787,843,777,466,159,24,3913,0,10,17,26,22,43,27,10,7,159,100,64,108,181,213,270,236,163,53,1389,157,327,883,1409,1540,1677,1103,442,89,7626,0,5,15,45,53,111,115,32,7,379,0,0,10,24,41,43,40,8,0,170,0,12,104,192,200,280,225,62,15,1095,5,11,81,154,233,262,232,66,9,1057,36,224,560,651,767,855,574,214,46,3922,19,26,34,27,25,25,9,4,0,172,5,11,25,45,55,64,60,18,0,293,63,259,624,724,848,943,645,232,53,4386,0,0,8,14,14,28,20,14,3,100
604,0,5,54,77,98,102,71,16,5,429,0,0,27,59,73,70,33,14,0,275,0,90,429,436,474,448,178,84,27,2163,0,40,207,414,530,468,281,102,27,2077,193,946,1904,2291,2539,2030,1242,472,131,11748,66,78,129,65,61,34,24,8,0,459,8,25,55,78,47,88,47,24,5,370,271,1049,2085,2430,2649,2152,1304,497,134,12579,3,16,47,45,80,66,56,30,3,350,369,188,350,460,572,562,622,533,204,3866,646,1386,3205,3934,4485,3868,2548,1274,398,21735,0,0,76,89,98,142,111,27,0,562,0,0,37,65,78,92,70,12,0,359,0,83,428,448,418,484,316,115,31,2323,5,44,242,412,548,569,381,140,38,2373,167,870,2087,2030,2379,2305,1459,714,153,12168,69,132,130,76,64,48,27,13,0,561,17,44,71,125,119,129,107,65,12,681,253,1042,2285,2238,2558,2482,1594,787,167,13411,0,4,26,36,44,36,57,33,5,243
697,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,0,0,0,0,0,6,0,0,7,0,7,6,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,6,0,0,0,29,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,4,3,0,0,11,0,5,13,13,13,9,8,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,5,6,4,7,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,3,7,0,0,0,21,0,0,0,0,0,0,0,0,0,0
699,0,0,8,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,16,4,5,11,5,0,0,39,0,0,5,4,6,7,4,0,0,20,3,3,23,27,20,7,8,0,0,100,0,3,3,3,0,0,0,0,0,11,0,0,3,0,3,0,0,0,0,11,3,6,32,32,27,9,8,0,0,119,0,0,3,0,0,0,0,0,0,6,3,10,38,24,18,13,10,5,0,121,5,21,96,66,56,47,27,8,0,322,0,0,5,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,0,0,0,14,8,4,0,5,0,0,34,0,4,9,7,0,4,3,0,0,21,4,10,14,13,16,14,11,3,0,92,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,4,0,0,6,4,14,20,17,16,18,11,3,0,109,0,0,0,0,0,0,0,0,0,0
701,0,9,334,349,356,298,111,11,4,1477,0,9,118,155,203,135,35,6,0,656,3,286,1408,1132,802,634,224,50,14,4550,7,168,667,883,753,575,195,41,7,3296,192,1185,2840,2809,2430,1658,693,187,19,12011,81,137,152,78,56,41,10,3,0,561,14,32,88,104,67,76,34,3,0,424,285,1354,3085,2993,2560,1767,741,192,21,12991,13,40,119,109,89,86,40,16,5,512,825,952,2005,1617,1397,1011,507,262,52,8628,1126,2814,7738,7236,6146,4507,1853,585,102,32112,0,18,573,608,426,351,180,30,4,2190,0,5,139,193,205,159,60,13,0,777,5,351,2103,1512,1015,721,345,91,21,6173,3,156,917,1070,1060,670,293,78,9,4250,208,1166,4254,3192,2910,1953,920,278,47,14934,96,120,141,122,67,31,18,5,0,600,35,59,165,179,147,125,90,17,9,822,335,1343,4567,3489,3116,2112,1023,304,56,16354,3,30,80,95,65,63,29,16,0,385
702,0,10,122,140,146,114,36,7,0,565,0,4,56,83,86,73,3,0,0,312,0,99,567,498,386,323,77,4,0,1961,0,58,347,384,354,272,73,20,0,1507,118,534,1491,1506,1359,876,309,55,3,6260,42,88,151,130,89,33,9,6,0,553,12,28,71,74,70,39,19,0,0,320,174,657,1713,1717,1508,951,341,60,3,7130,9,26,50,45,51,43,18,5,0,247,598,577,1257,1069,836,613,293,94,27,5353,775,1429,4112,3919,3377,2394,840,192,30,17073,0,5,152,162,149,111,62,15,0,650,0,9,62,80,77,65,23,3,0,323,4,79,622,502,365,330,118,21,4,2044,3,63,357,361,390,304,110,31,6,1611,81,441,1334,1134,1213,942,394,92,18,5649,47,72,160,117,106,50,18,3,0,561,16,47,130,123,110,73,34,10,0,547,143,554,1624,1366,1433,1068,445,105,17,6755,4,10,48,25,36,26,12,6,3,176
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,6,8,6,6,3,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,12,8,7,3,0,0,0,28,0,0,0,0,5,0,0,0,0,3,0,3,6,3,0,0,0,0,0,12,0,7,21,8,13,5,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,16,0,3,7,0,0,0,0,0,0,5,0,0,6,9,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,11,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4
799,0,0,10,6,0,3,0,0,0,17,0,0,4,0,4,8,0,0,0,18,0,3,21,17,9,15,8,0,0,75,0,10,7,8,6,16,6,0,0,48,3,17,49,32,39,65,40,0,0,248,0,0,9,3,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,12,3,17,56,37,40,66,45,0,0,271,0,3,5,0,0,3,0,0,0,15,3,13,39,30,31,40,14,0,0,170,8,40,135,98,97,143,73,6,0,609,0,0,9,4,8,5,3,0,0,14,0,0,4,0,5,0,0,0,0,8,0,3,25,14,7,10,4,0,0,65,0,4,7,6,17,8,11,0,0,55,0,12,42,34,46,60,49,4,0,253,3,3,0,0,4,0,3,0,0,12,4,3,0,0,0,0,5,0,0,17,7,21,43,40,48,62,53,5,0,278,0,3,0,0,0,0,0,0,0,13
