SA4_CODE_2021,Managers_C11_M,Managers_C11_F,Managers_C11_P,Managers_C16_M,Managers_C16_F,Managers_C16_P,Managers_C21_M,Managers_C21_F,Managers_C21_P,Professionals_C11_M,Professionals_C11_F,Professionals_C11_P,Professionals_C16_M,Professionals_C16_F,Professionals_C16_P,Professionals_C21_M,Professionals_C21_F,Professionals_C21_P,Tech_trad_wkrs_C11_M,Tech_trad_wkrs_C11_F,Tech_trad_wkrs_C11_P,Tech_trad_wkrs_C16_M,Tech_trad_wkrs_C16_F,Tech_trad_wkrs_C16_P,Tech_trad_wkrs_C21_M,Tech_trad_wkrs_C21_F,Tech_trad_wkrs_C21_P,Com_pers_S_work_C11_Cens_M,Com_pers_S_work_C11_Cens_F,Com_pers_S_work_C11_Cens_P,Com_pers_S_work_C16_Cens_M,Com_pers_S_work_C16_Cens_F,Com_pers_S_work_C16_Cens_P,Com_pers_S_work_C21_Cens_M,Com_pers_S_work_C21_Cens_F,Com_pers_S_work_C21_Cens_P,Cler_admin_work_C11_M,Cler_admin_work_C11_F,Cler_admin_work_C11_P,Cler_admin_work_C16_M,Cler_admin_work_C16_F,Cler_admin_work_C16_P,Cler_admin_work_C21_M,Cler_admin_work_C21_F,Cler_admin_work_C21_P,Sales_workers_C11_M,Sales_workers_C11_F,Sales_workers_C11_P,Sales_workers_C16_M,Sales_workers_C16_F,Sales_workers_C16_P,Sales_workers_C21_M,Sales_workers_C21_F,Sales_workers_C21_P,Mach_oper_driv_C11_M,Mach_oper_driv_C11_F,Mach_oper_driv_C11_P,Mach_oper_driv_C16_M,Mach_oper_driv_C16_F,Mach_oper_driv_C16_P,Mach_oper_driv_C21_M,Mach_oper_driv_C21_F,Mach_oper_driv_C21_P,Labourers_C11_M,Labourers_C11_F,Labourers_C11_P,Labourers_C16_M,Labourers_C16_F,Labourers_C16_P,Labourers_C21_M,Labourers_C21_F,Labourers_C21_P,Inadeq_descr_Ns_C11_M,Inadeq_descr_Ns_C11_F,Inadeq_descr_Ns_C11_P,Inadeq_descr_Ns_C16_M,Inadeq_descr_Ns_C16_F,Inadeq_descr_Ns_C16_P,Inadeq_descr_Ns_C21_M,Inadeq_descr_Ns_C21_F,Inadeq_descr_Ns_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
199,220,116,341,169,104,271,133,104,234,381,364,742,318,329,648,236,264,500,470,72,542,395,79,476,241,47,279,200,266,466,182,246,434,122,216,334,103,285,389,92,173,263,63,168,236,92,151,237,112,111,224,69,104,171,321,30,347,309,25,334,216,35,253,368,120,491,396,182,583,254,165,419,57,38,96,67,38,103,55,22,77,2204,1441,3653,2043,1290,3327,1388,1128,2511
201,5408,2694,8099,5581,2836,8415,6398,3798,10196,5078,7203,12285,5303,7904,13211,6373,9958,16335,8506,1565,10071,8415,1713,10127,9519,1894,11414,1842,4866,6710,2318,5880,8195,2876,7544,10425,1774,6445,8216,1673,6490,8169,2055,7222,9283,2243,4269,6512,2412,4249,6670,2637,4339,6974,3796,381,4183,3629,324,3958,4117,425,4541,4520,2702,7224,4683,2869,7546,5266,3108,8379,718,538,1257,662,443,1102,779,523,1300,33887,30669,64558,34674,32713,67395,40026,38819,78847
202,5479,2847,8321,5455,3064,8523,6201,3877,10079,5087,7216,12300,5396,8222,13619,6489,10479,16968,7845,1504,9352,7830,1624,9451,8669,1782,10452,1956,4614,6571,2324,5552,7874,2798,6976,9777,1727,6169,7899,1717,6097,7815,1950,6686,8631,2200,4140,6341,2270,4132,6399,2345,4096,6435,3374,434,3808,3446,366,3811,3924,465,4391,4664,2763,7426,5042,2894,7935,5408,3227,8630,738,461,1201,583,440,1018,743,515,1258,33080,30143,63224,34050,32393,66440,38526,38101,76625
203,8584,4287,12872,9342,5174,14521,11977,7723,19701,9804,12947,22753,10901,15468,26365,14538,21704,36238,15766,2816,18588,15727,3156,18883,19087,3870,22959,3551,9066,12614,4549,11171,15717,5999,14817,20819,3132,11252,14386,3321,11759,15079,4072,13671,17750,4048,7657,11704,4619,8085,12711,5140,8559,13697,6501,805,7304,6433,766,7196,7802,1231,9030,7527,4230,11754,8213,4295,12505,9524,5172,14689,1415,992,2402,1215,832,2049,1581,1089,2675,60321,54058,114377,64318,60699,125023,79722,77847,157566
204,7626,4000,11627,7422,4072,11497,8253,4999,13250,4386,7006,11395,4240,7596,11846,4939,9354,14298,9484,1938,11418,9737,1963,11709,10824,2221,13044,2428,5449,7874,2687,6440,9128,3109,8044,11155,1577,6898,8477,1599,6812,8414,1686,7366,9056,2236,4456,6693,2333,4501,6831,2392,4485,6876,5179,503,5681,4948,474,5417,5388,659,6046,5663,3366,9026,5845,3602,9449,6389,4022,10412,912,566,1478,791,480,1272,939,671,1610,39489,34182,73669,39608,35938,75545,43930,41823,85750
205,10599,5712,16306,10240,5690,15932,11030,6837,17870,6424,10108,16541,6076,10810,16882,7601,13658,21254,16000,2634,18634,15351,2797,18145,16832,3157,19990,2642,8465,11108,3039,9739,12777,3893,12485,16378,2210,10522,12727,2263,10336,12598,2584,11799,14383,3332,7092,10421,3531,7029,10563,3997,7139,11133,7278,538,7818,7094,521,7613,7596,734,8333,8925,4978,13902,8822,5213,14038,9718,5799,15515,1389,843,2227,1176,765,1939,1497,1077,2576,58804,50894,109695,57576,52907,110488,64738,62688,127425
206,24597,18190,42790,29294,22655,51952,34015,28213,62231,52481,54761,107240,59726,64050,123775,71368,78399,149768,17237,4804,22036,19021,5841,24861,20680,7061,27740,9223,14038,23269,11735,18631,30368,12533,21390,33922,12254,25602,37857,12686,26139,38823,14290,27714,42002,9473,12121,21592,11123,14599,25721,11067,13896,24960,4722,614,5341,4982,640,5617,6367,1184,7553,7462,3300,10766,9369,4403,13771,10770,5717,16482,3398,2581,5977,2897,2379,5279,3393,2842,6239,140852,136015,276867,160826,159336,320164,184483,186423,370901
207,17367,8928,26294,18108,10422,28528,19656,12618,32272,28386,28065,56454,29101,29885,58984,32441,34480,66923,11354,2668,14019,10746,2642,13387,11200,3106,14307,4639,8729,13370,5244,9542,14786,5288,10642,15930,6677,17135,23815,6422,15945,22366,6846,16225,23071,7173,9034,16203,7390,9213,16606,7201,9108,16303,2814,460,3271,2833,402,3231,3614,571,4180,5020,2375,7393,5372,2564,7938,5942,2974,8916,1999,1391,3396,1563,1201,2770,1873,1485,3360,85428,78784,164213,86781,81813,168597,94056,91205,185265
208,20205,10304,30513,22493,12353,34847,25524,16396,41917,28113,29725,57837,30110,33591,63697,34030,39677,73704,15965,3253,19220,15257,3335,18593,15945,3703,19651,5195,10279,15477,5989,11954,17943,6585,13553,20134,7395,21083,28474,7327,20003,27337,7691,20709,28401,8252,10283,18534,8417,10614,19036,8294,10380,18682,4380,587,4963,4111,545,4653,4483,777,5259,6065,2623,8685,6212,2786,8995,6762,3126,9887,2482,1807,4284,1793,1291,3081,2055,1712,3766,98038,89939,187983,101708,96471,198182,111364,110029,221398
209,15881,7690,23573,17824,9415,27240,20817,12987,33801,20513,24372,44894,23000,29223,52224,28545,37229,65775,26639,4247,30887,27822,4888,32709,30482,5638,36124,5937,13877,19815,7609,17484,25091,8834,21165,29996,8184,24980,33165,8883,24989,33873,9625,26260,35885,8166,12908,21074,8926,14115,23040,8731,13519,22251,11610,1277,12894,12454,1350,13800,13917,1841,15756,11678,5882,17559,13496,6314,19807,14373,6923,21290,2806,1954,4766,2217,1596,3811,2963,2069,5034,111425,97193,208619,122229,109380,231605,138284,127634,265919
210,9631,4802,14430,11335,5875,17207,13877,8401,22279,10521,12772,23286,12611,16018,28626,17109,22620,39724,19443,2902,22347,19966,3188,23153,23639,3883,27517,4033,9025,13054,5227,12170,17393,6379,15403,21781,5982,17183,23167,6298,17127,23427,7473,18993,26461,5185,8724,13913,5884,9768,15657,6046,10028,16070,10617,1181,11798,11715,1181,12898,13555,1737,15287,9013,4518,13531,10362,4708,15070,12019,5549,17563,2200,1441,3641,1777,1194,2967,2535,1712,4250,76614,62541,139160,85176,71229,156403,102630,88314,190944
211,20477,9460,29937,20985,10820,31804,22810,13401,36211,23699,26867,50571,24817,29741,54558,28429,35646,64073,34184,5474,39662,32669,5609,38276,33031,6114,39144,6212,16413,22618,7027,18918,25946,7450,20916,28365,9098,30345,39441,8527,27909,36434,8729,27147,35880,9975,15345,25321,9968,15068,25038,8929,13771,22704,10961,1827,12787,10164,1647,11810,10279,1902,12185,12621,7158,19773,13140,6937,20079,13374,7327,20698,2611,1871,4474,2228,1563,3788,2632,1941,4581,129837,114759,244592,129528,118201,247731,135672,128162,263832
212,21074,10128,31205,24057,12172,36225,28075,16464,44540,25279,27349,52630,28980,32783,61756,37787,44501,82290,40357,6507,46868,43068,7302,50371,49233,8981,58218,7063,18999,26058,9200,25290,34483,11258,33393,44656,12078,33829,45907,12913,33708,46621,15046,36545,51591,12091,17837,29930,13742,20382,34125,14146,20647,34793,23004,4050,27058,24133,3893,28023,29495,5239,34732,20890,12609,33495,24313,13586,37902,27912,17053,44969,4461,2997,7463,3780,2401,6181,5490,3671,9162,166299,134301,300601,184178,151513,335693,218445,186496,404944
213,18194,9983,28175,22259,13043,35301,26963,17575,44535,23277,26663,49938,28397,33135,61530,39585,46288,85876,34569,5818,40389,35878,6774,42654,40904,8122,49022,8204,18007,26216,10669,24290,34958,12501,31332,43835,12672,32311,44984,14152,33183,47340,16732,36869,53596,10133,16545,26683,12348,19259,31607,12629,20081,32709,24174,3488,27656,27764,3974,31734,34028,6160,40182,19869,10232,30098,22875,11627,34504,24624,13658,38283,4613,2925,7539,3986,2593,6581,5567,3855,9428,155706,125980,281683,178323,147892,326217,213524,183943,397466
