SA4_CODE_2021,Managers_C11_M,Managers_C11_F,Managers_C11_P,Managers_C16_M,Managers_C16_F,Managers_C16_P,Managers_C21_M,Managers_C21_F,Managers_C21_P,Professionals_C11_M,Professionals_C11_F,Professionals_C11_P,Professionals_C16_M,Professionals_C16_F,Professionals_C16_P,Professionals_C21_M,Professionals_C21_F,Professionals_C21_P,Tech_trad_wkrs_C11_M,Tech_trad_wkrs_C11_F,Tech_trad_wkrs_C11_P,Tech_trad_wkrs_C16_M,Tech_trad_wkrs_C16_F,Tech_trad_wkrs_C16_P,Tech_trad_wkrs_C21_M,Tech_trad_wkrs_C21_F,Tech_trad_wkrs_C21_P,Com_pers_S_work_C11_Cens_M,Com_pers_S_work_C11_Cens_F,Com_pers_S_work_C11_Cens_P,Com_pers_S_work_C16_Cens_M,Com_pers_S_work_C16_Cens_F,Com_pers_S_work_C16_Cens_P,Com_pers_S_work_C21_Cens_M,Com_pers_S_work_C21_Cens_F,Com_pers_S_work_C21_Cens_P,Cler_admin_work_C11_M,Cler_admin_work_C11_F,Cler_admin_work_C11_P,Cler_admin_work_C16_M,Cler_admin_work_C16_F,Cler_admin_work_C16_P,Cler_admin_work_C21_M,Cler_admin_work_C21_F,Cler_admin_work_C21_P,Sales_workers_C11_M,Sales_workers_C11_F,Sales_workers_C11_P,Sales_workers_C16_M,Sales_workers_C16_F,Sales_workers_C16_P,Sales_workers_C21_M,Sales_workers_C21_F,Sales_workers_C21_P,Mach_oper_driv_C11_M,Mach_oper_driv_C11_F,Mach_oper_driv_C11_P,Mach_oper_driv_C16_M,Mach_oper_driv_C16_F,Mach_oper_driv_C16_P,Mach_oper_driv_C21_M,Mach_oper_driv_C21_F,Mach_oper_driv_C21_P,Labourers_C11_M,Labourers_C11_F,Labourers_C11_P,Labourers_C16_M,Labourers_C16_F,Labourers_C16_P,Labourers_C21_M,Labourers_C21_F,Labourers_C21_P,Inadeq_descr_Ns_C11_M,Inadeq_descr_Ns_C11_F,Inadeq_descr_Ns_C11_P,Inadeq_descr_Ns_C16_M,Inadeq_descr_Ns_C16_F,Inadeq_descr_Ns_C16_P,Inadeq_descr_Ns_C21_M,Inadeq_descr_Ns_C21_F,Inadeq_descr_Ns_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
603,1509,802,2312,1478,785,2264,1743,1021,2760,814,1169,1981,830,1167,1997,1074,1650,2724,1859,358,2210,1835,399,2230,2182,515,2697,352,1113,1466,404,1294,1695,502,1620,2123,282,1370,1650,298,1334,1636,348,1467,1816,313,725,1042,355,776,1132,375,758,1138,1069,74,1144,1018,79,1096,1152,95,1247,1496,911,2411,1394,874,2273,1609,962,2569,152,100,256,181,106,288,261,159,422,7852,6620,14472,7791,6823,14607,9243,8247,17487
604,3865,1973,5837,3618,1856,5474,3953,2245,6192,2501,3728,6225,2303,3741,6046,2638,4613,7253,6440,1174,7609,5569,1116,6684,6316,1274,7597,1173,3788,4963,1185,4149,5332,1585,5279,6866,975,4279,5254,1016,3943,4959,987,4132,5122,1360,2998,4355,1406,3105,4510,1407,3114,4518,3965,297,4259,3547,273,3817,4050,401,4450,3741,2837,6578,3804,2900,6702,4152,3025,7175,462,266,723,504,318,822,603,334,937,24480,21336,45811,22943,21392,44337,25687,24425,50109
697,5,0,6,3,0,3,0,0,0,6,3,9,11,0,12,0,0,0,26,4,26,12,0,8,0,0,0,7,3,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19,3,20,9,3,18,3,0,5,4,0,3,0,0,0,0,0,0,62,19,76,39,11,48,10,0,12
699,12,7,12,7,9,16,18,5,24,26,34,57,22,29,48,15,36,50,39,6,48,31,4,35,39,8,48,10,20,29,15,19,29,17,19,39,10,16,30,3,23,25,0,22,27,9,11,15,6,12,14,3,18,21,25,0,28,19,0,20,32,3,37,47,21,72,37,14,52,34,18,50,6,4,8,6,0,3,8,3,11,184,118,299,151,99,247,174,133,309
701,4816,3131,7946,5193,3598,8793,5330,4350,9679,5121,7188,12314,5615,8145,13766,6168,10012,16185,8824,1354,10184,10868,1472,12338,9209,1580,10791,4046,4049,8092,3985,4873,8863,4718,6230,10944,2248,8013,10262,2391,8004,10393,2671,7886,10565,1707,2976,4680,1974,3234,5208,2013,3192,5211,3522,368,3890,3838,406,4238,3561,450,4011,2877,1732,4601,4102,2184,6288,3609,2193,5798,672,408,1073,912,561,1474,876,573,1448,33823,29226,63043,38884,32468,71358,38166,36467,74631
702,2343,1505,3847,2165,1517,3682,2283,1825,4104,2910,4292,7204,2685,4087,6781,2659,4606,7270,3959,653,4616,3152,586,3737,3284,633,3915,2095,2892,4987,2214,3021,5236,2536,3254,5789,853,3294,4145,802,2873,3676,801,2698,3492,682,1284,1964,645,1144,1786,646,1067,1715,1842,187,2026,1424,158,1578,1327,180,1507,3211,1485,4694,2154,1079,3231,2034,1128,3160,743,542,1284,641,408,1051,494,394,888,18635,16133,34770,15880,14871,30754,16062,15781,31846
797,5,0,0,0,0,0,0,0,0,18,0,18,5,0,5,16,0,18,8,0,13,7,0,7,9,0,9,7,0,7,0,0,0,6,0,5,15,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,18,5,19,13,3,15,23,3,26,0,0,0,0,0,0,0,0,0,72,7,80,24,5,28,56,3,56
799,24,19,40,18,20,37,28,22,54,51,56,107,36,68,108,35,66,107,82,13,97,83,23,106,38,7,49,36,62,99,32,53,82,18,45,62,9,38,46,9,23,34,13,31,46,5,17,27,15,15,26,4,13,19,47,9,48,54,12,60,22,9,31,73,32,102,59,41,104,58,49,107,9,5,9,8,3,11,18,5,22,335,254,587,319,249,574,242,259,500
801,18144,12861,31000,18837,13921,32757,23881,20483,44363,28731,29262,57998,30492,32174,62661,37554,40563,78121,16566,3315,19881,16244,3382,19619,19442,4407,23848,7148,11042,18185,8408,13246,21655,10064,17051,27111,11454,26022,37480,10613,24020,34633,11098,25031,36128,5522,7816,13342,5752,8191,13945,6642,8543,15185,4285,377,4664,4328,360,4682,5533,472,6002,6464,2785,9244,7121,3219,10333,8471,3889,12362,2133,1688,3820,2819,2303,5119,2859,2404,5261,100449,95170,195620,104613,100807,205419,125547,122843,248388
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,19,10,32,11,7,23,6,20,28,39,47,84,28,31,57,22,30,51,23,5,25,13,3,14,20,8,25,19,31,41,12,26,38,19,11,30,10,23,36,11,23,26,8,17,27,9,8,19,6,4,15,8,14,21,7,0,11,3,0,8,4,0,5,19,6,18,12,3,21,12,9,19,0,0,0,7,0,6,0,0,0,144,134,274,109,99,201,104,111,216
901,115,46,157,204,139,340,195,167,364,88,99,185,101,141,236,107,193,299,178,15,201,321,52,379,347,44,391,53,87,140,111,183,299,107,227,333,39,111,146,52,195,250,53,226,279,3,19,20,32,97,135,37,98,135,93,4,101,144,11,163,121,14,135,105,65,174,167,126,296,150,118,270,24,5,32,37,11,57,26,13,43,703,457,1155,1173,973,2150,1142,1105,2243
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0
999,0,0,3,0,0,0,0,0,0,0,4,10,0,5,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,22,9,3,13,6,6,3
