SA4_CODE_2021,C21_OTT_DS_F_a,C21_OTT_DS_OD,C21_OTT_DS_NS,C21_OTT_Tot,C21_TT_NS_DS_Sep_house,C21_TT_NS_DS_SemiDRTHT,C21_TT_NS_DS_F_a,C21_TT_NS_DS_OD,C21_TT_NS_DS_NS,C21_TT_NS_Tot,C21_Tot_DS_Sep_house,C21_Tot_DS_SemiDRTHT,C21_Tot_DS_F_a,C21_Tot_DS_OD,C21_Tot_DS_NS,C21_Tot_Tot
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,153,52,35,826,2247,503,1100,772,128,4752,32155,5427,13148,2361,409,53503
702,124,325,191,2883,1773,442,188,1135,316,3854,19359,4557,1048,5289,1614,31867
797,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,7
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,843,4,25,2790,2982,1253,1972,181,25,6414,109097,30145,35098,367,275,174972
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,11,7,9,119,199,11,32,0,10,259,1456,125,176,9,41,1805
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
