SA4_CODE_2021,C21_OD_H_f_so_FH_Tot,C21_OD_H_f_so_LP_H,C21_OD_H_f_so_GH,C21_OD_H_f_so_OH,C21_OD_H_f_so_Tot,C21_OD_Tot_FH_CF_no_ch,C21_OD_Tot_FH_CF_w_ch,C21_OD_Tot_FH_One_PFam,C21_OD_Tot_FH_oth_fa,C21_OD_Tot_FH_Tot,C21_OD_Tot_LP_H,C21_OD_Tot_GH,C21_OD_Tot_OH,C21_OD_Tot_Tot,C21_DS_ns_FH_CF_no_ch,C21_DS_ns_FH_CF_w_ch,C21_DS_ns_FH_One_PFam,C21_DS_ns_FH_oth_fa,C21_DS_ns_FH_Tot,C21_DS_ns_LP_H,C21_DS_ns_GH,C21_DS_ns_OH,C21_DS_NS_Tot,C21_Tot_FH_CF_no_ch,C21_Tot_FH_CF_w_ch,C21_Tot_FH_One_PFam,C21_Tot_FH_oth_fa,C21_Tot_FH_Tot,C21_Tot_LP_H,C21_Tot_GH,C21_Tot_OH,C21_Tot_Tot
112,107,91,19,35,250,459,81,118,17,667,1247,70,1335,3322,60,39,36,5,139,193,18,130,484,28694,23968,12120,932,65722,28401,4357,8522,107001
113,110,90,25,37,266,91,52,21,0,164,197,32,317,716,58,57,10,3,128,91,8,77,305,16951,16885,6652,603,41094,16705,1772,4449,64024
114,59,41,10,11,117,289,50,38,11,378,587,29,285,1272,57,23,4,0,96,190,8,50,339,21388,15196,6651,538,43771,17421,1599,4329,67117
115,22,5,0,6,36,32,29,10,3,76,100,5,104,281,42,50,11,0,105,65,3,11,188,20511,42456,7211,543,70724,11011,1127,1983,84846
116,61,15,4,4,85,18,39,10,0,69,24,4,8,108,46,87,12,0,152,59,5,21,237,23639,58130,16451,1745,99966,19485,3277,6253,128982
117,517,509,253,120,1393,267,131,83,32,522,509,251,191,1468,111,50,18,8,185,331,43,122,679,42077,22910,8731,2252,75973,52977,15664,9242,153861
118,518,444,136,100,1201,294,142,71,13,518,444,136,115,1212,33,26,6,0,74,91,18,37,220,27123,27740,8308,1189,64362,30608,8049,5077,108087
119,571,373,102,158,1199,208,221,120,41,584,420,105,176,1283,76,83,39,10,201,164,51,59,482,44773,74979,25207,3419,148377,44076,8398,10536,211385
120,557,394,152,85,1186,270,169,94,20,563,394,154,97,1209,69,27,11,7,111,139,26,49,329,31340,35067,10446,1897,78753,30594,7442,4627,121417
121,236,133,31,36,435,122,81,38,7,254,141,31,53,477,50,37,17,0,102,113,11,30,255,42264,57797,13510,1542,115116,39932,4799,4725,164571
122,185,97,30,24,336,99,62,42,11,217,140,30,70,459,40,41,14,3,99,73,12,14,191,25487,35799,8329,711,70330,21056,2990,2994,97369
123,19,32,5,5,61,27,9,6,5,50,124,5,39,214,28,23,12,0,66,76,6,9,155,21669,39978,13658,1079,76388,17573,1953,4008,99918
124,60,42,8,17,131,42,19,35,4,97,132,14,33,277,43,33,11,0,85,114,12,23,234,28787,40677,15859,1235,86557,27473,3012,5362,122411
125,256,116,57,53,479,67,142,42,7,266,115,57,74,518,105,94,47,5,249,198,41,58,546,35327,62312,17887,2800,118322,34907,8538,9592,171363
126,73,52,12,7,141,35,27,9,7,75,51,12,13,157,25,22,10,0,52,72,20,17,164,19048,27119,6391,999,53564,17593,2884,2442,76484
127,52,39,7,20,113,34,30,20,3,92,158,6,62,317,78,149,56,11,289,112,14,49,463,25905,63837,22384,2199,114328,23068,2794,7240,147434
128,103,50,22,20,195,61,37,32,4,132,127,30,48,332,23,20,6,5,53,56,4,14,123,22340,31652,8183,654,62825,18494,1774,2254,85350
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,78,47,11,19,151,78,46,25,5,152,198,10,158,524,33,22,7,0,59,55,7,27,151,19190,17556,7930,642,45319,20583,2296,3805,72000
202,56,44,9,13,124,93,51,14,4,158,173,11,165,503,37,13,7,0,56,63,8,28,152,18534,17370,7419,663,43987,18784,2025,3768,68557
203,89,51,12,21,171,116,57,33,4,211,372,25,282,897,37,29,7,0,76,76,8,40,199,35120,36797,13091,1201,86214,32712,4416,6306,129641
204,72,46,7,23,145,111,54,23,3,185,342,17,364,910,56,29,4,0,86,61,11,67,230,22583,18080,7596,592,48856,21213,1718,5445,77241
205,66,41,5,23,140,287,49,53,9,396,716,25,491,1624,59,30,16,0,110,103,8,43,264,37176,28756,12541,977,79449,35803,2827,8567,126657
206,672,624,252,129,1678,419,161,72,23,675,628,251,441,1995,102,50,21,8,182,256,54,136,625,73793,47051,17056,4634,142533,109164,27638,16985,296316
207,113,91,41,22,270,59,37,20,0,113,96,41,35,284,23,29,17,0,72,63,8,24,165,35243,48468,13392,1798,98901,34393,5709,4280,143279
208,372,421,72,65,940,226,75,79,15,395,543,75,111,1125,35,39,17,0,90,61,4,25,173,41242,54821,15272,1629,112961,45331,5393,5184,168868
209,131,106,35,25,291,61,44,23,5,139,116,35,145,437,30,24,14,0,72,62,10,27,171,46155,72563,21994,2377,143087,41345,6326,6784,197544
210,65,58,6,17,153,37,26,19,0,85,177,6,95,370,18,36,21,3,78,51,5,31,153,32058,57672,17411,1811,108960,28388,3842,6332,147519
211,56,38,7,12,116,58,27,17,3,98,181,7,101,391,31,38,15,0,74,81,8,20,184,49413,69736,20690,1771,141613,41462,4438,5548,193051
212,46,39,8,9,99,69,21,26,8,128,399,13,144,681,52,48,13,7,119,110,21,74,327,64385,116152,33584,3951,218079,52785,10484,11543,292892
213,183,117,36,32,370,122,70,37,9,237,321,40,236,840,56,54,29,10,147,104,9,44,300,60738,114684,35417,4162,214999,55847,10006,13996,294854
214,40,30,0,3,70,109,27,41,6,189,557,17,281,1038,20,12,10,0,46,51,3,13,117,33064,34162,14206,1044,82475,32426,2771,6796,124469
215,65,43,0,27,144,175,41,19,11,249,349,47,688,1331,46,26,7,3,82,60,26,68,228,17931,14741,6279,657,39605,18791,1858,4953,65201
216,96,158,7,30,291,221,31,43,8,300,580,25,538,1449,21,23,5,0,51,34,3,17,111,15407,13696,5816,458,35380,14938,1457,3756,55527
217,57,34,4,8,100,89,43,19,4,150,184,15,252,603,28,19,3,0,44,46,0,12,111,15458,12742,5018,509,33727,15581,1359,3350,54018
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,8,7,0,4,19,73,17,18,0,109,176,4,178,471,24,14,6,0,51,46,0,26,126,25382,29969,10369,866,66587,19189,2268,2815,90854
302,21,15,5,9,46,36,14,16,0,64,257,14,88,426,18,14,11,0,38,51,3,27,116,22598,26700,9291,1347,59934,23254,3779,2570,89541
303,30,13,9,3,57,91,33,41,4,171,420,20,151,760,41,34,13,3,89,112,17,28,246,32844,45992,13579,2232,94642,29413,8210,4286,136555
304,3,6,4,4,12,4,0,0,0,11,6,6,3,24,15,19,5,0,40,41,8,12,100,17634,25486,6488,822,50427,13118,3094,1463,68103
305,37,34,15,9,96,31,13,7,5,57,55,14,158,285,90,38,27,7,157,278,54,101,581,33068,26132,8271,1991,69460,41145,11938,6560,129105
306,121,83,19,86,300,313,91,79,9,496,643,69,2769,3973,170,72,45,8,291,319,23,633,1271,26612,23628,11730,1064,63025,25421,3854,11588,103886
307,46,24,4,8,83,141,60,19,0,225,255,20,816,1311,77,38,12,0,126,93,8,176,402,14813,12370,5045,482,32710,13065,1274,5368,52412
308,29,16,0,7,62,224,41,39,8,314,418,31,2420,3178,98,50,23,0,177,134,18,579,901,23073,24035,9758,870,57738,21197,2494,9570,91002
309,89,48,8,43,190,311,73,70,15,470,882,47,982,2377,188,91,69,10,360,349,46,159,901,66154,70056,28480,2550,167242,54935,12166,14866,249212
310,35,12,7,0,49,104,36,45,0,181,324,21,269,792,43,30,27,0,100,154,14,42,306,30513,41912,19074,1620,93123,27108,4167,6210,130610
311,6,3,0,5,13,82,22,25,0,126,326,7,203,662,27,37,20,0,89,90,5,35,218,28800,41154,18537,1519,90008,24149,3892,7350,125403
312,27,16,6,21,66,312,66,25,7,407,459,30,2148,3044,117,40,21,4,179,202,28,618,1025,18235,19019,6559,611,44420,15363,2096,8530,70405
313,35,18,0,3,61,240,51,44,3,336,655,23,606,1622,33,27,21,0,83,74,10,56,224,29407,26264,13394,987,70061,24778,3094,5145,103081
314,3,0,0,0,7,57,0,11,0,72,197,3,79,359,17,16,11,0,45,32,0,16,94,19964,29399,9710,745,59813,13388,1985,2191,77377
315,46,43,0,30,118,259,68,40,7,375,602,22,4898,5899,143,119,26,3,292,198,20,836,1351,6240,7168,3342,429,17179,7416,785,9262,34644
316,34,24,3,10,70,320,77,76,0,477,622,33,1369,2500,148,67,36,4,252,188,14,319,783,48968,42117,16309,1171,108566,35390,5818,9490,159265
317,41,10,7,3,61,53,24,19,4,102,75,8,259,446,34,18,6,0,58,44,0,27,128,17291,16818,7027,688,41817,16324,2088,2760,62994
318,41,23,7,11,80,235,35,27,8,313,396,21,1466,2188,73,37,13,8,132,162,10,402,711,24065,23189,10628,1072,58953,22862,3473,7840,93129
319,69,46,10,28,150,618,108,86,17,833,1150,72,2347,4397,161,65,33,4,259,245,20,653,1178,40984,25878,14126,1169,82162,33493,4099,10703,130448
397,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,8,5
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,80,59,18,21,176,72,28,13,3,117,133,21,171,442,64,47,27,4,134,174,39,54,400,33806,36422,10748,1310,82296,35036,5175,4194,126696
402,11,13,5,3,38,83,17,13,0,111,232,17,163,518,68,70,26,5,170,174,20,50,410,40569,52446,23743,2133,118891,42829,5564,5895,173169
403,51,58,6,4,121,110,32,23,4,170,325,15,214,728,57,41,26,4,130,122,18,40,304,40809,43252,16939,1508,102508,40387,4616,4352,151859
404,79,55,12,16,164,40,41,19,4,106,95,15,173,391,54,43,30,0,127,130,20,37,312,24869,26363,11067,1545,63841,30389,4515,3336,102090
405,38,29,4,9,84,122,37,14,4,181,195,36,629,1037,34,21,4,0,66,67,9,84,219,15427,10817,4323,343,30910,14107,996,3594,49611
406,26,31,5,14,73,76,31,16,0,122,183,23,1241,1576,59,20,15,0,94,94,10,466,663,8999,7507,3520,335,20364,10466,843,4650,36316
407,84,46,5,35,166,191,66,25,11,292,351,24,614,1283,100,43,11,0,152,135,6,227,518,26067,17511,7468,649,51695,24053,1835,5831,83412
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,36,20,3,17,82,231,60,26,7,322,479,30,757,1596,48,37,9,0,92,99,10,90,290,22090,19909,7400,521,49914,18165,1882,5119,75085
502,0,9,0,12,20,102,12,14,3,132,273,4,134,548,14,0,7,0,21,24,0,15,59,13452,10582,4930,349,29308,11472,957,1857,43597
503,38,25,15,9,82,19,13,7,0,38,28,15,438,514,14,11,11,0,29,62,0,41,133,20113,19262,4869,794,45033,23592,4130,3945,76713
504,19,14,0,5,42,70,16,14,3,98,163,6,521,786,23,25,13,3,64,51,6,57,175,26043,33900,11754,1247,72943,24102,3232,4090,104364
505,24,11,10,0,46,93,21,14,3,127,222,15,285,644,28,20,6,5,57,63,5,54,184,55295,74748,23478,2259,155787,49311,6281,6989,218372
506,99,50,10,22,174,196,50,37,3,289,439,25,313,1072,46,37,26,3,112,115,10,73,313,47909,65086,20120,2854,135972,46211,7864,7851,197902
507,43,41,3,15,101,199,16,28,8,252,395,13,462,1122,47,35,11,0,93,97,6,61,252,42519,55159,18611,1669,117964,39468,4982,6313,168725
509,35,28,0,16,82,162,28,23,0,213,378,12,738,1342,72,45,11,6,132,113,5,102,353,16956,12772,4600,401,34723,14949,1194,5713,56577
510,73,24,10,60,163,311,82,37,13,434,405,37,6385,7274,100,48,17,5,169,191,18,1009,1383,5771,8585,2806,386,17542,6039,850,12360,36799
511,51,35,6,32,122,324,81,37,9,455,522,29,4822,5833,97,67,28,7,189,178,13,563,943,11805,11151,4342,446,27754,11867,1220,10779,51619
597,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,11,13
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,104,62,21,21,211,110,51,26,3,185,180,27,242,641,47,33,15,0,98,97,6,36,242,26496,25494,11669,1053,64705,26263,4007,3803,98783
602,71,67,13,15,171,95,33,27,0,149,211,24,207,592,25,27,6,0,55,61,4,39,162,18237,14631,6844,550,40257,18158,1938,3012,63364
603,16,12,0,7,44,62,14,7,3,83,103,8,143,333,18,9,0,0,23,30,0,36,94,5732,3941,1508,124,11308,4543,356,1454,17659
604,37,26,5,19,83,98,28,32,3,166,231,16,230,640,31,20,5,0,54,51,3,30,134,14561,10976,5408,397,31341,14401,1132,2744,49622
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,17,3,4,3,25,152,42,14,5,211,212,11,1928,2361,30,13,14,0,59,87,3,258,409,12102,15507,5403,574,33581,11060,2654,6207,53503
702,22,15,0,23,57,225,66,37,8,336,385,20,4544,5289,122,62,33,7,224,267,15,1108,1614,5183,7584,3348,538,16660,5754,951,8500,31867
797,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,8,3,4,0,15,25,15,14,6,57,92,11,201,367,47,38,18,3,107,90,15,62,275,45194,53911,16336,1768,117214,43338,7850,6575,174972
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,3,0,0,0,3,3,0,0,0,5,0,0,3,9,7,0,0,0,10,13,0,17,41,459,405,136,20,1008,492,28,268,1805
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
