SA4_CODE_2021,C11_CFC_SMS_MRM_NDC_UR_1,C11_CFC_SMS_MRM_NDC_UR_2,C11_CFC_SMS_MRM_NDC_UR_3,C11_CFC_SMS_MRM_NDC_UR_4mo,C11_CFC_SMS_MRM_NDC_UR_Total,C11_CFC_SMS_M_DfM_NDC_UR_1,C11_CFC_SMS_M_DfM_NDC_UR_2,C11_CFC_SMS_M_DfM_NDC_UR_3,C11_CFC_SMS_M_DfM_NDC_UR_4mo,C11_CFC_SMS_M_DfM_NDC_UR_Tot,C11_CFC_SMS_Tot_NDC_UR_1,C11_CFC_SMS_Tot_NDC_UR_2,C11_CFC_SMS_Tot_NDC_UR_3,C11_CFC_SMS_Tot_NDC_UR_4mo,C11_CFC_SMS_Tot_NDC_UR_Tot,C11_1PF_NDC_UR_1,C11_1PF_NDC_UR_2,C11_1PF_NDC_UR_3,C11_1PF_NDC_UR_4mo,C11_1PF_NDC_UR_Tot,C11_Tot_NDC_UR_1,C11_Tot_NDC_UR_2,C11_Tot_NDC_UR_3,C11_Tot_NDC_UR_4mo,C11_Tot_NDC_UR_Tot,C16_CFC_SMS_MRM_NDC_UR_1,C16_CFC_SMS_MRM_NDC_UR_2,C16_CFC_SMS_MRM_NDC_UR_3,C16_CFC_SMS_MRM_NDC_UR_4mo,C16_CFC_SMS_MRM_NDC_UR_Tot,C16_CFC_SMS_M_DfM_NDC_UR_1,C16_CFC_SMS_M_DfM_NDC_UR_2,C16_CFC_SMS_M_DfM_NDC_UR_3,C16_CFC_SMS_M_DfM_NDC_UR_4mo,C16_CFC_SMS_M_DfM_NDC_UR_Tot,C16_CFC_SMS_Tot_NDC_UR_1,C16_CFC_SMS_Tot_NDC_UR_2,C16_CFC_SMS_Tot_NDC_UR_3,C16_CFC_SMS_Tot_NDC_UR_4mo,C16_CFC_SMS_Tot_NDC_UR_Tot,C16_1PF_NDC_UR_1,C16_1PF_NDC_UR_2,C16_1PF_NDC_UR_3,C16_1PF_NDC_UR_4mo,C16_1PF_NDC_UR_Tot,C16_Tot_NDC_UR_1,C16_Tot_NDC_UR_2,C16_Tot_NDC_UR_3,C16_Tot_NDC_UR_4mo,C16_Tot_NDC_UR_Tot,C21_CFC_SMS_MRM_NDC_UR_1,C21_CFC_SMS_MRM_NDC_UR_2,C21_CFC_SMS_MRM_NDC_UR_3,C21_CFC_SMS_MRM_NDC_UR_4mo,C21_CFC_SMS_MRM_NDC_UR_Tot,C21_CFC_SMS_M_DfM_NDC_UR_1,C21_CFC_SMS_M_DfM_NDC_UR_2,C21_CFC_SMS_M_DfM_NDC_UR_3,C21_CFC_SMS_M_DfM_NDC_UR_4mo,C21_CFC_SMS_M_DfM_NDC_UR_Tot,C21_CFC_SMS_Tot_NDC_UR_1,C21_CFC_SMS_Tot_NDC_UR_2,C21_CFC_SMS_Tot_NDC_UR_3,C21_CFC_SMS_Tot_NDC_UR_4mo,C21_CFC_SMS_Tot_NDC_UR_Tot,C21_1PF_NDC_UR_1,C21_1PF_NDC_UR_2,C21_1PF_NDC_UR_3,C21_1PF_NDC_UR_4mo,C21_1PF_NDC_UR_Tot,C21_Tot_NDC_UR_1,C21_Tot_NDC_UR_2,C21_Tot_NDC_UR_3,C21_Tot_NDC_UR_4mo,C21_Tot_NDC_UR_Tot
111,8652,11824,4282,1069,25830,2091,1682,634,269,4681,10740,13506,4920,1346,30510,5653,3475,1131,417,10674,16396,16981,6048,1762,41186,8734,12295,4285,1118,26433,2414,1945,688,271,5320,11146,14244,4981,1391,31758,5398,3585,1189,415,10584,16542,17834,6161,1806,42340,9099,13097,4494,1079,27769,2932,2512,787,301,6537,12028,15606,5284,1385,34300,5823,3893,1206,417,11340,17850,19501,6489,1802,45634
112,4646,6275,2662,953,14542,1680,1578,580,235,4069,6327,7856,3246,1187,18616,4457,2684,897,365,8408,10786,10542,4137,1555,27018,4472,6141,2547,793,13953,1759,1714,565,212,4255,6230,7860,3114,1003,18203,4066,2569,820,322,7777,10295,10426,3930,1328,25975,4490,6553,2541,753,14333,2146,1944,620,223,4931,6633,8494,3158,977,19259,3991,2570,835,273,7671,10625,11068,3988,1250,26930
113,3402,4646,2586,1028,11660,876,776,346,182,2185,4284,5420,2933,1213,13844,2059,1337,611,285,4286,6343,6757,3545,1489,18139,3229,4495,2416,887,11023,951,835,345,146,2280,4179,5329,2762,1030,13305,1985,1345,595,280,4218,6168,6677,3364,1314,17519,3434,4545,2375,864,11213,1127,953,440,185,2708,4561,5496,2811,1049,13914,2084,1508,649,271,4512,6644,7008,3458,1317,18432
114,2838,3971,1708,588,9102,778,674,301,137,1892,3612,4644,2011,726,10994,2181,1463,506,216,4366,5796,6106,2512,945,15359,2885,3777,1703,537,8902,876,815,296,123,2111,3764,4593,1999,655,11017,1979,1342,507,201,4030,5745,5937,2509,856,15044,3121,4248,1698,520,9582,1150,980,335,149,2601,4265,5222,2032,661,12189,1964,1353,519,184,4018,6230,6573,2549,848,16210
115,8209,12083,4604,1236,26133,624,535,175,69,1402,8830,12614,4781,1309,27537,1889,1342,424,107,3762,10722,13954,5202,1418,31295,8785,13144,4640,1183,27752,763,710,219,80,1774,9549,13857,4859,1262,29528,1886,1440,389,96,3814,11437,15293,5247,1360,33341,10729,15833,4835,1202,32598,929,867,274,87,2159,11655,16696,5113,1290,34753,2238,1697,487,97,4527,13897,18396,5597,1393,39279
116,11493,13670,5045,2013,32217,1328,1132,480,290,3228,12819,14801,5529,2297,35447,4912,3342,1368,778,10396,17725,18140,6895,3079,45842,13286,16030,5297,1982,36595,1589,1311,583,320,3801,14875,17339,5885,2298,40394,4827,3199,1323,730,10071,19703,20538,7210,3031,50469,16768,20601,5719,1978,45064,1802,1448,602,323,4165,18566,22052,6316,2293,49233,5038,3380,1349,692,10456,23609,25428,7665,2992,59689
117,6060,5050,1225,250,12587,1265,813,144,33,2262,7330,5866,1370,282,14849,2991,1250,290,80,4618,10325,7117,1659,363,19462,7008,6036,1301,222,14569,1705,1012,192,29,2941,8715,7048,1492,253,17514,3026,1275,272,59,4638,11747,8331,1768,312,22149,7894,6806,1395,213,16306,2141,1252,195,41,3634,10037,8059,1588,256,19938,3402,1578,322,75,5376,13439,9639,1911,334,25319
118,6913,8404,2853,573,18737,1296,908,196,33,2434,8213,9313,3047,610,21173,2963,1411,317,70,4758,11170,10720,3365,680,25932,7279,9351,3074,594,20305,1698,1113,234,42,3079,8972,10462,3312,634,23383,2890,1531,342,63,4830,11869,11993,3657,695,28216,7045,9905,3074,535,20557,1974,1308,269,59,3609,9017,11212,3346,594,24164,2984,1819,428,68,5306,11999,13034,3772,665,29472
119,19228,21403,8263,3239,52133,1459,1119,352,169,3089,20685,22522,8616,3401,55222,7341,4319,1427,596,13688,28030,26840,10044,3996,68912,20556,22581,8525,3454,55115,1877,1544,509,228,4154,22437,24122,9035,3678,59272,7396,4297,1533,615,13847,29834,28421,10570,4291,73116,20525,22761,8757,3430,55482,2246,1537,468,194,4445,22772,24298,9226,3629,59928,7569,4499,1621,647,14340,30342,28793,10851,4269,74269
120,9686,10364,2943,663,23653,1212,847,158,41,2253,10895,11213,3104,698,25906,3541,1599,357,87,5584,14437,12810,3463,784,31488,10611,11575,3018,582,25788,1473,1117,214,40,2846,12085,12687,3235,622,28630,3578,1750,346,84,5761,15662,14444,3581,700,34392,10807,11977,2971,524,26282,1783,1172,228,49,3230,12594,13152,3195,575,29519,3682,1952,404,89,6135,16277,15099,3608,663,35650
121,13894,18497,6639,1334,40366,1183,821,207,53,2267,15084,19324,6849,1390,42635,3988,2320,551,112,6967,19067,21646,7396,1501,49604,16286,20738,6543,1214,44777,1621,1189,280,65,3155,17907,21925,6820,1283,47933,4358,2496,592,104,7546,22264,24416,7411,1387,55479,17202,22425,6135,1022,46784,1822,1305,317,76,3514,19018,23733,6447,1096,50293,5047,3257,667,85,9062,24070,26993,7114,1180,59353
122,7798,11779,4184,827,24587,1235,978,281,56,2545,9034,12761,4461,880,27135,2548,1596,422,82,4645,11582,14349,4879,968,31780,8039,12773,4408,785,26007,1530,1309,339,83,3260,9568,14082,4747,870,29269,2441,1677,430,76,4630,12012,15759,5174,946,33898,8226,13315,4309,694,26548,1838,1549,406,93,3887,10063,14863,4721,785,30432,2721,2059,442,63,5292,12783,16924,5162,855,35722
123,7341,9467,3852,1516,22182,1288,1138,487,219,3131,8627,10605,4339,1735,25305,4008,2580,1128,511,8229,12635,13185,5470,2250,33535,8303,10388,4099,1543,24339,1610,1351,554,290,3805,9917,11740,4659,1837,28145,3940,2738,1155,495,8324,13856,14474,5805,2329,36466,9592,12253,4691,1627,28165,1987,1563,663,314,4523,11580,13815,5352,1944,32691,4295,3068,1217,513,9093,15879,16884,6574,2453,41782
124,8438,10867,4373,1602,25277,1884,1603,608,248,4344,10324,12467,4980,1852,29619,4918,3100,1109,426,9551,15240,15565,6087,2276,39173,8536,10897,4299,1545,25272,2209,1858,698,280,5043,10743,12751,5000,1827,30317,4813,3077,1107,469,9470,15554,15833,6102,2297,39788,9258,11949,4497,1455,27157,2662,2109,786,303,5857,11924,14055,5280,1756,33021,5098,3382,1226,485,10193,17022,17439,6503,2246,43205
125,15778,16266,5781,2676,40495,1036,728,255,134,2154,16812,16990,6034,2809,42650,5275,3092,1124,513,9997,22089,20077,7153,3321,52649,18975,18731,6228,2892,46824,1303,1011,375,172,2861,20283,19738,6603,3061,49681,5335,2984,1057,493,9869,25617,22724,7654,3558,59557,19854,20241,6572,3029,49698,1457,950,336,146,2888,21312,21194,6910,3170,52589,5587,3292,1144,498,10514,26896,24483,8049,3667,63100
126,6466,7834,2494,463,17255,433,334,85,18,869,6898,8165,2577,480,18124,1872,949,207,34,3056,8770,9114,2785,515,21181,7563,8861,2538,458,19411,538,462,90,25,1117,8100,9324,2629,487,20532,1981,1022,230,48,3285,10083,10344,2860,533,23813,8469,10012,2517,431,21427,656,529,104,33,1321,9125,10543,2628,460,22754,2294,1252,267,45,3859,11419,11794,2892,502,26610
127,12582,15492,6644,2580,37297,1111,959,417,194,2683,13698,16450,7059,2770,39974,5757,4198,1495,673,12126,19451,20647,8554,3439,52099,13339,16559,7078,2869,39846,1461,1422,605,305,3795,14805,17986,7681,3176,43645,6067,4226,1615,746,12656,20870,22208,9301,3923,56300,15462,19113,8319,3352,46242,1809,1572,626,322,4332,17273,20684,8945,3673,50573,6424,4685,1826,802,13734,23692,25370,10775,4469,64311
128,6912,9950,3823,841,21517,938,753,213,75,1981,7848,10705,4035,916,23503,2546,1570,422,112,4652,10395,12279,4449,1026,28150,6965,10246,3858,771,21832,1096,948,305,66,2409,8057,11190,4160,833,24244,2458,1574,410,107,4541,10520,12762,4568,940,28785,7079,10733,3825,705,22351,1490,1165,355,78,3080,8572,11897,4182,783,25435,2468,1755,503,93,4818,11038,13655,4683,879,30249
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,3223,4524,2126,714,10579,912,867,321,138,2237,4139,5387,2449,847,12817,2378,1517,575,223,4694,6513,6906,3019,1075,17510,3280,4740,1980,673,10672,1066,979,393,140,2587,4347,5720,2369,814,13250,2321,1496,575,239,4632,6664,7211,2947,1055,17882,3448,5047,2174,580,11255,1320,1273,473,151,3220,4773,6322,2643,737,14473,2508,1768,671,216,5162,7280,8093,3314,952,19634
202,3327,4387,2066,666,10437,943,859,312,143,2257,4266,5240,2380,808,12698,2339,1471,535,210,4552,6599,6712,2918,1016,17248,3351,4577,2019,605,10545,1023,946,396,156,2510,4373,5521,2410,755,13056,2341,1478,524,228,4575,6709,6997,2934,990,17630,3473,4978,2087,600,11144,1430,1278,408,145,3261,4903,6252,2500,746,14400,2378,1703,592,209,4884,7283,7955,3096,953,19287
203,6349,9232,3818,1039,20438,1386,1277,467,159,3283,7734,10512,4280,1199,23724,3737,2499,856,292,7376,11477,13007,5139,1483,31103,6815,10061,4007,1011,21897,1772,1598,540,157,4067,8582,11656,4547,1170,25957,3903,2573,860,330,7669,12488,14233,5410,1500,33627,7858,11670,4407,1021,24966,2579,2201,714,238,5730,10441,13871,5120,1263,30695,4097,3044,1011,282,8438,14540,16912,6133,1549,39133
204,3560,4967,2402,723,11657,1035,956,328,148,2463,4593,5917,2734,876,14120,2386,1575,572,214,4748,6983,7498,3302,1086,18863,3369,4835,2183,622,11003,1178,1102,405,144,2828,4549,5933,2580,768,13838,2361,1599,555,214,4731,6913,7535,3137,989,18565,3487,4941,2223,601,11246,1535,1321,477,174,3501,5015,6256,2695,774,14743,2415,1660,591,208,4871,7433,7915,3287,981,19619
205,5490,7639,3432,1208,17770,1769,1538,638,264,4204,7257,9177,4067,1475,21976,3831,2594,982,383,7788,11088,11766,5047,1858,29763,5219,7235,3342,1044,16834,1837,1699,706,293,4527,7054,8929,4046,1336,21365,3805,2570,955,393,7723,10861,11497,5008,1722,29090,5385,7576,3438,1005,17404,2335,2174,829,322,5664,7725,9756,4263,1319,23070,3994,2736,1030,373,8139,11714,12494,5293,1704,31210
206,11858,12692,3855,970,29370,2604,1722,356,70,4755,14461,14413,4209,1041,34127,5465,2580,603,219,8869,19928,16993,4814,1262,42992,13878,14183,3987,927,32973,3251,2269,448,77,6038,17126,16447,4430,1003,39009,5939,2840,621,256,9656,23069,19288,5053,1261,48670,14104,15115,3912,727,33858,3960,2676,466,100,7202,18065,17791,4382,827,41055,6664,3335,701,175,10865,24726,21121,5077,997,51921
207,11627,16791,5918,1091,35431,930,767,209,49,1961,12556,17559,6136,1143,37394,3760,2301,522,107,6684,16317,19859,6653,1249,44077,12761,17491,5659,1014,36927,1160,1021,273,53,2501,13921,18506,5931,1064,39426,4177,2458,589,128,7352,18100,20968,6522,1196,46783,13218,18319,5162,838,37536,1371,1110,304,65,2851,14590,19428,5461,906,40386,4875,2981,671,101,8624,19460,22409,6134,1007,49008
208,12324,18223,6399,1268,38219,1687,1265,338,81,3373,14012,19488,6743,1344,41591,4512,2591,652,142,7897,18522,22080,7394,1486,49487,13308,19733,6462,1256,40763,1997,1774,393,79,4248,15308,21510,6853,1337,45005,4682,2883,627,146,8336,19990,24390,7480,1480,53338,13684,20685,6240,1106,41714,2562,2114,501,117,5294,16247,22800,6741,1222,47009,5330,3477,732,135,9676,21573,26280,7474,1359,56687
209,14225,19559,6825,1863,42471,2051,1789,573,150,4565,16274,21344,7403,2012,47037,5739,3701,1184,366,10987,22015,25052,8579,2376,58026,16873,21910,7151,1946,47874,2813,2511,777,199,6300,19686,24423,7922,2140,54176,6239,4013,1301,377,11928,25922,28438,9222,2526,66108,18055,24494,7610,1862,52023,3479,3077,856,259,7680,21538,27571,8470,2123,59700,6808,4577,1328,410,13118,28344,32149,9793,2532,72820
210,10359,13579,5507,2169,31617,1319,1138,381,149,2984,11676,14716,5888,2316,34599,4324,2870,1051,420,8666,15998,17592,6942,2734,43262,12155,15282,5969,2434,35842,1825,1489,507,190,4016,13980,16774,6478,2625,39855,4512,3111,1069,453,9142,18493,19886,7551,3075,49000,14547,18790,6865,2657,42862,2267,1989,504,194,4953,16812,20780,7368,2849,47814,5090,3564,1191,459,10306,21909,24341,8564,3315,58123
211,15411,21430,7911,1998,46754,2522,2266,714,257,5756,17933,23698,8627,2250,52509,6470,4275,1320,340,12406,24403,27974,9944,2597,64916,16316,21917,7354,1834,47415,2857,2564,821,259,6497,19171,24481,8172,2094,53915,6317,4189,1198,320,12026,25489,28675,9371,2413,65945,16996,23379,6898,1457,48730,3277,2904,857,256,7296,20275,26281,7757,1717,56026,6560,4264,1221,268,12315,26834,30549,8981,1984,68344
212,23754,29232,9877,3451,66319,2840,2484,904,387,6624,26601,31715,10790,3839,72943,9156,5913,1978,790,17840,35754,37630,12767,4627,90775,28100,33724,10750,3758,76323,3646,3136,1079,466,8323,31747,36852,11824,4222,84647,9729,6455,2115,841,19136,41479,43306,13934,5065,103785,31465,39728,12079,4093,87369,4569,3683,1252,509,10022,36039,43412,13334,4601,97388,11019,7192,2283,804,21299,47059,50609,15619,5404,118684
213,22055,25696,8974,2870,59597,3259,2765,891,355,7268,25312,28459,9868,3228,66865,9494,6378,2221,923,19017,34807,34836,12084,4149,85882,27220,31461,9798,3403,71885,4218,3719,1282,541,9767,31433,35187,11083,3948,81647,10146,6924,2430,1175,20678,41584,42113,13512,5113,102324,31969,39517,11469,3937,86890,5168,4410,1458,574,11609,37132,43930,12928,4513,98501,11647,7948,2517,1290,23403,48781,51874,15445,5807,121910
214,6754,9567,3524,951,20797,1854,1703,553,216,4321,8607,11266,4081,1167,25119,4445,3030,920,271,8666,13050,14298,5002,1441,33786,6910,9861,3593,843,21209,2242,1952,644,186,5028,9152,11814,4239,1029,26240,4516,2911,837,286,8552,13668,14722,5078,1320,34787,7037,10351,3660,780,21826,2633,2338,747,201,5923,9668,12688,4412,977,27748,4526,3193,898,261,8874,14200,15876,5307,1244,36624
215,3186,4369,2326,851,10723,903,736,327,164,2127,4089,5106,2650,1014,12853,2068,1410,566,244,4287,6158,6518,3212,1253,17138,3037,3911,2068,719,9728,937,797,337,156,2233,3972,4713,2400,871,11959,1902,1288,524,228,3941,5875,6001,2932,1096,15901,2899,3808,1967,618,9298,1069,969,375,160,2576,3972,4779,2344,780,11872,1913,1387,557,227,4085,5883,6174,2903,1004,15958
216,2822,3858,1964,834,9478,712,686,288,127,1818,3537,4549,2252,963,11298,1793,1226,561,213,3794,5330,5773,2814,1174,15097,2700,3706,1807,731,8947,775,735,296,125,1935,3480,4447,2101,855,10880,1786,1169,487,228,3674,5266,5616,2592,1088,14555,2687,3673,1702,680,8739,927,870,341,137,2274,3610,4541,2039,820,11016,1798,1318,528,209,3853,5410,5865,2571,1025,14867
217,2586,3895,2046,714,9234,788,657,282,125,1853,3371,4551,2332,835,11089,1696,1003,446,148,3292,5067,5555,2773,986,14382,2410,3462,1736,601,8209,808,703,314,157,1978,3218,4168,2045,759,10192,1503,981,383,152,3028,4726,5152,2436,907,13220,2388,3349,1667,484,7883,1005,870,354,129,2355,3388,4217,2020,609,10239,1545,1061,400,144,3154,4930,5284,2421,756,13390
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,6258,8987,3097,870,19213,1488,1187,447,175,3302,7742,10171,3546,1048,22512,3250,2008,613,245,6119,10996,12187,4160,1292,28630,6509,8993,3041,830,19373,1616,1359,436,214,3636,8129,10352,3477,1045,23003,3234,2172,625,241,6267,11368,12522,4095,1288,29273,6809,9682,2990,762,20238,1905,1653,570,223,4351,8717,11337,3553,978,24588,3379,2434,689,229,6733,12093,13771,4245,1209,31324
302,5663,7094,2387,684,15825,1162,838,276,107,2373,6823,7932,2660,786,18201,2961,1608,521,174,5272,9785,9537,3182,964,23468,6691,7997,2447,631,17771,1317,999,307,118,2738,8008,9001,2753,746,20510,2851,1704,460,170,5185,10856,10706,3213,911,25693,7167,9258,2584,546,19547,1678,1251,364,136,3429,8850,10506,2941,677,22978,3210,2075,532,186,6002,12059,12585,3479,864,28979
