SA4_CODE_2021,C21_650_799_1PF_1C,C21_650_799_1PF_2C,C21_650_799_1PF_3C,C21_650_799_1PF_4mC,C21_650_799_Tot,C21_800_999_1PF_1C,C21_800_999_1PF_2C,C21_800_999_1PF_3C,C21_800_999_1PF_4mC,C21_800_999_Tot,C21_1000_1499_1PF_1C,C21_1000_1499_1PF_2C,C21_1000_1499_1PF_3C,C21_1000_1499_1PF_4mC,C21_1000_1499_Tot,C21_1500_1999_1PF_1C,C21_1500_1999_1PF_2C,C21_1500_1999_1PF_3C,C21_1500_1999_1PF_4mC,C21_1500_1999_Tot,C21_2000_2499_1PF_1C,C21_2000_2499_1PF_2C,C21_2000_2499_1PF_3C,C21_2000_2499_1PF_4mC,C21_2000_2499_Tot,C21_2500_2999_1PF_1C,C21_2500_2999_1PF_2C,C21_2500_2999_1PF_3C,C21_2500_2999_1PF_4mC,C21_2500_2999_Tot,C21_3000_3999_1PF_1C,C21_3000_3999_1PF_2C,C21_3000_3999_1PF_3C,C21_3000_3999_1PF_4mC,C21_3000_3999_Tot,C21_4000more_1PF_1C,C21_4000more_1PF_2C,C21_4000more_1PF_3C,C21_4000more_1PF_4mo_ch,C21_4000more_Tot,C21_Par_inc_st_1PF_1C,C21_Par_inc_st_1PF_2C,C21_Par_inc_st_1PF_3C,C21_Par_inc_st_1PF_4mC,C21_Par_inc_st_Tot,C21_All_inc_ns_1PF_1Ch,C21_All_inc_ns_1PF_2C,C21_All_inc_ns_1PF_3C,C21_All_inc_ns_1PF_4mC,C21_All_inc_ns_Tot,C21_Tot_1PF_1C,C21_Tot_1PF_2C,C21_Tot_1PF_3C,C21_Tot_1PF_4mC,C21_Tot_Tot
111,770,455,150,61,1438,1294,503,166,98,2052,2589,1088,311,113,4098,1558,836,235,60,2688,1114,620,160,44,1930,507,259,76,26,869,332,263,86,16,699,205,153,52,17,425,533,453,178,55,1220,161,42,22,15,242,10669,5400,1693,601,18358
112,651,338,124,37,1153,989,354,146,50,1546,1928,709,231,89,2950,989,485,144,53,1675,516,308,68,28,927,241,128,32,15,410,133,102,34,15,279,133,63,31,10,239,466,326,128,55,976,137,54,30,12,229,7470,3460,1159,404,12498
113,281,190,97,48,612,493,214,97,50,854,849,406,166,76,1495,476,241,83,38,830,296,185,45,16,548,119,47,25,7,198,79,79,33,10,200,55,22,17,4,97,184,163,76,29,454,87,47,15,4,156,3698,1974,810,369,6847
114,335,170,76,32,619,529,199,70,44,846,962,403,160,66,1589,521,257,81,33,892,298,155,52,9,524,142,65,28,7,246,108,70,24,13,211,82,48,19,10,155,247,152,72,26,496,73,19,14,8,109,3978,1870,707,279,6835
115,193,122,39,15,373,315,130,41,16,506,700,344,116,22,1181,611,354,94,15,1077,547,335,99,18,1003,335,179,51,13,578,291,269,61,26,649,301,312,87,25,722,206,205,87,12,516,46,25,3,4,82,4053,2554,751,192,7550
116,630,370,184,124,1302,960,392,195,107,1661,2005,899,349,181,3437,1321,656,241,115,2334,1047,605,182,77,1916,478,310,99,34,924,384,367,130,44,925,199,225,101,40,563,375,310,154,78,922,191,76,34,23,320,9200,5091,2043,1031,17358
117,357,109,33,21,517,565,142,26,12,747,1034,355,62,19,1472,813,321,56,10,1200,784,335,59,4,1175,293,97,20,4,413,323,196,30,12,554,479,246,49,6,787,257,187,59,18,532,86,18,4,3,110,5981,2330,473,133,8917
118,276,94,28,6,402,380,123,33,8,543,897,320,53,23,1289,730,303,42,4,1086,681,340,73,9,1101,275,122,25,7,424,389,197,45,0,633,618,476,107,18,1212,328,220,78,22,644,76,22,4,0,100,5310,2461,549,109,8434
119,1115,526,200,96,1933,1580,461,196,124,2356,3312,1205,420,179,5117,2136,941,284,129,3495,1691,827,249,88,2849,857,476,105,63,1502,596,619,183,67,1463,375,465,189,71,1101,606,451,223,126,1409,242,114,50,21,420,15288,7371,2582,1157,26401
120,358,115,33,12,520,579,154,34,14,774,1270,405,83,15,1772,1023,381,62,12,1474,957,415,68,10,1446,406,159,25,5,594,428,279,53,21,785,527,411,99,15,1057,306,241,73,24,643,85,30,11,0,129,6981,2956,609,157,10702
121,363,161,32,4,563,540,165,48,8,757,1394,541,101,25,2061,1171,550,96,21,1838,1198,569,134,10,1907,518,210,40,11,777,633,352,59,13,1049,990,732,167,26,1914,376,372,128,17,892,79,28,8,0,108,8434,4268,920,143,13763
122,232,114,26,8,377,374,120,29,11,533,935,383,95,21,1428,807,411,101,8,1327,723,393,86,12,1217,339,161,29,13,538,335,233,83,5,655,383,428,113,11,938,271,266,118,19,675,63,35,0,0,104,4966,2794,708,125,8589
123,493,370,169,94,1127,823,358,172,95,1451,1599,789,333,156,2876,1102,581,217,98,2003,822,482,155,64,1514,418,227,67,41,761,313,251,91,42,700,151,155,68,28,406,343,239,152,64,804,146,70,37,15,266,7508,4258,1783,815,14360
124,703,390,167,74,1333,955,362,165,87,1563,2085,906,310,118,3419,1400,675,205,78,2360,1050,575,171,59,1855,524,260,90,35,910,394,308,76,34,816,222,179,63,35,498,418,319,153,54,943,126,66,22,15,234,9278,4795,1682,717,16474
125,753,339,151,63,1315,1069,373,146,92,1679,2239,889,245,155,3521,1533,696,185,93,2503,1214,563,160,73,2012,646,299,100,46,1095,458,394,127,54,1027,296,258,138,51,750,407,318,138,78,944,180,76,35,14,304,10876,5183,1783,892,18729
126,244,106,18,5,372,337,91,22,3,459,800,274,46,9,1133,588,228,38,9,864,532,287,47,3,874,282,107,26,4,418,248,193,43,7,483,256,202,49,10,522,179,132,53,13,376,49,12,0,0,58,4168,1905,386,79,6544
127,887,564,276,115,1846,1413,547,267,150,2379,2756,1364,490,202,4818,1651,941,370,155,3119,1189,784,263,112,2355,551,483,180,77,1292,391,539,189,105,1228,189,318,163,73,739,454,403,208,115,1179,233,124,44,27,427,12106,7555,3027,1394,24087
128,239,136,36,15,422,422,163,53,9,650,985,395,107,34,1519,757,370,117,20,1268,681,374,104,17,1177,372,174,40,16,607,329,252,51,17,644,221,249,70,14,550,279,210,97,23,608,62,22,0,0,80,4873,2580,743,183,8386
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,423,244,96,50,809,633,242,95,54,1018,1074,538,196,68,1872,546,325,101,32,1005,345,169,60,23,602,139,72,21,14,238,91,66,28,6,192,64,36,12,9,128,248,190,78,36,549,100,29,16,4,152,4519,2360,863,329,8073
202,387,221,94,22,732,592,231,93,51,964,1029,442,166,59,1695,559,320,104,35,1030,364,229,58,22,671,157,63,16,8,250,110,72,23,6,212,47,46,8,4,110,202,169,88,33,496,77,32,9,5,132,4270,2219,790,296,7580
203,568,365,128,42,1102,892,419,144,52,1506,1731,857,272,89,2946,1025,550,171,43,1799,704,427,141,26,1300,302,173,50,14,539,219,197,55,16,481,158,145,41,15,361,396,356,174,52,979,135,46,14,4,195,7324,4201,1421,417,13368
204,397,270,80,34,775,620,218,76,49,964,1100,458,155,64,1771,586,262,68,31,948,351,188,68,18,620,138,81,25,8,238,113,55,18,8,194,65,46,20,0,134,272,180,110,41,599,106,42,11,5,161,4520,2172,776,297,7770
205,678,414,201,68,1368,970,422,175,98,1660,1700,709,265,105,2772,804,426,151,58,1438,521,271,80,28,904,183,102,31,14,330,119,104,33,9,264,108,67,15,13,199,432,310,146,57,940,194,73,24,9,305,7262,3629,1374,539,12803
206,704,236,70,16,1023,1049,259,43,22,1379,2070,669,145,32,2914,1583,583,89,18,2279,1306,640,104,20,2075,541,168,40,10,758,584,306,68,10,967,793,490,101,15,1392,557,463,113,35,1173,157,47,10,16,228,11421,4591,967,268,17239
207,446,206,37,12,698,624,217,46,0,896,1544,617,133,24,2311,1113,495,91,24,1724,970,493,97,17,1576,466,225,62,10,758,419,356,79,11,861,479,427,112,21,1042,384,391,136,17,932,95,30,6,0,136,8255,4233,947,171,13602
208,505,232,45,9,791,827,293,64,16,1203,1870,720,151,44,2790,1380,675,110,26,2187,1200,647,112,10,1968,466,217,55,14,751,551,356,87,15,1006,612,555,124,11,1298,491,486,176,20,1171,119,47,11,4,184,9413,4778,1055,190,15440
209,868,484,158,46,1556,1420,561,171,76,2225,2884,1264,322,113,4588,1968,982,279,75,3303,1427,819,196,52,2505,651,402,98,25,1172,447,444,131,39,1065,308,298,100,33,744,637,588,189,80,1498,217,84,27,17,344,12909,7000,2019,712,22642
210,710,411,169,67,1358,1134,448,149,78,1817,2230,1068,293,144,3746,1430,796,226,66,2520,984,615,173,57,1822,519,307,118,57,1002,377,314,129,47,865,191,222,69,35,517,407,407,176,68,1067,178,69,28,15,293,9735,5582,1914,798,18025
211,867,439,157,31,1493,1296,488,160,49,1994,2817,1208,344,95,4454,1805,923,250,66,3041,1394,768,215,45,2415,679,424,108,16,1220,496,460,106,35,1096,295,324,110,23,751,635,613,229,46,1524,155,64,17,6,247,12255,6588,1895,465,21212
212,1399,837,299,89,2621,2174,931,318,159,3594,4585,1968,613,254,7410,2744,1459,399,141,4743,2065,1194,304,121,3680,891,647,182,83,1806,620,652,220,84,1571,347,361,136,55,898,903,747,319,174,2144,313,139,58,24,539,19601,10784,3446,1391,35232
213,1497,939,355,179,2972,2221,933,344,209,3708,4464,2097,645,346,7553,2792,1579,453,196,5012,1995,1247,316,153,3704,842,579,194,80,1694,691,633,212,106,1642,346,415,160,69,989,848,743,320,207,2117,366,173,59,51,653,19896,11433,3778,1953,37060
214,614,371,147,39,1172,947,401,134,47,1530,1997,894,264,88,3239,1224,631,139,46,2038,850,496,113,32,1500,361,199,54,22,636,227,213,47,21,512,171,160,27,10,371,461,427,172,46,1107,170,61,19,6,256,8278,4519,1311,408,14516
215,306,191,106,46,640,472,227,79,46,827,875,350,148,56,1435,421,221,73,29,748,250,137,44,7,443,104,48,14,9,172,63,37,12,7,118,44,22,12,3,80,183,139,69,33,425,118,36,11,6,170,3575,1810,715,304,6402
216,281,198,106,30,611,492,170,78,42,780,742,372,128,56,1303,395,205,68,32,698,232,141,46,15,437,85,55,19,7,160,61,33,8,3,113,31,24,15,3,74,182,141,83,28,434,102,40,13,7,156,3251,1738,703,291,5978
217,261,161,75,21,512,406,177,55,33,676,689,261,132,43,1120,388,173,66,17,644,196,115,32,7,358,104,65,10,3,190,63,36,13,5,116,52,30,15,0,88,189,125,51,23,388,60,18,8,9,99,2929,1433,543,209,5112
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,404,233,81,42,758,674,251,82,41,1047,1451,659,199,77,2386,903,535,128,35,1602,707,437,99,26,1272,320,171,36,12,536,235,209,47,13,496,134,138,39,14,319,326,257,83,37,711,88,44,10,5,146,6081,3337,929,339,10689
302,373,183,63,24,643,568,220,62,47,899,1364,537,133,51,2086,930,431,100,33,1492,668,376,64,19,1127,295,155,45,6,507,268,194,40,12,509,165,145,32,9,346,287,231,82,28,635,62,24,10,8,97,5704,2835,726,271,9533
303,490,267,90,49,887,818,300,91,54,1265,1832,725,198,77,2836,1251,614,165,60,2092,988,539,135,50,1714,447,218,62,7,734,339,295,74,16,730,244,216,56,19,536,357,356,138,61,899,108,32,10,12,162,8268,4164,1191,476,14102
304,203,104,42,5,353,271,115,41,13,451,720,375,100,23,1221,576,364,95,22,1060,525,374,89,11,1002,228,92,32,6,352,164,176,35,4,385,198,160,48,13,421,198,194,80,15,482,27,15,3,0,45,3630,2210,632,142,6617
305,288,113,17,5,419,330,135,23,6,501,988,345,66,10,1409,801,319,65,8,1195,797,349,66,16,1225,274,109,24,9,407,315,192,45,8,559,495,358,87,14,956,241,262,75,7,587,46,19,4,0,65,5293,2462,517,93,8377
306,560,367,136,99,1155,816,365,156,86,1423,1576,777,241,149,2741,895,461,138,61,1557,570,314,90,35,1018,199,92,36,11,336,150,103,26,16,293,99,68,29,7,200,431,324,136,96,988,140,69,26,27,258,6681,3569,1255,739,12245
307,278,183,93,51,607,403,164,97,60,725,635,268,114,80,1103,319,142,58,36,554,178,86,44,15,322,79,42,13,6,138,53,30,13,0,93,31,24,3,0,58,193,96,55,35,378,87,28,12,10,130,2855,1383,630,357,5226
308,476,288,168,79,1020,657,284,165,95,1200,1168,563,218,122,2068,655,317,125,52,1153,468,274,99,39,879,221,99,29,12,366,170,106,26,8,312,97,74,18,9,198,311,203,130,60,705,118,54,26,13,210,5411,2830,1233,615,10088
309,1339,791,251,62,2444,1993,842,286,101,3228,4309,1911,507,173,6893,2507,1303,328,95,4236,1629,911,252,69,2856,734,360,86,33,1205,506,362,109,34,1015,369,266,71,17,726,834,680,242,87,1844,251,110,35,9,407,17262,8851,2542,782,29432
310,883,638,318,156,1993,1244,610,315,213,2379,2439,1197,446,272,4351,1368,818,251,146,2584,954,555,175,84,1771,358,218,94,52,717,244,188,76,37,544,146,112,52,33,341,429,370,188,123,1115,186,85,35,37,349,10202,5954,2356,1369,19881
311,870,636,301,143,1954,1315,562,297,186,2362,2377,1171,502,279,4333,1370,729,268,129,2500,849,500,175,82,1607,363,214,69,34,691,225,182,65,34,501,113,103,41,34,292,439,391,165,125,1119,185,85,42,33,342,10163,5719,2364,1304,19554
312,290,189,78,50,606,415,195,84,53,740,765,396,151,56,1370,473,301,72,38,882,361,194,52,15,617,124,50,21,11,198,134,80,25,6,247,96,79,30,6,211,236,168,83,32,524,70,23,7,4,114,3626,2033,776,317,6751
313,684,453,214,68,1421,1004,418,217,106,1748,1846,854,349,177,3225,984,546,193,86,1814,656,342,97,41,1138,257,136,47,10,449,156,101,54,21,329,107,71,22,13,220,397,297,113,57,862,130,50,24,11,214,7674,3996,1603,694,13956
314,384,283,110,29,807,575,290,134,60,1065,1295,746,207,66,2313,893,520,108,36,1551,598,394,109,34,1135,248,146,40,13,448,180,189,46,13,434,92,92,27,5,224,253,236,109,34,631,63,31,13,6,112,5304,3343,1055,343,10045
315,137,102,37,37,317,197,83,37,31,351,340,185,101,61,680,187,93,44,32,359,140,52,26,14,231,51,13,11,4,83,46,18,13,9,92,43,19,3,3,69,143,84,62,59,353,95,43,23,13,164,1947,985,486,347,3763
316,780,488,155,42,1466,1200,504,182,52,1939,2500,1144,307,101,4047,1424,758,196,50,2421,888,490,143,29,1549,337,196,49,13,596,231,174,62,13,480,181,124,37,6,353,566,443,175,50,1232,140,46,21,4,212,9753,5080,1558,408,16802
317,326,200,99,47,669,503,223,87,60,879,960,459,188,88,1692,532,322,99,54,1004,352,211,52,36,650,139,68,24,13,244,79,57,24,6,172,75,40,14,3,136,191,132,72,45,434,69,23,11,7,107,3895,2100,833,408,7242
318,478,317,164,72,1023,735,328,147,81,1284,1390,645,260,118,2417,900,492,139,72,1605,551,297,96,39,980,212,134,36,14,397,149,98,37,12,296,105,69,26,14,216,317,244,115,67,733,109,42,13,16,176,5951,3253,1234,607,11043
319,837,456,243,99,1644,1303,460,197,121,2067,2047,864,307,199,3419,907,482,183,67,1635,507,234,74,44,859,168,98,34,12,313,97,62,27,14,201,89,50,19,9,156,456,295,143,80,977,225,70,27,12,327,8385,3931,1563,804,14690
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,429,187,58,14,681,673,242,54,24,996,1386,646,139,40,2207,930,515,108,18,1575,773,456,93,14,1335,327,160,49,10,544,245,203,50,7,513,247,211,54,7,525,364,298,125,28,818,61,21,4,0,92,6505,3343,850,200,10888
402,1158,764,290,118,2323,1812,693,304,144,2961,3256,1538,506,238,5533,1784,939,300,118,3134,1126,673,151,83,2032,425,294,88,48,861,251,279,83,45,658,117,136,59,30,339,646,561,278,122,1604,201,86,31,22,339,13402,7351,2572,1168,24482
403,799,462,153,37,1451,1250,495,158,62,1966,2372,1123,288,107,3898,1483,778,199,53,2513,1006,562,110,24,1706,400,246,58,12,718,265,221,66,13,559,168,157,47,11,381,547,509,174,52,1282,110,42,9,8,160,9989,5338,1446,454,17227
404,553,263,71,25,908,876,246,80,31,1229,1632,618,148,44,2438,1019,441,118,30,1614,745,368,79,20,1212,291,167,56,4,521,224,145,37,12,422,120,105,35,6,272,360,267,103,28,758,77,28,9,8,120,6973,3131,886,286,11282
405,221,136,60,26,449,364,119,71,45,595,548,255,94,38,928,270,140,49,24,478,154,89,21,7,269,75,38,10,5,124,41,25,11,3,79,33,12,5,0,46,182,128,56,23,389,69,17,11,0,103,2495,1232,494,199,4425
406,189,117,59,28,388,232,98,53,33,422,442,185,64,45,741,240,109,37,4,394,99,63,17,13,198,68,20,7,3,97,41,20,4,7,75,30,6,8,0,50,138,100,31,23,294,77,27,13,8,118,2059,992,387,214,3653
407,426,266,114,31,845,635,248,112,44,1040,1008,450,165,59,1683,479,248,80,26,831,287,150,35,13,492,111,62,16,10,197,59,46,11,6,124,50,22,10,0,83,275,196,89,28,586,84,25,10,3,132,4324,2200,820,289,7631
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,372,278,94,34,776,527,249,75,33,891,953,494,159,58,1660,484,257,80,26,848,324,204,58,12,603,151,70,19,8,242,101,66,30,7,203,65,42,17,5,125,329,233,92,36,689,61,29,11,3,100,4144,2387,795,274,7592
502,244,169,77,28,511,328,138,75,38,578,589,292,94,45,1010,314,160,39,22,537,202,125,42,13,378,93,56,16,13,184,78,58,13,10,155,54,41,13,5,116,190,126,60,26,409,45,22,5,3,69,2728,1548,539,239,5062
503,161,58,9,6,233,227,88,17,4,337,488,226,47,6,772,419,220,49,10,693,366,196,36,0,605,168,62,14,0,241,177,100,34,0,320,316,235,67,17,639,193,145,51,6,398,13,11,4,0,30,2970,1497,373,63,4905
504,521,267,132,55,969,705,339,112,61,1216,1439,761,229,79,2504,963,494,137,43,1643,750,406,111,38,1305,364,169,56,15,612,269,186,54,18,528,153,109,35,12,304,384,314,120,61,886,81,52,16,6,155,6767,3686,1200,486,12137
505,935,572,184,69,1760,1364,613,214,89,2282,2877,1455,373,149,4858,1994,1064,257,95,3416,1514,894,224,65,2693,642,365,105,37,1148,556,436,94,38,1133,371,369,118,27,874,805,699,258,99,1862,158,73,25,14,269,13365,7737,2180,842,24122
506,830,502,209,100,1637,1197,485,216,98,1988,2539,1196,387,151,4270,1611,822,194,88,2721,1240,666,172,54,2125,549,269,85,35,936,428,365,99,26,918,293,251,67,30,641,688,531,236,90,1553,188,77,25,18,303,11617,6227,2070,865,20778
507,762,471,173,69,1475,1082,520,183,85,1869,2122,1118,354,128,3721,1487,858,215,60,2618,1080,629,151,62,1923,495,273,79,19,859,420,344,87,25,879,310,293,72,17,693,640,500,229,88,1454,156,70,32,4,267,10412,6058,1943,668,19086
509,219,150,58,38,470,334,125,47,32,541,573,267,94,45,975,278,167,52,33,525,191,83,26,9,315,86,38,9,4,138,68,30,7,3,111,50,19,3,0,76,205,142,53,36,434,76,28,10,6,117,2624,1340,487,254,4707
510,113,68,29,14,228,105,59,30,23,221,215,125,53,40,440,176,130,49,15,370,156,87,24,15,288,51,22,6,6,90,89,52,11,4,156,54,41,14,4,111,85,77,62,38,266,72,45,15,9,141,1531,926,431,233,3120
511,215,93,47,22,382,267,113,42,36,452,410,218,84,48,769,289,163,44,24,519,235,101,35,18,383,126,41,8,9,182,103,50,14,10,181,64,42,11,3,119,181,137,65,24,409,79,24,16,11,130,2472,1307,479,266,4518
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,531,354,144,47,1074,821,332,123,55,1334,1612,755,201,86,2655,905,489,124,64,1587,676,331,79,24,1118,217,133,39,9,396,161,131,28,8,329,128,88,34,6,264,354,336,144,53,893,104,43,12,8,161,6683,3638,1184,448,11945
602,370,245,107,38,758,590,238,81,46,964,984,413,133,53,1579,447,234,68,26,771,270,155,43,18,479,109,66,11,0,186,69,39,8,8,122,42,35,4,3,81,230,191,83,30,532,64,20,11,3,108,3947,2077,699,278,6997
603,67,63,18,4,156,124,38,24,7,196,199,104,35,15,357,102,41,19,4,169,51,24,10,4,88,19,12,6,3,34,13,6,4,0,26,11,4,0,0,20,67,49,19,8,150,24,9,8,0,38,894,428,178,67,1558
604,318,205,67,39,627,430,175,70,28,710,722,336,93,42,1200,352,169,72,10,598,197,88,32,13,331,80,45,16,0,137,44,39,5,4,94,35,21,4,0,65,196,144,59,27,421,64,24,10,6,100,3088,1613,559,230,5489
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,176,104,48,29,354,223,93,43,23,384,593,274,103,36,1005,499,274,63,24,858,441,215,58,19,727,197,80,24,9,304,168,103,25,18,312,118,101,25,17,255,212,157,63,30,459,52,28,14,3,90,3118,1675,553,268,5609
702,173,95,58,42,363,161,93,44,32,340,295,179,91,77,644,166,104,44,31,349,126,73,20,11,239,55,27,13,9,103,53,36,13,10,114,38,20,11,8,69,130,100,46,71,345,84,36,24,18,156,2244,1228,566,425,4464
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,392,226,82,57,758,600,251,79,46,976,1600,721,192,83,2598,1597,815,179,63,2654,1567,939,178,44,2723,729,307,79,14,1128,796,427,110,32,1364,558,504,138,36,1240,438,482,200,65,1189,82,30,9,6,130,9423,5244,1444,543,16650
