SA4_CODE_2021,C21_75_99_CF_CU15_NDS,C21_75_99_CF_NCU15_DS,C21_75_99_CF_NDCO,C21_75_99_Tot,C21_100_149_CF_NC,C21_100_149_CF_Cu15DS_,C21_100_149_CF_CU15_NDS,C21_100_149_CF_NCU15_DS,C21_100_149_CF_NDCO,C21_100_149_Tot,C21_150_199_CF_NC,C21_150_199_CF_Cu15DS_,C21_150_199_CF_CU15_NDS,C21_150_199_CF_NCU15_DS,C21_150_199_CF_NDCO,C21_150_199_Tot,C21_200_224_CF_NC,C21_200_224_CF_Cu15DS_,C21_200_224_CF_CU15_NDS,C21_200_224_CF_NCU15_DS,C21_200_224_CF_NDCO,C21_200_224_Tot,C21_225_274_CF_NC,C21_225_274_CF_Cu15DS_,C21_225_274_CF_CU15_NDS,C21_225_274_CF_NCU15_DS,C21_225_274_CF_NDCO,C21_225_274_Tot,C21_275_349_CF_NC,C21_275_349_CF_Cu15DS_,C21_275_349_CF_CU15_NDS,C21_275_349_CF_NCU15_DS,C21_275_349_CF_NDCO,C21_275_349_Tot,C21_350_449_CF_NC,C21_350_449_CF_Cu15DS_,C21_350_449_CF_CU15_NDS,C21_350_449_CF_NCU15_DS,C21_350_449_CF_NDCO,C21_350_449_Tot,C21_450_549_CF_NC,C21_450_549_CF_Cu15DS_,C21_450_549_CF_CU15_NDS,C21_450_549_CF_NCU15_DS,C21_450_549_CF_NDCO,C21_450_549_Tot,C21_550_649_CF_NC,C21_550_649_CF_Cu15DS_,C21_550_649_CF_CU15_NDS,C21_550_649_CF_NCU15_DS,C21_550_649_CF_NDCO,C21_550_649_Tot,C21_650_749_CF_NC,C21_650_749_CF_Cu15DS_,C21_650_749_CF_CU15_NDS,C21_650_749_CF_NCU15_DS,C21_650_749_CF_NDCO,C21_650_749_Tot,C21_750_849_CF_NC,C21_750_849_CF_Cu15DS_,C21_750_849_CF_CU15_NDS,C21_750_849_CF_NCU15_DS,C21_750_849_CF_NDCO,C21_750_849_Tot,C21_850_949_CF_NC,C21_850_949_CF_Cu15DS_,C21_850_949_CF_CU15_NDS,C21_850_949_CF_NCU15_DS,C21_850_949_CF_NDCO,C21_850_949_Tot,C21_950over_CF_NC,C21_950over_CF_Cu15DS_,C21_950over_CF_CU15_NDS,C21_950over_CF_NCU15_DS,C21_950over_CF_NDCO,C21_950over_Tot,C21_Rns_CF_NC,C21_Rns_CF_Cu15DS_,C21_Rns_CF_CU15_NDS,C21_Rns_CF_NCU15_DS,C21_Rns_CF_NDCO,C21_Rns_Tot,C21_Tot_CF_NC,C21_Tot_CF_Cu15DS_,C21_Tot_CF_CU15_NDS,C21_Tot_CF_NCU15_DS,C21_Tot_CF_NDCO,C21_Tot_Tot
111,4,0,3,30,108,5,20,0,3,141,386,5,54,6,22,470,177,9,61,10,12,262,344,33,127,9,43,550,944,40,492,53,132,1653,2851,209,1880,163,293,5389,2035,256,1602,149,243,4288,765,119,674,86,101,1752,262,64,249,42,38,655,88,25,104,11,8,232,38,9,53,5,4,112,43,17,53,6,5,119,189,22,107,15,21,354,8251,801,5484,551,940,16035
112,0,0,0,22,76,9,23,3,12,126,170,10,36,5,13,232,119,9,54,7,14,207,269,13,140,9,29,461,567,49,342,31,85,1071,1116,84,898,50,128,2276,824,115,796,75,107,1919,491,78,617,67,93,1352,303,71,355,42,53,820,124,30,173,17,16,358,70,16,96,3,12,199,89,20,141,11,9,271,131,13,79,8,13,251,4395,510,3765,328,597,9587
113,3,0,0,26,112,7,70,8,9,203,291,20,153,15,40,519,268,23,196,7,17,523,532,57,514,26,62,1193,752,96,772,53,87,1762,663,128,734,44,94,1663,152,39,221,14,22,451,32,0,39,3,0,77,4,0,0,0,0,10,0,0,0,0,0,6,3,0,0,0,4,8,9,0,5,0,3,20,130,15,122,15,24,300,3010,396,2854,202,372,6841
114,0,0,0,3,48,6,15,0,4,69,60,0,18,0,0,85,86,6,45,3,14,158,258,22,182,14,19,492,461,32,298,24,56,868,844,89,794,62,93,1883,533,94,571,44,74,1319,216,34,204,28,39,527,76,12,109,10,9,225,26,10,41,5,3,89,14,0,19,8,0,45,28,10,28,0,4,70,105,9,66,6,19,206,2770,328,2401,219,343,6067
115,4,0,0,3,27,4,10,0,0,34,32,0,10,3,3,46,29,4,12,5,6,50,61,8,44,7,4,125,118,6,43,8,9,186,440,13,218,27,31,731,687,86,845,82,69,1767,733,232,1442,187,161,2750,407,255,995,219,184,2064,167,149,458,131,101,1003,88,86,233,74,51,520,83,75,192,80,38,467,95,27,117,24,23,276,2960,943,4613,841,680,10043
116,0,4,0,38,101,5,33,0,7,149,375,14,88,8,46,533,150,12,70,19,13,261,275,57,162,20,43,560,812,105,705,61,181,1872,2739,471,3577,349,474,7606,1700,487,2773,322,410,5683,981,419,1814,268,340,3816,274,184,606,125,140,1316,47,37,89,18,29,227,15,6,20,3,10,50,12,11,35,0,3,64,221,34,219,38,64,573,7755,1848,10189,1241,1771,22800
117,0,0,0,49,92,0,24,7,7,130,338,3,33,3,20,405,143,0,25,12,13,200,289,7,57,11,19,384,605,8,87,15,40,758,2039,41,515,51,57,2700,5165,44,738,54,49,6046,5937,51,1275,78,89,7434,4775,67,1317,89,74,6326,2450,49,845,70,49,3475,1011,25,480,43,40,1609,1607,102,896,153,91,2855,481,9,128,13,37,669,25010,416,6447,603,580,33055
118,6,0,0,27,43,5,26,5,0,76,144,7,14,3,4,172,67,7,8,3,3,90,113,7,31,9,11,165,253,9,71,3,16,350,779,12,209,21,18,1039,2072,30,551,47,39,2743,2817,46,877,82,75,3896,2298,46,907,66,69,3380,1394,63,796,60,41,2357,788,46,600,52,35,1521,1389,339,2028,355,138,4256,256,24,179,21,17,497,12453,639,6301,728,474,20595
119,8,0,5,66,165,3,56,11,22,251,600,19,93,29,47,790,284,24,116,29,40,487,603,32,239,48,103,1026,1396,113,1145,88,144,2884,4243,339,4062,327,391,9360,4611,620,4221,469,572,10492,2164,580,2753,413,513,6423,881,394,1429,278,309,3294,332,158,572,124,138,1328,109,55,235,63,65,523,128,60,183,54,61,488,509,88,405,82,115,1193,16106,2483,15540,2024,2526,38684
120,0,0,3,25,67,0,18,4,3,89,117,0,21,0,9,147,95,0,22,3,0,126,257,4,49,6,7,330,485,7,130,20,19,662,2290,58,920,74,67,3412,3812,98,1753,158,130,5956,2775,105,1469,158,137,4643,1641,87,1145,140,104,3111,729,96,805,99,82,1810,359,61,507,55,46,1027,439,147,875,147,81,1682,293,16,174,23,40,541,13391,681,7893,880,738,23586
121,3,0,3,10,37,0,17,0,0,50,67,0,6,0,4,80,61,0,19,0,7,94,163,3,60,3,15,237,258,7,90,6,14,379,1813,22,599,45,42,2520,3561,86,1999,120,96,5867,3038,150,2098,202,147,5636,1748,168,1565,213,126,3822,1076,127,1243,167,88,2700,577,133,933,139,78,1859,945,592,2368,581,225,4706,327,26,223,42,38,658,13694,1324,11238,1521,884,28655
122,0,0,0,4,29,0,6,0,0,40,34,0,13,0,0,49,43,0,13,4,3,57,87,0,18,3,9,109,114,9,45,6,4,173,398,15,144,12,13,577,1249,28,444,52,46,1819,1628,32,796,61,61,2584,1103,54,771,56,75,2055,645,67,671,69,72,1529,312,76,591,67,63,1127,752,369,1565,348,224,3261,162,22,129,18,28,352,6570,669,5212,707,593,13754
123,5,0,5,22,69,3,31,3,5,107,256,9,75,18,27,386,79,16,54,5,23,180,184,34,104,20,54,399,472,51,369,30,84,1001,1621,251,2001,156,345,4379,1059,349,1770,198,318,3687,372,196,763,126,158,1620,78,32,149,23,41,325,34,17,44,14,11,114,11,3,9,6,3,32,9,5,22,0,3,39,136,28,148,18,46,373,4403,997,5548,604,1141,12692
124,3,0,0,17,33,4,22,3,3,63,137,4,43,0,9,202,93,0,46,4,15,151,279,25,180,16,25,514,673,42,414,44,55,1224,2427,252,2235,180,315,5410,1445,292,1877,181,270,4063,432,189,797,108,160,1679,97,62,199,24,58,441,36,15,62,14,12,149,18,0,27,10,3,52,20,8,24,11,8,61,157,20,153,26,36,393,5865,898,6081,622,974,14435
125,5,0,0,67,188,8,30,11,14,250,581,16,77,31,39,746,243,30,86,26,35,420,553,43,287,45,71,995,1433,78,886,66,106,2579,4824,359,5117,323,351,10973,4708,694,6170,595,609,12780,1795,543,2541,369,381,5620,538,277,947,195,181,2143,200,86,362,82,85,818,68,30,126,26,36,279,90,21,98,21,22,253,474,57,453,59,103,1157,15784,2253,17206,1848,2037,39125
126,0,0,0,6,39,0,5,0,4,46,57,0,6,5,0,67,69,0,21,3,7,100,177,0,48,8,14,253,448,14,151,14,20,647,1861,43,855,57,54,2869,2210,118,1476,129,78,4021,1260,138,1568,166,120,3259,444,137,790,117,86,1576,183,60,430,71,46,798,84,53,236,47,35,455,113,86,314,83,44,651,162,11,135,18,12,347,7118,674,6042,727,535,15104
127,6,0,6,48,97,4,34,11,17,158,450,22,99,34,40,646,195,34,106,27,28,391,606,67,444,79,114,1305,1153,149,1003,133,213,2662,2321,452,2800,397,705,6676,1831,988,3548,683,1060,8111,824,684,1838,448,591,4377,212,215,468,141,207,1239,61,56,112,23,45,301,17,11,34,10,16,76,28,20,32,9,14,103,334,70,287,62,117,876,8182,2780,10827,2050,3172,27010
128,0,0,0,8,26,0,9,0,0,36,68,0,8,0,3,87,41,0,14,4,3,55,86,0,62,7,6,166,113,7,49,7,10,185,657,20,293,25,29,1026,1159,47,627,47,60,1946,826,81,730,81,102,1817,425,94,560,78,86,1249,214,68,395,65,67,813,97,50,243,44,31,468,120,79,306,66,47,616,93,15,60,11,20,199,3942,468,3358,435,474,8679
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0,0,0,26,66,3,42,4,8,121,129,6,61,8,18,220,170,14,79,8,25,296,443,21,259,21,67,807,1074,66,645,47,71,1901,765,132,876,75,79,1923,114,41,193,21,35,399,20,0,37,9,0,63,5,6,8,0,0,25,5,0,8,3,0,12,0,0,0,0,0,4,16,0,6,0,6,28,88,5,58,6,11,166,2948,307,2278,197,310,6036
202,4,0,0,19,67,7,37,0,8,113,156,14,55,3,5,235,113,11,71,3,13,210,355,36,203,21,33,652,798,92,689,58,75,1710,647,107,747,66,80,1649,176,46,209,42,22,492,45,14,39,6,0,102,16,3,22,0,0,46,3,0,5,0,0,11,3,0,0,0,0,3,4,0,5,0,0,16,71,10,59,14,7,153,2469,341,2159,223,246,5433
203,3,0,0,24,99,9,42,0,11,163,207,14,43,4,17,288,161,9,52,0,9,233,419,20,244,18,45,762,1341,96,871,80,117,2507,2339,257,1975,185,231,4994,868,163,1039,121,117,2301,230,71,351,51,40,734,82,18,134,26,13,275,29,15,55,7,4,111,17,9,19,0,3,40,18,3,24,4,0,55,176,15,115,16,27,352,6024,693,4981,526,631,12860
204,10,0,0,26,86,0,35,0,11,131,206,12,90,15,13,333,196,15,124,18,6,358,512,57,402,28,58,1057,791,79,657,44,86,1657,673,139,771,48,80,1712,102,41,181,21,28,375,25,7,26,4,4,57,6,3,7,0,4,20,3,0,4,0,0,13,0,0,0,0,0,4,19,3,15,0,6,32,150,15,82,14,17,278,2819,363,2414,199,311,6103
205,20,0,0,48,148,11,62,11,16,250,352,20,123,12,40,545,322,23,197,17,41,598,726,53,458,39,73,1348,1108,116,885,94,111,2312,914,156,1033,99,125,2333,172,40,267,31,33,550,23,6,33,5,5,66,6,0,3,5,0,11,4,0,4,0,0,9,0,0,0,0,0,6,18,3,20,4,3,43,170,16,138,16,20,357,4021,461,3252,338,466,8540
206,13,4,3,85,219,13,88,10,17,344,496,18,144,27,40,715,278,18,104,18,17,432,754,39,178,25,35,1034,4140,62,703,69,77,5053,11251,71,1893,125,106,13447,9312,83,2089,129,100,11724,5217,93,1571,120,69,7067,2444,57,1138,89,51,3782,1171,70,737,81,43,2098,630,53,470,69,34,1250,938,139,828,174,81,2165,668,30,242,34,38,1020,37623,750,10214,993,710,50287
207,7,0,0,17,66,4,26,3,0,98,125,0,20,4,6,156,105,0,20,3,3,138,180,3,46,8,15,256,816,25,256,24,33,1155,3253,128,1517,178,132,5210,2344,228,1767,292,200,4830,937,200,1113,254,134,2636,434,146,787,161,86,1607,213,106,473,121,34,950,112,75,227,98,28,540,171,178,472,152,45,1016,263,24,162,36,33,512,9038,1119,6898,1342,759,19157
208,0,0,0,21,65,4,36,5,0,106,139,3,23,0,7,170,94,3,29,3,3,145,287,7,75,11,8,392,1121,22,343,35,40,1556,3149,72,1328,112,98,4758,2662,132,1727,148,134,4802,1215,135,1265,179,95,2896,582,144,974,150,79,1931,330,157,705,111,67,1374,159,126,478,85,42,894,268,239,769,227,68,1574,263,31,176,52,33,558,10388,1080,7936,1124,681,21204
209,9,4,0,48,104,7,51,8,4,169,217,5,76,6,14,315,134,28,62,5,8,240,280,39,193,23,44,580,1734,120,1306,131,176,3462,4833,619,4712,427,522,11105,1653,258,1623,199,225,3959,469,103,614,88,61,1331,115,43,191,45,32,423,64,23,86,15,13,201,29,8,32,12,6,87,57,24,90,12,9,198,324,40,211,41,61,668,10053,1311,9274,1010,1193,22845
210,8,0,6,25,62,5,39,4,11,119,144,6,57,10,12,237,71,12,53,9,8,150,185,26,104,12,54,377,1222,168,1309,131,193,3023,3427,761,4428,474,616,9701,962,275,1271,187,197,2893,208,81,340,57,48,733,55,20,107,24,23,228,37,10,43,10,4,104,22,6,38,0,0,71,50,12,74,10,13,157,244,39,253,38,54,623,6707,1437,8130,970,1240,18484
211,14,0,4,33,104,3,35,8,8,155,183,3,51,6,13,258,98,10,34,12,13,175,180,11,98,12,20,318,884,63,652,90,90,1781,3408,373,2677,280,327,7066,1584,317,1938,302,333,4475,340,148,617,147,122,1369,93,53,177,60,36,412,37,14,47,20,20,135,15,8,22,3,3,56,49,30,70,18,18,180,203,35,160,36,52,482,7220,1051,6593,1004,1055,16929
212,20,4,3,66,183,12,82,8,23,308,363,12,103,19,48,542,211,17,90,12,35,369,645,60,342,48,65,1159,2938,324,2752,217,331,6565,6945,1306,8425,953,970,18601,2114,659,2989,543,458,6770,656,249,1078,249,169,2400,236,113,343,93,55,841,77,58,145,53,22,358,24,12,61,12,8,115,136,34,163,30,26,385,579,90,449,75,115,1312,15201,2959,17054,2322,2335,39868
213,15,3,0,59,177,9,73,7,21,284,342,20,119,21,30,532,232,21,136,23,31,438,656,70,432,61,75,1290,3698,485,3988,331,421,8920,7225,1293,9476,798,878,19661,2140,443,2195,287,311,5377,689,113,737,87,96,1725,238,44,351,38,41,720,95,38,147,17,17,310,49,6,68,12,3,135,124,29,169,22,21,361,511,86,489,76,106,1271,16266,2649,18433,1790,2052,41181
214,0,0,0,9,72,0,33,4,5,106,119,6,31,7,15,179,98,3,35,3,5,143,227,21,146,11,22,421,896,66,501,53,103,1621,1794,221,1467,135,266,3883,777,149,887,134,152,2097,227,67,322,56,49,724,106,46,168,36,23,383,50,17,81,7,20,172,20,13,52,12,5,99,50,23,81,15,9,177,132,15,121,22,39,324,4589,646,3924,501,717,10380
215,19,3,0,66,178,11,105,13,18,321,323,30,187,15,44,601,258,30,191,13,33,523,458,43,322,32,56,910,543,71,528,45,65,1253,351,76,353,36,39,848,72,17,80,20,9,200,14,0,16,0,4,35,7,0,7,0,0,7,8,3,0,0,0,10,4,0,5,0,0,6,9,0,7,0,0,19,128,6,105,11,23,267,2445,281,1949,188,288,5151
216,9,0,0,19,108,3,55,3,8,175,230,20,114,11,19,397,215,18,134,18,30,423,430,33,352,22,39,881,575,93,518,36,58,1287,379,80,482,53,67,1061,86,26,115,11,17,252,9,0,12,0,0,16,5,5,0,0,0,4,4,0,3,0,0,11,0,0,0,0,0,5,0,0,11,0,0,17,102,15,74,7,12,209,2172,301,1887,169,251,4780
217,3,3,3,30,115,9,64,0,7,194,181,11,105,8,23,327,166,15,117,9,22,323,323,31,203,16,33,616,425,49,362,18,48,906,347,68,360,39,52,872,64,14,88,14,13,192,17,4,22,0,0,45,3,0,3,0,0,13,3,0,3,0,0,5,0,4,5,0,0,4,8,0,4,0,4,16,105,9,100,3,11,232,1813,218,1456,125,228,3843
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,0,0,0,9,46,0,14,0,3,70,111,0,24,7,18,162,74,7,20,0,12,108,152,14,50,7,16,239,325,17,148,21,27,538,1460,112,1074,113,173,2929,1192,258,1549,166,274,3439,390,134,543,104,132,1303,128,56,231,59,44,518,50,32,89,23,15,206,22,16,36,5,11,88,19,24,28,9,0,87,100,16,55,19,36,216,4084,673,3880,531,765,9931
302,0,0,0,21,85,8,18,5,4,122,134,6,32,9,12,193,93,8,36,9,12,154,248,20,140,4,14,426,726,22,396,32,42,1210,3106,189,1822,180,218,5513,1604,210,1264,159,185,3423,494,90,535,69,80,1275,151,36,195,36,33,452,38,20,83,19,16,183,27,14,36,11,9,91,16,13,34,8,7,74,129,8,76,9,17,243,6875,637,4688,549,647,13400
303,3,0,0,21,141,3,39,4,14,203,244,15,64,10,22,352,144,9,48,5,18,229,296,22,91,11,23,447,1124,49,599,48,46,1874,4418,328,3070,276,321,8403,2760,383,2144,306,284,5880,898,215,911,151,128,2304,274,114,344,90,53,872,119,48,172,40,25,402,51,19,75,27,13,181,39,27,73,19,12,183,261,24,140,32,51,510,10802,1268,7772,1028,1009,21885
304,0,0,0,5,37,0,8,6,0,50,76,4,20,6,6,113,48,4,29,0,9,90,176,30,201,8,16,423,408,40,239,23,20,736,1364,74,828,70,70,2402,930,143,907,120,92,2185,362,112,526,90,52,1137,150,78,273,61,23,580,50,44,145,40,14,294,22,16,71,12,3,128,27,44,115,32,7,218,78,8,57,15,9,172,3727,602,3438,479,316,8562
305,5,0,0,11,52,0,9,0,0,62,119,0,29,0,5,155,127,4,18,0,0,153,363,5,55,5,9,432,1561,13,367,22,15,1973,6023,38,1110,73,57,7297,4567,105,1339,121,75,6209,2122,84,896,102,63,3261,863,62,532,80,49,1587,372,57,296,70,35,833,184,41,225,57,24,534,288,95,403,120,54,965,221,12,93,11,9,350,16869,520,5383,675,396,23839
306,29,3,14,92,142,16,89,7,22,278,277,41,189,14,55,582,249,22,130,9,39,441,615,44,483,28,68,1248,1263,118,833,64,129,2420,1687,236,1427,125,196,3673,770,153,704,106,107,1834,226,54,198,29,39,546,92,18,68,10,6,194,27,3,15,4,3,56,11,3,15,4,0,31,14,0,17,0,0,34,166,20,109,18,27,334,5622,753,4347,423,719,11861
307,17,4,4,74,142,10,105,6,13,276,240,23,113,8,27,412,256,25,192,13,19,510,612,49,406,37,68,1172,594,100,696,43,97,1537,220,70,296,30,38,654,31,17,51,4,6,114,8,0,6,0,0,15,0,0,0,0,0,3,5,0,0,0,0,4,0,0,0,0,0,0,5,0,4,0,0,12,159,25,172,19,19,396,2415,338,2138,167,294,5355
308,71,9,6,164,182,13,123,3,20,340,333,25,165,14,23,556,293,22,210,6,38,571,660,46,480,34,48,1264,1149,138,1117,96,150,2651,1161,221,1393,105,136,3021,282,97,395,34,48,856,66,31,98,16,11,221,17,11,21,0,6,56,4,0,9,0,0,15,0,0,0,0,0,8,6,0,10,0,0,15,187,38,194,12,23,448,4601,673,4434,346,538,10594
309,0,0,0,26,122,0,25,9,12,175,240,6,37,4,27,309,177,13,41,10,29,260,305,6,76,16,24,428,1169,27,377,37,68,1668,5677,325,3121,252,407,9776,5343,664,4204,483,687,11378,2386,418,1970,392,410,5573,891,219,991,215,226,2534,443,153,485,103,111,1304,212,64,245,68,74,669,337,134,369,109,106,1054,465,51,252,50,81,894,17811,2074,12203,1737,2273,36100
310,9,3,0,46,129,9,58,3,12,210,243,27,108,12,44,433,153,12,101,13,22,304,788,84,685,30,76,1674,2255,331,2378,170,341,5480,3226,792,4244,375,532,9174,541,242,800,121,159,1867,103,68,168,39,39,421,30,17,39,14,11,102,8,6,19,3,6,44,3,4,5,0,4,10,11,0,10,0,3,28,193,29,219,11,41,502,7733,1637,8857,806,1305,20352
