SA4_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
602,8,22,0,0,4,25,45,33,108,1822,1798,215,3840,148,201,349,4187,2736,72,6997
603,0,4,0,0,0,9,11,14,38,357,390,54,803,41,30,66,871,664,24,1558
604,4,18,0,0,0,16,48,39,100,1327,1349,197,2877,135,153,289,3165,2235,86,5489
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,5,25,4,0,4,23,18,51,90,2535,909,204,3651,132,98,226,3880,1618,118,5609
702,8,19,0,5,9,28,57,72,156,979,482,139,1597,171,106,275,1875,2473,122,4464
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,9,33,4,0,6,34,34,67,130,7659,3101,565,11321,245,226,470,11790,4745,117,16650
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,0,0,0,0,0,0,0,0,4,47,39,4,92,0,3,4,95,38,0,135
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
