SA4_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
207,1841,6380,1198,806,174,16005,6466,2019,11706,2687,1943,569,25381,333,131,1073,331,274,40,2183,587,200,1369,768,1259,92,4274,1067,196,2407,695,704,628,5695,33201,9043,66895,17876,16788,3395,147204
208,2497,8205,1874,1339,269,19854,5633,2215,11615,3614,2918,618,26621,395,169,1441,514,514,72,3101,505,180,1353,959,1970,138,5105,1087,229,2776,977,1118,783,6961,31036,10557,74968,24388,27917,4376,173248
209,3054,8856,2564,2341,299,22624,5812,2800,13095,5901,5992,898,34497,329,169,1221,559,675,54,3000,593,170,1286,1406,3582,198,7232,858,173,2042,1124,2212,991,7406,27714,10520,65385,32405,51283,5696,192999
210,1816,5845,1776,1764,229,14466,2964,1551,7502,3821,3817,591,20238,140,84,689,350,440,35,1736,292,89,836,987,2751,143,5096,573,109,1426,917,1797,884,5716,16140,6210,42575,24068,38994,4467,132458
211,2885,9263,2682,2393,263,22475,4204,2597,11417,6092,6452,787,31556,231,113,954,555,716,47,2614,619,219,1449,1480,4379,161,8299,764,166,2071,1193,2528,817,7532,23226,9922,62038,32635,57816,4868,190512
212,2781,9937,3423,3012,390,26245,6710,2950,18359,9631,10138,1321,49109,281,114,969,668,972,73,3080,736,206,1937,2289,5765,322,11265,1772,210,3696,2296,4280,2039,14290,40109,10843,90918,51025,78505,9559,280963
213,3262,10488,3294,2920,430,26626,6192,2972,15748,7513,7815,1099,41337,448,177,1691,856,1065,119,4364,749,219,1866,1970,4743,285,9828,1684,206,3413,1914,3481,1957,12653,42638,12531,96619,47359,71908,9369,280420
214,1475,5033,1487,1457,196,11546,1795,1286,5737,3730,4543,489,17577,112,84,510,369,584,53,1717,142,79,509,770,2529,90,4117,188,94,840,701,1639,476,3948,7156,4693,26205,19206,39073,3187,99523
215,604,2092,595,852,81,4624,652,572,2428,1876,2688,271,8488,12,27,107,97,205,13,465,34,21,116,230,1284,44,1733,28,17,150,177,693,324,1385,1892,1767,8805,7252,20136,1999,41846
216,610,1674,523,720,66,4043,703,550,2351,1767,2361,275,8018,13,12,74,70,172,12,356,45,33,136,261,1239,52,1762,31,14,136,174,686,262,1309,1980,1676,8017,6580,17620,1636,37506
217,485,1785,462,696,56,4062,689,629,2395,1543,2332,250,7844,28,16,118,88,193,13,452,44,16,112,211,1028,32,1441,34,20,139,136,610,227,1170,2165,1697,8731,6303,17903,1557,38348
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,6
299,10,25,9,9,0,76,35,13,52,24,41,8,167,3,0,16,4,12,0,32,0,0,8,5,14,0,35,4,4,21,8,23,16,68,149,53,385,164,432,59,1239
301,991,3828,1229,1590,132,9211,1325,850,4928,3029,3668,350,14155,74,26,321,198,363,22,1004,137,80,492,641,2359,74,3781,188,56,608,542,1406,381,3179,6398,3525,22429,15636,32826,2386,83202
302,942,3950,1004,1271,135,9053,2328,1168,7591,2674,2994,348,17098,92,46,494,221,395,26,1270,189,92,657,574,1641,83,3238,281,64,839,520,949,368,3018,9868,4589,31817,14490,24749,2179,87690
303,1769,7433,1582,1663,191,17285,5142,1907,13169,3725,3523,574,28040,254,103,930,386,508,41,2231,464,165,1282,892,2143,113,5058,886,114,1929,780,1364,782,5860,24782,7736,60254,20731,30391,3826,147720
304,1131,4416,925,939,116,11433,2691,1011,5936,1548,1369,248,12797,155,61,517,174,241,24,1181,272,96,656,366,943,46,2380,397,78,817,271,466,193,2217,15088,4746,31220,9858,13735,1512,76167
305,1436,5612,1010,958,160,13696,5188,1621,11556,2260,2055,434,23118,325,147,1378,374,514,52,2797,399,152,1190,751,1431,96,4030,789,137,2029,595,861,543,4944,25357,8495,64257,17280,21622,3249,140256
306,938,3423,1217,1790,168,8706,1470,979,5559,3062,4380,452,15899,64,20,264,183,426,36,1003,200,85,562,512,2247,102,3702,90,35,410,394,1346,539,2818,4878,3024,19197,13544,34688,3160,78487
307,363,1751,515,911,65,3953,289,235,1570,1027,1879,182,5176,3,4,28,32,115,6,190,17,16,107,173,1154,26,1503,30,11,137,148,795,253,1381,1126,1009,7120,5264,17832,1482,33843
308,769,3578,890,1768,114,8028,766,569,3525,1964,3379,293,10501,15,6,76,66,250,20,432,47,36,209,342,2249,49,2943,39,26,203,208,1331,368,2178,2898,2162,13678,8919,35699,2387,65740
309,2302,9415,3285,3707,407,23056,5388,2297,14286,7906,8727,1122,39728,303,110,1577,1268,2234,174,5670,357,151,1326,2005,5590,301,9724,680,159,2242,1688,3830,1345,9936,19071,8065,61096,42476,81514,7600,219826
310,1144,4379,1592,2669,206,11606,1720,1190,6495,4269,6117,466,20257,46,37,268,201,475,34,1054,156,89,629,800,3149,121,4935,243,63,678,640,2207,719,4545,7487,3960,25349,18937,47881,3574,107192
311,938,3803,1595,2554,168,10176,1255,898,4948,4061,5863,481,17504,35,30,251,222,509,32,1081,150,67,483,856,3374,122,5054,194,54,624,664,2550,830,4916,5614,3094,20737,18038,48969,3676,100127
312,484,2381,608,1187,95,5151,643,428,2705,1399,2338,254,7773,12,6,56,60,193,17,340,27,29,203,337,2124,75,2794,46,22,189,207,1204,341,2012,2028,1521,10909,7570,30897,2111,55034
313,709,2703,1120,1946,127,7298,778,738,3728,3377,5281,392,14297,19,12,155,143,377,31,741,58,51,262,492,2445,66,3378,69,41,314,409,1692,528,3058,2829,2373,13727,13220,37361,2707,72207
314,872,3470,1196,1595,82,8444,1397,1011,5556,2974,3753,341,15042,58,36,309,216,415,30,1060,125,61,450,633,2137,73,3480,158,52,567,424,1187,359,2754,6025,3430,22083,14618,30547,2043,78734
315,217,1159,285,566,68,2521,253,231,1019,568,924,136,3131,9,6,36,35,104,13,200,11,15,61,91,520,24,711,12,0,61,61,346,215,685,888,672,4301,2976,10956,1170,20960
316,1643,6201,1931,2359,245,14514,3217,1537,10316,5266,6829,702,27872,123,73,597,433,864,69,2165,148,100,681,1063,3503,110,5603,286,78,1060,869,2204,662,5154,9523,5293,35946,23499,53142,4166,131565
317,730,2928,888,1299,91,7242,1304,667,4266,2006,3275,247,11760,21,12,94,94,211,16,448,73,41,249,329,1555,57,2305,99,26,265,192,746,236,1566,4301,2161,13791,8005,22030,1422,51705
318,782,3752,1041,1820,136,8887,1422,948,5719,2496,4127,376,15081,43,16,179,127,319,24,708,82,40,312,451,2129,66,3076,78,24,246,254,1205,347,2151,4705,2703,17944,10740,33446,2243,71783
319,790,3665,1128,2145,125,8594,1101,786,4761,3182,6553,473,16859,26,15,81,104,299,30,556,58,34,223,409,2458,77,3259,46,33,299,317,1542,547,2781,2852,2281,14273,11019,38322,3054,71802
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,16,5,24
399,9,46,24,20,4,124,35,12,96,58,81,9,295,5,0,10,3,19,0,38,4,0,8,11,47,7,73,6,4,32,12,41,24,119,166,74,627,337,893,107,2209
401,1442,6289,1358,1268,157,14961,4984,1706,11145,2807,2893,509,24044,255,109,856,270,381,55,1924,362,139,1001,593,2161,94,4351,480,91,995,437,670,324,2994,21074,6883,48124,15887,25648,2823,120440
402,1194,5466,1942,2756,174,13718,2729,1413,9207,5193,8338,677,27561,82,30,344,240,531,28,1251,213,98,787,911,3947,160,6118,329,42,754,545,1869,667,4195,11927,4487,34492,21687,55942,4184,132715
403,1504,6744,1759,2110,186,15593,3785,1936,11021,4847,6861,679,29130,134,50,610,322,595,49,1757,278,153,921,770,3391,125,5645,261,63,776,439,1267,412,3215,13456,6065,40478,20235,46044,3424,129707
404,831,4215,984,1114,117,9238,2531,1025,7094,2682,3307,407,17042,150,38,545,261,424,50,1461,186,79,665,614,2100,102,3746,214,72,653,362,859,372,2533,10225,3797,29867,13455,26397,2509,86240
405,335,1588,474,751,51,3512,278,242,1371,1184,1964,167,5202,15,7,52,39,133,17,252,26,11,98,134,973,30,1272,15,12,99,99,435,146,810,1145,975,5905,4620,15637,1205,29480
406,202,1289,304,647,67,2729,252,185,1147,728,1269,128,3709,3,4,35,20,70,13,144,20,9,66,86,683,35,900,16,6,51,83,313,129,601,883,605,4268,3060,11668,1028,21508
407,486,2254,718,1125,78,5106,497,438,2489,1820,3620,280,9147,17,17,102,82,259,24,490,30,48,147,244,1843,58,2378,36,27,181,175,811,313,1530,1815,1515,9620,7495,26639,2229,49317
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
499,3,10,3,6,0,31,8,5,30,20,23,3,82,0,0,0,0,0,0,3,0,0,0,6,9,0,12,0,0,0,0,10,5,19,45,16,135,69,209,29,489
501,823,2550,788,1600,110,6338,680,500,3088,1579,2958,263,9075,15,21,151,111,305,25,625,68,47,244,305,1720,67,2447,63,22,300,249,964,317,1915,2370,2117,12728,8714,29429,2245,57604
502,355,1211,434,811,86,3131,255,196,1321,952,1668,128,4527,17,6,56,61,152,24,310,25,14,100,201,852,44,1241,29,14,122,155,597,166,1081,1094,881,5110,4716,14757,1180,27731
503,1094,3334,584,517,127,8176,3886,1015,7421,1295,948,345,14912,234,85,750,240,221,36,1573,253,78,648,343,679,42,2044,605,118,1282,340,372,276,2995,17237,4962,37917,9071,9937,2044,81173
504,1213,3794,1190,1901,203,9604,1461,870,5499,2856,3932,474,15095,112,52,469,278,534,45,1481,162,70,619,703,2860,111,4528,278,63,907,608,1726,521,4101,7689,3999,26638,15982,36941,3339,94587
505,3129,9907,2941,3878,485,23725,4004,2085,14212,6283,7355,1050,34994,220,117,1140,574,1011,98,3159,381,181,1520,1650,5221,287,9240,622,175,2073,1276,3146,1054,8339,19729,9754,67922,35451,70198,7268,210324
506,2081,7380,2094,3305,346,18571,3774,1681,12203,5184,6302,882,30035,242,76,962,540,1013,87,2922,409,158,1313,1260,4296,252,7692,835,141,2058,1198,2970,1188,8401,21337,7411,59321,29361,60144,6466,184038
507,2350,7354,2102,3272,369,18467,3181,1765,10645,4315,5735,720,26366,190,90,785,382,759,75,2277,261,135,958,946,3613,163,6073,492,134,1585,908,2658,831,6612,15215,7312,47994,24417,56492,5245,156679
509,525,1759,555,1066,103,4325,403,285,1813,1112,1669,207,5496,26,3,78,66,160,23,356,35,25,117,184,1170,53,1592,30,16,145,135,623,249,1204,1474,1292,8000,5782,18269,1838,36655
510,347,1372,338,715,84,3149,367,285,1269,571,819,119,3438,20,8,77,51,123,20,299,40,17,127,146,629,38,999,49,17,156,95,570,226,1110,1495,1041,6197,4094,14283,1214,28326
511,417,1574,468,1021,110,3896,376,272,1579,871,1297,164,4553,13,5,64,52,121,21,277,21,20,89,187,1198,43,1559,34,15,125,127,645,217,1167,1498,1104,6854,4884,17880,1572,33793
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,17,3,31,3,3,35,29,110,12,199
599,3,21,14,8,0,60,6,14,55,21,37,7,130,0,0,13,0,4,0,17,0,0,5,3,25,0,40,4,0,9,4,23,10,52,82,42,305,175,483,45,1126
601,914,4289,935,1645,138,10934,2772,1199,6149,2382,4071,456,17027,265,87,675,241,491,40,1801,340,86,602,429,1856,70,3376,269,34,405,184,648,318,1862,13890,4414,26645,11015,27655,2424,86043
602,333,2307,536,1012,107,5210,1155,597,3371,1565,2836,279,9800,56,17,155,116,252,29,624,84,24,201,208,1309,37,1864,59,15,184,109,522,207,1096,4024,1588,11509,6179,19521,1637,44459
603,109,438,137,277,18,1184,149,101,464,339,591,61,1710,38,21,85,40,94,9,291,21,8,42,25,300,6,414,18,3,52,40,137,83,331,953,423,2530,1617,5359,546,11421
604,251,1596,418,913,70,3617,514,345,1759,1155,2424,198,6392,13,9,72,46,124,16,272,50,17,102,157,1103,37,1461,20,7,70,64,412,164,742,1757,984,6176,4419,17047,1339,31719
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,9
699,0,3,0,4,0,9,6,3,10,6,5,4,30,0,0,0,0,0,0,7,0,0,0,0,4,0,7,0,0,3,0,4,0,9,17,5,42,21,87,15,181
701,594,2014,566,1012,98,5375,1566,707,3569,1146,1490,254,8734,109,31,276,127,315,40,904,176,48,389,261,1225,64,2158,157,45,384,256,844,286,1975,6750,2719,15412,8130,18833,1811,53651
702,305,1060,292,599,102,2776,710,318,1645,658,1004,177,4514,51,25,168,73,227,43,600,62,33,166,99,484,37,888,33,6,114,57,278,189,685,2214,1022,5602,3117,8416,1102,21477
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,6,6,30,0,40
799,3,11,4,0,0,23,4,5,21,3,3,3,44,0,0,6,0,4,0,12,0,0,0,0,0,0,5,4,0,0,0,8,13,23,38,22,118,55,120,31,378
801,1934,7809,1616,2009,214,20050,5179,1769,9991,3386,3474,516,24318,534,217,1166,383,643,55,2991,656,175,1196,834,2269,122,5249,673,80,929,387,657,544,3271,42942,12822,70335,24995,35590,4016,190703
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,3,0,6,0,13,3,0,8,5,0,0,22,0,0,0,0,3,0,7,0,0,0,0,3,0,7,0,0,0,0,0,0,3,24,4,49,15,42,0,138
901,18,58,12,27,3,136,9,9,43,17,28,10,118,7,0,6,3,21,3,38,0,0,8,3,36,0,48,0,0,3,10,37,17,69,86,59,297,217,662,118,1435
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3
