SA4_CODE_2021,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
111,5032,4656,3793,2479,931,270,23081,1486,3607,3449,3221,2612,1502,500,103,16493,532,1322,1061,673,432,295,144,48,4506,913,1635,1263,1158,754,490,173,56,6440,31,19,15,25,14,14,10,9,135,85,172,249,231,186,127,62,23,1131,1282,1371,1257,1120,1137,1432,1685,1460,10733,8205,21329,20348,18198,15608,11457,5700,2635,103484,313,1172,1040,902,740,690,305,59,5223,297,1006,1160,723,474,257,72,3,4000,1417,5644,5530,5650,6230,5543,2950,917,33875,1178,2776,2382,2145,1891,1366,741,234,12710,243,676,682,672,456,272,127,23,3152,1552,6069,5039,4557,4352,2858,1230,409,26064,765,3075,3462,3114,3176,3348,1410,394,18750,2154,6886,7933,7349,5984,4070,1652,420,36443,1978,5102,4820,4570,3687,2413,881,215,23661,965,2088,1698,1062,711,454,223,65,7266,1272,2417,2021,1744,1167,755,324,90,9790,65,34,20,35,26,22,9,7,216,190,367,474,514,409,276,143,47,2417,2714,3024,2736,2550,2486,2749,2818,2189,21262,15089,40327,38992,35609
112,2492,2729,2636,1774,668,205,13104,533,1628,2219,2392,2474,1533,389,57,11229,255,910,1047,823,597,400,130,25,4185,508,1017,897,877,625,432,149,54,4568,19,11,7,7,12,5,10,4,77,38,114,156,192,164,100,44,10,827,1172,1360,1482,1449,1549,1497,1414,1206,11119,4149,10753,13020,13256,13284,10195,4395,2070,71132,80,377,503,526,512,535,202,48,2791,127,286,405,360,317,226,53,7,1782,608,1868,2107,2312,3114,2975,1614,486,15085,401,1461,1635,1703,1789,1383,567,172,9122,265,621,810,877,832,550,157,38,4163,584,2301,2838,2993,3353,2543,961,294,15865,297,1485,2195,2247,2521,2849,1001,270,12857,883,2833,3852,4094,3921,2971,1139,335,20027,713,2225,2993,3367,3439,2487,692,128,16041,454,1391,1621,1311,948,683,225,42,6673,709,1582,1571,1433,1090,739,272,88,7488,42,29,11,10,15,18,19,0,146,76,222,326,370,363,270,97,43,1758,2414,2736,3054,3038,3172,3016,2529,1874,21837,7665,19412,23914,24638
113,1668,1586,1437,861,301,83,7939,403,1144,1077,999,935,456,114,25,5146,92,257,213,135,115,61,38,16,930,346,733,566,411,286,178,54,18,2594,29,21,12,4,3,6,4,0,81,27,86,86,75,54,32,20,6,378,826,826,778,776,845,846,760,538,6195,3276,7741,7155,6576,5966,4137,2002,917,37777,74,312,287,256,217,168,58,9,1372,83,349,277,143,121,75,8,0,1051,775,2102,1857,1816,1843,1340,588,165,10494,400,898,717,585,677,477,203,65,4026,322,657,722,767,688,459,221,58,3885,584,1913,1498,1324,1319,981,437,146,8206,273,1203,1228,1283,1140,993,382,110,6616,733,2209,2429,2365,2076,1298,467,109,11675,543,1605,1517,1422,1243,673,192,44,7239,149,404,327,215,187,116,55,16,1472,489,1085,826,625,462,281,108,28,3908,53,35,20,17,7,10,3,0,152,61,181,186,166,156,105,45,15,915,1949,2109,1947,1896,1804,1739,1411,845,13700,6493,15049,13844,12864
114,1490,1692,1852,1628,708,156,9186,390,1037,1227,1353,1435,1122,338,55,6968,105,299,372,305,349,270,129,36,1860,317,636,565,524,434,298,120,30,2934,11,13,0,8,7,7,7,3,57,34,64,96,134,107,81,40,16,562,606,570,596,668,780,877,894,640,5628,2392,6234,6708,7230,8130,7320,3552,1301,42867,70,224,226,302,363,434,185,48,1853,57,217,253,180,240,150,52,5,1158,424,1510,1595,1845,2621,2618,1658,422,12703,462,1028,1039,1029,1078,988,492,126,6238,142,369,397,431,442,324,139,39,2273,313,1396,1343,1395,1825,1586,711,224,8786,174,898,1063,1209,1545,1877,821,194,7777,544,1899,2258,2551,2810,2689,1267,257,14275,520,1389,1663,1859,2000,1770,677,132,10010,167,480,552,481,513,434,201,53,2880,464,974,903,840,704,504,213,47,4651,20,19,14,12,11,9,9,3,100,60,132,212,258,223,204,108,40,1230,1328,1483,1472,1578,1635,1760,1630,1015,11901,4736,12015,12986,13979
115,6385,5230,3356,1957,729,175,21920,844,1669,2339,2280,1567,982,277,67,10027,462,782,827,591,304,210,82,35,3285,435,684,709,781,440,258,122,28,3447,23,8,10,8,14,19,15,5,95,56,145,299,247,198,140,62,20,1165,421,640,812,620,572,509,594,654,4817,4527,11575,18298,15690,11125,7368,3232,1388,73205,370,679,1095,1142,1058,707,305,72,5420,349,1154,4099,2210,1028,363,52,3,9268,717,2337,4210,4289,4179,3053,1569,413,20764,917,1423,1632,1739,1236,665,378,108,8093,150,323,425,429,373,247,97,25,2076,855,2318,2663,2648,2186,1586,725,213,13201,394,1589,2035,2320,1962,1843,772,231,11153,1558,5581,10749,9313,6250,3974,1530,336,39300,1231,2629,3239,3259,2352,1598,540,143,14983,729,1258,1249,838,493,313,151,43,5076,541,955,1068,1105,675,384,179,37,4933,41,9,19,15,26,32,19,11,172,116,268,489,456,337,261,121,49,2096,949,1238,1617,1348,1134,1026,1056,1050,9421,8911,21755,34590,31114
116,8515,4709,3166,1558,365,71,26105,1214,3270,3612,2653,1737,741,167,28,13420,442,923,777,414,196,111,39,9,2902,729,1394,1306,843,478,233,89,16,5088,21,33,31,25,31,34,10,4,195,91,410,650,370,237,143,33,8,1933,1620,2449,2380,1557,1203,1147,778,575,11706,7925,24878,27834,16354,10734,6290,2184,935,97130,450,1406,1872,1175,823,513,129,25,6390,903,4114,7668,2247,617,211,39,0,15800,1128,5048,7230,5129,4671,2858,1131,288,27475,845,1779,1546,1315,829,534,250,57,7154,162,439,414,380,311,136,46,11,1896,1298,4895,4109,2790,1931,1149,307,95,16574,636,2776,2529,2109,1417,1193,449,108,11213,2639,10925,15184,8269,5239,2768,752,123,45887,1696,4637,4900,3700,2505,1233,355,54,19077,774,1648,1286,660,341,214,64,14,5008,1053,2288,2351,1337,791,385,144,26,8374,53,77,49,42,51,50,12,10,339,203,745,1122,694,507,304,99,27,3695,3777,5500,5099,3435,2512,2152,1468,859,24799,15599,46271,55358,33283
117,7768,4085,2263,1036,328,83,30369,1425,7553,4443,2866,2082,1287,427,98,20175,1492,5497,2747,1407,830,352,103,24,12463,640,1608,957,587,347,195,67,14,4413,69,45,15,19,15,17,11,9,206,215,705,486,386,215,133,54,23,2214,1614,3683,1956,1153,966,822,614,391,11197,10541,42577,24765,14405,9826,6026,2458,882,111488,1204,3432,1892,1116,790,474,188,51,9155,1060,4202,3388,1483,623,196,25,3,10986,1242,7079,3616,2252,2011,1293,745,232,18477,660,3392,2044,1309,888,510,219,65,9101,141,623,419,297,209,119,40,13,1851,943,5976,3382,2122,1743,1169,467,141,15947,309,2532,1826,1550,1494,1325,490,96,9614,4597,22674,14993,7961,4529,2162,677,131,57723,2237,12490,7643,5092,3786,2419,827,175,34673,2351,9463,5354,2756,1569,642,185,42,22371,1082,3237,2032,1291,757,376,126,20,8922,148,111,41,28,31,34,12,13,419,383,1337,970,697,444,281,100,33,4246,3316,7929,4516,2832,2320,1786,1232,646,24579,19676,84489,52120,30788
118,5594,4431,2597,1488,663,221,22781,740,4429,3702,3018,2214,1512,633,155,16402,748,3166,2238,1400,800,362,158,64,8941,202,768,592,586,388,263,150,31,2991,21,16,13,14,15,19,29,45,169,101,359,324,416,246,182,87,24,1737,790,1828,1297,978,711,744,893,1033,8263,5025,24358,18831,15109,10732,7598,4192,2098,87940,436,1735,1150,967,794,608,353,64,6099,267,1096,1425,957,560,246,36,0,4583,574,3754,2338,1845,1955,1596,1048,391,13507,464,2514,1822,1344,949,626,315,86,8118,69,378,244,251,213,100,50,19,1324,614,4215,2920,2454,2283,1679,1045,377,15587,234,1768,1450,1496,1561,1614,757,237,9116,1995,12262,10830,8678,5212,3029,1322,391,43718,1122,7039,5906,5107,3743,2740,1194,290,27146,1092,4566,3421,2130,1291,604,238,93,13435,305,1205,1040,998,640,404,227,58,4876,45,31,25,21,23,29,43,67,281,175,614,569,685,414,258,157,56,2930,1776,3983,2943,2182,1571,1460,1560,1575,17052,9183,45158,36072,29110
119,11000,8292,5502,2621,828,300,42828,1696,5447,5144,4120,2979,1332,334,71,21124,875,2115,1561,963,570,272,118,39,6509,915,2013,1986,1587,881,507,182,53,8130,57,48,39,41,54,51,37,41,368,188,470,520,442,308,169,89,71,2250,2446,4110,3307,2582,2199,1948,1877,1956,20429,12926,39100,33446,25760,18745,10717,5076,3193,148954,877,2216,1760,1624,1492,732,320,98,9123,2330,5258,5402,2757,1297,325,49,3,17418,1502,6959,5937,6155,6908,4467,2496,992,35427,1387,3364,2840,2620,1709,1029,604,218,13771,128,447,467,385,359,199,94,21,2097,2205,7410,4608,3372,2999,1778,767,290,23435,1074,4685,3663,3286,2834,2233,934,342,19052,4953,21579,19376,13466,9032,4639,1548,498,75092,2501,8076,7401,5983,4479,2341,697,172,31646,1405,3491,2632,1631,980,488,223,73,10922,1426,3511,3486,2539,1463,835,366,96,13710,121,122,81,76,99,96,58,59,710,322,875,1032,865,704,376,205,124,4503,5365,8751,7035,5320,4648,3830,3539,3058,41541,25609,76747,65708,50072
120,6805,5378,3408,1692,491,180,26923,976,3858,3647,3230,2359,1455,466,106,16091,804,2655,1864,1299,769,320,128,39,7879,370,892,758,666,454,231,100,16,3485,26,24,11,11,39,20,13,5,136,120,397,398,361,237,163,59,18,1759,907,1913,1333,965,804,770,749,926,8368,6937,25749,21059,17177,12710,8036,3380,1693,96752,584,1682,1346,1245,1092,656,286,70,6964,1773,3589,3237,1718,836,249,39,4,11443,635,4396,3234,2716,2938,2044,1094,348,17414,510,1883,1620,1528,1138,662,331,96,7771,78,376,285,261,248,146,45,16,1451,1153,4840,3110,2625,2358,1731,763,245,16833,391,2255,1855,1909,2018,1951,830,212,11417,2876,13586,12301,9258,6111,3183,989,272,48592,1486,6116,5612,5008,3763,2485,845,199,25518,1292,4295,3165,2096,1264,582,196,50,12942,700,1726,1464,1104,748,402,169,34,6349,69,57,23,26,49,34,18,3,276,203,730,706,622,433,287,120,36,3135,2042,4090,2824,1967,1688,1512,1369,1365,16856,13784,49625,40793,32089
121,11680,9720,5931,3608,1679,592,42387,1010,4227,5346,5168,3711,2673,1255,336,23724,843,2282,2398,1775,1076,563,288,140,9358,321,746,839,790,473,322,163,59,3712,36,12,5,21,27,35,21,6,158,97,354,529,562,397,305,154,67,2473,670,1278,1440,1117,888,919,942,1099,8341,6376,25346,32897,28525,20503,14819,8263,3701,140428,724,1906,2232,2322,2030,1604,1023,293,12140,680,2669,5978,3520,1848,671,137,17,15524,624,4055,5555,4518,4347,3253,2325,874,25551,496,1726,1783,1741,1429,981,572,205,8936,138,449,555,547,416,275,164,61,2601,1137,4922,4955,4730,4075,3154,2103,943,26018,343,2352,2520,2881,2921,3172,1880,581,16654,2768,14042,20839,18140,12038,7489,3659,1145,80121,1622,6749,8080,8391,6303,4723,2353,645,38860,1393,3638,3707,2661,1655,937,409,203,14594,509,1308,1538,1273,785,464,237,83,6195,59,26,20,35,47,56,27,12,284,164,615,873,921,675,492,271,113,4130,1405,2525,2878,2187,1744,1671,1570,1564,15537,12065,46988,61527,53856
122,5239,5809,3569,2152,1133,347,22645,569,2133,2766,2955,1988,1190,482,115,12204,504,1544,1624,1269,693,345,165,56,6199,294,612,716,838,522,338,199,50,3558,15,9,10,5,11,9,7,17,81,38,186,256,335,171,107,71,32,1196,483,797,824,838,612,585,800,856,5806,3912,13204,16592,17473,12430,8189,4738,2095,78632,295,781,974,1243,978,685,372,90,5424,294,704,1341,1337,868,292,63,5,4903,448,2166,2505,3165,3238,2389,1696,589,16204,644,1901,2054,2081,1547,900,524,205,9856,147,400,489,533,406,189,110,31,2296,630,2385,2453,2491,2358,1559,978,399,13261,283,1648,1953,2185,2161,1989,1056,282,11570,1448,6424,9428,10495,6920,4252,2205,620,41789,889,3294,4188,4653,3240,2110,956,219,19544,822,2314,2493,1970,1104,612,293,78,9685,429,994,1160,1285,795,471,282,63,5483,18,17,16,13,23,13,11,19,133,79,315,452,598,345,220,135,64,2204,1039,1579,1725,1704,1313,1168,1366,1257,11144,7467,24935,31233,33753
123,4750,3325,2587,1418,364,78,17449,1057,2891,2997,2113,1604,693,146,19,11523,373,715,470,265,188,101,34,13,2165,617,1313,1058,717,425,253,76,21,4475,23,21,19,11,23,19,34,21,175,76,158,260,197,138,76,15,3,931,1079,1465,1440,1083,947,904,804,617,8343,6038,16458,16817,12076,9111,5592,2134,942,69168,255,705,756,630,443,301,88,20,3202,379,1241,2100,806,346,143,20,0,5031,1031,3577,4048,4187,4047,2962,1239,237,21326,1058,1999,1764,1467,950,680,279,68,8270,179,431,466,347,279,170,57,10,1941,1056,3231,2794,2184,1707,1037,370,85,12468,501,2530,2514,2065,1569,1284,394,92,10944,1569,5924,7913,5510,4089,2363,648,113,28124,1443,3974,4028,2994,2161,1088,257,44,15985,640,1251,814,427,304,193,63,16,3712,807,1821,1734,1138,683,426,155,30,6801,43,42,26,20,35,30,60,27,285,135,339,499,437,317,209,65,13,2016,2288,2891,3019,2322,1892,1712,1458,877,16456,11388,29961,32486,24527
124,4661,3898,3047,1822,576,123,19206,1188,3206,3087,2675,2264,1295,381,65,14158,430,1061,881,617,464,306,96,36,3893,821,1555,1244,863,536,283,87,26,5426,23,14,19,16,18,11,10,0,122,80,195,263,219,126,96,45,6,1035,1200,1742,1594,1281,1001,1018,1033,851,9722,6790,18221,18007,14821,12092,8346,3597,1477,83346,266,830,788,742,630,534,219,42,4055,357,1178,1747,790,449,230,39,5,4784,1070,3968,4247,4358,4471,3175,1535,357,23182,1210,2342,1926,1672,1269,864,375,85,9734,288,788,632,585,450,217,96,24,3085,1132,3328,3047,2660,2401,1732,722,216,15238,599,2892,2827,2589,2517,2319,809,184,14738,1723,6074,7436,6109,4880,3223,1020,212,30672,1650,4539,4379,3868,3205,2084,668,123,20517,768,1768,1479,1043,818,528,174,50,6614,1094,2197,1928,1314,850,464,186,35,8063,35,33,34,28,32,22,13,0,203,160,400,551,473,362,250,112,16,2331,2629,3647,3406,2759,2183,1980,1778,1218,19591,12983,33969,34433,28988
125,9610,5616,3647,1811,612,178,33784,1530,4493,4156,3112,2132,1007,318,51,16800,523,1641,1098,706,373,177,81,21,4609,669,1541,1421,916,494,236,103,25,5409,46,47,33,27,29,31,22,22,257,130,558,583,335,233,142,50,18,2046,2160,4045,3216,1996,1778,1359,1091,888,16537,10807,36906,30790,18846,13329,7610,3594,1623,123500,779,2436,2206,1499,1150,758,324,63,9204,2327,7609,7973,2548,1007,300,49,0,21812,1261,8238,7377,4724,4879,3120,1710,562,31878,1000,2567,2220,1795,1211,637,344,116,9905,102,398,382,348,302,155,72,30,1793,1940,7263,4255,2721,2174,1364,596,193,20510,771,3497,2777,2282,1982,1548,801,225,13884,4117,18972,17633,9589,6183,3413,1199,333,61444,2121,6609,5915,4432,3318,1750,619,139,24907,897,2627,1818,1106,629,332,129,35,7581,1118,2753,2639,1511,793,426,197,46,9486,112,111,83,63,57,52,28,43,546,241,1022,1047,659,486,328,126,52,3960,5002,9415,7469,4625,3782,2792,2021,1455,36560,21796,73530,63786,37905
126,5377,3753,2469,1394,505,214,19807,510,1886,2147,1689,1324,863,334,87,8846,437,994,875,585,347,180,73,32,3524,223,482,488,428,274,163,55,22,2131,26,6,6,11,19,25,14,0,108,67,164,232,206,125,103,52,20,972,423,943,835,525,538,468,509,656,4888,3780,15184,15041,10980,8749,5753,2816,1532,63827,396,1310,1094,979,1007,682,337,112,5910,447,2231,3450,1623,1014,280,47,7,9103,432,3121,3147,2332,2597,1891,1002,431,14950,305,943,896,809,643,402,226,80,4306,61,219,214,193,213,117,65,17,1105,638,2876,2198,1749,1676,1302,641,267,11345,248,1322,1240,1232,1349,1305,723,254,7675,1854,9029,9277,6580,4493,2721,985,381,35319,804,3001,3152,2630,2129,1504,619,173,14021,699,1645,1388,917,528,288,124,50,5646,358,890,897,660,427,256,93,30,3620,43,22,16,17,28,33,19,5,191,105,314,376,335,220,182,90,44,1671,865,1891,1670,1097,1084,864,883,956,9307,7260,28831,29024,21159
127,6899,4887,3076,1360,331,63,24791,1445,4144,3480,2621,1793,686,126,23,14320,525,1098,636,426,187,100,55,13,3034,759,1654,1684,1195,647,364,104,14,6417,27,48,32,36,25,15,11,0,187,125,305,309,248,156,88,22,9,1267,1990,2751,2669,2052,1832,1474,1163,895,14816,9631,25546,22675,16451,11260,6101,2490,1176,95320,600,1312,1107,935,726,420,120,25,5240,695,2307,3221,1366,549,139,21,0,8297,1232,4702,4726,5068,5172,3182,1396,312,25792,1285,2612,2013,1761,1253,647,354,69,9996,109,288,309,263,228,161,50,8,1420,1688,4964,3199,2415,1644,953,294,84,15246,1011,3986,2848,2265,1618,1207,492,103,13534,2905,10631,11221,7609,4864,2379,613,122,40337,2108,5861,4809,3625,2552,1138,280,57,20430,848,1863,1161,670,329,192,89,17,5163,1049,2429,2441,1734,1000,535,177,28,9394,71,85,65,59,56,37,20,8,397,235,533,617,586,479,233,93,34,2809,4307,5524,5427,4260,3936,2951,2245,1501,30149,18146,47113,43155,32620
128,4390,4176,3133,1904,852,324,18549,700,1939,2210,1970,1355,796,255,60,9293,488,949,866,547,248,182,102,32,3423,396,773,794,810,445,335,145,42,3734,11,13,3,11,18,12,32,96,188,29,119,178,156,110,68,23,17,699,363,616,671,627,486,536,697,715,4704,4105,11599,13631,12794,9874,6684,3239,1637,63576,226,609,691,740,636,516,227,46,3699,197,597,1214,796,491,208,32,0,3532,760,2539,2824,3639,3868,3045,1813,640,19131,888,1864,1814,1809,1275,765,417,179,9002,126,288,325,313,257,128,60,18,1521,758,2279,2204,2088,1930,1158,552,199,11171,416,2066,2053,2180,2227,1970,726,189,11829,1338,4816,7161,6937,5376,3592,1488,495,31213,1010,3041,3248,2966,2064,1336,449,107,14223,751,1522,1367,850,403,305,152,48,5403,528,1022,1167,1166,696,465,228,57,5339,17,13,7,15,21,14,55,119,268,70,230,347,342,239,158,84,39,1511,816,1297,1415,1365,1074,993,1172,1055,9193,7906,22191,25836,25216
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,84,86,92,40,13,0,455,26,97,52,61,74,38,6,0,352,21,64,26,15,16,8,0,0,158,25,50,26,26,23,19,0,0,162,0,0,0,0,0,0,0,0,4,0,4,3,0,3,3,0,0,21,230,350,305,213,159,77,26,10,1373,375,843,611,522,498,255,66,20,3187,3,46,24,17,17,6,5,0,120,10,37,27,13,17,11,0,0,119,26,130,93,81,129,107,25,3,602,16,75,36,38,49,32,4,0,256,10,27,17,24,24,13,9,0,126,19,97,71,83,66,43,12,0,395,9,39,27,40,48,41,10,0,217,45,170,141,131,132,74,23,0,714,35,144,95,92,114,66,4,0,551,39,88,49,26,26,17,3,0,245,31,82,49,48,38,25,0,0,265,0,3,0,0,0,0,0,0,8,3,17,19,11,19,13,0,0,80,465,780,809,676,484,226,71,21,3539,718,1736,1449,1281
201,1867,1587,1208,668,188,53,7163,468,1537,1605,1719,1509,984,243,29,8092,181,417,439,357,274,201,56,23,1957,294,787,622,493,346,236,81,27,2882,10,10,9,4,3,12,5,0,50,32,84,144,143,85,94,29,14,621,701,721,675,784,748,909,813,540,5887,3015,8284,8730,8248,7238,5609,2433,977,44530,106,348,373,371,306,231,82,22,1844,147,511,585,337,250,132,28,0,1983,536,1755,1771,1981,1989,1761,853,202,10837,495,1284,1032,816,758,538,272,71,5268,234,493,539,542,478,282,130,26,2727,661,2132,1868,1862,1950,1437,590,174,10677,250,1418,1523,1479,1467,1730,749,172,8779,503,2070,2885,2700,2143,1343,405,93,12137,654,2102,2111,2344,2006,1498,382,69,11167,362,747,762,589,461,353,120,29,3430,424,1135,982,793,568,389,140,44,4467,18,19,17,14,7,11,6,0,91,57,214,293,317,192,204,76,26,1362,1433,1506,1418,1694,1604,1846,1527,856,11879,5870,15738,16149,15849
202,1522,1424,1160,595,220,66,6392,429,1402,1616,1625,1483,972,241,36,7799,120,373,446,385,258,199,66,21,1863,328,736,567,415,318,195,90,18,2661,14,11,8,7,9,3,0,4,57,19,80,153,150,110,86,28,8,642,622,698,708,777,789,862,865,711,6036,2767,7912,8417,8126,7308,5639,2655,1152,43977,74,299,373,406,291,290,144,22,1893,78,342,452,312,218,130,36,3,1576,492,1723,1620,1857,2029,1804,922,229,10669,342,1115,968,928,795,593,264,88,5102,164,451,560,646,538,307,124,32,2821,673,2354,2014,1875,2067,1510,613,179,11280,276,1299,1530,1496,1477,1796,837,154,8860,457,1807,2471,2392,1988,1258,448,112,10928,599,1878,2185,2274,2036,1493,454,68,10984,238,641,738,649,433,380,128,36,3252,414,1086,895,684,528,327,147,25,4101,19,22,10,15,11,8,4,8,102,38,173,300,313,241,185,73,19,1339,1285,1479,1453,1651,1671,1729,1577,1117,11966,5150,14657,15574,15496
