SA4_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
118,728,698,451,229,552,614,148,329,42,3793,341,766,586,313,810,1556,376,995,967,6703,10553,17216,13452,7639,21676,33363,9147,23532,2059,138638
119,2339,1246,861,420,1480,1291,313,490,128,8571,1632,1427,1315,620,2572,2186,328,675,2817,13575,35464,32324,27796,14929,53269,47555,9902,18694,5663,245597
120,844,711,471,265,797,727,175,374,23,4383,572,789,735,340,1208,1447,267,606,1235,7195,14385,19731,16828,9263,30870,36152,9161,19497,2417,158306
121,1029,1065,614,343,881,922,258,489,50,5643,468,962,746,424,1454,2098,445,1199,1074,8883,15795,28287,20693,12221,37804,53378,13860,33210,2220,217473
122,985,800,507,273,644,773,207,421,34,4633,359,769,640,364,998,1487,339,790,712,6445,11640,20172,15050,8877,20937,30593,8225,19232,1502,136223
123,993,632,373,216,957,848,248,411,58,4738,646,726,516,317,1442,1332,233,453,1163,6820,16539,17079,13110,8406,30326,26151,6402,12355,2574,132941
124,1173,788,492,274,1060,1098,288,556,45,5765,581,745,536,318,1437,1366,300,569,1179,7024,17047,20786,15969,10098,33969,31505,8185,15827,2541,155914
125,1305,861,566,280,1128,961,210,341,71,5727,1297,1265,1184,593,2529,2125,298,537,2793,12627,24676,24915,21637,11321,47872,44813,7945,13813,5214,202211
126,537,492,314,148,511,470,115,232,26,2840,280,463,389,189,883,1062,175,334,740,4513,8979,13213,9862,5455,21713,24284,5175,10504,1415,100598
127,1773,752,578,257,1090,974,242,347,105,6123,1303,1107,858,504,2520,1679,289,524,2026,10808,25872,21392,16898,10179,41895,33154,6892,12485,4248,173019
128,973,664,425,254,660,798,187,368,38,4372,323,576,377,235,716,1000,206,481,513,4423,11738,16676,12472,7501,20782,25683,6910,14043,1288,117099
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,4,7,14,5,12,11,0,15,3,68,14,29,16,8,19,17,9,11,47,166,284,414,316,184,406,405,111,314,87,2511
201,167,461,363,221,556,518,145,308,40,2770,163,343,222,155,495,492,136,304,556,2868,4543,12450,9811,6976,15066,15210,4492,8995,1294,78847
202,175,501,352,214,521,538,146,284,22,2752,141,376,237,166,455,481,97,296,507,2757,4404,12264,9558,7106,14602,14384,4139,8924,1255,76625
203,419,1029,784,385,1003,991,225,485,56,5377,265,722,506,371,925,1140,241,581,982,5734,9178,25995,19535,13215,29739,31950,8780,16836,2344,157566
204,190,482,345,205,545,641,172,360,54,2997,174,409,294,198,530,578,135,332,694,3344,4993,12585,10013,7529,15737,17089,4854,11134,1828,85750
205,320,854,622,402,965,1039,257,562,75,5100,354,643,429,281,778,839,208,538,1119,5186,7754,20578,16045,11190,22811,23333,6918,15978,2819,127425
206,916,1732,1675,882,2046,1692,457,831,90,10317,559,1520,1363,806,2626,3168,684,1619,2145,14495,18404,47831,40436,25986,74042,88109,23890,47832,4381,370901
207,397,1097,873,446,966,942,227,441,25,5422,313,1005,792,421,1347,1571,282,777,1236,7745,8491,30705,22257,13799,33470,40760,10410,23092,2282,185265
208,508,1224,958,567,1100,1069,374,616,58,6466,333,1123,828,525,1613,2124,474,1154,1220,9395,10539,33257,24804,16669,39071,50210,14112,30174,2562,221398
209,743,1538,1355,679,1977,1814,455,817,105,9484,451,1275,1061,693,2603,2432,462,942,2007,11918,13489,37664,31634,21318,58014,58476,14754,26238,4331,265919
210,553,1065,989,492,1447,1336,324,622,107,6939,361,1004,876,494,2079,1838,338,692,1945,9623,9652,26027,22827,14653,43532,41617,10185,18368,4076,190944
211,802,1732,1426,805,2098,2154,577,1070,85,10748,429,1295,997,689,2733,2550,567,1061,1613,11944,13401,39546,30921,20929,55037,58036,15348,27146,3467,263832
212,1177,2416,2188,1076,3543,2867,716,1197,176,15345,715,2399,2087,1324,6343,4890,866,1595,4144,24365,17648,55887,48480,31434,100242,87832,20654,34666,8094,404944
213,1023,2123,2034,1047,3051,2473,635,1046,171,13606,714,1959,1978,1173,4700,4085,722,1401,4422,21152,19095,50642,45694,30050,95445,90868,20594,36390,8688,397466
214,594,903,760,409,970,1027,265,481,49,5459,313,802,524,344,1219,1334,321,638,1051,6539,8847,22191,17376,12241,26844,30260,8344,15874,2338,144321
215,130,333,282,196,496,514,135,268,37,2385,161,357,224,164,515,465,111,239,762,2995,3391,9616,7679,5967,13316,13659,3780,9811,1681,68899
216,144,409,294,184,513,538,143,282,37,2548,135,303,206,118,403,466,118,242,606,2597,3171,8696,6852,5193,11432,11928,3646,8011,1429,60348
217,123,350,248,157,375,416,88,221,32,2012,135,329,178,108,317,389,95,222,523,2288,3434,9709,7230,5052,10017,11416,3436,9010,1348,60640
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15
299,7,4,5,3,11,15,0,0,4,56,20,10,10,8,17,19,0,7,36,126,164,300,218,132,329,340,91,164,69,1797
301,809,611,481,326,982,907,240,544,50,4949,239,511,400,296,1026,1089,266,604,686,5122,9071,15615,12347,8839,24559,24319,7259,15225,1530,118757
302,702,541,449,281,836,783,214,393,27,4217,208,432,357,237,1010,901,196,477,680,4508,9235,14240,12323,8711,27089,24936,6965,13269,1478,118257
303,925,907,779,402,1377,1191,322,566,56,6525,369,932,825,466,1773,1631,336,697,1513,8539,13641,25887,22097,14233,43991,39497,10252,20254,2980,192826
304,521,476,324,216,517,510,152,262,19,2986,153,398,249,166,531,640,151,342,382,3004,8588,14290,10201,6326,18267,20364,5728,12395,908,97063
305,821,768,533,312,1022,799,252,471,47,5025,357,725,627,363,1124,1383,333,846,884,6652,13764,21997,18163,10816,35120,38088,10947,24842,1891,175617
306,148,713,582,422,1087,1000,311,645,48,4961,232,596,453,294,804,697,163,498,1039,4778,5700,16183,13867,10581,24891,20337,6183,15571,2355,115668
307,76,303,205,152,348,445,176,389,31,2120,142,307,212,121,381,395,120,549,555,2784,2459,7335,5882,4328,9140,9491,3442,13382,1397,56863
308,132,593,449,325,870,849,315,677,41,4262,177,444,293,209,622,629,204,652,899,4129,5300,12845,10775,7455,19262,17775,7575,21383,2229,104599
309,2163,1927,1434,876,2256,2189,566,1252,191,12846,835,1830,1561,964,2799,2984,639,1639,2633,15884,26069,46000,37961,26400,61785,57318,15478,35687,5746,312444
310,1096,965,741,469,1486,1159,357,627,81,6980,427,779,568,441,1985,1588,403,790,1588,8571,12404,19698,16666,12154,39556,31575,9221,18232,3293,162797
311,931,844,654,450,1586,1390,396,748,93,7093,421,807,722,501,2108,1793,403,809,1690,9255,10771,19367,16743,12386,37578,30586,8899,17690,3383,157407
312,136,501,378,234,864,755,348,709,38,3964,132,358,257,187,622,637,208,551,777,3726,4112,10003,8459,6138,15463,15143,6149,20216,1860,87547
313,794,600,419,290,894,888,259,441,58,4649,300,561,419,315,1067,1061,257,568,1011,5555,9015,15184,12369,9163,23917,20230,5888,13054,2130,110957
314,748,532,448,297,946,834,262,508,45,4621,194,416,384,225,951,941,208,507,692,4527,8673,13945,11796,8394,24807,22919,6612,12436,1515,111110
315,36,114,84,67,208,231,78,220,20,1057,76,114,70,53,151,162,50,200,527,1399,1715,3089,2562,1961,5589,6258,2817,8979,1181,34149
316,1354,1153,770,523,1247,1230,309,687,78,7354,526,1091,742,521,1296,1294,301,881,1442,8089,16649,29514,23358,16543,32791,31234,9207,22091,3151,184539
317,138,474,367,242,663,617,226,408,31,3166,115,320,223,143,460,514,162,358,457,2754,3483,10224,8725,6394,16075,13871,4788,10797,1069,75433
318,137,564,474,324,1018,935,265,610,32,4358,145,457,325,188,756,683,180,511,874,4110,5137,13783,11427,8681,23581,21627,7406,17885,1967,111495
319,184,767,555,363,969,864,228,554,46,4537,275,680,460,357,852,746,183,609,1155,5315,5675,16381,14346,10661,22674,18376,5942,16594,2667,113315
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,5,0,26,5,29
399,14,12,11,7,23,12,4,5,0,95,14,23,10,14,17,25,0,27,57,194,371,466,404,251,535,500,136,436,124,3219
401,139,973,802,479,1234,1030,302,568,40,5569,158,619,478,267,820,744,194,446,627,4347,6164,26039,20658,13576,33800,28754,9548,18583,1713,158835
402,265,1288,1183,755,2225,1688,500,687,76,8675,291,876,734,479,2017,1244,328,531,1515,8021,8567,28701,26560,18571,53973,36861,11695,18203,3331,206463
403,254,1241,1010,637,1762,1327,385,695,60,7370,209,608,480,351,1146,882,206,477,847,5202,8274,28310,24480,17150,41251,32779,10457,17903,2065,182662
404,152,860,771,463,1316,851,250,414,52,5129,137,494,460,277,996,678,152,338,672,4201,4962,17775,16071,10968,30549,22283,7034,11745,1613,122985
405,75,293,194,153,355,341,93,220,25,1746,110,200,132,101,240,249,65,185,341,1630,2359,7803,6140,4300,7951,8701,3115,7427,941,48741
406,46,200,157,134,269,243,91,154,22,1312,74,142,98,52,177,141,37,149,329,1190,1955,4741,4213,2855,6637,5767,2136,6702,868,35871
407,114,463,397,255,650,679,216,376,42,3181,180,415,289,188,529,387,142,320,652,3095,3931,13088,10820,7582,15217,14231,4944,11497,1798,83108
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
499,0,8,0,0,4,6,6,0,0,22,4,6,0,3,7,3,4,5,16,42,70,122,87,60,133,94,31,93,38,724
501,136,607,394,264,559,579,237,458,35,3275,181,496,295,204,410,524,174,506,606,3404,5178,13686,10737,7223,13269,15119,5508,15203,1530,87452
502,57,325,253,128,283,321,98,220,18,1706,94,252,180,105,235,286,81,277,345,1859,2561,7007,5388,3252,7297,6562,2474,7793,852,43190
503,80,550,386,206,497,428,142,311,35,2627,109,583,390,232,516,822,237,529,538,3956,3557,15968,11908,7144,15670,21100,6815,16172,1119,99451
504,178,947,793,455,1246,1233,414,794,72,6143,214,778,602,385,1316,1446,325,850,1052,6970,5878,19181,16264,10376,28122,27653,8975,20492,2288,139231
505,381,2145,1717,1035,2389,2388,765,1387,115,12321,394,1639,1216,787,2325,2761,656,1543,2005,13314,12275,44081,36275,23077,55832,60295,18614,41130,4391,295961
506,296,1685,1342,868,2150,2089,667,1243,126,10463,349,1509,1216,772,2373,2872,715,1482,2193,13485,10131,37322,31451,19745,52639,53266,16421,35684,4487,261148
507,256,1439,1143,681,1491,1531,501,989,98,8124,368,1209,852,552,1694,2235,572,1435,1399,10331,9931,32747,25659,16546,39791,44203,14262,33599,3157,219901
509,107,328,243,161,375,509,161,346,29,2249,166,372,224,132,248,334,122,344,477,2419,3392,8997,7085,4708,8460,10770,4110,12820,1272,61621
510,47,180,114,78,217,234,114,386,20,1386,97,151,87,60,211,263,110,448,410,1833,2592,3448,2694,2144,6012,6979,3406,13201,986,41467
511,94,243,198,131,338,466,156,545,24,2197,112,255,179,110,254,342,113,421,433,2220,2917,6496,5229,3638,7812,9415,3975,14265,1193,54931
597,0,0,0,0,0,0,0,0,0,4,8,5,0,0,0,0,0,29,0,35,13,14,5,3,5,5,11,220,5,277
599,6,12,6,4,9,4,0,10,0,52,9,13,0,3,5,20,0,24,12,78,181,208,163,110,217,250,70,370,33,1614
601,124,733,678,417,1009,788,235,380,45,4411,125,360,326,183,535,437,103,226,708,3000,5288,18293,16835,11436,27735,20737,6286,10401,1723,118720
602,82,405,369,225,567,539,139,267,34,2624,110,260,194,137,309,317,85,180,442,2025,3054,10733,9355,6210,14092,12025,3896,7585,1134,68079
603,17,103,79,36,100,114,27,57,13,546,43,118,59,36,70,87,24,56,155,657,973,2853,2448,1660,3183,3124,823,1969,453,17487
604,82,340,253,180,441,403,98,218,36,2041,82,208,120,76,205,215,59,143,319,1431,2660,7781,6473,4394,9579,8915,2971,6377,945,50109
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12
699,0,0,0,5,3,6,0,0,0,10,5,0,0,0,0,4,0,4,7,18,26,48,49,24,56,56,18,23,10,309
701,89,298,298,198,700,682,215,396,33,2915,107,262,237,141,580,619,131,418,617,3114,3611,6837,6548,5143,18343,16415,5016,11325,1401,74631
702,48,119,104,81,370,278,56,174,20,1246,93,107,75,58,181,186,42,124,438,1301,1623,2751,2441,2000,8071,6520,2097,5449,897,31846
797,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,7,5,4,0,0,0,0,0,42,3,56
799,0,0,0,0,0,0,0,0,0,11,5,6,0,4,3,0,0,4,15,39,92,62,38,34,83,59,22,82,27,500
801,244,1203,996,554,1511,1406,437,701,54,7097,135,506,437,235,960,887,163,366,1131,4827,10985,29491,24845,16967,64028,56912,16339,26195,2632,248388
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,6,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,16,45,20,12,45,33,12,25,3,216
901,4,6,4,9,13,10,5,9,0,67,10,21,4,6,25,19,5,14,15,117,131,342,206,171,529,416,116,284,47,2243
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
