SA4_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
111,100682,104289,204973,11095,11746,22842,48702,52672,101377,983,1079,2056,1503,1638,3140,303,313,614,440,425,856,154,182,333,290,279,572,490,501,988,11,12,20,52868,57091,109963,4722,5001,9712,1615,1480,3100,70296,75316,145613,9177,9507,18688,180160,189115,369281
112,63392,66329,129716,10718,11947,22660,21167,23485,44649,1833,2116,3949,5791,6407,12198,231,269,499,367,431,791,112,137,247,231,259,495,174,192,369,5,7,18,29920,33299,63219,2923,3496,6415,1097,1040,2134,44657,49772,94426,10107,10545,20657,118152,126643,244797
113,41203,41871,83073,8464,9289,17749,12606,13691,26297,1103,1153,2255,1145,1082,2224,266,265,532,199,209,403,64,71,133,146,126,277,437,474,903,0,0,0,15951,17066,33021,2894,2667,5556,537,462,999,27840,29482,57321,7155,5892,13046,76200,77246,153446
114,40590,42334,82932,7094,7795,14888,17581,19052,36630,400,439,833,625,656,1279,98,104,201,231,194,432,53,71,126,83,92,176,426,483,906,21,19,43,19519,21110,40632,1329,1424,2757,498,416,914,28435,30751,59190,5782,5109,10892,74812,78197,153012
115,71872,73225,145091,4675,4673,9346,34801,35828,70624,451,480,926,535,545,1080,195,186,385,237,255,490,37,31,71,52,50,93,175,134,313,0,0,0,36470,37509,73980,6113,6633,12748,554,556,1110,47808,49373,97186,3732,3879,7612,123412,126481,249892
116,95858,97687,193549,7329,7684,15013,52246,52365,104610,724,677,1404,835,840,1672,296,310,598,402,365,766,53,48,97,117,86,198,175,167,344,3,0,3,54841,54862,109701,13426,14355,27786,1181,988,2167,76776,77888,154668,11885,10600,22481,184523,186181,370698
117,57441,55179,112617,9766,8900,18665,49957,46757,96706,2418,2094,4515,2251,2127,4379,657,624,1276,1104,934,2030,173,151,326,138,131,273,859,845,1704,3,0,9,57557,53664,111221,24966,25284,50253,1938,1521,3460,94227,89369,183603,11804,9727,21526,163469,154274,317748
118,56007,61418,117427,7144,7526,14672,30036,32352,62389,1204,1330,2534,1190,1291,2480,252,326,581,502,575,1079,59,64,116,90,85,177,422,473,891,9,3,11,33769,36497,70261,13406,14987,28396,966,903,1869,55290,59912,115204,8008,7512,15526,119304,128844,248151
119,159603,166404,326009,14369,14054,28423,61198,60999,122197,849,782,1635,892,790,1682,309,260,575,405,349,752,80,74,158,132,90,225,268,245,509,0,4,9,64135,63593,127730,24221,22177,46400,1962,1637,3596,104689,101456,206146,18237,17962,36203,282527,285835,568356
120,68596,75112,143710,8335,8668,17007,36625,38325,74947,992,1051,2051,942,920,1867,274,286,558,438,441,877,71,77,145,103,91,193,325,373,705,4,8,14,39775,41576,81350,15704,15421,31131,1081,1019,2103,64903,66680,131586,7004,6889,13892,140501,148684,289186
121,103145,112229,215374,11145,12002,23150,50293,53351,103652,1299,1403,2706,1133,1193,2324,363,388,753,564,575,1137,111,118,231,75,71,147,481,473,954,4,4,4,54319,57584,111903,17193,19513,36708,1065,988,2052,83719,90090,173808,6113,7066,13182,192984,209377,402358
122,70824,74510,145337,7964,7932,15892,28926,30271,59196,462,516,975,493,507,1001,104,101,212,212,214,426,28,43,72,41,35,76,133,132,266,0,0,0,30408,31821,62228,7268,7805,15063,785,806,1588,46415,48355,94773,4443,4827,9273,121687,127701,249389
123,76928,78957,155886,6923,7505,14429,37380,39319,76694,354,371,721,656,654,1305,139,131,270,201,186,388,46,52,100,62,49,114,100,117,221,4,0,5,38952,40863,79815,3766,4259,8027,1078,930,2005,50716,53560,104280,7279,7798,15073,134922,140316,275235
124,87923,91077,179002,9709,10265,19975,38805,41207,80014,446,496,936,779,806,1585,132,141,274,195,195,396,74,75,146,79,82,164,158,162,322,3,0,3,40672,43175,83843,3228,3694,6915,1244,1035,2273,54847,58164,113008,9011,9020,18027,151780,158261,310040
125,114149,116095,230245,12533,11965,24503,53398,50596,104000,1150,988,2135,1043,954,2001,438,399,839,606,422,1033,112,98,207,94,72,159,285,275,558,0,6,5,57131,53811,110941,31083,28003,59083,1886,1464,3345,102631,95244,197874,17825,14678,32502,234604,226018,460618
126,46986,50145,97130,4920,5272,10192,25064,25729,50789,582,559,1143,498,569,1069,185,202,393,279,228,511,40,41,80,51,48,105,203,188,387,4,0,3,26914,27566,54476,9878,10872,20754,635,533,1173,42350,44242,86590,3610,3947,7559,92946,98333,191281
127,125745,129045,254791,9035,9468,18504,52376,54001,106377,777,718,1497,1031,913,1944,242,223,461,259,254,517,51,52,97,138,104,248,155,140,299,8,7,12,55036,56417,111452,13608,14712,28325,1424,1278,2703,79115,81876,160990,13495,13041,26537,218354,223972,442321
128,65647,68813,134461,6242,6424,12668,25454,26992,52449,300,276,580,532,511,1042,79,79,162,163,174,342,36,40,73,54,53,102,116,94,209,5,0,5,26739,28217,54960,2472,2836,5313,593,519,1112,36051,37997,74052,3757,4058,7809,105451,110874,216328
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,761,424,1186,221,160,382,1929,1707,3632,110,138,249,225,214,438,30,35,62,37,47,83,14,16,31,19,16,38,33,33,65,0,0,0,2400,2195,4597,373,438,814,56,35,95,3046,2835,5882,2307,1536,3835,6115,4793,10906
201,44022,45805,89828,5189,5639,10824,638,759,1397,21298,23076,44377,529,563,1091,267,308,583,222,240,467,140,151,290,136,145,281,77,88,165,0,0,0,23314,25334,48644,1557,1591,3141,571,492,1065,30632,33049,63685,5712,5391,11100,80358,84253,164611
202,42882,44547,87430,5393,5860,11257,785,915,1703,18927,20881,39805,529,598,1124,234,279,511,250,249,497,117,113,230,140,150,292,100,109,208,0,0,0,21067,23297,44367,1406,1625,3030,480,493,976,28355,31276,59633,5885,5676,11556,77119,81496,158617
203,77712,81928,159641,12334,13103,25437,1276,1426,2707,41002,45019,86026,888,1059,1947,374,399,764,439,449,891,292,326,624,222,275,497,156,177,340,0,0,0,44658,49135,93797,5092,4738,9830,1018,951,1966,63104,67927,131031,9516,8751,18266,150329,158613,308945
204,48026,49206,97230,8653,9304,17956,2925,3082,6010,15251,16250,31502,1356,1274,2628,328,314,642,352,326,676,159,162,318,312,285,597,197,185,384,0,0,4,20881,21877,42766,1540,1612,3157,546,510,1057,31621,33307,64936,6816,6599,13409,86459,89113,175568
205,76662,78472,155138,15457,16911,32367,1351,1392,2739,29103,31383,60489,1033,1156,2190,272,282,559,437,401,838,210,259,467,220,209,430,140,127,265,0,0,9,32770,35210,67981,1873,2169,4047,939,877,1812,51035,55166,106203,12157,11692,23851,139858,145329,285192
206,112724,121994,234719,13591,14227,27818,6966,7631,14593,84529,87431,171958,4371,4955,9322,1801,2048,3850,2739,2869,5606,940,1029,1968,438,505,940,1267,1319,2588,3,4,12,103049,107787,210838,37952,41472,79429,2713,2341,5051,157310,165822,323132,17553,17242,34798,287583,305055,592643
207,96659,106334,202990,7011,7458,14474,1581,1682,3257,41651,44186,85840,1004,1136,2141,601,645,1244,777,740,1514,262,269,535,153,143,302,232,227,458,6,6,8,46265,49035,95299,14951,15766,30721,863,782,1641,69090,73041,142135,6016,6589,12604,171769,185963,357727
208,108981,119229,228208,10257,10891,21152,1755,1872,3635,48712,52233,100947,1040,1174,2211,441,492,926,667,685,1352,173,183,355,110,116,225,222,254,475,0,0,0,53112,57013,110126,12107,12798,24904,1112,1088,2196,76592,81793,158377,6972,7813,14783,192542,208830,401374
209,146388,152539,298931,10257,10577,20832,1932,2087,4022,61119,63214,124331,1377,1358,2738,627,730,1356,704,666,1368,251,278,526,329,313,643,245,280,523,4,0,0,66579,68932,135512,13171,12824,25995,1493,1264,2758,91501,93594,185093,11193,11053,22246,249080,257184,506268
210,107399,111195,218596,9227,9363,18592,1638,1640,3281,49398,50307,99709,926,970,1897,494,512,1010,489,468,959,211,216,429,184,162,350,189,197,383,3,4,7,53530,54487,108016,13533,12660,26194,1137,1031,2171,77432,77535,154964,10611,10063,20676,195445,198791,394236
211,153288,160367,313656,8638,9209,17847,1073,1139,2207,55347,58316,113661,865,984,1847,419,476,894,452,476,927,179,204,379,162,161,328,147,146,292,0,3,0,58648,61896,120541,8057,8959,17019,1216,1072,2289,76562,81143,157698,8887,9234,18120,238735,250743,489479
212,212470,218402,430873,16988,17088,34074,2776,2608,5388,107394,105740,213138,1893,1896,3792,1276,1136,2413,1139,1077,2210,441,463,904,367,314,679,246,261,508,0,0,0,115534,113505,229033,32502,32547,65044,2585,1983,4569,167604,165123,332731,20582,19424,40004,400654,402953,803611
213,204574,209952,414528,18355,18756,37118,4729,4632,9365,99589,99918,199513,2551,2638,5186,1440,1401,2836,1600,1524,3126,558,590,1147,578,514,1092,469,492,962,3,6,8,111531,111707,223241,31485,31117,62603,2655,2245,4902,164029,163825,327855,25812,21864,47678,394411,395646,790059
214,81098,85799,166897,9983,10824,20804,1048,1060,2106,34953,37986,72937,951,861,1815,197,166,361,458,387,844,165,158,322,143,134,272,105,107,208,0,0,3,38013,40861,78882,2581,3009,5589,908,879,1789,51482,55577,107064,8666,9081,17747,141247,150453,291704
215,42438,42415,84853,7867,8386,16249,1214,1341,2559,9960,10586,20554,485,562,1047,688,761,1451,206,222,434,76,81,160,160,179,339,39,30,67,0,0,0,12834,13768,26600,2399,2317,4717,448,379,830,23546,24850,48398,7452,6401,13851,73438,73664,147101
216,36746,36831,73578,6717,7078,13794,1239,1436,2674,10945,11717,22666,482,490,974,106,113,222,159,157,317,88,91,182,111,126,238,33,37,69,0,0,0,13173,14160,27339,1751,1970,3718,398,389,790,22028,23605,45632,5667,5237,10908,64444,65672,130120
217,35603,36083,71688,6993,7468,14464,396,474,874,9522,10472,19996,416,471,893,390,468,852,225,223,443,97,112,205,108,101,211,29,24,51,0,0,0,11175,12349,23522,1166,1180,2341,386,294,681,19714,21289,41006,4511,4426,8937,59834,61799,121632
297,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,7,0,9,24,3,27,36,6,38
299,538,340,876,170,99,264,102,82,184,1346,1306,2654,96,103,199,42,26,62,34,37,70,21,13,34,14,15,30,6,8,17,0,0,0,1660,1586,3243,283,285,568,58,39,95,2171,2008,4180,2241,1381,3624,4945,3734,8678
301,60513,62914,123424,6336,6855,13192,2487,2761,5253,1099,1195,2296,30193,32483,62680,242,240,482,353,358,712,131,141,276,190,203,395,173,175,347,0,0,4,34874,37561,72435,2924,3273,6199,950,831,1782,45087,48521,93606,4803,4900,9702,110405,116325,226732
302,52237,55749,107988,4339,4555,8894,1966,2105,4075,1075,1142,2219,30849,32939,63792,281,317,597,430,405,842,136,145,278,286,272,561,254,270,525,5,0,5,35282,37601,72888,4867,5621,10490,1028,826,1858,45522,48609,94131,4589,4380,8968,102344,108743,211089
303,83953,88365,172320,7012,7286,14292,3101,3269,6371,1752,1674,3426,50154,51951,102111,674,696,1370,644,665,1306,209,217,426,333,376,707,348,358,704,0,0,3,57221,59194,116415,13812,14461,28265,1784,1516,3300,79819,82454,162278,7327,7098,14424,171108,177918,349022
304,45602,48337,93940,4237,4413,8650,2185,2148,4339,1173,1246,2420,23386,24543,47930,409,420,828,447,420,873,160,154,313,297,301,605,373,357,728,3,0,3,28441,29593,58034,5939,6438,12379,556,510,1073,39171,40955,80127,2823,2703,5525,87599,91998,179596
305,48184,49064,97251,6171,6172,12347,4852,4984,9838,2511,2762,5266,48146,49658,97803,611,629,1244,846,866,1712,264,262,526,425,412,842,553,531,1081,12,6,17,58221,60112,118329,15834,17407,33241,1799,1466,3267,82023,85158,167183,8281,7370,15652,138487,141596,280087
306,59033,59200,118229,9393,9949,19347,2230,2365,4591,2119,2214,4337,25287,27344,52631,650,722,1372,854,871,1730,215,219,434,840,889,1725,167,184,350,3,7,7,32372,34816,67182,4106,4572,8679,1262,1123,2391,47139,50463,97597,12962,11517,24479,119126,121179,240303
307,33159,32286,65445,7221,7817,15042,1399,1520,2919,270,266,538,10175,11002,21186,120,110,234,142,160,298,52,56,109,126,133,258,20,19,39,0,0,0,12308,13272,25581,959,984,1946,472,456,925,20960,22535,43493,6388,5878,12270,60505,60695,121201
308,54896,53190,108082,9208,9927,19134,1607,1651,3260,847,944,1792,24868,26969,51839,276,289,567,477,476,952,161,179,340,375,390,763,78,80,163,0,0,0,28692,30981,59673,2228,2333,4561,1221,1083,2305,41354,44319,85675,11923,8392,20317,108171,105902,214073
309,131751,138257,270001,16272,17486,33757,16190,17784,33969,5844,6523,12369,79344,86773,166123,1110,1293,2404,1197,1318,2517,704,806,1506,621,613,1240,730,804,1531,5,12,18,105745,115922,221671,15903,17711,33613,3972,3693,7664,141898,154812,296707,19799,20047,39853,293450,313109,606556
310,81228,82434,163659,10881,11915,22802,3994,4338,8333,1631,1623,3253,47251,50650,97901,652,672,1325,558,565,1116,266,272,539,563,513,1079,306,322,626,4,0,3,55226,58956,114185,5400,6199,11600,2070,1838,3908,73579,78910,152492,14398,10740,25144,169207,172085,341293
311,82591,83760,166351,7670,8219,15892,3317,3541,6856,1356,1438,2789,47931,50931,98858,390,402,793,476,462,943,218,227,450,198,225,421,176,156,328,8,9,12,54063,57388,111453,5756,6398,12156,2163,1946,4114,69656,73957,143614,12299,11832,24124,164544,169547,334091
312,41727,39574,81299,7313,7662,14977,1666,1736,3406,917,1008,1923,18852,20215,39068,312,327,639,539,492,1026,173,163,339,290,273,566,61,71,129,0,0,0,22819,24274,47095,2119,2393,4513,901,744,1646,33154,35074,68230,12141,8252,20393,87017,82904,169917
313,59102,61598,120702,7653,8600,16256,3087,3550,6641,1399,1575,2968,35478,39329,74809,267,308,584,329,359,682,260,293,548,241,260,494,218,258,478,0,3,0,41279,45932,87216,2800,3219,6021,1550,1454,3004,53283,59210,112495,9444,7949,17389,121829,128756,250587
314,52840,53831,106668,5532,6171,11706,2259,2472,4730,1081,1153,2232,27927,30217,58140,349,339,693,369,413,781,151,176,327,328,325,647,286,305,594,5,10,9,32753,35405,68152,3242,3645,6884,1098,1033,2132,42627,46248,88876,3930,3769,7698,99394,103848,203245
315,19460,18403,37854,4409,4677,9079,552,483,1036,245,243,492,5575,5757,11330,120,129,247,211,205,412,53,50,103,250,215,463,24,32,58,4,0,4,7032,7113,14142,696,806,1506,339,267,610,12475,12861,25339,6372,4341,10706,38299,35599,73901
316,85346,91034,176379,11914,13073,24983,7056,7935,14990,4823,5255,10070,49686,55782,105473,643,741,1390,846,973,1817,453,573,1030,560,589,1147,527,571,1101,8,15,22,64607,72434,137043,6895,7691,14587,2043,2045,4087,85462,95244,180703,11416,11396,22816,182226,197678,379901
317,36246,38779,75022,4326,4649,8979,1514,1709,3226,439,458,899,21389,24198,45594,145,163,309,214,201,413,98,105,195,183,185,361,104,118,225,0,0,0,24086,27136,51221,3506,3790,7301,718,655,1367,32639,36230,68872,4401,4158,8557,73289,79168,152449
318,55466,55657,111123,6108,6646,12758,2422,2221,4644,1651,1570,3221,26760,29775,56532,423,468,893,653,644,1289,219,215,430,627,634,1258,335,285,625,0,0,0,33091,35808,68894,2565,2816,5379,1246,1121,2370,43006,46401,89406,11725,8814,20543,110196,110874,221069
319,74834,75845,150678,10326,11452,21780,3852,4021,7877,2090,2225,4312,34833,38227,73061,439,453,894,503,550,1055,399,417,818,522,509,1024,194,184,382,8,4,17,42832,46599,89431,2412,2692,5108,1470,1416,2880,57044,62164,119201,12883,11444,24327,144760,149453,294209
397,17,3,20,0,0,0,4,0,4,0,0,0,8,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,18,4,17,0,0,0,26,3,30,111,24,135,149,28,183
399,948,648,1590,339,239,577,521,521,1039,320,345,666,2315,2263,4581,97,84,184,146,147,288,52,58,111,58,59,121,30,19,48,0,0,0,3532,3503,7033,482,644,1125,75,58,135,4429,4444,8873,2215,1492,3704,7588,6582,14167
401,78480,84144,162623,7791,8418,16205,2044,2069,4113,1963,2094,4060,1151,1202,2352,33607,35728,69329,569,590,1160,164,170,335,492,500,998,272,278,554,8,4,14,40263,42640,82902,11152,11743,22897,693,620,1307,59896,63424,123317,6228,5908,12138,144597,153473,298072
402,122826,125077,247906,9650,10101,19753,2085,1788,3873,1853,1598,3449,1361,1252,2611,49491,51993,101485,557,497,1055,181,222,407,507,484,991,247,200,451,3,5,4,56286,58039,114325,10298,10238,20534,1540,1384,2922,77775,79761,157534,11165,10350,21514,211765,215181,426952
403,104414,109798,214212,7342,8090,15432,1655,1739,3396,1601,1735,3336,940,1062,1998,40298,44380,84673,521,549,1065,176,219,397,531,627,1160,169,210,373,6,7,15,45896,50529,96424,6393,7016,13408,1082,905,1986,60708,66538,127250,7180,7044,14228,172304,183386,355687
404,64036,67546,131587,5774,6160,11937,1331,1233,2562,1362,1287,2648,785,846,1628,25736,27812,53540,423,375,800,106,112,217,395,346,737,203,148,353,6,6,10,30334,32159,62494,7261,7281,14540,793,728,1517,44165,46323,90488,5008,4742,9755,113212,118617,231829
405,34194,33492,67686,5086,5329,10417,404,401,800,344,386,732,381,397,774,8648,9326,17974,214,238,449,66,73,138,249,269,518,28,27,59,0,0,0,10339,11105,21445,458,580,1038,263,236,499,16153,17256,33401,4075,3837,7905,54413,54586,108995
406,23136,22280,45415,5753,5952,11705,320,273,591,318,271,591,373,338,709,3801,4132,7933,315,312,628,59,44,105,255,243,495,11,10,25,0,0,0,5452,5625,11075,606,671,1277,227,185,406,12038,12431,24465,4584,3366,7953,39757,38072,77825
407,53097,52670,105764,10346,11113,21460,769,825,1591,1577,1642,3216,706,773,1478,14490,15591,30080,345,392,742,143,137,280,376,378,758,48,43,89,0,0,0,18454,19784,38234,1725,1674,3403,531,473,1004,31062,33047,64106,8220,6574,14795,92384,92289,184672
497,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,12,0,12
499,262,144,404,85,54,134,34,37,67,50,34,86,74,77,153,599,572,1180,35,39,77,11,4,15,20,18,36,4,0,3,0,0,0,827,790,1622,78,101,184,15,22,35,1008,965,1975,524,341,866,1793,1446,3241
501,48829,49785,98613,8691,9301,17987,455,498,950,448,462,908,475,525,1002,183,164,351,18468,20613,39086,131,155,288,262,256,517,26,29,52,7,3,14,20459,22704,43160,2101,2305,4404,611,563,1173,31856,34874,66730,7328,5845,13168,88013,90505,178514
502,26103,27682,53784,3624,4073,7698,450,440,892,331,406,736,439,517,952,117,142,257,12438,14170,26609,107,128,236,124,137,262,27,40,68,0,12,18,14044,15983,30032,1110,1330,2443,443,500,943,19230,21887,41115,3786,3286,7071,49114,52861,101970
503,38919,40985,79904,5395,5450,10842,1244,1230,2471,1091,1228,2317,832,767,1599,251,303,553,22758,23274,46033,94,116,208,197,171,375,150,131,289,10,6,9,26629,27227,53853,9023,9767,18787,618,523,1139,41652,42966,84620,5218,4365,9576,85786,88313,174104
504,73484,74788,148279,5945,6426,12374,726,805,1529,684,703,1387,646,679,1328,248,230,472,32117,33743,65853,94,113,210,231,205,434,79,73,151,13,12,24,34845,36556,71399,4242,4960,9198,1011,819,1835,46037,48766,94801,9161,6179,15340,128685,129738,258424
505,154001,160642,314642,13216,14071,27288,1753,1952,3702,1574,1830,3409,1433,1516,2947,376,397,770,63657,68377,132034,211,227,437,407,430,838,180,190,369,29,33,61,69608,74960,144566,12480,14036,26514,1930,1710,3632,97229,104764,201997,13488,11375,24861,264719,276777,541499
506,134555,137224,271779,13023,13367,26385,1552,1520,3070,1386,1353,2740,1285,1269,2551,596,636,1234,60438,61627,122061,212,256,464,455,445,900,163,185,343,49,59,109,66139,67342,133483,15288,16424,31713,2026,1700,3726,96473,98833,195305,15745,12706,28456,246772,248767,495539
