SA4_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
118,113,297,1136,830,701,511,175,36,6,3793,127,489,2164,1616,1187,694,295,115,21,6703,3608,10453,40292,32147,26434,17609,6645,1319,142,138638
119,276,752,1931,1878,1844,1461,368,67,0,8571,319,1381,3777,3158,2526,1818,520,65,12,13575,8587,24932,63316,55789,48025,35318,8707,887,45,245597
120,93,324,1082,962,901,739,258,26,0,4383,111,706,2286,1715,1239,798,275,57,8,7195,4082,14663,43590,36885,30437,21286,6462,815,73,158306
121,204,514,1158,1248,1242,902,311,63,0,5643,189,565,1921,2421,1927,1248,446,136,24,8883,7398,16367,43740,54802,48817,32547,11468,2162,179,217473
122,253,424,987,923,1009,763,235,42,0,4633,237,447,1295,1570,1526,990,276,89,16,6445,6969,10720,24201,29925,33393,22782,7017,1130,89,136223
123,271,525,1071,1043,915,689,211,13,4,4738,344,731,1583,1623,1334,913,246,38,4,6820,7432,12438,29686,31965,27002,19338,4686,378,22,132941
124,331,587,1382,1243,1119,823,245,26,0,5765,328,690,1608,1564,1439,1017,305,65,14,7024,8724,14512,34178,35144,32081,24217,6370,640,50,155914
125,139,478,1401,1326,1199,913,244,20,0,5727,269,1362,4101,3154,1949,1384,332,58,17,12627,6027,20487,58716,52257,34143,23954,6024,554,45,202211
126,83,248,593,648,614,508,125,24,4,2840,78,324,1283,1239,779,584,185,37,12,4513,3251,8665,25269,25301,19289,14073,4156,543,47,100598
127,215,577,1500,1393,1320,878,214,18,0,6123,408,1049,2606,2488,2244,1629,331,38,11,10808,7984,18450,42423,39421,34404,24586,5330,397,29,173019
128,258,395,948,878,931,722,195,37,0,4372,172,350,912,1016,962,679,250,58,19,4423,6411,10317,22294,25897,26587,19304,5522,701,62,117099
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,5,8,19,21,11,13,0,0,0,68,10,13,47,34,29,22,8,0,0,166,123,245,809,492,412,338,86,6,0,2511
201,123,325,646,533,544,441,140,15,0,2770,157,257,564,480,609,538,173,76,14,2868,4851,6932,15757,15854,16860,14049,3944,535,54,78847
202,131,242,608,564,534,493,163,13,0,2752,171,235,502,538,529,517,175,73,16,2757,4650,6405,14881,15590,16342,13941,4184,574,61,76625
203,234,585,1277,1162,1020,819,234,42,0,5377,245,540,1300,1221,1189,854,302,78,13,5734,8967,14548,34873,34220,32219,24817,7028,830,77,157566
204,161,281,638,565,593,531,201,27,0,2997,215,272,554,576,714,605,290,99,24,3344,5451,6421,15296,16128,18195,17035,6035,1075,118,85750
205,253,522,1143,932,1003,913,287,36,0,5100,328,405,963,913,1040,965,403,137,31,5186,7756,9864,24169,24199,26476,25202,8267,1342,147,127425
206,177,1018,3657,2216,1616,1189,371,68,10,10317,264,1512,5508,3224,2085,1305,454,120,24,14495,8791,37869,135809,82822,55947,36442,11394,1712,124,370901
207,177,551,1137,1012,1193,979,312,58,0,5422,216,739,1861,1741,1611,1090,373,86,30,7745,8250,19154,38975,38472,39861,29344,9469,1599,132,185265
208,205,575,1286,1333,1477,1122,400,63,3,6466,283,677,1972,2174,2206,1392,524,139,36,9395,10112,18383,43725,48986,51460,35292,11591,1684,161,221398
209,268,815,2317,2259,2010,1410,366,35,6,9484,329,1096,3002,2966,2382,1588,442,98,16,11918,11654,23926,62287,65247,54916,37339,9490,983,76,265919
210,184,662,1766,1628,1397,1022,241,37,0,6939,350,974,2617,2294,1805,1203,306,54,10,9623,8627,18219,48402,46518,37096,25647,5795,600,34,190944
211,366,1014,2201,2215,2411,1912,556,65,3,10748,393,948,2493,2713,2642,1991,615,114,29,11944,14000,23217,52213,58814,57973,44100,12056,1370,92,263832
212,448,1488,3878,3585,3169,2101,595,79,0,15345,696,2320,6578,5864,4596,3321,792,155,38,24365,18141,40722,100866,98265,79152,53322,12951,1401,125,404944
213,355,1290,3709,3383,2703,1689,442,29,0,13606,641,2146,6135,5508,3827,2291,519,73,24,21152,16277,35634,103459,109453,76043,46269,9613,677,44,397466
214,199,507,1207,1060,1183,945,300,54,4,5459,273,472,1177,1369,1473,1193,418,132,25,6539,8357,11707,26822,29861,32566,25836,7992,1106,74,144321
215,143,249,579,448,365,431,148,21,0,2385,173,266,656,479,579,515,190,114,22,2995,3922,5570,13952,12537,13729,13718,4511,852,104,68899
216,138,273,558,455,515,442,139,22,6,2548,154,215,509,485,542,432,172,67,25,2597,3854,4957,11645,11201,12742,11588,3729,559,78,60348
217,133,218,418,365,411,307,136,19,3,2012,165,182,408,352,449,389,223,87,26,2288,4021,4552,10987,10988,12667,12116,4383,822,104,60640
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,15
299,3,8,12,13,11,3,0,0,0,56,4,13,33,35,23,9,4,4,0,126,82,217,600,341,277,227,47,11,0,1797
301,280,463,1003,1082,1090,776,223,29,0,4949,239,436,937,1195,1174,823,245,45,18,5122,7899,9696,20506,26362,27994,20735,5011,501,38,118757
302,168,417,1077,920,772,645,190,25,0,4217,166,470,1158,1122,875,522,138,51,8,4508,6073,10940,28630,28653,24053,15704,3755,415,34,118257
303,220,735,1709,1534,1230,863,206,25,4,6525,304,961,2429,2165,1470,871,262,63,13,8539,9276,20477,49379,47560,36713,23024,5714,650,41,192826
304,187,345,571,653,626,422,141,35,3,2986,171,300,551,755,649,405,138,37,3,3004,6461,9951,17017,22654,22507,13664,4201,574,33,97063
305,211,664,1635,981,809,522,172,24,0,5025,203,900,2103,1500,1066,622,202,41,13,6652,7408,22296,53277,37171,30532,18953,5142,771,58,175617
306,274,503,1046,1069,1033,761,251,28,0,4961,338,395,1020,898,950,765,289,99,18,4778,7116,8321,22216,23827,25903,20977,6334,893,75,115668
307,224,237,443,381,366,323,129,17,0,2120,235,233,507,453,511,477,230,112,24,2784,3854,4555,10130,10407,11917,10844,4037,991,112,56863
308,321,499,984,887,753,621,179,14,0,4262,333,426,911,811,771,606,194,69,13,4129,7427,9034,21276,22226,21781,17709,4421,657,59,104599
309,545,1355,3121,2929,2553,1759,502,74,4,12846,731,1546,3696,3612,3177,2171,722,185,39,15884,18467,28794,66822,68281,66558,47279,14272,1836,143,312444
310,311,836,1926,1528,1303,844,204,21,5,6980,472,965,2181,1962,1553,1113,237,52,22,8571,9944,15842,38113,37630,33072,22752,4836,549,45,162797
311,356,787,1761,1536,1365,977,288,24,0,7093,467,1021,2336,2080,1782,1204,309,44,12,9255,9551,15481,35817,35654,32187,22806,5437,449,32,157407
312,317,452,992,814,707,515,147,17,0,3964,267,411,756,750,760,537,187,50,14,3726,5772,7625,18161,18717,18467,14517,3777,460,50,87547
313,266,501,1035,889,1010,704,218,24,0,4649,311,562,1196,1172,1151,842,242,59,21,5555,7569,9965,21165,22944,24908,19121,4761,472,49,110957
314,240,504,1115,1020,969,599,160,15,0,4621,235,427,1040,1134,952,575,134,25,6,4527,7257,10021,23267,26620,25146,15236,3245,311,13,111110
315,70,125,241,211,192,162,52,11,0,1057,125,146,307,253,256,189,85,36,0,1399,1802,3167,7779,6735,6655,5821,1843,333,21,34149
316,424,713,1606,1550,1597,1121,302,32,0,7354,530,721,1617,1725,1745,1219,393,112,22,8089,12928,14666,32688,38478,42667,32890,9100,1050,69,184539
317,228,359,750,624,574,450,148,30,4,3166,186,306,646,574,507,351,132,44,8,2754,5420,7530,16749,15356,14992,11735,3165,441,42,75433
318,344,559,1044,829,767,593,182,39,0,4358,329,471,889,757,759,609,221,60,18,4110,7755,11916,23814,22197,22472,17881,4803,604,49,111495
319,279,452,951,898,925,787,222,21,0,4537,379,449,933,989,1118,893,372,159,38,5315,7929,8863,19638,21299,25360,22813,6267,1034,114,113315
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,13,15,0,0,0,0,29
399,6,7,27,20,14,6,6,0,0,95,6,23,47,49,40,28,3,0,0,194,128,325,1027,644,497,464,118,7,0,3219
401,202,582,1197,1049,1170,977,335,49,0,5569,189,463,913,918,829,635,279,103,21,4347,8081,15276,32996,33368,33183,25893,8661,1265,112,158835
402,320,967,2278,1820,1638,1236,363,40,0,8675,300,884,2076,1809,1463,1123,283,78,18,8021,10841,20720,49589,47155,40506,30514,6536,560,38,206463
403,319,713,1610,1552,1587,1161,372,56,5,7370,213,498,1066,1131,1134,812,252,84,26,5202,10237,16528,37584,40121,38800,30581,7853,888,76,182662
404,170,530,1314,1043,1022,767,245,42,0,5129,152,442,1029,875,845,594,193,60,10,4201,5589,12266,31037,26237,24075,18765,4461,505,43,122985
405,98,150,342,314,354,336,124,16,0,1746,109,130,216,269,339,330,145,76,16,1630,2907,3587,7915,9001,10588,10611,3474,602,64,48741
406,90,144,285,233,266,195,82,6,0,1312,76,97,237,199,207,237,92,44,0,1190,2066,2742,7519,6914,7621,6795,1895,300,14,35871
407,184,326,644,570,662,571,210,24,0,3181,204,228,514,515,650,565,292,115,21,3095,5268,6285,14245,14985,17821,17299,6032,1077,95,83108
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
499,0,0,9,0,3,4,0,0,0,22,0,5,3,9,8,8,0,4,0,42,32,61,211,156,128,106,26,4,0,724
501,214,337,676,646,725,506,154,18,0,3275,238,276,590,714,686,566,237,81,16,3404,5879,5881,14729,18700,19981,16454,5044,717,69,87452
502,136,168,390,308,334,269,89,14,4,1706,127,173,355,362,385,296,116,35,7,1859,2941,3715,7544,8585,9639,8344,2152,250,22,43190
503,147,325,658,535,419,354,161,30,3,2627,152,388,993,849,786,491,212,67,11,3956,4474,9554,25235,21330,18866,13853,5143,909,82,99451
504,273,661,1543,1334,1165,855,277,26,3,6143,310,679,1631,1621,1386,978,294,55,9,6970,7425,12323,31575,31857,28276,21468,5661,606,40,139231
505,585,1290,3044,2712,2359,1713,529,73,4,12321,612,1284,3022,3149,2700,1862,549,120,19,13314,16451,26441,63394,68144,62989,45200,12026,1232,83,295961
506,495,1208,2599,2296,1913,1413,476,68,0,10463,586,1378,3475,3195,2488,1692,533,108,26,13485,13331,25891,61065,62227,50487,36658,10344,1078,77,261148
507,500,855,1955,1729,1554,1168,323,38,5,8124,514,959,2294,2423,2107,1465,454,91,20,10331,12860,20026,46545,50261,46477,33923,8841,905,60,219901
509,171,237,433,436,397,419,149,14,0,2249,190,180,361,353,485,506,233,91,19,2419,3375,4009,9679,11307,13468,13565,5115,988,115,61621
510,80,125,373,369,258,145,32,0,0,1386,107,168,459,451,342,230,60,14,0,1833,1845,2846,10948,10782,8150,5529,1271,98,4,41467
511,192,264,484,411,427,313,95,12,0,2197,154,216,431,404,437,374,156,44,11,2220,3230,4429,10952,11036,11751,10096,2967,443,32,54931
597,0,0,0,0,0,0,0,0,0,4,0,8,6,16,5,4,3,0,0,35,5,17,62,95,59,33,5,0,0,277
599,6,9,16,12,3,10,0,0,0,52,3,7,22,25,10,11,3,0,0,78,53,185,501,355,248,216,45,0,0,1614
601,149,404,1220,942,793,653,206,43,0,4411,116,264,869,584,544,415,152,44,13,3000,5436,10110,30483,25120,23320,18558,5080,574,43,118720
602,140,287,620,494,510,425,148,8,0,2624,105,200,411,366,382,342,144,52,14,2025,3754,5800,14487,13006,14265,12612,3624,482,56,68079
603,34,52,110,110,104,107,26,0,0,546,29,41,100,111,148,133,71,18,4,657,731,1158,2885,3497,3919,3880,1203,200,13,17487
604,108,221,478,375,423,328,93,10,0,2041,73,121,255,259,288,263,106,58,12,1431,3051,4224,9927,9288,10752,9867,2603,370,34,50109
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,12
699,0,4,0,0,12,0,0,0,0,10,0,0,8,5,3,0,0,0,0,18,12,33,79,69,63,42,9,0,0,309
701,164,256,783,676,524,379,115,10,0,2915,163,353,842,688,545,368,123,23,8,3114,3549,6544,19994,17350,14362,9815,2731,265,22,74631
702,60,86,301,301,223,204,68,4,0,1246,89,125,350,273,224,157,64,9,0,1301,1396,2505,8375,7076,6036,4869,1422,150,9,31846
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,7,0,5,16,10,10,9,0,0,0,56
799,0,0,0,0,0,0,0,0,0,11,0,0,13,12,5,7,0,0,0,39,13,34,175,126,84,53,22,0,0,500
801,464,946,1779,1497,1272,803,293,39,0,7097,209,568,1574,1122,753,413,131,30,14,4827,12850,26280,64941,59743,47644,28573,7416,871,80,248388
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,3,3,4,0,0,0,0,11,0,0,3,0,0,0,0,0,0,6,22,36,59,38,32,23,3,0,0,216
901,0,0,9,17,12,13,8,3,0,67,4,14,16,19,21,23,20,5,0,117,110,132,330,425,461,510,227,41,4,2243
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
