LGA_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
LGA41960,7,16,32,501,8,560,0,0,0,26,0,30,0,0,0,0,0,0,0,0,0,0,0,0,10,5,6,12,0,31,56,20,24,435,23,561,8,0,3,0,0,7,5,0,0,0,0,4,11,4,5,137,4,155,0,0,0,0,0,0,3,0,0,0,0,5,4,0,0,0,0,4,6,5,0,70,3,84,0,3,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,61,0,77,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,9,23,0,7,7,0,33,0,0,0,8,120,138,126,36,45,942,151,1293
LGA42030,177,1012,823,7515,90,9626,0,33,15,548,12,619,117,8,12,12,0,153,24,6,7,17,0,59,183,81,57,175,4,497,3316,1109,962,6835,118,12341,153,5,27,9,0,202,28,7,4,39,3,84,253,152,120,1784,36,2350,88,23,5,106,0,221,37,7,12,21,0,73,65,20,4,9,0,98,522,163,107,1389,17,2202,319,132,59,456,8,973,29,4,0,0,0,32,20,10,0,4,0,36,7,0,0,0,0,15,43,24,7,57,0,132,16,15,9,9,0,43,54,21,21,11,0,111,95,30,20,84,0,221,45,13,3,10,0,77,0,5,0,0,0,3,581,180,158,1313,20,2246,13,9,0,3,0,29,44,10,8,4,0,65,38,14,0,14,0,61,15,6,0,0,0,19,54,10,7,3,0,75,103,20,15,52,0,193,687,145,100,281,13,1223,56,10,3,130,925,1120,5838,1882,1480,14606,1183,24988
LGA42110,16,90,72,1452,20,1650,0,3,4,83,0,90,3,0,0,0,0,6,4,0,0,0,0,5,37,4,5,12,0,63,300,96,72,1173,28,1674,21,0,0,0,0,24,6,0,0,3,0,10,48,27,4,621,10,712,7,0,0,6,0,17,0,0,0,0,0,0,6,0,4,0,0,11,42,15,14,300,0,374,4,0,0,24,0,33,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,0,5,3,0,3,0,0,4,10,0,0,0,0,14,11,0,0,10,0,25,4,0,0,5,0,3,0,0,0,0,0,0,41,23,18,263,8,352,0,0,0,0,0,0,4,0,5,0,0,6,0,4,0,6,0,5,3,0,0,0,0,3,0,0,0,0,0,0,4,6,0,13,0,23,54,17,10,39,0,120,4,0,3,31,271,308,529,168,135,2906,326,4060
LGA42250,31,198,149,3055,34,3466,0,8,0,132,0,144,8,3,5,17,0,36,5,3,0,7,0,23,78,30,26,69,0,203,319,178,137,2510,39,3192,31,0,6,8,3,50,8,0,4,12,0,23,76,42,23,520,7,670,10,0,4,13,4,34,3,0,0,0,0,8,0,3,0,0,0,8,59,25,32,582,11,709,61,11,8,97,0,178,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,13,0,0,8,0,24,16,0,0,0,0,20,33,14,0,8,0,54,20,0,0,13,0,34,3,6,0,0,0,11,0,0,0,0,0,0,82,34,20,796,3,936,3,3,0,0,0,6,17,4,0,0,0,19,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,8,5,7,0,21,0,32,107,34,22,70,0,233,7,0,0,98,1214,1319,799,357,266,5927,1288,8636
LGA42600,250,1487,1107,9192,111,12146,3,29,12,278,4,323,563,22,41,76,0,704,127,19,21,76,0,246,339,93,57,170,3,653,4098,1458,1080,9839,97,16565,181,7,41,13,5,246,122,26,16,92,0,260,547,236,124,1938,9,2855,354,94,44,268,6,766,66,15,9,22,0,111,480,21,20,19,5,538,889,282,174,2939,21,4306,679,206,84,743,4,1715,62,0,8,12,0,85,38,9,7,55,0,117,14,8,0,10,0,32,61,16,8,80,0,175,33,11,10,3,0,58,89,44,41,19,5,187,262,44,46,135,0,484,133,5,4,17,3,167,4,5,0,0,0,6,1046,329,253,2474,16,4117,66,10,7,24,0,108,156,19,15,6,3,203,115,3,3,15,0,145,30,10,4,5,0,41,82,0,10,3,0,104,175,24,34,127,3,358,2412,340,291,517,23,3577,108,3,4,139,1076,1334,11092,2805,2044,20269,1335,37543
LGA42750,26,162,131,1650,16,1983,0,6,0,69,0,81,19,0,0,5,0,21,4,0,0,4,0,12,46,11,11,27,0,102,435,139,124,1456,24,2181,22,0,11,4,0,42,13,0,0,9,0,21,72,24,21,317,3,435,11,0,0,10,0,19,0,0,0,0,0,3,7,0,0,0,0,9,73,29,26,313,5,437,37,9,9,40,0,92,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,10,34,10,3,0,6,54,26,11,6,0,0,40,12,0,0,3,0,14,10,0,0,4,0,10,0,0,0,0,0,0,81,30,34,374,0,528,0,0,0,0,0,0,7,0,0,0,0,16,3,0,0,5,0,6,0,0,0,0,0,0,7,0,9,0,0,12,20,5,0,0,0,25,133,34,27,43,5,249,9,0,7,32,387,436,826,277,245,3101,444,4894
LGA43080,7,17,20,404,9,450,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,12,33,24,23,318,21,413,4,0,3,0,0,5,0,0,0,0,0,0,7,4,5,146,3,170,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,5,0,46,0,54,3,0,0,12,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,3,0,6,4,0,0,0,0,4,0,0,0,0,0,0,8,11,0,45,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,8,0,22,0,0,0,16,70,87,85,34,35,752,98,1007
LGA43220,0,18,21,475,5,522,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,6,0,10,16,12,28,379,5,443,5,0,0,0,0,5,0,0,0,0,0,0,3,6,8,108,0,124,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,4,0,57,0,68,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,73,0,85,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,12,4,0,9,0,29,0,0,0,4,65,75,43,32,40,849,73,1037
LGA43360,6,44,51,982,16,1099,0,0,0,55,0,55,11,0,0,0,0,11,0,0,0,0,0,0,9,6,6,17,0,29,103,43,53,803,14,1020,0,0,5,0,0,0,5,0,0,5,0,10,14,6,10,154,0,189,4,0,0,3,0,11,3,0,0,0,0,3,0,0,0,0,0,0,14,12,3,112,0,142,6,3,4,13,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,9,9,6,0,0,0,15,3,0,0,4,0,9,0,0,0,0,0,3,0,0,0,0,0,0,39,10,9,192,0,256,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,22,11,8,20,0,57,4,0,0,24,114,144,215,77,86,1803,148,2326
LGA43650,112,632,503,5606,54,6911,5,11,11,196,3,233,37,3,4,8,0,55,3,11,0,7,0,20,123,40,28,86,4,281,1572,611,559,4336,65,7149,32,3,14,3,0,49,26,0,0,36,4,74,155,85,86,1939,19,2299,15,12,5,23,0,62,21,3,7,12,0,52,20,11,4,12,0,38,207,81,51,909,12,1267,135,61,30,260,0,485,0,0,0,0,0,6,4,8,0,9,0,17,3,0,0,0,0,3,25,12,8,41,0,84,10,8,6,6,0,29,28,14,16,6,0,67,33,10,7,46,0,96,23,12,3,6,0,40,0,0,0,0,0,0,294,136,83,882,11,1405,10,0,0,0,0,8,35,5,5,5,0,53,20,8,8,13,0,41,6,0,4,3,0,11,15,0,6,0,0,26,57,11,5,38,0,115,267,76,62,146,9,560,16,4,3,93,631,749,2607,1089,857,10470,769,15792
LGA43710,13,153,118,2292,27,2604,0,3,0,129,4,137,5,0,0,9,0,8,13,7,0,14,0,39,33,11,7,42,5,97,248,151,127,1913,37,2469,18,3,7,0,0,30,13,0,3,7,0,26,46,16,27,462,5,560,6,3,0,15,0,28,3,0,0,0,0,5,0,0,0,0,0,5,44,32,17,416,5,509,21,14,4,71,0,108,3,0,4,0,0,4,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,4,0,7,3,7,3,0,0,13,7,0,7,0,0,15,9,8,5,11,0,26,4,0,0,8,0,8,0,0,0,0,0,0,64,34,33,422,5,546,0,0,0,4,0,6,7,8,0,0,0,16,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,9,0,24,75,24,20,55,0,175,5,4,0,52,500,561,521,278,221,4328,564,5910
LGA43790,64,273,200,4130,56,4721,4,0,12,280,0,300,34,0,7,6,0,47,18,0,0,12,0,31,50,22,16,28,0,121,455,251,172,3624,56,4560,42,0,15,0,0,57,15,5,0,18,0,32,84,51,46,2144,24,2352,85,7,3,52,0,147,22,0,0,7,0,25,79,4,0,8,0,92,56,23,12,545,6,648,80,25,13,155,5,285,0,0,0,0,0,4,0,0,0,10,0,11,3,0,0,0,0,0,10,0,0,11,0,23,9,0,8,4,0,26,18,8,11,6,0,34,29,0,9,41,0,73,4,0,0,11,0,13,0,0,0,0,0,0,91,33,46,684,0,855,8,0,0,0,0,12,12,0,0,0,0,17,3,4,0,5,0,15,6,0,0,0,0,6,18,4,4,0,0,19,21,0,7,45,0,75,317,30,31,125,5,508,23,5,3,97,699,829,1390,454,358,8629,841,11666
LGA44000,0,0,0,0,0,0,0,0,0,67,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,6,0,0,80,9,96
LGA44060,879,3448,2676,22046,235,29291,15,81,41,1043,18,1193,4530,54,145,103,23,4854,327,65,23,129,4,538,767,254,163,499,6,1689,8906,3271,2541,21417,273,36409,1262,36,146,38,4,1493,243,43,37,214,4,535,1115,421,293,4449,41,6322,974,220,85,622,15,1920,193,49,22,70,0,328,2949,46,44,36,9,3078,1610,576,436,5630,41,8300,1386,462,213,1567,24,3645,292,0,27,9,0,339,210,54,34,119,0,419,39,3,6,16,0,72,165,60,29,166,0,422,108,45,25,26,0,205,179,88,70,32,0,379,836,124,89,332,5,1385,292,23,17,40,0,368,16,14,7,3,0,36,1992,748,533,5020,47,8336,282,34,18,33,0,366,499,51,37,14,0,598,298,31,24,81,0,431,173,10,19,14,0,217,407,18,25,15,4,476,397,79,63,253,0,794,9824,799,679,1108,57,12469,399,33,26,359,2424,3246,35253,6430,4855,45084,3093,94721
LGA44210,59,245,168,3070,46,3583,0,0,3,188,3,201,16,0,0,5,0,22,13,0,0,4,0,17,78,15,22,29,3,150,727,268,207,2596,52,3849,19,0,4,0,0,22,15,0,0,26,0,47,97,52,42,1242,18,1446,13,0,0,8,0,22,14,6,3,10,0,27,12,0,0,0,0,18,83,24,21,476,8,614,36,13,10,58,4,117,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,17,5,4,0,0,0,11,9,3,0,0,0,20,32,5,0,23,0,62,6,0,0,3,0,13,0,0,0,0,0,4,148,40,48,531,11,775,7,0,0,0,0,10,13,0,0,0,0,11,3,4,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,25,0,3,20,3,52,151,24,25,88,3,296,16,5,0,49,870,936,1318,426,333,6117,979,9164
LGA44340,546,2889,2242,16960,141,22771,8,30,23,329,6,395,2527,72,131,172,13,2922,180,49,19,110,0,369,591,208,135,310,11,1258,5801,2832,2141,17517,183,28475,317,13,76,33,0,435,243,44,62,181,3,524,976,401,290,3886,21,5580,1173,266,113,787,8,2351,165,49,16,65,5,299,1180,34,43,44,0,1308,1083,519,318,4447,28,6397,1054,433,177,1335,14,3015,198,10,20,14,0,236,247,69,51,113,0,484,26,5,5,15,0,44,108,34,36,105,0,280,50,20,15,6,0,87,175,79,55,35,5,350,461,116,63,268,8,917,173,13,32,37,0,257,12,0,0,0,0,12,1345,625,459,4704,26,7165,118,11,18,54,0,204,297,59,44,13,0,409,138,18,7,44,0,199,154,17,13,12,0,195,282,8,29,8,0,328,253,75,40,239,4,611,4521,653,585,1065,40,6865,189,25,22,199,1390,1824,20297,5503,4117,35917,1786,67617
LGA44550,228,1671,1305,12446,142,15795,8,24,21,423,9,483,236,22,19,37,0,312,46,16,9,41,0,119,478,142,119,339,0,1074,3861,1717,1304,11426,130,18438,205,12,49,12,5,279,89,22,19,108,0,247,645,306,201,3445,36,4631,70,41,16,123,0,245,51,26,5,62,0,150,228,20,0,3,0,256,620,253,166,2466,25,3527,317,140,66,653,12,1193,28,0,8,0,0,38,25,9,0,24,0,57,6,0,0,5,0,5,47,11,11,66,0,129,25,25,11,6,0,58,73,46,54,34,0,211,139,41,32,132,3,340,44,18,25,41,0,127,0,6,0,0,0,10,755,337,248,2713,33,4084,39,10,3,15,0,74,185,25,17,9,0,239,43,13,6,32,0,99,48,0,3,9,0,69,33,7,9,5,0,44,141,52,30,132,5,361,1221,328,265,563,24,2398,53,21,17,238,1390,1720,7829,3021,2260,24383,1714,39217
LGA44620,195,803,524,9511,165,11197,12,35,7,692,8,746,135,0,17,61,0,208,57,14,3,16,5,81,293,115,57,250,0,712,1197,745,525,8425,120,11014,148,0,49,16,0,214,30,4,6,57,0,96,237,111,74,1703,9,2138,60,18,12,55,3,148,30,11,5,20,0,59,133,9,0,11,3,158,172,113,79,1924,24,2317,326,102,22,458,9,918,6,3,6,3,0,14,0,0,0,14,0,14,7,0,0,4,0,12,11,14,0,20,0,44,58,39,21,20,0,141,51,43,20,21,0,126,90,28,12,95,4,224,25,0,5,5,0,44,0,0,0,0,0,0,320,156,110,2129,26,2744,9,3,0,13,0,21,61,7,19,4,0,93,29,0,0,17,0,53,19,6,0,0,0,26,34,0,7,0,0,41,52,11,8,59,0,138,1203,113,85,257,16,1671,70,13,0,280,1287,1657,4166,1470,941,18703,1597,26878
LGA44830,5,59,42,1043,14,1163,0,5,0,80,3,91,4,0,0,3,0,13,0,0,0,0,0,0,18,6,8,15,0,43,148,61,44,943,21,1219,8,0,0,0,0,12,3,0,0,5,0,7,32,14,8,292,0,346,3,0,0,5,0,9,4,0,0,0,0,4,4,0,0,0,0,4,14,6,7,193,4,228,7,5,0,17,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,11,7,0,0,0,0,9,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,38,18,16,264,8,330,3,0,0,0,0,3,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,7,0,21,31,6,4,38,0,83,4,0,0,24,227,256,302,111,77,2102,266,2862
LGA45040,129,549,444,6977,138,8233,0,48,18,995,19,1080,263,0,7,11,0,278,20,9,0,12,0,37,148,34,30,102,4,312,1051,543,466,6604,130,8793,479,9,43,13,6,541,15,3,0,46,0,70,173,115,82,2386,30,2783,16,3,0,23,0,48,14,3,3,4,3,26,70,0,6,11,0,81,133,64,43,1064,18,1322,240,76,27,284,5,633,10,0,3,0,0,18,15,6,3,5,0,31,0,0,0,0,0,0,17,13,0,28,0,50,83,8,5,7,0,99,35,25,19,17,0,105,45,10,7,46,0,110,14,0,0,15,0,33,14,0,0,0,0,14,226,85,81,1347,16,1757,4,0,0,0,0,16,29,6,4,6,0,40,35,8,0,3,0,45,6,0,3,3,0,11,100,0,0,0,0,101,36,11,9,47,6,107,631,98,84,227,8,1053,52,6,6,196,1541,1797,3478,1008,791,14531,1841,21644
LGA45090,52,186,159,3038,51,3488,0,5,8,106,3,121,153,0,3,0,0,159,0,4,0,3,0,9,55,25,11,32,0,118,367,170,147,2708,61,3451,131,0,16,0,6,152,0,8,5,9,0,22,55,36,24,564,11,681,10,0,0,8,0,15,3,4,3,3,0,8,15,3,0,0,0,20,40,34,16,465,5,558,18,35,4,89,4,143,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,17,91,9,3,0,3,102,25,14,8,9,0,51,10,0,4,13,0,28,6,0,0,3,0,11,20,0,0,0,0,20,94,55,36,747,17,944,0,0,0,0,0,0,20,0,0,0,0,20,12,0,0,0,0,18,4,0,5,0,0,9,27,0,0,0,0,28,17,3,6,18,0,34,583,26,38,43,13,700,28,0,0,59,527,618,1544,350,275,5858,658,8686
LGA45120,13,83,110,1880,30,2111,0,6,4,125,0,132,10,0,0,11,0,24,3,0,0,0,0,5,29,9,3,9,0,52,189,89,103,1533,30,1950,0,0,3,0,0,9,3,0,0,4,0,12,41,9,4,413,9,477,0,0,0,6,0,13,0,0,0,4,0,4,12,0,0,0,0,12,29,20,11,395,8,460,14,7,0,34,0,55,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,0,0,0,3,10,0,6,0,0,22,9,8,0,17,0,34,3,0,0,0,0,4,0,0,0,0,0,0,28,18,15,341,12,409,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,21,0,40,46,7,18,48,0,120,11,5,4,52,231,300,385,156,178,3552,297,4559
LGA45290,323,1247,916,6566,51,9102,3,10,13,173,3,203,2919,50,106,71,7,3153,140,31,14,73,0,261,224,77,57,142,0,501,2458,1151,923,7226,92,11854,245,0,26,8,0,288,95,28,16,79,0,214,420,197,103,1731,16,2475,739,140,66,481,7,1430,88,25,12,38,0,171,1233,34,25,19,0,1307,549,263,179,2167,24,3183,3018,537,220,1736,21,5534,259,0,8,0,0,265,84,24,17,56,0,176,22,4,8,16,0,46,66,20,18,49,0,149,21,7,3,3,0,31,74,28,15,13,0,133,219,55,30,133,0,440,107,18,14,20,0,157,13,3,0,0,0,14,562,288,205,1996,11,3065,87,12,3,19,0,133,93,13,11,3,0,125,117,4,10,26,0,153,143,3,6,3,0,157,353,27,29,19,0,426,90,30,23,103,0,253,3400,343,262,502,38,4541,119,7,4,104,1115,1354,15868,2724,1909,15660,1328,37487
LGA45340,1530,8115,6180,49597,612,66033,39,238,125,2797,56,3252,1438,66,127,174,20,1827,405,97,51,213,6,775,1886,642,426,1161,21,4129,24157,8173,6589,45215,761,84887,1311,69,283,59,10,1727,421,74,61,389,3,961,2516,976,760,8565,104,12924,678,240,121,673,13,1722,390,86,39,177,0,696,1431,103,56,57,4,1654,3678,1024,769,9282,101,14853,1673,689,277,2368,30,5038,159,14,23,17,0,209,302,87,27,134,3,547,44,14,6,22,0,87,275,104,46,299,12,737,323,119,83,75,10,611,411,235,168,90,6,899,1216,184,141,488,16,2049,361,38,40,107,0,552,35,17,3,0,0,55,4886,1510,1265,9728,108,17504,280,39,12,78,0,413,688,96,66,50,0,897,357,38,35,129,3,559,129,26,27,20,0,206,182,25,49,21,0,272,1057,172,138,506,13,1885,7310,1347,995,2265,90,12002,447,83,63,889,6118,7599,48334,14148,10783,94254,7679,175204
LGA45400,4,8,27,342,11,391,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,40,9,35,320,6,406,6,0,0,0,0,6,0,0,0,0,0,0,3,0,3,70,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,97,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,5,11,64,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,6,0,3,6,0,18,0,0,0,0,63,69,66,19,46,668,76,874
LGA45540,8,37,41,569,16,673,0,0,0,102,5,109,0,0,0,0,0,0,0,0,0,0,0,3,15,4,4,0,0,22,108,43,33,441,21,647,4,0,0,0,0,6,0,0,0,0,0,0,22,6,11,84,3,130,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,14,6,6,106,0,139,3,7,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,12,4,0,0,0,0,4,9,0,0,15,0,19,0,0,0,0,0,0,0,0,0,0,0,0,25,9,6,105,0,144,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,12,20,10,0,32,0,59,4,0,0,10,204,215,211,72,59,1065,242,1638
LGA45680,1484,3936,2982,26385,467,35263,30,204,128,3470,85,3919,559,19,33,60,5,674,174,35,11,106,7,335,701,223,143,565,10,1638,10503,4244,3388,22535,565,41234,1076,35,176,47,6,1346,109,31,26,129,4,301,844,473,358,3958,52,5681,361,125,64,398,10,952,139,31,16,76,3,265,777,26,23,33,3,864,1436,525,352,3735,50,6103,1148,458,223,2064,35,3926,35,0,7,8,0,50,64,30,24,29,4,149,49,10,6,16,0,84,156,64,62,235,0,517,157,56,23,40,5,285,169,94,68,52,0,387,336,60,51,272,10,730,295,41,24,60,5,423,32,4,5,5,0,45,2137,733,608,4029,56,7557,166,22,10,63,0,268,145,19,18,17,0,201,147,25,20,80,4,275,38,12,3,8,4,59,851,44,32,32,18,981,347,74,70,167,3,660,12087,654,371,1058,182,14358,540,57,58,543,5046,6247,31531,7119,5444,48775,6321,99190
