LGA_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
LGA37300,12,84,123,1221,20,1465,0,13,9,569,0,593,4,0,0,19,0,27,0,3,0,5,0,9,18,10,5,22,0,61,142,92,111,880,14,1244,51,0,14,12,0,79,5,0,0,9,0,14,22,8,16,117,4,163,0,0,0,0,0,4,0,5,0,0,0,6,16,6,3,9,0,30,29,31,26,271,7,362,7,13,4,95,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,9,0,15,17,4,9,3,0,31,14,5,6,0,0,26,0,0,0,18,0,19,6,0,0,0,0,6,0,0,0,0,0,0,52,18,23,226,3,327,0,0,0,0,0,0,8,0,0,0,0,18,3,3,0,5,0,9,3,0,0,0,0,6,4,0,0,0,0,4,3,0,0,4,0,10,144,43,36,512,11,738,5,0,6,51,472,539,467,206,226,2681,519,4100
LGA37310,103,706,634,12913,152,14503,3,65,40,2224,37,2376,79,3,5,83,9,177,10,3,0,6,0,25,133,57,32,119,0,347,925,638,515,10577,152,12803,501,4,51,18,6,581,51,3,6,44,0,106,181,92,75,2625,14,2983,6,6,0,25,0,39,16,0,5,8,0,25,101,0,0,18,0,133,232,120,117,3022,37,3526,114,26,10,207,0,364,18,7,0,0,0,26,0,0,0,6,0,12,4,0,0,0,0,4,14,13,0,24,0,53,85,19,24,29,0,155,103,49,35,34,0,230,33,7,7,42,0,94,15,0,3,13,0,27,17,0,0,3,0,20,265,146,149,2615,28,3207,5,4,0,0,0,8,104,17,12,0,0,136,78,4,0,21,0,109,10,0,0,0,0,13,15,0,0,0,0,21,39,17,3,66,0,119,597,111,106,460,7,1281,55,19,9,385,3123,3591,3128,1262,1065,24919,3472,33843
LGA37340,204,1077,1096,10805,117,13303,5,66,44,1760,17,1888,292,5,8,75,0,385,37,11,11,24,0,77,242,66,48,159,0,527,2718,984,902,9683,150,14428,363,3,67,26,4,468,152,13,19,88,4,270,385,112,112,1342,9,1952,44,19,3,53,5,126,51,15,6,13,0,85,128,7,7,9,0,156,563,179,156,2833,24,3751,328,99,47,696,12,1185,70,0,5,0,0,74,22,6,0,9,0,34,8,5,0,3,0,15,32,28,23,87,0,176,176,39,39,26,0,276,213,86,70,50,0,412,94,12,18,43,3,168,37,3,4,30,0,75,37,15,6,0,0,58,719,241,189,2560,22,3728,16,0,4,3,0,27,98,6,15,9,3,136,166,5,12,62,0,251,30,0,3,4,0,40,86,0,4,0,0,96,105,18,15,105,0,248,1556,190,256,886,32,2914,96,24,27,270,4013,4420,7123,1957,1848,21882,4341,37152
LGA37400,3,18,19,387,9,444,0,0,0,69,0,69,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,3,0,3,23,23,14,354,19,427,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,38,0,47,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,3,9,0,3,125,0,133,0,0,5,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,90,0,99,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,21,0,9,16,0,42,0,0,0,14,167,183,69,30,30,806,194,1129
LGA37550,0,3,0,20,0,25,0,8,0,900,14,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,78,0,91,0,0,0,10,43,53,16,10,5,934,55,1019
LGA37570,0,0,0,4,0,4,0,0,0,250,7,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,7,7,9,0,0,255,11,276
LGA37600,0,0,0,34,0,33,0,6,0,2354,9,2374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,173,3,186,0,0,0,12,57,66,11,11,0,2415,72,2505
LGA39499,89,412,333,3294,64,4192,8,34,22,684,37,783,145,10,7,9,4,177,20,4,0,7,0,35,116,29,24,39,0,208,1159,341,261,2698,75,4536,58,5,17,12,8,95,93,7,4,29,0,132,180,29,29,387,5,632,19,9,0,9,0,40,15,5,0,13,0,26,66,9,3,4,0,74,276,67,63,862,16,1293,130,32,17,153,0,341,31,0,0,0,0,30,11,3,0,14,0,24,0,0,0,0,0,6,14,6,5,17,0,41,102,19,21,6,6,151,121,27,24,21,5,198,50,12,5,24,0,88,16,0,0,3,0,25,15,4,4,4,0,32,281,100,63,780,9,1229,7,3,0,0,0,20,32,4,6,5,0,53,70,3,5,18,0,98,8,0,0,4,0,11,25,0,3,0,0,24,38,10,5,32,3,80,752,81,73,274,30,1205,64,10,8,94,3434,3597,3155,745,560,6577,3637,14670
LGA39799,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,11,0,23,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,128,128,26,7,4,16,130,183
LGA40070,148,626,543,2965,37,4313,7,15,16,226,8,279,4907,22,41,28,10,5003,68,15,9,23,0,114,119,44,40,81,0,292,1766,672,576,3750,56,6823,329,0,29,6,0,367,121,17,12,54,0,207,275,113,73,853,6,1315,261,61,37,150,0,510,52,10,5,20,0,90,915,14,15,3,0,945,400,163,122,1370,15,2078,485,127,47,385,4,1053,315,4,9,4,5,327,42,11,6,24,0,83,7,3,0,8,0,21,31,16,11,30,0,86,19,4,8,8,0,39,47,8,4,9,0,76,154,22,20,77,0,268,107,3,8,15,0,135,5,0,3,0,0,13,400,174,124,1166,14,1881,74,5,0,3,0,81,49,6,3,0,0,63,120,6,6,11,0,135,78,11,3,0,0,83,471,13,10,3,5,495,70,20,13,64,0,164,2763,185,149,289,18,3402,117,4,7,42,2001,2169,12777,1373,1097,7633,2144,25026
LGA40120,261,1890,1475,11815,103,15537,3,22,16,233,0,278,393,38,42,49,0,528,69,36,17,56,4,175,439,157,98,266,3,972,4330,1943,1443,11335,167,19214,105,0,21,4,3,135,119,28,22,92,0,261,753,329,240,3242,32,4593,164,42,27,172,0,408,113,26,16,48,0,200,131,19,22,19,3,191,737,309,212,2521,28,3811,639,282,101,836,11,1860,30,3,14,7,0,50,34,20,5,44,0,102,11,3,3,20,0,35,55,17,23,41,0,132,22,14,6,4,0,40,85,61,37,21,0,198,252,85,44,159,4,537,125,12,13,42,0,186,0,0,0,5,0,10,836,408,267,2985,27,4523,42,11,12,22,0,83,122,27,21,6,0,174,55,8,7,24,0,100,17,6,11,17,0,51,74,15,4,0,0,100,193,51,37,151,0,437,1312,427,327,644,25,2733,54,7,18,174,1486,1740,9088,3525,2562,23913,1797,40879
LGA40150,73,368,315,3502,46,4298,3,16,4,203,6,228,16,0,0,4,0,28,23,8,5,7,0,45,96,32,12,63,5,206,945,315,339,2581,68,4248,52,0,16,14,3,82,9,3,0,16,0,21,70,33,36,481,5,615,69,14,3,40,0,128,12,3,4,8,0,25,18,3,0,4,3,33,109,39,24,493,6,666,169,59,25,275,3,524,0,0,0,0,0,0,11,6,0,3,0,25,7,0,0,0,0,10,21,14,14,34,0,85,20,4,7,0,0,24,14,4,8,3,0,40,31,8,7,34,0,78,4,5,5,0,0,7,0,0,0,0,0,0,191,66,59,482,14,820,10,5,0,3,0,18,13,0,3,0,0,20,12,0,0,5,0,12,0,0,0,0,0,0,67,3,0,3,0,72,20,6,10,20,0,57,318,40,27,75,12,471,21,4,4,68,546,647,1976,607,546,6025,682,9835
LGA40220,159,983,784,8913,172,11004,3,36,15,374,14,437,61,4,16,27,0,106,33,7,0,19,4,59,339,84,63,169,7,669,3547,1053,874,8774,164,14404,94,0,23,0,3,129,59,23,4,71,5,163,411,165,109,1988,20,2696,49,18,4,71,3,147,52,13,3,15,0,89,44,5,0,3,0,52,502,172,110,1773,14,2570,182,84,41,281,8,600,8,0,4,4,0,15,0,6,3,14,0,26,9,0,0,0,0,13,31,9,8,28,0,72,29,7,11,15,0,58,49,21,23,16,0,101,118,16,15,69,0,219,34,4,3,14,0,48,0,0,4,0,0,6,618,260,175,2218,29,3288,12,3,3,8,0,25,66,8,3,9,0,88,29,3,0,17,0,53,3,0,6,0,0,7,11,4,6,0,0,18,137,21,17,88,5,263,581,143,116,334,9,1180,39,13,13,208,1295,1570,5859,1811,1407,18001,1643,28730
LGA40250,0,11,9,62,0,85,0,4,0,1965,49,2023,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,20,9,0,48,0,87,3,0,0,0,0,3,0,0,0,0,0,3,10,3,5,8,0,20,0,0,0,0,0,3,3,3,0,0,0,4,0,0,0,0,0,3,3,3,0,23,0,31,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,19,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,8,4,18,0,56,0,0,0,27,73,99,70,32,10,2101,121,2333
LGA40310,116,841,696,8488,99,10234,0,11,10,268,3,299,60,7,6,13,3,90,21,7,5,15,0,50,210,65,56,140,9,478,2246,850,719,6768,104,10687,43,5,25,0,0,77,42,9,11,68,0,121,420,200,160,4623,48,5452,36,19,10,31,0,98,28,9,6,27,0,69,40,5,3,4,0,57,328,132,101,1415,13,1994,170,75,36,260,9,547,0,0,4,0,0,3,4,0,0,3,0,14,0,0,0,0,0,5,14,13,0,25,0,63,15,14,7,8,0,42,39,21,28,14,0,108,72,17,17,61,0,167,28,3,6,10,0,56,3,0,0,0,0,3,481,172,157,1496,19,2327,20,3,7,8,0,39,40,6,3,9,0,53,29,7,0,24,5,63,8,0,0,0,0,14,15,4,5,4,0,24,71,16,14,87,0,185,487,135,97,288,13,1017,19,13,4,143,880,1056,4027,1524,1258,17141,1121,25066
LGA40430,13,49,41,1058,22,1180,0,0,0,55,0,55,8,0,0,0,0,10,0,0,0,0,0,3,16,3,3,3,0,27,139,58,46,978,26,1250,0,0,0,0,0,0,5,0,0,5,0,12,16,12,12,212,0,254,0,0,0,5,0,5,0,0,0,0,0,0,3,0,0,0,0,3,15,8,6,166,4,199,3,5,0,14,0,21,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,6,0,0,0,4,0,0,0,0,0,7,10,0,0,8,0,18,3,0,0,0,0,3,0,0,0,0,0,0,25,18,11,133,0,187,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,31,7,9,31,0,74,0,0,0,19,165,177,247,106,79,1975,213,2619
LGA40520,60,254,207,3535,68,4132,0,18,6,458,11,498,46,0,3,6,0,54,55,5,4,38,0,101,78,23,10,29,3,153,512,266,224,3131,66,4190,83,0,22,8,3,112,14,5,4,20,0,32,81,62,38,1053,10,1243,297,30,16,149,4,498,21,11,0,27,0,56,134,3,3,6,0,150,66,29,23,484,5,604,104,25,11,157,0,300,8,0,0,0,0,7,22,7,0,18,0,43,3,0,0,0,0,8,0,0,0,3,0,10,4,7,4,5,0,20,15,11,4,5,0,34,31,11,6,31,0,74,6,0,0,0,0,5,0,0,0,0,0,0,104,53,33,530,3,723,11,0,0,5,0,16,7,0,0,0,0,7,11,0,0,3,0,21,6,0,0,0,0,4,3,0,0,0,0,6,9,0,3,23,3,38,414,55,27,127,13,625,34,11,3,96,466,622,1877,513,384,7075,633,10484
LGA40700,414,1495,1280,8203,68,11460,3,14,5,141,0,170,5703,56,232,81,36,6103,145,35,21,78,0,276,252,102,62,150,6,572,3149,1452,1141,9303,117,15153,171,7,35,4,0,218,162,29,21,91,5,299,527,234,147,2028,8,2942,681,150,96,502,4,1425,129,26,9,36,3,202,1627,35,40,24,0,1730,597,320,178,2792,16,3899,1732,426,182,1358,12,3715,352,0,22,11,0,382,136,35,24,72,0,269,14,0,0,15,0,32,69,30,9,56,0,164,18,8,6,10,0,42,107,37,17,17,0,176,314,57,38,137,0,552,169,17,35,20,0,238,12,8,0,0,0,19,774,296,241,2800,28,4135,104,13,6,31,0,155,161,17,20,14,0,207,109,10,8,28,0,152,317,13,9,8,0,352,410,25,42,19,0,493,127,35,28,140,0,328,4339,410,381,544,31,5706,111,5,0,86,967,1171,19836,3115,2465,19368,1250,46030
LGA40910,691,1494,1091,7929,95,11299,11,33,18,343,12,424,5297,45,112,77,11,5536,205,23,24,97,3,344,334,101,52,175,12,671,3082,1327,966,7323,99,12790,447,14,60,21,0,548,108,24,18,61,3,213,546,202,141,1718,16,2621,975,205,94,694,3,1986,170,29,13,59,0,271,2620,38,21,13,10,2701,599,217,170,1952,12,2950,7157,1137,464,4109,59,12924,656,5,22,0,4,689,279,51,35,66,4,436,13,0,0,9,0,25,122,32,30,115,3,303,30,9,5,8,0,60,64,51,17,3,0,138,372,58,38,136,3,603,255,11,14,36,0,324,13,8,0,0,0,26,658,295,200,1815,17,2983,127,11,22,6,0,168,154,18,5,5,0,179,116,7,10,13,0,150,308,6,4,8,0,330,326,11,25,5,6,367,128,34,21,96,0,278,6051,398,331,502,38,7311,196,16,13,125,1434,1781,28384,3544,2336,18776,1763,54800
LGA41010,8,64,56,1054,13,1201,0,16,3,768,29,817,6,0,0,0,0,6,3,0,0,4,0,6,10,8,4,18,0,34,112,67,67,927,19,1199,10,0,6,3,0,18,0,0,0,0,0,3,22,22,8,236,4,290,34,6,3,36,0,78,3,3,0,0,0,3,49,0,0,0,0,52,27,12,12,177,9,229,3,9,0,28,0,41,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,17,3,0,5,0,0,10,3,6,0,14,0,24,0,0,0,6,0,8,0,0,0,0,0,0,26,18,9,158,0,209,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,3,0,4,0,13,53,18,4,58,0,135,0,0,0,62,237,299,330,148,112,2621,292,3505
LGA41060,1458,3760,2612,23215,319,31362,24,117,57,1661,33,1889,3482,76,166,155,16,3895,1048,167,93,379,14,1698,608,263,149,444,9,1477,7450,3513,2558,22110,375,36005,1320,45,162,45,4,1579,268,54,42,208,3,569,1269,530,343,4926,45,7110,3959,779,339,2402,53,7525,301,62,22,122,3,503,3515,41,49,29,5,3649,1524,661,475,6147,61,8875,7856,1668,745,5685,132,16080,202,7,29,17,0,254,210,78,33,130,6,456,298,33,23,117,4,472,373,100,56,297,7,828,127,40,19,47,3,236,166,79,80,59,5,386,1296,212,103,550,30,2188,632,62,62,141,11,907,35,8,0,3,0,44,1786,807,616,5352,57,8610,1598,129,96,171,10,2010,345,42,39,14,0,440,390,40,47,81,0,553,133,22,18,9,3,182,3129,85,104,65,22,3405,298,79,53,286,9,723,12121,1173,851,1703,106,15952,596,43,34,372,3664,4716,49930,8802,5854,52505,4757,121840
LGA41140,32,221,191,3317,46,3805,0,8,0,150,3,163,18,0,4,5,0,31,10,0,0,4,0,12,54,22,11,41,0,135,623,221,211,3056,58,4165,44,0,5,0,0,48,10,0,0,19,0,29,72,40,36,925,6,1076,9,3,0,15,0,29,7,3,0,7,0,19,50,5,0,4,0,62,89,29,31,773,11,929,31,17,11,63,0,127,6,0,0,0,0,3,0,0,0,7,0,4,0,0,0,0,0,0,9,6,0,4,0,17,9,0,6,0,0,10,16,10,4,7,0,43,20,0,8,50,0,79,9,0,0,0,0,16,0,0,0,0,0,3,121,52,46,696,14,930,4,0,0,3,0,10,12,0,0,3,0,18,20,0,0,13,0,31,0,0,0,0,0,0,6,0,0,0,0,3,10,0,3,32,0,46,172,39,24,95,10,339,10,6,4,84,467,576,1181,399,338,6678,586,9187
LGA41190,0,23,18,783,12,835,0,0,0,14,0,14,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,9,0,20,57,14,20,597,8,697,3,0,3,0,0,6,0,0,0,7,0,3,3,4,4,183,4,197,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,85,0,97,5,8,0,8,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,3,8,116,0,140,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,16,4,5,23,0,45,3,0,0,15,120,142,116,39,44,1412,137,1742
LGA41330,18,30,28,262,10,344,4,3,3,188,3,204,12,0,0,0,3,14,39,5,0,9,0,55,15,0,0,0,0,19,74,39,25,189,4,328,51,0,3,0,0,54,0,0,0,4,0,9,34,3,0,54,4,93,64,10,0,18,4,92,15,0,0,0,0,16,11,4,0,0,0,9,13,7,0,61,5,81,19,0,5,14,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,3,0,0,0,0,3,10,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,11,5,6,49,0,65,27,4,0,9,0,34,0,0,0,0,0,3,4,0,0,0,0,4,31,0,0,0,0,31,0,0,0,0,0,0,0,3,0,0,0,8,132,8,3,23,3,179,9,0,0,6,276,296,535,77,47,607,305,1566
LGA41560,86,372,327,5747,119,6650,0,15,11,449,9,485,30,0,7,16,0,55,16,0,0,6,0,26,125,29,29,77,0,260,1029,411,336,4969,106,6844,45,3,15,10,0,73,16,3,4,29,0,45,119,57,38,1009,9,1235,47,9,5,39,6,100,6,3,0,7,0,13,50,0,0,3,0,53,106,47,32,815,15,1020,98,33,16,142,3,292,4,0,0,0,0,8,0,0,0,5,0,9,0,0,0,0,0,0,23,3,11,16,0,46,19,3,4,5,0,25,19,4,11,0,0,38,42,10,6,20,0,79,8,0,3,4,0,14,0,0,0,0,0,0,225,71,61,885,17,1254,4,0,0,5,0,7,18,0,3,0,0,25,17,7,0,20,0,50,6,0,0,0,0,5,7,0,0,0,0,9,25,8,3,31,0,66,189,37,35,212,10,473,14,5,0,92,863,980,1936,667,554,10787,1103,15050
LGA41750,3,13,16,417,3,452,0,0,4,37,0,36,0,0,0,0,0,0,3,0,0,9,0,5,4,3,3,4,0,9,27,17,17,316,8,381,0,0,0,0,0,0,0,0,0,4,0,3,12,9,0,90,0,103,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,96,0,113,0,4,0,4,0,9,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,10,8,9,89,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,16,0,40,0,0,0,31,74,109,80,33,35,784,88,1014
LGA41830,4,41,18,567,12,644,0,3,3,178,9,193,0,0,0,4,0,3,0,0,0,0,0,0,11,4,0,6,0,21,76,26,31,509,11,642,0,0,0,0,0,0,0,0,0,0,0,5,13,4,5,89,0,109,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,6,13,8,0,129,0,151,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,21,5,12,128,5,171,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,6,27,9,0,32,0,73,0,0,0,17,143,166,154,58,44,1216,165,1646
