LGA_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
LGA36510,143,529,208,306,34,1433,170,90,563,421,575,54,1875,7,4,47,48,97,14,218,3,10,56,91,383,21,565,13,9,90,77,285,100,575,689,407,2565,2230,5826,519,12244
LGA36580,76,237,121,208,19,727,40,57,261,228,378,34,996,0,3,13,5,33,0,52,4,9,24,40,176,6,257,5,8,28,28,154,52,272,200,206,1108,1084,3450,316,6366
LGA36630,72,439,147,250,9,1008,78,63,369,310,539,47,1399,0,0,11,7,23,0,47,4,4,13,34,239,4,292,9,3,20,26,162,60,283,268,212,1439,1144,3957,312,7327
LGA36660,112,482,129,234,29,1121,94,60,461,327,654,60,1657,3,4,11,7,37,3,63,9,7,37,43,306,13,406,3,0,33,46,193,67,352,377,286,1819,1342,4746,409,8978
LGA36720,1434,5401,1686,2105,217,12742,2850,1367,9256,4692,6144,606,24918,90,59,515,375,758,58,1858,124,83,574,911,3037,99,4822,232,61,884,734,1914,560,4380,8269,4581,30989,20305,46518,3511,114177
LGA36820,95,356,124,189,16,854,80,64,393,249,371,40,1201,3,5,17,10,36,3,73,13,5,32,37,220,7,314,7,0,36,40,149,49,285,320,252,1446,1113,3374,335,6838
LGA36910,750,2997,947,1381,91,7437,1304,668,4378,2103,3498,255,12206,22,16,97,86,224,12,448,71,38,255,336,1603,57,2359,94,26,257,199,818,245,1643,4193,2214,14002,8435,23543,1505,53893
LGA36950,13,61,20,36,6,160,23,25,94,53,84,15,291,0,0,0,0,0,0,5,0,0,3,0,12,0,22,0,0,4,0,15,24,37,54,48,244,174,458,89,1072
LGA36960,10,31,16,66,19,152,0,6,8,23,54,3,91,0,0,9,0,15,0,28,0,0,0,0,0,0,0,0,0,0,0,12,7,16,6,25,58,93,440,65,692
LGA37010,655,3140,888,1497,102,7501,1367,913,5292,2209,3468,326,13570,43,16,165,123,298,22,671,75,41,290,414,1754,58,2631,73,16,216,224,1015,283,1833,4399,2464,16080,9513,27657,1765,61881
LGA37300,23,86,23,45,0,193,18,15,64,36,46,8,186,0,0,0,0,0,0,0,0,0,10,4,30,0,44,0,0,3,3,24,11,46,51,47,297,203,930,72,1600
LGA37310,93,521,125,238,13,1061,51,61,324,223,398,40,1099,0,0,9,11,24,0,42,5,5,28,58,317,0,413,13,0,36,40,251,64,406,236,246,1944,1389,4958,393,9166
LGA37340,82,425,111,211,22,921,73,60,353,262,391,41,1180,0,0,17,28,54,8,105,3,7,35,77,343,20,481,8,4,40,55,230,83,425,392,246,2274,1835,5970,517,11235
LGA37400,0,17,0,0,0,18,0,0,6,3,4,0,25,0,3,8,0,0,0,15,0,0,0,0,3,0,9,0,0,0,3,6,4,12,14,3,55,43,160,11,290
LGA37550,0,17,0,13,0,32,0,0,0,4,14,3,28,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,4,0,4,3,0,23,19,57,7,110
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,7,16,0,30
LGA37600,4,16,7,22,6,54,0,4,6,32,57,3,105,0,0,0,0,9,0,8,0,0,0,0,0,0,3,0,0,3,0,5,3,9,0,10,29,50,193,20,297
LGA39499,9,46,24,20,4,124,35,12,96,58,81,9,295,5,0,10,3,19,0,38,4,0,8,11,47,7,73,6,4,32,12,41,24,119,166,74,627,337,893,107,2209
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,16,5,24
LGA40070,94,361,59,56,12,1081,430,86,885,143,134,31,1719,41,14,121,21,24,6,239,52,12,82,46,88,12,285,72,6,114,35,33,33,286,2459,495,4539,1118,1242,238,10091
LGA40120,209,895,234,243,35,2110,495,250,1203,426,447,40,2866,36,20,125,60,62,11,303,28,20,126,74,327,6,581,42,12,116,52,133,35,404,2038,940,5406,2323,4505,378,15596
LGA40150,15,68,43,90,6,239,19,27,101,105,182,13,447,0,0,0,4,19,0,27,0,5,9,13,124,5,149,5,0,11,18,63,22,105,78,60,354,413,1661,128,2691
LGA40220,74,312,120,135,6,755,95,72,416,310,598,42,1528,9,3,19,21,64,3,122,7,11,36,42,274,13,377,10,6,36,34,124,35,246,365,274,1567,1236,3861,291,7592
LGA40250,6,49,11,27,5,113,5,3,13,9,14,3,40,0,0,9,4,0,6,18,0,0,6,0,11,3,20,0,0,0,0,0,8,11,23,12,88,28,90,39,282
LGA40310,110,442,116,146,10,936,82,70,338,269,391,38,1185,5,0,21,14,40,3,86,9,0,25,37,197,6,278,3,4,34,29,100,23,193,393,316,1805,1354,3881,248,7998
LGA40430,11,48,10,18,0,93,13,4,27,28,40,0,114,0,0,0,0,0,0,3,0,0,3,0,17,0,18,0,0,0,0,3,5,8,19,15,114,83,276,25,531
LGA40520,17,128,37,78,9,293,40,19,179,111,196,22,570,0,0,4,0,9,0,13,0,0,4,14,103,5,135,0,0,6,8,48,22,82,122,61,534,373,1459,132,2683
LGA40700,225,847,165,134,22,2181,1059,271,1945,317,246,89,3921,38,7,107,27,43,9,228,63,17,157,52,187,16,486,76,13,158,59,67,33,401,3953,1126,8016,1957,2259,387,17700
LGA40910,209,1103,231,222,24,2482,685,246,1584,538,622,100,3781,24,4,101,33,59,12,238,61,21,146,141,495,21,873,92,10,186,76,112,56,522,3259,923,7468,2858,4793,527,19829
LGA41010,13,69,20,20,4,133,10,14,50,52,64,4,193,0,0,0,0,0,0,4,0,0,5,0,50,4,59,0,0,0,4,15,10,35,34,29,176,163,440,56,903
LGA41060,396,2235,519,564,60,4810,1177,464,3464,1249,1513,212,8083,67,19,287,135,208,22,735,87,35,319,315,1111,58,1918,109,36,324,199,424,169,1266,4933,1860,15072,6734,13142,1229,42969
LGA41140,38,143,45,45,4,309,39,16,140,89,127,13,418,5,0,4,12,12,0,31,0,0,11,15,91,4,115,5,6,18,5,40,12,87,155,110,679,445,1267,115,2773
LGA41190,5,23,5,14,0,58,0,4,21,20,25,3,72,0,0,0,0,0,0,0,0,0,3,0,19,5,26,0,0,0,4,9,4,16,8,16,89,69,251,25,467
LGA41330,4,25,6,8,3,40,13,5,24,19,18,0,79,0,0,0,0,0,0,4,0,0,5,4,0,0,5,0,0,4,0,3,9,18,32,14,82,64,132,33,355
LGA41560,36,176,58,102,5,410,26,37,161,168,320,27,727,0,0,0,4,14,0,21,3,6,7,14,132,0,164,0,0,3,11,52,24,93,92,101,525,491,1761,156,3114
LGA41750,0,18,4,5,0,32,0,3,11,11,11,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,59,42,125,8,258
LGA41830,8,22,9,18,0,55,0,4,34,12,23,5,77,0,0,0,0,0,0,4,0,0,0,0,3,0,6,0,0,0,5,6,3,14,7,14,95,74,221,29,448
LGA41960,4,14,8,10,0,39,0,4,15,14,26,3,55,0,0,0,0,0,0,0,0,0,0,3,19,0,15,0,0,0,0,3,4,4,6,4,54,43,203,10,321
LGA42030,92,327,136,217,10,882,77,77,394,336,536,17,1431,12,0,12,13,37,3,72,5,4,32,45,244,11,346,5,5,18,31,105,27,190,337,262,1447,1252,3708,207,7223
LGA42110,3,40,20,15,0,89,14,5,29,29,58,6,140,4,0,0,0,0,0,5,0,0,6,0,31,0,40,0,0,0,7,10,5,29,38,24,145,143,552,52,956
LGA42250,28,106,33,62,11,241,25,22,111,83,118,17,372,0,0,0,3,15,0,26,0,0,7,5,103,0,122,4,0,8,3,56,14,82,62,76,427,339,1437,125,2469
LGA42600,169,802,204,150,18,1783,482,204,1228,376,386,64,2747,22,10,112,33,66,8,249,26,15,125,68,258,10,513,40,5,100,45,97,39,325,1867,732,5066,2231,3504,341,13738
LGA42750,11,81,16,21,0,151,8,19,55,39,48,3,175,0,0,20,4,12,3,38,0,3,8,0,30,0,45,5,0,20,9,26,3,58,77,45,368,211,658,42,1403
LGA43080,4,8,3,8,0,28,0,3,0,15,17,0,28,0,0,0,0,0,0,0,0,0,0,0,15,0,16,0,0,0,0,0,0,3,3,7,32,36,143,13,239
LGA43220,3,19,7,11,0,39,0,0,12,9,7,0,23,0,0,0,0,0,0,0,0,0,5,0,11,0,16,0,0,0,0,4,0,9,7,4,53,50,147,18,281
LGA43360,9,24,7,3,0,48,0,0,15,24,35,0,81,0,0,0,0,0,0,7,0,0,0,4,15,0,15,0,0,0,0,6,0,7,20,20,97,95,299,35,559
LGA43650,53,285,106,143,5,655,31,45,229,195,307,18,818,0,3,10,9,19,0,38,0,0,18,15,176,0,218,0,0,20,25,90,18,154,200,164,1032,860,2658,125,5033
LGA43710,19,93,26,53,0,195,20,18,88,51,87,10,273,0,0,0,0,5,0,9,5,0,7,11,50,0,70,0,0,3,10,28,8,51,55,58,336,265,884,101,1696
LGA43790,38,183,50,74,7,366,33,29,137,99,220,16,532,0,0,0,3,8,3,17,5,4,6,17,108,4,145,0,0,13,12,46,13,84,77,88,563,491,1634,104,2962
LGA44000,0,0,0,0,3,13,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,5,0,16,28
LGA44060,363,1847,447,463,38,4062,1277,493,3383,1298,1597,204,8254,25,13,177,84,147,14,467,74,38,247,237,764,37,1403,90,15,237,99,265,137,850,4182,1526,11954,5339,10782,932,34720
LGA44210,16,42,28,44,3,145,10,7,76,58,141,11,312,0,0,3,4,9,0,14,0,5,0,12,83,5,103,0,0,8,8,50,22,84,50,49,261,282,1215,104,1964
LGA44340,397,1592,313,297,30,3704,1128,509,2722,691,699,122,5880,51,14,147,81,95,8,383,93,40,247,127,420,16,949,79,18,210,99,136,60,604,4219,1752,10701,3522,5496,587,26278
LGA44550,190,772,215,262,25,1722,223,189,980,488,669,51,2598,13,3,76,33,70,11,210,21,13,94,74,469,11,683,18,15,58,78,147,47,358,963,666,3837,2394,5817,383,14056
LGA44620,85,418,105,196,9,916,102,97,464,271,660,44,1639,0,0,11,4,32,0,46,8,10,16,44,311,8,392,4,6,18,21,123,35,213,302,260,1473,964,4091,262,7364
LGA44830,10,49,11,28,5,107,7,7,39,34,45,3,149,0,0,5,6,5,0,12,0,0,0,3,28,0,34,0,0,0,0,9,4,17,20,38,152,124,373,31,748
LGA45040,46,165,75,127,12,462,51,50,211,202,491,31,1042,0,0,13,15,46,4,78,4,5,17,18,210,9,264,7,0,16,14,95,30,163,158,144,754,740,2927,225,4947
LGA45090,22,119,32,50,0,233,10,7,112,66,97,12,306,0,0,3,0,8,0,12,4,0,4,7,67,0,90,0,5,7,8,30,26,77,56,67,538,378,1205,134,2386
LGA45120,7,83,25,35,0,162,5,16,59,63,69,9,229,0,0,0,0,0,0,4,3,0,6,8,39,0,53,0,0,6,5,16,9,32,35,45,262,205,661,41,1255
LGA45290,196,819,138,139,11,1907,722,197,1536,285,280,60,3086,34,15,130,30,43,5,250,55,14,138,74,236,15,535,59,4,143,41,73,40,355,2955,895,6588,1778,2546,312,15082
LGA45340,568,2510,787,1200,96,6054,891,727,3693,2484,4177,281,12266,31,15,174,125,284,25,652,75,54,298,334,1944,62,2784,54,16,230,193,770,179,1442,3199,2056,12786,9163,26299,1558,55064
LGA45400,3,21,0,10,0,33,0,0,10,12,17,5,54,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,3,5,0,8,48,35,123,9,231
LGA45540,3,11,9,4,0,33,0,0,7,19,14,0,41,0,0,0,0,6,0,7,0,0,0,0,7,0,10,0,0,0,4,0,3,6,6,3,27,42,149,10,245
LGA45680,178,696,373,595,44,2037,222,201,1147,1000,2150,134,4858,0,4,37,38,100,3,185,21,14,57,138,841,29,1105,13,0,75,100,474,162,819,754,576,3695,3690,13112,826,22648
LGA45890,386,1771,497,563,47,4243,1410,539,3769,1471,1965,205,9358,57,15,202,84,160,14,539,109,41,388,345,978,43,1911,171,28,363,185,432,224,1401,6211,1779,14923,6837,13308,1402,44453
LGA46090,26,188,40,111,12,411,69,45,190,130,215,24,672,0,0,3,0,15,5,20,11,4,10,17,122,3,163,0,0,5,12,48,13,83,177,108,612,474,1808,142,3319
LGA46300,34,239,63,123,11,508,56,32,245,148,279,24,779,0,0,8,3,18,0,29,4,6,20,22,154,0,194,3,0,15,21,52,21,114,154,100,842,574,2145,182,4003
LGA46450,44,210,42,130,4,467,49,41,260,207,406,34,993,0,0,4,4,23,9,33,7,4,17,23,156,3,212,0,0,7,7,61,23,95,147,113,716,550,2279,175,3976
LGA46510,103,551,134,89,8,1195,375,158,944,204,191,40,1909,21,7,56,14,28,3,131,20,14,78,48,158,9,332,46,4,72,37,36,34,228,1567,563,3877,1283,1821,198,9308
LGA46670,24,110,45,62,14,269,11,16,125,87,168,15,429,0,0,0,0,3,0,5,0,0,3,11,93,0,115,3,0,13,4,41,24,89,69,59,488,382,1340,159,2490
LGA46860,8,15,3,7,0,38,0,0,13,13,17,0,42,0,0,0,0,3,0,5,0,0,0,3,17,0,21,0,0,0,0,5,9,18,17,16,89,79,246,31,473
LGA46970,13,62,3,20,4,113,3,6,17,15,22,3,68,0,0,6,0,0,0,3,0,0,0,0,15,0,21,3,0,3,4,10,5,28,70,36,263,169,860,47,1435
LGA47140,288,1288,514,790,50,3505,779,365,2683,1571,2705,241,8350,11,0,90,60,150,6,323,53,20,223,260,1223,54,1836,102,9,230,164,641,210,1354,3352,1088,9612,6194,17101,1393,38738
LGA47290,3,25,3,11,0,55,3,3,20,22,19,0,68,0,0,0,0,0,0,0,0,0,3,0,15,0,17,0,0,4,5,3,0,16,25,12,122,78,284,19,541
LGA47490,6,40,8,14,0,76,0,8,29,14,23,0,75,0,0,0,0,0,0,4,0,0,0,4,24,3,27,0,0,3,0,14,0,16,12,21,134,71,293,29,554
LGA47630,12,94,16,32,0,162,6,19,70,48,93,14,240,0,0,0,4,4,0,3,0,0,9,15,89,5,116,0,0,7,4,23,19,50,38,42,430,309,1096,127,2047
LGA47700,400,1963,587,763,45,4449,657,405,2392,1307,1737,151,6664,27,5,93,79,141,8,356,54,30,231,245,1019,38,1616,67,8,184,125,391,122,906,2881,1397,9647,6084,13682,874,34558
LGA47800,12,44,23,38,4,133,7,0,41,46,81,4,181,0,0,0,0,3,0,4,0,0,3,8,37,0,52,3,0,6,4,20,12,40,42,30,232,209,713,81,1302
LGA47910,7,50,13,11,0,94,4,0,35,31,31,0,105,0,0,0,0,0,0,3,0,0,0,4,27,0,29,0,0,0,0,9,4,23,21,18,153,115,362,18,692
LGA47980,189,809,152,101,25,1952,788,245,1682,343,247,78,3381,42,19,129,37,39,0,271,56,26,157,70,187,3,501,65,17,132,56,59,34,372,3194,1095,7063,1809,2244,309,15710
LGA48050,36,174,58,68,9,381,52,46,261,178,307,26,865,6,3,5,16,24,0,53,5,3,9,27,137,3,192,0,8,11,13,35,19,79,172,130,794,612,1685,132,3526
LGA48130,16,76,26,50,7,180,3,13,54,51,96,6,222,0,0,0,0,7,0,6,0,0,5,7,51,4,61,3,6,5,3,31,11,59,38,43,292,220,876,90,1556
LGA48260,26,138,28,20,4,334,205,67,376,69,44,28,794,9,0,17,9,13,0,46,8,3,20,17,29,3,77,10,8,17,9,15,9,59,692,189,1324,359,405,95,3058
LGA48340,26,135,41,71,0,306,21,14,115,97,211,14,487,0,0,4,0,16,0,13,0,0,11,11,105,3,128,0,0,4,9,51,30,89,85,86,567,395,1655,157,2945
LGA48410,252,1206,221,251,30,2548,897,326,2267,777,783,107,5156,58,15,164,78,133,16,459,71,26,192,149,479,19,938,74,24,204,85,169,96,653,3522,1189,9263,3615,6005,629,24214
LGA48540,49,317,77,168,12,683,60,37,348,187,388,29,1059,0,0,12,4,19,0,32,4,0,7,21,157,5,199,3,0,8,17,97,21,142,231,131,1041,692,3109,175,5382
LGA48640,3,25,3,11,0,50,0,0,7,9,7,0,31,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,5,0,5,6,11,56,42,160,11,285
LGA48750,12,48,20,25,0,116,20,14,65,56,88,9,254,0,0,3,3,9,0,22,0,0,4,4,36,3,52,3,0,8,12,23,8,49,81,52,272,272,689,54,1422
LGA48830,20,130,37,63,6,278,18,4,89,75,150,16,353,0,0,0,0,8,0,12,0,0,6,13,84,4,105,0,0,9,6,42,15,66,67,45,428,371,1375,136,2420
LGA49399,6,31,5,20,6,76,0,0,11,9,25,17,55,0,0,5,0,5,0,14,0,0,0,0,17,3,28,0,0,6,6,9,24,34,27,14,126,120,438,88,808
LGA49499,3,10,3,6,0,31,8,5,30,20,23,3,82,0,0,0,0,0,0,3,0,0,0,6,9,0,12,0,0,0,0,10,5,19,45,16,135,69,209,29,489
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA50080,187,555,203,328,28,1433,197,128,813,467,754,78,2438,13,3,22,30,65,3,142,14,13,46,82,366,13,535,8,3,44,45,160,47,315,567,466,2539,1950,5702,413,11635
LGA50210,330,1187,370,713,58,3013,540,281,1962,1017,1479,160,5448,27,9,92,67,154,9,355,48,14,144,202,879,47,1331,75,26,276,245,650,228,1500,2515,1035,7949,5243,12480,1121,30346
LGA50250,25,105,24,44,3,222,4,13,49,28,32,0,129,0,0,0,0,9,0,6,0,0,3,15,33,5,52,0,0,9,5,55,19,84,93,64,440,357,1531,93,2574
LGA50280,80,309,69,133,4,659,80,54,267,139,137,12,687,4,3,40,17,24,0,91,5,3,30,25,126,4,204,13,10,68,34,87,24,224,331,260,1746,960,2334,215,5843
LGA50350,122,287,82,103,21,731,122,70,351,162,217,19,944,14,9,47,26,27,3,124,18,3,44,30,122,5,220,23,3,55,22,92,22,221,606,362,1900,905,1926,155,5845
LGA50420,393,1230,290,349,43,2835,573,281,1751,671,797,117,4184,58,15,214,102,134,16,537,65,17,219,191,581,36,1114,119,31,363,156,310,136,1101,3206,1376,9878,4229,7182,840,26706
LGA50490,145,491,119,201,37,1211,273,132,932,432,467,67,2302,25,7,114,84,154,17,405,35,12,142,110,296,22,616,60,10,154,113,201,136,676,1747,590,5173,2691,4857,642,15696
LGA50560,7,18,5,7,0,34,4,0,15,8,19,0,45,0,0,0,4,4,0,11,0,0,0,4,11,0,12,0,0,0,0,10,0,15,12,13,98,71,166,19,375
LGA50630,3,20,3,10,5,45,0,0,11,7,9,5,36,0,0,0,0,0,0,0,0,0,0,6,15,0,20,0,0,0,0,5,4,7,11,10,81,55,258,31,434
LGA50770,3,21,4,15,0,43,4,0,18,11,12,0,51,0,0,0,0,0,0,0,0,0,4,0,13,0,18,0,0,0,0,11,0,16,11,10,120,76,240,18,477
LGA50840,16,82,24,39,0,174,9,9,66,50,74,4,213,0,0,4,9,4,0,21,0,0,4,9,44,3,59,3,0,8,7,15,4,32,53,57,323,243,753,65,1502
LGA50910,8,7,5,14,0,25,0,0,10,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,3,0,10,6,9,54,29,103,7,213
LGA50980,99,340,102,175,26,831,148,101,436,213,259,51,1211,12,4,24,18,34,3,94,10,7,31,35,124,3,218,11,5,49,20,100,55,245,416,307,1599,943,2141,287,5692
LGA51080,0,14,3,10,0,32,3,5,12,7,8,0,25,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,6,0,0,5,10,3,72,44,104,15,252
LGA51120,3,15,5,8,0,30,0,0,6,4,4,0,21,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,5,0,3,3,11,51,29,123,11,238
LGA51190,156,421,136,256,21,1087,167,96,691,295,606,49,1899,0,3,16,10,54,6,93,13,12,44,44,299,12,419,9,6,41,42,165,55,311,509,384,2200,1388,4835,362,9675
LGA51260,192,567,168,298,16,1354,156,134,722,352,552,60,1983,4,0,35,36,70,7,153,11,12,52,66,364,19,525,11,6,83,67,189,69,418,545,534,3103,2126,6013,504,12826
LGA51310,197,579,101,89,28,1359,671,178,1267,223,96,65,2502,31,19,106,30,31,0,217,39,10,83,57,91,8,296,80,20,208,51,54,26,440,2654,825,5970,1322,1261,289,12318
LGA51330,418,1552,357,503,55,3759,926,350,2733,950,904,177,6043,51,14,197,106,154,11,530,108,35,324,244,528,41,1283,274,34,535,234,454,224,1746,5799,1540,13903,5356,8087,1186,35879
LGA51400,100,300,81,190,21,745,114,70,446,198,370,39,1239,0,3,10,13,31,3,66,22,8,42,52,184,6,317,3,0,28,20,108,46,213,300,236,1448,901,3105,219,6214
LGA51470,5,5,0,3,6,19,0,0,6,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,3,0,3,4,4,22,22,79,10,147
LGA51540,11,64,17,45,0,151,10,16,56,27,61,15,183,0,0,3,4,3,0,14,0,3,9,3,37,0,50,0,0,9,6,20,23,59,56,45,298,175,664,88,1313
LGA51610,6,23,11,16,4,62,0,3,23,12,19,5,65,0,0,0,4,0,0,3,0,0,0,0,22,0,20,0,0,0,0,8,0,8,12,15,98,79,245,33,482
LGA51680,15,68,21,56,6,175,14,8,54,54,60,6,200,0,0,4,3,7,0,15,4,0,3,6,66,3,80,0,0,6,9,70,17,100,47,45,301,328,1006,106,1834
LGA51710,3,16,4,14,0,45,0,0,3,4,11,0,20,0,0,3,0,3,0,8,0,0,4,0,14,0,11,0,0,0,5,10,7,20,30,26,88,76,250,30,495
LGA51750,64,197,42,31,6,490,210,67,444,61,38,18,841,17,0,44,14,13,7,92,15,3,43,16,25,3,103,35,0,67,13,16,18,154,963,303,2210,420,380,110,4385
LGA51820,620,2039,591,938,101,5025,818,499,3193,1247,1585,216,7560,42,12,211,105,229,24,629,73,39,293,289,1216,44,1948,131,36,457,288,819,249,1987,3964,1933,13604,7149,16365,1576,44595
LGA51860,0,10,0,7,0,20,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,14,9,9,24,12,69,16,137
LGA51890,20,71,34,96,10,238,8,8,67,45,132,12,267,0,0,0,0,12,0,12,0,0,6,17,90,0,108,0,0,4,8,44,6,59,37,42,220,229,1466,68,2061
LGA51960,7,19,7,24,5,76,3,6,12,11,6,4,42,0,0,0,0,0,0,3,0,0,0,0,19,0,20,0,0,0,0,11,11,24,16,17,85,71,447,64,710
LGA52030,4,12,0,5,0,21,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,0,8,0,0,8,0,9,0,11,4,9,44,26,130,10,226
LGA52100,3,16,3,5,0,26,0,0,5,10,14,0,29,0,0,0,0,0,0,0,0,0,0,0,12,0,17,0,0,0,4,5,0,10,10,10,59,47,154,7,282
LGA52170,38,149,22,14,5,309,176,41,394,42,27,20,702,13,0,30,0,4,0,52,11,0,29,10,14,5,67,36,8,65,11,5,23,152,724,187,1773,295,284,100,3357
LGA52240,4,7,0,7,0,22,0,0,6,0,11,0,18,0,0,0,0,0,0,0,0,0,0,4,8,0,9,0,0,0,0,4,3,7,7,7,56,41,140,26,275
LGA52310,3,4,8,8,0,27,3,4,9,3,14,0,37,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,9,0,7,8,7,43,36,113,11,223
LGA52380,0,0,0,0,3,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,6,8,35,15,69
LGA52450,7,21,0,27,0,55,0,6,14,3,6,0,22,0,0,0,0,0,0,3,0,0,0,0,9,0,9,0,0,0,0,6,0,14,11,9,63,25,176,19,298
LGA52520,3,24,4,5,0,39,5,0,11,3,7,0,28,0,0,4,0,0,0,4,0,0,0,0,14,0,14,0,0,0,3,9,3,12,10,5,93,46,144,17,332
LGA52590,14,43,13,13,4,87,0,3,26,17,19,3,69,0,0,4,5,10,0,19,0,0,0,4,28,0,29,0,0,4,4,25,5,37,20,27,185,162,472,53,927
LGA52660,46,169,67,136,8,439,27,34,236,136,260,16,707,0,0,9,7,15,3,35,4,3,21,23,165,8,225,3,0,25,25,85,29,167,106,124,847,653,2652,169,4545
LGA52730,38,99,29,53,4,264,44,26,95,54,62,16,289,0,0,5,4,13,0,30,6,0,9,11,30,4,67,10,5,11,7,16,10,64,159,106,518,303,706,78,1873
LGA52800,38,116,20,77,5,278,34,14,97,26,80,6,257,3,0,21,7,19,8,48,0,0,3,10,40,3,61,0,0,3,0,18,13,41,86,63,322,162,563,65,1263
LGA52870,27,70,24,39,3,190,11,20,70,38,91,9,241,0,0,5,0,10,0,19,3,0,9,4,50,4,70,8,0,14,7,35,11,68,68,77,363,302,913,76,1795
LGA52940,0,13,0,6,0,24,0,0,9,7,3,0,21,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,3,7,37,37,81,10,168
LGA53010,0,10,0,3,0,18,0,0,7,0,9,4,24,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,4,0,55,23,65,12,161
LGA53080,0,4,0,3,0,10,0,0,7,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,3,8,27,20,56,11,123
LGA53150,79,189,28,27,5,440,141,57,287,60,46,10,600,12,8,30,7,8,0,67,9,0,31,15,36,0,91,13,3,29,17,16,11,94,502,261,1388,379,548,84,3156
LGA53220,15,80,21,34,11,182,14,11,42,23,43,7,146,0,0,3,6,14,0,24,0,3,12,15,63,3,96,0,0,8,0,32,9,57,129,53,542,420,1896,117,3158
LGA53290,61,196,75,109,13,476,23,22,149,80,164,17,459,0,0,8,0,11,5,27,0,0,4,29,190,3,232,0,0,24,13,75,24,141,107,129,783,575,2094,209,3899
LGA53360,11,44,7,18,5,95,10,3,33,13,24,5,85,3,0,4,3,9,0,24,0,0,0,5,23,0,39,7,0,16,5,38,9,75,62,30,296,173,574,60,1206
LGA53430,301,724,161,145,35,1900,469,170,1106,264,244,50,2304,56,25,157,51,58,4,357,46,19,115,66,178,8,424,78,26,200,69,113,64,545,2276,864,5253,1732,2646,362,13128
LGA53570,14,41,16,21,0,92,8,3,33,32,24,9,105,0,0,9,5,0,0,8,0,0,0,6,37,0,45,4,0,5,8,27,17,58,50,38,272,231,712,103,1406
LGA53640,4,11,7,6,0,34,4,0,11,0,6,0,21,0,0,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,4,3,11,13,11,85,46,139,16,307
LGA53710,0,12,0,10,0,22,3,0,11,9,4,5,22,0,0,0,0,0,0,0,0,0,0,0,10,5,18,0,0,0,0,3,0,8,4,3,46,32,123,20,226
LGA53780,332,1283,464,812,87,3528,662,287,2473,1228,1663,223,6548,41,11,166,115,198,20,547,82,32,291,303,1058,59,1818,172,25,423,267,759,282,1927,3792,1181,11016,6540,14383,1514,38424
