LGA_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
LGA53010,271,240,509,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,12,17,28,0,0,0,0,0,0,0,0,0,0,0,0,20,24,40,0,0,0,0,0,0,18,25,46,63,54,119,352,321,673
LGA53080,231,188,415,14,14,29,0,0,3,6,0,6,9,5,8,3,3,6,19,24,46,0,0,0,0,0,0,0,0,0,0,0,0,36,36,71,0,7,8,0,0,0,50,57,105,78,62,135,354,304,662
LGA53150,3026,3293,6308,94,103,198,16,25,39,17,29,45,10,6,17,4,0,6,303,373,676,0,0,3,0,7,7,3,0,5,0,0,0,350,437,790,35,48,85,9,13,22,488,603,1092,167,171,338,3682,4068,7746
LGA53220,3374,2082,5459,219,234,454,46,20,68,31,18,46,72,55,126,24,3,29,637,410,1043,3,4,6,8,9,19,0,0,0,0,0,0,825,519,1343,42,33,75,11,10,19,1093,796,1891,1733,575,2309,6207,3449,9658
LGA53290,5150,5171,10321,495,525,1026,11,7,23,30,23,48,20,21,38,12,3,20,332,319,657,0,6,5,4,9,11,0,0,0,0,0,0,413,395,809,19,19,37,21,12,38,954,950,1906,804,704,1506,6908,6822,13731
LGA53360,1057,973,2031,133,133,263,13,17,27,7,4,16,15,13,26,3,6,15,137,155,289,0,0,0,4,3,9,0,0,0,0,0,0,179,198,381,18,16,33,13,8,21,340,353,697,185,131,315,1586,1458,3041
LGA53430,11888,12683,24576,402,505,907,103,99,200,95,122,219,65,75,141,18,23,38,1399,1584,2982,10,14,26,19,17,33,19,9,28,0,0,0,1729,1940,3662,182,176,358,45,54,103,2364,2665,5026,1080,891,1972,15329,16247,31576
LGA53570,2167,1992,4159,100,94,192,12,9,18,10,10,18,16,18,31,9,8,15,244,246,495,0,0,3,0,0,0,0,0,0,0,0,0,290,289,576,44,45,90,4,6,15,439,436,874,300,210,508,2898,2641,5543
LGA53640,505,445,955,30,20,45,0,3,3,0,0,0,0,0,3,5,4,5,35,31,61,0,0,0,0,0,0,0,0,0,0,0,0,40,37,72,5,3,9,0,0,0,70,52,127,53,53,108,634,556,1194
LGA53710,388,375,765,9,6,14,0,0,0,0,0,0,0,0,0,0,0,0,18,26,48,0,0,0,0,0,0,0,0,0,0,0,0,18,26,48,5,0,5,0,0,0,33,35,64,67,56,123,480,463,945
LGA53780,51400,51969,103374,1139,1112,2252,161,119,279,148,130,278,120,109,230,55,59,118,4881,4967,9848,21,25,45,41,39,80,15,11,28,12,8,19,5445,5476,10917,411,483,894,121,100,220,7120,7168,14282,4187,3000,7195,62713,62138,124854
LGA53800,14616,15172,29787,669,674,1343,40,47,81,46,68,114,42,46,86,16,20,33,1585,1786,3368,0,7,9,21,37,62,7,3,11,0,0,0,1755,2005,3761,91,85,171,41,44,87,2554,2805,5362,2113,1805,3913,19286,19785,39071
LGA53920,1333,1362,2698,67,67,139,3,0,7,3,9,15,17,16,25,0,0,0,74,101,180,6,4,6,17,13,33,0,0,0,0,0,0,122,146,266,6,5,9,3,4,5,200,230,428,221,180,398,1757,1767,3528
LGA53990,11480,11554,23033,586,618,1199,18,24,43,25,24,46,22,27,49,10,13,22,992,1103,2096,12,18,27,11,13,22,3,3,6,0,0,0,1090,1224,2313,71,73,145,32,23,60,1778,1934,3712,850,653,1506,14107,14146,28250
LGA54060,1378,1428,2810,67,91,158,0,0,3,0,0,0,3,4,7,4,4,4,110,107,216,6,4,3,0,0,3,0,0,0,0,0,0,121,121,242,4,5,10,3,5,8,199,224,416,238,189,426,1818,1840,3652
LGA54130,445,385,829,43,42,84,0,0,0,0,0,0,5,8,6,3,0,0,43,41,85,0,0,0,0,0,0,0,0,0,0,0,0,53,51,101,6,3,9,4,0,6,105,96,200,60,51,112,612,535,1142
LGA54170,66759,68700,135463,1173,1223,2396,210,257,472,229,216,439,158,181,340,35,40,71,6251,6549,12796,18,12,31,28,40,64,12,25,39,8,4,14,6945,7320,14264,527,532,1059,148,134,282,8799,9205,18003,2800,2131,4928,78355,80035,158393
LGA54200,24331,24901,49232,595,665,1257,44,36,75,42,60,103,35,28,61,15,11,22,2120,2282,4398,10,6,13,13,20,30,7,7,6,0,0,0,2270,2441,4712,122,147,266,57,62,123,3042,3312,6354,1386,1139,2516,28752,29346,58104
LGA54280,10648,9891,20543,754,708,1460,95,64,159,80,61,145,123,95,220,33,26,68,1379,1313,2694,19,16,29,21,23,44,3,0,7,4,0,4,1760,1612,3371,131,108,238,79,40,123,2724,2470,5196,1846,1306,3150,15212,13671,28885
LGA54310,7311,6341,13649,1031,1009,2041,49,38,83,70,44,112,100,74,179,31,27,56,866,865,1732,8,6,11,17,28,46,5,4,6,0,6,3,1145,1089,2236,68,75,139,53,32,91,2295,2206,4501,2259,1472,3724,11859,10014,21880
LGA54340,1555,1492,3042,120,131,254,0,0,0,0,0,4,0,6,9,3,0,5,93,101,196,4,0,0,0,0,0,0,0,0,0,0,0,103,113,218,31,8,36,0,4,4,253,264,520,239,198,443,2049,1953,4003
LGA54410,437,440,873,15,13,28,3,0,0,0,0,0,0,0,0,0,0,0,33,18,48,0,0,0,0,0,0,0,0,0,0,0,0,38,23,52,0,0,0,0,0,0,52,40,87,93,78,167,578,550,1128
LGA54480,204,169,368,9,13,24,0,0,0,5,3,9,0,0,0,0,0,0,21,9,28,0,0,0,0,0,0,0,0,0,0,0,0,25,12,37,0,0,0,0,0,0,42,24,66,29,24,54,269,218,486
LGA54550,778,727,1512,48,37,87,0,0,0,0,0,0,4,0,3,0,0,0,40,62,108,0,0,0,0,0,0,0,0,0,0,0,0,48,60,112,10,6,12,0,0,0,106,99,206,81,77,158,966,912,1879
LGA54620,325,292,617,21,13,37,0,0,0,3,0,3,10,0,12,0,0,0,26,23,55,0,0,0,0,0,0,0,0,0,0,0,0,39,24,68,3,4,6,0,0,0,66,44,108,57,53,110,454,383,835
LGA54690,176,140,313,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,12,10,25,0,0,0,0,0,0,0,0,0,0,0,0,12,10,25,0,0,0,0,0,0,23,20,40,11,4,12,201,159,361
LGA54760,317,288,608,11,24,35,0,0,0,0,0,0,0,0,0,0,0,0,8,18,26,0,0,0,0,0,0,0,0,0,0,0,0,13,18,29,0,0,0,0,0,0,26,37,63,46,39,86,391,363,753
LGA54830,17734,18008,35737,468,490,950,70,58,134,64,60,128,53,40,90,17,17,35,2001,2130,4132,16,13,30,21,31,59,7,0,9,0,0,0,2251,2359,4609,120,129,248,64,55,113,2901,3029,5930,2493,994,3484,23124,22028,45156
LGA54900,541,466,1003,37,40,76,5,0,5,0,0,0,9,0,4,0,0,0,35,28,66,0,0,0,0,0,0,0,0,0,0,0,0,47,33,77,5,0,7,3,5,0,83,73,160,47,34,79,675,576,1247
LGA54970,426,229,659,18,23,44,13,0,13,0,3,3,3,0,5,6,0,5,69,51,120,0,0,0,0,0,0,0,0,0,0,0,0,92,57,145,5,0,7,0,0,0,118,76,199,365,107,472,908,410,1322
LGA55040,456,344,800,18,20,39,6,6,13,0,3,4,4,5,7,3,0,3,109,69,174,0,0,0,5,0,4,0,0,0,0,0,0,124,83,212,6,6,21,0,0,0,157,114,271,368,143,510,977,601,1579
LGA55110,33849,37044,70892,1273,1442,2711,156,142,302,108,129,235,149,181,332,37,46,85,4004,4567,8573,26,39,62,37,38,73,12,13,26,4,4,7,4536,5156,9689,229,252,484,123,140,263,6160,6988,13143,2917,2466,5383,42920,46496,89419
LGA55180,3666,3577,7240,197,221,414,8,8,19,6,10,14,10,10,16,0,0,4,238,270,508,0,4,3,7,6,7,0,0,0,0,0,0,271,311,581,36,16,47,7,8,18,508,560,1068,367,346,715,4537,4482,9019
LGA55250,400,274,673,13,15,30,4,4,4,0,4,6,6,5,10,0,3,8,72,46,122,0,0,0,3,7,11,0,0,0,0,0,0,97,65,162,5,0,5,0,0,0,114,82,200,189,119,310,707,477,1188
LGA55320,40937,44478,85418,1083,1225,2306,133,151,287,157,174,334,75,97,175,41,37,72,4359,4870,9232,11,18,26,25,21,47,10,10,25,0,0,0,4813,5385,10197,458,479,937,101,110,213,6463,7193,13658,1821,1774,3594,49223,53446,102668
LGA55390,200,72,270,4,13,12,0,0,0,0,0,0,5,0,5,4,0,4,44,24,65,0,0,0,0,0,3,0,0,0,0,0,0,55,23,87,0,0,0,0,0,0,58,39,98,135,22,157,394,128,525
LGA55460,1180,1142,2320,91,83,172,8,4,12,0,0,0,0,5,4,0,0,0,88,93,181,0,0,0,0,0,0,0,0,0,0,0,0,98,100,195,3,4,9,0,0,0,198,186,383,205,165,375,1581,1497,3079
LGA55530,162,128,291,13,13,30,0,0,0,0,0,0,0,4,4,0,0,0,5,3,11,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,0,0,5,0,0,0,23,17,41,35,32,70,221,178,401
LGA55600,893,872,1762,44,49,97,0,0,3,3,5,5,3,4,6,0,0,0,46,49,98,0,0,0,0,0,0,0,0,0,0,0,0,55,58,112,4,5,7,0,4,4,99,115,220,144,136,281,1140,1125,2264
LGA55670,226,213,436,17,14,32,0,4,4,0,0,0,0,0,0,3,0,3,18,17,34,0,0,0,0,0,0,0,0,0,0,0,0,20,25,41,0,0,0,0,0,0,34,39,77,67,67,131,329,313,644
LGA55740,3346,3729,7078,185,200,387,25,25,47,16,25,45,21,18,42,0,3,6,366,464,832,3,4,6,3,0,7,4,3,10,0,0,0,442,548,990,59,83,145,6,5,15,702,842,1538,252,204,452,4296,4773,9073
LGA55810,143,118,264,4,4,4,0,0,0,0,0,0,0,0,8,0,0,0,19,21,42,0,0,0,0,0,0,4,0,4,0,0,0,26,23,46,0,0,0,0,0,0,34,27,60,183,140,322,365,287,648
LGA55880,191,171,367,7,7,24,0,0,0,0,0,0,0,0,0,0,0,0,10,11,26,0,0,0,0,0,0,0,0,0,0,0,0,10,11,28,0,0,0,0,0,0,25,24,45,22,22,47,238,211,450
LGA55950,223,205,425,14,13,26,0,0,0,0,0,0,0,0,0,0,0,0,10,13,24,0,0,0,0,0,0,0,0,0,0,0,0,13,11,27,0,0,0,0,0,0,33,24,54,53,37,89,310,263,568
LGA56090,15462,15884,31338,285,308,592,27,28,51,23,26,43,39,34,71,4,5,9,1374,1459,2832,11,19,25,6,8,13,0,0,0,0,0,0,1485,1567,3050,73,77,154,38,35,69,1878,1989,3864,2822,777,3595,20158,18649,38804
LGA56160,36,40,72,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,15,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,0,0,0,0,0,0,7,4,19,3,6,12,51,47,100
LGA56230,6981,7124,14103,239,264,506,19,13,32,17,12,28,18,17,30,8,6,10,784,859,1644,3,5,7,6,4,11,0,0,0,0,0,0,847,915,1766,19,28,52,28,28,54,1140,1239,2375,773,654,1426,8885,9021,17907
LGA56300,596,552,1145,11,14,26,0,0,0,0,0,0,0,0,0,0,4,0,67,71,132,5,0,4,0,0,0,0,0,0,0,0,0,71,81,148,0,0,3,0,0,0,84,92,177,106,105,212,783,747,1531
LGA56370,303,284,582,15,15,25,0,0,3,0,0,0,3,5,10,3,7,7,11,10,21,0,0,0,0,0,0,0,0,0,0,0,0,19,23,40,0,0,4,0,0,0,32,38,67,79,48,134,416,370,783
LGA56460,1720,1826,3545,124,136,255,0,3,3,7,3,14,5,0,5,0,0,0,166,177,344,0,0,0,3,3,5,0,0,0,0,0,0,188,194,387,27,13,37,0,3,4,337,344,682,276,237,513,2332,2407,4741
LGA56580,8943,9192,18130,377,366,742,46,49,93,50,50,102,21,23,41,12,7,18,866,887,1756,0,3,4,0,0,9,14,9,25,0,0,0,1014,1037,2042,179,153,329,11,19,29,1579,1572,3149,324,351,676,10848,11115,21957
LGA56620,533,572,1105,38,37,73,0,3,3,0,0,6,0,4,5,4,8,15,20,11,24,0,0,0,5,0,3,0,0,0,0,0,0,30,30,65,0,0,5,0,5,5,65,72,141,50,47,101,651,689,1338
LGA56730,4105,4308,8415,240,262,504,8,13,21,11,5,17,9,13,23,3,5,13,368,373,747,0,0,0,0,3,3,0,0,0,0,0,0,405,412,820,20,26,45,8,12,17,677,704,1387,903,563,1467,5692,5575,11266
LGA56790,1231,1111,2346,94,75,170,9,5,7,0,0,7,6,6,12,4,0,5,88,91,179,0,0,0,0,0,5,0,0,0,0,0,0,108,102,215,3,7,11,0,7,7,208,197,402,260,205,463,1698,1512,3215
LGA56860,92,86,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,15,0,0,0,0,0,0,0,0,0,0,0,0,11,8,15,0,0,0,0,0,0,12,8,20,33,23,51,134,120,249
LGA56930,569,768,1333,9,7,14,3,3,9,0,8,9,0,4,4,0,0,0,53,71,123,0,0,0,0,0,0,0,0,0,0,0,0,62,80,146,14,17,27,0,5,5,81,104,185,28,41,68,675,908,1592
LGA57000,215,151,369,7,12,20,0,0,0,0,0,0,0,0,0,0,0,0,20,11,34,0,0,0,0,0,3,0,0,0,0,0,0,25,16,36,0,0,3,0,0,0,37,31,65,135,59,192,389,236,626
LGA57080,8832,8066,16900,645,659,1303,198,162,360,213,195,403,199,170,368,64,44,108,2463,2410,4870,16,14,28,32,27,54,16,15,30,0,0,0,3202,3023,6224,487,474,957,60,49,109,4394,4206,8596,1643,1102,2743,14868,13373,28238
LGA57140,440,411,848,25,30,52,0,0,0,0,0,0,0,0,0,0,0,0,33,32,64,0,0,0,0,0,0,0,0,0,0,0,0,39,30,69,0,0,3,0,0,0,61,60,124,31,28,59,530,505,1026
LGA57210,2118,2034,4156,95,98,198,0,0,0,3,6,14,0,4,0,5,4,3,143,157,299,0,0,0,0,0,4,0,0,0,0,0,0,149,172,324,4,5,11,3,11,7,255,279,541,373,272,648,2750,2591,5338
LGA57280,5067,4567,9640,662,697,1359,67,51,109,48,53,104,123,100,223,20,17,37,702,700,1403,10,11,22,22,17,37,3,5,5,0,0,0,991,947,1937,52,41,96,23,27,43,1729,1705,3436,1302,1037,2339,8103,7312,15416
LGA57350,300,321,622,7,18,27,0,0,0,0,0,0,0,0,0,0,0,0,15,33,45,0,0,0,0,0,0,0,0,0,0,0,0,16,33,48,0,0,0,0,0,0,27,49,81,120,126,247,452,501,952
LGA57420,764,686,1447,46,45,99,4,0,3,4,0,3,11,10,19,4,5,10,105,112,214,0,0,0,0,0,0,0,0,0,0,0,0,129,126,258,17,15,31,10,4,14,201,191,397,122,97,217,1085,974,2061
LGA57490,52835,54948,107785,1735,1882,3617,332,302,634,346,267,620,259,272,526,93,89,183,5513,6173,11687,38,60,89,74,62,132,29,25,55,0,0,4,6684,7252,13937,372,381,753,176,170,343,8961,9696,18656,4417,3127,7550,66216,67772,133985
LGA57630,35,23,56,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,3,15,0,0,4,0,0,0,10,9,20,24,9,37,70,37,109
LGA57700,12851,13247,26096,358,400,758,20,30,53,15,36,52,25,23,51,10,3,11,1281,1414,2693,4,10,15,9,9,19,4,0,5,0,0,0,1371,1529,2897,53,44,104,34,37,69,1818,2009,3830,1142,587,1728,15811,15843,31658
LGA57770,339,307,651,24,27,54,3,6,9,0,3,5,3,9,18,0,4,3,35,47,88,0,0,0,0,0,0,0,0,0,0,0,0,55,71,127,0,0,0,4,5,10,88,103,192,88,87,181,516,504,1022
LGA57840,16501,17258,33762,568,590,1157,83,80,161,113,117,229,80,75,149,20,21,42,2314,2468,4784,14,14,24,17,17,37,11,17,26,0,4,4,2648,2816,5466,257,240,497,75,78,157,3549,3723,7268,974,976,1949,21028,21949,42982
LGA57910,87629,93714,181348,2306,2532,4844,338,394,730,488,472,959,287,315,605,73,74,141,10433,11231,21664,46,43,94,64,69,134,40,37,82,0,0,5,11776,12639,24409,958,1012,1968,243,200,447,15288,16383,31669,5575,5092,10669,108494,115191,223684
LGA57980,6268,6875,13142,326,359,688,43,59,98,70,81,145,29,39,74,13,21,32,809,946,1753,4,4,9,7,10,15,6,7,12,0,0,0,983,1161,2144,157,189,345,12,8,16,1479,1715,3197,413,361,773,8155,8954,17108
LGA58050,61703,62687,124395,1299,1411,2713,167,178,346,209,213,418,173,174,347,56,55,108,6602,7089,13695,29,24,56,55,40,92,21,19,39,0,4,4,7311,7788,15103,445,469,913,216,148,373,9271,9823,19095,3932,3416,7351,74907,75927,150832
LGA58190,169,129,300,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,8,8,18,0,0,0,0,0,0,0,0,0,0,0,0,9,8,20,0,0,0,0,0,0,10,9,22,30,33,62,211,172,384
LGA58260,210,183,391,21,24,43,0,0,0,3,0,3,0,0,0,4,0,3,9,10,22,0,0,0,0,0,0,0,0,0,0,0,0,17,10,28,0,0,0,4,3,4,44,43,80,44,42,91,292,268,568
LGA58330,1777,1704,3478,68,71,142,0,0,4,4,0,8,5,3,8,0,5,5,183,175,356,0,6,9,0,0,3,0,0,0,0,0,0,188,197,387,3,4,10,3,7,12,271,275,548,311,245,554,2357,2223,4579
LGA58400,119,106,223,6,3,6,0,0,4,0,0,0,0,0,0,0,0,0,4,11,12,0,0,0,0,0,0,0,0,0,0,0,0,8,12,15,0,0,0,0,0,0,14,13,28,22,21,42,155,138,292
LGA58470,69,49,117,0,4,8,0,0,0,0,3,4,0,3,0,0,0,0,10,16,21,0,0,0,6,0,4,0,0,0,0,0,0,17,15,33,0,0,0,0,0,0,16,20,37,8,0,13,89,77,164
LGA58510,13335,13582,26919,487,480,966,80,60,133,111,92,205,71,62,134,21,18,41,2483,2434,4916,10,10,16,13,10,19,8,10,20,0,0,3,2793,2693,5486,231,225,458,65,42,102,3575,3438,7012,1283,1240,2523,18193,18257,36452
LGA58540,340,294,636,3,11,18,0,0,0,0,0,0,0,0,0,0,0,0,17,18,34,0,0,0,0,0,0,0,0,0,0,0,0,18,20,40,4,3,6,0,0,0,29,32,61,52,51,100,419,379,797
LGA58570,13643,13710,27349,460,468,933,111,103,211,141,145,284,73,84,155,18,25,48,2212,2461,4670,8,9,11,9,18,31,3,4,8,0,0,0,2576,2842,5418,214,201,416,73,44,117,3331,3557,6885,1062,817,1878,18027,18084,36113
LGA58610,670,644,1317,45,53,100,0,0,0,0,0,5,0,0,0,0,0,3,48,58,109,0,0,0,0,0,0,0,0,0,0,0,0,55,62,115,0,5,5,0,0,3,100,119,216,98,104,205,875,866,1739
LGA58680,199,173,371,8,7,16,0,0,0,0,0,0,0,0,5,0,0,0,25,12,38,0,0,0,0,0,0,0,0,0,0,0,0,27,17,44,0,0,0,0,0,0,34,24,60,53,45,103,285,244,527
LGA58760,84225,87795,172015,2147,2432,4575,222,242,466,229,253,486,202,238,437,72,48,121,8436,9130,17572,43,44,82,57,50,110,19,12,32,3,6,8,9285,10033,19317,584,646,1234,246,216,465,12263,13325,25592,4876,3841,8717,101364,104958,206327
LGA58820,1645,1677,3323,59,69,130,3,0,7,9,11,19,7,3,5,0,0,0,166,176,340,0,0,0,0,0,0,0,0,0,0,0,0,188,189,377,3,4,12,5,0,6,256,267,517,200,162,360,2098,2100,4199
LGA58890,333,278,615,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,19,10,29,0,0,0,0,0,0,0,0,0,0,0,0,17,15,36,0,0,0,0,6,0,25,21,49,55,58,113,413,363,769
LGA59030,103,92,194,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,0,0,0,0,0,0,0,0,0,0,0,0,7,9,14,0,0,0,0,0,0,12,9,18,10,17,27,124,123,241
LGA59100,275,244,526,7,12,22,0,5,3,0,6,6,0,0,0,0,0,0,15,15,28,0,0,0,0,0,0,0,0,0,0,0,0,18,20,36,0,0,0,5,0,5,27,31,57,61,48,105,358,325,685
LGA59170,410,375,790,19,19,31,0,0,4,0,0,0,0,0,0,0,0,0,26,39,60,0,0,0,0,0,0,0,0,0,0,0,0,33,40,68,0,0,0,0,0,0,48,51,100,61,65,120,514,493,1013
LGA59250,174,116,294,3,9,7,0,0,0,5,0,5,3,0,3,0,0,0,36,12,47,0,0,3,3,0,3,0,0,0,0,0,0,44,13,54,0,0,0,0,0,0,52,22,74,121,43,166,345,187,534
LGA59310,551,485,1030,35,28,59,0,0,0,0,0,0,0,0,0,0,0,0,39,40,73,0,0,0,0,0,0,0,0,0,0,0,0,39,38,79,3,0,4,0,0,0,73,71,145,64,38,102,692,594,1286
LGA59320,189,168,357,9,6,19,0,0,0,0,0,0,0,0,0,0,0,0,11,15,28,0,0,0,0,0,0,0,0,0,0,0,0,13,15,31,0,0,0,0,0,0,23,22,42,21,23,43,237,205,447
LGA59330,181,180,355,7,9,18,0,0,0,0,0,0,0,0,0,0,0,0,22,19,44,0,0,0,0,0,0,0,0,0,0,0,0,22,19,42,0,0,0,3,0,3,35,28,66,27,24,45,242,227,467
LGA59340,2330,2394,4726,226,277,503,23,25,54,27,37,72,45,47,95,4,8,15,207,243,452,8,3,8,29,31,56,0,0,0,0,0,0,352,399,753,31,21,54,19,14,31,632,706,1338,676,634,1318,3641,3736,7376
LGA59350,96,53,151,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,11,28,0,0,0,0,0,0,0,0,0,0,0,0,17,11,28,7,0,4,3,0,3,30,13,43,116,33,149,238,101,339
LGA59360,478,318,794,23,22,45,0,0,4,3,3,7,7,0,4,3,0,3,61,36,93,4,0,4,0,0,4,0,0,0,0,0,0,80,41,125,4,5,7,0,0,3,103,69,180,147,49,194,727,439,1168
LGA59370,1354,1374,2730,67,94,166,4,3,7,4,3,8,0,0,0,0,0,0,109,95,209,0,0,0,0,0,7,0,0,0,0,0,0,118,110,230,5,0,4,3,0,3,201,206,408,169,136,307,1724,1721,3443
LGA59499,650,443,1089,269,221,487,144,127,273,133,121,259,180,191,365,40,42,86,775,793,1565,27,17,42,30,25,58,3,12,8,0,0,0,1335,1324,2661,99,96,192,43,20,61,1743,1662,3403,2228,1281,3513,4620,3386,8005
LGA59799,200,24,229,0,0,0,7,0,3,0,0,0,6,3,10,0,0,0,31,4,39,0,0,0,3,0,3,0,0,0,0,0,0,46,9,55,10,0,14,0,0,0,55,10,71,200,19,216,455,58,514
LGA60210,2677,2602,5285,163,179,339,36,27,64,26,29,55,49,40,88,7,8,13,15,17,29,149,144,294,8,0,7,0,0,0,0,0,0,285,263,550,19,15,32,4,8,10,468,461,933,279,232,509,3428,3299,6725
LGA60410,7540,7950,15493,180,210,389,24,27,49,49,54,100,11,24,35,0,3,7,3,3,6,648,744,1395,0,0,3,0,0,3,0,0,0,746,855,1603,3,9,16,19,18,37,952,1089,2041,587,619,1205,9077,9660,18738
LGA60610,7709,8147,15858,229,275,502,68,83,156,90,72,157,57,66,128,8,6,16,19,13,32,742,883,1622,12,15,24,4,3,8,0,0,0,988,1154,2146,35,47,83,17,30,43,1266,1502,2770,522,551,1070,9497,10205,19699
LGA60810,9060,9649,18709,207,259,468,65,71,136,69,70,132,61,64,131,7,8,19,12,18,31,678,807,1486,9,8,18,7,8,20,0,0,0,910,1059,1970,20,17,28,3,15,18,1143,1345,2487,674,675,1346,10876,11673,22553
LGA61010,1045,881,1926,39,46,84,9,9,14,9,12,21,11,16,25,0,0,0,0,0,0,78,72,148,0,0,0,0,0,0,0,0,0,114,100,213,5,7,11,0,0,0,156,152,307,149,102,255,1356,1135,2490
LGA61210,3063,2988,6048,243,242,488,45,21,69,50,32,77,30,28,59,8,3,8,8,3,12,232,211,445,3,4,7,4,0,4,0,0,0,380,309,692,18,11,30,6,8,15,651,572,1227,407,339,747,4125,3899,8023
LGA61410,24041,25862,49906,527,557,1084,221,211,438,278,239,516,152,155,305,23,20,42,32,30,60,2396,2567,4962,18,23,39,9,13,15,0,0,0,3128,3250,6381,121,120,242,78,75,151,3851,4008,7862,1776,1356,3136,29671,31226,60895
LGA61510,4521,4453,8973,129,140,264,9,7,18,23,26,43,23,17,41,4,3,6,3,5,7,341,360,703,0,0,0,0,0,3,0,0,0,405,422,820,8,8,16,7,7,16,546,572,1118,391,381,769,5452,5412,10866
LGA61610,10110,10880,20991,384,432,811,98,89,185,96,95,198,67,68,131,21,11,28,15,15,41,931,1052,1984,4,9,18,0,4,8,0,0,0,1241,1350,2590,35,45,85,42,37,80,1695,1865,3560,638,688,1330,12442,13432,25881
LGA61810,2712,2754,5467,143,152,294,44,32,69,28,30,56,19,15,26,6,7,16,12,11,18,75,99,172,9,0,9,9,0,8,0,0,0,186,187,372,9,8,14,10,6,14,347,350,692,302,309,612,3355,3418,6771
LGA62010,394,361,748,18,19,34,0,0,0,4,4,8,3,0,3,4,0,5,0,0,0,15,24,36,0,0,0,0,0,0,0,0,0,24,26,50,0,0,0,0,0,0,41,48,87,33,39,77,470,447,918
LGA62210,2859,2843,5700,161,152,317,32,25,57,20,12,35,26,25,48,0,0,0,14,11,23,156,150,312,0,0,0,0,0,0,0,0,0,246,225,472,8,3,13,3,3,10,414,391,805,248,225,479,3519,3461,6974
LGA62410,1994,1882,3878,96,107,202,36,38,71,33,28,56,17,32,46,0,3,6,6,7,6,151,141,295,0,0,0,0,0,0,0,0,0,237,243,480,17,10,26,0,0,9,355,362,714,211,179,385,2556,2420,4980
