LGA_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
LGA16400,29552,30568,60121,1490,1587,3075,2886,2974,5859,103,102,208,161,177,331,30,31,60,25,27,46,17,15,37,41,55,98,40,40,74,4,4,3,3312,3416,6723,168,161,332,73,81,154,5042,5249,10283,2111,2082,4189,36696,37899,74597
LGA16490,25185,24923,50104,771,801,1570,1980,1922,3903,177,135,319,159,175,337,49,50,99,54,58,110,17,21,38,33,25,59,1163,1151,2307,0,0,0,3631,3537,7169,187,194,383,70,44,117,4652,4572,9226,1611,1524,3139,31457,31018,62473
LGA16550,47705,51147,98850,2029,2185,4213,8534,9212,17746,275,335,612,248,295,538,57,66,124,78,91,172,18,16,31,22,20,42,106,131,238,0,0,3,9353,10158,19509,931,945,1873,190,146,341,12492,13433,25927,4436,3581,8017,64631,68163,132791
LGA16610,8953,9237,18188,479,484,966,679,684,1362,14,19,29,110,131,243,6,8,9,7,9,19,5,5,5,3,0,6,0,0,5,0,0,0,820,855,1673,23,22,45,34,45,79,1357,1406,2766,1223,1161,2385,11534,11804,23338
LGA16700,48222,50912,99139,2431,2546,4977,7926,7962,15889,203,157,365,127,139,261,41,35,81,46,45,91,13,13,23,10,13,22,43,41,84,0,0,0,8408,8404,16812,716,850,1563,122,109,226,11669,11913,23585,2410,2561,4967,62303,65382,127688
LGA16900,30240,31606,61845,1121,1182,2307,3182,3504,6688,49,49,92,78,82,160,3,4,8,15,14,25,12,10,23,7,6,17,32,37,72,0,0,0,3371,3711,7080,101,113,213,88,98,183,4687,5099,9790,1878,1843,3719,36803,38552,75354
LGA16950,41770,43238,85014,2134,2296,4430,4043,4239,8288,157,149,305,168,181,348,20,19,39,74,57,132,22,16,41,37,40,81,135,153,285,15,3,17,4666,4863,9527,142,164,309,121,112,229,7066,7439,14501,4355,3607,7967,53194,54286,107475
LGA17000,9660,9493,19155,633,701,1333,883,794,1680,73,21,93,164,51,218,29,4,27,27,8,34,13,7,17,20,13,28,22,3,30,0,0,0,1232,901,2131,52,35,90,29,12,44,1957,1647,3603,879,628,1512,12494,11774,24267
LGA17040,8391,8032,16427,562,572,1135,664,638,1299,68,58,124,89,113,204,16,7,25,36,36,73,4,10,11,12,14,23,107,80,190,0,0,0,1001,949,1947,80,77,152,32,24,58,1681,1618,3295,1016,747,1762,11088,10396,21485
LGA17080,5882,5848,11733,334,391,727,308,297,609,41,37,76,34,39,68,6,5,12,4,3,5,5,3,3,5,3,8,21,28,45,4,0,6,416,414,832,26,24,52,9,10,18,782,846,1627,768,619,1386,7436,7308,14746
LGA17100,16773,16526,33296,1357,1073,2434,3155,2823,5977,93,85,180,59,57,118,19,13,33,8,11,19,21,7,25,4,3,8,25,15,36,3,0,3,3382,3013,6399,313,327,637,91,54,145,5148,4470,9616,1195,996,2191,23114,21991,45104
LGA17150,94005,98277,192286,2656,2832,5491,9736,10214,19952,106,109,216,144,154,304,23,25,47,44,33,80,10,16,25,7,16,25,40,41,82,0,0,0,10122,10607,20726,541,562,1101,151,146,306,13475,14151,27618,3712,3936,7645,111185,116360,227544
LGA17200,67768,61399,129171,6418,6288,12704,21514,20304,41823,1050,935,1985,792,806,1592,244,243,486,302,278,578,50,55,99,58,58,122,256,274,528,0,0,0,24254,22953,47203,2610,2423,5029,467,399,869,33754,32058,65808,8076,6615,14695,109601,100071,209673
LGA17310,23491,24559,48055,1481,1552,3036,2712,2890,5604,69,58,126,162,171,333,9,7,24,13,12,18,11,16,28,8,10,22,9,9,17,0,0,0,2992,3182,6178,135,107,242,70,71,141,4684,4909,9595,2328,2370,4692,30496,31840,62343
LGA17350,2416,2501,4911,182,206,388,121,126,244,12,10,20,7,7,19,0,0,0,0,3,7,0,0,5,4,0,4,9,5,13,0,0,0,152,152,305,4,8,11,4,8,14,348,379,723,160,185,351,2918,3062,5982
LGA17400,2553,2661,5210,137,148,284,135,131,270,12,3,12,98,127,225,4,9,10,3,0,7,0,0,5,0,0,0,0,0,0,0,0,0,259,274,531,8,15,20,8,12,18,414,442,857,342,352,693,3303,3454,6758
LGA17420,77958,80137,158094,1576,1687,3261,10624,10990,21621,150,155,301,98,116,209,39,40,77,37,39,72,11,13,26,12,3,14,40,34,72,0,0,0,11013,11379,22392,810,815,1622,98,111,206,13487,13989,27479,2236,2170,4407,93683,96299,189979
LGA17550,36597,39498,76099,1423,1615,3040,2890,3149,6033,235,271,499,1297,1435,2728,32,36,68,32,40,74,16,21,32,32,33,62,17,26,44,0,0,3,4541,5004,9545,211,250,463,185,149,329,6361,7014,13382,3423,3644,7062,46385,50157,96541
LGA17620,5638,5559,11192,320,372,696,466,521,997,9,14,24,30,36,71,9,4,11,8,5,12,0,0,0,4,3,11,0,0,0,0,0,0,528,590,1116,43,35,81,11,15,25,900,1012,1913,515,468,979,7049,7043,14090
LGA17640,3469,3346,6819,135,156,295,206,227,429,7,12,17,10,8,23,0,0,0,6,5,4,0,0,0,0,0,4,34,33,68,0,0,0,264,276,541,11,5,19,5,7,17,417,451,871,386,352,741,4276,4150,8429
LGA17650,2298,2431,4730,117,138,261,190,213,402,7,8,11,13,21,35,5,0,3,0,5,11,0,0,0,0,4,4,0,0,0,0,0,0,211,250,460,7,10,16,6,3,10,342,403,752,213,216,431,2852,3050,5909
LGA17750,25078,26424,51501,1188,1365,2555,3002,3416,6424,276,313,586,338,292,634,99,102,202,39,37,80,19,16,31,39,42,80,101,104,207,0,0,0,3925,4317,8244,174,140,313,85,79,162,5377,5896,11272,1963,1926,3896,32415,34250,66663
LGA17850,1208,1187,2390,56,79,137,57,48,105,0,0,0,5,5,11,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,71,52,121,4,0,3,6,0,6,133,137,268,165,165,326,1499,1488,2990
LGA17900,1676,1557,3230,124,123,246,95,108,206,8,8,18,16,22,38,0,0,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,130,140,272,10,5,13,14,8,18,267,281,549,693,722,1417,2642,2561,5196
LGA17950,968,977,1943,50,56,106,54,50,106,0,0,3,9,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,73,68,140,9,4,11,0,0,0,127,135,262,139,159,299,1243,1266,2506
LGA18020,3438,3371,6812,207,229,434,217,215,429,0,7,8,28,29,56,0,5,5,3,12,13,0,0,0,3,0,11,0,0,3,0,0,0,252,272,526,13,19,31,7,9,14,480,523,1004,651,674,1326,4568,4569,9141
LGA18050,23827,25040,48863,1690,1781,3473,4199,4730,8930,181,204,384,141,174,317,20,19,45,39,48,85,4,5,5,6,8,12,39,39,71,5,0,5,4629,5232,9854,602,668,1268,118,92,208,7038,7770,14807,1942,2118,4063,32808,34927,67737
LGA18100,1518,1431,2944,57,62,119,74,85,158,9,5,8,10,3,13,0,0,0,0,0,0,0,0,0,0,0,0,4,8,14,0,0,0,98,100,191,5,9,16,4,0,5,168,164,333,144,151,298,1831,1753,3584
LGA18200,2898,2702,5604,115,128,236,61,69,127,179,160,336,9,6,11,12,3,15,3,5,11,0,0,0,0,3,5,0,0,0,0,0,0,264,245,505,17,22,32,6,5,14,402,395,795,523,454,975,3822,3554,7371
LGA18250,28502,30790,59293,1327,1452,2781,4114,4358,8474,107,98,208,86,71,156,17,18,34,23,14,31,8,13,21,5,6,14,28,35,62,0,0,0,4393,4603,8996,636,728,1359,69,60,133,6424,6846,13270,1121,1260,2380,36052,38892,74944
LGA18350,20011,21635,41646,894,1014,1908,2467,2669,5140,46,47,88,54,57,108,6,7,15,23,17,40,6,6,13,0,0,0,31,47,76,0,0,0,2632,2848,5484,108,127,234,49,45,91,3684,4031,7714,1378,1490,2866,25070,27156,52226
LGA18400,22523,22352,44878,682,736,1424,2041,2086,4130,18,19,29,39,37,76,3,4,7,4,8,11,0,4,8,0,0,3,4,7,10,0,0,0,2113,2157,4271,48,48,102,39,27,73,2885,2976,5866,1266,1233,2497,26677,26564,53243
LGA18450,85563,88007,173573,2938,2963,5902,9723,10428,20154,214,204,423,186,189,381,27,42,75,38,43,86,38,28,68,17,20,35,130,153,284,0,0,0,10387,11111,21491,480,484,962,267,199,465,14068,14760,28822,4742,4991,9724,104368,107756,212123
LGA18500,18854,21278,40131,773,924,1697,2995,3659,6660,121,124,245,100,114,205,26,38,66,36,39,78,0,5,7,4,0,3,36,36,68,16,0,21,3334,4028,7360,411,507,918,70,45,111,4590,5501,10091,1241,1492,2731,24681,28275,52958
LGA18710,7052,7327,14377,231,268,499,270,250,524,22,23,46,12,10,23,9,3,8,8,6,11,4,4,5,4,0,3,323,352,680,0,0,0,652,655,1299,31,33,67,8,15,20,925,972,1897,442,396,834,8415,8692,17102
LGA19399,422,386,807,11,14,23,31,31,64,0,0,5,3,0,6,0,7,9,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,45,41,83,0,0,0,3,0,7,54,59,111,45,41,88,522,483,1004
LGA19499,1117,690,1808,499,323,827,1682,1644,3327,103,133,237,198,214,414,33,26,62,29,34,68,17,21,39,10,15,16,22,25,50,0,0,0,2092,2117,4204,212,201,413,47,33,86,2858,2673,5527,2347,1601,3950,6321,4965,11284
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,5226,5306,10526,289,305,589,59,66,127,358,351,711,30,30,62,11,11,16,5,5,12,5,0,10,6,7,15,10,14,27,0,0,0,489,495,982,18,13,33,6,11,18,802,828,1630,488,491,978,6515,6621,13135
LGA20260,4481,4478,8958,276,281,557,12,21,27,255,297,553,11,14,21,4,7,12,7,3,9,0,8,3,3,3,10,0,0,0,0,0,0,290,354,643,28,33,64,21,12,31,612,684,1292,1138,376,1512,6226,5537,11766
LGA20570,42600,46187,88791,1549,1643,3197,114,128,246,6285,6792,13075,128,123,250,47,46,96,43,60,105,26,33,65,27,25,47,11,18,28,0,0,0,6687,7233,13918,203,225,428,161,128,292,8600,9229,17831,2897,2960,5857,54096,58384,112478
LGA20660,51625,54616,106240,1086,1145,2237,160,148,309,5110,5594,10707,161,102,264,40,23,63,42,31,77,12,20,34,18,17,37,35,20,58,0,0,0,5581,5963,11544,342,345,689,57,70,127,7070,7526,14600,2029,1995,4027,60722,64141,124863
LGA20740,15276,16031,31306,1106,1200,2308,33,43,81,1603,1741,3344,25,33,61,4,10,15,14,14,29,11,11,30,9,4,8,8,0,14,0,0,0,1715,1863,3580,53,55,107,45,29,73,2918,3149,6071,1482,1602,3083,19670,20790,40461
LGA20830,22352,23401,45755,1058,1246,2303,49,51,97,2344,2530,4871,59,72,132,9,17,26,23,16,37,5,13,20,8,6,13,4,0,7,0,0,0,2498,2704,5201,50,86,135,42,41,84,3647,4074,7724,1678,1744,3420,27681,29215,56896
LGA20910,39831,43579,83408,1171,1252,2427,116,131,250,4541,4854,9395,80,87,174,24,18,43,34,34,68,15,6,17,9,12,17,18,24,37,0,0,0,4832,5168,10004,434,457,894,50,64,117,6489,6944,13439,1669,1953,3621,47986,52478,100462
LGA21010,5620,6012,11629,293,319,610,26,21,54,361,369,730,11,15,24,8,15,22,3,6,7,4,0,7,3,10,10,0,0,0,0,0,0,412,434,846,4,9,12,16,19,38,723,782,1504,643,630,1269,6986,7420,14404
LGA21110,65468,71454,136925,1655,1809,3464,239,277,510,8798,9237,18033,127,164,291,67,61,124,77,75,155,50,39,92,22,21,41,43,43,88,0,0,0,9423,9916,19339,843,881,1727,105,108,213,12031,12713,24742,2401,2618,5014,79895,86784,166681
LGA21180,80851,81682,162532,1704,1678,3383,125,114,232,6760,6240,13002,118,93,215,29,38,71,15,13,33,50,41,88,11,12,24,9,6,19,0,0,0,7117,6569,13682,589,624,1212,212,173,382,9621,9043,18664,5924,5421,11342,96392,96144,192540
LGA21270,2573,2435,5003,101,99,201,8,9,18,122,124,244,3,4,3,7,5,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,140,143,284,7,9,18,8,13,22,264,258,518,315,284,598,3148,2972,6116
LGA21370,15323,15759,31077,758,828,1580,195,207,396,1038,1058,2094,40,37,80,9,12,26,14,11,27,10,16,15,16,16,30,0,4,3,0,0,0,1312,1359,2672,46,47,87,40,30,74,2153,2257,4418,1430,1421,2852,18908,19433,38346
LGA21450,46538,47883,94421,1152,1284,2434,75,74,146,6180,6378,12558,67,64,140,22,31,53,22,18,39,25,18,37,26,24,47,0,7,7,0,0,0,6417,6605,13026,228,264,495,117,84,198,7908,8241,16151,2906,2979,5883,57354,59096,116455
LGA21610,148684,150099,298780,2539,2538,5075,283,291,578,17842,17802,35645,180,210,391,95,96,194,75,77,150,54,62,117,19,19,38,34,28,60,0,0,0,18584,18587,37171,1092,1251,2342,330,229,569,22547,22608,45158,8049,7852,15901,179273,180559,359831
LGA21670,5381,5546,10922,190,219,406,9,10,20,393,421,817,17,14,24,0,0,0,3,0,4,5,7,12,4,15,16,0,3,3,0,0,0,433,468,893,5,13,14,12,7,16,636,699,1337,582,535,1120,6597,6780,13378
LGA21750,9051,9117,18165,524,542,1066,29,33,61,562,559,1127,19,14,32,9,15,22,3,0,9,9,0,7,3,9,12,0,0,5,0,0,0,629,629,1260,55,29,80,21,17,35,1223,1218,2445,839,790,1629,11118,11114,22232
LGA21830,6586,6542,13125,291,282,574,19,23,45,401,412,812,25,15,32,10,8,19,0,7,8,3,4,5,5,3,3,0,0,0,0,0,0,460,464,923,21,16,33,23,24,44,789,785,1573,666,610,1276,8044,7931,15979
LGA21890,56827,60219,117042,1528,1667,3191,207,263,469,8568,9188,17756,127,131,256,48,73,121,53,52,104,38,46,79,19,17,43,35,40,69,0,0,0,9093,9807,18904,513,597,1108,198,150,346,11330,12218,23552,3187,3164,6357,71344,75604,146954
LGA22110,18878,19462,38335,1008,1093,2100,116,130,245,1476,1608,3087,66,86,154,4,7,13,22,22,48,15,16,33,21,16,38,11,8,22,0,0,0,1737,1894,3627,52,48,101,57,43,99,2857,3070,5926,2010,2044,4050,23744,24575,48317
LGA22170,55720,58270,113987,1372,1534,2905,84,86,171,5803,6340,12144,84,94,181,6,10,22,26,33,57,16,17,32,9,8,22,10,11,21,0,0,0,6040,6616,12649,269,257,527,150,146,294,7835,8540,16377,3621,3590,7206,67174,70397,137577
LGA22250,4267,4287,8549,204,244,451,38,36,73,237,258,503,18,7,25,8,11,15,5,0,5,0,0,4,0,8,7,0,5,3,0,0,0,310,328,629,4,4,8,9,6,12,527,573,1101,485,454,939,5274,5315,10594
LGA22310,57301,60881,118180,1910,1953,3859,190,237,421,8634,9035,17670,113,132,241,35,40,74,51,48,98,28,29,63,13,17,35,32,35,64,0,0,0,9094,9576,18669,750,797,1544,140,107,243,11889,12428,24315,2262,2603,4864,71452,75912,147365
LGA22410,8129,8156,16284,495,519,1014,26,15,40,430,482,907,24,28,49,34,36,72,8,11,21,0,4,3,12,8,19,4,0,0,0,0,0,533,585,1116,24,19,43,17,10,27,1068,1139,2206,763,722,1486,9962,10011,19981
LGA22490,10751,10307,21065,205,211,413,13,22,33,890,867,1752,7,12,20,3,0,3,8,8,14,3,3,5,4,6,12,6,0,4,0,0,0,932,911,1840,21,21,41,10,11,17,1165,1154,2316,683,617,1294,12599,12077,24671
LGA22620,47024,49758,96783,1441,1581,3018,182,200,383,5497,6128,11626,79,88,175,54,65,118,38,56,90,27,30,61,28,30,59,17,18,29,0,0,0,5926,6616,12542,150,183,332,116,113,227,7632,8488,16116,3542,3635,7178,58202,61881,120083
LGA22670,64936,63983,128917,2099,2033,4133,133,117,250,6588,5882,12473,76,68,141,61,42,105,19,27,47,13,13,32,17,14,28,12,7,24,0,0,0,6917,6178,13095,723,820,1540,213,130,341,9952,9162,19115,4441,3853,8294,79329,77000,156327
LGA22750,103160,109541,212699,4108,4472,8585,307,353,662,13686,15027,28716,235,266,497,98,98,200,74,69,144,112,119,232,50,55,110,43,49,95,0,0,0,14604,16040,30641,508,580,1090,310,254,566,19537,21345,40882,7597,6768,14363,130289,137651,267942
LGA22830,26858,27078,53930,1056,1202,2254,145,174,314,2335,2580,4915,68,72,139,18,27,44,23,25,40,28,24,48,20,19,35,9,8,18,0,0,0,2635,2919,5554,151,178,323,77,68,138,3912,4362,8277,2843,2574,5419,33618,34010,67628
LGA22910,6613,6809,13424,208,238,451,23,20,43,511,522,1030,15,13,31,6,3,9,0,3,3,6,3,11,0,4,4,3,3,7,0,0,0,570,575,1139,28,31,59,18,10,30,819,852,1675,653,714,1365,8087,8377,16472
LGA22980,2329,2345,4677,135,128,264,7,9,11,112,117,229,9,9,14,11,10,25,3,3,4,0,3,5,0,0,0,0,0,0,0,0,0,143,149,292,13,4,17,0,0,5,295,283,579,200,175,377,2819,2807,5629
LGA23110,36100,37831,73935,1453,1491,2941,90,94,184,3858,4041,7900,70,71,135,21,29,48,29,34,59,21,22,40,17,13,29,19,15,34,0,0,3,4129,4316,8444,240,291,531,89,72,160,5907,6168,12073,2110,2109,4216,44119,46112,90228
LGA23190,8143,8438,16584,611,681,1293,16,14,30,439,506,945,6,11,14,16,22,40,10,3,15,6,7,11,5,0,5,0,0,3,0,0,0,501,565,1071,30,22,48,15,10,26,1152,1286,2439,613,595,1208,9909,10321,20234
LGA23270,98089,98613,196701,2705,2673,5383,296,277,571,11493,11553,23042,147,145,288,49,39,83,36,39,75,55,51,102,27,30,60,23,15,38,0,0,0,12116,12149,24262,734,728,1461,207,170,373,15762,15721,31480,6267,5810,12084,120113,120150,240263
LGA23350,6895,7141,14040,270,312,582,141,155,300,456,518,971,25,19,41,0,0,9,12,3,8,0,0,6,3,6,10,7,10,18,0,0,0,642,722,1359,14,15,30,14,18,27,939,1064,2001,671,512,1184,8509,8719,17227
LGA23430,64013,68393,132407,1582,1604,3186,113,127,242,6685,7009,13694,100,98,196,30,36,60,33,34,70,21,22,43,9,4,11,12,22,33,0,0,0,7006,7348,14353,429,502,929,154,122,280,9170,9578,18746,2593,2691,5283,75770,80664,156431
LGA23670,66942,69810,136756,834,918,1749,94,99,190,6082,6363,12444,81,72,150,24,30,52,25,24,46,28,25,50,3,9,10,15,8,26,0,0,0,6351,6614,12966,339,388,723,127,100,228,7642,8024,15668,2510,2586,5098,77101,80424,157522
LGA23810,30132,31379,61508,1342,1550,2892,66,72,138,2436,2639,5071,72,74,145,15,16,28,14,19,35,15,14,27,16,14,29,5,11,16,0,0,0,2638,2854,5488,111,109,217,102,96,201,4199,4604,8800,3067,3116,6188,37395,39100,76499
LGA23940,3127,3050,6175,81,84,168,12,10,24,170,196,365,16,13,24,7,0,9,3,0,3,6,3,8,0,3,3,0,0,0,0,0,0,216,230,439,12,14,20,10,10,14,314,332,643,451,436,888,3890,3810,7704
LGA24130,21185,21696,42879,673,729,1401,40,67,110,1729,1802,3535,31,46,70,12,10,25,8,6,20,4,10,15,3,3,4,12,10,14,0,0,0,1843,1950,3798,81,86,169,20,25,48,2619,2796,5416,1324,1346,2673,25125,25840,50965
LGA24210,51067,54528,105591,962,1025,1984,96,110,209,5178,5475,10657,66,65,129,41,55,92,13,20,32,19,20,40,9,4,11,16,16,33,0,0,0,5440,5765,11207,564,606,1170,59,46,109,7024,7447,14468,1749,1935,3683,59844,63902,123740
LGA24250,3807,3814,7626,301,314,617,30,33,63,376,478,854,8,24,37,11,8,13,12,10,19,0,3,4,0,5,3,0,5,3,0,0,0,434,563,997,20,23,40,10,12,20,769,908,1672,407,409,816,4984,5125,10105
LGA24330,32101,32184,64282,1423,1393,2816,181,147,326,5519,5559,11081,84,94,181,33,44,77,29,42,71,22,33,58,16,22,34,14,18,33,0,0,0,5895,5958,11849,330,380,711,135,95,231,7778,7827,15611,2265,1978,4249,42149,41995,84144
LGA24410,47233,50310,97542,726,732,1458,70,83,156,4837,5164,10006,37,52,88,16,18,36,8,18,29,11,9,17,12,11,26,12,7,18,0,0,0,5007,5365,10374,234,277,511,82,72,156,6048,6449,12492,1771,1926,3698,55050,58684,113737
LGA24600,39235,39491,78722,4691,4891,9583,1069,1185,2251,19093,19314,38410,681,800,1485,309,339,645,373,387,761,191,220,409,80,99,182,193,224,418,0,0,4,21989,22573,44564,2009,2062,4069,303,269,578,28995,29791,58789,5674,5357,11029,73905,74640,148541
LGA24650,69789,71100,140892,1467,1624,3094,174,182,354,9329,9754,19084,115,127,247,59,64,124,29,30,60,31,46,73,20,22,43,8,0,9,0,0,0,9762,10228,19988,492,518,1006,144,109,260,11870,12479,24346,6288,4728,11013,87950,88306,176250
LGA24780,21846,22799,44643,979,1012,1990,245,292,538,1804,1829,3634,63,74,136,124,102,224,23,25,51,8,9,14,14,20,31,6,8,15,0,0,0,2278,2353,4631,103,97,203,85,67,155,3449,3528,6972,2446,2294,4737,27734,28625,56359
LGA24850,19793,19622,39417,806,833,1641,112,80,186,1914,1905,3820,132,94,221,36,22,60,67,17,87,11,12,19,19,12,28,17,8,28,0,0,5,2301,2151,4453,78,80,159,48,36,87,3240,3104,6342,1534,1472,3005,24566,24194,48757
LGA24900,12013,12112,24124,722,747,1464,187,200,386,789,779,1563,27,32,64,6,5,13,5,3,16,7,10,17,0,3,10,0,0,3,0,0,0,1025,1040,2069,27,30,61,47,32,84,1824,1848,3671,1248,1209,2460,15089,15164,30255
LGA24970,73836,75967,149804,2500,2306,4804,282,282,564,11803,10821,22622,182,195,376,99,87,189,66,79,144,75,94,168,40,44,88,39,55,95,0,0,0,12586,11662,24247,1123,1133,2259,217,167,387,16427,15267,31693,3839,3521,7362,94104,94760,188862
LGA25060,48029,51031,99055,1303,1379,2687,132,141,276,6015,6400,12418,110,114,224,43,47,93,33,45,73,12,18,35,13,21,32,19,23,40,0,0,0,6376,6805,13183,443,398,840,123,108,227,8243,8694,16938,2277,2354,4636,58555,62084,120636
LGA25150,15216,15503,30714,679,741,1419,28,31,54,1380,1409,2789,33,30,63,8,12,20,7,5,12,7,3,15,4,0,3,3,0,3,0,0,0,1471,1495,2956,35,52,84,23,31,51,2205,2315,4514,980,949,1929,18392,18763,37157
LGA25250,64239,67718,131960,2073,2069,4141,377,419,794,10681,11397,22078,200,263,466,71,98,173,70,91,161,70,76,148,44,51,98,72,80,150,0,0,0,11590,12468,24062,648,783,1429,190,181,377,14505,15511,30012,3656,3626,7283,82395,86852,169252
LGA25340,66608,71361,137967,2280,2494,4772,258,220,478,6165,6672,12837,244,185,424,29,26,57,112,68,179,37,19,61,43,37,76,26,22,43,0,0,3,6911,7246,14158,266,300,566,135,103,239,9589,10143,19730,4720,5055,9772,80916,86554,167471
LGA25430,7754,8096,15855,321,347,674,24,14,37,626,667,1291,11,17,26,0,7,9,9,9,16,3,5,10,4,4,4,6,3,9,0,0,0,682,725,1399,23,36,53,16,16,31,1036,1114,2152,1225,858,2080,10015,10072,20090
LGA25490,7094,7184,14274,275,315,596,20,17,41,449,502,952,15,19,40,7,6,14,0,3,4,3,9,8,5,0,6,0,0,0,0,0,0,507,554,1063,18,13,32,8,8,15,808,902,1710,604,602,1209,8504,8684,17193
LGA25620,6267,5957,12229,226,243,468,9,17,18,453,396,852,17,16,35,4,0,3,6,3,13,4,3,4,4,0,6,0,0,4,0,0,0,490,445,937,10,9,20,7,6,15,737,701,1438,739,651,1402,7748,7314,15060
LGA25710,27598,28246,55843,324,327,653,37,38,69,1805,1883,3689,20,25,42,10,12,18,11,9,20,3,8,7,9,3,9,9,8,17,0,0,0,1891,1981,3878,78,82,162,34,28,57,2328,2417,4744,865,854,1722,30796,31522,62314
LGA25810,4746,4771,9516,228,265,497,11,15,28,277,250,530,4,11,15,9,7,15,0,7,10,4,3,4,10,0,11,0,0,0,0,0,0,315,299,612,28,12,38,14,14,25,585,589,1170,599,541,1136,5925,5897,11822
LGA25900,34611,36337,70943,2049,2309,4363,301,345,644,7619,8225,15848,235,233,472,50,56,105,70,101,168,34,41,70,19,28,49,39,36,79,0,0,0,8375,9068,17442,696,729,1426,159,126,284,11275,12236,23512,3308,3219,6523,49194,51786,100984
LGA25990,3017,2950,5961,61,76,140,4,3,10,207,236,442,8,8,19,4,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,232,247,478,0,3,5,9,0,10,303,327,628,662,354,1019,3977,3634,7614
LGA26080,1236,1421,2659,49,35,88,3,0,7,117,118,236,0,6,3,0,0,0,3,0,5,0,0,0,8,3,3,0,0,0,0,0,0,128,134,258,6,3,7,3,0,5,183,173,359,122,121,241,1545,1716,3255
LGA26170,12274,12468,24742,567,650,1214,18,24,44,908,959,1876,25,24,53,0,6,10,13,9,19,0,3,3,3,7,13,3,3,4,0,0,0,976,1042,2017,44,45,91,20,22,40,1613,1753,3365,1084,1094,2181,14974,15318,30296
LGA26260,6559,6752,13319,436,515,952,13,15,30,385,430,818,15,22,39,34,40,76,10,14,19,5,5,5,13,11,20,0,0,0,0,0,0,481,528,1008,15,17,33,23,9,29,953,1068,2020,512,547,1063,8028,8372,16405
LGA26350,36156,39622,75771,1666,1825,3496,322,423,741,7652,8463,16119,207,256,464,65,77,149,99,118,222,45,53,106,16,19,33,45,53,100,0,0,0,8460,9470,17932,640,683,1321,105,106,212,10869,12083,22959,2422,2645,5066,49444,54355,103797
