LGA_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
LGA16350,55857,56921,112772,5527,5739,11264,26985,28687,55672,271,302,571,545,577,1119,81,96,176,126,125,252,38,35,69,46,51,94,78,88,162,0,0,0,28163,29961,58127,2353,2711,5068,868,664,1534,36910,39084,75991,6690,6572,13265,99456,102572,202028
LGA16380,20737,22290,43029,3750,4178,7931,10263,11671,21935,397,456,850,691,755,1443,58,67,126,109,113,217,48,60,111,72,71,142,165,169,330,3,3,4,11790,13369,25163,655,748,1400,334,384,713,16525,18677,35207,2306,2380,4681,39566,43349,82915
LGA16400,18962,19447,38408,3833,4121,7952,8117,8566,16684,280,280,562,507,535,1038,108,107,213,130,124,253,42,50,95,129,103,230,118,127,246,8,5,14,9435,9897,19333,545,565,1110,276,238,515,14089,14825,28913,2212,2114,4320,35262,36388,71646
LGA16490,15716,15469,31188,1734,1741,3472,4900,4905,9803,399,375,775,517,522,1043,136,143,285,190,173,365,31,42,73,132,129,256,3060,3103,6162,3,9,14,9373,9410,18784,1045,1049,2098,222,161,383,12371,12364,24740,1633,1525,3156,29729,29350,59080
LGA16550,29968,32778,62750,2980,3122,6098,15264,16235,31497,491,594,1087,564,613,1175,116,128,250,221,247,466,34,20,57,53,52,105,235,251,485,6,0,6,16983,18145,35127,6833,7366,14195,536,452,980,27330,29080,56407,4553,3697,8254,61853,65559,127412
LGA16610,6257,6349,12606,1219,1368,2588,1742,1829,3565,55,66,118,331,338,675,17,15,34,16,20,35,4,11,13,14,14,30,4,6,11,0,4,0,2191,2301,4486,81,91,171,70,80,153,3562,3843,7403,1200,1162,2367,11024,11360,22376
LGA16700,28597,30404,59001,3131,3372,6507,16712,17118,33832,404,365,770,344,389,732,110,135,241,191,152,347,31,28,59,35,33,74,157,131,291,0,0,0,17988,18361,36347,6701,7366,14068,448,377,825,28271,29474,57745,2480,2637,5112,59345,62514,121860
LGA16900,20281,21098,41375,2850,3067,5922,8668,9412,18077,117,132,251,183,199,379,26,29,58,58,61,122,7,10,22,23,23,46,63,83,147,0,0,0,9152,9943,19095,394,484,874,291,302,583,12682,13798,26482,1908,1916,3823,34874,36807,71682
LGA16950,27754,28442,56193,5075,5630,10710,10963,11790,22753,332,353,682,477,479,960,74,83,159,182,147,325,33,45,79,70,79,151,369,382,753,21,20,41,12523,13377,25899,743,804,1544,370,299,668,18710,20112,38826,4443,3618,8059,50909,52168,103081
LGA17000,6154,5939,12090,1571,1664,3239,2333,2332,4670,104,57,161,366,238,605,41,17,64,67,44,109,26,9,34,40,21,59,23,12,33,0,0,0,3002,2735,5736,164,138,308,92,62,157,4830,4600,9428,899,646,1541,11880,11178,23058
LGA17040,5693,5361,11057,1204,1189,2385,1549,1571,3122,133,148,278,186,171,362,33,26,53,60,54,112,11,9,20,20,23,44,280,267,550,3,0,4,2272,2272,4542,372,356,728,77,48,131,3930,3862,7787,1056,763,1818,10679,9986,20665
LGA17080,4168,4044,8208,765,907,1676,932,926,1860,121,100,217,99,104,202,11,14,22,18,17,39,3,7,13,14,10,30,32,48,83,0,0,0,1237,1224,2463,109,108,215,55,53,107,2167,2293,4464,787,605,1390,7122,6944,14067
LGA17100,9347,9677,19023,1239,1144,2383,5474,5251,10725,134,103,241,162,139,298,38,35,71,59,44,104,13,13,24,14,9,28,50,47,95,0,0,4,5945,5646,11590,4163,3423,7588,178,134,310,11532,10348,21878,1295,1050,2344,22167,21077,43245
LGA17150,65858,69018,134877,6251,6454,12710,25499,27026,52524,306,275,582,535,511,1042,81,81,162,163,174,342,36,43,75,54,53,102,116,94,212,5,0,5,26789,28254,55045,2479,2840,5320,596,519,1114,36118,38067,74187,3763,4072,7837,105742,111158,216895
LGA17200,32029,28977,61002,6818,6125,12948,32675,29366,62042,1902,1583,3482,1763,1608,3371,545,501,1046,886,718,1606,116,105,214,86,84,172,672,688,1364,0,4,6,38651,34660,73310,19458,19799,39255,1321,1008,2329,66252,61591,127839,8479,6849,15327,106757,97413,204170
LGA17310,14999,15657,30657,3157,3476,6638,6480,6995,13477,149,122,269,438,497,940,52,43,98,58,58,118,17,36,49,32,30,65,21,28,43,0,0,0,7244,7806,15052,807,815,1622,205,198,413,11418,12296,23718,2422,2441,4865,28838,30401,59240
LGA17350,1822,1880,3699,384,400,778,282,320,602,11,12,21,37,32,70,4,3,7,9,10,20,0,6,3,4,0,5,20,22,42,0,0,0,369,401,766,31,21,50,20,22,45,792,842,1640,172,204,377,2783,2930,5718
LGA17400,1866,1893,3763,279,333,611,326,351,674,18,17,34,249,300,543,3,3,4,16,7,24,4,6,12,6,3,9,5,3,7,0,0,0,622,689,1312,32,35,68,18,23,41,951,1079,2030,374,378,749,3195,3351,6544
LGA17420,49232,50565,99795,2831,2921,5746,27720,28585,56304,353,385,741,411,433,837,180,162,345,196,214,405,32,31,60,43,42,83,150,100,250,0,0,0,29073,29955,59029,5072,5619,10693,405,386,793,37381,38878,76257,2361,2384,4737,88973,91827,180799
LGA17550,23783,25469,49259,3592,3990,7586,7599,8465,16065,664,771,1430,3511,3822,7331,88,92,181,120,162,288,43,48,86,81,96,175,62,76,134,0,6,9,12174,13533,25706,932,1162,2096,424,385,805,17123,19063,36189,3538,3782,7327,44448,48322,92764
LGA17620,3873,3826,7693,710,747,1456,1185,1270,2455,24,27,48,90,96,182,12,12,19,9,10,21,5,4,8,12,6,12,0,3,3,0,0,0,1329,1427,2752,209,205,417,51,53,110,2304,2425,4734,552,497,1050,6726,6746,13479
LGA17640,2521,2368,4883,329,391,713,632,643,1273,13,15,31,23,24,48,0,11,11,12,6,15,3,0,6,0,3,4,112,124,238,0,0,0,804,820,1624,20,24,45,15,12,24,1159,1248,2407,394,357,752,4076,3972,8046
LGA17650,1697,1772,3471,227,262,492,458,537,1001,16,29,47,50,48,98,0,0,4,4,14,18,4,4,10,4,5,3,6,4,10,0,0,0,544,638,1181,24,27,52,14,11,32,814,936,1750,220,233,453,2731,2946,5672
LGA17750,15251,15996,31251,2653,3015,5666,7300,8160,15458,552,632,1184,665,589,1253,182,195,378,111,117,231,35,30,64,97,79,182,238,231,471,0,0,0,9176,10039,19215,1177,1174,2354,268,237,505,13275,14462,27733,2048,1999,4046,30574,32452,63027
LGA17850,882,852,1730,172,195,368,165,156,318,7,3,10,29,25,53,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,203,185,394,13,11,21,9,8,10,394,405,799,162,152,316,1432,1418,2852
LGA17900,1227,1102,2331,245,258,498,221,252,477,16,8,31,42,42,84,0,0,5,6,4,5,0,0,3,0,0,0,5,0,6,0,0,0,301,316,616,39,44,78,22,15,32,599,631,1228,671,692,1364,2502,2424,4924
LGA17950,723,715,1445,114,140,256,139,124,263,3,0,5,6,9,20,3,0,0,0,0,8,0,0,3,0,5,5,3,0,3,0,0,0,156,147,306,26,18,47,11,8,14,308,322,630,148,160,309,1179,1202,2380
LGA18020,2583,2535,5115,457,483,935,535,543,1074,10,8,21,55,53,103,0,6,6,7,13,15,6,5,11,9,11,19,0,3,3,0,0,0,618,637,1253,33,39,70,20,21,38,1126,1180,2305,655,678,1328,4360,4389,8748
LGA18050,13628,14456,28085,2470,2508,4978,7686,8106,15790,369,372,741,302,320,620,49,70,120,135,160,294,16,13,26,16,9,27,72,85,162,0,0,0,8646,9144,17789,4303,4953,9254,273,273,546,15689,16882,32569,2025,2147,4181,31348,33492,64834
LGA18100,1172,1086,2262,186,198,388,200,205,407,8,6,18,13,3,15,0,3,3,4,0,7,0,0,0,0,0,0,13,6,22,0,0,0,244,234,470,8,11,19,12,10,15,448,451,894,142,147,295,1763,1683,3446
LGA18200,2009,1792,3801,310,289,599,182,190,370,423,449,869,25,30,51,51,59,111,11,19,31,6,6,7,8,10,9,6,4,6,0,0,0,707,760,1469,52,45,93,15,9,27,1083,1097,2186,532,463,997,3625,3354,6972
LGA18250,17990,19646,37633,2083,2236,4322,8433,8835,17268,243,247,497,175,177,358,63,53,118,98,103,196,32,29,51,4,7,14,72,65,137,0,0,0,9132,9514,18648,3776,4414,8185,192,167,355,15178,16327,31508,1180,1342,2524,34349,37319,71666
LGA18350,12900,13938,26844,2019,2162,4186,6638,7276,13916,69,82,152,149,178,321,20,25,48,56,53,102,19,26,45,11,18,27,56,99,158,4,6,8,7020,7755,14775,586,625,1215,126,119,239,9752,10665,20418,1366,1518,2888,24022,26122,50143
LGA18400,15482,15281,30764,1741,1804,3546,6002,6154,12154,49,52,98,109,125,234,12,11,29,27,35,63,8,4,18,8,8,19,17,18,38,0,0,0,6230,6416,12649,156,197,353,146,123,267,8284,8538,16825,1311,1304,2609,25070,25123,50194
LGA18450,58779,60728,119508,6537,6692,13226,23187,24694,47882,446,472,916,524,561,1084,100,116,217,172,176,342,59,66,123,72,66,135,275,321,595,0,5,5,24829,26472,51294,3476,3233,6710,720,628,1343,35553,37022,72581,5061,5333,10394,99399,103084,202482
LGA18500,11435,13167,24598,1546,1737,3279,6425,7318,13745,307,334,641,284,310,592,84,107,183,120,144,262,6,23,33,14,17,33,84,110,197,3,0,4,7327,8367,15693,2017,2377,4399,140,157,294,11030,12634,23666,1274,1527,2797,23735,27326,51062
LGA18710,4811,4965,9778,653,705,1364,809,871,1680,53,60,119,72,75,151,25,22,41,30,29,63,12,6,19,20,15,31,950,1016,1971,0,6,6,1979,2109,4078,98,104,207,43,44,85,2771,2960,5730,445,396,843,8033,8326,16353
LGA19399,330,289,615,24,24,43,61,67,124,9,3,11,8,6,15,4,6,12,4,3,4,0,6,5,0,0,0,3,4,3,0,0,0,89,94,179,14,17,28,3,5,5,122,136,261,49,44,91,495,466,963
LGA19499,761,424,1186,221,160,382,1929,1707,3632,110,138,249,225,214,438,30,35,62,37,47,83,14,16,31,19,16,38,33,33,65,0,0,0,2400,2195,4597,373,438,814,56,35,95,3046,2835,5882,2307,1536,3835,6115,4793,10906
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,3591,3634,7224,699,733,1429,176,193,369,953,977,1930,80,87,175,30,33,68,30,25,56,10,12,25,14,27,40,15,20,32,0,0,0,1309,1376,2687,141,136,276,32,35,64,2179,2281,4458,504,508,1015,6279,6418,12698
LGA20260,3095,3051,6153,663,725,1391,29,49,82,768,804,1580,24,36,66,22,30,53,19,17,33,8,12,19,17,12,26,0,0,8,0,0,0,894,967,1860,138,143,281,27,29,58,1725,1866,3593,1162,400,1559,5984,5317,11305
LGA20570,26317,28483,54806,3494,3758,7254,462,572,1037,15386,17016,32399,381,406,787,186,224,408,155,170,325,97,116,211,100,89,188,56,59,115,0,0,0,16816,18651,35471,1322,1323,2641,443,391,831,22072,24129,46197,3020,3132,6150,51414,55740,107153
LGA20660,35828,38306,74130,2570,2626,5195,458,522,984,13297,14370,27670,404,349,757,155,152,309,180,163,343,59,63,122,65,70,137,82,75,157,0,0,0,14712,15765,30478,2282,2364,4644,278,251,529,19836,21008,40843,2112,2095,4206,57777,61410,119185
LGA20740,9217,9593,18810,2492,2724,5219,131,147,275,4925,5230,10152,112,124,234,19,23,41,69,64,133,20,29,50,18,17,34,15,13,25,0,0,0,5302,5649,10950,243,316,560,122,86,211,8157,8781,16942,1533,1663,3197,18915,20035,38950
LGA20830,13800,14324,28125,2801,3076,5879,158,156,314,6898,7547,14440,154,188,346,33,49,85,65,45,108,29,38,63,32,30,60,12,15,32,0,0,0,7378,8071,15446,381,414,794,187,168,352,10741,11730,22470,1725,1798,3527,26275,27845,54116
LGA20910,27047,29800,56851,2844,3114,5959,395,451,842,10881,11741,22623,245,248,498,89,92,177,133,139,274,33,36,69,7,13,22,54,59,112,0,0,0,11840,12774,24623,2492,2664,5161,209,244,451,17394,18803,36197,1726,2082,3815,46171,50683,96859
LGA21010,3834,4058,7892,790,832,1622,101,102,201,1068,1178,2250,58,68,132,27,24,52,21,16,38,16,18,29,21,21,42,8,0,9,0,0,0,1314,1445,2757,108,107,214,24,26,56,2234,2417,4648,662,676,1335,6729,7151,13877
LGA21110,43629,48053,91684,3420,3667,7095,845,906,1749,19437,20604,40038,525,606,1131,296,317,613,409,419,829,118,124,242,88,79,170,117,125,240,6,6,8,21834,23184,45019,5420,6114,11539,338,324,660,31016,33293,64305,2458,2800,5258,77102,84143,161249
LGA21180,57929,59888,117814,3485,3315,6801,408,374,784,16148,15463,31615,277,292,566,180,168,351,151,146,295,58,65,120,64,44,111,54,42,90,0,0,0,17341,16586,33926,6433,6053,12488,561,488,1050,27821,26444,54266,6028,5519,11539,91775,91848,183622
LGA21270,1948,1811,3754,286,298,580,28,32,55,345,335,677,21,25,48,13,9,22,7,11,17,0,0,5,0,0,3,0,0,0,0,0,0,418,411,830,54,53,106,21,15,34,781,770,1552,309,273,587,3038,2856,5891
LGA21370,10879,10997,21877,1970,2126,4096,441,505,947,2705,2933,5634,135,128,266,27,30,59,52,46,99,22,22,44,42,41,84,5,4,13,0,0,0,3426,3720,7149,245,284,528,92,81,174,5739,6211,11948,1510,1457,2972,18123,18669,36796
LGA21450,26428,26996,53421,2851,3088,5938,295,330,625,18256,19061,37318,287,302,587,109,131,236,121,120,243,57,63,113,61,56,116,25,22,48,0,0,0,19211,20079,39288,1797,2004,3800,385,287,675,24240,25458,49700,2958,3022,5977,53626,55473,109105
LGA21610,88123,89334,177461,5868,5962,11830,1253,1169,2423,50991,51005,101998,815,828,1639,574,469,1042,461,415,879,154,183,338,146,129,283,80,74,156,0,0,0,54470,54281,108754,9882,11270,21161,1118,879,2003,71344,72400,143741,8263,7936,16197,167736,169665,337401
LGA21670,3935,3949,7884,531,658,1185,36,47,84,1141,1207,2344,32,36,71,21,22,38,14,12,21,13,12,20,9,8,18,0,3,0,0,0,0,1260,1343,2604,38,62,96,39,21,59,1861,2088,3948,585,537,1125,6377,6575,12957
LGA21750,6239,6241,12480,1350,1343,2692,55,70,127,1666,1767,3425,57,70,123,24,27,53,19,15,37,7,12,17,17,21,37,4,0,3,0,0,0,1851,1982,3830,288,274,564,56,40,97,3546,3639,7184,855,785,1642,10639,10664,21301
LGA21830,4785,4734,9514,808,791,1598,51,63,111,1121,1185,2300,43,38,75,25,20,44,23,23,45,24,19,38,8,3,13,0,5,4,0,0,0,1279,1352,2637,96,103,198,52,38,90,2237,2283,4523,701,633,1333,7722,7645,15366
LGA21890,36919,39955,76869,2465,2590,5050,842,955,1796,17837,18934,36764,514,590,1104,202,282,480,263,284,550,116,140,256,92,86,181,133,175,308,0,0,0,19997,21446,41446,4800,4651,9447,591,566,1155,27851,29247,57097,3339,3373,6710,68104,72572,140680
LGA22110,12725,12999,25722,2514,2739,5249,450,445,893,4126,4447,8576,194,241,431,47,45,88,108,90,201,54,59,113,49,34,85,41,47,89,0,0,0,5066,5410,10482,300,338,639,150,119,273,8038,8603,16636,2061,2121,4181,22820,23721,46547
LGA22170,36856,38306,75161,3699,4089,7788,346,368,715,16478,17621,34089,310,341,654,75,74,149,140,151,293,73,76,150,46,52,92,47,42,93,0,0,0,17504,18729,36227,1367,1626,2986,529,522,1050,23098,24957,48055,3742,3719,7461,63699,66981,130676
LGA22250,3135,3110,6245,507,542,1053,109,113,222,680,705,1387,39,29,72,18,21,43,7,10,17,10,11,17,13,19,30,0,0,3,0,0,0,877,905,1789,40,62,99,22,22,43,1443,1534,2974,500,471,972,5084,5111,10193
LGA22310,36250,39365,75621,3543,3623,7165,711,744,1457,17900,18747,36644,389,464,847,191,216,405,294,298,594,60,71,130,53,50,99,95,99,191,0,0,0,19686,20684,40366,5917,6078,11999,447,393,835,29597,30774,60370,2391,2762,5150,68238,72897,141139
LGA22410,5708,5582,11293,1300,1348,2650,80,84,163,1226,1335,2565,89,103,194,137,188,331,44,51,98,10,19,31,17,26,46,7,8,10,0,0,0,1620,1808,3426,115,122,239,61,51,115,3090,3338,6429,787,738,1523,9584,9662,19245
LGA22490,7544,7051,14595,509,492,1002,50,58,104,2937,2989,5928,52,49,99,20,21,38,32,29,57,13,13,24,12,17,26,4,8,17,0,0,0,3115,3184,6298,62,69,132,58,60,119,3748,3804,7551,687,616,1300,11978,11470,23447
LGA22620,30293,31583,61880,3623,3944,7559,561,691,1259,14637,16217,30854,413,447,855,193,222,414,175,194,369,86,87,170,115,118,236,78,94,166,0,0,0,16249,18072,34323,1055,1234,2294,373,429,799,21302,23669,44972,3665,3812,7476,55259,59064,114329
LGA22670,41587,42403,83990,4132,3863,7995,444,363,805,15152,13356,28507,246,206,458,200,156,353,209,168,377,44,48,89,44,30,69,29,39,71,0,0,0,16380,14364,30733,8024,8117,16144,521,385,909,29056,26725,55781,4700,4111,8809,75339,73248,148585
LGA22750,63473,67738,131211,9752,10487,20237,1110,1233,2344,34099,37738,71839,744,915,1659,328,357,684,362,373,741,269,293,564,177,221,401,121,148,278,0,0,0,37217,41292,78513,4630,4240,8868,867,810,1678,52465,56815,109288,7939,7150,15091,123882,131708,255586
LGA22830,17660,17647,35303,2907,3021,5924,350,406,752,6089,6612,12702,240,226,466,56,69,123,68,76,140,49,45,94,51,62,116,20,16,37,0,0,0,6928,7506,14441,1252,1435,2687,227,247,479,11313,12217,23528,2890,2598,5489,31863,32457,64322
LGA22910,4559,4738,9297,563,628,1192,76,72,151,1649,1670,3316,48,56,100,21,22,39,21,23,48,21,13,31,16,22,37,15,15,27,0,0,0,1859,1891,3750,126,129,253,34,32,72,2588,2676,5263,663,702,1367,7812,8116,15930
LGA22980,1736,1691,3427,290,317,614,34,33,69,316,296,615,20,22,38,35,42,71,10,12,28,0,4,5,4,9,11,0,5,4,0,0,0,417,424,843,41,45,83,10,9,18,758,797,1551,226,210,427,2714,2695,5410
LGA23110,24506,25930,50439,2867,2912,5774,401,405,808,8600,9278,17878,275,342,625,111,98,213,198,189,385,55,66,123,49,58,107,69,66,138,0,0,0,9769,10503,20273,2106,2175,4283,256,232,492,14996,15818,30816,2154,2143,4290,41660,43889,85544
LGA23190,5579,5687,11263,1555,1666,3228,61,66,122,1236,1328,2563,62,67,123,77,92,170,29,22,48,12,10,22,19,19,41,3,3,5,0,0,0,1500,1598,3094,136,166,307,58,50,105,3245,3483,6730,625,641,1266,9449,9813,19262
LGA23270,59338,60347,119683,5121,5206,10330,1041,1016,2062,29438,29860,59292,514,537,1050,272,270,542,261,238,502,119,127,244,108,94,199,107,103,211,3,3,9,31866,32251,64111,8873,8594,17463,645,515,1155,46502,46562,93062,6412,5895,12304,112244,112803,225051
LGA23350,4864,5072,9942,678,740,1417,420,467,886,1173,1260,2427,84,81,160,25,24,44,35,22,56,6,12,20,20,18,34,18,30,54,0,0,0,1774,1906,3683,80,82,164,41,44,87,2571,2777,5356,689,532,1221,8136,8382,16518
LGA23430,43846,47195,91035,3302,3518,6818,486,510,1002,17174,18391,35566,313,342,655,135,144,274,185,184,367,55,54,107,48,60,113,43,58,100,0,0,0,18433,19745,38180,3541,3568,7110,415,403,817,25690,27235,52930,2732,2819,5548,72263,77249,149516
LGA23670,47470,49669,97135,2279,2413,4687,338,341,678,17175,17781,34952,259,284,544,157,198,353,132,141,273,67,58,125,48,40,88,36,38,74,0,0,0,18214,18875,37088,2683,2985,5670,433,384,816,23605,24656,48262,2576,2699,5273,73649,77027,150674
LGA23810,20784,21198,41980,3534,4005,7541,226,240,468,6708,7322,14034,216,240,452,63,64,125,91,99,188,44,60,100,49,54,101,14,12,26,0,3,3,7412,8084,15500,483,566,1050,277,305,585,11709,12964,24673,3145,3231,6374,35635,37388,73024
LGA23940,2401,2248,4646,259,284,545,31,34,67,487,547,1038,33,32,67,11,6,20,13,6,15,4,3,14,4,0,8,0,4,6,0,0,0,582,644,1220,38,49,84,23,16,40,901,991,1891,456,447,906,3762,3682,7444
LGA24130,14414,14824,29234,1835,1949,3785,186,213,398,5375,5575,10948,108,131,232,35,54,86,54,51,106,30,24,49,24,21,45,15,11,30,0,0,0,5824,6070,11898,377,393,768,126,81,208,8167,8498,16659,1339,1377,2716,23915,24696,48609
LGA24210,35297,37958,73251,2029,2161,4188,340,352,693,13050,13892,26944,253,273,531,171,187,351,203,178,374,49,59,112,17,26,47,55,49,99,0,0,0,14138,15012,29150,4019,4232,8251,212,195,406,20394,21603,41992,1849,2047,3892,57540,61595,119137
LGA24250,2440,2418,4855,698,746,1439,75,75,153,1001,1082,2083,30,59,94,13,16,25,21,18,41,11,12,20,14,9,29,4,8,14,0,0,0,1172,1282,2451,89,99,193,21,13,37,1989,2141,4127,400,395,798,4823,4953,9776
LGA24330,19314,20111,39423,2075,2082,4164,581,592,1173,10746,10752,21499,394,381,775,165,176,346,208,217,420,75,81,160,75,66,140,88,111,202,0,0,0,12340,12373,24709,3648,3183,6831,394,321,720,18459,17962,36420,2389,2036,4420,40166,40103,80266
LGA24410,32236,34318,66558,1691,1826,3522,259,296,554,13320,14389,27712,211,219,424,92,106,197,92,100,193,42,46,84,48,48,99,43,39,84,0,0,3,14108,15247,29351,2045,2341,4387,291,249,546,18138,19665,37802,1811,2009,3819,52191,55999,108180
LGA24600,15888,16529,32419,3223,3193,6414,2212,2226,4433,21054,19965,41016,1510,1578,3087,620,707,1327,972,929,1899,365,370,736,145,143,289,466,430,896,0,0,0,27337,26355,53699,19150,20891,40038,711,559,1275,50420,51004,101420,5876,5539,11417,72186,73075,145262
LGA24650,41529,42244,83766,2960,3234,6197,966,945,1911,24460,25359,49816,431,420,856,258,234,490,234,209,443,111,114,223,100,94,194,69,73,144,0,0,0,26627,27451,54082,3986,4422,8403,455,405,854,34022,35514,69537,6385,4808,11193,81938,82558,164496
LGA24780,14395,14746,29135,2321,2555,4877,685,769,1454,4423,4758,9181,207,255,466,371,395,771,71,97,171,21,23,45,72,78,145,21,17,36,0,0,0,5873,6398,12270,1082,1038,2121,195,163,354,9464,10150,19621,2535,2421,4956,26399,27313,53707
LGA24850,11940,11748,23685,2114,2240,4357,272,237,516,5828,5941,11769,376,277,656,103,70,173,75,55,127,35,28,64,108,66,181,32,34,66,0,0,5,6834,6716,13548,487,529,1010,164,127,289,9592,9613,19208,1568,1489,3061,23096,22859,45954
LGA24900,8222,8197,16422,1834,1936,3770,454,524,982,2160,2174,4332,109,134,240,20,12,37,35,39,74,17,19,40,21,23,35,10,10,23,0,0,0,2826,2936,5760,252,250,504,74,61,136,4990,5184,10172,1267,1178,2443,14479,14562,29040
LGA24970,47661,50975,98633,3722,3757,7478,739,690,1430,20733,20159,40896,509,528,1041,364,344,706,317,351,665,178,168,349,101,90,183,113,129,234,0,0,0,23049,22460,45508,11473,10103,21576,494,394,884,38732,36711,75443,4089,3779,7868,90484,91461,181943
LGA25060,32301,34713,67019,2435,2644,5077,539,573,1117,14029,14905,28935,413,446,856,200,232,435,242,225,466,58,94,153,63,60,122,95,95,196,0,0,0,15646,16635,32274,2935,2879,5817,353,389,740,21370,22546,43912,2360,2428,4788,56031,59686,115718
LGA25150,9919,9878,19802,1720,1853,3568,100,115,218,4180,4405,8589,69,72,139,44,44,87,40,48,85,11,22,38,19,22,42,9,11,22,0,0,0,4467,4744,9217,264,302,561,85,89,174,6538,6990,13521,979,956,1938,17438,17819,35257
LGA25250,39692,43040,82736,3167,3157,6331,1315,1481,2796,21069,22134,43201,766,898,1664,347,400,750,452,470,925,185,188,375,113,134,246,271,308,584,0,0,5,24522,26021,50546,6685,6547,13231,627,603,1233,35002,36337,71340,3791,3761,7551,78487,83137,161621
LGA25340,44246,47488,91738,6279,6737,13016,701,695,1396,18480,20368,38846,647,523,1162,115,90,214,316,239,557,95,83,177,97,86,182,61,62,120,0,3,3,20509,22137,42648,1215,1387,2605,374,357,736,28387,30616,59007,4923,5366,10287,77550,83475,161030
LGA25430,5332,5510,10838,800,859,1655,109,92,207,1916,2092,4007,43,70,111,16,26,45,37,30,68,11,14,26,14,27,45,11,11,20,0,0,0,2165,2361,4527,102,155,253,41,28,70,3108,3402,6511,1243,858,2096,9672,9773,19447
LGA25490,5108,5006,10109,702,787,1486,54,71,121,1397,1509,2903,45,54,101,33,42,71,32,41,74,20,18,33,11,12,21,10,4,13,0,0,0,1597,1743,3336,84,110,190,40,33,73,2417,2673,5089,608,606,1217,8138,8276,16413
LGA25620,4373,4127,8501,591,635,1221,33,48,82,1545,1418,2960,35,50,85,16,14,30,15,18,31,4,9,15,11,10,24,3,0,6,0,0,4,1669,1564,3236,63,79,139,34,15,52,2353,2292,4649,741,660,1404,7464,7085,14549
LGA25710,20936,21319,42251,1127,1163,2287,131,135,269,5545,5722,11266,98,121,217,37,41,77,56,44,102,17,22,42,14,24,44,16,23,37,0,0,0,5927,6135,12061,437,527,960,116,93,208,7600,7919,15518,948,956,1899,29484,30194,59672
LGA25810,3462,3419,6884,646,655,1298,37,38,80,673,701,1370,27,40,67,37,43,83,19,20,35,6,5,13,3,7,13,0,0,0,0,0,0,809,856,1666,144,146,292,29,21,56,1634,1684,3311,610,562,1176,5706,5667,11370
LGA25900,19190,20461,39654,3010,3189,6201,1047,1167,2206,13743,14506,28250,597,691,1285,216,237,451,376,416,792,125,129,249,42,67,111,132,144,271,0,0,0,16273,17345,33618,5211,5429,10638,465,403,867,24952,26367,51315,3452,3339,6795,47593,50170,97765
