LGA_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
LGA15700,5,9,0,75,0,0,0,0,0,0,0,9,0,3,85,105,5,6,4,3,0,0,0,3,0,16,25,57,240,152,23,241,23,181,25,266,43,1306,135,2638
LGA15750,0,5,3,94,0,0,0,3,0,4,0,0,0,3,54,71,8,0,5,0,0,0,0,0,0,14,9,43,365,49,21,226,31,128,8,81,19,382,84,1391
LGA15800,0,0,0,35,0,0,0,0,0,6,0,0,0,0,29,32,0,0,0,0,0,0,0,0,0,5,4,15,133,19,8,105,13,44,5,41,14,209,39,626
LGA15850,0,0,0,26,5,0,0,0,0,0,0,0,0,6,30,44,0,4,0,0,0,0,0,0,0,10,3,21,140,17,8,100,11,69,4,49,6,204,48,647
LGA15900,17,105,0,1891,8,5,3,9,7,9,5,10,9,41,585,683,4,0,9,10,0,3,0,4,5,70,88,198,3942,1000,119,2673,370,1320,220,1253,202,5518,736,17347
LGA15950,16,246,0,3896,14,0,0,9,4,0,0,0,6,7,272,313,6,0,0,3,4,3,0,0,0,22,28,70,3772,423,69,1212,340,1102,118,579,109,1833,320,9878
LGA15990,31,605,9,6056,21,0,11,11,12,14,7,15,14,77,629,821,12,3,7,14,3,3,3,6,4,116,103,277,5888,1458,240,3186,794,2227,425,2194,441,9316,824,26993
LGA16100,0,0,0,40,0,0,0,0,0,0,0,3,0,0,25,32,0,0,0,0,0,0,0,0,0,5,3,16,148,33,11,97,10,78,8,61,7,208,38,705
LGA16150,6,29,0,408,5,0,5,7,4,4,0,0,0,14,144,175,3,0,4,4,0,0,0,4,0,33,22,64,1041,193,20,627,65,388,27,298,45,1424,193,4331
LGA16200,0,3,0,80,0,0,0,0,0,5,0,0,0,0,58,71,0,0,0,0,0,0,0,0,0,8,8,22,326,47,8,227,11,154,13,122,13,525,81,1524
LGA16260,12,85,6,2833,20,0,17,7,5,15,9,6,24,46,643,799,17,3,17,5,3,3,0,0,5,64,127,251,5711,1017,459,2538,1059,2805,497,1530,590,7350,864,24427
LGA16350,4,48,0,1222,18,6,6,7,11,17,3,12,7,56,453,597,13,0,4,8,9,7,3,3,6,106,99,259,3887,657,246,2172,818,1966,334,1103,410,5723,637,17948
LGA16380,3,63,0,566,5,6,4,6,4,9,0,9,6,40,315,403,7,5,6,5,0,5,0,0,0,94,66,189,1472,582,68,1220,119,718,92,925,140,6267,446,12061
LGA16400,5,79,0,532,4,0,3,8,3,5,3,9,6,38,293,363,5,4,0,9,0,3,0,8,0,82,69,185,1071,409,73,1016,156,730,108,767,150,4952,420,9863
LGA16490,10,44,0,1196,13,3,4,6,6,9,0,5,0,9,213,264,11,0,5,0,0,0,0,0,0,21,30,71,2078,261,57,876,150,656,64,411,77,1684,276,6601
LGA16550,13,128,4,3085,9,0,3,3,11,9,10,6,5,31,373,461,14,4,13,0,0,4,0,0,5,53,65,167,3964,602,143,1645,489,1275,246,872,234,3450,490,13402
LGA16610,0,5,0,57,0,4,0,6,3,4,0,0,0,8,100,121,0,0,0,3,0,5,0,0,0,24,32,68,379,159,29,309,31,194,40,201,34,1232,156,2770
LGA16700,12,84,5,2041,8,3,12,6,7,9,6,3,7,20,338,422,4,0,5,3,4,3,0,5,3,39,81,144,3552,584,162,1491,519,1405,230,867,266,3921,491,13496
LGA16900,4,33,0,407,3,0,0,0,0,5,0,3,4,25,197,246,6,0,0,0,4,6,0,0,4,44,60,120,1188,269,92,915,266,664,134,531,158,3580,304,8097
LGA16950,5,105,3,755,0,0,3,5,0,8,3,7,3,55,428,524,3,3,4,5,0,5,0,6,7,143,82,263,1573,749,89,1490,201,980,163,1182,219,7731,641,15027
LGA17000,4,12,0,264,4,0,0,5,0,0,0,0,0,10,115,138,0,0,0,0,0,0,0,0,0,13,11,32,530,86,24,335,52,263,36,162,47,797,142,2480
LGA17040,0,16,0,212,8,0,0,3,0,0,0,0,3,3,125,143,3,4,0,0,0,0,0,0,0,16,24,53,561,156,22,402,40,200,26,193,34,752,156,2546
LGA17080,0,11,0,109,0,0,0,3,0,5,0,0,5,7,67,92,0,0,4,0,0,0,0,0,0,14,15,44,321,86,18,295,28,170,18,125,31,650,103,1839
LGA17100,0,31,0,551,0,0,0,3,0,8,0,5,5,5,125,151,3,0,0,0,3,0,0,0,0,12,24,43,1016,280,80,529,137,440,96,318,102,1091,172,4258
LGA17150,29,254,4,3485,8,11,5,14,9,10,8,8,3,81,507,670,10,3,14,6,7,8,0,9,6,121,70,262,4705,1059,243,2495,854,1923,411,1690,482,9212,652,23731
LGA17200,37,255,12,9849,29,3,12,7,25,22,7,14,14,23,850,996,23,0,7,7,0,3,0,7,3,39,125,220,11627,1427,477,3827,1312,3227,642,1808,467,3967,1054,29833
LGA17310,0,23,0,393,12,0,0,3,0,8,3,5,0,16,239,297,12,3,0,5,0,0,0,4,0,49,47,113,1549,281,44,935,114,556,60,455,90,2389,334,6825
LGA17350,0,3,0,33,0,0,0,0,0,0,0,0,0,0,33,37,4,0,0,3,0,0,0,0,0,9,6,23,135,48,8,109,7,56,5,59,5,304,51,779
LGA17400,0,7,0,37,0,0,0,0,0,3,0,0,0,4,40,50,3,0,0,0,0,0,0,0,0,10,19,33,135,62,7,113,11,76,10,78,18,460,59,1030
LGA17420,12,137,4,2596,17,6,5,9,4,8,6,6,4,42,376,481,7,6,3,3,8,3,4,3,9,60,69,167,3100,715,146,1633,488,1557,220,1175,328,6424,503,16298
LGA17550,6,79,0,570,8,3,0,5,0,8,3,4,5,53,374,472,6,6,3,8,0,9,0,3,0,103,90,230,1295,640,83,1355,165,799,152,977,176,5498,551,11692
LGA17620,0,9,0,104,6,0,0,0,0,3,0,0,0,10,68,86,5,0,4,0,0,0,0,0,0,9,12,30,395,73,15,262,23,173,19,115,23,559,89,1755
LGA17640,4,11,0,102,0,0,0,0,0,3,0,0,0,5,45,59,0,0,0,0,0,0,0,0,0,11,10,19,232,64,11,192,29,124,12,95,17,362,71,1205
LGA17650,0,0,0,47,0,0,0,0,0,0,0,0,0,4,19,30,0,0,0,0,0,0,0,0,0,8,0,10,143,40,6,126,11,69,12,69,9,280,30,794
LGA17750,0,40,0,467,4,0,0,6,7,4,0,0,0,23,283,330,8,0,3,5,4,0,0,4,3,41,43,111,1603,298,55,1036,104,556,53,473,75,2077,350,6678
LGA17850,0,0,0,27,0,0,0,0,0,0,0,0,0,0,16,16,3,0,0,0,0,0,0,0,0,7,3,16,108,24,6,82,6,34,0,20,0,147,25,468
LGA17900,0,0,0,26,0,0,0,0,0,0,0,0,0,0,22,27,3,0,0,0,0,0,0,0,0,4,0,11,122,26,4,62,7,40,6,27,8,138,28,460
LGA17950,0,0,0,19,0,0,0,0,0,0,0,0,0,3,18,16,0,0,0,0,0,0,0,0,0,5,5,10,80,3,3,51,5,23,0,15,6,88,15,287
LGA18020,0,3,0,54,3,0,0,0,0,0,0,0,0,0,35,42,0,0,0,0,0,0,0,0,0,14,11,33,190,50,13,145,15,73,11,94,15,438,54,1092
LGA18050,15,104,0,2620,7,5,6,3,8,5,6,0,5,12,185,238,9,0,3,6,0,4,0,0,0,21,36,87,2727,405,103,963,265,675,129,506,110,1369,244,7487
LGA18100,0,0,0,29,0,0,0,0,0,0,0,0,0,0,15,19,3,0,0,0,0,0,0,0,0,3,7,19,87,35,3,73,9,37,4,32,11,205,25,508
LGA18200,0,7,0,60,0,0,0,0,0,0,0,0,0,4,34,42,0,0,0,0,0,0,0,0,0,8,9,21,178,35,5,107,10,78,8,58,11,333,47,878
LGA18250,10,159,3,1848,4,0,3,5,4,0,0,3,0,19,169,211,6,0,0,0,3,0,0,3,0,15,20,50,1801,338,68,738,192,751,108,582,107,2312,210,7204
LGA18350,12,108,0,813,0,0,0,3,3,8,0,4,0,24,187,246,0,3,0,3,0,6,0,0,0,52,33,107,972,402,58,835,108,557,72,630,104,3123,269,7128
LGA18400,4,26,0,453,3,0,0,0,3,9,3,0,3,11,143,197,7,3,7,7,5,0,0,5,4,34,27,90,970,197,73,701,203,534,100,362,129,1842,200,5310
LGA18450,16,124,0,1914,5,5,10,6,8,15,8,6,9,85,471,631,0,3,9,4,3,4,0,6,5,120,114,271,3544,898,211,2446,689,1906,412,1501,450,9146,696,21898
LGA18500,10,390,9,2959,3,0,0,3,0,5,0,5,3,22,192,232,0,0,13,3,0,5,0,6,3,31,28,92,1795,381,61,774,151,660,75,584,101,1588,240,6407
LGA18710,3,21,0,341,0,0,0,0,0,0,0,0,0,6,46,59,0,0,3,0,0,4,0,0,0,11,6,26,474,83,24,288,50,179,21,158,27,606,61,1962
LGA19399,0,3,0,10,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,36,16,3,21,0,8,3,3,4,18,11,118
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,4,15,0,113,0,0,0,3,0,0,0,0,0,0,58,71,7,0,0,0,0,0,0,0,0,13,13,34,314,141,20,260,39,112,40,174,41,680,83,1894
LGA20260,0,7,0,61,0,0,0,3,0,0,0,0,0,6,63,76,0,0,4,0,0,0,0,0,0,11,11,26,246,77,24,201,26,108,15,109,21,531,77,1434
LGA20570,8,63,3,753,6,0,0,13,3,6,4,5,3,28,329,393,13,0,0,3,0,0,0,0,0,91,63,180,2255,621,80,1765,195,947,145,886,164,4345,469,11872
LGA20660,8,98,6,1639,14,5,0,6,3,11,0,11,0,37,294,383,11,0,0,10,0,7,0,3,4,92,68,203,2976,549,75,1610,269,1056,122,959,140,4520,429,12696
LGA20740,9,49,0,309,0,0,0,3,0,8,0,4,5,21,164,207,5,0,3,5,5,0,0,0,0,58,49,137,586,360,65,628,81,365,77,499,106,2761,262,5781
LGA20830,6,30,0,414,13,3,0,5,0,8,4,5,4,32,171,246,11,5,3,5,0,3,0,7,0,62,41,149,1231,330,66,963,105,558,72,522,123,2659,259,6896
LGA20910,21,285,0,2538,9,3,0,5,5,10,0,7,5,41,278,357,6,5,0,5,5,6,5,6,3,58,30,133,2068,512,46,1251,134,979,93,1036,122,3838,334,10418
LGA21010,0,8,0,98,3,0,0,0,0,7,0,4,0,13,71,98,3,0,3,5,0,0,0,0,0,29,13,51,337,118,31,280,28,157,24,154,32,812,98,2084
LGA21110,27,459,0,3700,11,3,4,10,8,13,3,4,4,45,428,534,8,5,3,7,4,3,3,3,5,60,52,149,3670,913,72,2103,237,1507,141,1443,179,5451,522,16248
LGA21180,7,19,0,707,10,3,5,7,9,18,8,11,12,65,376,514,12,3,9,0,3,5,0,0,3,133,185,350,2608,633,90,1625,253,1600,142,1072,235,6510,684,15455
LGA21270,0,3,0,26,0,0,0,0,0,0,0,0,0,3,26,37,0,0,0,0,0,0,0,0,0,8,7,22,131,51,10,149,8,75,7,64,14,280,42,826
LGA21370,0,21,0,198,9,5,0,0,4,8,0,9,0,22,147,203,3,4,8,0,0,0,0,4,5,58,47,125,793,253,58,698,85,391,46,360,79,1882,237,4892
LGA21450,3,25,4,615,18,0,3,14,9,13,4,7,5,31,282,376,12,0,8,15,9,11,0,3,5,72,81,217,2702,478,87,1713,226,1049,125,650,130,3045,417,10614
