LGA_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
LGA40150,0,3,0,45,0,0,0,0,0,0,0,0,0,0,53,60,0,0,0,0,0,0,0,0,0,6,8,17,232,46,12,145,26,120,8,76,18,308,65,1050
LGA40220,3,17,0,170,6,0,0,0,0,0,0,7,5,21,186,214,4,3,5,3,0,0,0,4,0,33,30,78,392,263,32,453,29,278,30,397,69,2386,242,4579
LGA40250,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,4,0,0,12,30,0,0,12,0,13,0,18,4,51,9,139
LGA40310,4,14,0,176,0,0,0,0,4,4,0,0,0,11,108,130,0,0,0,0,0,0,0,0,0,21,11,32,553,192,23,434,54,262,33,242,48,1360,134,3331
LGA40430,0,0,0,22,0,0,0,0,0,0,0,0,0,5,16,24,0,0,0,0,0,0,0,0,0,3,7,15,42,11,4,57,0,18,0,27,6,229,32,426
LGA40520,0,3,0,50,3,0,0,0,0,4,0,4,0,0,53,65,0,0,0,0,0,0,0,0,0,14,12,29,211,73,13,185,17,107,17,89,16,516,85,1334
LGA40700,9,166,4,972,0,0,0,0,0,3,0,0,0,16,142,167,0,0,0,3,0,0,0,0,0,23,14,44,696,275,18,566,40,457,46,532,45,2155,170,5001
LGA40910,0,21,0,351,5,0,0,0,0,9,0,0,0,29,169,208,0,0,0,0,0,0,0,0,0,24,32,62,1042,275,23,745,59,458,36,428,42,2310,233,5662
LGA41010,0,3,0,21,0,0,0,0,0,0,0,0,0,3,25,30,0,0,0,0,0,0,0,0,0,0,3,10,78,23,3,48,14,38,3,29,4,128,30,406
LGA41060,9,82,4,1123,12,0,0,8,0,7,0,3,0,35,426,496,5,0,3,5,0,0,3,3,3,63,59,157,2958,672,62,1862,179,1004,97,919,118,4802,554,13228
LGA41140,4,3,0,73,0,0,0,0,0,0,0,0,3,0,49,62,0,0,0,0,0,0,0,0,0,7,3,17,198,91,15,233,24,109,19,104,19,447,69,1328
LGA41190,0,3,0,3,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,4,38,19,6,32,5,18,4,16,9,73,18,224
LGA41330,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0,0,5,0,27,6,0,11,5,21,0,14,7,40,16,137
LGA41560,4,13,0,83,0,0,0,0,0,4,0,3,3,14,109,122,0,0,0,0,0,0,0,0,0,31,24,62,230,94,8,250,28,131,21,184,30,1258,154,2384
LGA41750,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,30,3,8,0,8,0,35,12,127
LGA41830,0,0,0,7,0,0,0,0,0,0,0,0,0,0,18,21,0,0,4,0,0,0,0,0,0,4,0,12,32,9,5,28,5,13,4,18,5,85,27,218
LGA41960,0,0,0,11,0,0,0,0,0,0,4,0,0,0,16,14,0,0,0,0,0,0,0,0,0,5,0,4,25,3,3,29,0,22,3,14,0,87,14,206
LGA42030,0,8,0,90,0,0,0,4,0,0,0,0,0,0,102,112,0,0,0,0,0,0,0,3,0,11,9,31,453,121,19,381,44,236,18,215,35,1162,133,2819
LGA42110,0,0,0,16,0,0,0,0,0,0,0,0,0,4,28,34,0,0,0,0,0,0,0,0,0,0,0,0,72,31,8,73,10,56,13,39,14,215,37,559
LGA42250,0,6,0,78,5,0,0,0,0,0,0,0,0,0,47,50,4,4,0,0,0,0,0,0,0,9,6,24,231,62,11,178,18,90,18,79,19,302,58,1060
LGA42600,15,62,0,594,3,0,0,4,5,4,4,0,0,14,163,196,4,0,0,0,0,0,0,0,0,25,17,58,764,281,24,616,59,365,58,428,67,2039,202,4900
LGA42750,0,3,0,26,0,0,0,0,0,0,0,0,0,3,32,38,0,0,0,0,0,0,0,0,0,4,5,12,89,92,5,103,13,36,5,65,9,258,38,717
LGA43080,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,16,4,8,0,5,0,40,5,119
LGA43220,0,0,0,11,0,0,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0,0,0,0,0,0,5,35,4,0,31,0,8,5,4,0,32,16,143
LGA43360,0,0,0,24,0,0,0,0,0,0,0,0,0,0,21,27,0,0,3,0,0,0,0,0,0,4,0,9,47,22,7,42,4,22,7,40,12,144,26,373
LGA43650,0,5,0,68,0,0,0,0,0,0,0,0,0,3,71,83,0,0,3,3,3,0,0,0,3,10,9,30,316,89,14,305,40,164,22,135,25,534,94,1723
LGA43710,0,8,0,43,0,0,0,0,0,0,0,0,0,0,49,56,0,0,0,0,0,0,0,0,0,0,0,7,115,51,13,122,6,58,11,55,17,251,58,754
LGA43790,0,3,0,60,5,0,0,0,0,0,0,0,0,0,57,69,0,0,0,5,0,0,0,0,0,8,16,39,260,82,18,235,23,79,21,116,25,669,90,1616
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10
LGA44060,10,22,0,590,3,0,4,9,3,7,0,0,0,19,334,389,3,0,5,5,3,0,0,0,0,38,40,98,2182,549,51,1550,163,753,94,737,109,3697,432,10314
LGA44210,0,6,0,27,0,0,0,0,0,0,0,0,0,3,80,90,0,0,0,0,0,0,0,0,0,11,3,25,149,69,6,150,24,90,12,119,27,621,101,1358
LGA44340,6,77,4,814,4,4,3,0,0,4,0,0,0,25,230,274,3,0,4,0,0,0,0,0,0,27,29,59,1178,349,39,932,74,593,51,616,60,3017,285,7189
LGA44550,4,21,4,276,0,0,0,0,0,3,0,3,4,10,212,238,4,0,0,0,4,4,0,0,0,25,12,52,902,235,30,679,79,356,56,318,61,1462,246,4421
LGA44620,3,15,0,110,5,0,5,3,0,3,0,7,0,8,93,116,6,0,0,0,0,0,0,5,0,23,11,45,573,122,21,482,49,234,24,222,25,1170,130,3049
LGA44830,0,0,0,14,0,0,0,0,0,0,0,0,0,0,32,35,0,0,0,0,0,0,0,0,0,0,0,3,78,18,6,62,5,41,6,37,4,177,42,477
LGA45040,0,9,0,60,0,0,0,0,0,3,0,0,0,7,91,108,4,0,0,0,0,0,0,0,0,28,19,58,376,128,18,313,39,195,21,168,32,1108,133,2517
LGA45090,0,6,0,58,0,0,0,5,0,5,0,0,0,3,38,52,0,0,4,6,0,0,0,0,0,9,19,37,205,72,15,234,18,77,11,70,14,306,69,1092
LGA45120,0,3,0,23,0,0,0,0,0,0,0,3,0,0,23,30,0,3,0,0,0,0,0,0,0,4,0,8,115,29,3,99,12,41,16,59,7,215,29,631
LGA45290,8,48,0,566,6,0,0,4,0,0,0,0,0,5,135,147,0,3,0,0,8,0,0,3,0,10,17,37,854,283,20,658,52,367,28,348,29,1359,167,4165
LGA45340,9,56,6,682,11,3,0,8,12,13,0,5,0,66,584,711,13,6,4,8,5,13,0,4,0,97,77,231,3255,881,114,2760,322,1675,188,1447,225,8065,765,19682
LGA45400,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,3,0,0,0,0,0,5,25,0,0,24,0,9,4,6,0,35,8,121
LGA45540,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,16,0,0,0,0,0,0,0,0,0,3,0,3,24,4,0,15,5,17,0,21,0,107,16,209
LGA45680,0,25,0,191,10,0,0,4,7,10,0,8,4,28,307,368,3,0,3,6,0,4,0,0,0,56,60,145,1522,332,62,1114,140,838,69,528,110,2814,428,7959
LGA45890,3,25,0,732,3,4,3,6,4,8,0,5,4,33,405,481,5,0,0,0,0,0,0,0,0,32,59,105,2855,651,51,1896,199,1136,107,814,112,3886,528,12223
LGA46090,4,0,0,77,0,0,0,0,0,3,0,4,0,10,108,122,0,0,0,0,0,0,0,0,0,20,14,36,255,53,13,186,30,106,16,112,23,502,127,1421
LGA46300,0,10,0,89,0,0,0,0,0,0,0,4,0,7,112,126,0,0,0,0,0,0,6,0,0,12,9,30,252,91,22,224,25,106,22,123,25,629,141,1661
LGA46450,0,5,0,72,0,0,0,3,0,4,6,4,0,7,84,104,0,0,0,6,0,0,0,0,0,19,19,48,288,64,10,255,30,151,18,139,21,873,112,1965
LGA46510,0,19,0,279,0,0,0,4,0,0,0,0,0,9,81,99,0,0,0,0,0,0,0,0,0,5,3,15,510,143,14,407,34,211,24,175,27,584,87,2216
LGA46670,0,7,0,49,0,0,0,0,0,0,0,0,0,6,37,53,0,0,0,5,0,0,0,0,0,10,11,30,210,71,12,168,15,80,15,86,19,490,63,1235
LGA46860,0,7,0,18,0,0,0,0,0,0,0,0,0,0,21,25,0,0,0,0,0,0,0,0,0,0,0,3,44,10,3,30,0,9,8,19,11,93,26,263
LGA46970,0,0,0,94,0,0,0,0,0,0,0,0,0,0,23,22,0,0,3,0,0,0,0,0,0,0,0,4,141,12,0,41,5,35,4,0,5,3,22,275
LGA47140,6,16,6,320,8,5,5,11,0,13,3,18,5,38,359,460,9,6,5,3,0,8,0,0,4,95,90,215,2243,564,66,1693,180,1267,93,906,151,5020,527,12718
LGA47290,0,0,0,14,0,0,0,0,0,0,0,0,0,4,10,16,0,0,0,0,0,0,0,0,0,0,0,0,70,12,4,47,3,23,0,13,0,85,10,272
LGA47490,0,0,0,18,0,0,0,0,0,0,0,0,0,0,21,22,0,0,0,0,0,0,0,0,0,0,0,6,40,18,0,51,4,13,3,27,0,107,25,305
LGA47630,0,3,0,39,4,0,0,3,0,0,0,0,0,0,30,44,5,0,0,0,0,0,0,0,0,9,14,25,214,46,11,172,19,59,9,49,10,208,52,843
LGA47700,3,38,3,507,4,0,0,3,3,9,5,0,0,41,311,369,4,0,5,0,0,5,0,3,0,65,39,127,2023,437,51,1556,146,981,104,777,104,4939,401,11516
LGA47800,0,4,0,32,0,0,0,0,0,0,0,0,0,0,25,33,0,0,0,0,0,0,0,0,0,6,4,20,134,31,8,142,10,50,8,48,11,269,35,751
LGA47910,0,0,0,14,0,0,0,0,0,0,0,0,0,3,18,27,0,0,0,0,0,0,0,0,0,8,0,10,58,24,4,71,6,30,11,29,4,194,26,448
LGA47980,3,99,0,802,5,0,0,3,5,4,0,0,0,4,124,144,3,0,0,0,0,0,0,3,0,12,16,39,829,257,20,620,54,376,42,376,40,1532,147,4288
LGA48050,0,19,0,90,0,5,0,0,0,0,0,0,0,8,97,113,0,3,5,0,0,0,0,0,0,22,11,45,136,141,16,212,20,127,28,229,29,1770,133,2837
LGA48130,0,7,0,25,0,0,0,0,0,0,0,0,0,0,41,41,0,0,0,0,0,0,0,3,0,6,5,22,113,39,11,130,8,84,0,73,8,300,54,825
LGA48260,0,35,0,200,0,0,0,0,0,3,0,0,0,0,26,34,3,0,0,0,0,0,0,0,0,5,0,9,163,70,11,123,15,88,5,82,8,375,33,968
LGA48340,0,10,0,92,0,0,0,3,0,0,0,0,4,8,49,70,4,0,3,0,0,3,0,0,0,17,16,48,218,87,20,253,14,155,22,129,27,590,82,1595
LGA48410,5,24,0,486,0,0,0,4,0,0,0,0,7,24,190,233,3,3,0,6,0,0,0,0,0,26,21,61,1506,442,34,1073,87,526,69,460,58,1972,238,6482
LGA48540,0,7,0,110,4,0,0,3,0,0,0,0,0,13,103,124,6,0,0,5,0,0,0,0,0,31,26,61,397,72,5,320,37,253,23,153,39,887,147,2328
LGA48640,0,0,0,13,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,4,26,4,4,21,0,12,3,8,3,34,11,132
LGA48750,0,3,0,33,0,0,0,0,0,0,0,3,0,6,45,55,0,0,0,0,0,0,0,0,0,3,10,20,74,67,18,103,7,57,12,90,19,500,57,1001
LGA48830,0,12,0,72,0,0,0,0,0,0,0,0,0,6,88,103,0,0,0,4,0,3,0,0,0,19,15,51,148,97,16,235,17,133,27,154,31,1003,124,1986
LGA49399,0,4,0,17,0,0,0,0,0,0,0,0,0,5,20,24,0,0,5,0,0,0,0,0,0,0,0,11,80,11,9,33,4,20,0,10,4,64,21,254
LGA49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,3,18,0,253,0,0,0,4,0,4,0,4,0,16,250,282,0,4,0,0,0,0,0,0,0,40,25,76,716,314,50,677,81,365,61,397,68,1735,312,4786
LGA50210,9,20,0,566,11,4,0,3,3,6,3,0,0,34,518,584,7,0,5,4,0,0,0,5,6,45,47,119,1922,325,76,1231,170,900,75,556,87,2394,589,8311
LGA50250,0,0,0,125,0,0,0,0,0,0,0,0,0,0,38,41,0,0,0,0,0,0,0,0,0,0,0,5,197,8,17,48,23,37,3,3,8,26,50,419
LGA50280,3,7,0,111,0,0,0,0,0,0,0,0,0,4,150,162,4,0,0,0,0,0,0,0,0,10,4,26,269,185,28,321,30,115,30,138,37,547,168,1856
LGA50350,0,5,0,191,0,0,0,5,0,0,0,0,0,3,105,116,4,0,0,0,0,0,0,0,0,6,7,15,440,55,11,244,33,180,18,106,24,446,121,1672
LGA50420,6,18,0,926,6,0,3,5,0,8,0,4,7,20,470,517,0,0,0,4,0,4,5,0,0,26,34,74,2040,372,46,1194,144,665,47,472,71,2162,541,7754
LGA50490,0,9,0,418,4,0,0,0,0,9,0,0,6,0,357,379,3,0,0,0,0,0,0,3,0,7,26,47,1248,241,36,710,76,464,46,256,58,925,400,4455
LGA50560,0,0,0,12,0,0,0,0,0,0,0,0,0,0,21,18,0,0,0,0,0,0,0,0,0,3,4,6,25,16,3,26,10,24,5,29,3,98,28,257
LGA50630,0,0,0,19,0,0,0,0,0,0,0,0,0,0,21,25,0,0,0,0,0,0,0,0,0,0,3,3,23,6,5,26,9,17,4,9,3,59,20,197
LGA50770,0,0,0,10,0,0,0,0,0,0,0,0,0,4,17,20,0,0,0,0,0,0,0,0,0,0,0,7,50,16,4,46,4,18,0,17,9,80,23,254
LGA50840,0,0,0,38,0,0,0,0,0,0,0,0,0,4,51,53,0,0,0,0,0,0,0,0,0,0,7,12,90,43,11,101,16,63,9,66,14,321,69,798
LGA50910,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,3,22,8,0,18,4,6,0,12,4,37,9,125
LGA50980,0,0,0,166,0,0,0,6,0,3,0,0,0,5,158,172,4,0,0,0,0,0,0,0,0,8,13,31,473,61,10,182,30,97,9,55,16,173,184,1298
LGA51080,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,3,6,35,0,0,28,0,13,0,14,7,18,10,128
LGA51120,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,23,5,0,15,0,11,0,15,0,29,6,112
LGA51190,4,18,0,280,0,5,0,0,0,0,0,0,0,18,218,252,0,0,0,3,0,0,0,4,0,15,17,39,617,160,26,557,69,344,23,306,45,1344,262,3736
LGA51260,5,54,0,371,3,4,0,6,0,4,0,6,0,18,360,399,4,0,0,0,0,4,0,4,0,30,32,76,679,313,53,710,73,299,61,400,52,2089,431,5171
LGA51310,0,85,0,840,6,0,4,0,3,3,0,0,0,7,143,169,0,0,0,0,0,0,0,0,0,14,5,20,584,165,16,382,39,265,22,267,28,935,150,2851
LGA51330,13,37,0,695,6,5,0,6,0,8,3,4,0,22,435,495,4,0,0,6,0,4,0,6,0,33,39,93,1552,528,55,1248,126,877,68,735,82,2896,506,8669
LGA51400,0,3,0,178,0,0,0,0,0,0,0,0,0,3,147,157,3,0,0,0,0,0,0,0,0,10,10,28,376,70,25,304,42,189,17,128,30,561,162,1903
LGA51470,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,17,0,6,0,5,0,13,11,83
LGA51540,0,0,0,44,0,0,0,0,0,0,0,0,0,0,40,43,0,0,4,0,0,0,0,0,0,8,3,15,154,23,13,67,12,59,3,26,8,103,46,511
LGA51610,0,0,0,13,0,0,0,0,0,0,0,0,0,0,17,20,0,0,0,0,0,0,0,0,0,3,3,7,41,17,4,31,11,27,0,14,3,48,18,213
LGA51680,3,7,0,72,0,0,0,0,0,3,0,0,0,0,63,66,5,0,0,0,0,4,0,0,0,0,4,14,132,35,12,101,7,98,14,42,15,230,71,760
LGA51710,0,0,0,24,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,32,7,5,22,6,20,0,6,3,7,14,116
LGA51750,4,73,0,345,0,0,0,0,0,0,0,3,0,10,58,68,0,0,0,0,0,0,0,0,0,3,6,9,203,57,3,130,17,117,10,118,10,458,67,1186
LGA51820,6,29,0,1203,8,0,4,4,4,11,3,8,3,29,740,812,10,0,0,6,0,0,0,4,0,34,57,115,3021,485,61,1882,240,1190,118,746,112,3143,840,11831
LGA51860,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,6,0,9,0,4,0,27,9,69
LGA51890,0,0,0,41,0,0,0,0,0,0,0,0,0,6,64,68,3,0,0,0,0,0,0,0,0,8,10,25,110,36,8,120,17,113,10,90,23,443,81,1047
LGA51960,0,0,0,60,0,0,0,0,0,0,0,0,0,4,25,38,0,0,0,0,0,0,0,0,0,5,4,12,79,18,4,35,5,67,3,11,0,61,32,318
LGA52030,0,3,0,16,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,5,6,37,8,3,19,0,11,0,10,3,75,17,188
LGA52100,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,3,35,9,0,30,5,12,3,9,4,40,11,148
LGA52170,0,56,0,348,0,0,0,0,0,0,0,0,0,4,55,64,0,0,0,0,0,0,0,0,0,6,3,12,138,63,4,120,17,81,6,111,12,304,61,915
LGA52240,0,0,0,11,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,3,0,3,35,6,4,25,0,15,5,4,4,40,9,134
LGA52310,0,0,0,6,0,0,0,0,0,0,0,0,0,0,17,18,0,0,0,0,0,0,0,0,0,0,0,0,30,13,3,22,0,14,0,16,0,34,17,143
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,18
LGA52450,0,0,0,7,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,4,9,10,3,25,0,22,0,9,3,36,13,123
LGA52520,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,4,5,43,7,0,32,5,16,0,8,0,23,12,140
LGA52590,0,3,0,27,0,0,0,6,0,0,0,0,0,0,45,49,0,0,0,0,0,0,0,0,0,7,3,7,91,36,4,59,9,35,0,47,10,181,45,528
LGA52660,4,3,0,122,0,0,0,4,0,0,0,0,0,6,122,131,0,0,0,0,0,0,0,0,0,11,8,18,323,71,15,249,27,161,25,95,24,589,143,1719
LGA52730,0,10,0,40,0,0,0,0,0,0,0,0,0,0,86,88,0,0,0,0,0,0,0,0,0,6,7,17,82,62,13,81,8,40,9,87,8,346,99,837
LGA52800,0,0,0,44,0,0,0,0,0,0,0,0,0,0,41,51,0,0,0,0,0,0,0,0,0,11,3,12,143,8,8,44,11,30,4,19,0,130,51,450
LGA52870,0,3,0,68,0,0,0,3,0,0,0,0,0,4,59,70,3,0,0,0,0,0,0,0,0,6,6,14,147,46,11,117,19,85,5,64,16,330,69,917
LGA52940,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,9,15,4,0,18,0,3,0,4,0,29,6,92
LGA53010,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,4,27,6,0,20,5,0,0,5,0,22,5,88
LGA53080,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,8,4,0,0,5,0,23,6,63
LGA53150,0,13,0,182,0,0,0,0,0,0,4,3,0,0,42,52,0,0,0,0,0,0,0,0,0,0,0,4,144,39,0,123,8,74,10,87,5,263,44,812
LGA53220,0,0,0,102,0,0,0,0,0,0,0,0,0,5,24,34,0,0,0,0,0,0,0,0,0,0,3,6,168,10,12,52,16,34,0,9,9,64,29,405
LGA53290,6,14,5,142,0,0,6,4,0,0,0,0,0,8,128,147,0,0,0,4,0,0,0,0,0,10,3,30,347,77,17,244,24,123,16,99,13,446,150,1550
LGA53360,0,0,0,32,0,0,0,0,0,0,0,0,0,0,50,48,0,0,0,0,0,0,0,0,0,4,0,7,99,25,7,54,16,15,3,17,6,74,47,365
LGA53430,5,42,0,750,3,0,0,0,3,5,0,6,0,3,249,272,0,0,0,5,4,0,0,0,0,13,6,26,809,205,28,603,74,323,47,299,38,973,266,3665
LGA53570,3,6,0,50,0,0,0,0,0,0,0,3,0,4,69,81,0,0,0,0,0,0,0,0,0,12,8,22,114,43,11,66,14,65,8,53,15,334,84,812
LGA53640,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,4,0,7,39,9,4,26,0,17,5,6,0,28,9,137
LGA53710,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,4,0,8,28,10,3,19,0,12,0,4,5,32,11,129
LGA53780,8,11,0,472,3,5,5,5,0,6,5,10,4,23,585,654,3,4,5,10,0,0,0,0,4,54,69,150,1939,444,83,1442,155,1212,81,737,126,3390,732,10339
LGA53800,0,22,0,342,0,0,0,4,0,0,0,0,0,11,359,388,3,4,0,6,0,0,0,4,0,23,35,73,829,189,38,627,77,404,51,303,50,1257,413,4238
LGA53920,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,8,12,34,0,8,4,0,8,0,12,0,62,14,145
LGA53990,5,0,4,235,0,0,0,0,3,4,0,0,0,7,226,243,3,0,0,3,0,4,0,0,0,17,18,46,578,119,33,467,50,297,41,221,62,1210,258,3334
LGA54060,0,0,0,30,0,0,0,0,0,0,0,0,0,0,58,57,0,0,0,0,0,0,0,0,0,8,9,16,64,23,8,58,0,35,6,32,14,223,67,529
LGA54130,0,0,0,12,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,28,6,8,3,13,0,36,9,141
LGA54170,25,110,0,2072,8,4,6,6,11,10,0,7,0,44,981,1077,11,7,10,5,4,7,4,14,6,78,61,200,3233,873,124,2366,300,1647,153,1450,229,6359,1092,17825
LGA54200,11,36,0,607,7,0,0,5,3,3,3,6,3,28,384,436,6,3,3,4,0,5,0,0,3,34,29,98,1228,271,41,849,105,617,49,485,86,2337,446,6515
LGA54280,8,0,0,486,0,0,0,0,4,4,0,0,0,4,191,206,3,0,0,4,0,0,3,4,0,6,18,39,994,66,26,399,67,319,32,97,33,305,214,2551
LGA54310,10,3,0,535,5,0,0,0,0,0,0,0,0,4,155,166,0,0,0,0,0,0,0,0,0,0,10,13,739,33,24,231,71,157,14,42,21,86,164,1595
LGA54340,0,3,0,27,0,0,0,3,0,0,0,0,0,3,18,25,0,0,0,0,0,0,0,0,0,6,7,6,105,22,3,72,15,27,8,33,5,148,28,460
LGA54410,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,4,0,21,8,0,31,0,16,0,8,0,45,13,148
LGA54480,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,13,0,9,0,6,0,5,0,45
LGA54550,0,0,0,29,0,0,0,0,0,0,0,0,0,0,5,6,4,0,0,0,0,0,0,0,0,0,4,3,63,15,3,46,8,20,0,10,4,49,13,221
LGA54620,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,33,7,0,18,7,7,0,3,6,16,9,103
LGA54690,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,8,0,5,0,5,0,18,6,53
LGA54760,0,0,0,14,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,7,36,9,0,15,3,9,0,8,0,18,10,102
LGA54830,4,3,0,205,0,0,0,0,7,7,0,0,0,4,305,327,3,0,0,0,0,0,0,0,0,16,17,36,877,170,26,553,82,413,36,211,47,882,342,3640
LGA54900,0,0,0,17,0,0,0,0,0,0,0,0,0,0,8,8,4,0,0,0,0,0,0,0,0,0,0,4,61,14,5,27,3,10,4,5,0,16,10,159
LGA54970,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,5,0,3,0,0,0,16,4,50
LGA55040,0,0,0,13,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,3,29,0,6,10,0,14,0,0,0,17,14,89
LGA55110,15,79,4,765,3,0,7,11,4,9,0,12,6,53,843,937,5,7,10,5,0,0,0,0,0,105,80,206,1253,363,80,1185,143,950,88,752,183,5648,981,11632
LGA55180,0,5,0,48,0,0,0,0,0,0,0,0,0,0,81,90,3,0,0,0,0,0,0,0,0,8,12,30,211,89,22,193,20,91,16,73,12,347,105,1177
LGA55250,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0,0,0,0,0,0,0,3,3,28,3,5,4,0,5,0,5,0,16,9,70
LGA55320,10,139,3,1744,3,0,3,6,4,10,4,9,3,24,495,560,9,0,0,5,0,0,0,3,0,65,38,128,1928,503,65,1393,139,891,75,969,122,4421,566,11072
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,10,6,17
LGA55460,0,5,0,26,0,0,0,0,0,0,0,0,0,0,22,28,0,0,0,0,0,0,0,0,0,0,4,9,65,25,4,60,7,38,6,19,4,101,30,349
LGA55530,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,5,9,0,0,9,0,4,0,0,4,15,4,49
LGA55600,0,0,0,14,0,0,0,0,0,0,0,0,0,0,16,19,0,0,0,0,0,0,0,0,0,0,0,3,59,12,6,60,6,23,7,15,4,50,17,261
