LGA_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
LGA21670,11,0,0,0,11,3,0,12,242,44,14,6,304,0,0,7,312,28,0,341,402,99,19,4,521,0,6,8,527,44,0,576,54,10,7,0,73,0,0,0,73,0,3,75,3,0,0,3,3,0,0,0,3,3,0,8,701,156,33,9,905,6,8,12,916,80,6,1004,4,0,0,0,7,0,4,4,11,0,0,10,4,0,0,0,4,0,0,0,5,0,0,5,5,4,0,0,11,0,4,4,14,0,0,22,711,159,33,9,920,6,8,16,933,86,6,1016,188,57,14,5,275,8,6,10,285,102,0,384,3,0,0,0,3,0,0,0,3,0,14,17,906,214,55,17,1191,10,19,27,1220,190,20,1429
LGA21750,31,0,0,0,31,4,0,34,705,85,6,8,811,6,6,0,814,31,0,841,1401,207,34,14,1655,4,0,4,1658,48,0,1706,142,16,15,7,179,4,0,4,183,6,0,193,20,4,0,15,33,0,0,0,33,5,0,43,2270,313,60,38,2684,7,6,10,2690,86,3,2782,3,0,0,0,5,0,0,0,5,0,0,5,9,7,0,3,16,3,3,4,22,0,3,23,16,12,0,3,25,3,3,4,26,0,3,32,2285,323,60,39,2704,9,3,13,2719,86,4,2811,315,50,11,12,395,9,0,9,404,84,0,483,5,0,0,0,5,0,0,0,5,0,6,7,2605,375,72,57,3107,14,3,21,3130,171,13,3309
LGA21830,18,0,0,0,18,6,0,18,601,79,5,5,690,4,0,4,696,17,0,712,889,112,13,16,1034,5,0,5,1040,33,3,1073,93,6,13,9,117,0,0,0,114,4,0,122,18,0,0,36,49,0,0,0,49,0,0,56,1601,193,33,62,1887,13,0,13,1905,54,4,1962,0,5,0,0,4,0,0,0,4,0,0,4,22,0,0,0,25,0,0,0,25,0,0,25,29,5,0,0,32,0,0,0,32,0,0,32,1630,200,33,60,1921,13,0,13,1933,54,4,1994,325,24,20,20,396,9,3,10,407,62,0,462,3,0,0,0,3,0,0,0,3,0,11,11,1959,225,53,82,2321,21,3,24,2343,112,15,2469
LGA21890,689,19,5,22,712,127,3,845,5472,887,97,30,6479,116,29,136,6617,373,4,7001,7225,1422,142,43,8834,99,26,126,8957,271,13,9240,1009,156,129,8,1305,7,6,11,1321,51,0,1370,34,19,0,57,117,0,0,0,117,5,9,133,13749,2485,374,136,16738,227,52,279,17016,703,28,17753,103,34,5,5,148,29,0,31,184,19,0,199,261,62,5,6,332,32,6,38,374,13,0,386,370,96,11,15,485,59,9,69,556,33,0,594,14114,2581,379,145,17223,287,63,347,17570,741,28,18344,2761,713,131,72,3680,105,36,144,3822,788,10,4620,19,0,0,27,43,4,0,4,51,5,47,106,16893,3293,514,245,20943,395,104,499,21442,1532,88,23063
LGA22110,35,0,0,0,35,4,0,40,1058,170,27,17,1271,25,3,29,1305,89,0,1396,2109,382,76,37,2605,20,0,20,2626,164,0,2789,189,35,53,9,279,0,0,0,279,11,0,294,31,17,0,42,89,0,4,4,87,12,4,98,3394,602,154,100,4248,45,6,53,4298,275,4,4580,11,0,0,0,12,0,0,0,11,0,0,11,18,7,0,0,27,3,3,6,32,8,0,39,30,6,0,0,36,3,3,4,42,8,0,49,3414,612,154,100,4286,52,10,58,4345,279,4,4633,715,155,28,22,918,38,3,39,956,210,4,1171,11,3,0,9,19,4,0,4,25,0,12,38,4141,762,183,131,5223,89,13,103,5326,493,23,5841
LGA22170,526,3,0,3,526,38,6,573,5076,612,82,31,5805,66,21,92,5888,342,15,6250,8475,1137,154,57,9820,73,10,81,9905,298,13,10218,1280,177,157,12,1625,15,4,14,1636,47,0,1683,111,5,6,95,220,6,0,6,223,18,20,256,14938,1933,397,195,17465,151,36,191,17656,702,47,18405,88,15,0,0,99,11,5,11,117,10,0,131,199,19,7,5,234,5,3,12,246,15,0,262,290,39,7,5,336,18,9,21,358,30,0,390,15231,1974,397,204,17803,174,41,213,18022,729,48,18793,3135,388,92,72,3682,83,28,114,3793,497,13,4298,38,0,7,9,48,0,0,0,55,5,73,128,18394,2359,492,292,21542,254,72,330,21864,1229,134,23223
LGA22250,13,0,0,0,12,3,0,18,349,20,0,5,367,0,0,0,366,16,0,384,567,59,4,8,638,0,0,0,638,13,0,650,46,0,9,0,53,0,0,0,53,0,0,53,6,0,0,11,17,0,0,0,17,0,4,18,964,80,12,21,1069,0,0,0,1074,30,4,1109,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,8,0,0,11,8,0,0,0,8,0,0,0,11,0,0,6,970,81,12,21,1082,3,0,3,1086,35,4,1116,184,16,0,7,212,5,6,9,219,32,0,256,9,0,0,0,9,0,0,0,9,0,12,26,1161,93,12,30,1302,6,6,13,1311,69,15,1396
LGA22310,1216,26,4,34,1251,124,0,1367,8780,961,116,34,9888,186,49,238,10124,463,8,10604,9680,1537,148,66,11432,128,26,151,11584,322,22,11930,1105,128,125,11,1373,12,0,12,1387,48,0,1435,115,15,7,89,225,0,0,0,225,7,22,255,19683,2647,394,199,22920,327,69,399,23324,841,53,24214,177,22,3,5,212,24,0,24,234,9,0,236,305,30,11,0,345,9,5,13,363,20,3,387,484,53,15,5,556,31,5,39,591,24,3,624,20165,2698,410,207,23477,361,77,438,23916,863,53,24843,3487,502,75,70,4133,90,29,122,4247,509,10,4769,57,12,0,54,117,6,0,6,122,0,60,185,23711,3210,486,323,27723,455,104,562,28288,1374,130,29790
LGA22410,13,0,0,0,13,0,0,18,466,76,14,5,559,7,0,7,570,42,0,614,963,138,36,17,1156,3,3,12,1162,19,5,1189,98,22,10,9,139,0,0,0,143,7,0,149,8,7,0,21,38,0,0,0,38,0,9,43,1530,241,60,55,1895,13,7,22,1913,73,6,1995,11,0,0,0,11,0,0,0,11,0,0,11,11,0,0,0,15,3,0,3,21,12,0,26,28,0,0,0,26,3,0,3,26,12,0,39,1556,240,60,55,1917,19,7,23,1943,83,6,2032,321,50,13,28,409,18,11,24,431,88,0,520,7,0,0,0,8,0,0,0,8,0,11,15,1879,298,76,86,2331,35,13,52,2385,163,18,2567
LGA22490,73,0,0,0,73,3,3,83,1178,140,24,11,1358,3,0,5,1365,78,3,1449,2271,258,45,16,2584,9,6,13,2597,53,0,2650,294,33,31,5,372,0,0,0,372,7,0,379,15,10,0,31,52,0,0,0,52,0,6,60,3763,446,104,66,4367,16,9,14,4387,139,11,4540,16,0,0,0,22,0,0,0,22,3,0,25,41,6,0,0,52,0,0,0,52,3,0,54,59,6,0,0,72,0,0,0,73,6,0,81,3822,450,106,66,4440,17,9,16,4456,147,11,4617,732,90,17,25,859,7,5,11,870,68,0,938,0,0,0,3,8,0,0,0,8,0,16,22,4558,543,124,91,5307,20,8,30,5338,214,30,5579
LGA22620,301,5,3,5,302,38,0,340,4266,579,119,23,4986,46,15,64,5051,267,5,5323,7168,1024,164,55,8407,52,12,62,8475,268,10,8751,876,126,134,15,1151,15,0,20,1169,41,0,1213,63,6,0,84,153,0,0,6,154,31,3,191,12370,1733,416,173,14696,118,33,157,14845,606,24,15472,58,5,0,0,64,19,0,19,79,6,0,88,157,30,6,3,199,16,0,16,212,12,0,226,213,38,6,3,262,33,0,33,297,15,0,310,12586,1777,429,178,14956,151,33,183,15142,622,24,15790,2513,431,117,41,3098,62,19,80,3183,583,0,3766,18,0,11,3,37,0,0,0,37,9,53,101,15109,2205,551,227,18096,216,47,264,18357,1217,77,19649
LGA22670,903,42,7,51,955,267,17,1236,5515,744,101,39,6402,127,42,166,6572,507,15,7099,4673,1468,94,40,6281,117,48,171,6445,499,15,6965,545,122,71,9,750,13,4,10,766,59,0,821,81,25,4,102,208,4,0,4,217,34,14,262,10816,2359,276,190,13638,266,97,358,13992,1101,42,15141,229,47,8,3,292,65,4,70,361,46,0,410,304,78,9,7,396,47,36,82,474,59,0,540,535,124,14,13,687,117,35,153,836,104,3,951,11349,2484,286,202,14326,377,133,505,14833,1206,49,16089,5573,1755,194,210,7728,423,103,530,8260,2681,59,10996,45,24,3,82,167,15,0,15,181,17,180,380,16970,4264,484,495,22218,816,234,1052,23270,3905,289,27467
LGA22750,886,12,0,14,903,98,8,1007,9127,1387,211,49,10771,136,38,178,10946,580,22,11545,16929,2297,370,96,19690,152,36,190,19879,536,21,20438,2063,285,273,16,2639,27,0,26,2665,69,0,2731,147,20,0,154,327,5,0,4,335,4,16,361,28279,3986,854,307,33431,317,74,397,33825,1188,61,35076,153,41,17,0,212,19,0,19,232,23,0,259,485,71,3,12,570,32,11,41,609,20,0,631,633,116,19,12,779,51,13,64,839,41,0,888,28912,4104,874,318,34206,373,89,460,34664,1230,62,35954,5745,993,172,152,7063,130,41,167,7231,1123,23,8373,43,4,0,20,67,0,0,0,67,3,85,159,34693,5104,1047,493,41340,497,128,628,41966,2352,165,44490
LGA22830,120,3,0,3,118,28,0,154,2382,324,40,11,2760,35,21,51,2811,126,6,2947,3563,492,84,19,4155,34,18,49,4208,141,5,4347,358,71,77,6,514,0,0,5,513,28,5,544,32,6,0,63,99,0,0,0,102,10,4,111,6337,895,196,99,7526,72,37,104,7633,303,16,7947,46,0,0,0,46,3,5,14,59,10,0,71,56,17,0,5,76,9,5,16,90,25,0,114,107,17,0,5,126,16,11,25,152,34,0,186,6438,914,196,97,7651,87,45,136,7787,332,16,8138,1462,378,60,55,1956,122,51,169,2128,992,16,3138,18,8,0,17,46,0,0,0,46,0,63,106,7920,1295,260,173,9654,209,94,306,9959,1331,91,11382
LGA22910,14,0,0,0,14,0,0,18,370,78,0,7,451,10,8,11,468,19,3,486,668,199,11,9,886,3,0,6,897,54,0,946,85,28,10,0,126,0,0,0,127,4,0,131,14,0,0,9,32,0,0,0,32,0,0,32,1140,296,22,30,1493,18,7,25,1515,76,3,1595,9,0,0,0,8,3,0,3,13,0,0,13,10,8,0,0,12,0,0,0,12,0,0,12,15,14,0,0,27,3,0,3,28,0,0,28,1157,308,22,30,1516,21,7,25,1545,76,3,1620,278,74,9,7,370,5,0,5,374,55,0,425,0,0,0,6,6,0,0,0,6,0,0,5,1426,381,36,45,1885,28,7,32,1920,130,4,2051
LGA22980,7,0,0,0,7,0,0,7,128,11,5,0,141,0,0,0,143,7,0,145,300,24,0,0,320,0,3,3,327,8,0,338,47,0,0,0,45,0,0,0,45,0,0,45,3,0,0,8,7,0,0,0,7,0,0,7,476,34,5,8,517,0,8,8,523,21,0,537,3,0,0,0,3,3,0,3,3,0,0,3,10,0,0,0,10,0,0,0,10,0,0,10,6,0,0,0,6,3,0,3,12,0,0,12,483,34,5,8,527,3,8,10,532,21,0,546,165,13,4,3,184,3,0,6,189,56,3,242,0,0,0,0,0,0,0,0,0,0,5,5,644,48,9,11,702,10,7,14,721,72,10,799
LGA23110,467,12,0,17,478,79,3,557,4509,542,81,13,5138,87,22,110,5247,233,6,5486,5043,723,95,16,5878,54,10,65,5947,224,3,6175,781,89,101,6,971,15,0,15,985,26,0,1013,42,9,0,54,106,4,0,4,110,0,13,125,10381,1359,275,86,12095,163,36,195,12289,479,26,12793,99,21,0,3,119,28,0,28,151,11,0,160,173,34,9,0,210,5,0,11,222,6,3,230,267,55,8,3,328,33,0,32,367,18,3,389,10643,1416,286,87,12424,197,31,227,12656,501,32,13183,2239,534,120,74,2967,112,27,139,3105,599,12,3726,8,6,0,17,31,0,0,0,31,7,50,85,12891,1950,404,180,15427,311,56,366,15794,1107,89,16984
LGA23190,22,0,0,0,22,3,0,26,718,73,17,6,808,0,0,0,808,33,0,841,1328,147,23,19,1516,9,3,9,1530,42,3,1568,155,14,7,0,183,0,0,0,183,0,0,185,9,0,0,13,25,0,0,0,25,0,0,26,2210,240,47,35,2521,15,3,16,2538,76,3,2618,3,4,0,0,7,0,0,0,7,0,0,11,22,7,0,0,29,0,4,5,33,0,0,33,28,12,0,0,37,0,4,5,39,0,0,48,2235,247,47,35,2565,10,5,24,2584,78,3,2662,392,60,28,7,489,0,0,4,495,71,0,567,3,3,0,6,14,0,0,0,14,0,3,15,2626,316,73,44,3061,20,8,30,3087,154,10,3247
LGA23270,1360,61,34,93,1454,551,10,2010,8874,1313,151,62,10397,259,74,340,10733,795,29,11554,11033,2255,260,121,13667,288,89,376,14039,749,37,14829,1507,292,168,24,1997,31,5,35,2032,102,8,2141,180,43,4,240,469,16,0,16,485,58,58,608,21592,3898,587,446,26528,599,167,767,27291,1707,129,29131,429,139,13,26,601,137,20,157,757,70,0,829,768,258,11,30,1069,137,85,216,1288,160,9,1453,1192,398,27,57,1670,273,102,367,2042,232,9,2285,22789,4295,609,503,28196,871,269,1140,29337,1939,140,31407,9768,4255,441,578,15042,851,351,1202,16240,6838,114,23189,99,61,4,178,340,3,0,3,340,47,274,657,32656,8613,1051,1256,43575,1718,621,2337,45909,8816,530,55256
LGA23350,21,0,0,0,19,0,0,26,761,73,19,8,862,0,0,0,861,38,0,899,1083,163,29,5,1286,0,3,3,1284,29,3,1320,130,11,11,0,161,0,0,0,161,3,0,163,11,0,0,17,28,0,0,0,28,3,0,31,1987,249,65,24,2333,0,3,6,2337,73,3,2413,18,0,0,0,16,0,0,0,23,3,0,20,15,10,0,0,22,0,0,0,22,4,0,27,33,6,0,0,42,0,0,0,42,6,0,50,2021,257,65,24,2371,8,3,8,2378,81,3,2466,284,40,15,0,347,0,0,3,345,40,0,383,0,0,0,5,5,0,0,0,5,0,4,10,2308,298,81,32,2713,7,3,13,2726,116,10,2857
LGA23430,969,10,6,24,987,129,3,1115,8000,943,155,20,9111,142,29,172,9284,370,13,9665,10344,1243,202,54,11842,103,22,130,11971,338,6,12322,1337,153,149,15,1657,17,4,21,1678,51,0,1729,98,5,6,89,203,0,0,0,203,3,22,226,19778,2346,517,177,22822,260,57,321,23135,763,46,23941,168,12,3,0,187,8,0,8,200,13,0,212,288,44,8,5,343,10,11,19,358,20,0,385,460,56,10,4,527,20,11,29,560,34,0,593,20237,2401,525,181,23346,281,67,351,23699,797,44,24538,3422,477,94,79,4071,73,16,96,4165,545,9,4717,28,7,0,37,71,0,0,0,71,0,57,131,23686,2884,624,297,27489,351,87,443,27935,1345,105,29382
LGA23670,1188,27,0,28,1220,133,0,1355,7531,901,112,21,8567,106,35,138,8709,352,15,9070,10108,1445,162,56,11766,110,40,151,11922,352,5,12274,1187,152,174,9,1524,9,8,17,1540,56,0,1595,95,17,3,129,245,0,0,0,247,14,19,279,18919,2521,450,212,22107,222,83,309,22416,769,37,23224,205,28,0,0,233,17,0,17,244,6,0,251,322,53,8,3,392,23,8,30,420,12,3,441,528,82,13,3,623,32,8,42,667,22,3,689,19447,2601,463,219,22730,258,95,350,23081,796,42,23916,4146,668,131,73,5023,77,14,88,5114,688,3,5805,37,6,0,45,84,0,0,0,82,3,50,143,23629,3272,592,337,27838,334,104,438,28278,1484,98,29858
LGA23810,119,0,0,0,122,13,0,139,2022,282,43,13,2366,41,12,55,2424,122,0,2543,3776,481,86,42,4390,78,20,99,4487,192,6,4683,518,62,53,9,650,12,0,16,659,28,0,689,44,4,8,40,97,3,0,3,102,4,11,116,6362,836,191,108,7495,134,32,172,7664,350,23,8040,40,15,0,7,64,9,0,9,76,7,0,86,100,10,6,5,121,19,3,26,147,4,0,156,141,28,4,10,191,25,3,36,222,15,0,244,6500,861,199,119,7684,165,38,202,7886,363,28,8279,1387,244,56,70,1755,80,25,109,1863,458,24,2348,23,4,0,7,34,0,0,0,34,3,42,79,7910,1110,259,197,9472,246,69,315,9788,828,92,10707
LGA23940,10,0,0,0,10,0,0,10,210,5,3,5,229,0,0,0,225,12,0,239,402,49,0,12,464,0,0,0,464,7,0,475,41,9,13,0,63,0,0,0,63,0,0,63,13,0,0,12,27,0,0,0,27,3,0,32,671,64,16,28,777,0,0,0,778,22,0,805,0,0,0,0,0,0,0,0,0,3,0,3,3,5,0,0,8,0,0,0,8,3,0,13,5,5,0,0,10,0,0,0,13,8,0,25,674,66,16,28,787,0,0,6,787,33,0,828,123,22,4,8,160,7,0,7,164,52,0,214,4,0,0,5,9,0,0,0,9,0,9,18,804,89,24,45,954,11,0,14,961,86,9,1056
LGA24130,181,0,4,3,189,21,0,206,2605,278,93,20,2999,32,4,38,3033,149,6,3187,3989,554,81,39,4650,37,11,41,4696,94,0,4797,464,76,52,9,601,3,0,3,600,13,0,615,56,7,6,40,107,4,0,4,109,0,0,110,7111,917,229,107,8355,66,13,86,8442,259,9,8709,33,3,5,0,40,0,0,0,41,3,0,45,90,9,0,0,98,8,0,10,108,0,0,109,126,9,5,0,134,12,0,12,147,7,0,156,7235,924,227,107,8497,79,17,98,8587,265,9,8866,1249,160,41,49,1498,12,13,26,1528,111,5,1647,19,0,0,3,20,0,0,0,20,0,16,37,8501,1084,270,155,10017,94,27,123,10140,379,31,10551
LGA24210,1176,31,16,42,1218,173,0,1390,6104,716,109,22,6949,134,29,160,7107,416,8,7529,6934,1403,146,38,8524,90,49,142,8667,355,6,9034,629,116,116,4,866,12,4,12,878,52,4,932,51,18,4,83,163,5,0,5,164,4,16,182,13718,2251,372,150,16495,239,80,323,16813,821,39,17677,155,23,6,3,189,18,4,21,204,23,0,227,244,38,4,12,301,45,16,57,359,32,0,387,401,63,8,14,480,64,21,79,560,58,0,618,14120,2310,379,163,16977,297,102,399,17376,874,39,18288,3546,714,100,75,4434,145,44,186,4618,766,15,5399,33,15,0,30,72,0,0,0,73,0,48,119,17698,3032,481,270,21478,443,138,589,22071,1640,102,23813
LGA24250,3,0,0,0,3,0,0,6,301,41,12,3,359,0,0,0,356,29,3,387,551,94,24,6,673,0,0,0,674,35,0,707,38,14,10,0,58,0,0,0,58,0,0,58,4,6,0,17,25,0,0,0,25,0,0,25,886,159,39,24,1114,6,0,6,1118,61,3,1181,0,0,0,0,0,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,5,0,0,5,892,159,39,24,1116,6,0,6,1128,61,3,1193,121,19,6,0,147,3,0,3,150,23,0,169,5,0,0,0,5,0,0,0,5,0,4,9,1015,180,42,27,1265,9,0,9,1278,85,5,1363
LGA24330,311,5,8,19,329,70,0,394,3579,539,73,13,4204,66,23,87,4297,243,3,4538,3537,696,61,14,4317,38,25,62,4384,187,6,4576,611,81,109,5,800,7,5,19,824,23,0,843,19,8,3,23,54,0,0,0,49,4,0,56,7751,1325,254,52,9374,115,60,170,9551,460,15,10015,74,34,9,0,110,14,0,19,127,13,0,135,127,40,8,4,181,11,11,19,197,17,0,216,200,70,20,4,292,28,11,33,329,26,0,355,7946,1392,275,55,9663,141,67,211,9875,485,15,10369,1577,345,72,37,2034,48,22,74,2104,426,22,2550,16,7,0,14,37,0,4,5,40,4,25,70,9542,1744,346,111,11733,186,96,285,12016,909,57,12992
LGA24410,622,3,0,6,635,77,7,718,5009,590,106,11,5723,75,23,93,5815,279,6,6105,8327,1003,139,26,9497,74,10,88,9578,239,13,9825,1003,108,108,15,1224,8,0,9,1230,35,3,1268,54,3,0,70,123,0,0,0,124,5,11,142,14390,1695,347,122,16559,152,40,188,16746,552,36,17335,95,10,3,6,112,8,3,8,124,9,0,132,249,19,0,6,275,9,9,15,291,18,0,306,341,29,3,15,386,18,15,30,416,31,0,441,14732,1724,353,139,16945,168,50,213,17156,584,36,17780,3157,402,62,60,3681,62,14,75,3752,451,12,4219,23,5,0,26,48,0,0,0,48,0,55,105,17905,2131,412,218,20669,225,62,288,20963,1033,109,22101
LGA24600,170,10,3,10,185,44,0,225,2288,306,50,6,2653,75,7,79,2730,175,7,2910,1718,468,36,10,2230,34,12,40,2275,108,3,2380,382,73,69,0,528,10,0,10,539,12,0,552,5,4,0,24,40,0,0,0,43,9,4,56,4401,849,166,41,5450,120,12,136,5587,306,15,5903,129,9,5,0,147,17,8,18,162,12,0,172,127,19,0,0,144,16,24,35,183,29,0,213,256,31,5,0,291,27,28,59,350,40,0,387,4655,878,169,41,5745,148,44,191,5932,339,15,6289,1386,331,72,49,1847,72,18,91,1938,442,0,2383,12,4,3,18,38,0,0,0,38,0,12,50,6049,1220,243,106,7624,226,63,286,7904,781,31,8717
LGA24650,1016,30,6,32,1053,163,4,1224,9447,1177,194,60,10887,219,73,292,11183,596,28,11800,10006,1882,240,116,12246,185,43,231,12478,617,21,13114,1450,210,161,28,1848,30,0,34,1883,72,11,1968,157,16,9,193,379,6,3,8,387,27,49,462,21063,3298,610,397,25357,447,120,566,25923,1310,109,27346,382,107,9,23,519,98,4,104,628,61,6,691,648,165,30,19,858,59,23,87,944,46,4,996,1029,268,36,43,1379,161,27,190,1566,112,11,1689,22093,3563,644,434,26739,605,148,750,27490,1422,112,29032,7591,1863,283,325,10060,370,82,445,10503,1977,60,12541,80,28,0,121,230,0,0,0,230,26,214,465,29759,5457,926,884,37020,977,228,1203,38227,3427,383,42035
LGA24780,70,0,0,0,75,8,0,84,2053,254,42,8,2358,26,6,38,2390,118,5,2511,2579,380,50,38,3044,41,12,60,3102,117,14,3228,301,58,40,9,402,0,0,0,402,26,0,429,32,7,0,69,108,0,0,0,107,21,4,133,4970,694,130,117,5915,72,23,91,6006,276,21,6304,22,4,0,0,27,32,0,32,56,15,0,70,45,13,8,8,73,6,9,15,83,16,0,102,65,16,8,7,96,43,9,46,143,26,0,174,5034,714,141,123,6010,115,24,137,6146,309,21,6472,1088,211,30,47,1385,51,15,62,1446,431,14,1884,17,3,0,7,33,0,0,0,33,6,49,89,6143,927,170,185,7420,164,39,197,7621,743,79,8448
LGA24850,137,0,0,0,137,18,0,155,2111,215,71,32,2429,20,9,33,2459,135,8,2602,2878,331,52,32,3295,20,9,28,3332,111,4,3443,418,47,53,5,520,6,0,6,527,31,0,557,44,13,0,38,93,4,0,4,100,7,11,111,5451,605,176,107,6335,55,17,69,6408,288,13,6710,61,4,4,0,70,15,0,15,77,7,0,86,126,14,3,12,161,3,0,3,165,15,0,179,187,26,8,12,230,16,0,16,250,18,0,260,5641,630,183,119,6564,70,17,88,6655,297,13,6972,1520,236,64,78,1900,35,4,42,1945,287,4,2234,7,0,0,13,24,0,0,0,24,0,21,50,7170,874,244,207,8494,103,25,135,8626,584,41,9252
LGA24900,26,0,0,0,26,0,0,36,1014,81,33,13,1147,0,3,3,1149,33,0,1187,1601,159,16,13,1790,10,5,13,1799,57,5,1862,193,12,23,4,233,0,0,0,235,3,0,242,46,0,0,20,72,0,0,0,72,0,5,73,2851,254,75,50,3235,15,6,15,3252,99,6,3362,12,0,0,0,12,3,0,3,20,4,0,17,42,10,7,0,57,0,4,7,57,0,0,61,52,12,7,0,68,3,4,7,76,3,0,84,2910,270,84,53,3306,17,7,26,3331,102,13,3443,437,96,12,13,564,36,0,37,601,172,0,770,6,0,0,5,7,0,0,0,7,0,23,32,3349,366,96,70,3878,52,16,69,3944,271,32,4248
