LGA_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
LGA32450,6,11,3,0,5,0,0,14,7,0,0,0,0,0,0,3,4,5,0,0,0,0,0,6,12,26,13,7,16,0,0,78,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,7,15,33,12,12,16,3,0,94,29,13,14,0,10,0,0,67,0,3,0,4,0,0,0,7,47,48,27,19,20,0,0,164
LGA32500,8,8,13,3,4,0,0,43,0,3,0,0,0,0,0,4,0,4,0,5,0,0,0,9,10,25,23,15,9,0,0,82,0,0,0,0,0,0,0,11,0,7,3,0,0,0,0,4,0,7,5,0,4,0,0,17,9,31,25,10,10,0,0,95,31,30,13,10,4,0,0,94,0,5,0,0,0,0,0,5,41,64,41,22,15,0,0,193
LGA32600,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,6,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,9,3,0,0,0,0,12
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4
LGA32770,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,3,7,0,3,0,0,21,4,0,0,0,0,0,0,9,0,5,0,0,0,0,0,6,8,4,0,0,0,0,0,8,7,5,10,0,5,0,0,27,36,20,15,12,5,0,0,86,0,0,0,0,0,0,0,0,41,28,25,15,9,0,0,121
LGA32810,28,47,33,10,17,7,0,140,0,3,0,0,0,0,0,5,0,0,0,6,0,0,0,13,37,74,56,37,52,13,0,264,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,3,5,0,3,0,0,10,35,78,63,37,52,13,0,274,45,53,35,19,11,4,0,168,0,5,0,0,0,0,0,10,84,142,96,51,68,15,0,451
LGA33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,12
LGA33200,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,10,0,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,10,0,5,0,0,36,8,4,6,7,3,0,0,20,0,0,0,0,0,0,0,0,12,20,13,7,7,0,0,57
LGA33220,209,437,350,245,226,13,3,1489,32,32,22,27,24,6,0,138,17,32,14,6,10,3,0,82,365,779,635,496,549,51,16,2886,23,64,44,38,29,0,0,199,49,78,37,32,26,3,0,219,71,141,83,64,55,3,0,427,439,917,719,564,603,56,17,3306,610,685,410,317,269,22,10,2326,8,22,7,4,9,0,0,49,1059,1615,1131,886,877,79,28,5678
LGA33360,133,233,145,141,131,11,4,792,24,21,15,8,12,0,0,73,6,10,8,7,10,0,0,43,242,460,348,319,330,39,8,1742,21,48,29,19,23,4,0,138,44,66,46,22,12,0,0,184,63,110,74,45,30,4,0,324,303,569,414,357,364,45,11,2068,436,410,203,149,100,19,4,1322,10,14,8,11,0,0,0,42,754,991,626,519,464,63,11,3438
LGA33430,1142,2243,1591,1122,1408,404,174,8077,314,393,282,157,247,85,38,1523,69,91,66,60,39,20,13,360,2269,4556,3556,2682,3594,1155,522,18349,74,179,124,87,78,31,20,599,167,264,142,89,108,30,5,805,244,442,266,182,189,61,26,1403,2511,4997,3820,2863,3785,1221,550,19752,1786,2051,1278,889,960,309,151,7426,64,82,58,37,30,13,0,273,4368,7139,5155,3793,4774,1534,705,27449
LGA33610,17,31,34,29,8,0,0,118,5,3,3,0,0,0,0,12,0,0,0,0,0,0,0,8,46,68,67,44,32,0,0,256,0,3,0,9,9,0,0,18,5,9,3,4,0,0,0,16,5,11,6,9,9,0,0,37,46,79,71,58,37,0,0,294,70,39,21,21,16,0,0,164,0,0,0,0,0,0,0,3,118,128,91,72,47,6,0,465
LGA33620,103,218,161,116,136,34,10,765,11,17,11,5,12,0,0,56,8,11,7,6,10,3,0,40,179,344,267,218,270,47,14,1333,17,14,6,9,11,0,0,54,6,19,14,14,6,0,0,61,24,31,23,21,15,0,0,114,196,372,288,243,286,52,14,1450,285,303,223,130,119,10,0,1070,7,6,4,6,0,0,0,20,488,681,514,374,406,60,16,2543
LGA33800,15,34,20,13,19,4,0,108,0,6,0,0,0,0,0,6,4,0,0,6,0,0,0,6,25,63,44,31,41,10,0,217,0,11,0,3,0,0,0,18,0,4,4,0,3,0,0,12,6,16,4,3,6,0,0,30,27,82,47,40,41,10,0,245,42,33,34,16,16,3,0,154,4,3,6,4,0,0,0,16,76,122,87,60,57,15,0,411
LGA33830,6,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,6,0,0,0,21,6,8,3,0,8,0,0,14,0,0,0,0,0,0,0,0,6,8,3,0,8,0,0,14,12,11,4,6,8,0,0,29,32,29,16,11,4,0,0,88,4,0,0,0,0,0,0,4,48,36,23,9,10,0,0,128
LGA33960,599,1029,665,475,509,103,37,3409,184,199,133,91,91,30,7,746,56,73,41,37,25,4,3,241,1314,2336,1657,1322,1500,345,137,8613,83,177,121,79,64,7,0,536,126,201,79,52,51,8,5,521,208,375,201,130,117,21,6,1056,1524,2713,1861,1454,1616,363,146,9669,1758,1821,981,642,521,82,56,5867,49,50,47,12,14,4,0,170,3329,4578,2886,2110,2150,451,197,15708
LGA33980,33,65,31,14,13,0,0,151,5,10,3,6,0,0,0,27,5,0,0,0,0,0,0,4,92,179,110,53,66,5,0,503,0,8,7,7,0,0,0,20,9,9,8,0,5,0,0,28,7,21,9,6,5,0,0,51,97,199,118,58,77,0,0,551,49,47,16,12,9,0,0,137,3,0,0,0,0,0,0,4,156,250,140,72,80,3,0,697
LGA34420,4,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,5,3,0,0,18,5,16,6,8,0,0,0,32,0,0,0,0,0,0,0,0,6,16,6,8,0,0,0,35,12,20,9,10,3,0,0,54,19,19,14,5,4,0,0,57,4,5,3,4,0,0,0,14,34,43,27,21,5,0,0,128
LGA34530,82,137,92,72,77,4,3,460,6,13,11,8,4,0,0,49,3,9,3,10,7,0,0,25,160,261,205,163,202,32,10,1033,0,11,8,12,6,0,0,38,5,9,6,7,5,0,0,32,7,19,20,18,9,0,0,73,167,284,216,179,212,38,10,1103,103,127,53,42,46,3,0,376,3,5,6,10,7,0,0,25,273,407,275,225,262,38,10,1498
LGA34570,3,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,13,3,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,12,10,3,9,0,0,0,0,25,13,9,10,5,4,0,0,33,0,0,0,0,0,0,0,0,22,17,14,5,3,0,0,62
LGA34580,71,162,113,82,90,15,3,539,23,19,15,19,21,4,0,103,6,12,4,3,7,0,0,36,139,301,221,172,214,34,13,1093,12,14,13,9,10,0,0,44,14,29,16,5,9,3,0,79,26,40,29,17,16,3,0,126,164,339,248,183,229,41,13,1214,219,231,138,108,94,6,3,797,3,9,3,4,0,0,0,22,388,579,387,297,325,46,16,2037
LGA34590,757,1288,987,648,731,169,70,4650,243,278,171,119,126,43,26,1001,77,109,61,35,35,7,4,327,1752,2972,2252,1614,1948,488,210,11235,149,239,147,109,113,22,9,780,175,284,125,100,85,21,10,804,329,520,269,210,198,38,19,1585,2075,3494,2517,1822,2149,528,232,12816,2612,2472,1384,897,913,188,109,8568,99,97,48,41,18,6,0,310,4783,6063,3954,2767,3067,719,339,21698
LGA34710,5,13,13,4,6,0,0,43,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,6,16,31,23,17,21,4,0,108,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,5,0,7,0,0,0,0,0,9,16,35,25,17,23,4,0,115,10,4,5,3,0,0,0,25,0,0,0,0,0,0,0,0,19,42,31,18,27,4,0,144
LGA34770,242,476,351,193,226,18,3,1517,34,37,11,12,13,3,0,108,16,33,15,10,9,0,0,84,454,988,748,523,652,74,22,3471,27,56,35,21,17,0,0,162,38,53,36,18,14,0,0,151,60,111,72,37,29,0,0,315,514,1098,822,562,686,73,26,3785,536,452,248,164,121,13,5,1537,7,14,12,9,4,0,0,49,1059,1570,1080,734,807,88,30,5368
LGA34800,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,12,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,9,0,0,3,0,0,14
LGA34830,3,8,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,20,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,5,10,3,0,0,0,0,28,12,6,0,0,0,0,0,15,5,0,0,0,0,0,0,5,21,15,7,3,5,0,0,47
LGA34860,21,48,26,18,21,3,0,143,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,5,45,118,62,51,56,9,4,334,5,6,8,4,3,0,0,15,6,0,0,0,4,0,0,12,9,9,8,6,4,0,0,32,56,122,69,58,62,9,4,371,45,53,17,20,11,0,0,149,0,0,0,0,0,0,0,0,100,179,88,74,69,9,4,523
LGA34880,29,76,49,29,36,4,0,224,0,7,9,3,10,0,0,25,0,12,0,0,0,0,0,11,55,150,109,80,99,6,0,501,4,8,5,10,6,0,0,37,19,12,12,5,0,0,0,41,24,23,15,7,6,0,0,75,78,171,128,87,105,6,0,576,122,126,74,56,33,6,0,420,4,8,5,3,0,0,0,25,208,307,211,151,135,10,0,1024
LGA35010,908,1876,1283,887,1040,254,98,6332,295,359,244,134,192,56,24,1307,68,91,53,34,39,13,3,302,2036,4003,2996,2162,2874,793,331,15198,106,207,147,94,104,7,8,664,196,267,140,81,89,10,5,787,295,477,285,166,190,25,8,1453,2335,4482,3279,2336,3062,822,340,16647,2433,2547,1400,1014,895,158,74,8528,40,65,34,29,12,8,0,186,4813,7084,4715,3371,3971,982,412,25362
LGA35250,0,3,5,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,6,7,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,6,7,0,0,26,15,22,14,9,0,0,0,59,0,0,0,0,0,0,0,0,15,27,26,13,10,0,0,87
LGA35300,31,70,38,27,19,0,0,185,7,3,3,5,0,0,0,25,3,7,5,6,0,0,0,17,97,186,130,103,83,3,0,606,9,17,9,4,3,0,0,39,17,18,3,7,3,0,0,47,27,33,12,7,7,0,0,86,126,221,142,115,84,3,0,695,188,142,68,29,18,0,0,445,0,7,0,0,0,0,0,11,314,369,213,142,106,3,0,1149
LGA35600,3,14,13,9,5,0,0,45,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,3,12,34,30,23,16,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,12,34,31,19,16,0,0,113,16,18,14,3,12,0,0,61,0,0,0,0,0,0,0,3,30,55,39,21,28,0,0,182
LGA35670,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,3,7,3,0,0,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,4,8,3,0,0,0,0,21,24,9,0,7,8,0,0,45,0,3,0,0,0,0,0,5,27,20,9,11,7,0,0,72
LGA35740,83,169,145,104,153,21,4,679,15,35,30,27,30,6,0,138,3,7,7,3,3,0,0,27,114,286,282,208,330,49,13,1292,0,10,10,6,15,4,0,45,0,13,13,5,3,0,0,37,5,20,15,15,19,4,0,78,122,305,301,221,350,49,13,1371,81,117,79,74,85,12,4,454,3,7,7,7,6,0,0,23,207,429,391,296,442,65,21,1844
LGA35760,15,23,21,12,17,0,4,84,0,4,6,0,5,0,0,8,0,0,4,0,0,0,0,4,22,47,57,26,37,0,4,194,0,4,0,6,4,0,0,10,4,7,6,7,3,0,0,19,0,8,8,7,7,0,0,31,28,57,60,34,43,0,4,222,54,38,37,13,16,0,0,163,0,3,0,0,0,0,0,6,78,99,101,53,61,4,4,393
LGA35780,9,17,9,3,3,0,0,44,0,6,0,0,0,0,0,4,6,0,4,4,0,0,0,16,29,52,33,24,24,0,0,154,4,14,3,0,0,0,0,26,3,4,4,0,0,0,0,18,10,13,9,7,5,0,0,43,39,73,41,28,26,0,0,196,55,50,17,8,4,0,0,139,3,3,3,4,0,0,0,12,97,128,61,43,31,0,0,350
LGA35790,5,9,13,5,0,0,0,29,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,15,9,23,13,7,0,0,0,58,0,7,0,0,0,0,0,9,7,4,0,0,0,0,0,14,8,12,3,0,0,0,0,21,15,32,18,10,3,0,0,79,61,78,40,16,7,0,0,217,0,0,0,0,0,0,0,3,78,111,61,29,16,0,0,294
LGA35800,0,6,4,3,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,23,10,10,4,0,0,51,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,5,9,20,10,10,4,0,0,53,30,23,10,5,0,0,0,63,0,0,0,0,0,0,0,0,36,44,22,9,4,0,0,119
LGA36070,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,3,0,0,0,14,3,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,13,10,13,6,3,3,0,0,25,4,6,4,0,0,0,0,13,4,0,0,0,0,0,0,7,16,13,11,7,3,0,0,47
LGA36150,5,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,0,0,0,12
LGA36250,248,520,378,268,310,68,37,1826,75,106,60,47,64,16,11,381,14,23,18,8,14,0,4,74,522,1136,901,678,957,279,128,4604,18,41,29,19,21,10,4,135,30,49,42,17,22,3,0,166,50,95,65,35,42,10,7,304,571,1231,972,710,1001,291,130,4906,472,472,303,215,227,47,38,1772,20,22,4,9,3,0,0,65,1062,1725,1279,942,1236,338,167,6744
LGA36300,5,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,5,0,0,0,0,23,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,18,5,0,0,0,0,29
LGA36370,215,382,251,180,200,24,8,1254,30,59,29,17,21,6,0,154,21,14,12,9,7,0,0,59,400,785,570,419,493,73,25,2766,32,50,32,26,20,0,0,161,44,58,37,22,13,5,0,173,79,104,68,46,38,9,0,335,475,892,639,464,529,77,25,3101,617,497,305,160,150,14,5,1747,16,21,7,7,3,0,0,62,1111,1407,955,629,682,96,27,4907
LGA36510,50,115,100,96,87,22,7,477,15,25,23,25,8,4,0,97,10,8,0,7,6,0,0,26,99,225,212,205,204,33,13,997,7,12,9,7,13,0,0,40,5,19,13,11,6,0,0,57,11,29,17,14,16,0,0,97,115,256,237,224,220,33,13,1092,201,208,124,78,75,11,6,702,3,3,9,5,0,0,0,25,323,467,371,305,298,52,17,1824
LGA36580,38,97,55,51,48,11,3,303,9,23,8,4,7,0,0,49,0,3,3,0,0,0,0,10,70,182,114,86,118,16,3,595,4,13,11,8,4,0,0,41,11,10,11,7,7,0,0,43,14,29,14,15,11,3,0,85,88,207,130,99,126,21,3,680,135,178,88,69,51,8,0,536,0,6,3,0,0,0,0,11,224,392,224,177,181,32,3,1228
LGA36630,57,134,86,62,60,7,0,406,6,12,7,6,4,0,0,35,9,12,5,3,9,0,0,33,103,222,157,143,145,16,4,786,4,13,10,10,3,0,0,33,21,15,12,7,8,0,0,58,24,28,20,14,11,0,0,93,123,248,174,154,157,16,4,885,212,232,125,102,82,6,5,768,7,10,4,6,0,0,0,22,345,489,308,259,239,23,5,1671
LGA36660,73,168,103,79,80,8,0,521,21,13,10,0,3,0,0,43,10,7,10,0,5,0,0,29,126,266,203,151,181,13,4,959,8,10,9,10,6,0,0,50,10,21,14,6,4,0,0,52,19,33,23,15,12,0,0,99,148,304,230,168,193,16,5,1061,185,200,139,78,59,8,0,664,0,5,5,4,0,0,0,16,330,503,374,250,250,27,5,1739
LGA36720,601,1285,975,638,792,169,74,4531,151,229,162,121,156,40,16,870,32,53,39,29,23,10,3,183,1103,2416,1995,1451,2008,455,226,9651,23,84,67,39,33,16,0,252,79,134,60,59,53,10,3,396,102,215,133,98,82,21,4,651,1207,2632,2124,1549,2088,475,224,10306,808,984,633,460,454,104,48,3492,29,34,23,13,0,3,0,107,2039,3643,2785,2028,2548,587,273,13904
LGA36820,42,94,79,58,68,3,0,338,7,3,8,0,4,0,0,23,4,14,5,8,0,0,0,40,78,195,153,116,150,12,3,704,0,10,4,8,7,0,0,41,5,12,5,5,3,0,0,27,4,25,11,15,13,0,0,71,81,219,159,128,166,12,9,770,108,125,85,62,55,7,4,448,6,6,0,0,3,0,0,21,192,352,252,192,219,16,9,1240
LGA36910,378,724,486,353,385,54,25,2400,61,64,43,27,18,6,0,230,16,27,22,15,11,0,0,85,708,1399,1053,846,982,182,71,5238,39,79,33,36,37,0,0,219,69,98,74,34,28,6,4,313,102,177,106,72,66,6,4,528,813,1574,1158,917,1047,185,74,5765,857,795,479,355,309,74,32,2905,20,34,13,18,11,0,0,97,1690,2401,1650,1291,1369,261,103,8770
LGA36950,4,7,6,0,3,0,0,24,0,4,6,0,0,0,0,7,6,4,4,0,3,0,0,13,28,46,43,14,32,3,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,48,43,14,32,3,0,165,43,46,19,17,4,0,0,127,0,3,0,0,0,0,0,12,71,96,65,30,32,3,0,297
LGA36960,13,24,14,4,0,0,0,58,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,35,55,29,8,10,6,0,143,6,16,7,0,0,0,0,21,0,0,0,0,0,0,0,5,6,17,10,0,0,0,0,29,41,67,36,8,7,6,0,166,128,121,59,9,6,0,0,322,0,0,0,0,0,0,0,3,165,194,99,22,12,6,0,497
LGA37010,421,799,524,362,426,100,40,2672,55,66,39,30,45,11,4,248,24,50,34,21,21,8,0,151,875,1778,1301,933,1195,256,109,6453,58,98,63,62,55,5,0,330,78,114,80,46,36,7,3,361,136,209,138,106,93,12,3,691,1012,1992,1436,1043,1288,266,112,7151,918,935,482,369,294,60,36,3092,25,35,19,16,5,3,0,105,1949,2961,1939,1422,1590,334,152,10346
LGA37300,11,8,4,6,3,0,0,27,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,24,35,19,11,18,0,0,106,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,33,21,12,18,0,0,111,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,4,29,37,27,13,18,0,0,124
LGA37310,73,135,87,64,51,4,0,408,14,17,6,3,0,0,0,45,0,0,3,6,6,0,0,16,127,240,197,134,128,19,0,844,6,21,7,11,10,0,0,51,13,25,5,4,5,0,0,62,13,46,18,13,9,0,0,110,141,285,215,148,139,19,0,949,261,278,136,86,48,0,4,817,7,12,0,0,0,0,0,24,411,577,356,236,189,19,3,1789
LGA37340,75,121,104,60,59,6,0,425,11,10,7,5,0,0,0,33,0,9,8,0,3,0,0,25,132,228,207,150,174,8,0,908,12,19,13,10,3,0,0,52,7,16,12,7,5,0,0,52,20,32,29,17,13,0,0,104,147,258,237,168,187,8,0,1012,138,133,78,45,41,3,0,440,3,3,0,0,0,0,0,10,289,397,312,213,231,15,0,1453
LGA37400,0,8,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,9,4,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,9,4,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,13,4,3,0,0,37
LGA37550,13,3,4,6,3,0,0,36,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,19,26,13,4,11,0,0,76,0,4,3,0,0,0,0,12,0,6,0,5,0,0,0,11,0,7,8,7,0,0,0,17,23,31,21,10,13,0,0,96,65,52,30,11,8,0,0,165,4,0,0,0,0,0,0,5,89,83,50,16,18,0,0,262
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,0,6,3,0,0,19,0,0,0,0,0,0,0,0,8,12,0,6,3,0,0,27
LGA37600,13,12,8,5,0,0,0,34,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,18,30,28,5,13,0,0,99,7,11,5,9,9,0,0,34,3,7,3,3,0,0,0,18,11,21,9,13,9,0,0,53,25,49,35,16,14,0,0,152,87,76,45,20,24,0,0,258,0,4,0,0,0,0,0,0,114,132,82,42,37,4,0,412
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,18,41,22,13,15,16,5,119,0,0,0,0,0,3,0,6,4,0,0,0,0,0,0,3,37,79,54,38,41,40,21,298,0,4,3,0,0,0,0,8,0,8,0,0,3,3,5,15,6,6,5,0,4,3,5,24,38,85,55,39,41,38,21,322,18,28,12,17,29,22,16,141,0,0,0,0,0,0,0,0,57,113,70,59,69,65,40,460
LGA40120,40,82,96,58,84,15,5,378,3,11,4,10,6,0,0,30,0,3,0,0,0,0,5,11,58,168,181,129,183,68,29,811,5,0,3,0,6,0,0,13,0,12,5,6,0,0,0,29,5,8,4,7,7,0,0,40,67,183,187,135,190,68,27,852,37,51,31,20,20,17,5,181,0,3,0,3,0,0,0,12,101,233,226,160,209,86,33,1044
LGA40150,20,21,18,20,7,4,0,88,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,28,42,37,39,30,19,3,197,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,30,44,37,39,37,19,3,206,46,36,27,17,14,0,0,139,0,0,0,0,0,0,0,3,81,84,58,51,49,16,3,347
LGA40220,31,94,57,42,74,20,4,323,3,0,4,6,3,0,0,18,4,4,5,0,0,0,0,11,52,138,105,92,124,42,13,566,0,3,0,0,4,0,0,9,3,9,0,0,4,0,0,17,8,12,3,0,7,0,0,23,51,147,111,96,136,42,13,585,71,77,57,40,38,9,3,289,0,0,0,0,0,0,0,8,124,227,165,131,172,52,16,890
