LGA_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
LGA10050,151,268,162,101,108,24,7,823,30,26,15,4,10,3,0,85,7,10,9,4,0,0,0,29,266,509,331,246,309,78,18,1759,6,23,5,7,11,0,0,58,21,26,15,13,12,0,0,90,28,47,20,17,25,0,0,146,293,551,356,268,332,76,20,1905,339,258,158,113,118,25,4,1012,8,12,6,9,0,0,0,32,639,822,521,387,456,104,25,2951
LGA10180,66,107,64,61,77,12,4,386,3,5,8,0,0,0,0,20,5,0,4,5,0,0,0,19,107,205,147,118,169,26,10,778,6,11,6,9,0,0,0,36,8,8,4,3,0,0,0,28,14,19,13,13,0,5,0,64,123,224,162,123,176,25,10,841,174,146,94,68,55,14,11,559,4,3,0,4,0,0,0,10,298,376,256,191,226,38,25,1413
LGA10250,83,184,157,127,110,23,4,694,14,19,12,10,9,0,4,70,0,0,5,0,8,0,0,15,148,303,306,232,256,60,21,1327,4,8,3,4,0,0,0,21,4,10,10,5,5,8,0,37,9,15,11,4,3,8,0,60,155,325,316,235,262,63,20,1380,122,137,93,60,66,18,6,507,4,3,0,4,3,0,0,19,282,465,416,299,330,84,24,1907
LGA10300,6,14,5,4,3,0,0,29,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,16,8,10,12,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,8,10,12,3,0,56,6,14,3,5,5,0,0,31,0,0,0,0,0,0,0,0,14,25,18,11,16,3,0,90
LGA10470,100,187,123,94,103,24,4,632,21,6,14,7,8,0,0,56,6,5,3,0,10,0,0,25,205,393,284,209,280,67,14,1455,12,19,6,4,10,0,0,60,18,16,13,9,9,0,0,56,30,33,17,12,20,4,0,124,235,430,300,227,295,67,16,1573,206,204,100,71,54,8,7,660,14,6,4,5,3,0,0,26,453,645,409,301,353,80,23,2262
LGA10500,152,270,215,147,211,118,61,1177,56,53,40,27,40,29,16,258,9,8,3,9,10,8,4,56,388,672,566,406,612,355,202,3200,11,22,19,16,21,9,12,109,17,23,13,5,8,6,10,89,27,47,33,19,31,21,24,200,415,720,593,425,646,373,226,3401,389,436,249,177,246,154,86,1740,15,11,11,9,4,0,3,53,824,1169,853,601,895,526,313,5190
LGA10550,54,153,108,47,82,16,3,464,15,11,8,4,7,0,0,41,0,0,4,3,3,0,0,12,88,242,205,122,161,24,3,846,7,3,0,4,4,0,0,20,6,4,3,3,7,0,0,24,3,14,5,6,8,0,0,41,91,254,206,129,168,28,3,890,109,105,63,58,51,5,0,394,3,6,6,3,0,0,0,22,203,358,279,193,225,34,9,1299
LGA10600,17,61,43,45,47,8,0,235,0,3,5,0,10,3,0,15,0,3,4,0,0,0,0,12,30,108,91,80,95,15,4,418,6,9,0,0,0,0,0,13,0,5,5,0,3,0,0,11,6,12,4,3,4,0,0,28,32,114,96,83,102,15,4,444,43,63,46,16,28,4,0,199,3,0,0,0,0,0,0,7,82,184,140,96,129,16,4,651
LGA10650,12,29,15,17,20,4,0,94,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,26,48,32,36,38,9,3,187,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,11,3,0,3,0,0,0,0,10,30,48,34,36,43,9,3,195,29,14,21,6,9,4,0,89,4,0,0,0,0,0,0,7,60,67,52,48,56,8,0,291
LGA10750,445,778,568,415,488,206,102,2998,194,252,193,120,159,79,41,1031,45,46,31,23,24,17,8,198,1143,2074,1602,1214,1497,748,424,8700,75,86,67,57,66,23,16,389,94,106,64,45,61,20,9,401,170,189,129,101,129,42,24,792,1317,2263,1732,1319,1628,795,447,9502,2228,2262,1313,913,908,290,193,8103,44,57,36,35,14,10,4,194,3589,4580,3082,2261,2546,1094,644,17798
LGA10800,9,21,17,3,17,0,0,61,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,14,36,32,20,28,0,0,132,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,6,3,5,0,0,0,0,0,10,16,37,39,23,28,0,0,142,19,16,11,5,6,0,0,58,0,0,0,0,0,0,0,4,31,56,44,28,33,0,0,202
LGA10850,13,26,17,15,13,4,0,86,6,4,5,0,3,0,0,17,0,0,0,0,0,0,0,0,24,46,50,39,44,9,0,211,0,3,0,0,0,0,0,8,6,3,5,0,0,0,0,14,9,13,6,0,3,0,0,23,28,58,55,42,45,9,0,237,30,38,19,10,9,0,0,100,0,0,0,0,0,0,0,4,56,92,67,49,49,9,0,336
LGA10900,94,245,188,123,168,42,21,887,29,57,44,23,37,9,9,208,0,6,4,0,3,0,0,12,174,497,417,300,434,142,81,2047,4,3,6,4,7,0,0,23,5,17,10,4,0,6,0,45,14,17,18,5,12,4,3,66,187,517,430,312,443,146,83,2118,183,225,115,84,97,33,14,755,0,7,0,3,8,0,0,23,372,750,548,406,542,180,96,2890
LGA10950,11,12,5,0,5,0,0,29,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,11,19,10,5,9,0,0,49,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,9,13,22,7,0,11,0,0,60,19,18,5,3,0,0,0,48,0,4,0,0,0,0,0,7,36,40,18,10,11,4,0,110
LGA11150,0,5,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10,5,7,0,0,29,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,8,11,15,5,7,0,0,38,14,22,11,11,4,0,0,70,0,4,5,0,0,0,0,6,23,37,27,18,11,0,0,117
LGA11200,7,3,7,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,5,15,6,4,0,0,52,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,12,11,15,6,4,0,0,50,26,26,7,3,11,0,0,68,0,0,0,0,0,0,0,5,35,39,27,10,12,0,0,121
LGA11250,45,87,60,30,32,0,0,256,11,13,0,3,5,0,0,30,7,4,8,7,0,0,0,28,107,184,129,89,94,10,5,624,3,12,4,0,5,0,0,21,3,4,3,3,0,0,0,26,3,16,4,3,10,0,0,40,113,201,140,96,97,15,5,664,159,129,69,39,33,7,0,427,6,4,0,5,0,0,0,17,277,334,213,136,133,20,3,1105
LGA11300,17,48,41,27,46,40,21,235,0,14,9,3,0,5,9,46,0,0,0,0,0,0,0,8,38,128,103,76,103,97,53,595,4,6,4,3,4,3,3,24,0,12,4,7,4,5,3,37,3,12,8,4,12,4,3,61,40,143,113,78,115,106,62,654,74,88,57,52,86,63,42,466,5,5,0,0,6,0,0,14,115,234,168,129,210,173,100,1127
LGA11350,57,138,111,93,127,20,3,542,10,4,9,0,10,0,0,41,5,3,0,4,0,0,0,17,79,214,186,166,216,30,7,901,4,8,4,0,3,0,0,20,6,10,6,8,4,0,0,39,7,14,18,9,9,0,0,58,89,228,203,175,224,33,7,957,96,121,66,55,59,4,8,409,5,3,3,4,0,0,0,16,194,352,275,235,285,39,14,1386
LGA11400,15,30,23,21,22,4,0,107,10,6,6,3,4,0,0,27,0,0,3,0,0,0,0,9,45,67,57,42,48,7,0,264,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,11,3,4,6,0,0,0,0,13,44,72,55,44,48,7,0,280,42,42,25,20,18,0,3,146,4,4,0,4,0,0,0,16,86,118,81,69,67,14,0,438
LGA11450,224,349,241,154,173,58,35,1224,88,96,48,36,39,13,8,325,8,14,15,11,17,0,8,73,518,836,646,468,552,229,129,3372,18,35,14,23,20,3,5,113,23,27,10,3,11,0,0,85,46,64,23,28,27,7,6,197,554,897,671,493,578,238,132,3571,504,533,260,155,169,55,26,1697,15,14,9,10,3,0,0,61,1084,1446,938,659,752,290,162,5335
LGA11500,293,498,336,223,309,98,41,1795,127,160,119,77,80,31,27,621,28,36,25,16,25,3,5,141,651,1185,861,602,852,306,187,4653,46,72,31,30,36,16,4,235,72,57,32,32,23,8,5,227,117,129,68,62,59,19,12,461,764,1320,925,666,908,330,198,5115,1406,1409,765,567,515,169,75,4908,35,40,39,15,7,4,0,142,2211,2763,1731,1247,1435,501,274,10159
LGA11520,61,113,92,66,80,58,31,502,18,22,12,16,20,10,11,101,0,8,0,0,0,3,0,9,169,330,303,203,302,214,112,1635,9,8,15,8,6,3,4,49,5,7,3,0,5,7,3,28,13,17,15,11,13,3,7,80,184,348,315,217,313,218,120,1719,102,138,76,72,102,68,42,596,0,6,0,4,0,0,0,11,286,491,396,288,417,284,158,2323
LGA11570,334,664,469,340,511,298,173,2793,165,183,141,133,168,113,96,1004,33,45,28,26,32,22,13,198,811,1501,1112,897,1290,777,530,6918,34,50,48,43,53,46,33,295,60,87,70,37,61,33,27,378,92,137,124,75,114,80,56,675,898,1639,1230,970,1408,857,582,7591,1974,2124,1380,888,1141,633,366,8506,43,69,50,22,26,11,8,228,2911,3836,2659,1883,2572,1502,958,16325
LGA11600,6,12,7,4,6,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,6,6,3,0,0,57,0,4,0,0,0,0,0,10,0,3,0,0,0,0,0,7,0,3,6,0,0,0,0,11,11,29,11,7,3,0,0,66,16,9,5,5,0,0,0,31,0,0,0,0,0,0,0,0,30,36,10,11,8,0,0,97
LGA11650,704,1250,895,611,765,205,86,4514,262,334,198,146,154,49,15,1150,44,51,37,23,23,10,3,193,1390,2566,2049,1479,1943,616,280,10319,43,90,72,40,58,10,9,323,89,103,59,38,42,19,4,344,126,189,131,74,100,30,9,669,1524,2752,2180,1556,2041,646,291,10986,1731,1788,1010,717,666,150,77,6138,25,34,24,24,19,8,0,132,3285,4574,3214,2297,2725,804,363,17258
LGA11700,3,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,8,5,7,6,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,7,6,0,0,29,26,20,10,15,3,0,0,73,0,5,0,0,4,0,0,13,29,36,17,23,11,0,0,111
LGA11720,247,364,201,136,142,41,11,1140,62,88,49,22,22,3,0,243,24,21,10,9,0,0,0,60,443,696,414,296,318,85,26,2289,18,32,16,8,15,0,0,94,35,46,30,20,12,0,0,139,55,73,46,31,28,3,0,235,499,772,454,327,344,89,29,2523,537,487,278,166,174,24,10,1669,7,11,7,6,6,0,0,35,1044,1267,743,501,521,114,44,4225
LGA11730,132,222,173,116,105,13,3,760,22,23,25,8,18,4,0,95,10,8,4,0,0,0,0,20,230,393,330,214,235,30,8,1446,3,16,22,12,11,0,0,69,16,17,11,5,3,0,0,56,21,41,36,20,11,0,0,126,251,431,368,238,248,38,8,1570,324,325,179,128,123,13,5,1090,9,12,10,7,3,0,0,47,579,765,559,375,377,49,15,2712
LGA11750,9,11,7,4,0,0,0,30,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,18,36,17,9,12,0,0,92,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,36,17,9,11,0,0,101,19,25,10,0,6,0,0,66,0,0,0,0,0,0,0,3,35,65,33,21,20,0,0,170
LGA11800,213,354,252,172,164,41,12,1208,27,32,21,15,6,6,0,109,11,17,12,7,5,0,0,61,355,674,526,387,436,110,31,2517,12,17,20,22,15,3,0,90,23,37,26,10,18,0,0,119,37,57,48,35,34,3,0,211,390,727,579,422,472,110,29,2724,368,307,194,139,114,31,6,1159,9,13,4,3,6,0,0,40,769,1048,776,561,589,140,40,3922
LGA12000,12,18,13,0,9,0,0,62,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,19,34,31,19,24,10,0,123,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,4,19,31,28,19,24,10,0,128,19,19,18,3,9,0,0,70,0,0,0,0,0,0,0,0,38,52,44,28,26,5,0,197
LGA12150,14,13,6,7,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,37,18,21,11,3,0,103,0,0,0,4,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,8,16,38,18,22,14,3,0,110,64,56,23,14,7,0,0,167,0,0,0,0,0,0,0,3,78,92,39,39,23,4,0,278
LGA12160,22,43,36,22,26,4,0,155,0,0,0,5,5,0,0,7,0,0,0,4,0,0,0,4,32,60,55,45,57,3,0,254,0,4,3,4,3,0,0,15,3,5,3,0,0,0,0,22,6,9,11,4,9,0,0,32,38,74,57,47,62,3,0,288,64,68,28,23,27,5,0,217,0,0,3,0,0,0,0,8,111,142,88,72,91,6,0,514
LGA12350,28,67,29,28,15,6,0,184,6,5,5,0,0,0,0,13,0,0,0,0,0,0,0,5,60,116,67,64,50,15,0,364,3,8,7,3,4,0,0,23,8,10,0,0,0,0,0,22,10,22,7,3,6,0,0,43,71,135,69,66,53,15,0,409,92,77,30,21,25,0,0,243,0,4,3,0,0,0,0,11,171,214,107,92,74,15,0,667
LGA12380,158,308,229,162,203,124,75,1262,63,91,67,46,80,40,23,408,19,16,19,9,11,16,8,104,419,783,553,454,639,390,234,3481,20,34,39,31,48,29,11,221,32,38,29,24,23,7,11,175,60,78,74,50,75,42,31,393,474,859,624,501,716,427,267,3876,1070,1172,677,451,629,347,216,4558,36,24,20,14,10,4,0,108,1579,2058,1324,968,1351,781,481,8542
LGA12390,173,224,143,91,83,15,3,732,26,16,9,0,4,3,0,63,13,22,17,11,9,0,0,77,331,525,380,243,261,53,11,1803,12,16,13,8,6,0,0,65,21,28,12,7,3,0,0,73,30,45,25,18,10,0,0,132,367,566,407,262,271,47,13,1934,345,309,153,112,82,10,0,1014,7,14,9,5,0,0,0,46,716,902,568,384,354,62,17,2996
LGA12700,11,15,22,19,14,3,0,78,5,4,0,0,0,0,0,10,0,0,0,0,0,0,0,8,20,35,41,38,31,6,4,179,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,11,22,43,42,36,39,6,4,190,28,34,14,15,11,0,0,110,0,7,0,0,0,0,0,3,55,79,60,55,50,6,4,309
LGA12730,15,33,13,17,7,3,0,87,3,4,3,0,0,0,0,15,0,5,0,0,0,0,0,8,33,62,40,34,42,10,3,217,0,6,3,0,0,0,0,3,0,4,0,0,0,0,0,8,0,6,3,0,0,0,0,11,29,73,41,37,38,10,3,233,17,23,17,10,9,0,0,67,0,0,0,0,0,0,0,0,51,96,61,45,46,10,3,302
LGA12750,87,151,129,99,85,5,3,559,12,13,17,16,12,0,0,74,4,3,5,5,4,0,0,20,139,270,261,193,201,34,3,1105,0,10,11,4,3,4,0,31,8,7,3,0,3,0,0,27,8,13,12,7,7,4,0,55,148,285,270,201,205,35,4,1160,182,140,81,63,57,11,4,543,6,6,5,3,0,0,0,29,338,437,358,269,268,49,10,1732
LGA12850,187,319,290,216,331,187,99,1630,111,132,87,79,118,92,48,669,17,29,25,7,17,23,7,128,463,830,673,567,858,521,278,4192,26,52,30,24,43,33,17,231,31,81,48,45,47,23,14,292,56,130,82,66,93,57,37,518,523,961,753,629,955,581,307,4710,1193,1558,990,720,948,579,325,6328,33,37,27,13,21,11,6,144,1746,2560,1776,1370,1920,1163,639,11176
LGA12870,31,31,18,13,17,3,0,116,7,3,0,4,0,0,0,15,0,4,0,0,0,0,0,3,48,68,58,38,53,18,5,288,0,0,0,0,0,0,0,3,4,8,5,0,5,0,0,23,4,8,10,0,5,0,0,26,49,76,61,40,57,22,5,314,47,39,21,22,13,6,3,152,0,0,0,0,0,0,0,5,97,115,89,63,70,24,3,463
LGA12900,20,35,17,19,21,3,0,109,3,4,4,0,3,0,0,17,0,0,0,0,0,0,0,4,40,72,39,48,51,10,0,259,0,5,0,0,0,0,0,8,4,12,0,0,0,0,0,20,4,21,0,3,8,0,0,33,42,91,44,52,52,10,0,288,67,64,27,18,11,0,0,187,3,0,0,0,0,0,0,3,111,161,72,69,67,9,0,486
LGA12930,104,250,166,136,207,123,88,1074,51,66,42,27,53,52,37,327,15,18,7,6,5,6,0,59,278,602,436,365,541,368,255,2841,10,18,12,14,17,6,6,90,11,14,13,19,22,16,6,106,22,36,25,30,41,24,12,195,298,634,458,400,582,398,268,3032,307,381,261,165,232,168,93,1622,10,11,12,10,4,5,3,47,617,1033,727,573,818,568,366,4695
LGA12950,6,23,19,11,6,0,0,61,5,6,3,0,0,0,0,12,0,4,0,0,0,0,0,3,18,38,37,20,15,4,0,130,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,10,22,37,37,20,19,4,0,136,42,25,15,8,11,0,0,109,0,0,0,0,0,0,0,4,65,68,47,30,30,3,0,247
LGA13010,18,43,26,8,12,0,0,109,3,3,0,0,0,0,0,10,0,4,0,0,0,0,0,9,32,63,49,25,33,0,0,208,0,3,4,0,4,0,0,17,4,4,0,4,5,0,0,11,5,9,4,6,5,0,0,27,36,76,53,32,37,0,0,234,65,53,23,16,13,4,0,176,3,0,0,0,0,0,0,5,102,129,74,43,56,8,0,418
LGA13310,69,151,87,58,45,16,0,424,9,8,9,5,0,0,0,36,12,9,6,0,0,0,0,31,144,269,196,124,137,33,14,920,0,12,3,4,6,0,0,22,13,13,9,6,3,0,0,52,11,23,12,10,13,0,0,73,156,297,204,141,150,33,14,993,148,155,98,48,44,5,0,500,0,0,4,3,0,3,0,12,306,453,309,191,198,38,10,1506
LGA13340,21,33,37,23,26,3,0,139,5,11,6,4,0,0,0,17,7,0,0,0,0,0,0,7,38,76,63,43,44,10,0,279,0,4,3,0,0,0,0,10,3,7,0,0,3,0,0,7,0,7,4,0,4,0,0,14,43,78,70,41,51,10,0,298,34,30,22,8,27,5,0,126,0,0,0,0,0,0,0,4,77,109,87,58,82,13,4,425
LGA13450,55,98,69,41,56,8,3,335,6,6,3,0,3,0,0,18,6,11,9,0,3,0,0,27,101,201,150,101,135,27,15,720,0,7,0,0,5,0,0,13,6,7,6,3,0,0,0,29,8,14,5,7,7,0,0,46,114,212,160,109,135,27,15,761,136,109,47,24,20,8,0,346,4,3,7,0,0,0,0,19,256,326,208,132,159,33,11,1130
LGA13550,32,53,31,17,16,0,0,157,9,10,0,0,0,0,0,32,0,0,8,0,0,0,0,10,73,127,95,45,47,5,3,399,3,8,0,5,0,0,0,12,6,8,3,0,0,0,0,23,7,18,3,5,0,0,0,34,91,139,100,45,47,5,3,426,65,71,41,35,14,0,0,232,3,3,0,0,0,0,0,13,158,218,145,83,59,4,3,672
LGA13660,9,14,10,5,5,0,0,47,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,26,19,15,17,3,0,93,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,9,4,9,0,0,0,0,0,12,15,29,18,15,17,3,0,109,23,29,10,9,12,0,0,83,0,0,0,0,6,0,0,3,42,57,32,21,31,8,0,193
LGA13800,97,166,123,74,110,33,17,627,35,45,20,28,13,10,6,161,12,7,4,3,5,0,0,24,198,400,284,221,304,104,50,1562,0,12,8,4,10,4,0,38,12,18,4,7,9,0,0,53,14,32,13,10,14,3,0,94,212,434,299,237,318,105,50,1655,274,283,135,97,106,26,19,934,11,10,6,9,4,0,0,38,492,728,439,337,427,134,64,2627
LGA13850,10,9,10,6,0,0,0,36,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,3,19,10,18,11,13,0,0,67,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,18,11,9,0,0,74,4,8,4,7,5,0,0,26,0,0,0,0,0,0,0,11,22,24,21,15,14,3,0,110
LGA13910,36,72,53,47,39,8,0,262,9,9,8,0,6,0,0,25,0,0,3,0,3,0,0,10,81,132,98,82,96,17,0,501,0,10,6,3,4,0,0,32,3,14,9,0,5,0,0,27,3,21,9,9,10,0,0,55,81,150,114,87,104,23,0,561,100,118,67,30,29,0,0,349,8,4,5,0,0,0,0,18,189,275,187,121,135,25,0,927
LGA14000,100,240,211,140,217,127,74,1113,25,34,31,31,39,17,13,200,7,3,6,9,0,7,3,31,240,599,562,399,654,370,222,3047,0,16,17,11,17,11,8,70,7,10,6,11,5,6,8,51,7,26,27,12,25,8,15,124,247,626,587,413,672,386,236,3169,130,211,160,107,176,89,57,926,3,3,3,0,0,0,0,15,377,844,748,520,852,474,296,4109
LGA14100,5,15,15,17,21,14,3,86,0,5,0,5,0,0,0,8,0,5,0,0,0,0,0,5,15,39,37,39,59,29,15,239,0,3,5,3,0,0,0,12,0,0,0,0,4,0,0,12,5,3,3,3,3,3,0,21,16,45,42,47,68,36,15,261,9,17,12,9,13,11,11,84,0,0,0,0,0,0,0,0,31,61,54,54,85,47,25,350
LGA14170,136,214,186,145,194,100,52,1030,33,30,27,26,40,22,13,199,10,13,7,3,6,5,3,47,333,715,652,489,683,386,220,3469,4,25,14,13,24,20,7,103,14,14,12,5,9,8,9,73,21,39,25,24,35,23,14,176,351,752,675,510,718,407,228,3646,187,257,173,127,163,114,66,1086,3,5,5,3,4,3,0,23,544,1016,858,637,880,525,294,4754
LGA14220,56,85,54,50,41,4,0,287,8,3,7,7,0,0,0,25,7,4,3,0,3,0,0,16,81,148,95,89,83,16,4,521,7,16,8,7,9,0,0,54,5,8,4,0,4,0,0,28,10,28,15,9,9,0,0,81,90,181,114,102,94,16,4,602,150,127,71,41,41,0,0,432,0,3,4,0,5,0,0,21,251,314,195,137,139,15,4,1057
LGA14300,10,18,11,13,0,3,0,60,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,11,20,40,29,27,17,4,0,137,0,4,0,0,3,0,0,10,4,6,0,0,0,0,0,11,8,7,0,4,3,0,0,20,24,40,35,29,21,4,0,158,42,34,18,12,5,4,0,110,3,5,3,0,0,0,0,6,69,81,46,39,31,6,0,273
LGA14350,71,143,111,64,70,8,7,461,15,12,14,9,10,3,0,62,0,7,10,0,8,0,0,28,135,250,203,136,179,28,9,932,7,22,16,10,17,0,0,72,14,13,3,8,0,0,0,42,22,40,15,14,17,0,0,114,157,281,223,152,197,25,9,1046,261,232,125,78,76,8,6,777,9,11,16,3,8,0,0,44,424,529,358,241,277,39,13,1870
LGA14400,23,79,42,17,37,9,5,220,7,15,4,9,6,0,0,42,3,0,0,0,0,0,0,8,53,134,90,56,96,30,12,468,0,0,5,0,6,0,0,8,0,4,0,0,0,0,0,13,0,8,4,0,6,3,0,18,52,142,92,60,99,32,12,484,27,25,16,19,15,0,3,116,0,0,0,0,0,0,0,0,89,163,114,76,113,32,13,601
LGA14500,82,166,135,137,175,118,72,879,16,25,22,19,25,24,6,138,3,15,6,3,7,9,3,44,182,486,427,364,517,362,205,2536,4,14,5,5,26,18,13,87,4,8,11,16,12,11,5,69,12,22,14,22,36,30,20,153,189,511,440,386,553,384,230,2685,84,182,167,142,241,143,86,1048,0,6,5,0,0,0,0,15,274,701,609,529,798,527,315,3755
LGA14550,17,36,26,23,20,0,0,123,5,3,5,5,0,0,0,23,0,0,0,0,0,0,0,0,31,52,57,34,46,6,0,224,0,0,4,0,0,0,0,15,4,4,8,6,0,0,0,15,4,8,12,9,0,0,0,27,35,58,65,38,46,4,0,254,65,50,37,20,23,0,4,208,6,9,7,0,0,0,0,18,107,117,116,64,70,5,4,482
LGA14600,12,27,14,18,11,0,0,80,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,17,44,27,20,24,0,0,133,3,3,0,0,4,0,0,13,0,0,6,3,0,0,0,12,6,9,4,3,4,0,0,20,20,45,33,19,25,0,0,150,30,40,22,12,9,0,0,117,3,3,0,0,0,0,0,15,58,96,59,43,32,0,0,278
LGA14650,457,879,573,406,438,127,42,2931,97,94,67,57,58,14,5,396,22,40,21,14,13,9,0,118,768,1643,1253,927,1093,398,176,6257,32,44,29,25,29,14,0,175,48,89,56,32,37,6,0,272,79,137,78,60,67,18,0,445,847,1782,1329,991,1162,412,179,6699,887,859,532,388,328,54,39,3081,17,17,14,5,9,0,0,61,1744,2660,1876,1379,1499,471,221,9838
LGA14700,30,60,45,12,33,24,12,211,16,15,4,3,5,7,9,53,0,3,0,0,0,0,0,5,80,202,128,88,128,93,47,765,0,0,3,0,0,6,0,15,0,13,6,5,0,3,0,33,5,18,12,5,5,6,0,49,86,213,137,98,127,102,47,809,29,38,27,26,32,24,16,187,0,8,0,0,0,0,0,7,117,258,160,121,163,131,66,1013
