LGA_CODE_2021,C16_Aus_Mo_O_B_OS,C16_Aus_BP_B_Aus,C16_Aus_Bplace_NS,C16_Aus_Tot_resp,C16_Aus_Ab_BP_B_OS,C16_Aus_Ab_Fa_O_B_OS,C16_Aus_Ab_Mo_O_B_OS,C16_Aus_Ab_BP_B_Aus,C16_Aus_Abor_Bplace_NS,C16_Aus_Abor_Tot_resp,C16_Chi_BP_B_OS,C16_Chi_Fa_O_B_OS,C16_Chi_Mo_O_B_OS,C16_Chi_BP_B_Aus,C16_Chi_Bplace_NS,C16_Chi_Tot_resp,C16_Cro_BP_B_OS,C16_Cro_Fa_O_B_OS,C16_Cro_Mo_O_B_OS,C16_Cro_BP_B_Aus,C16_Cro_Bplace_NS,C16_Cro_Tot_resp,C16_Dut_BP_B_OS,C16_Dut_Fa_O_B_OS,C16_Dut_Mo_O_B_OS,C16_Dut_BP_B_Aus,C16_Dut_Bplace_NS,C16_Dut_Tot_resp,C16_Eng_BP_B_OS,C16_Eng_Fa_O_B_OS,C16_Eng_Mo_O_B_OS,C16_Eng_BP_B_Aus,C16_Eng_Bplace_NS,C16_Eng_Tot_resp,C16_Fil_BP_B_OS,C16_Fil_Fa_O_B_OS,C16_Fil_Mo_O_B_OS,C16_Fil_BP_B_Aus,C16_Fil_Bplace_NS,C16_Fil_Tot_resp,C16_Fre_BP_B_OS,C16_Fre_Fa_O_B_OS,C16_Fre_Mo_O_B_OS,C16_Fre_BP_B_Aus,C16_Fre_Bplace_NS,C16_Fre_Tot_resp,C16_Ger_BP_B_OS,C16_Ger_Fa_O_B_OS,C16_Ger_Mo_O_B_OS,C16_Ger_BP_B_Aus,C16_Ger_Bplace_NS,C16_Ger_Tot_resp,C16_Gre_BP_B_OS,C16_Gre_Fa_O_B_OS,C16_Gre_Mo_O_B_OS,C16_Gre_BP_B_Aus,C16_Gre_Bplace_NS,C16_Gre_Tot_resp,C16_Hun_BP_B_OS,C16_Hun_Fa_O_B_OS,C16_Hun_Mo_O_B_OS,C16_Hun_BP_B_Aus,C16_Hun_Bplace_NS,C16_Hun_Tot_resp,C16_Ind_BP_B_OS,C16_Ind_Fa_O_B_OS,C16_Ind_Mo_O_B_OS,C16_Ind_BP_B_Aus,C16_Ind_Bplace_NS,C16_Ind_Tot_resp,C16_Iri_BP_B_OS,C16_Iri_Fa_O_B_OS,C16_Iri_Mo_O_B_OS,C16_Iri_BP_B_Aus,C16_Iri_Bplace_NS,C16_Iri_Tot_resp,C16_Ita_BP_B_OS,C16_Ita_Fa_O_B_OS,C16_Ita_Mo_O_B_OS,C16_Ita_BP_B_Aus,C16_Ita_Bplace_NS,C16_Ita_Tot_resp,C16_Kor_BP_B_OS,C16_Kor_Fa_O_B_OS,C16_Kor_Mo_O_B_OS,C16_Kor_BP_B_Aus,C16_Kor_Bplace_NS,C16_Kor_Tot_resp,C16_Leb_BP_B_OS,C16_Leb_Fa_O_B_OS,C16_Leb_Mo_O_B_OS,C16_Leb_BP_B_Aus,C16_Leb_Bplace_NS,C16_Leb_Tot_resp,C16_Mac_BP_B_OS,C16_Mac_Fa_O_B_OS,C16_Mac_Mo_O_B_OS,C16_Mac_BP_B_Aus,C16_Mac_Bplace_NS,C16_Mac_Tot_resp,C16_Mal_BP_B_OS,C16_Mal_Fa_O_B_OS,C16_Mal_Mo_O_B_OS,C16_Mal_BP_B_Aus,C16_Mal_Bplace_NS,C16_Mal_Tot_resp,C16_Mao_BP_B_OS,C16_Mao_Fa_O_B_OS,C16_Mao_Mo_O_B_OS,C16_Mao_BP_B_Aus,C16_Mao_Bplace_NS,C16_Mao_Tot_resp,C16_NZ_BP_B_OS,C16_NZ_Fa_O_B_OS,C16_NZ_Mo_O_B_OS,C16_NZ_BP_B_Aus,C16_NZ_Bplace_NS,C16_NZ_Tot_resp,C16_Pol_BP_B_OS,C16_Pol_Fa_O_B_OS,C16_Pol_Mo_O_B_OS,C16_Pol_BP_B_Aus,C16_Pol_Bplace_NS,C16_Pol_Tot_resp,C16_Rus_BP_B_OS,C16_Rus_Fa_O_B_OS,C16_Rus_Mo_O_B_OS,C16_Rus_BP_B_Aus,C16_Rus_Birthplac_ns,C16_Rus_Tot_resp,C16_Sam_BP_B_OS,C16_Sam_Fa_O_B_OS,C16_Sam_Mo_O_B_OS,C16_Sam_BP_B_Aus,C16_Sam_Birthplac_ns,C16_Sam_Tot_resp,C16_Sco_BP_B_OS,C16_Sco_Fa_O_B_OS,C16_Sco_Mo_O_B_OS,C16_Sco_BP_B_Aus,C16_Sco_Birthplac_ns,C16_Sco_Tot_resp,C16_Ser_BP_B_OS,C16_Ser_Fa_O_B_OS,C16_Ser_Mo_O_B_OS,C16_Ser_BP_B_Aus,C16_Ser_Bplace_NS,C16_Ser_Tot_resp,C16_SAf_BP_B_OS,C16_SAf_Fa_O_B_OS,C16_SAf_Mo_O_B_OS,C16_SAf_BP_B_Aus,C16_SAf_Bplace_NS,C16_SAf_Tot_resp,C16_Span_BP_B_OS,C16_Span_Fa_O_B_OS,C16_Span_Mo_O_B_OS,C16_Span_BP_B_Aus,C16_Span_Bplace_NS,C16_Span_Tot_resp,C16_SriL_BP_B_OS,C16_SriL_Fa_O_B_OS,C16_SriL_Mo_O_B_OS,C16_SriL_BP_B_Aus,C16_SriL_Bplace_NS,C16_SriL_Tot_resp,C16_Viet_BP_B_OS,C16_Viet_Fa_O_B_OS,C16_Viet_Mo_O_B_OS,C16_Viet_BP_B_Aus,C16_Viet_Bplace_NS,C16_Viet_Tot_resp,C16_Wel_BP_B_OS,C16_Wel_Fa_O_B_OS,C16_Wel_Mo_O_B_OS,C16_Wel_BP_B_Aus,C16_Wel_Bplace_NS,C16_Wel_Tot_resp,C16_Oth_BP_B_OS,C16_Oth_Fa_O_B_OS,C16_Oth_Mo_O_B_OS,C16_Oth_BP_B_Aus,C16_Oth_Bplace_NS,C16_Oth_Tot_resp,C16_Anc_ns_BP_B_OS,C16_Anc_ns_Fa_O_B_OS,C16_Anc_ns_Mo_O_B_OS,C16_Anc_ns_BP_B_Aus,C16_Anc_ns_Bplace_NS,C16_Anc_NS_Tot_resp,C16_Tot_P_BP_B_OS,C16_Tot_P_Fa_O_B_OS,C16_Tot_P_Mo_O_B_OS,C16_Tot_P_BP_B_Aus,C16_Tot_P_Bplace_NS,C16_Tot_P_Tot_resp,C21_Aus_BP_B_OS,C21_Aus_Fa_O_B_OS,C21_Aus_Mo_O_B_OS,C21_Aus_BP_B_Aus
LGA45040,397,6848,178,7987,0,10,5,159,0,172,522,3,0,16,0,540,15,0,0,6,0,25,143,35,23,99,3,306,994,480,408,6089,185,8154,375,0,32,0,5,415,23,0,0,42,0,67,150,117,66,2355,53,2747,16,5,7,20,0,50,0,0,0,10,0,13,127,5,4,5,0,139,123,79,50,1088,16,1348,244,73,23,227,5,571,21,0,0,0,0,21,21,4,0,5,0,33,0,0,0,0,0,0,11,4,0,8,0,23,126,3,10,7,0,145,42,33,11,4,0,84,48,10,9,46,4,118,13,3,4,5,0,29,29,0,0,0,0,32,208,74,75,1264,29,1655,7,0,0,3,0,12,23,0,0,0,0,26,22,0,0,18,0,42,26,6,0,0,0,36,133,4,0,0,0,138,37,7,5,58,9,122,639,78,42,153,11,925,67,12,10,175,1414,1686,3711,918,708,13708,1824,20862,129,549,444,6977
LGA45090,143,3012,77,3440,0,0,0,8,0,14,82,0,4,5,0,83,4,0,0,0,0,5,37,12,7,27,0,86,339,183,168,2692,61,3443,128,0,10,0,0,135,5,5,0,22,0,29,69,21,22,569,13,700,6,6,0,19,0,29,4,4,0,3,0,7,7,0,0,3,0,12,42,25,11,471,10,569,27,25,0,74,0,122,27,0,0,0,0,29,0,0,0,5,0,5,0,0,0,0,0,0,3,0,0,6,0,10,83,0,7,0,0,89,18,8,4,0,0,34,14,0,0,13,0,26,4,0,0,4,0,8,0,0,0,0,0,0,87,34,40,760,16,941,0,0,0,0,0,0,7,0,0,0,0,9,9,0,0,0,0,18,5,0,0,0,0,0,29,0,0,0,0,32,6,4,0,17,0,31,473,14,20,35,9,553,16,9,0,98,351,476,1343,312,276,5848,507,8291,52,186,159,3038
LGA45120,106,1880,36,2116,0,0,0,12,0,12,8,0,0,8,0,15,3,0,0,0,0,3,31,3,0,11,0,47,202,78,104,1514,41,1939,5,0,0,0,0,5,16,0,0,3,0,16,33,11,10,434,6,495,3,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,42,18,14,407,13,493,9,5,0,20,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,6,0,0,0,0,5,3,0,3,0,0,11,5,0,0,10,0,21,0,0,0,3,0,5,0,0,0,0,0,0,37,18,16,324,5,395,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,3,3,0,0,0,0,3,0,0,0,0,0,0,7,3,0,9,0,21,31,12,19,21,0,87,5,0,0,76,260,338,377,131,168,3508,341,4529,13,83,110,1880
LGA45290,827,6410,100,8672,0,0,0,31,6,34,2359,36,64,45,7,2511,147,27,6,55,0,242,220,62,42,90,3,418,2347,1143,876,6734,108,11202,206,8,29,5,3,236,118,18,7,72,0,220,452,192,97,1568,33,2345,773,149,62,344,11,1331,91,24,18,28,0,160,996,30,22,15,6,1069,481,250,171,2215,13,3137,3064,468,209,1376,48,5169,281,0,7,9,0,293,65,9,10,42,0,129,18,4,4,10,0,32,63,20,13,31,4,134,16,3,4,3,0,36,87,41,21,19,0,161,244,42,29,90,0,404,104,14,6,23,0,153,0,0,0,0,0,0,554,276,189,1857,34,2916,54,6,0,13,0,70,76,12,12,10,0,113,77,12,13,18,0,124,141,6,7,0,4,157,278,11,18,13,0,317,112,31,17,79,6,245,2476,255,195,348,27,3304,106,10,4,140,1594,1852,14239,2542,1709,14946,1914,35357,323,1247,916,6566
LGA45340,5403,47734,1020,62579,3,32,12,330,9,386,1327,63,118,191,26,1720,366,67,33,114,3,590,1890,569,389,816,34,3690,24001,7457,5954,41218,1098,79730,1027,52,217,34,19,1346,377,67,34,356,9,848,2434,952,684,7844,127,12043,698,204,99,566,12,1587,352,67,36,126,4,586,1177,86,37,52,17,1371,3319,1084,754,9131,204,14494,1548,670,247,1963,58,4483,144,3,7,23,0,178,307,96,25,87,0,519,37,11,9,17,0,72,257,98,53,191,6,608,274,102,60,50,10,495,474,258,160,85,8,983,1192,147,117,404,29,1885,294,23,35,77,3,433,25,15,0,0,0,41,4626,1406,1211,8663,180,16081,212,28,7,53,4,307,598,55,46,31,4,740,326,49,29,110,6,520,119,20,17,20,0,172,138,13,40,5,0,203,970,163,120,459,17,1729,5572,1043,698,1565,93,8962,349,74,73,961,7478,8935,45679,12932,9686,88669,9800,166766,1530,8115,6180,49597
LGA45400,24,388,9,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,14,59,9,26,262,3,359,0,0,0,0,0,0,0,0,0,0,0,0,11,4,3,48,4,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,81,7,92,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,6,0,15,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,51,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,10,5,0,3,0,17,0,0,0,11,65,75,87,22,38,672,83,899,4,8,27,342
LGA45540,32,619,18,726,0,0,0,4,0,4,4,0,0,0,0,3,0,0,0,0,0,4,15,4,0,3,0,26,123,40,37,539,17,758,6,0,0,0,0,9,0,0,0,0,0,0,31,6,10,86,4,136,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,19,13,3,143,3,178,6,7,0,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,8,3,0,0,0,0,3,6,0,0,15,0,20,0,0,0,0,0,3,0,0,0,0,0,0,22,10,5,116,0,161,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,13,25,0,6,13,0,34,6,3,3,25,105,134,228,89,63,1160,141,1678,8,37,41,569
LGA45680,2733,24973,689,33015,11,31,18,418,21,499,448,19,31,84,6,585,151,27,3,56,3,237,694,190,146,422,14,1466,10815,3905,3284,19925,726,38648,690,22,103,21,13,854,109,26,20,131,0,290,878,444,363,3490,84,5255,382,113,63,313,18,884,135,31,16,71,0,252,550,18,11,33,3,610,1446,525,368,3793,84,6223,1108,413,221,1631,54,3423,20,0,0,5,0,27,76,7,10,34,3,138,31,3,6,13,0,60,161,60,43,143,7,414,131,42,20,28,5,226,199,73,60,48,3,388,326,57,44,201,5,631,236,35,20,42,12,341,20,8,0,0,0,25,2196,716,584,3739,104,7336,156,21,11,38,3,233,129,16,15,6,0,163,151,22,20,54,6,255,60,9,5,0,0,79,781,26,21,22,13,868,346,77,59,167,7,652,7824,500,301,621,158,9405,387,62,45,588,5305,6395,26887,6545,5089,43899,6948,89375,1484,3936,2982,26385
LGA45890,2391,23259,592,31195,0,48,12,637,15,711,6434,68,146,113,71,6833,593,82,42,151,14,884,653,228,153,334,15,1375,7963,3362,2484,20397,602,34807,1792,32,142,42,22,2023,201,31,17,185,6,436,1351,492,333,4415,103,6689,1836,349,148,791,46,3171,304,56,27,74,3,463,6127,45,41,30,46,6292,1400,673,453,5755,127,8408,3355,931,345,2447,96,7170,441,13,11,15,0,481,291,56,29,81,6,458,99,17,15,36,3,169,290,63,32,159,11,552,135,49,22,27,10,245,221,110,54,40,3,423,1316,169,115,299,17,1919,641,52,42,126,4,871,19,14,0,5,0,45,1817,807,586,4692,77,7985,691,71,25,55,12,845,161,26,17,8,4,217,367,22,16,63,3,474,401,12,6,3,4,428,5958,103,111,52,67,6289,296,91,41,251,9,682,13993,782,541,1088,159,16562,636,46,53,506,6410,7652,53845,7356,4958,46927,8148,121233,2080,3723,2787,22602
LGA46090,223,5803,153,6536,0,15,4,450,3,471,50,0,4,16,0,72,17,3,4,23,0,41,62,24,8,63,0,161,426,281,203,3721,124,4759,41,0,6,0,0,48,5,0,0,12,0,23,93,49,29,743,12,928,5,5,5,24,0,38,8,0,0,3,0,13,111,0,0,7,0,121,76,57,31,910,13,1085,103,25,12,151,5,299,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,8,0,10,15,5,7,10,0,34,9,3,4,4,0,19,15,0,3,27,0,52,5,0,0,0,0,5,0,0,0,0,0,0,71,58,51,711,18,908,0,0,0,0,0,3,12,0,8,0,0,23,4,0,0,8,0,20,3,0,0,0,0,3,14,0,0,0,3,24,16,10,0,18,0,42,195,46,19,109,10,374,22,0,4,154,1588,1769,1224,539,370,9793,1878,13812,47,274,196,4706
LGA46300,281,5322,101,6173,0,4,4,122,0,129,31,3,0,17,0,56,104,27,16,71,0,221,100,25,27,58,5,210,604,427,294,4309,87,5719,102,0,10,5,5,121,14,0,10,43,0,63,133,78,52,1034,19,1319,43,14,6,66,9,132,3,0,0,9,0,19,37,0,0,6,0,42,95,75,60,969,16,1209,80,23,4,155,4,266,8,0,0,0,0,9,0,0,0,17,0,18,4,5,0,0,0,6,10,3,0,17,0,31,20,10,9,0,0,41,15,8,8,4,6,42,27,17,4,32,0,82,13,7,4,10,0,26,3,0,0,0,0,7,123,112,81,956,6,1281,6,0,0,3,0,12,11,11,5,0,3,25,18,3,5,10,0,30,5,0,0,6,4,12,6,4,0,0,0,13,23,7,3,47,0,78,198,62,30,179,0,476,21,11,14,166,964,1167,1558,809,548,9975,1171,14062,54,405,307,5181
LGA46450,255,6955,192,7904,0,3,0,64,0,65,26,0,4,14,0,45,6,7,0,10,0,21,94,26,29,54,0,198,617,391,283,5521,150,6970,86,0,18,11,0,120,25,4,0,45,0,79,86,73,38,1164,15,1378,91,18,14,86,0,214,14,6,0,5,0,27,46,3,0,7,0,50,87,65,28,1372,23,1578,296,101,42,484,15,941,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,32,0,54,8,3,0,3,0,16,33,23,0,6,0,65,27,3,5,39,0,76,3,0,0,4,0,14,0,0,0,0,0,0,159,93,58,985,13,1311,6,0,0,0,0,6,39,0,0,0,0,39,19,3,0,7,0,27,4,3,0,0,0,14,24,0,0,0,0,24,31,10,0,51,0,98,300,46,26,177,3,551,24,6,8,168,894,1104,1906,803,513,12894,1242,17361,85,417,258,6626
LGA46510,464,4178,44,5528,0,4,5,25,0,27,768,30,34,22,8,862,105,28,15,49,0,197,103,35,30,61,0,234,1359,644,495,3760,52,6315,132,0,15,6,0,150,45,10,10,43,0,117,208,85,65,992,10,1364,796,127,44,371,4,1351,65,7,5,20,0,94,947,14,9,0,4,972,295,149,100,1355,14,1918,1056,249,114,728,24,2167,40,0,0,3,0,47,51,11,10,43,0,111,24,4,4,17,0,45,72,22,6,46,3,148,5,0,0,3,0,9,43,23,13,11,0,84,194,28,21,69,4,312,45,4,6,17,0,67,4,0,0,0,0,4,282,160,105,949,17,1523,76,0,5,5,0,92,30,3,3,0,0,39,34,9,0,9,0,46,48,0,3,0,0,54,472,26,17,14,0,530,40,17,7,54,4,120,1583,149,103,262,8,2104,66,0,14,60,839,976,7988,1490,1001,9048,1002,20523,209,737,495,4210
LGA46670,163,3080,145,3640,0,0,0,22,0,24,71,0,5,14,0,88,35,3,4,33,0,79,50,15,8,35,0,114,358,211,129,2567,72,3337,33,0,8,0,4,39,18,0,0,22,0,41,91,43,38,1029,20,1217,283,34,19,134,20,486,27,5,3,4,0,38,185,3,5,3,3,200,44,27,4,437,9,525,153,28,13,125,6,331,9,0,0,0,0,8,4,6,0,9,0,11,9,0,6,0,0,10,3,5,0,10,0,15,6,4,0,5,0,13,5,3,0,3,0,16,24,7,0,18,0,45,5,0,4,0,0,9,0,0,0,0,0,0,62,43,23,483,11,615,7,0,0,0,0,4,4,0,0,0,0,7,7,0,0,9,0,14,0,0,0,0,0,0,63,3,4,0,5,71,5,3,3,27,0,43,407,35,18,111,7,577,30,4,4,93,596,727,1832,421,298,6070,860,9475,91,216,154,3224
LGA46860,32,472,13,554,0,0,0,3,0,5,5,0,0,4,0,9,0,0,0,0,0,3,8,0,0,3,0,20,65,28,31,479,7,610,0,0,0,0,0,0,0,0,0,0,0,6,11,3,0,84,5,103,5,0,0,5,0,7,0,0,0,0,0,0,4,0,4,0,0,12,9,5,4,77,0,98,4,10,0,10,4,28,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,10,0,0,0,0,0,4,4,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,11,7,138,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,4,0,16,16,0,4,13,0,35,3,0,0,14,94,111,141,61,62,999,118,1375,0,27,26,562
LGA46970,126,1472,41,1780,0,3,0,20,0,21,11,0,0,24,0,39,8,3,0,7,0,13,31,11,10,25,6,71,198,104,93,963,32,1391,61,0,8,0,0,66,7,0,0,0,0,5,23,16,13,225,7,276,0,0,3,6,0,14,8,0,0,0,0,11,30,0,0,6,0,36,31,9,5,243,9,307,12,18,6,49,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,0,6,4,0,49,24,0,0,4,0,26,0,0,0,0,0,10,7,0,0,3,0,11,0,0,0,0,0,5,63,22,24,227,4,340,6,0,0,6,0,12,28,0,3,0,0,29,14,0,0,3,0,15,19,0,0,0,0,13,4,0,0,0,0,4,3,0,3,6,0,12,175,25,14,29,3,246,5,5,0,39,308,347,655,198,191,2462,378,3881,24,112,104,1352
LGA47140,3378,30165,675,40411,5,35,24,473,19,552,3865,96,86,121,33,4192,570,83,46,109,5,809,885,272,183,483,7,1829,12475,4363,3569,24640,772,45820,2482,58,233,31,32,2837,170,37,38,191,6,446,1534,625,413,5286,83,7937,1201,239,146,688,21,2292,367,50,20,104,5,548,4198,37,32,43,25,4332,1736,644,509,5254,119,8260,3127,891,401,2691,106,7210,238,6,16,10,0,266,408,90,45,77,13,636,172,14,13,41,0,243,457,113,71,241,8,893,152,40,29,34,0,262,205,82,83,53,3,434,1397,190,119,342,15,2070,358,34,27,83,3,502,34,3,9,3,3,52,2257,824,678,4643,134,8539,697,61,23,55,10,842,172,20,32,12,0,238,543,41,33,101,6,720,297,9,12,9,0,330,5229,160,101,77,59,5627,454,92,49,261,10,865,19230,863,599,1046,234,21973,765,61,57,588,5739,7209,59293,8613,6519,55851,7709,137981,2854,4399,3496,28237
LGA47290,38,818,16,907,0,0,0,0,0,4,16,0,0,0,0,16,3,0,0,0,0,10,13,5,3,10,3,27,68,19,22,573,18,700,18,0,0,0,0,18,0,0,0,5,0,3,14,3,4,257,0,285,6,4,0,4,0,5,4,0,0,0,0,4,3,0,0,0,0,3,11,7,3,118,4,143,7,0,0,7,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,4,0,3,3,0,0,0,0,5,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,19,4,6,101,0,139,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,67,9,9,16,0,103,9,0,0,20,150,175,237,51,61,1491,184,2028,8,27,24,718
LGA47490,51,835,15,953,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,0,0,5,9,3,4,11,0,19,73,38,48,671,24,852,3,0,0,0,0,4,3,0,0,0,0,4,10,7,3,141,0,164,5,0,0,5,0,8,0,0,0,0,0,0,3,0,0,0,0,3,14,12,8,203,0,235,9,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,5,0,3,0,8,0,0,3,0,0,8,5,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,19,12,8,130,3,176,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,26,6,4,29,0,59,3,0,0,13,132,151,140,79,84,1594,173,2076,4,51,41,888
LGA47630,117,2527,48,2798,0,0,0,3,0,3,51,0,0,7,0,61,0,0,0,0,0,0,24,4,15,20,0,66,214,109,95,2131,45,2589,106,0,0,0,0,107,8,0,3,6,0,14,40,20,22,649,8,742,3,5,4,4,0,12,3,0,0,0,0,8,17,0,0,0,0,20,39,25,13,368,3,451,22,10,3,47,0,85,3,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,30,15,3,6,0,0,25,5,0,4,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,45,17,18,485,9,576,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,5,10,0,0,0,0,13,6,0,0,0,0,6,9,0,7,13,0,25,209,17,16,46,5,301,11,0,0,73,497,585,779,183,199,4866,600,6620,30,114,146,2576
LGA47700,2955,25113,379,33133,6,17,10,127,0,157,1890,46,77,72,5,2090,272,46,26,93,0,430,1020,312,181,477,16,2004,12550,4194,3296,21658,470,42169,590,11,103,14,3,722,136,29,25,165,6,361,1603,633,412,5113,103,7868,666,175,90,452,13,1396,278,59,20,102,4,473,1710,59,26,42,6,1847,1891,666,410,4822,103,7898,3069,921,375,2498,65,6935,306,6,11,7,0,335,235,55,13,62,0,367,58,6,10,16,0,89,242,72,56,200,3,572,59,24,5,14,0,103,170,89,55,35,0,349,947,149,72,295,11,1472,320,27,21,49,8,416,21,0,0,0,0,28,2379,808,643,4716,82,8632,163,27,20,31,6,243,287,38,30,8,0,359,242,18,18,69,0,349,302,18,4,4,0,322,192,32,24,13,0,263,540,82,61,271,4,954,5039,612,418,859,60,6985,205,39,20,418,3103,3782,32168,7770,5501,48147,4156,97737,1023,4374,3069,25221
LGA47800,100,2053,48,2326,0,0,0,135,3,140,8,0,0,4,0,22,0,0,0,0,0,4,56,15,11,42,0,124,235,120,97,1765,46,2267,23,0,6,3,0,42,8,0,0,12,0,19,55,16,23,568,10,675,4,0,0,5,4,12,9,0,0,5,0,16,9,0,0,0,0,8,43,16,8,287,13,365,24,3,3,39,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,3,0,4,15,0,4,3,0,24,6,4,0,9,0,20,6,0,0,6,0,6,0,0,0,0,0,0,48,26,13,390,8,484,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,5,0,0,0,8,0,0,0,0,0,0,11,0,3,9,0,27,72,4,27,36,3,145,5,3,0,53,284,347,546,214,182,4044,393,5386,27,136,101,1956
LGA47910,54,1114,21,1247,0,0,0,10,0,13,0,0,0,6,0,10,0,0,0,0,0,0,23,0,0,13,0,39,86,55,43,887,22,1098,0,0,5,3,0,9,0,0,0,8,0,7,16,8,3,198,4,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,3,160,5,191,12,5,0,23,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,6,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,28,24,17,230,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,7,13,15,0,53,0,0,4,24,121,146,191,97,92,2062,164,2608,9,55,43,1146
LGA47980,961,8326,162,11055,0,4,0,41,0,50,2052,64,74,57,9,2253,94,22,18,48,4,178,218,76,45,126,0,469,2571,1435,983,8760,160,13909,121,7,25,5,0,156,113,33,19,108,0,281,429,211,145,2091,25,2898,1213,175,80,547,26,2048,73,24,17,23,4,136,832,18,25,21,8,902,588,324,208,2740,44,3893,1070,254,120,813,16,2283,180,3,7,7,0,199,71,22,12,63,3,167,12,3,0,3,0,19,68,13,7,36,0,123,19,0,0,0,0,21,94,30,25,10,0,163,227,49,37,134,0,440,135,6,11,17,0,166,0,7,0,0,0,11,645,345,232,2541,33,3797,50,12,8,13,0,82,92,13,15,5,0,126,89,6,3,25,0,122,132,14,5,0,0,151,169,8,20,3,0,193,102,49,15,124,0,294,2352,285,241,475,26,3376,64,10,14,114,1629,1834,12080,2876,1959,18763,2039,37717,277,1527,1141,8377
LGA48050,346,4424,109,5380,0,0,0,34,0,34,36,8,0,10,0,54,24,6,0,4,0,41,164,25,12,56,0,262,2078,453,444,4426,124,7535,47,0,7,0,0,58,33,8,8,37,0,81,195,77,45,905,21,1247,25,15,0,24,4,72,12,6,0,3,0,19,31,3,0,4,0,36,246,74,66,903,22,1305,115,36,25,121,8,298,0,0,0,0,0,3,4,0,0,5,0,3,0,0,0,0,0,0,22,0,4,11,0,40,7,6,7,0,0,23,21,16,3,5,0,42,38,3,9,16,0,66,17,0,4,9,0,33,0,0,0,0,0,0,313,114,88,1024,20,1562,5,0,0,0,0,7,19,0,9,0,0,27,7,7,0,7,0,33,0,0,0,0,0,4,5,0,0,0,0,7,67,9,5,41,0,117,247,49,51,109,4,454,26,7,10,93,742,877,3270,804,675,8932,981,14661,99,541,450,4908
