LGA_CODE_2021,C11_1_74_1PF_CU15DS,C11_1_74_1PF_CU15NDS,C11_1_74_1PFnCU15DS,C11_1_74_1PF_NDCO,C11_1_74_Tot,C11_75_99_1PF_CU15DS,C11_75_99_1PF_CU15NDS,C11_75_99_1PFnCU15DS,C11_75_99_1PF_NDCO,C11_75_99_Tot,C11_100_149_1PF_CU15DS,C11_100_149_1PF_CU15NDS,C11_100_149_1PFnCU15DS,C11_100_149_1PF_NDCO,C11_100_149_Tot,C11_150_199_1PF_CU15DS,C11_150_199_1PF_CU15NDS,C11_150_199_1PFnCU15DS,C11_150_199_1PF_NDCO,C11_150_199_Tot,C11_200_224_1PF_CU15DS,C11_200_224_1PF_CU15NDS,C11_200_224_1PFnCU15DS,C11_200_224_1PF_NDCO,C11_200_224_Tot,C11_225_274_1PF_CU15DS,C11_225_274_1PF_CU15NDS,C11_225_274_1PFnCU15DS,C11_225_274_1PF_NDCO,C11_225_274_Tot,C11_275_349_1PF_CU15DS,C11_275_349_1PF_CU15NDS,C11_275_349_1PFnCU15DS,C11_275_349_1PF_NDCO,C11_275_349_Tot,C11_350_449_1PF_CU15DS,C11_350_449_1PF_CU15NDS,C11_350_449_1PFnCU15DS,C11_350_449_1PF_NDCO,C11_350_449_Tot,C11_450_549_1PF_CU15DS,C11_450_549_1PF_CU15NDS,C11_450_549_1PFnCU15DS,C11_450_549_1PF_NDCO,C11_450_549_Tot,C11_550_649_1PF_CU15DS,C11_550_649_1PF_CU15NDS,C11_550_649_1PFnCU15DS,C11_550_649_1PF_NDCO,C11_550_649_Tot,C11_650_749_1PF_CU15DS,C11_650_749_1PF_CU15NDS,C11_650_749_1PFnCU15DS,C11_650_749_1PF_NDCO,C11_650_749_Tot,C11_750_849_1PF_CU15DS,C11_750_849_1PF_CU15NDS,C11_750_849_1PFnCU15DS,C11_750_849_1PF_NDCO,C11_750_849_Tot,C11_850_949_1PF_CU15DS,C11_850_949_1PF_CU15NDS,C11_850_949_1PFnCU15DS,C11_850_949_1PF_NDCO,C11_850_949_Tot,C11_950over_1PF_CU15DS,C11_950over_1PF_CU15NDS,C11_950over_1PFnCU15DS,C11_950over_1PF_NDCO,C11_950over_Tot,C11_Rns_1PF_CU15DS,C11_Rns_1PF_CU15NDS,C11_Rns_1PFnCU15DS,C11_Rns_1PF_NDCO,C11_Rns_Tot,C11_Tot_1PF_CU15DS,C11_Tot_1PF_CU15NDS,C11_Tot_1PFnCU15DS,C11_Tot_1PF_NDCO,C11_Tot_Tot,C16_1_74_1PF_CU15DS,C16_1_74_1PF_CU15NDS,C16_1_74_1PFnCU15DS,C16_1_74_1PF_NDCO,C16_1_74_Tot,C16_75_99_1PF_CU15DS,C16_75_99_1PF_CU15NDS,C16_75_99_1PFnCU15DS,C16_75_99_1PF_NDCO,C16_75_99_Tot,C16_100_149_1PF_CU15DS,C16_100_149_1PF_CU15NDS,C16_100_149_1PFnCU15DS,C16_100_149_1PF_NDCO,C16_100_149_Tot,C16_150_199_1PF_CU15DS,C16_150_199_1PF_CU15NDS,C16_150_199_1PFnCU15DS,C16_150_199_1PF_NDCO,C16_150_199_Tot,C16_200_224_1PF_CU15DS,C16_200_224_1PF_CU15NDS,C16_200_224_1PFnCU15DS,C16_200_224_1PF_NDCO,C16_200_224_Tot,C16_225_274_1PF_CU15DS,C16_225_274_1PF_CU15NDS,C16_225_274_1PFnCU15DS,C16_225_274_1PF_NDCO,C16_225_274_Tot,C16_275_349_1PF_CU15DS,C16_275_349_1PF_CU15NDS,C16_275_349_1PFnCU15DS,C16_275_349_1PF_NDCO,C16_275_349_Tot,C16_350_449_1PF_CU15DS,C16_350_449_1PF_CU15NDS,C16_350_449_1PFnCU15DS,C16_350_449_1PF_NDCO,C16_350_449_Tot,C16_450_549_1PF_CU15DS,C16_450_549_1PF_CU15NDS,C16_450_549_1PFnCU15DS,C16_450_549_1PF_NDCO,C16_450_549_Tot,C16_550_649_1PF_CU15DS,C16_550_649_1PF_CU15NDS,C16_550_649_1PFnCU15DS,C16_550_649_1PF_NDCO,C16_550_649_Tot,C16_650_749_1PF_CU15DS,C16_650_749_1PF_CU15NDS,C16_650_749_1PFnCU15DS,C16_650_749_1PF_NDCO,C16_650_749_Tot,C16_750_849_1PF_CU15DS,C16_750_849_1PF_CU15NDS,C16_750_849_1PFnCU15DS,C16_750_849_1PF_NDCO,C16_750_849_Tot,C16_850_949_1PF_CU15DS,C16_850_949_1PF_CU15NDS,C16_850_949_1PFnCU15DS,C16_850_949_1PF_NDCO,C16_850_949_Tot,C16_950over_1PF_CU15_DS,C16_950over_1PF_CU15_NDS,C16_950over_1PFnoCU15_DS,C16_950over_1PF_NDCO,C16_950over_Tot,C16_Rns_1PF_CU15DS,C16_Rns_1PF_CU15NDS,C16_Rns_1PFnCU15DS,C16_Rns_1PF_NDCO,C16_Rns_Tot,C16_Tot_1PF_CU15DS,C16_Tot_1PF_CU15NDS,C16_Tot_1PFnCU15DS,C16_Tot_1PF_NDCO,C16_Tot_Tot,C21_1_74_1PF_CU15DS,C21_1_74_1PF_CU15NDS,C21_1_74_1PFnCU15DS,C21_1_74_1PF_NDCO,C21_1_74_Tot,C21_75_99_1PF_CU15DS,C21_75_99_1PF_CU15NDS,C21_75_99_1PFnCU15DS,C21_75_99_1PF_NDCO,C21_75_99_Tot,C21_100_149_1PF_CU15DS,C21_100_149_1PF_CU15NDS,C21_100_149_1PFnCU15DS,C21_100_149_1PF_NDCO,C21_100_149_Tot,C21_150_199_1PF_CU15DS,C21_150_199_1PF_CU15NDS,C21_150_199_1PFnCU15DS,C21_150_199_1PF_NDCO,C21_150_199_Tot,C21_200_224_1PF_CU15DS,C21_200_224_1PF_CU15NDS,C21_200_224_1PFnCU15DS,C21_200_224_1PF_NDCO,C21_200_224_Tot,C21_225_274_1PF_CU15DS,C21_225_274_1PF_CU15NDS,C21_225_274_1PFnCU15DS,C21_225_274_1PF_NDCO,C21_225_274_Tot,C21_275_349_1PF_CU15DS,C21_275_349_1PF_CU15NDS,C21_275_349_1PFnCU15DS,C21_275_349_1PF_NDCO,C21_275_349_Tot,C21_350_449_1PF_CU15DS,C21_350_449_1PF_CU15NDS,C21_350_449_1PFnCU15DS,C21_350_449_1PF_NDCO,C21_350_449_Tot
LGA18450,6,32,8,35,82,14,74,29,67,182,53,291,53,82,480,47,258,54,177,533,29,214,53,93,390,55,383,80,176,687,81,542,150,195,968,92,303,79,94,564,26,54,28,27,130,3,19,10,12,39,3,3,0,0,4,0,0,0,0,9,0,0,0,3,3,0,4,0,3,8,8,70,12,49,145,413,2261,542,1009,4228,0,11,3,8,33,4,14,8,11,35,19,182,51,124,370,43,170,44,82,336,23,93,29,120,267,45,169,41,106,357,61,398,129,231,817,114,656,169,290,1226,64,229,76,113,484,20,58,17,26,118,3,13,8,9,33,0,10,4,5,15,0,0,3,3,4,0,0,0,6,9,5,63,11,47,125,397,2074,588,1185,4239,0,12,0,12,21,0,13,4,17,33,15,131,35,95,275,28,142,14,97,288,13,75,22,83,200,29,114,27,113,280,33,264,57,145,498,88,622,138,364,1214
LGA18500,0,0,0,0,3,0,0,0,0,7,0,0,4,3,6,0,0,0,0,3,0,3,0,0,3,0,0,0,3,10,0,6,4,11,14,7,40,12,19,80,3,45,19,27,98,0,40,19,22,81,0,22,6,12,42,0,21,5,8,35,0,8,10,3,18,16,42,22,17,96,5,6,13,5,22,39,239,109,132,512,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,0,13,3,7,24,0,22,13,26,70,3,60,16,14,98,8,31,7,22,66,0,24,7,11,50,7,31,10,3,56,16,80,44,30,173,0,7,5,6,21,45,276,114,132,566,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,3,4,0,6,0,13,3,4,23
LGA18710,0,0,0,0,0,0,0,0,0,0,0,8,0,9,14,0,18,0,4,27,0,15,0,5,19,0,6,3,11,23,0,21,5,4,23,0,12,7,8,16,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,7,0,0,8,7,81,16,27,137,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,3,0,3,9,0,9,0,0,4,0,13,0,8,22,7,28,5,7,49,4,29,3,3,44,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,20,95,10,23,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,0,5,3,5,12,5,3,5,0,15,5,12,4,13,34,5,28,4,12,50
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,0,0,0,0,0,4,0,0,0,0,21,0,4,30,7,34,0,8,52,0,27,4,8,42,4,21,0,0,27,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,15,120,18,25,171,0,0,0,0,0,0,0,0,0,0,3,3,3,4,7,0,26,11,6,42,3,19,3,6,31,3,38,3,7,52,5,12,3,5,21,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,108,29,29,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,4,0,21,3,8,3,8,20,0,16,3,3,24,6,16,3,3,29,4,16,7,5,23
LGA20260,0,4,0,0,7,0,3,0,4,7,4,11,3,3,28,5,63,9,11,88,0,14,0,7,22,4,12,0,0,13,3,0,3,0,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,18,119,25,28,185,0,4,0,0,0,0,6,0,0,4,0,7,0,9,17,0,24,5,12,42,0,18,3,13,30,0,28,7,6,49,5,12,5,6,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,99,20,42,176,0,0,0,0,5,0,0,0,0,0,0,11,0,6,17,4,14,0,11,33,0,13,0,7,18,4,24,0,16,45,3,24,3,7,39,0,11,0,3,23
LGA20570,3,5,0,9,22,4,45,14,28,89,31,220,26,45,322,53,291,47,103,500,31,223,42,68,362,54,375,73,93,599,36,148,42,26,246,7,23,6,11,48,0,0,0,0,3,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,48,10,6,66,230,1385,263,398,2276,0,3,3,3,14,3,19,0,3,28,16,153,23,47,237,17,136,37,47,238,11,138,22,79,249,64,471,98,186,822,85,403,97,104,694,39,118,26,29,212,3,10,3,4,25,0,3,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,6,35,8,16,64,248,1484,325,523,2582,3,3,7,9,18,0,5,0,7,20,15,78,19,54,167,24,78,21,36,157,5,74,11,50,144,30,288,52,163,527,89,597,111,247,1041,111,429,84,138,758
LGA20660,0,16,6,11,29,0,26,4,23,62,17,123,21,39,198,20,65,15,40,146,8,41,10,21,80,20,129,35,56,241,58,259,106,145,562,45,162,90,71,362,7,27,23,8,71,0,8,3,3,16,0,0,3,3,3,0,5,0,0,5,0,3,0,0,3,0,4,0,3,3,3,38,10,20,75,178,900,329,457,1863,0,8,0,3,11,0,12,0,11,21,6,86,16,34,138,8,48,11,30,96,7,21,10,36,78,13,49,22,41,121,30,192,85,119,425,58,292,116,140,613,32,66,33,50,187,9,9,10,6,38,0,3,0,3,13,5,4,0,3,11,0,0,0,0,3,0,5,3,0,12,5,22,11,20,57,173,819,321,501,1816,0,6,0,0,10,0,5,0,0,12,6,56,9,48,120,4,24,15,22,73,14,15,7,30,65,10,36,8,33,80,15,95,39,74,224,63,338,125,195,718
LGA20740,0,0,0,0,3,0,5,3,0,8,0,12,6,7,26,6,50,9,29,100,10,55,11,28,95,6,104,15,28,153,26,41,8,13,86,3,26,0,10,39,0,3,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,17,57,308,55,114,537,0,0,0,0,0,0,3,0,0,10,3,9,0,10,18,5,23,4,15,44,5,33,11,16,75,21,159,30,45,255,22,119,22,29,193,5,42,4,7,58,0,3,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,0,7,15,64,410,75,131,675,0,0,0,0,4,0,0,0,0,0,0,9,0,3,12,0,11,4,13,24,5,15,3,17,38,4,51,11,25,93,24,123,18,74,240,31,123,27,32,211
LGA20830,0,0,5,0,8,0,10,0,9,20,9,77,11,7,108,12,77,24,38,143,11,81,14,20,129,19,128,26,25,198,25,66,8,7,110,3,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,4,3,33,87,462,97,119,767,0,0,3,0,11,0,0,0,0,0,5,33,6,8,48,9,35,15,10,73,8,39,15,16,81,22,140,25,49,230,34,152,38,43,262,9,36,11,11,64,0,4,0,0,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,18,84,460,115,143,799,0,0,0,3,3,0,4,0,0,6,0,22,3,13,41,0,28,4,10,40,4,20,0,14,37,0,50,12,37,96,25,176,35,79,312,66,180,46,55,342
LGA20910,0,4,5,6,13,0,20,9,15,37,12,71,11,19,108,6,18,13,34,62,0,13,0,9,29,4,13,15,15,51,7,55,42,60,165,15,112,47,65,236,19,52,28,20,123,7,45,20,12,87,6,12,12,0,44,8,13,3,0,23,4,9,9,3,12,8,18,3,7,33,0,21,5,11,33,95,463,215,270,1040,0,3,0,0,6,0,8,0,0,11,4,53,9,19,93,8,9,3,10,29,0,0,5,19,31,7,11,5,17,37,9,34,10,34,84,13,90,47,62,212,11,83,40,37,175,15,33,28,20,93,12,29,13,10,66,11,28,13,8,57,7,18,12,0,32,8,28,16,6,60,0,16,7,9,33,101,448,209,246,1014,0,5,0,0,9,0,5,0,0,11,0,25,7,23,56,6,15,6,12,38,0,5,0,12,21,0,3,4,16,26,0,23,6,17,55,18,79,40,47,181
LGA21010,0,0,0,0,0,0,6,0,4,11,4,35,4,6,50,8,48,14,25,92,6,43,6,10,59,10,23,10,4,46,3,8,0,4,15,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,24,172,28,54,280,0,0,0,0,3,0,3,0,0,3,6,22,3,5,36,3,36,8,9,58,0,27,10,18,58,9,46,6,10,79,12,18,5,5,42,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,8,35,181,22,57,300,0,0,0,0,0,0,0,0,0,4,0,12,0,5,20,8,15,0,7,31,3,15,0,12,21,3,23,0,13,42,10,33,5,20,59,6,22,6,8,41
LGA21110,0,0,4,3,10,0,13,3,3,18,0,31,12,9,55,0,14,7,8,35,3,6,3,10,25,0,21,22,19,58,14,84,56,66,217,26,159,93,94,370,31,87,76,45,238,28,30,39,18,113,4,28,28,9,68,9,18,12,5,43,5,8,4,0,21,5,18,14,5,44,6,16,18,13,48,123,534,390,311,1356,0,6,0,5,8,0,0,0,0,3,5,21,7,9,43,0,8,6,7,22,4,6,3,13,18,0,7,3,10,24,3,37,22,35,100,29,196,93,101,415,36,131,98,63,328,26,70,46,34,177,11,47,32,23,109,16,21,20,8,64,6,12,12,5,41,16,24,30,11,77,0,24,14,15,49,153,617,390,334,1488,0,0,0,4,4,0,0,0,0,4,3,22,7,9,39,0,7,0,0,12,0,16,0,6,23,0,9,5,9,28,0,31,17,29,80,18,171,61,80,328
LGA21180,3,11,6,20,37,9,34,10,15,59,27,139,32,34,234,29,146,39,79,295,38,138,43,64,280,77,394,87,175,735,153,582,103,234,1078,35,120,56,49,258,0,12,3,10,24,0,4,0,0,8,0,0,0,4,4,0,5,0,0,9,0,0,0,0,6,5,9,4,8,23,22,74,20,33,148,396,1664,400,727,3188,0,9,7,7,20,0,7,5,6,14,8,73,25,38,151,24,74,30,43,172,16,74,27,71,185,44,192,57,115,410,193,723,208,383,1513,81,340,109,168,693,15,46,8,19,91,0,6,0,0,15,0,3,0,4,4,0,7,0,0,5,0,0,0,0,0,0,5,0,3,11,14,68,14,52,154,409,1623,497,917,3449,5,11,0,8,22,0,4,4,9,20,9,51,34,38,130,14,69,18,41,147,10,32,11,44,99,32,91,45,90,257,100,442,167,355,1063,166,604,201,361,1333
LGA21270,0,3,0,0,4,0,0,0,0,0,3,16,0,5,23,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,0,7,46,0,0,0,0,0,0,0,0,0,0,0,11,3,4,17,0,12,5,0,23,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,12,4,51,0,0,0,0,3,0,0,0,0,0,0,4,0,3,10,0,13,0,5,13,0,10,0,3,11,0,7,0,0,8,0,3,0,0,0,0,0,0,0,0
LGA21370,0,7,0,4,15,0,11,7,13,37,7,87,11,16,121,18,154,16,42,232,14,80,13,18,124,17,98,19,13,139,10,28,0,6,42,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,7,23,78,480,77,117,752,0,6,0,5,10,0,4,0,0,11,0,50,8,24,86,13,67,7,40,131,4,58,17,26,107,15,94,20,26,160,11,62,10,20,105,5,23,5,4,39,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,17,59,381,74,137,660,0,0,0,0,6,0,0,6,0,10,6,30,10,17,61,9,54,4,22,83,10,42,12,19,81,14,79,11,49,143,14,98,22,32,171,12,53,15,21,104
LGA21450,0,7,3,4,12,0,4,0,4,15,3,37,11,15,72,13,41,4,24,76,6,42,14,16,84,25,182,19,45,271,62,351,70,72,561,20,64,12,20,121,0,8,0,0,9,0,4,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,4,22,0,14,41,138,769,142,220,1271,0,7,0,0,9,0,0,0,0,0,6,25,4,11,46,8,32,6,17,56,11,19,5,11,44,11,109,13,43,179,64,527,99,157,840,70,248,52,105,479,4,12,7,9,31,0,4,6,4,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,29,11,9,49,180,1010,200,368,1756,0,4,0,10,7,0,0,0,4,4,5,24,3,3,37,5,23,4,11,39,3,16,0,10,32,5,37,7,20,71,33,288,55,136,513,133,682,148,256,1215
LGA21610,3,23,8,7,33,4,37,12,24,82,32,148,41,38,249,28,119,23,67,243,23,123,25,44,222,64,420,93,182,761,170,902,193,281,1547,87,333,95,119,632,5,40,10,12,70,0,8,0,5,16,0,0,0,3,6,0,0,0,3,3,0,0,0,0,0,4,12,3,11,27,16,83,21,38,160,446,2254,520,837,4055,0,6,0,0,14,0,6,3,5,15,9,80,22,49,150,28,86,13,51,176,19,47,19,40,126,28,157,45,119,348,153,874,232,423,1681,264,815,255,409,1743,31,109,25,40,211,9,25,3,6,40,3,7,0,6,18,7,0,4,6,13,0,0,0,0,3,5,7,0,7,19,17,66,24,47,156,573,2287,650,1201,4714,0,10,0,9,23,0,10,0,4,17,5,65,20,56,147,22,68,21,38,147,12,37,9,27,81,15,77,20,66,172,98,488,118,352,1057,355,1638,440,784,3206
LGA21670,0,0,0,3,7,0,7,0,0,4,7,28,3,11,52,9,68,8,19,103,3,28,0,5,33,0,15,3,0,22,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,19,154,22,39,235,0,0,0,0,0,0,0,0,0,3,0,24,5,5,31,3,36,7,13,60,4,25,5,15,46,5,49,10,15,79,7,11,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,18,147,21,58,249,0,0,0,0,0,0,0,0,0,0,0,12,0,6,20,4,20,0,10,31,0,17,0,13,25,4,64,0,19,96,5,43,3,13,66,4,4,0,0,11
LGA21750,0,3,0,0,0,0,5,0,0,4,3,51,5,6,71,4,63,10,23,104,7,31,7,5,54,3,51,10,11,71,0,5,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,5,25,215,32,51,324,0,0,0,0,0,0,0,0,0,4,6,19,10,13,42,4,25,5,13,46,6,27,6,3,43,5,60,13,13,92,13,47,4,7,79,4,4,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,37,198,40,59,334,0,0,0,0,3,0,0,0,0,6,0,10,0,4,19,5,18,6,7,29,0,13,6,3,22,10,39,4,14,68,4,61,11,12,87,9,37,3,16,62
LGA21830,0,0,0,5,6,0,3,3,0,7,0,29,11,17,51,7,52,10,7,76,5,19,0,4,31,3,11,4,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,7,17,128,34,36,215,0,0,0,0,0,0,0,0,0,4,0,8,3,5,23,4,21,10,13,50,0,22,7,14,42,7,39,5,3,55,0,4,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,10,110,27,44,198,0,0,0,0,0,0,0,0,6,5,0,10,0,5,12,4,12,3,7,29,0,20,0,8,29,6,38,0,8,52,10,27,0,8,42,0,9,3,3,11
LGA21890,0,7,9,17,36,0,41,9,33,86,22,134,25,44,225,20,63,19,80,178,14,47,30,50,140,26,148,53,124,347,58,296,80,165,595,22,163,59,61,307,0,41,16,24,77,0,16,0,4,24,0,6,0,4,6,0,0,0,0,3,0,0,0,0,0,0,12,3,5,19,7,46,12,36,97,169,1018,324,642,2148,0,5,3,9,21,0,17,4,4,20,10,99,25,43,180,22,67,23,36,144,3,25,13,66,112,20,72,26,65,186,38,260,108,178,581,42,250,82,146,508,7,87,39,35,169,4,29,6,10,56,6,14,0,6,31,3,11,9,4,21,0,0,3,0,7,0,4,4,0,8,8,29,20,33,80,159,977,358,632,2129,0,6,0,3,12,0,6,0,13,20,7,74,19,60,155,9,58,17,35,124,0,27,3,34,71,12,45,9,44,114,22,165,52,139,377,57,345,106,206,705
LGA22110,0,16,0,4,18,0,21,5,7,34,8,72,19,20,116,13,122,22,35,193,7,92,15,18,137,13,115,18,16,168,13,52,3,7,81,6,4,0,3,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,20,60,504,102,120,782,0,0,0,3,6,0,10,0,3,10,4,33,7,14,65,19,68,8,27,117,10,48,11,29,97,19,123,18,42,203,30,133,27,30,220,15,32,8,13,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,5,21,97,456,91,162,806,0,3,0,0,4,0,4,0,0,5,0,18,5,11,33,13,38,10,10,68,0,31,0,22,61,15,86,17,37,152,26,151,24,56,263,18,98,14,25,152
LGA22170,0,13,8,12,25,0,30,10,30,70,19,123,14,29,183,16,99,34,91,244,15,147,31,67,252,60,456,99,181,796,119,654,119,193,1082,58,166,41,46,313,9,28,8,9,52,0,3,0,3,3,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,8,19,8,49,11,32,98,312,1786,369,690,3157,0,3,0,6,9,0,6,0,7,13,9,77,17,48,154,13,71,21,37,140,5,44,19,46,115,16,211,52,128,416,110,739,200,323,1379,106,404,146,185,843,16,38,14,22,95,5,20,13,7,42,0,10,3,0,9,0,0,0,0,6,0,0,0,0,0,3,7,0,3,17,11,47,9,28,96,311,1682,501,847,3348,0,6,0,9,15,0,6,0,5,9,5,75,15,38,136,14,60,12,42,128,3,24,3,39,77,11,73,25,40,145,65,397,112,224,796,147,775,208,397,1530
