LGA_CODE_2021,C11_Chr_Tot_0_14,C11_Chr_Tot_15_24,C11_Chr_Tot_25_34,C11_Chr_Tot_35_44,C11_Chr_Tot_45_54,C11_Chr_Tot_55_64,C11_Chr_Tot_65_74,C11_Chr_Tot_75_84,C11_Chr_Tot_85ov,C11_Chr_Tot_Tot,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_Au_Ab_Tr_R_0_14,C11_OR_Au_Ab_Tr_R_15_24,C11_OR_Au_Ab_Tr_R_25_34,C11_OR_Au_Ab_Tr_R_35_44,C11_OR_Au_Ab_Tr_R_45_54,C11_OR_Au_Ab_Tr_R_55_64,C11_OR_Au_Ab_Tr_R_65_74,C11_OR_Au_Ab_Tr_R_75_84,C11_OR_A_Ab_Tr_Re_85ov,C11_OR_Au_Ab_Tr_Re_Tot,C11_OR_Sikhism_0_14,C11_OR_Sikhism_15_24,C11_OR_Sikhism_25_34,C11_OR_Sikhism_35_44,C11_OR_Sikhism_45_54,C11_OR_Sikhism_55_64,C11_OR_Sikhism_65_74,C11_OR_Sikhism_75_84,C11_OR_Sikhism_85ov,C11_OR_Sikhism_Tot,C11_OR_OR_0_14,C11_OR_OR_15_24,C11_OR_OR_25_34,C11_OR_OR_35_44,C11_OR_OR_45_54,C11_OR_OR_55_64,C11_OR_OR_65_74,C11_OR_OR_75_84,C11_OR_OR_85ov,C11_OR_OR_Tot,C11_OR_Tot_0_14,C11_OR_Tot_15_24,C11_OR_Tot_25_34,C11_OR_Tot_35_44,C11_OR_Tot_45_54,C11_OR_Tot_55_64,C11_OR_Tot_65_74,C11_OR_Tot_75_84,C11_OR_Tot_85ov,C11_OR_Tot_Tot,C11_SBOSB_No_RA_0_14,C11_SBOSB_No_RA_15_24,C11_SBOSB_No_RA_25_34,C11_SBOSB_No_RA_35_44,C11_SBOSB_No_RA_45_54,C11_SBOSB_No_RA_55_64,C11_SBOSB_No_RA_65_74,C11_SBOSB_No_RA_75_84,C11_SBOSB_No_RA_85ov,C11_SBOSB_No_RA_Tot,C11_Rel_aff_ns_0_14,C11_Rel_aff_ns_15_24,C11_Rel_aff_ns_25_34,C11_Rel_aff_ns_35_44,C11_Rel_aff_ns_45_54,C11_Rel_aff_ns_55_64,C11_Rel_aff_ns_65_74,C11_Rel_aff_ns_75_84,C11_Rel_aff_ns_85ov,C11_Rel_aff_NS_Tot,C11_Tot_0_14,C11_Tot_15_24,C11_Tot_25_34,C11_Tot_35_44,C11_Tot_45_54,C11_Tot_55_64,C11_Tot_65_74,C11_Tot_75_84,C11_Tot_85ov,C11_Tot_Tot,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85ov,C16_Buddhism_Tot,C16_Christ_Angl_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Angl_85ov,C16_Christ_Angl_Tot,C16_C_Assyr_Apo_0_14,C16_C_Assyr_Apo_15_24,C16_C_Assyr_Apo_25_34,C16_C_Assyr_Apo_35_44,C16_C_Assyr_Apo_45_54,C16_C_Assyr_Apo_55_64,C16_C_Assyr_Apo_65_74,C16_C_Assyr_Apo_75_84,C16_C_Assyr_Apo_85ov,C16_C_Assyr_Apo_Tot,C16_C_Baptist_0_14,C16_C_Baptist_15_24,C16_C_Baptist_25_34,C16_C_Baptist_35_44,C16_C_Baptist_45_54,C16_C_Baptist_55_64,C16_C_Baptist_65_74,C16_C_Baptist_75_84,C16_C_Baptist_85ov,C16_C_Baptist_Tot,C16_Christ_Breth_0_14,C16_Christ_Breth_15_24,C16_Christ_Breth_25_34,C16_Christ_Breth_35_44,C16_Christ_Breth_45_54,C16_Christ_Breth_55_64,C16_Christ_Breth_65_74,C16_Christ_Breth_75_84,C16_Christ_Breth_85ov,C16_Christ_Breth_Tot,C16_Ch_Catholic_0_14,C16_Ch_Catholic_15_24,C16_Ch_Catholic_25_34,C16_Ch_Catholic_35_44,C16_Ch_Catholic_45_54,C16_Ch_Catholic_55_64,C16_Ch_Catholic_65_74,C16_Ch_Catholic_75_84,C16_Ch_Catholic_85ov,C16_C_Catholic_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_Tot,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot
LGA21610,30530,19755,17913,22993,22663,16895,9979,5607,1895,148232,1874,657,1901,1450,653,343,119,32,3,7043,4406,2711,2367,1996,1382,630,270,72,26,13861,44,22,21,46,20,26,20,7,5,211,8,0,0,5,4,0,0,0,0,14,629,329,833,349,162,111,42,13,5,2465,176,159,202,213,160,89,27,11,0,1039,813,487,1030,561,325,197,69,22,6,3514,13663,8431,8543,8162,5912,3361,1316,594,268,50252,4821,2919,2721,2872,2418,1786,966,628,280,19411,58597,36188,36286,39994,34850,23960,12939,7059,2514,252383,3214,1495,2257,2989,1890,1150,463,137,46,13639,3140,2418,1874,2809,4024,3770,3125,1805,759,23722,3,6,0,4,0,3,0,3,0,15,789,533,468,592,619,484,355,223,62,4125,29,27,34,14,26,13,9,10,3,167,15058,9788,8620,10289,10608,8434,5219,2677,860,71557,96,48,28,56,81,80,61,38,15,506,1642,930,1055,1235,1239,821,564,314,65,7852,138,89,102,142,102,116,85,33,27,824
LGA21670,1059,690,450,800,1193,1403,1260,810,317,7978,0,0,0,4,0,0,0,0,0,7,4,0,7,5,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,16,10,6,3,0,56,7,3,6,7,12,10,6,3,0,59,762,447,346,424,376,400,246,90,32,3126,237,130,102,142,157,159,160,106,56,1249,2074,1282,909,1394,1757,1988,1678,1010,401,12496,4,8,10,6,8,14,3,0,0,61,200,190,79,167,360,450,494,351,144,2444,0,0,0,0,0,0,0,0,0,0,15,5,7,13,16,21,18,10,6,100,0,0,0,0,0,0,0,0,0,0,445,257,166,246,328,363,322,187,61,2381,0,4,3,5,3,17,32,17,3,80,9,3,4,12,8,3,3,0,0,48,9,3,3,5,9,13,17,0,6,74
LGA21750,2030,1282,982,1495,1851,2021,1542,1050,439,12691,5,4,6,0,5,0,0,0,0,29,8,6,15,3,3,0,0,0,0,40,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,9,6,6,5,0,0,0,45,0,4,11,9,6,5,0,0,0,49,1357,785,723,737,702,594,254,100,49,5305,427,267,231,251,280,266,168,128,52,2079,3853,2375,1989,2524,2884,2920,1974,1279,544,20346,16,11,11,22,19,18,9,0,0,114,220,162,125,209,327,468,400,270,134,2318,0,0,0,0,0,0,0,0,0,0,27,6,23,19,18,34,36,6,7,176,0,0,0,0,0,0,0,0,0,0,1104,598,494,585,759,672,580,350,117,5263,0,0,0,0,0,0,5,0,0,12,24,5,12,19,16,9,15,6,0,99,7,5,5,11,9,15,15,7,0,68
LGA21830,1964,1115,807,1312,1749,1601,1417,933,354,11256,3,0,0,0,3,3,0,0,0,16,6,3,0,0,0,0,0,0,0,12,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,3,5,3,3,0,0,26,5,9,4,3,5,3,3,0,0,26,1111,520,484,471,469,333,146,64,12,3616,300,160,133,165,194,190,121,87,37,1384,3396,1821,1444,1965,2428,2140,1697,1079,407,16374,16,7,11,14,8,0,10,0,0,68,218,139,89,195,294,323,332,233,99,1917,0,0,0,0,0,0,0,0,0,0,60,15,23,26,23,22,14,3,6,197,0,0,0,0,0,0,0,0,0,0,861,527,361,413,616,599,468,302,110,4264,0,0,0,0,0,7,0,0,0,4,4,0,3,3,8,6,0,0,0,30,10,7,4,5,6,6,0,0,4,47
LGA21890,10615,7187,8745,11639,9749,7667,7501,6572,2484,72162,361,616,1722,291,114,95,23,14,5,3256,1762,961,1493,807,475,311,135,55,17,6009,30,18,37,44,29,20,8,5,3,199,10,7,4,6,9,4,0,0,0,44,140,325,757,81,18,9,3,0,0,1339,46,80,157,151,80,48,17,5,0,574,192,411,919,239,106,62,20,6,0,1958,6566,5447,8676,6752,4215,2369,747,391,208,35375,2165,1829,2703,2079,1504,1037,624,596,331,12869,22246,17219,25307,22724,16952,12027,9197,7718,3085,136475,419,655,986,714,645,529,214,86,30,4273,479,388,544,738,830,896,632,461,435,5414,11,9,7,10,17,10,3,4,0,78,89,74,129,108,112,87,66,51,28,737,0,0,0,0,0,0,0,0,0,5,5222,3776,4170,4650,5279,3776,3311,3497,1567,35240,13,14,9,8,20,26,18,24,17,140,1977,1265,1061,1833,2211,1319,1694,1722,492,13576,23,13,34,44,41,30,45,32,13,278
LGA22110,3226,2006,1570,2506,3630,4441,4083,2356,863,24669,9,8,29,4,7,6,0,0,0,60,0,4,6,3,7,8,0,0,0,33,3,0,0,0,0,0,3,0,0,19,4,0,0,0,6,0,0,0,0,8,3,5,8,0,0,0,0,0,0,17,5,17,17,31,30,24,12,0,0,147,13,25,25,37,33,22,14,0,0,177,3075,1644,1408,1626,1584,1706,993,407,136,12584,915,508,404,479,502,661,525,293,113,4388,7265,4217,3470,4696,5826,6895,5650,3066,1112,42192,31,21,54,26,44,63,32,4,0,284,694,456,361,552,1111,1411,1832,1019,380,7816,0,0,0,0,0,0,0,0,0,0,97,37,39,49,69,97,111,67,11,573,32,31,21,14,20,6,6,5,6,131,1266,735,635,782,1035,1203,1204,652,191,7705,4,0,0,3,5,8,15,3,0,35,9,7,13,11,16,30,33,11,0,123,57,15,38,38,42,34,27,27,7,287
LGA22170,11574,8318,7995,10066,11097,9810,6977,4344,1647,71832,243,126,224,201,124,54,18,6,0,1000,228,180,202,156,128,64,33,15,0,1006,55,13,46,35,22,43,27,5,3,248,0,0,0,0,0,0,0,0,0,3,23,26,63,18,6,4,3,0,0,137,79,78,119,145,95,65,25,13,6,620,99,102,187,159,104,67,27,11,6,757,9032,6153,6359,5809,4351,2914,1344,601,227,36784,2854,1863,1799,1851,1678,1330,950,601,406,13344,24308,16947,17099,18599,17737,14449,9423,5599,2295,126457,242,180,311,364,272,193,69,10,0,1646,1681,1379,1183,1646,2742,2874,2615,1573,788,16470,0,0,0,0,0,0,0,0,0,0,217,178,159,169,222,190,201,120,74,1538,0,0,0,0,5,0,0,0,4,11,4790,3171,3463,3749,4149,3420,2532,1367,493,27137,26,16,18,12,9,47,53,23,12,216,496,242,274,418,415,253,209,161,50,2519,64,38,56,77,68,59,49,31,13,463
LGA22250,1027,568,442,706,993,1156,1067,708,302,6956,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,6,674,324,314,320,291,234,113,55,20,2356,181,114,74,101,143,152,130,72,29,994,1887,1016,839,1131,1442,1556,1314,839,349,10371,3,6,3,0,6,11,9,0,0,35,188,128,94,140,280,351,372,251,118,1917,0,0,0,0,0,0,0,0,0,0,66,30,28,21,49,47,52,42,12,360,23,20,12,10,13,8,5,6,0,96,396,250,186,228,288,321,294,162,48,2180,3,0,0,3,0,6,0,0,0,17,6,0,0,0,12,5,5,5,0,30,0,0,0,0,5,0,3,0,0,6
LGA22310,9578,5594,6137,9039,8331,6236,4702,4238,2275,56123,587,504,2196,458,167,84,35,16,4,4050,159,159,319,154,79,32,24,6,0,942,5413,2785,2676,3118,2977,3557,1730,1434,1083,24773,0,0,0,5,0,0,0,0,0,5,40,108,287,28,18,3,3,3,0,484,74,63,117,80,74,52,23,13,9,503,115,171,400,113,92,60,27,17,9,995,5604,5016,5571,5336,4094,2742,1083,566,279,30292,1913,1541,1821,1587,1395,1163,650,543,410,11037,23645,16255,19888,20278,17518,14149,8353,6867,4072,131013,294,405,719,585,403,314,158,68,20,2967,1075,601,647,1098,1425,1227,999,701,626,8399,0,0,0,0,0,0,0,0,0,3,132,107,128,138,126,90,55,24,28,825,0,0,0,0,0,0,0,0,0,4,4729,2759,3055,3330,3790,2826,1797,1398,783,24472,10,6,9,9,12,13,8,13,7,86,1365,814,550,1084,1503,714,774,874,235,7921,26,17,38,37,23,34,18,22,3,214
LGA22410,1765,1090,859,1395,2039,2061,1515,941,371,12039,4,0,5,3,7,0,0,0,0,27,3,3,3,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,3,0,0,0,0,0,0,12,8,11,13,11,7,0,4,0,0,58,13,9,15,17,9,0,4,0,0,68,1379,758,706,788,700,531,215,90,27,5196,461,244,212,296,282,303,172,109,27,2107,3644,2124,1825,2532,3051,2917,1911,1135,433,19580,25,13,12,21,23,10,6,7,0,119,284,199,143,239,407,546,469,282,113,2675,0,0,0,0,0,0,0,0,0,0,34,28,21,22,52,55,52,45,15,331,4,0,0,0,0,0,0,0,0,3,511,319,304,344,494,494,354,198,91,3109,4,0,0,4,10,13,9,5,6,51,3,6,3,4,6,3,5,0,0,33,12,5,0,10,5,16,8,3,0,64
LGA22490,2271,1212,915,1720,1945,1758,1007,418,125,11375,0,0,0,0,3,0,0,0,0,3,12,6,4,7,5,0,0,0,0,26,0,0,0,0,3,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,12,12,21,10,4,0,0,83,12,14,12,12,21,10,4,0,0,83,1618,689,706,888,710,567,215,63,16,5476,409,191,132,276,279,239,120,36,10,1704,4343,2121,1782,2924,2987,2603,1349,517,152,18768,23,18,21,17,20,10,5,0,0,101,372,221,150,324,447,470,392,143,52,2569,0,0,0,0,0,0,0,0,0,0,78,42,29,44,47,54,32,11,3,328,0,0,0,0,0,0,0,0,0,0,1191,628,454,700,804,589,374,143,46,4934,19,14,12,4,10,10,6,4,0,82,37,15,15,17,25,7,11,9,3,141,5,4,5,6,5,13,6,0,0,55
LGA22620,10579,7626,5935,7690,9293,8858,6474,4433,1924,62801,38,36,87,38,21,9,4,0,0,241,46,40,56,28,14,12,11,0,0,199,5,0,0,4,5,12,4,0,0,36,4,0,0,0,0,0,0,0,0,8,5,12,12,0,0,6,0,0,0,31,27,53,72,55,47,30,13,0,0,299,36,59,85,58,51,34,13,0,0,335,7058,4859,4428,3624,3099,2489,1072,421,140,27187,1840,1481,1096,1098,1089,1001,689,500,204,9000,19707,14236,11805,12702,13698,12534,8301,5365,2264,100621,172,163,187,156,172,130,79,21,0,1078,1553,1221,918,1474,2208,2534,2354,1474,699,14426,0,0,0,0,0,0,0,0,0,0,506,333,259,246,274,229,240,128,43,2264,37,21,23,16,19,6,8,4,3,138,5189,3288,2728,2875,3245,2984,2308,1251,531,24397,11,12,20,9,14,19,48,23,10,164,63,42,30,55,73,41,32,22,7,368,57,16,28,47,33,34,33,16,9,272
LGA22670,9330,7302,7599,7758,8231,9046,7161,4932,1884,63248,1157,662,1984,882,358,191,100,47,12,5386,3874,2435,2768,2018,1306,705,351,128,33,13612,13,10,23,22,21,30,14,14,3,153,0,0,0,0,0,0,0,0,0,4,425,882,2011,206,46,36,14,8,6,3626,76,95,107,99,95,60,28,11,4,577,502,979,2123,305,143,97,36,22,11,4213,3188,2801,2996,2284,2069,1660,777,480,144,16393,2182,1605,1765,1326,1208,1009,700,458,180,10431,24631,19006,23238,18331,16650,14836,9935,6550,2436,135610,3862,3101,3828,3604,3539,2687,1197,494,250,22567,399,301,374,470,629,887,1225,742,366,5391,0,0,0,0,0,0,0,0,0,5,222,142,279,211,160,163,167,76,35,1466,0,3,0,0,0,5,3,0,0,15,4573,3487,3688,3633,3921,3951,3587,2423,1028,30300,25,17,36,19,17,21,25,26,19,193,913,658,730,908,1037,805,969,651,150,6817,62,41,57,66,66,64,75,19,12,456
LGA22750,21770,15194,12990,17088,19337,18579,14201,10085,4253,133497,102,175,276,100,64,39,17,5,0,781,386,303,304,262,169,81,46,21,5,1579,14,11,9,17,10,15,9,6,3,93,0,0,3,3,6,3,0,0,0,14,36,47,131,23,7,3,0,0,0,253,65,116,131,118,115,77,30,15,0,667,107,164,265,141,121,88,33,13,0,932,12613,8747,8792,7887,6246,4750,2187,1066,483,52776,3676,2786,2441,2589,2470,2170,1472,1062,504,19161,38954,27748,25432,28477,28749,25962,18019,12268,5257,210875,296,372,443,408,380,296,119,34,8,2359,2728,1988,1619,2553,3704,4150,4329,2752,1482,25289,0,0,0,0,0,0,0,0,0,0,869,529,528,518,524,585,493,262,141,4450,29,30,25,25,19,17,19,6,0,168,11879,7451,6301,7373,8053,7236,5837,3599,1533,59257,47,18,36,49,28,67,55,59,35,385,583,376,337,477,545,488,448,312,92,3661,105,70,63,88,95,105,55,33,11,624
LGA22830,6844,4245,3512,5000,5611,5345,3776,2467,989,37803,87,19,135,66,25,13,7,0,0,355,957,578,426,420,336,133,87,34,4,2980,0,0,0,0,3,0,0,0,0,14,0,4,0,3,3,5,0,0,0,14,108,92,173,57,36,27,11,0,5,511,19,19,26,24,12,21,12,0,0,128,127,110,197,81,55,51,17,0,5,654,3514,2015,2006,1702,1433,1017,380,180,59,12299,1359,835,697,848,735,553,422,317,202,5981,12946,7851,7057,8191,8266,7152,4712,3011,1263,60445,62,61,123,97,70,52,23,4,3,496,885,593,426,821,1113,1284,1180,704,316,7330,0,0,0,0,0,0,0,0,0,0,43,42,39,34,54,55,66,40,10,387,23,20,17,12,12,5,3,5,0,91,3144,1958,1734,1872,2325,1952,1535,888,363,15781,4,14,4,6,15,20,35,39,12,150,120,83,73,83,142,100,70,71,20,760,36,21,23,39,29,36,22,12,3,216
LGA22910,1005,645,480,865,1189,1402,1077,640,259,7576,0,0,3,5,3,3,0,0,0,21,0,0,6,0,4,5,4,0,0,18,0,0,0,11,5,5,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,14,15,27,32,40,7,0,5,158,19,13,20,27,32,40,7,0,5,162,1061,460,457,742,724,788,333,104,27,4693,343,157,145,225,249,257,168,92,35,1668,2462,1283,1139,1909,2248,2547,1611,842,329,14365,31,10,13,36,37,47,29,0,0,203,158,78,72,143,239,349,430,192,95,1750,0,0,0,0,0,0,0,0,0,0,15,6,8,3,15,27,21,10,7,108,0,0,0,0,0,0,0,0,0,0,440,236,189,294,427,473,410,206,93,2767,3,3,7,0,9,3,4,0,4,37,7,3,7,6,28,15,23,18,11,114,3,0,4,0,0,7,6,0,3,29
LGA22980,638,382,281,446,667,633,567,421,246,4281,0,0,3,0,0,0,0,0,0,10,8,4,5,0,4,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,0,17,280,145,104,130,130,101,44,30,12,976,99,41,46,47,55,57,37,45,21,453,1035,578,458,636,858,814,656,493,276,5800,9,8,3,8,7,9,0,0,0,42,76,56,51,64,110,117,111,81,51,723,0,0,0,0,0,0,0,0,0,0,18,11,22,6,12,17,14,3,6,111,0,0,0,0,0,0,0,0,0,0,117,82,61,65,99,107,71,36,14,648,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,3,3,4,0,18,0,0,0,0,0,0,0,0,0,3
LGA23110,7832,5192,5390,7594,7714,6175,4588,3459,1276,49224,246,190,711,170,58,30,13,0,0,1419,1298,712,856,529,297,198,56,28,11,3984,13,8,17,26,9,8,4,0,0,84,0,0,0,0,0,0,0,0,0,0,71,239,465,53,10,3,4,3,0,843,25,44,50,62,48,36,3,5,0,272,96,288,510,116,56,34,6,4,0,1115,4003,2559,3254,3378,2659,1611,663,334,143,18606,1362,915,1041,1143,969,740,442,351,164,7128,15201,10142,12187,13392,12181,9071,5848,4220,1612,83863,247,230,330,388,384,337,121,38,20,2101,628,407,443,836,1055,1105,867,534,351,6232,0,0,0,0,4,0,0,0,0,4,204,76,149,151,131,120,91,56,27,1011,0,0,0,0,0,0,0,0,0,0,4312,2593,2711,3263,3688,3011,2205,1659,666,24095,11,6,14,14,9,16,18,13,0,112,794,534,450,723,847,521,571,462,145,5041,20,21,27,29,34,27,24,15,4,203
LGA23190,2266,1426,1243,1605,2037,1882,1433,1090,437,13410,24,4,14,12,3,5,0,0,0,60,29,10,20,12,8,0,0,0,0,83,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,11,0,17,4,0,4,0,0,0,0,32,3,16,14,4,4,0,0,0,0,43,1071,737,594,555,443,317,151,82,19,3978,364,238,195,203,216,183,107,83,46,1629,3761,2440,2086,2412,2726,2402,1694,1257,501,19277,14,15,12,26,11,5,0,0,0,74,199,176,150,202,299,381,327,222,112,2068,0,0,0,0,0,0,0,0,0,0,15,14,10,11,6,11,17,5,4,92,0,0,0,0,0,0,0,0,0,0,638,443,403,359,445,437,300,198,85,3310,60,25,19,34,34,35,53,40,15,315,0,6,5,9,9,3,7,0,0,41,0,0,3,0,8,0,0,0,0,12
LGA23270,19652,13835,12135,14400,14807,11685,7128,3722,924,98282,545,274,811,400,192,138,52,20,4,2435,8218,4804,4459,3923,2847,1400,756,204,38,26654,6,5,8,14,3,0,6,0,5,43,13,0,0,5,0,0,0,0,0,23,280,257,634,142,60,38,13,3,0,1439,70,80,79,71,55,36,13,5,0,413,365,334,721,222,118,76,25,12,0,1873,5298,3861,3757,3331,2690,1634,601,322,73,21573,3069,2119,1850,1722,1695,1175,679,424,113,12860,38080,25742,24328,24735,23034,16376,9368,4741,1157,167562,954,693,741,888,872,419,186,63,17,4839,1172,1045,946,1255,1912,1945,1605,787,277,10945,467,323,300,284,302,232,99,45,14,2057,174,138,126,129,161,177,118,61,19,1102,43,19,37,20,13,13,3,4,0,159,12724,8794,7694,8083,9101,6979,4722,2328,718,61136,44,25,18,26,26,28,16,14,4,191,1125,732,772,917,1002,700,599,388,82,6300,103,54,70,96,81,80,54,38,6,590
LGA23350,1512,884,613,1204,1552,1617,1160,612,265,9423,0,0,0,3,0,0,0,0,0,10,5,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,15,11,5,0,0,48,0,3,10,5,15,11,5,0,0,51,1047,516,367,564,667,588,226,81,32,4084,300,166,144,218,233,211,134,68,27,1495,2872,1584,1148,2024,2498,2448,1529,757,325,15181,10,4,11,19,30,24,10,5,0,112,423,207,145,322,466,529,499,266,100,2962,0,0,0,0,0,0,0,0,0,0,32,25,23,19,27,39,29,4,4,201,0,0,0,0,0,0,4,0,0,4,598,346,264,397,499,542,377,209,68,3293,0,0,0,0,0,6,3,3,0,15,0,0,0,0,3,4,0,0,0,10,3,6,0,8,6,8,6,0,3,46
LGA23430,14392,9073,8794,13016,12636,10840,8600,6350,2788,86490,451,384,772,397,294,167,54,19,7,2536,468,354,407,357,272,193,111,25,3,2189,255,86,181,230,140,183,103,74,30,1284,0,0,0,0,0,3,0,0,0,10,101,264,586,53,12,14,7,6,0,1047,47,68,113,96,88,61,28,13,7,520,155,337,697,156,104,77,33,16,7,1575,6709,4563,5547,5646,4111,3004,1291,774,335,31978,2072,1575,1684,1758,1584,1337,842,680,358,11883,25103,16975,18850,22362,19891,16376,11274,8048,3553,142426,482,533,700,756,767,639,321,122,48,4385,1421,908,842,1668,2269,2272,2288,1501,948,14115,0,0,0,0,0,0,5,0,0,5,196,103,129,203,204,163,154,79,35,1267,0,0,3,0,0,6,0,0,0,6,7813,4421,3975,5366,5807,4537,3625,2398,959,38903,19,23,20,26,34,48,57,56,17,296,1574,979,822,1464,1618,935,1113,922,260,9687,54,33,60,77,43,59,40,30,14,404
LGA23670,14907,11336,8973,12101,14151,12638,7911,4571,2059,88657,690,381,555,609,428,262,87,40,11,3061,416,338,294,267,236,159,76,17,4,1800,31,13,26,30,23,34,27,3,0,191,0,0,0,3,0,0,0,0,0,8,145,83,138,90,76,48,19,9,6,607,90,120,161,146,148,85,35,21,4,814,232,204,303,236,228,135,56,29,5,1432,8399,6369,6469,5758,4889,3490,1457,629,213,37674,2098,1713,1373,1585,1556,1334,777,422,199,11055,27642,21148,18767,21507,22516,18741,10624,5826,2535,149300,847,680,877,1063,1028,844,353,128,43,5858,1362,1230,932,1405,2357,2547,2591,1434,656,14515,0,0,0,0,0,0,0,0,0,9,661,429,363,517,557,469,347,226,79,3643,51,34,36,20,20,10,12,14,6,201,5684,4631,3477,3980,5144,4614,3234,1743,683,33183,60,38,44,42,61,75,86,66,22,496,715,504,406,554,659,429,290,178,28,3765,44,33,32,46,45,55,35,28,13,330
LGA23810,7014,5213,4170,5245,6649,6680,4751,3001,1171,43894,47,26,56,30,17,15,7,0,0,197,80,37,66,45,23,17,6,3,0,276,0,3,0,3,0,8,4,0,0,24,0,0,0,0,0,0,0,0,0,3,9,5,12,0,4,0,0,0,0,18,35,28,57,43,43,29,9,0,0,243,40,34,68,42,44,29,9,0,0,272,5200,3539,3204,2632,2497,1629,763,343,117,19928,1639,1138,901,901,916,791,541,340,117,7277,14097,10102,8569,8997,10224,9224,6084,3698,1404,72395,82,77,125,110,93,65,17,9,0,574,1243,916,781,1078,1671,1961,1658,977,436,10717,0,0,0,0,0,0,0,0,0,0,95,66,38,66,106,122,110,60,12,677,27,15,14,9,9,18,4,4,4,109,2958,2016,1900,1943,2365,2321,1861,1044,437,16844,0,3,0,0,11,9,9,8,0,49,101,85,63,75,113,101,86,67,26,715,63,41,48,43,53,49,43,32,15,380
