LGA_CODE_2021,C11_Chr_Tot_0_14,C11_Chr_Tot_15_24,C11_Chr_Tot_25_34,C11_Chr_Tot_35_44,C11_Chr_Tot_45_54,C11_Chr_Tot_55_64,C11_Chr_Tot_65_74,C11_Chr_Tot_75_84,C11_Chr_Tot_85ov,C11_Chr_Tot_Tot,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_Au_Ab_Tr_R_0_14,C11_OR_Au_Ab_Tr_R_15_24,C11_OR_Au_Ab_Tr_R_25_34,C11_OR_Au_Ab_Tr_R_35_44,C11_OR_Au_Ab_Tr_R_45_54,C11_OR_Au_Ab_Tr_R_55_64,C11_OR_Au_Ab_Tr_R_65_74,C11_OR_Au_Ab_Tr_R_75_84,C11_OR_A_Ab_Tr_Re_85ov,C11_OR_Au_Ab_Tr_Re_Tot,C11_OR_Sikhism_0_14,C11_OR_Sikhism_15_24,C11_OR_Sikhism_25_34,C11_OR_Sikhism_35_44,C11_OR_Sikhism_45_54,C11_OR_Sikhism_55_64,C11_OR_Sikhism_65_74,C11_OR_Sikhism_75_84,C11_OR_Sikhism_85ov,C11_OR_Sikhism_Tot,C11_OR_OR_0_14,C11_OR_OR_15_24,C11_OR_OR_25_34,C11_OR_OR_35_44,C11_OR_OR_45_54,C11_OR_OR_55_64,C11_OR_OR_65_74,C11_OR_OR_75_84,C11_OR_OR_85ov,C11_OR_OR_Tot,C11_OR_Tot_0_14,C11_OR_Tot_15_24,C11_OR_Tot_25_34,C11_OR_Tot_35_44,C11_OR_Tot_45_54,C11_OR_Tot_55_64,C11_OR_Tot_65_74,C11_OR_Tot_75_84,C11_OR_Tot_85ov,C11_OR_Tot_Tot,C11_SBOSB_No_RA_0_14,C11_SBOSB_No_RA_15_24,C11_SBOSB_No_RA_25_34,C11_SBOSB_No_RA_35_44,C11_SBOSB_No_RA_45_54,C11_SBOSB_No_RA_55_64,C11_SBOSB_No_RA_65_74,C11_SBOSB_No_RA_75_84,C11_SBOSB_No_RA_85ov,C11_SBOSB_No_RA_Tot,C11_Rel_aff_ns_0_14,C11_Rel_aff_ns_15_24,C11_Rel_aff_ns_25_34,C11_Rel_aff_ns_35_44,C11_Rel_aff_ns_45_54,C11_Rel_aff_ns_55_64,C11_Rel_aff_ns_65_74,C11_Rel_aff_ns_75_84,C11_Rel_aff_ns_85ov,C11_Rel_aff_NS_Tot,C11_Tot_0_14,C11_Tot_15_24,C11_Tot_25_34,C11_Tot_35_44,C11_Tot_45_54,C11_Tot_55_64,C11_Tot_65_74,C11_Tot_75_84,C11_Tot_85ov,C11_Tot_Tot,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85ov,C16_Buddhism_Tot,C16_Christ_Angl_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Angl_85ov,C16_Christ_Angl_Tot,C16_C_Assyr_Apo_0_14,C16_C_Assyr_Apo_15_24,C16_C_Assyr_Apo_25_34,C16_C_Assyr_Apo_35_44,C16_C_Assyr_Apo_45_54,C16_C_Assyr_Apo_55_64,C16_C_Assyr_Apo_65_74,C16_C_Assyr_Apo_75_84,C16_C_Assyr_Apo_85ov,C16_C_Assyr_Apo_Tot,C16_C_Baptist_0_14,C16_C_Baptist_15_24,C16_C_Baptist_25_34,C16_C_Baptist_35_44,C16_C_Baptist_45_54,C16_C_Baptist_55_64,C16_C_Baptist_65_74,C16_C_Baptist_75_84,C16_C_Baptist_85ov,C16_C_Baptist_Tot,C16_Christ_Breth_0_14,C16_Christ_Breth_15_24,C16_Christ_Breth_25_34,C16_Christ_Breth_35_44,C16_Christ_Breth_45_54,C16_Christ_Breth_55_64,C16_Christ_Breth_65_74,C16_Christ_Breth_75_84,C16_Christ_Breth_85ov,C16_Christ_Breth_Tot,C16_Ch_Catholic_0_14,C16_Ch_Catholic_15_24,C16_Ch_Catholic_25_34,C16_Ch_Catholic_35_44,C16_Ch_Catholic_45_54,C16_Ch_Catholic_55_64,C16_Ch_Catholic_65_74,C16_Ch_Catholic_75_84,C16_Ch_Catholic_85ov,C16_C_Catholic_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_Tot,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot
LGA11650,38835,25059,20272,28082,31497,29454,24308,16914,7081,221499,150,70,171,114,115,54,35,23,0,722,246,126,201,150,111,85,35,9,3,969,39,37,34,37,60,58,51,30,22,364,3,7,4,7,4,6,0,0,0,34,21,20,43,9,5,7,0,3,0,104,120,115,144,190,183,121,45,9,12,949,144,146,189,204,201,136,46,12,12,1090,15799,9335,8315,8133,7086,5448,2935,1669,644,59362,5051,3190,2747,3067,3269,2813,2276,1832,1193,25435,60697,38251,32340,40354,42856,38398,29810,20514,8962,312181,426,284,460,595,609,511,233,47,3,3181,9285,6668,5588,8167,10535,11375,11455,7311,3432,73813,8,0,0,4,3,3,0,0,0,24,1068,558,476,635,671,819,753,455,191,5620,64,34,44,31,18,17,10,4,11,238,15933,9775,7756,9400,11220,10475,9007,5294,2152,81003,68,31,38,43,54,74,59,44,18,429,364,177,173,297,342,281,265,196,58,2148,235,142,153,166,200,198,149,78,33,1350
LGA11700,291,159,156,182,207,222,151,51,7,1421,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,11,5,4,0,4,0,0,0,0,0,12,85,54,54,46,41,42,18,10,0,341,35,25,29,29,27,24,24,4,5,200,413,238,251,255,282,286,189,64,14,1989,0,0,0,0,0,0,0,0,0,0,32,27,21,29,47,51,37,14,5,256,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,100,86,73,62,75,81,49,18,3,538,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11720,6779,4239,4091,4830,5072,5114,3239,1941,752,36053,7,9,16,9,8,5,3,0,0,57,19,11,13,15,6,11,0,0,0,74,0,0,0,3,5,3,3,3,0,22,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,9,22,21,20,34,26,6,5,0,0,144,22,26,24,35,28,6,5,0,0,157,3014,1547,1382,1139,967,839,376,154,48,9459,988,654,701,629,637,562,327,229,65,4784,10858,6517,6270,6703,6764,6575,3972,2326,864,50838,53,36,57,63,46,43,20,0,0,320,2538,1605,1541,1853,2009,2156,1807,853,356,14717,0,0,0,0,0,0,0,0,0,0,103,65,60,70,94,106,67,36,16,622,0,0,0,0,0,0,0,0,3,9,2410,1496,1431,1390,1450,1355,1033,492,163,11206,0,0,4,0,3,8,4,8,0,29,26,4,20,17,10,22,14,3,0,118,20,14,22,22,25,23,34,18,8,188
LGA11730,5315,3411,2276,3835,5339,5960,4860,3015,1052,35070,5,6,16,6,6,6,3,0,0,31,9,4,5,7,9,6,3,0,0,44,5,0,6,6,4,3,0,0,0,23,4,0,8,0,0,4,0,0,0,16,7,0,3,6,0,4,0,0,0,28,19,14,18,38,34,34,7,0,0,161,24,14,31,46,35,39,9,4,0,204,2819,1289,1103,1147,1196,1132,556,241,82,9562,1003,558,468,551,553,550,366,231,109,4389,9226,5320,3927,5648,7229,7750,5816,3499,1249,49668,48,25,50,47,59,83,42,3,0,363,1450,1068,718,1167,1774,2371,2413,1432,637,13040,0,0,0,0,0,0,0,0,0,0,117,65,53,60,82,108,101,57,19,670,0,0,0,0,0,0,0,0,0,5,1603,1005,775,985,1439,1649,1506,855,312,10133,0,0,0,0,0,0,4,5,0,7,11,9,9,10,14,11,6,3,0,77,63,33,26,42,39,53,59,23,8,340
LGA11750,670,396,437,441,558,421,275,164,52,3416,0,0,5,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,10,0,3,0,0,3,0,0,0,0,10,207,111,125,85,69,39,7,4,3,653,138,60,80,71,48,52,38,12,8,503,1017,578,656,602,685,508,321,177,54,4612,3,0,5,8,0,0,0,0,0,20,120,74,99,105,118,133,92,44,29,818,0,0,0,0,0,0,0,0,0,0,31,7,13,14,13,15,3,4,0,102,0,0,0,0,0,0,0,0,0,0,342,176,222,180,190,178,116,85,33,1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,4,5,0,0,0,4,0,12
LGA11800,7336,4563,3510,5244,6834,6925,5076,3221,1315,44018,35,12,41,27,10,11,0,0,0,153,60,27,31,31,24,14,5,0,0,191,0,3,6,4,10,4,0,8,0,35,6,4,9,4,4,0,0,0,0,37,192,158,213,128,107,77,23,36,4,939,50,31,40,59,56,40,16,9,4,302,251,189,260,189,175,122,42,40,10,1275,4062,2538,2021,2082,2015,1828,898,387,134,15968,1260,801,625,701,776,746,521,384,239,6058,13113,8211,6586,8402,9986,9773,6581,4061,1703,68419,109,75,109,135,127,136,61,7,3,768,1678,996,863,1354,2108,2578,2413,1520,647,14151,0,0,0,0,0,0,0,0,0,0,314,137,118,148,155,165,129,64,23,1245,0,0,0,0,3,0,0,0,0,8,2749,1577,1299,1598,1971,2066,1631,938,306,14133,11,8,5,7,6,11,15,3,0,56,40,12,24,21,18,32,20,15,10,193,68,50,50,58,69,62,67,36,8,471
LGA12000,671,337,248,376,467,425,393,244,93,3245,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,3,0,0,0,10,3,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,3,0,0,3,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,9,4,0,0,0,4,0,0,0,0,20,162,58,43,78,58,44,21,11,0,485,65,32,21,31,57,38,44,17,12,324,924,426,314,496,595,518,462,273,104,4102,3,6,0,4,0,4,3,0,0,22,110,67,66,89,148,125,149,86,23,877,0,0,0,0,0,0,0,0,0,0,14,6,5,9,3,12,7,0,0,60,0,0,0,0,0,0,0,0,0,0,358,167,100,140,166,167,146,90,27,1359,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9
LGA12150,657,363,327,403,474,474,338,232,68,3343,0,0,0,0,0,0,0,0,0,0,6,3,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,119,65,39,36,42,22,10,9,0,342,79,54,28,44,38,39,33,12,5,323,862,485,399,484,567,543,376,246,74,4033,4,0,0,0,0,3,0,0,0,11,238,142,124,126,193,189,117,81,40,1252,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,224,102,104,89,152,151,133,69,23,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,4,0,0,0,0,4,5,0,20
LGA12160,1665,897,689,1022,1294,1361,1170,689,266,9056,0,0,3,0,4,0,0,0,0,8,4,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,10,4,0,0,0,3,4,0,0,3,15,340,146,129,135,161,143,78,23,7,1164,148,73,66,63,89,103,90,50,12,706,2173,1118,894,1231,1560,1623,1343,767,286,10993,9,0,8,6,0,0,0,0,0,27,503,284,261,336,401,569,592,378,165,3479,0,0,0,0,0,0,0,0,0,0,19,9,9,11,14,20,22,16,0,114,0,0,0,0,0,0,0,0,0,0,744,404,287,389,480,461,374,263,111,3516,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,0,0,0,22,4,0,0,0,0,5,10,5,0,27
LGA12350,1695,983,739,1094,1277,1514,1218,773,296,9589,5,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,8,8,0,0,0,0,23,6,0,4,8,7,0,4,0,0,36,357,215,156,173,176,165,92,30,8,1380,235,134,112,117,127,149,114,73,18,1080,2311,1347,1014,1397,1605,1839,1440,878,323,12146,9,3,10,15,18,10,0,0,0,62,416,313,216,305,471,517,528,357,141,3257,0,0,0,0,0,0,0,0,0,0,26,19,16,12,32,27,28,6,0,172,51,24,24,30,8,15,3,0,0,152,675,402,302,330,492,543,479,259,124,3610,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,6,3,0,0,34,22,8,21,13,12,26,16,7,9,121
LGA12380,17221,12314,12730,12473,12320,11297,7968,5196,2207,93723,3027,1602,4841,2227,1158,637,316,160,29,14012,11970,6769,7524,5179,3327,1845,840,266,41,37759,8,11,12,12,10,10,11,8,0,66,0,6,0,0,3,0,0,0,0,11,296,381,927,158,55,43,23,3,3,1894,186,128,214,158,114,91,45,10,5,950,481,510,1142,319,176,131,64,15,6,2854,3469,3200,3853,2685,2954,1771,686,401,118,19145,3260,2413,2989,1956,1794,1298,777,611,354,15455,40801,28151,34665,26484,23747,18307,11211,7007,2861,193233,958,1011,1614,1291,1674,1614,674,327,124,9287,969,742,950,1022,1287,1680,1640,968,637,9885,26,18,20,18,31,28,9,6,6,159,396,237,344,346,284,274,185,98,42,2216,15,9,23,3,6,0,0,0,0,59,9960,6569,7022,6789,6679,5800,4793,2929,1309,51848,23,10,20,17,18,20,14,9,6,132,944,656,646,797,742,536,648,447,122,5545,75,45,60,73,58,61,38,21,6,446
LGA12390,7861,4639,3916,4687,5257,4616,3416,2104,774,37266,29,13,39,17,21,14,3,0,0,142,38,27,16,24,22,4,5,0,0,130,0,0,6,5,0,0,5,4,0,19,6,7,3,8,4,4,0,0,0,31,0,4,0,5,0,0,0,0,0,14,16,8,13,17,24,10,7,3,0,96,25,17,23,27,30,15,7,3,0,143,1690,924,882,694,581,435,175,92,35,5514,781,636,588,533,505,378,270,156,46,3896,10456,6290,5498,6024,6446,5469,3875,2366,864,47297,59,28,72,69,46,26,8,0,0,317,1972,1196,1131,1304,1710,1734,1438,926,364,11772,0,0,0,0,0,0,0,0,0,3,186,81,112,107,107,149,111,59,16,922,0,0,0,0,0,0,0,0,0,6,3549,1960,1704,1618,1907,1638,1180,700,261,14516,9,6,0,6,9,8,9,0,0,40,19,17,20,24,17,28,22,15,3,164,17,14,6,12,8,21,19,6,0,107
LGA12700,1072,657,474,796,1029,983,717,333,134,6195,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,6,0,0,12,0,0,6,3,0,3,6,0,0,17,348,206,151,142,206,205,97,42,6,1408,135,74,61,79,89,87,59,40,16,653,1566,941,696,1033,1336,1283,887,421,164,8320,16,9,7,7,10,6,0,0,0,57,458,244,214,312,418,443,388,198,70,2755,0,0,0,0,0,0,0,0,0,0,29,16,9,17,23,40,27,24,10,209,0,0,0,0,0,0,0,0,0,0,336,170,168,163,246,230,174,97,26,1616,0,0,0,0,4,0,0,0,0,4,0,0,4,0,3,4,0,0,0,16,3,0,0,3,0,0,0,0,0,3
LGA12730,1048,592,460,750,957,967,734,498,185,6193,0,0,0,4,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,13,3,4,4,7,0,0,0,3,0,17,492,263,215,210,161,149,71,44,9,1613,170,95,59,103,92,112,74,57,25,796,1718,955,749,1073,1217,1237,882,606,223,8664,0,3,3,14,5,5,0,0,0,27,179,122,89,164,218,289,237,153,80,1530,0,0,0,0,0,0,0,0,0,0,19,11,13,15,29,17,13,5,0,130,0,0,0,0,0,0,0,0,0,0,408,254,214,233,287,303,232,168,48,2137,0,0,0,0,0,7,0,0,0,7,6,0,4,6,6,3,3,3,0,28,9,5,0,6,6,5,3,0,0,37
LGA12750,3216,1770,1363,2324,3248,4324,3917,2320,919,23401,0,4,5,7,7,10,0,3,0,35,10,4,7,7,5,0,4,0,0,39,0,0,0,0,4,8,10,0,0,20,9,7,3,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,12,15,20,27,37,31,8,4,0,154,25,20,20,30,39,31,8,4,0,175,1895,969,737,934,1117,1317,758,363,104,8187,704,380,279,389,475,566,422,268,102,3572,5886,3186,2426,3754,4959,6293,5139,2968,1133,35743,40,25,38,44,46,72,45,3,0,320,805,466,353,636,968,1625,1930,1055,499,8334,0,0,0,0,0,0,0,0,0,0,36,23,16,21,42,67,82,40,23,345,0,0,0,0,0,0,0,0,0,0,1122,652,546,734,1055,1460,1384,801,227,7991,0,0,0,0,0,4,6,3,4,13,23,15,14,20,31,22,51,26,6,197,44,26,24,37,40,31,34,14,9,256
LGA12850,19952,15333,13079,13663,14822,13145,8816,5687,1785,106283,230,198,277,191,212,155,63,12,3,1342,3387,1672,1720,1276,947,579,245,79,11,9919,0,0,8,7,3,4,3,0,0,20,0,0,0,0,0,0,0,0,0,0,17,31,64,8,8,3,3,0,0,132,268,233,202,164,178,116,63,34,7,1269,284,266,263,175,187,126,63,33,7,1401,3219,2823,2506,1814,1831,1326,522,354,89,14489,2591,1670,1447,1419,1442,1184,685,465,179,11071,38221,28137,25090,25507,26931,21330,12246,7816,2488,187764,6669,5644,5083,5713,7116,6303,2738,1186,689,41136,714,738,706,689,1071,1329,1085,670,350,7352,1404,960,1017,953,1095,950,631,368,109,7486,500,386,372,304,293,336,175,85,36,2485,4,5,0,0,4,0,0,0,0,11,11628,8652,7453,7300,8166,7538,5623,3708,1341,61406,3,5,11,3,7,14,9,3,0,59,1170,843,866,1007,1004,1077,993,567,233,7763,99,96,85,89,98,98,86,41,15,709
LGA12870,1406,781,627,959,1252,1436,1315,833,264,8871,4,0,3,3,0,0,0,0,0,6,0,0,8,6,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,9,0,0,0,3,5,0,0,0,0,10,637,269,262,284,229,244,137,70,17,2149,198,131,85,101,130,135,108,100,55,1040,2253,1187,994,1358,1630,1833,1561,1006,330,12158,13,7,11,13,9,7,4,0,0,63,282,188,134,212,313,477,489,286,98,2475,0,0,0,0,0,0,0,0,0,0,29,21,12,16,19,15,18,21,0,148,0,0,0,0,0,0,0,4,0,4,627,339,262,329,435,471,458,271,100,3293,0,0,0,0,0,0,0,0,0,7,0,0,0,5,3,6,0,0,0,15,5,0,0,4,0,3,3,0,0,25
LGA12900,1470,826,694,866,1044,1050,851,523,199,7517,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,6,0,0,0,0,0,16,6,3,4,6,0,0,0,0,0,16,307,153,129,92,109,82,53,21,4,956,145,87,52,87,54,80,55,44,29,639,1932,1075,882,1060,1206,1224,963,594,229,9166,7,5,3,5,4,6,0,0,0,29,323,219,178,265,348,359,330,249,110,2370,0,0,0,0,0,0,0,0,0,0,62,14,22,31,14,12,17,3,3,181,0,0,0,4,0,0,4,0,0,6,759,468,349,335,401,376,325,217,63,3294,0,0,0,0,0,0,0,0,0,0,7,4,5,0,0,0,5,4,0,20,0,0,0,0,4,4,6,0,0,17
LGA12930,14562,9624,9087,11617,11483,9697,7249,5353,2775,81449,454,562,1409,431,226,161,81,37,8,3362,1477,875,1019,732,459,308,170,55,11,5121,15,24,23,30,34,55,28,10,16,242,0,0,0,0,0,0,0,0,0,5,54,38,114,32,17,13,5,0,0,269,41,29,77,61,64,38,9,4,0,331,91,68,191,98,84,49,11,12,0,606,4943,4592,5669,3749,4216,2685,1162,813,248,28070,1621,1312,1484,1096,1188,911,606,407,256,8879,23849,17889,20335,18926,18994,14710,9711,6929,3374,134715,625,703,1541,1167,1142,1014,491,249,93,7037,1490,1123,968,1326,1728,1922,1916,1260,1012,12756,3,0,4,0,0,0,0,0,0,14,412,322,285,329,404,363,251,157,89,2605,0,3,0,0,3,0,5,0,5,14,6054,3972,3612,4175,4270,3616,2836,1890,936,31354,11,17,18,14,11,14,6,9,3,105,2956,1930,1356,2158,2486,1398,1271,894,276,14725,60,49,49,68,60,33,32,20,6,370
LGA12950,632,383,299,395,548,496,442,253,89,3533,5,0,3,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,150,59,63,58,44,43,25,6,0,453,86,36,24,30,56,41,35,32,19,362,869,477,384,489,656,585,501,288,114,4367,4,0,0,0,6,0,0,0,0,10,189,96,92,114,142,189,151,115,24,1124,0,0,0,0,0,0,0,0,0,0,6,6,0,3,9,7,4,3,0,41,0,0,0,0,0,0,0,0,0,0,209,117,110,84,119,126,115,74,29,985,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,6,0,7,0,8,10,4,5,0,3,31
LGA13010,1073,591,519,671,969,1047,931,533,190,6525,0,4,5,0,3,0,0,0,0,12,4,5,3,0,0,0,0,0,0,6,0,0,0,0,5,3,0,0,3,12,4,0,5,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,3,0,6,8,6,6,9,4,4,0,45,4,9,15,11,5,9,4,4,0,60,352,187,143,139,140,137,68,34,19,1217,123,97,92,109,123,106,61,42,7,768,1566,895,780,936,1265,1320,1065,623,221,8656,5,0,8,4,7,3,4,4,0,33,386,226,171,252,334,431,437,285,106,2623,0,0,0,0,0,0,0,0,0,0,24,5,5,14,15,21,19,9,7,131,0,0,0,0,0,0,0,0,0,0,392,193,138,176,214,269,238,120,34,1771,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,13,0,4,3,0,9,11,10,3,3,43
LGA13310,3735,2410,2056,2669,3054,2896,2223,1369,522,20943,11,4,12,9,0,6,0,0,0,44,26,7,11,15,3,5,0,0,4,71,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,0,12,4,10,11,12,8,13,4,0,0,67,4,14,20,13,10,13,4,0,0,76,967,554,475,479,459,411,192,86,20,3643,432,300,392,387,345,295,219,107,40,2514,5217,3304,2988,3617,3917,3644,2654,1561,580,27481,33,17,39,41,40,26,20,4,0,223,1104,723,711,856,1081,1199,1059,580,257,7573,0,0,0,0,0,0,0,0,0,0,89,38,39,38,44,41,38,25,10,364,33,36,11,19,16,3,4,9,0,123,1541,1006,899,995,1180,1096,868,484,196,8263,0,0,0,0,0,0,0,0,0,4,28,17,15,19,29,34,20,28,9,199,13,0,5,11,10,8,18,8,5,85
LGA13340,1512,774,608,868,1169,1166,817,454,193,7567,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,3,0,0,0,15,0,4,0,0,10,3,0,0,0,15,376,208,153,181,194,165,83,16,6,1387,181,94,66,101,101,126,97,37,3,799,2076,1079,827,1158,1478,1479,1005,507,205,9815,0,6,0,4,13,4,4,0,0,38,353,173,128,192,321,356,283,125,66,2005,0,0,0,0,0,0,0,0,0,0,36,8,14,17,22,8,22,6,0,131,0,0,0,0,0,0,0,0,0,0,568,250,208,250,289,306,253,95,38,2261,0,0,0,0,3,0,0,0,0,3,4,6,4,5,5,3,0,0,0,20,5,4,7,0,3,0,0,0,0,17
LGA13450,4002,2391,2061,2420,2664,2206,1510,1160,443,18857,71,23,103,47,30,8,3,4,0,289,109,60,67,68,33,17,4,0,0,356,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,5,185,92,187,98,61,62,15,6,5,718,3,11,3,13,5,4,0,0,0,44,191,98,194,114,73,66,16,6,5,767,625,298,356,298,224,132,80,34,7,2051,466,308,287,257,243,199,104,68,27,1953,5481,3196,3079,3213,3271,2640,1726,1271,480,24365,21,13,42,24,6,9,4,0,0,121,545,363,354,412,496,494,378,196,116,3347,0,0,0,0,0,0,0,0,0,0,36,21,16,27,25,30,16,10,0,179,11,21,9,9,11,4,4,5,0,77,2094,1194,1169,1094,1397,1221,883,746,323,10127,0,0,0,0,0,0,0,0,0,0,9,0,3,16,4,4,0,0,0,34,13,4,11,9,12,16,11,5,4,89
LGA13550,1750,1072,907,1139,1374,1260,1013,651,193,9346,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,16,3,3,0,3,11,5,0,0,0,24,533,269,239,164,170,112,41,21,7,1556,264,136,130,106,99,100,96,91,70,1093,2550,1484,1285,1411,1661,1485,1152,765,270,12063,9,4,8,8,4,6,3,0,0,39,571,334,368,404,522,543,460,295,132,3621,0,0,0,0,0,0,0,0,0,0,24,14,13,22,22,25,15,12,9,154,0,0,0,0,0,0,0,0,0,0,752,387,413,371,367,370,269,188,80,3208,0,0,0,0,4,0,0,0,0,4,3,3,0,3,5,0,0,0,0,19,0,0,0,0,3,10,0,4,0,16
