LGA_CODE_2021,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_Tot,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_Tot_Tot,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_Tot,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_Tot_Tot,C21_Se_h_NPUR_1,C21_Se_h_NPUR_2,C21_Se_h_NPUR_3,C21_Se_h_NPUR_4,C21_Se_h_NPUR_5,C21_Se_h_NPUR_6more,C21_Se_h_Tot,C21_SDRTHT1S_NPUR_1,C21_SDRTHT1S_NPUR_2,C21_SDRTHT1S_NPUR_3,C21_SDRTHT1S_NPUR_4,C21_SDRTHT1S_NPUR_5,C21_SDRTHT1S_NPUR_6mor,C21_SDRTHT1S_Tot,C21_SDRTHT2S_NPUR_1,C21_SDRTHT2S_NPUR_2,C21_SDRTHT2S_NPUR_3,C21_SDRTHT2S_NPUR_4,C21_SDRTHT2S_NPUR_5,C21_SDRTHT2S_NPUR_6mor,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_NPUR_1,C21_SDRTHT_Tot_NPUR_2,C21_SDRTHT_Tot_NPUR_3,C21_SDRTHT_Tot_NPUR_4,C21_SDRTHT_Tot_NPUR_5,C21_SDRTHT_Tot_NPUR_6mor,C21_SDRTHT_Tot_Tot,C21_F_a_1_2SB_NPUR_1,C21_F_a_1_2SB_NPUR_2,C21_F_a_1_2SB_NPUR_3,C21_F_a_1_2SB_NPUR_4,C21_F_a_1_2SB_NPUR_5,C21_F_a_1_2SB_NPUR_6mor,C21_F_a_1_2SB_Tot,C21_F_a_I_a_3SB_NPUR_1,C21_F_a_I_a_3SB_NPUR_2,C21_F_a_I_a_3SB_NPUR_3,C21_F_a_I_a_3SB_NPUR_4,C21_F_a_I_a_3SB_NPUR_5,C21_F_a_I_a_3SB_NPUR_6mor,C21_F_a_In_a_3_st_b_Tot,C21_F_a_4_8SB_NPUR_1,C21_F_a_4_8SB_NPUR_2,C21_F_a_4_8SB_NPUR_3,C21_F_a_4_8SB_NPUR_4,C21_F_a_4_8SB_NPUR_5,C21_F_a_4_8SB_NPUR_6mor,C21_F_a_4_8SB_Tot,C21_F_a_9mor_s_b_NPUR_1,C21_F_a_9mor_s_b_NPUR_2,C21_F_a_9mor_s_b_NPUR_3,C21_F_a_9mor_s_b_NPUR_4,C21_F_a_9mor_s_b_NPUR_5,C21_F_a_9m_s_b_NPUR_6mor,C21_F_a_9mor_st_bl_Tot,C21_F_a_AH_NPUR_1,C21_F_a_AH_NPUR_2,C21_F_a_AH_NPUR_3,C21_F_a_AH_NPUR_4,C21_F_a_AH_NPUR_5,C21_F_a_AH_NPUR_6mor,C21_F_a_AH_Tot,C21_F_a_Tot_NPUR_1,C21_F_a_Tot_NPUR_2,C21_F_a_Tot_NPUR_3,C21_F_a_Tot_NPUR_4,C21_F_a_Tot_NPUR_5,C21_F_a_Tot_NPUR_6mor,C21_F_a_Tot_Tot,C21_OD_CCH_NPUR_1,C21_OD_CCH_NPUR_2,C21_OD_CCH_NPUR_3,C21_OD_CCH_NPUR_4,C21_OD_CCH_NPUR_5,C21_OD_CCH_NPUR_6mor,C21_OD_CCH_Tot,C21_OD_IHTSO_NPUR_1,C21_OD_IHTSO_NPUR_2,C21_OD_IHTSO_NPUR_3,C21_OD_IHTSO_NPUR_4,C21_OD_IHTSO_NPUR_5,C21_OD_IHTSO_NPUR_6mor,C21_OD_IHTSO_Tot,C21_OD_H_f_a_s_o_NPUR_1,C21_OD_H_f_a_s_o_NPUR_2,C21_OD_H_f_a_s_o_NPUR_3,C21_OD_H_f_a_s_o_NPUR_4,C21_OD_H_f_a_s_o_NPUR_5,C21_OD_H_f_a_s_o_NPUR_6mor,C21_OD_H_f_a_s_o_Tot,C21_OD_Tot_NPUR_1,C21_OD_Tot_NPUR_2,C21_OD_Tot_NPUR_3,C21_OD_Tot_NPUR_4,C21_OD_Tot_NPUR_5,C21_OD_Tot_NPUR_6mor,C21_OD_Tot_Tot,C21_DS_ns_NPUR_1,C21_DS_ns_NPUR_2,C21_DS_ns_NPUR_3,C21_DS_ns_NPUR_4,C21_DS_ns_NPUR_5,C21_DS_ns_NPUR_6more,C21_Dwg_st_NS_Tot,C21_Tot_NPUR_1,C21_Tot_NPUR_2,C21_Tot_NPUR_3,C21_Tot_NPUR_4,C21_Tot_NPUR_5,C21_Tot_NPUR_6more,C21_Tot_Tot
LGA53920,0,0,10,23,7,3,0,0,3,38,3,0,0,0,0,0,9,199,150,96,80,61,117,695,153,129,122,90,74,163,740,31,9,4,7,0,7,66,10,0,0,0,0,0,10,42,9,4,7,0,7,80,4,3,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,15,16,14,6,0,0,0,41,5,0,0,0,0,0,8,0,0,0,0,0,0,0,26,19,5,0,0,0,48,19,8,0,0,0,0,30,246,167,137,104,79,170,908
LGA53990,0,0,10,64,24,4,4,0,0,90,18,22,10,6,0,0,51,1765,3179,1420,1620,688,312,8974,1722,3581,1473,1653,728,342,9503,204,108,25,7,10,0,350,0,0,3,0,4,0,11,201,112,25,9,11,0,360,27,10,3,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,3,0,0,0,47,89,33,4,0,4,0,132,6,0,3,0,0,0,15,3,0,3,0,0,0,9,99,36,8,0,4,0,149,11,0,3,0,0,0,13,2058,3745,1510,1671,745,345,10077
LGA54060,0,0,5,23,15,0,0,0,0,38,4,7,0,5,0,0,21,392,591,169,157,77,24,1403,327,534,164,132,69,20,1238,61,20,0,0,3,0,76,21,22,3,9,0,0,55,77,36,4,6,3,0,130,20,9,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0,0,0,0,23,14,11,0,0,0,0,23,0,0,0,0,0,0,0,0,4,0,0,0,0,3,20,10,0,0,0,0,31,5,4,0,0,0,0,11,437,596,169,145,74,20,1437
LGA54130,0,0,3,3,7,0,0,0,0,13,0,0,0,0,0,0,0,108,161,43,47,29,3,391,112,143,28,59,33,7,391,11,0,0,0,0,0,14,0,0,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,6,12,9,0,4,0,0,19,6,0,0,0,0,0,4,140,156,33,58,35,7,424
LGA54170,0,0,18,103,53,6,8,0,0,169,21,15,7,11,0,0,58,9251,18268,9530,11298,4199,1261,53806,7575,17887,9198,11150,3985,1184,50982,1758,1207,388,211,50,5,3617,472,471,181,121,22,16,1285,2231,1680,561,329,74,25,4900,291,140,24,10,0,0,464,242,170,39,10,3,0,469,224,183,46,10,0,0,471,0,0,0,0,0,0,0,41,21,3,6,4,4,83,804,516,114,37,11,4,1483,66,28,0,0,0,0,97,0,0,0,0,0,0,0,3,12,0,6,0,0,16,71,37,5,8,0,0,120,19,8,4,0,0,0,32,10704,20119,9890,11530,4070,1210,57522
LGA54200,6,3,35,50,29,13,11,6,3,105,13,14,7,8,0,0,49,4055,7107,3269,3472,1507,678,20084,3885,7053,3311,3499,1541,633,19923,572,266,80,35,11,4,975,34,33,10,7,0,0,80,606,298,93,35,11,5,1048,27,14,5,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,5,4,0,0,38,46,28,6,3,0,0,86,73,36,5,0,0,4,120,7,0,4,0,0,0,11,3,15,7,4,3,0,36,88,53,13,6,3,4,165,0,12,6,0,0,0,20,4623,7446,3428,3552,1554,648,21248
LGA54280,0,0,12,116,37,7,0,0,0,170,32,16,3,4,0,4,51,2441,3097,1619,1638,755,397,9953,1766,2597,1363,1382,665,337,8110,712,355,161,100,27,19,1369,55,83,32,23,7,4,202,768,433,189,121,35,20,1569,76,28,9,4,6,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,76,33,9,4,6,0,125,85,45,3,0,0,0,138,0,0,0,0,0,0,0,7,3,3,0,0,0,16,90,47,11,0,0,0,150,15,7,5,0,0,0,26,2725,3113,1578,1517,702,355,9991
LGA54310,0,0,8,58,39,6,3,6,0,109,15,11,3,6,0,0,36,1235,1799,1058,1231,568,278,6176,747,1328,895,1211,564,219,4951,292,244,100,64,26,10,739,75,44,19,7,4,0,155,365,293,122,68,33,10,893,57,34,7,3,0,0,98,33,23,5,0,0,0,59,19,16,4,9,0,0,40,85,42,8,4,0,0,137,0,0,0,0,0,0,0,191,110,11,11,0,0,330,37,34,6,3,0,0,82,0,0,0,0,0,0,7,0,0,0,0,3,0,0,42,43,7,3,4,0,97,20,14,6,0,0,0,34,1360,1784,1041,1289,600,230,6308
LGA54340,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,390,509,183,159,81,75,1400,337,475,191,170,69,77,1313,75,32,12,0,0,3,121,0,0,0,0,0,0,4,74,33,12,0,0,3,126,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,0,0,0,0,0,6,422,514,210,170,67,83,1456
LGA54410,0,0,4,0,0,0,0,0,0,3,4,3,0,5,0,0,9,128,177,60,47,25,20,453,121,162,53,35,16,14,400,7,4,0,0,0,0,12,0,0,0,0,0,0,0,7,4,0,0,0,0,12,13,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,19,5,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,3,143,169,52,35,14,14,436
LGA54480,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,48,58,32,32,11,7,192,50,49,15,34,15,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,49,19,34,15,0,174
LGA54550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,216,282,83,111,45,17,745,226,241,76,87,53,21,696,21,6,5,0,0,0,30,0,0,0,0,0,0,0,21,6,5,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,3,251,247,77,90,53,21,737
LGA54620,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,91,117,51,29,15,11,315,83,117,31,30,12,9,282,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,99,124,31,30,12,9,297
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,67,22,14,9,4,175,61,55,14,15,13,4,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,55,14,15,13,4,157
LGA54760,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,89,117,32,35,24,0,299,64,100,28,31,25,7,258,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,4,0,0,0,0,5,73,111,28,30,25,7,270
LGA54830,8,0,64,13,22,18,13,8,0,72,10,17,7,3,0,6,38,2700,4123,2392,2192,941,541,12892,2938,4397,2706,2653,1192,674,14566,257,140,32,20,8,10,462,48,28,14,5,0,0,87,304,171,39,25,8,9,552,216,75,11,5,0,0,308,113,54,21,7,6,0,201,3,0,0,0,0,0,7,0,0,0,0,0,0,0,7,6,4,5,0,0,15,344,135,41,13,4,0,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,0,9,0,4,0,0,0,0,7,3588,4706,2788,2695,1200,681,15666
LGA54900,0,0,0,9,0,0,0,0,0,10,6,0,0,0,0,0,11,155,153,66,58,24,11,472,117,167,47,64,35,9,438,11,0,0,0,0,0,16,0,0,0,0,0,0,0,11,0,0,0,0,0,18,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,4,4,4,0,0,0,0,4,133,167,47,64,35,9,469
LGA54970,0,0,3,9,5,0,0,0,0,8,0,3,0,0,0,0,8,60,56,20,14,12,13,176,48,42,15,17,6,15,149,6,8,3,0,0,0,18,0,0,0,0,0,0,0,6,8,3,0,0,0,18,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,7,64,53,18,17,10,15,183
LGA55040,0,0,8,10,14,3,0,0,0,27,4,0,0,0,0,0,10,109,90,46,35,23,16,314,63,85,33,31,25,14,248,15,5,0,0,0,0,18,0,0,0,0,0,0,0,15,5,0,0,0,0,18,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,7,10,8,0,0,0,0,19,0,0,0,0,0,0,0,6,3,0,0,0,0,6,14,13,0,0,0,0,29,4,0,3,4,0,0,9,99,100,38,36,25,13,314
LGA55110,3,0,8,143,66,7,5,3,0,221,27,21,11,6,5,0,64,7793,11907,4352,4036,1619,762,30470,6675,11555,4459,4236,1794,813,29540,2075,1149,172,60,24,8,3486,509,420,77,47,9,3,1069,2588,1572,245,111,35,16,4557,284,108,16,14,0,0,420,62,106,16,9,0,0,189,77,101,17,7,0,0,197,46,88,14,8,0,0,155,19,14,6,0,0,0,34,479,414,72,31,0,0,1006,144,58,0,4,0,0,208,10,0,0,0,0,0,9,7,0,0,0,0,0,7,159,58,0,9,0,0,224,17,13,0,0,0,0,32,9909,13616,4789,4382,1832,830,35358
LGA55180,0,0,3,11,15,0,0,5,0,29,12,7,0,4,0,0,25,985,1370,437,396,187,93,3477,915,1310,405,367,178,77,3251,159,27,7,5,0,0,200,4,0,0,0,0,0,4,166,27,7,5,0,0,203,16,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,19,0,0,0,0,0,23,5,4,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,6,0,0,0,0,9,19,8,0,0,0,0,28,1118,1357,412,377,180,79,3514
LGA55250,0,0,0,6,0,0,0,0,0,6,7,0,0,3,0,0,13,76,65,25,24,16,14,221,73,62,35,21,11,17,217,11,4,0,0,0,0,18,0,0,0,0,0,0,0,11,4,0,0,0,0,18,6,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,11,7,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,10,9,4,0,0,0,6,14,103,79,41,22,14,19,276
LGA55320,0,0,8,0,5,0,5,0,0,13,27,36,14,20,3,6,98,8422,11877,5920,6447,2348,828,35847,5020,9922,5165,6079,2322,755,29265,2806,1804,658,474,109,17,5862,394,450,198,208,57,13,1321,3198,2260,856,679,164,30,7179,537,238,64,24,4,0,874,236,139,21,8,0,0,397,262,252,46,16,7,0,581,94,74,9,0,0,0,177,13,23,5,0,0,3,41,1138,726,139,48,15,4,2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,4,15,16,9,3,3,0,44,9375,12927,6162,6814,2506,786,38566
LGA55390,0,0,0,5,6,0,0,0,0,9,4,4,0,0,0,0,8,35,18,7,3,5,14,83,20,11,9,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,8,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,10,5,7,0,0,0,0,12,31,15,10,6,3,3,66
LGA55460,0,0,0,0,0,0,0,0,0,9,4,4,6,0,0,0,8,349,442,160,135,82,46,1214,318,419,142,119,71,28,1092,27,9,3,0,0,0,40,0,0,0,0,0,0,0,27,9,7,0,0,0,43,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,6,3,0,0,0,0,0,6,359,426,142,119,65,25,1151
LGA55530,0,0,0,4,0,0,0,0,0,5,3,0,0,0,0,0,3,49,69,25,23,12,7,180,43,49,10,19,12,0,132,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,3,42,52,18,20,12,0,147
LGA55600,0,0,8,6,5,4,0,0,0,14,0,0,0,0,3,0,3,247,299,118,108,71,22,873,213,280,94,106,47,14,752,40,5,4,4,0,0,53,0,0,0,0,0,0,0,40,5,4,4,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,10,3,5,0,0,0,0,7,261,296,96,107,48,18,824
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,88,80,36,24,17,11,261,62,76,21,19,8,9,199,5,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,0,4,73,78,22,19,8,9,214
LGA55740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1043,1071,428,494,230,44,3312,318,714,369,489,228,47,2160,161,80,32,15,6,5,291,100,70,23,17,4,0,219,259,151,49,35,11,5,507,55,18,8,6,0,0,84,258,70,20,4,0,0,341,240,106,26,8,0,0,375,19,18,3,0,0,0,43,0,0,0,0,0,0,0,562,210,52,15,0,0,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,1147,1071,473,541,238,51,3520
LGA55810,0,0,0,0,5,0,0,0,0,5,0,5,0,0,0,0,3,50,56,6,13,4,9,148,42,48,10,4,3,0,115,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,5,3,0,0,0,0,0,0,49,49,10,11,3,0,128
LGA55880,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,51,73,32,32,10,7,197,55,54,15,26,14,4,167,8,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,57,17,26,14,4,174
LGA55950,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,54,91,19,30,10,9,205,62,87,21,25,8,10,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,87,21,25,8,10,215
LGA56090,0,0,7,18,8,3,0,0,0,33,8,11,3,9,4,0,31,2528,4684,2094,2209,906,429,12848,2447,4895,2151,2147,957,390,12989,324,122,33,14,3,0,495,0,4,0,0,0,0,5,324,122,33,14,3,0,502,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,16,6,8,6,0,0,0,22,10,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,4,4,0,0,22,5,7,3,5,0,0,15,2792,5035,2195,2172,962,389,13541
LGA56160,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,9,13,12,3,3,0,6,36,6,6,4,3,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,5,10,10,5,3,5,6,32
LGA56230,0,0,5,110,64,9,3,5,0,192,9,5,0,0,0,0,17,1358,2407,852,808,372,195,5993,1337,2444,891,875,395,220,6154,143,86,7,4,0,0,245,11,5,5,0,0,0,20,160,91,10,4,0,0,268,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,8,4,0,0,0,0,14,118,52,5,0,0,0,173,0,5,0,0,0,0,10,0,0,0,0,0,0,5,119,60,5,0,0,6,192,8,6,0,0,0,0,9,1627,2604,906,885,399,222,6641
LGA56300,0,0,7,6,10,0,0,0,0,20,0,0,0,0,0,0,0,148,232,58,45,22,11,516,164,266,64,41,23,11,563,3,3,0,0,0,0,6,0,0,0,0,0,0,0,3,5,0,0,0,0,10,13,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,15,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,14,0,0,0,0,0,0,0,187,276,68,45,19,11,604
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,130,42,28,19,9,304,62,101,34,28,20,4,247,11,10,0,0,0,0,18,0,0,0,0,0,0,0,11,10,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,110,34,28,20,4,262
LGA56460,0,0,53,42,18,0,0,0,0,61,3,4,0,0,0,0,5,548,643,245,223,103,63,1821,522,612,221,182,98,36,1667,95,27,7,4,0,0,133,0,0,0,0,0,0,0,95,27,7,4,0,0,133,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,5,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,0,0,0,0,7,0,3,0,0,0,0,0,629,643,229,184,98,36,1819
LGA56580,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,1407,2195,1125,1488,718,203,7135,849,1950,1006,1516,707,178,6202,257,161,50,47,21,0,537,141,126,60,41,6,0,379,405,283,109,96,29,0,917,139,102,24,13,7,0,285,23,7,0,0,0,0,34,55,78,17,5,0,0,150,0,0,0,0,0,0,0,0,0,4,0,0,0,3,222,186,40,21,7,0,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,1480,2415,1156,1629,742,179,7602
LGA56620,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,66,69,48,38,60,86,361,59,56,45,40,39,65,308,9,4,0,0,0,0,16,0,0,0,0,0,0,0,9,4,0,0,0,0,16,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,13,83,63,50,40,39,68,340
