LGA_CODE_2021,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_Tot,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_Tot_Tot,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_Tot,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_Tot_Tot,C21_Se_h_NPUR_1,C21_Se_h_NPUR_2,C21_Se_h_NPUR_3,C21_Se_h_NPUR_4,C21_Se_h_NPUR_5,C21_Se_h_NPUR_6more,C21_Se_h_Tot,C21_SDRTHT1S_NPUR_1,C21_SDRTHT1S_NPUR_2,C21_SDRTHT1S_NPUR_3,C21_SDRTHT1S_NPUR_4,C21_SDRTHT1S_NPUR_5,C21_SDRTHT1S_NPUR_6mor,C21_SDRTHT1S_Tot,C21_SDRTHT2S_NPUR_1,C21_SDRTHT2S_NPUR_2,C21_SDRTHT2S_NPUR_3,C21_SDRTHT2S_NPUR_4,C21_SDRTHT2S_NPUR_5,C21_SDRTHT2S_NPUR_6mor,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_NPUR_1,C21_SDRTHT_Tot_NPUR_2,C21_SDRTHT_Tot_NPUR_3,C21_SDRTHT_Tot_NPUR_4,C21_SDRTHT_Tot_NPUR_5,C21_SDRTHT_Tot_NPUR_6mor,C21_SDRTHT_Tot_Tot,C21_F_a_1_2SB_NPUR_1,C21_F_a_1_2SB_NPUR_2,C21_F_a_1_2SB_NPUR_3,C21_F_a_1_2SB_NPUR_4,C21_F_a_1_2SB_NPUR_5,C21_F_a_1_2SB_NPUR_6mor,C21_F_a_1_2SB_Tot,C21_F_a_I_a_3SB_NPUR_1,C21_F_a_I_a_3SB_NPUR_2,C21_F_a_I_a_3SB_NPUR_3,C21_F_a_I_a_3SB_NPUR_4,C21_F_a_I_a_3SB_NPUR_5,C21_F_a_I_a_3SB_NPUR_6mor,C21_F_a_In_a_3_st_b_Tot,C21_F_a_4_8SB_NPUR_1,C21_F_a_4_8SB_NPUR_2,C21_F_a_4_8SB_NPUR_3,C21_F_a_4_8SB_NPUR_4,C21_F_a_4_8SB_NPUR_5,C21_F_a_4_8SB_NPUR_6mor,C21_F_a_4_8SB_Tot,C21_F_a_9mor_s_b_NPUR_1,C21_F_a_9mor_s_b_NPUR_2,C21_F_a_9mor_s_b_NPUR_3,C21_F_a_9mor_s_b_NPUR_4,C21_F_a_9mor_s_b_NPUR_5,C21_F_a_9m_s_b_NPUR_6mor,C21_F_a_9mor_st_bl_Tot,C21_F_a_AH_NPUR_1,C21_F_a_AH_NPUR_2,C21_F_a_AH_NPUR_3,C21_F_a_AH_NPUR_4,C21_F_a_AH_NPUR_5,C21_F_a_AH_NPUR_6mor,C21_F_a_AH_Tot,C21_F_a_Tot_NPUR_1,C21_F_a_Tot_NPUR_2,C21_F_a_Tot_NPUR_3,C21_F_a_Tot_NPUR_4,C21_F_a_Tot_NPUR_5,C21_F_a_Tot_NPUR_6mor,C21_F_a_Tot_Tot,C21_OD_CCH_NPUR_1,C21_OD_CCH_NPUR_2,C21_OD_CCH_NPUR_3,C21_OD_CCH_NPUR_4,C21_OD_CCH_NPUR_5,C21_OD_CCH_NPUR_6mor,C21_OD_CCH_Tot,C21_OD_IHTSO_NPUR_1,C21_OD_IHTSO_NPUR_2,C21_OD_IHTSO_NPUR_3,C21_OD_IHTSO_NPUR_4,C21_OD_IHTSO_NPUR_5,C21_OD_IHTSO_NPUR_6mor,C21_OD_IHTSO_Tot,C21_OD_H_f_a_s_o_NPUR_1,C21_OD_H_f_a_s_o_NPUR_2,C21_OD_H_f_a_s_o_NPUR_3,C21_OD_H_f_a_s_o_NPUR_4,C21_OD_H_f_a_s_o_NPUR_5,C21_OD_H_f_a_s_o_NPUR_6mor,C21_OD_H_f_a_s_o_Tot,C21_OD_Tot_NPUR_1,C21_OD_Tot_NPUR_2,C21_OD_Tot_NPUR_3,C21_OD_Tot_NPUR_4,C21_OD_Tot_NPUR_5,C21_OD_Tot_NPUR_6mor,C21_OD_Tot_Tot,C21_DS_ns_NPUR_1,C21_DS_ns_NPUR_2,C21_DS_ns_NPUR_3,C21_DS_ns_NPUR_4,C21_DS_ns_NPUR_5,C21_DS_ns_NPUR_6more,C21_Dwg_st_NS_Tot,C21_Tot_NPUR_1,C21_Tot_NPUR_2,C21_Tot_NPUR_3,C21_Tot_NPUR_4,C21_Tot_NPUR_5,C21_Tot_NPUR_6more,C21_Tot_Tot
LGA36250,0,0,21,235,116,13,3,5,0,369,114,61,19,18,3,3,224,10888,18586,8682,8992,3606,1697,52448,8169,17878,8763,9131,3625,1712,49276,2020,1100,189,100,25,17,3452,1246,1195,508,241,33,15,3231,3264,2295,693,342,61,26,6680,889,444,131,46,14,0,1522,152,162,15,9,0,0,347,256,295,43,12,6,0,619,0,0,0,0,0,0,0,28,34,5,8,3,7,75,1329,922,201,80,20,6,2559,96,44,5,0,4,0,156,3,0,0,0,0,0,0,3,3,0,0,0,0,9,105,47,5,0,4,0,170,27,29,3,7,0,0,73,12889,21175,9675,9552,3707,1748,58756
LGA36300,0,0,3,0,5,0,0,0,0,5,8,0,0,0,0,0,11,88,108,33,36,21,3,299,55,78,23,29,13,14,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,10,0,4,0,29,61,84,31,34,21,11,243
LGA36370,3,0,39,141,57,3,17,6,5,228,58,39,16,9,5,5,131,7470,9668,4470,4079,1752,926,28374,6300,9064,4134,4118,1752,993,26363,802,421,129,62,19,9,1446,345,125,38,24,10,0,545,1152,543,166,89,31,9,1987,729,311,72,43,18,8,1184,9,4,0,0,0,0,20,9,8,0,0,0,0,22,45,50,6,3,0,0,101,10,14,3,6,0,0,27,806,389,79,52,19,8,1348,64,43,3,4,0,0,105,4,0,0,0,0,0,7,4,3,3,0,0,0,17,71,47,10,5,0,0,135,37,19,4,8,0,3,72,8368,10070,4391,4267,1805,1014,29911
LGA36510,0,0,40,98,71,19,5,3,0,196,13,17,4,5,5,3,45,3093,5420,2068,2010,906,545,14046,2759,5704,2137,2012,977,617,14212,432,185,39,28,12,3,699,111,78,39,6,4,0,238,543,266,76,35,10,3,938,16,11,0,3,0,0,28,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,11,28,15,0,5,0,0,51,79,36,9,7,0,0,137,12,11,6,0,0,0,28,6,7,7,0,6,0,26,96,54,15,9,4,3,187,15,16,7,3,0,0,45,3440,6064,2243,2064,999,625,15430
LGA36580,0,0,12,54,30,0,9,5,0,98,32,33,10,7,0,0,85,1965,3248,1258,1144,590,372,8579,1953,3434,1208,1199,584,398,8778,65,46,20,10,6,0,145,0,3,0,0,0,0,6,64,55,20,10,6,4,154,8,4,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,19,51,34,0,0,4,0,92,7,0,0,0,0,0,7,0,0,3,0,0,0,4,53,34,6,0,5,0,99,9,6,0,0,0,0,19,2089,3532,1231,1216,596,410,9066
LGA36630,4,0,24,122,65,8,4,4,4,206,10,26,0,5,3,0,48,3460,4917,1527,1271,677,405,12264,3203,4818,1470,1156,661,417,11722,175,63,12,8,0,0,254,8,0,0,0,0,0,14,176,65,14,14,0,0,267,353,119,30,7,3,7,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,353,117,30,7,3,7,517,66,34,4,0,0,0,110,5,0,6,0,3,0,17,9,8,0,0,0,0,14,79,44,9,0,4,0,144,16,13,7,6,0,0,48,3828,5061,1529,1173,677,424,12685
LGA36660,5,0,29,105,51,15,3,5,0,182,21,39,14,10,7,0,87,3748,5165,1732,1525,741,444,13355,3324,5270,1644,1409,732,423,12807,576,206,36,9,3,5,836,23,17,10,6,0,0,56,598,221,47,17,3,5,889,120,29,3,5,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,30,3,5,0,0,158,46,16,8,0,5,0,79,5,5,0,0,0,0,12,9,5,0,0,4,0,22,60,28,8,6,9,0,110,25,24,6,4,0,0,67,4122,5574,1713,1441,744,433,14031
LGA36720,9,4,78,952,528,53,31,17,4,1587,263,190,59,45,28,11,589,25485,41645,16344,15970,6350,2798,108590,15316,34854,15843,17259,7042,3177,93500,4309,3515,630,300,70,25,8855,2617,3179,1218,550,171,43,7784,6933,6690,1852,853,238,72,16635,2859,1757,552,284,69,23,5539,1249,1273,313,107,24,3,2965,2107,2621,524,216,66,8,5546,712,1083,107,48,18,0,1954,162,129,33,19,6,11,361,7086,6863,1535,663,174,51,16371,543,327,39,29,14,4,958,18,9,5,5,0,0,39,18,21,9,0,3,4,54,582,359,50,33,22,5,1055,143,138,43,27,3,8,362,30061,48901,19321,18846,7485,3316,127927
LGA36820,0,0,28,141,70,6,3,0,0,221,21,15,4,9,0,4,44,2666,3774,1138,1037,469,305,9395,2354,3763,1181,965,492,312,9073,190,86,10,6,0,0,297,30,11,4,0,0,0,44,219,96,20,6,0,0,339,206,72,15,8,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,72,15,8,0,0,301,88,56,7,5,0,3,164,6,4,0,0,0,0,15,9,4,0,3,0,0,15,105,66,11,3,0,3,194,34,24,10,9,8,5,82,2923,4017,1234,994,500,319,9986
LGA36910,6,10,115,150,95,23,25,12,10,317,198,92,28,31,23,10,384,15296,21078,8335,7688,3775,2036,58204,11414,20200,8082,7756,3775,2234,53465,3855,1899,533,235,109,54,6684,877,523,208,74,35,22,1733,4733,2420,737,308,141,77,8420,1289,587,202,90,42,20,2226,46,12,7,0,0,0,63,26,16,0,0,0,0,44,19,19,0,0,0,0,31,14,5,0,0,0,0,21,1390,639,208,90,42,21,2388,107,64,9,3,0,0,177,17,13,3,6,4,0,37,8,27,5,0,0,0,36,128,100,11,8,4,4,253,49,53,17,8,3,4,131,17717,23410,9054,8166,3965,2335,64650
LGA36950,0,0,3,14,7,3,5,0,0,24,0,0,0,0,0,0,0,222,208,121,123,79,150,910,121,115,82,80,73,97,565,46,30,17,22,14,12,149,27,30,12,22,5,11,104,72,59,32,46,17,19,250,17,18,9,8,8,5,71,8,10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,14,8,8,5,83,5,0,0,0,0,0,14,8,0,0,0,0,0,8,6,0,0,0,0,0,11,17,4,0,0,0,0,29,7,8,0,0,3,0,18,242,210,121,139,102,125,950
LGA36960,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,196,177,143,137,118,216,990,194,194,142,133,109,189,955,10,5,0,3,0,0,25,4,4,0,0,0,0,9,10,7,4,3,0,0,32,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,3,0,0,0,0,5,6,7,0,4,0,0,16,215,209,146,142,111,193,1013
LGA37010,3,4,33,298,197,36,11,9,8,557,107,82,26,26,3,0,253,15692,23035,10873,9687,4220,2103,65598,10820,20400,10130,9207,3940,2176,56674,2804,1244,313,128,41,24,4565,1674,930,312,125,38,15,3085,4477,2175,627,258,73,42,7654,1097,511,121,49,17,5,1804,745,533,115,31,7,0,1433,466,441,107,37,8,3,1058,262,259,55,16,3,0,592,7,5,5,0,0,0,21,2579,1753,393,137,38,10,4905,208,170,13,9,3,4,406,29,5,0,0,0,0,34,7,16,3,0,0,0,29,240,189,13,10,6,5,467,121,40,20,7,3,3,193,18235,24560,11187,9619,4059,2228,69892
LGA37300,0,0,0,17,12,0,0,0,0,29,0,0,0,0,0,0,3,220,342,188,243,92,62,1147,94,202,125,198,109,49,779,60,57,23,22,10,3,170,53,98,37,14,4,4,211,112,157,58,40,7,3,383,9,8,0,6,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,6,6,0,23,11,8,0,0,0,0,18,9,0,0,0,0,0,15,0,0,0,0,0,0,0,19,14,0,0,0,0,36,8,5,0,0,0,0,11,240,383,197,238,120,60,1233
LGA37310,0,0,37,63,26,11,9,0,0,112,30,23,15,10,7,3,80,2908,4113,1572,1516,826,415,11349,2557,3954,1502,1445,784,481,10732,491,211,61,24,12,4,797,35,28,10,12,0,0,92,525,242,77,28,9,7,887,58,21,12,3,0,0,97,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,4,61,21,16,3,3,0,101,44,28,5,3,3,0,82,11,3,3,0,0,0,23,13,10,0,0,0,0,23,69,40,10,7,3,0,125,23,15,7,0,4,0,55,3238,4264,1606,1493,802,496,11901
LGA37340,0,0,23,150,100,13,4,0,3,273,92,68,16,12,4,0,192,3052,4205,1622,1447,651,277,11257,2108,3769,1462,1486,668,315,9806,350,154,34,29,12,7,581,235,197,61,42,6,5,547,588,346,99,69,21,9,1122,423,275,84,40,15,6,839,105,107,35,12,7,0,262,28,28,6,4,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,4,551,412,122,54,22,6,1167,122,134,16,7,10,0,290,9,7,5,0,3,0,22,5,8,5,0,3,0,21,143,152,20,9,14,0,336,83,71,17,9,5,0,183,3465,4745,1714,1627,724,326,12614
LGA37400,0,0,9,29,8,0,0,0,0,45,0,0,0,3,0,0,10,189,164,51,43,17,10,466,145,126,36,45,20,8,374,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,6,13,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,20,5,16,4,6,0,0,26,167,151,43,49,20,8,438
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,49,42,38,27,43,246,45,32,39,32,19,39,213,3,4,0,0,0,0,10,0,0,0,0,0,0,0,3,4,0,0,0,0,10,17,4,15,4,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,15,4,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,44,57,34,27,45,273
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,14,11,6,12,80,7,12,16,8,10,14,63,6,3,0,0,0,0,12,0,0,0,0,0,0,0,6,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,16,8,10,14,79
LGA37600,0,0,0,18,11,11,3,0,13,54,0,0,0,0,0,0,0,51,60,65,56,47,195,464,26,28,39,58,48,151,345,0,5,4,4,4,4,27,0,0,0,0,0,0,0,0,5,4,4,4,4,27,14,10,4,3,5,16,52,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,4,3,5,15,56,0,0,0,0,0,0,0,16,15,3,5,6,4,52,0,0,0,0,0,0,0,16,15,3,5,6,4,55,0,0,0,0,0,0,0,54,62,56,77,61,173,486
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA40070,4,0,69,26,30,12,4,4,0,75,48,19,8,7,0,0,83,3561,3360,1073,512,130,43,8676,258,422,145,97,44,9,968,485,406,115,52,15,4,1078,946,1030,363,176,30,11,2557,1430,1438,479,229,42,16,3631,332,171,40,16,0,5,565,536,319,76,29,0,3,959,996,791,168,58,8,0,2026,1281,1193,230,55,10,8,2771,0,0,0,0,0,0,5,3150,2473,509,160,17,14,6322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,12,0,0,0,66,28,28,12,0,0,0,66,68,35,9,6,0,0,120,4936,4393,1147,490,110,45,11116
LGA40120,3,0,10,16,13,0,0,3,0,35,49,30,7,4,6,4,100,2627,5079,2151,2564,962,373,13761,2446,5197,2228,2677,995,396,13939,188,95,12,3,8,0,304,17,17,15,16,0,0,60,203,112,25,19,7,0,364,69,30,5,7,0,0,112,19,3,0,0,0,0,20,28,11,3,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,10,113,43,15,4,4,3,178,14,3,0,0,4,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,5,16,5,4,0,4,0,24,8,8,4,4,0,0,30,2791,5364,2276,2700,1001,401,14537
LGA40150,0,0,7,18,7,0,0,0,0,22,11,6,5,6,0,0,25,647,1025,481,506,250,121,3029,664,1151,547,548,260,153,3326,9,3,0,0,0,0,12,0,0,0,0,0,0,0,9,3,0,0,0,0,12,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,11,0,7,7,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,0,0,27,6,3,0,0,0,0,10,686,1171,556,557,263,152,3391
LGA40220,0,0,21,81,31,4,7,0,0,119,17,12,9,5,0,0,37,2839,4365,1188,1185,461,182,10230,2843,4819,1311,1198,490,251,10918,285,157,20,0,0,0,464,23,33,4,3,0,0,66,312,186,24,6,0,0,535,97,13,6,4,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,14,7,4,0,0,125,65,24,4,0,0,0,95,0,0,0,0,0,0,0,9,5,4,0,0,0,13,70,35,5,0,0,0,112,15,21,0,3,0,0,39,3339,5071,1350,1212,494,256,11724
LGA40250,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,114,83,60,51,61,131,495,70,73,77,47,58,151,469,23,15,0,0,0,0,42,0,0,0,0,0,0,0,23,15,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,90,88,77,47,60,151,514
LGA40310,0,0,10,38,29,4,3,0,0,75,20,11,11,0,3,0,39,2257,3404,1215,1302,554,186,8920,2092,3534,1328,1348,557,221,9077,296,144,24,8,3,0,482,0,0,0,7,0,0,16,304,142,21,17,3,0,491,70,11,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,11,0,0,0,0,84,35,16,0,0,0,0,49,0,0,0,0,0,0,0,4,0,0,0,0,0,7,39,19,0,0,0,0,60,8,7,6,3,0,0,20,2513,3715,1354,1372,562,221,9739
LGA40430,0,0,7,10,10,0,0,0,0,21,0,3,0,0,0,0,6,346,451,105,84,50,11,1047,348,455,107,77,46,15,1045,20,27,0,0,0,0,44,0,0,0,0,0,0,0,20,27,0,0,0,0,44,7,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,9,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,11,0,0,0,0,0,0,4,387,483,105,77,49,19,1118
LGA40520,0,0,3,17,11,3,0,0,0,28,13,10,0,0,6,0,30,1290,1574,537,464,219,91,4186,981,1474,506,430,203,90,3682,308,125,24,12,0,0,477,8,3,0,0,0,0,14,317,128,30,12,3,0,490,55,14,8,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,14,7,3,0,0,83,21,15,3,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,4,3,0,0,41,5,3,0,0,0,0,3,1381,1624,540,454,207,94,4301
LGA40700,0,0,8,8,4,0,0,0,0,12,11,10,5,3,0,0,29,4647,5466,2398,2834,1095,335,16778,1992,4047,1882,2617,980,313,11840,1270,795,298,254,70,15,2701,402,399,174,175,30,10,1196,1677,1201,472,426,101,19,3900,769,410,128,100,9,10,1426,157,57,0,3,0,0,220,68,44,8,7,0,0,121,81,47,8,6,0,0,134,3,0,4,0,0,0,9,1076,558,142,112,9,10,1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,15,4,3,3,0,0,0,15,14,12,5,0,0,0,37,4762,5821,2508,3165,1100,342,17704
LGA40910,0,0,5,0,0,0,0,0,0,8,15,12,8,8,0,8,48,5145,6307,3122,3257,1079,384,19288,3288,5202,2890,2935,1008,343,15664,1141,814,374,346,97,24,2786,214,284,176,125,35,12,854,1355,1098,544,474,129,37,3638,1065,537,217,118,24,10,1975,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1072,536,219,119,29,10,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,13,8,5,0,4,0,37,5734,6848,3660,3528,1173,392,21332
LGA41010,0,0,3,26,6,3,4,0,0,40,3,6,0,0,0,0,7,356,450,173,146,69,45,1250,314,460,161,176,70,44,1226,28,10,0,0,0,0,39,3,0,0,0,0,0,3,32,10,0,0,0,0,42,19,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,24,19,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,31,4,0,0,0,0,0,6,393,480,166,177,70,44,1328
LGA41060,6,0,71,30,35,17,7,6,7,98,46,54,25,25,7,6,152,13281,15061,6716,6354,2105,849,44367,7147,11177,5564,5636,1933,772,32241,3384,2182,853,481,156,91,7143,1371,1637,782,491,145,48,4468,4749,3816,1634,968,299,144,11614,1961,946,317,122,34,7,3386,288,189,36,11,0,0,526,472,369,87,29,4,0,965,84,106,20,7,0,0,218,31,23,6,9,0,0,75,2843,1628,464,179,42,7,5166,22,10,5,0,0,0,36,0,0,0,0,0,0,0,20,16,12,12,0,5,67,40,28,17,12,6,5,102,51,33,11,12,0,4,114,14831,16694,7691,6812,2278,928,49233
LGA41140,0,0,20,16,18,4,0,5,0,38,17,10,6,8,0,0,34,1029,1424,413,375,222,64,3528,992,1441,430,362,202,75,3497,107,44,9,6,0,0,167,0,4,0,0,0,0,6,107,44,9,13,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,8,9,15,0,0,0,0,23,15,0,0,3,0,0,14,1118,1497,445,373,202,75,3709
LGA41190,0,0,8,12,6,0,0,0,0,25,3,0,0,0,0,0,3,218,260,67,82,43,11,686,202,250,50,89,38,15,649,3,3,9,0,4,0,17,0,0,0,0,0,0,0,3,3,9,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,4,0,0,0,0,0,0,0,210,256,56,86,41,18,675
LGA41330,0,0,0,5,0,0,0,0,0,5,17,10,0,3,0,0,32,334,201,66,58,18,15,694,306,173,46,27,18,14,592,7,0,0,0,0,0,13,0,0,0,0,0,0,0,7,0,0,0,0,0,13,21,9,4,6,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,4,6,0,0,41,17,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,4,0,0,0,0,22,3,0,0,0,0,0,4,360,192,52,31,18,17,674
LGA41560,0,0,0,26,7,5,0,0,0,42,3,9,0,0,3,0,17,1755,2411,679,549,247,98,5734,1636,2616,668,522,219,120,5779,251,87,13,8,0,0,362,6,19,0,0,0,0,33,261,107,18,8,0,0,393,24,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,24,22,13,0,0,0,0,36,3,0,0,0,0,0,4,4,0,0,0,0,0,7,27,22,0,3,0,0,52,7,6,4,0,0,0,15,1952,2752,686,536,221,123,6267
LGA41750,0,0,13,14,13,0,0,0,0,27,4,4,0,0,0,0,10,130,170,42,44,21,9,418,119,140,27,34,29,11,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,4,4,5,3,0,0,0,6,0,0,0,0,0,0,0,129,144,34,34,29,11,380
