LGA_CODE_2021,C11_Neg_Ni_inc_CF_1C,C11_Neg_Ni_inc_CF_2C,C11_Neg_Ni_inc_CF_3C,C11_Neg_Ni_inc_Cou_fa_4mor_c,C11_Neg_Ni_inc_Tot,C11_1_149_CF_1C,C11_1_149_CF_2C,C11_1_149_CF_3C,C11_1_149_CF_4mC,C11_1_149_Tot,C11_150_299_CF_1C,C11_150_299_CF_2C,C11_150_299_CF_3C,C11_150_299_CF_4mC,C11_150_299_Tot,C11_300_399_CF_1C,C11_300_399_CF_2C,C11_300_399_CF_3C,C11_300_399_CF_4mC,C11_300_399_Tot,C11_400_499_CF_1C,C11_400_499_CF_2C,C11_400_499_CF_3C,C11_400_499_CF_4mC,C11_400_499_Tot,C11_500_649_CF_1C,C11_500_649_CF_2C,C11_500_649_CF_3C,C11_500_649_CF_4mC,C11_500_649_Tot,C11_650_799_CF_1C,C11_650_799_CF_2C,C11_650_799_CF_3C,C11_650_799_CF_4mC,C11_650_799_Tot,C11_800_999_CF_1C,C11_800_999_CF_2C,C11_800_999_CF_3C,C11_800_999_CF_4mC,C11_800_999_Tot,C11_1000_1499_CF_1C,C11_1000_1499_CF_2C,C11_1000_1499_CF_3C,C11_1000_1499_CF_4mC,C11_1000_1499_Tot,C11_1500_1999_CF_1C,C11_1500_1999_CF_2C,C11_1500_1999_CF_3C,C11_1500_1999_CF_4mC,C11_1500_1999_Tot,C11_2000_2499_CF_1C,C11_2000_2499_CF_2C,C11_2000_2499_CF_3C,C11_2000_2499_CF_4mC,C11_2000_2499_Tot,C11_2500_2999_CF_1C,C11_2500_2999_CF_2C,C11_2500_2999_CF_3C,C11_2500_2999_CF_4mC,C11_2500_2999_Tot,C11_3000_3999_CF_1C,C11_3000_3999_CF_2C,C11_3000_3999_CF_3C,C11_3000_3999_CF_4mC,C11_3000_3999_Tot,C11_4000more_CF_1C,C11_4000more_CF_2C,C11_4000more_CF_3C,C11_4000more_Cou_fa_4mo_ch,C11_4000more_Tot,C11_Par_inc_st_CF_1C,C11_Par_inc_st_CF_2C,C11_Par_inc_st_CF_3C,C11_Par_inc_st_CF_4mC,C11_Par_inc_st_Tot,C11_All_inc_ns_CF_1Ch,C11_All_inc_ns_CF_2C,C11_All_inc_ns_CF_3C,C11_All_inc_ns_CF_4mC,C11_All_inc_ns_Tot,C11_Tot_CF_1C,C11_Tot_CF_2C,C11_Tot_CF_3C,C11_Tot_CF_4mC,C11_Tot_Tot,C16_Neg_Ni_inc_CF_1C,C16_Neg_Ni_inc_CF_2C,C16_Neg_Ni_inc_CF_3C,C16_Neg_Ni_inc_Cou_fa_4mor_c,C16_Neg_Ni_inc_Tot,C16_1_149_CF_1C,C16_1_149_CF_2C,C16_1_149_CF_3C,C16_1_149_CF_4mC,C16_1_149_Tot,C16_150_299_CF_1C,C16_150_299_CF_2C,C16_150_299_CF_3C,C16_150_299_CF_4mC,C16_150_299_Tot,C16_300_399_CF_1C,C16_300_399_CF_2C,C16_300_399_CF_3C,C16_300_399_CF_4mC,C16_300_399_Tot,C16_400_499_CF_1C,C16_400_499_CF_2C,C16_400_499_CF_3C,C16_400_499_CF_4mC,C16_400_499_Tot,C16_500_649_CF_1C,C16_500_649_CF_2C,C16_500_649_CF_3C,C16_500_649_CF_4mC,C16_500_649_Tot,C16_650_799_CF_1C,C16_650_799_CF_2C,C16_650_799_CF_3C,C16_650_799_CF_4mC,C16_650_799_Tot,C16_800_999_CF_1C,C16_800_999_CF_2C,C16_800_999_CF_3C,C16_800_999_CF_4mC,C16_800_999_Tot,C16_1000_1499_CF_1C,C16_1000_1499_CF_2C,C16_1000_1499_CF_3C,C16_1000_1499_CF_4mC,C16_1000_1499_Tot,C16_1500_1999_CF_1C,C16_1500_1999_CF_2C,C16_1500_1999_CF_3C,C16_1500_1999_CF_4mC,C16_1500_1999_Tot,C16_2000_2499_CF_1C,C16_2000_2499_CF_2C,C16_2000_2499_CF_3C,C16_2000_2499_CF_4mC,C16_2000_2499_Tot,C16_2500_2999_CF_1C,C16_2500_2999_CF_2C,C16_2500_2999_CF_3C,C16_2500_2999_CF_4mC,C16_2500_2999_Tot,C16_3000_3999_CF_1C,C16_3000_3999_CF_2C,C16_3000_3999_CF_3C,C16_3000_3999_CF_4mC,C16_3000_3999_Tot,C16_4000more_CF_1C,C16_4000more_CF_2C,C16_4000more_CF_3C,C16_4000more_Cou_fa_4mo_ch,C16_4000more_Tot,C16_Par_inc_st_CF_1C,C16_Par_inc_st_CF_2C,C16_Par_inc_st_CF_3C,C16_Par_inc_st_CF_4mC,C16_Par_inc_st_Tot,C16_All_inc_ns_CF_1Ch,C16_All_inc_ns_CF_2C,C16_All_inc_ns_CF_3C,C16_All_inc_ns_CF_4mC,C16_All_inc_ns_Tot,C16_Tot_CF_1C,C16_Tot_CF_2C,C16_Tot_CF_3C,C16_Tot_CF_4mC,C16_Tot_Tot,C21_Neg_Ni_inc_CF_1C,C21_Neg_Ni_inc_CF_2C,C21_Neg_Ni_inc_CF_3C,C21_Neg_Ni_inc_Cou_fa_4mor_c,C21_Neg_Ni_inc_Tot,C21_1_149_CF_1C,C21_1_149_CF_2C,C21_1_149_CF_3C,C21_1_149_CF_4mC,C21_1_149_Tot,C21_150_299_CF_1C,C21_150_299_CF_2C,C21_150_299_CF_3C,C21_150_299_CF_4mC,C21_150_299_Tot,C21_300_399_CF_1C,C21_300_399_CF_2C,C21_300_399_CF_3C,C21_300_399_CF_4mC,C21_300_399_Tot,C21_400_499_CF_1C,C21_400_499_CF_2C,C21_400_499_CF_3C,C21_400_499_CF_4mC,C21_400_499_Tot,C21_500_649_CF_1C,C21_500_649_CF_2C,C21_500_649_CF_3C,C21_500_649_CF_4mC,C21_500_649_Tot
LGA18200,0,0,0,0,4,0,0,0,0,0,0,4,0,0,9,5,5,0,0,10,5,0,0,0,5,5,10,6,0,26,10,7,10,6,39,24,25,4,7,65,43,45,32,14,132,43,41,23,13,112,26,31,20,5,79,13,20,7,3,38,11,23,11,0,41,0,7,7,0,16,47,41,23,7,119,4,4,3,0,12,239,266,139,63,709,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,5,0,9,5,3,0,0,10,7,5,4,0,20,22,15,3,8,47,46,47,23,9,124,36,38,12,3,90,30,33,23,4,93,15,30,11,0,57,12,28,13,3,63,13,17,8,0,40,31,49,31,6,113,3,9,4,0,14,229,268,137,38,675,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,6,0,4,0,0,10
LGA18250,25,25,6,0,54,14,9,5,0,24,29,23,0,0,55,11,12,3,0,26,28,16,5,0,48,47,33,8,0,89,77,61,12,3,155,114,97,26,5,243,364,271,44,10,695,348,286,77,12,727,297,255,79,7,640,538,791,312,49,1694,586,818,265,36,1712,574,866,292,43,1776,349,473,214,45,1081,33,31,11,5,72,3430,4066,1357,228,9084,39,29,3,0,69,10,10,0,0,19,7,16,3,0,24,12,9,0,0,23,24,18,5,3,49,40,32,9,0,78,77,52,13,0,147,93,69,8,0,172,333,234,42,12,621,339,286,66,16,703,480,396,86,18,978,324,360,77,3,765,632,717,180,34,1565,1064,1911,689,87,3751,460,539,207,46,1250,29,30,14,0,76,3971,4693,1401,228,10291,33,26,0,0,62,8,9,0,0,18,10,11,0,0,12,0,9,0,0,11,13,7,0,0,27,24,23,6,0,53
LGA18350,7,5,0,0,14,0,5,3,0,7,7,6,0,0,16,5,4,0,3,15,10,7,0,4,23,26,20,6,0,65,60,38,19,9,127,100,110,38,21,269,284,346,153,55,844,271,326,148,65,808,209,278,111,41,637,149,216,126,43,535,153,202,101,30,488,58,84,32,12,187,204,257,174,74,703,18,31,7,9,54,1567,1932,917,358,4782,10,4,0,0,14,0,7,0,0,6,9,6,0,0,10,4,5,0,0,3,11,9,5,0,30,17,19,5,0,40,30,26,7,4,74,64,46,17,7,139,251,236,105,29,626,269,288,149,37,745,284,340,127,46,794,173,242,92,42,548,200,256,114,37,603,158,226,132,31,550,242,299,145,58,743,20,24,7,4,56,1751,2015,914,299,4982,8,9,3,0,22,4,0,0,0,7,4,0,0,0,4,0,3,0,0,7,6,6,0,0,16,4,0,3,0,16
LGA18400,7,4,0,5,20,0,4,4,0,11,3,3,4,4,15,5,4,3,4,12,9,8,3,0,23,17,24,14,8,63,66,34,27,15,142,84,81,48,27,241,280,330,206,70,891,319,429,205,84,1039,284,373,181,66,905,215,336,153,43,753,258,392,154,48,848,85,158,71,16,327,254,312,167,78,810,46,59,25,8,140,1931,2563,1267,481,6247,4,4,0,0,13,0,0,0,4,5,6,0,4,0,13,5,0,0,0,7,6,9,4,0,21,14,11,16,6,46,34,23,13,8,77,54,40,20,17,128,258,229,114,59,655,311,371,189,82,952,365,494,237,74,1174,280,390,179,61,916,350,500,232,51,1130,230,410,204,67,921,250,302,192,84,825,31,36,16,7,83,2202,2820,1421,515,6962,6,13,4,0,26,0,0,0,5,6,0,3,0,0,4,0,0,0,0,0,10,8,8,0,18,12,7,4,3,28
LGA18450,37,34,6,0,84,9,16,8,0,41,51,31,13,5,103,30,28,12,7,74,69,46,25,5,133,207,148,52,29,437,311,185,97,29,627,400,375,164,69,1010,1372,1287,507,163,3337,1206,1643,620,169,3641,1144,1469,519,147,3280,819,1273,529,130,2755,960,1479,465,119,3021,365,518,225,65,1173,872,1148,529,203,2748,92,96,37,24,248,7937,9795,3807,1172,22712,32,32,14,10,78,7,11,6,3,27,34,16,8,6,66,17,11,4,3,28,76,78,37,20,210,115,84,25,21,246,209,156,52,34,450,334,251,101,60,735,1186,1001,369,146,2698,1193,1389,520,194,3294,1320,1640,558,154,3672,1000,1373,516,124,3016,1051,1663,558,133,3417,760,1415,587,150,2908,871,1153,483,163,2674,46,81,30,14,180,8252,10353,3871,1225,23697,22,15,15,8,56,9,8,0,0,14,8,16,10,0,33,15,0,4,4,21,26,23,15,7,77,58,44,10,11,117
LGA18500,21,8,4,0,33,0,0,0,0,5,3,4,3,0,13,0,7,4,0,11,4,3,8,0,18,6,15,0,0,21,25,15,5,4,46,35,32,10,0,84,121,86,26,9,240,143,112,31,10,287,169,106,45,13,330,320,391,181,32,932,376,435,149,37,1006,460,544,203,39,1241,220,314,164,50,756,19,33,14,0,59,1935,2103,847,199,5077,12,13,0,4,30,0,3,0,0,11,0,3,0,0,3,0,0,0,0,4,6,0,0,0,8,0,5,0,0,8,11,10,5,0,20,27,19,8,0,52,92,68,15,3,177,120,72,23,6,222,168,139,24,10,331,149,134,47,6,335,339,374,128,36,884,931,1116,474,80,2602,273,337,174,40,821,16,31,12,0,59,2141,2317,915,188,5564,10,14,3,0,27,8,0,0,0,8,0,4,0,0,6,5,0,0,0,7,0,4,0,0,4,5,7,0,0,10
LGA18710,0,0,0,0,0,4,0,0,0,4,0,4,3,0,10,6,0,0,0,5,3,3,0,0,11,8,4,4,6,20,14,12,3,0,30,23,26,13,0,66,89,96,55,16,260,94,103,42,21,264,95,121,58,21,295,79,111,63,11,256,101,142,56,18,318,57,79,36,9,183,73,108,52,28,262,0,3,4,0,10,643,819,389,134,1987,0,4,3,0,4,0,0,0,0,0,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,4,3,0,14,14,6,0,0,24,21,20,3,0,44,72,64,35,13,182,72,96,49,18,234,102,97,64,17,273,79,131,40,6,252,99,158,61,15,331,117,212,86,16,439,75,93,64,25,259,6,6,11,0,15,653,885,426,115,2084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,3,0,0,9
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,5,8,3,0,12,13,11,0,3,33,9,7,3,0,17,3,4,0,0,7,5,5,0,0,9,0,0,0,0,3,0,0,0,0,0,7,7,9,0,27,0,0,0,0,0,52,48,15,3,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,3,0,24,0,4,0,0,9,4,4,3,0,15,4,0,0,0,8,3,0,3,0,8,6,7,0,0,11,4,9,0,0,20,0,0,0,0,0,33,42,16,3,98,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,4,0,0,0,4,0,0,0,0,3,4,5,0,0,7,0,3,0,0,9,0,6,4,0,13,17,19,6,0,45,32,17,10,3,66,38,41,18,4,92,90,120,47,19,275,63,80,40,5,188,44,79,26,6,152,27,30,19,3,79,19,16,4,6,46,9,6,5,5,21,66,81,41,6,185,5,6,4,0,13,407,505,226,65,1204,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,5,7,3,0,5,18,14,11,11,0,39,17,21,14,0,58,75,94,33,12,218,57,81,41,7,181,64,58,28,5,155,43,44,17,3,109,33,41,18,6,100,20,23,16,0,46,64,75,32,14,184,3,3,0,0,5,402,459,217,58,1139,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,7
LGA20260,3,0,0,0,9,0,0,0,0,0,3,0,0,0,9,6,7,3,0,12,3,4,0,0,11,18,10,0,0,31,20,26,12,7,61,32,35,6,9,87,96,96,39,19,252,56,73,38,18,177,58,50,21,10,153,25,17,16,0,65,16,19,12,0,44,0,7,3,3,16,44,56,36,14,146,10,4,0,3,18,404,407,191,86,1089,0,0,0,0,3,0,0,0,0,4,4,3,0,0,3,0,0,0,0,0,10,3,3,0,15,11,0,0,0,14,19,13,4,5,39,20,23,9,6,58,74,80,25,15,188,62,73,18,13,161,49,48,22,11,129,25,30,9,4,71,19,31,18,3,75,11,16,10,9,38,71,59,34,15,172,0,0,3,0,8,367,390,158,77,995,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,5
LGA20570,5,6,4,3,16,0,3,4,0,8,19,8,6,3,35,10,12,3,0,35,20,16,8,0,40,103,65,32,21,221,158,135,62,25,377,237,281,86,35,648,736,815,370,130,2046,578,754,309,114,1752,481,589,239,70,1376,288,406,209,44,939,259,328,170,44,802,76,132,72,13,295,365,411,212,101,1088,38,45,24,10,121,3379,4005,1801,627,9803,10,10,3,6,26,6,4,3,0,16,18,11,0,0,32,12,5,3,0,22,29,24,10,6,64,48,46,7,9,111,107,88,29,24,236,206,152,54,24,439,606,680,273,103,1655,628,764,314,111,1813,570,771,276,90,1709,367,523,196,53,1131,337,513,222,42,1111,231,356,183,60,829,375,448,226,107,1158,35,48,16,12,107,3582,4435,1815,637,10463,5,7,3,0,14,0,3,0,0,8,9,5,0,0,9,8,0,3,0,14,19,15,3,0,37,25,11,4,4,43
LGA20660,25,24,6,4,59,12,3,0,0,20,19,29,10,3,63,22,25,7,3,54,29,25,4,0,62,108,61,22,12,206,163,130,37,14,340,243,197,65,29,527,820,800,274,75,1960,818,1008,332,75,2235,805,966,276,76,2129,697,1030,359,80,2166,676,1154,396,82,2307,359,559,233,59,1211,568,745,332,101,1745,61,87,24,15,183,5431,6842,2372,616,15263,42,21,9,5,83,7,3,3,3,20,21,6,3,0,30,18,14,0,0,32,33,27,13,9,73,61,35,8,17,124,113,82,22,22,235,154,133,28,21,338,660,586,173,62,1476,752,816,274,54,1898,923,1120,307,62,2412,700,943,295,65,2012,843,1282,360,64,2551,751,1420,520,93,2782,595,713,314,100,1712,54,80,24,13,171,5719,7286,2347,573,15931,20,29,10,0,66,12,5,0,0,19,10,12,4,0,27,5,8,5,0,19,24,11,0,3,44,25,26,10,8,66
LGA20740,4,4,3,0,15,8,0,0,0,5,8,10,0,0,18,7,6,0,0,21,10,11,0,0,15,28,31,16,6,72,49,55,16,4,129,73,82,47,12,210,235,237,106,36,611,176,190,79,24,470,109,125,52,10,298,85,121,53,16,276,46,80,23,6,156,21,20,11,0,58,124,125,75,21,341,14,25,11,5,52,998,1115,495,143,2752,6,0,0,6,11,0,0,0,0,0,4,10,0,0,16,0,0,0,0,4,18,12,3,0,35,26,20,8,3,51,41,19,12,5,75,58,72,29,8,164,233,208,129,36,604,193,233,104,24,550,135,150,60,15,364,71,95,35,9,210,64,71,42,7,192,41,51,20,5,124,124,158,82,20,387,19,10,9,5,33,1035,1118,534,140,2823,5,3,3,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,7,0,0,18,8,11,4,0,25
LGA20830,6,8,9,0,21,5,4,0,0,6,11,4,0,0,18,8,12,0,0,21,14,10,3,4,31,41,35,21,6,107,67,67,41,18,190,112,116,56,15,309,308,371,212,80,974,280,368,182,84,910,194,290,115,43,640,124,199,101,27,447,130,157,89,24,402,51,56,44,15,153,190,278,130,60,661,32,33,23,13,99,1572,2004,1021,391,4980,9,9,0,0,20,0,9,3,0,9,5,7,6,0,17,5,3,0,0,8,14,15,3,10,38,24,14,5,0,39,32,35,18,13,94,108,69,26,18,221,311,331,173,74,890,330,360,193,68,950,247,334,175,49,815,176,229,128,40,577,139,216,106,27,488,118,163,71,19,376,210,258,134,57,661,21,34,18,4,75,1763,2077,1064,385,5285,5,10,0,0,22,0,0,0,0,6,3,4,0,0,4,4,0,0,0,5,10,6,0,0,25,24,8,4,3,41
LGA20910,24,22,12,7,57,3,4,8,0,10,22,6,3,0,33,9,12,7,0,25,11,25,4,0,38,40,30,4,0,83,56,47,15,5,120,85,79,26,4,201,323,294,117,23,755,376,469,147,29,1023,422,493,148,20,1089,587,1289,565,84,2521,747,1387,469,87,2690,556,1006,382,69,2006,468,846,427,81,1821,52,52,15,9,128,3769,6053,2353,421,12607,18,23,4,0,51,3,8,0,0,19,5,11,0,0,20,8,0,0,0,15,20,15,3,0,32,26,21,3,3,53,48,35,6,0,95,56,46,17,4,120,266,238,47,20,570,328,353,85,17,789,441,528,159,21,1155,417,555,166,29,1162,707,1150,432,56,2352,1255,2598,1036,158,5041,506,898,352,91,1848,47,69,12,4,138,4157,6548,2339,418,13468,22,25,5,5,57,3,4,3,0,15,12,8,0,0,18,8,3,0,0,16,14,15,0,0,33,11,10,3,3,31
LGA21010,3,0,0,0,9,0,0,0,0,0,0,7,0,0,10,7,3,0,0,9,7,0,3,0,15,21,8,15,0,44,22,20,13,0,63,29,35,24,11,97,125,101,52,14,293,89,116,36,19,257,61,61,25,13,158,26,38,12,4,74,29,23,7,3,64,9,9,7,0,28,61,61,35,14,175,12,7,6,0,25,488,502,233,92,1317,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,7,8,6,0,19,6,3,4,0,13,22,15,5,0,49,24,25,10,5,66,94,83,34,13,225,84,77,39,13,208,49,69,18,11,150,49,48,12,9,123,34,36,14,0,81,32,18,4,4,58,49,59,33,9,158,5,3,0,0,12,463,445,188,72,1166,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,9,3,0,0,11
LGA21110,42,47,17,3,104,18,15,3,0,37,38,33,7,4,79,29,28,3,4,60,52,37,7,0,97,70,52,25,0,141,141,111,22,6,276,181,182,53,8,432,605,488,166,28,1290,628,659,225,37,1542,632,673,235,49,1590,889,1752,787,152,3582,1273,2306,963,171,4715,1082,1949,804,157,3991,829,1405,674,173,3076,67,88,33,5,196,6565,9820,4019,809,21220,70,68,21,8,166,20,14,4,0,43,31,24,9,3,64,22,21,10,0,46,41,37,3,3,86,86,66,11,6,167,108,84,18,6,218,148,147,42,5,336,574,434,150,32,1186,626,573,188,23,1414,754,774,219,43,1789,632,786,236,42,1689,974,1614,555,89,3232,2009,4258,1772,344,8389,948,1335,621,151,3061,65,106,42,7,223,7113,10336,3899,772,22118,65,62,15,7,147,24,21,8,0,45,31,20,0,0,49,24,16,4,0,44,34,31,8,0,74,47,46,16,5,106
LGA21180,84,66,30,14,196,35,31,11,4,82,141,107,50,17,310,92,97,37,21,249,141,96,54,24,314,381,322,171,68,940,553,457,180,61,1254,647,699,264,92,1699,1857,1791,674,221,4546,1441,1661,592,166,3858,1085,1283,475,103,2955,588,851,310,80,1829,535,801,277,102,1710,186,327,151,42,701,881,1093,561,285,2820,235,197,100,54,581,8891,9880,3936,1360,24059,99,102,36,20,259,44,33,13,5,103,87,77,27,27,214,84,42,13,5,144,174,163,71,48,461,252,237,98,42,624,432,318,152,70,970,663,578,215,86,1541,1886,1726,619,235,4465,1509,1611,560,199,3880,1346,1454,469,134,3410,802,1098,317,99,2315,722,1010,351,90,2174,326,611,284,70,1296,895,1042,522,285,2739,164,121,53,28,367,9505,10215,3784,1453,24960,101,85,25,21,230,22,21,7,0,50,60,28,23,9,114,59,33,12,10,114,106,80,44,16,243,149,127,52,23,354
LGA21270,0,0,0,0,4,0,0,3,0,7,9,0,0,0,13,0,3,4,0,12,3,6,0,0,12,11,8,6,0,23,11,18,14,3,44,11,24,19,8,62,53,58,33,22,165,38,33,22,12,100,18,25,6,8,60,10,4,0,0,20,10,8,3,0,22,7,5,0,3,11,38,32,26,8,102,5,0,3,3,17,218,234,140,78,664,0,3,3,4,11,3,0,0,0,3,0,5,0,0,5,0,0,0,0,0,4,4,3,4,13,5,4,5,0,7,6,11,5,0,26,14,14,7,9,37,39,34,31,12,111,30,31,17,10,87,23,25,17,5,69,22,14,9,5,52,9,5,4,0,20,3,9,0,0,19,23,32,22,13,90,3,5,0,0,4,192,189,122,54,557,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,4
LGA21370,8,13,0,3,20,4,0,0,0,4,12,11,3,0,28,3,8,6,0,24,10,13,3,10,30,41,40,24,3,110,64,60,35,23,176,105,109,42,27,289,305,349,187,80,925,226,244,148,48,673,165,160,93,31,448,81,107,59,16,259,54,82,60,10,204,20,34,13,4,69,164,205,113,50,531,24,29,12,14,74,1282,1454,800,325,3860,4,7,0,0,15,3,3,0,0,13,7,4,8,0,16,0,4,0,0,8,14,13,4,0,26,20,13,13,3,45,40,33,9,11,96,77,66,28,14,181,256,243,133,61,697,219,285,112,51,655,203,219,96,49,573,90,153,75,21,333,90,131,62,13,303,61,66,31,0,165,158,220,132,57,570,22,15,10,9,50,1270,1459,722,287,3740,0,0,7,0,10,3,4,0,0,10,0,0,0,0,4,7,4,0,0,12,6,7,0,0,19,6,5,6,0,23
LGA21450,12,17,5,4,39,7,10,3,4,19,18,11,9,3,49,12,14,4,0,31,13,21,8,0,44,64,44,27,3,138,122,132,33,16,311,204,230,93,47,572,655,904,375,123,2055,658,861,368,132,2015,496,575,286,98,1448,289,463,214,66,1037,240,344,158,60,797,78,138,71,22,310,292,432,258,105,1090,68,80,24,17,179,3228,4269,1919,718,10135,23,24,6,6,59,7,6,0,0,12,16,15,3,0,36,6,4,6,3,19,34,29,12,3,82,46,40,13,9,106,93,84,35,17,229,188,175,75,35,471,775,814,331,149,2062,729,1009,439,160,2343,721,963,344,122,2146,498,668,268,69,1497,392,596,239,61,1288,214,387,175,68,844,401,550,275,139,1367,37,54,30,13,134,4181,5396,2256,854,12687,29,19,5,8,64,7,3,0,5,13,7,9,4,0,16,4,4,0,0,14,15,15,3,9,41,26,28,11,4,73
LGA21610,75,74,28,26,202,33,31,9,12,87,85,84,39,31,236,43,82,25,18,170,115,118,49,34,314,293,305,132,91,819,518,562,209,125,1413,790,976,347,139,2247,2558,3127,1194,522,7401,2307,3072,1180,432,6998,1866,2414,760,267,5309,1009,1546,581,214,3346,903,1367,523,158,2956,265,456,206,82,1012,1099,1719,804,449,4074,206,255,112,55,629,12161,16180,6206,2664,37214,93,98,42,40,277,23,27,15,9,78,65,65,36,27,189,48,36,19,13,112,155,132,86,62,426,231,223,97,116,672,454,427,180,122,1187,768,774,326,169,2038,2718,3029,1137,533,7418,2638,3442,1189,475,7750,2580,3428,1107,378,7494,1586,2285,706,219,4801,1376,1957,682,209,4229,687,1247,525,177,2634,1361,1821,827,479,4499,148,177,71,51,449,14943,19187,7050,3087,44258,129,90,44,33,297,23,25,15,3,62,50,40,14,20,126,50,39,22,13,120,119,85,62,38,298,164,164,59,58,444
LGA21670,4,3,0,0,8,0,0,0,0,0,0,0,0,0,8,3,4,0,0,11,5,7,3,0,14,32,19,9,9,65,31,37,11,0,80,45,39,15,7,108,94,104,62,19,278,58,68,42,15,185,43,35,16,12,105,18,14,7,0,40,18,12,7,0,44,4,6,0,0,14,68,47,35,19,172,10,10,0,0,24,427,411,218,87,1143,5,0,0,0,5,0,3,0,0,3,3,6,0,0,9,0,4,0,0,4,0,8,3,0,17,12,16,6,0,31,25,13,7,4,49,37,29,11,8,78,104,88,52,19,265,67,67,25,13,174,57,49,25,7,137,35,28,6,3,67,11,17,9,6,44,11,8,4,0,26,56,44,34,17,148,6,4,0,0,13,424,370,178,80,1063,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,3,5,5,0,0,6
LGA21750,3,0,3,0,12,3,9,0,0,5,0,8,3,0,16,0,7,5,0,7,4,11,0,0,15,26,30,4,0,58,41,29,16,5,102,63,68,37,17,180,181,189,111,37,510,134,144,97,34,412,92,101,48,16,261,41,60,26,16,136,35,29,21,8,92,16,15,9,5,41,82,99,57,32,274,15,9,9,0,34,743,801,433,175,2147,4,3,5,0,9,3,0,0,0,7,6,0,3,0,4,0,0,0,0,0,9,3,7,0,16,13,8,3,3,30,25,18,6,3,55,35,38,16,8,94,142,160,73,32,407,133,153,79,32,400,117,124,65,25,333,69,76,32,15,195,60,55,21,13,143,20,28,20,10,68,78,85,54,30,249,11,9,3,0,26,720,763,386,174,2042,3,6,0,0,10,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,3,0,0,13
