LGA_CODE_2021,C16_CF_1P1NW_150_399,C16_CF_1P1NW_400_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_1249,C16_CF_1P1NW_1250_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000more,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_Neg_ni_inc,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_399,C16_CF_1A1NW_400_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_1249,C16_CF_1A1NW_1250_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000more,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_Neg_ni_inc,C16_CF_BA_1_149,C16_CF_BA_150_399,C16_CF_BA_400_649,C16_CF_BA_650_799,C16_CF_BA_800_1249,C16_CF_BA_1250_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_Neg_ni_inc,C16_CF_BNW_1_149,C16_CF_BNW_150_399,C16_CF_BNW_400_649,C16_CF_BNW_650_799,C16_CF_BNW_800_1249,C16_CF_BNW_1250_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_Neg_ni_inc,C16_CF_LFns_1_149,C16_CF_LFns_150_399,C16_CF_LFns_400_649,C16_CF_LFns_650_799,C16_CF_LFns_800_1249,C16_CF_LFns_1250_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000more,C16_CF_LFns_Ns,C16_CF_LFns_Tot,C16_C_f_c_Tot_Fi_Neg_ni_inc,C16_C_f_c_Tot_Fi_1_149,C16_C_f_c_Tot_Fi_150_399,C16_C_f_c_Tot_Fi_400_649,C16_CF_c_Tot_Fi_650_799,C16_CF_c_Tot_Fi_800_1249,C16_CF_c_Tot_Fi_1250_1999,C16_CF_c_Tot_Fi_2000_2499,C16_CF_c_Tot_Fi_2500_2999,C16_CF_c_Tot_Fi_3000_3999,C16_CF_c_Tot_Fi_4000more,C16_C_f_with_c_TotFI_Ns,C16_C_f_with_c_Tot_Tot,C16_1PF_F_Neg_ni_inc,C16_1PF_F_1_149,C16_1PF_F_150_399,C16_1PF_F_400_649,C16_1PF_F_650_799,C16_1PF_F_800_1249,C16_1PF_F_1250_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_Neg_ni_inc,C16_1PF_P_1_149,C16_1PF_P_150_399,C16_1PF_P_400_649,C16_1PF_P_650_799,C16_1PF_P_800_1249,C16_1PF_P_1250_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_Neg_ni_inc,C16_1PF_A_1_149,C16_1PF_A_150_399,C16_1PF_A_400_649,C16_1PF_A_650_799,C16_1PF_A_800_1249,C16_1PF_A_1250_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_Neg_ni_inc,C16_1PF_U_1_149,C16_1PF_U_150_399,C16_1PF_U_400_649,C16_1PF_U_650_799,C16_1PF_U_800_1249,C16_1PF_U_1250_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000more,C16_1PF_U_Ns,C16_1PF_U_Tot,C16_1PF_N_lf_Fi_Neg_ni_inc,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_399,C16_1PF_N_lf_Fi_400_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_1249,C16_1PF_N_lf_Fi_1250_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_Neg_ni_inc,C16_1PF_LFns_1_149,C16_1PF_LFns_150_399,C16_1PF_LFns_400_649,C16_1PF_Lfns_Fi_650_799,C16_1PF_LFns_800_1249,C16_1PF_LFns_1250_1999,C16_1PF_LFns_2000_2499,C16_1PF_LFns_2500_2999,C16_1PF_Lfns_Fi_3000_3999,C16_1PF_LFns_4000more,C16_1PF_LFns_Ns,C16_1PF_LFns_Tot,C16_1PF_TotFI_Neg_ni_inc,C16_1PF_TotFI_1_149,C16_1PF_TotFI_150_399,C16_1PF_TotFI_400_649,C16_1PF_TotFI_650_799,C16_1PF_TotFI_800_1249,C16_1PF_TotFI_1250_1999,C16_1PF_TotFI_2000_2499,C16_1PF_TotFI_2500_2999,C16_1PF_TotFI_3000_3999,C16_1PF_TotFI_4000more,C16_One_par_f_TotFI_Ns,C16_One_parent_f_Tot_Tot,C16_TotFI_Neg_ni_inc,C16_TotFI_1_149,C16_TotFI_150_399,C16_TotFI_400_649,C16_TotFI_650_799,C16_TotFI_800_1249,C16_TotFI_1250_1999,C16_TotFI_2000_2499,C16_TotFI_2500_2999,C16_TotFI_3000_3999,C16_TotFI_4000more,C16_TotFI_Ns,C16_Tot_Tot,C21_CFNC_BF_Neg_ni_inc,C21_CFNC_BF_1_149,C21_CFNC_BF_150_399,C21_CFNC_BF_400_649,C21_CFNC_BF_650_799,C21_CFNC_BF_800_1249,C21_CFNC_BF_1250_1999,C21_CFNC_BF_2000_2499,C21_CFNC_BF_2500_2999,C21_CFNC_BF_3000_3999,C21_CFNC_BF_4000more,C21_CFNC_BF_Ns,C21_CFNC_BF_Tot,C21_CFNC_BPT_Neg_ni_inc,C21_CFNC_BPT_1_149,C21_CFNC_BPT_150_399,C21_CFNC_BPT_400_649,C21_CFNC_BPT_650_799,C21_CFNC_BPT_800_1249,C21_CFNC_BPT_1250_1999
LGA20660,18,61,46,132,156,77,50,64,48,60,717,8,0,0,4,8,16,43,19,7,18,17,26,147,0,0,0,0,0,4,13,15,16,28,11,30,125,53,15,33,74,67,203,336,131,53,63,28,154,1202,0,0,0,0,0,11,4,8,5,0,0,732,755,83,20,61,199,235,1022,2691,2412,2012,2551,2782,1879,15931,0,0,10,35,52,246,486,242,100,105,50,240,1570,0,11,61,151,144,301,248,60,29,20,5,111,1152,0,0,3,18,12,24,17,5,0,8,6,28,131,19,9,32,45,23,26,11,4,0,0,0,18,190,67,25,145,311,186,402,340,92,35,20,19,205,1851,0,0,0,0,0,4,4,0,0,0,0,31,40,88,52,257,563,423,1005,1100,405,165,158,88,641,4932,351,159,428,1350,1801,3930,6023,4260,3225,3784,3634,3409,32358,3,0,0,4,4,12,101,357,550,977,939,25,2976,0,6,0,5,13,77,170
LGA20740,6,18,15,75,56,4,0,0,9,24,202,0,0,0,7,0,13,14,3,0,0,0,9,48,0,0,0,0,0,3,15,4,3,4,0,8,34,0,0,4,28,32,74,64,10,7,3,3,26,255,0,0,0,3,0,4,5,0,0,0,0,136,149,11,0,20,84,75,453,861,364,210,192,124,424,2823,0,0,0,20,17,63,64,22,9,5,0,49,251,0,3,35,108,57,89,49,7,0,4,5,43,399,0,0,5,7,9,8,9,0,0,0,0,6,50,0,5,17,39,15,7,0,0,0,0,0,7,96,15,3,58,146,103,151,43,5,0,4,0,79,606,0,0,0,0,0,3,0,0,0,0,0,13,19,15,12,119,319,195,330,172,35,6,9,4,195,1407,82,53,199,799,1065,1722,1852,718,379,340,222,1026,8477,0,3,0,5,3,18,76,139,97,126,108,9,586,0,4,0,10,13,91,136
LGA20830,9,15,15,68,76,24,13,10,3,27,267,0,0,0,0,3,15,16,6,3,3,0,12,69,0,0,0,0,4,3,15,11,5,7,3,14,63,5,0,7,31,37,92,84,15,5,8,6,40,338,0,0,0,0,0,4,0,0,0,0,0,246,257,20,9,27,79,94,621,1437,815,577,488,376,730,5285,5,0,0,12,35,115,173,52,17,11,9,63,494,4,9,26,105,74,130,75,17,9,0,4,44,490,0,0,6,6,3,14,19,0,0,0,0,20,74,0,3,19,31,10,17,4,0,0,0,0,6,97,25,5,90,184,99,171,80,19,9,3,3,91,771,0,0,0,0,3,5,0,0,0,0,0,6,15,26,19,147,343,220,449,355,88,34,14,15,227,1938,136,86,244,865,1178,2187,2904,1478,927,758,587,1433,12797,4,0,3,11,5,23,154,293,244,280,187,26,1231,5,8,0,10,13,73,118
LGA20910,8,29,17,60,89,68,51,76,103,61,554,0,0,0,0,0,3,11,8,8,17,31,19,100,0,0,0,0,0,0,5,0,11,15,22,20,76,32,10,15,38,35,76,135,64,57,73,78,80,682,0,0,0,0,0,0,3,0,0,0,0,884,894,51,19,30,87,95,382,1101,1155,1162,2352,5041,1990,13468,0,3,6,19,27,127,275,177,53,132,77,165,1068,5,3,40,99,76,180,142,60,18,38,21,91,771,0,0,0,3,4,15,11,5,4,5,10,21,80,9,5,21,23,9,16,12,10,0,3,0,10,116,86,12,74,170,96,216,188,62,30,27,34,113,1100,0,0,0,0,0,0,0,0,0,0,0,16,17,103,23,145,323,207,550,629,313,105,197,143,414,3149,273,101,232,768,842,2022,3257,2538,2047,3578,6793,3214,25668,3,0,0,0,4,14,60,153,252,508,1057,8,2068,0,0,0,9,10,54,104
LGA21010,0,4,10,20,14,3,0,0,0,8,54,0,0,0,0,0,8,7,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,4,0,4,10,0,4,4,11,17,28,33,4,0,0,0,10,115,0,0,0,0,0,0,0,0,0,0,0,54,57,0,4,0,30,49,170,331,150,123,81,58,171,1166,3,0,3,4,12,41,34,6,9,0,0,19,131,0,0,12,41,28,34,12,5,0,0,0,13,151,0,0,0,4,0,4,5,0,0,0,0,3,20,0,0,7,12,8,3,0,0,0,0,0,0,33,3,5,32,73,44,55,20,3,3,0,0,36,277,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,53,131,96,135,67,19,6,7,4,77,611,21,32,79,317,478,691,781,339,204,143,105,437,3636,0,0,0,3,4,16,54,60,75,72,48,8,337,0,0,0,0,0,19,54
LGA21110,25,64,52,130,181,81,75,109,186,125,1042,0,0,8,10,7,13,24,24,11,20,31,25,167,4,0,0,3,3,5,13,5,12,14,45,48,152,112,21,52,94,49,180,242,163,86,112,171,149,1432,0,0,0,0,0,4,10,12,3,0,11,1522,1552,166,43,115,258,218,909,2028,1789,1689,3232,8389,3286,22118,4,3,33,57,44,206,404,310,114,212,138,192,1715,17,28,67,142,88,267,257,84,28,49,38,111,1169,4,5,3,5,6,17,12,14,10,11,7,24,122,23,7,22,34,17,25,23,15,4,7,0,22,198,275,52,140,207,112,298,268,114,69,56,52,203,1851,0,0,0,0,0,0,3,0,0,0,0,30,36,331,99,261,441,271,813,966,529,222,337,229,584,5085,794,269,514,1247,1194,3343,5476,4194,3403,5344,11034,5127,41926,3,0,0,3,5,20,125,362,536,1035,1550,18,3670,6,0,0,15,19,124,240
LGA21180,100,284,187,514,473,133,61,58,25,168,2019,6,5,11,37,32,110,96,38,33,13,11,72,456,0,3,0,0,4,21,41,28,27,16,7,72,226,208,72,204,506,343,830,920,320,146,124,64,536,4280,3,0,4,5,11,14,22,7,4,3,6,1092,1182,259,103,356,1081,970,3723,6164,3410,2315,2174,1296,3106,24960,0,3,17,118,151,588,704,237,130,95,49,225,2320,7,19,168,329,212,400,297,74,36,21,10,161,1744,0,3,20,31,23,49,30,18,9,0,0,56,247,71,21,181,180,65,115,87,21,6,7,4,77,831,306,70,560,835,467,1013,717,172,89,58,27,551,4862,0,5,9,7,7,0,10,5,0,0,0,108,150,384,128,955,1505,920,2167,1850,526,274,187,88,1178,10162,1124,443,1580,4185,4404,8340,10702,5310,3366,2934,1644,5576,49609,0,0,0,0,0,30,309,587,541,680,442,23,2608,0,4,0,15,24,140,241
LGA21270,0,4,5,8,3,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,16,4,0,0,0,0,5,47,0,0,0,0,0,0,3,0,0,0,0,36,44,11,3,5,19,26,95,141,69,52,20,19,98,557,0,0,0,5,3,5,7,4,0,0,0,0,27,0,0,5,20,15,10,8,0,0,0,0,3,51,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,4,0,0,0,0,0,0,0,0,5,0,0,8,22,13,23,10,5,0,0,0,12,89,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,15,52,31,38,21,3,0,0,0,14,184,35,17,33,148,210,305,301,142,75,43,26,197,1534,0,0,0,0,4,13,29,25,23,27,14,0,131,0,0,0,0,0,17,12
LGA21370,4,9,17,61,54,8,3,0,7,11,176,0,0,0,4,4,13,14,5,4,0,0,5,49,0,0,0,0,0,10,15,8,5,6,0,10,56,0,5,3,25,31,59,62,17,3,3,4,30,246,0,0,0,0,0,5,3,0,0,0,0,228,237,15,13,20,77,96,480,1053,573,333,303,165,621,3740,0,0,0,20,26,94,103,33,17,9,3,47,357,0,0,30,78,65,92,59,4,3,0,3,31,361,0,0,7,0,3,11,0,5,0,0,0,0,33,4,0,17,26,12,12,10,0,0,0,0,11,88,8,3,55,167,82,118,56,15,4,4,0,73,593,3,0,0,3,0,4,0,0,0,0,0,13,24,17,10,104,297,190,333,229,52,25,16,8,171,1461,111,67,175,720,1068,1700,2264,1068,564,442,268,1163,9611,4,4,0,12,13,37,143,195,137,155,88,7,793,4,0,0,6,15,58,93
LGA21450,13,53,52,153,156,46,18,9,6,35,539,3,0,3,4,7,30,37,21,12,8,7,26,154,0,0,0,0,4,11,28,12,19,14,8,23,120,34,9,29,63,53,172,150,51,21,16,13,85,693,0,6,0,0,0,7,13,6,4,6,0,531,568,59,12,57,183,229,1362,3514,2146,1497,1288,844,1497,12687,7,0,6,33,61,294,405,146,57,58,15,138,1216,4,5,59,247,171,262,168,38,15,11,3,102,1085,4,0,5,16,12,23,23,9,4,0,4,20,112,5,0,35,68,21,28,23,8,0,5,0,16,209,44,18,134,327,160,281,168,38,15,5,0,136,1331,0,0,0,4,0,0,6,0,3,0,0,28,44,59,25,242,694,427,882,785,242,95,83,26,450,4000,256,104,374,1349,1662,3570,6187,3549,2235,1829,1124,2612,24852,3,0,0,9,5,35,273,718,632,670,328,30,2702,3,5,0,12,21,80,184
LGA21610,97,302,236,708,631,199,93,65,29,153,2543,0,0,3,29,50,122,142,55,24,28,9,109,579,7,3,0,0,6,32,81,62,27,40,22,85,362,198,36,142,450,306,834,818,281,124,83,52,413,3736,3,0,0,10,4,28,36,20,7,9,4,1830,1949,277,78,302,1099,1187,5493,11722,7494,4801,4229,2634,4948,44258,8,3,6,127,214,875,1183,489,215,182,58,417,3780,13,8,177,504,351,660,473,105,50,38,21,217,2600,7,0,22,45,34,58,72,26,7,0,0,61,332,57,24,123,193,60,77,65,20,5,6,4,62,693,199,84,458,941,505,989,703,185,68,46,20,437,4636,3,0,4,3,0,11,6,0,0,0,0,103,134,278,120,792,1821,1163,2664,2501,826,342,266,105,1301,12172,1154,410,1391,4371,5110,11747,19093,11441,6761,5618,3303,8020,78414,7,0,0,3,8,41,741,1691,1438,1603,811,64,6416,4,7,4,21,38,173,419
LGA21670,5,9,8,28,12,0,0,0,0,10,78,0,0,0,0,4,7,0,0,0,0,0,0,13,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,3,13,21,51,33,10,4,0,0,21,165,0,0,0,0,0,0,0,0,0,0,0,52,52,5,3,8,39,49,214,305,137,67,44,26,163,1063,0,0,0,4,5,30,19,11,5,0,0,20,92,0,0,10,44,19,31,11,0,0,0,0,16,131,0,0,0,0,0,4,4,0,0,0,0,8,15,0,0,6,27,6,9,4,0,0,0,0,3,48,7,4,47,102,56,91,28,3,7,3,0,28,374,0,0,0,0,0,0,0,0,0,0,0,8,10,7,7,66,176,87,162,56,15,12,5,0,72,667,45,27,91,420,548,738,637,244,114,67,37,395,3367,0,0,0,0,3,5,48,40,36,32,14,4,178,0,0,0,5,0,16,25
LGA21750,0,13,5,34,20,6,0,0,0,12,100,0,0,0,0,4,3,6,4,0,0,0,0,23,0,0,0,0,0,3,11,4,6,0,0,8,30,0,0,5,15,12,30,19,11,7,0,0,4,110,0,0,0,0,4,0,0,0,0,4,0,88,102,9,7,8,44,55,271,634,333,195,143,68,275,2042,0,0,5,9,9,42,55,18,4,7,5,27,177,0,0,18,59,38,62,30,5,0,3,0,16,238,0,0,3,0,3,5,4,0,0,0,0,4,22,0,0,6,15,4,8,0,0,0,0,0,3,35,8,3,43,87,47,56,40,9,0,0,3,37,339,0,0,0,0,0,4,5,0,0,0,0,10,20,10,7,74,176,105,174,126,37,7,10,9,102,832,50,40,112,398,488,970,1265,615,298,236,134,572,5182,0,0,0,0,8,14,84,130,77,78,49,3,454,0,0,4,8,5,41,57
LGA21830,0,4,6,22,15,9,0,0,0,4,60,0,0,0,0,0,8,6,0,0,0,0,4,20,0,0,0,0,3,4,3,6,0,0,3,5,29,4,0,5,13,13,31,20,5,6,0,0,11,108,0,0,0,0,0,0,6,0,0,0,0,77,90,21,9,17,48,47,253,409,224,155,110,88,250,1634,5,0,4,4,11,39,37,11,4,6,4,19,134,0,0,10,31,26,37,17,5,0,0,0,17,146,0,0,0,3,3,3,0,3,0,0,0,0,16,0,0,9,15,0,0,0,0,0,0,0,6,24,3,5,19,54,22,59,21,4,0,0,3,34,235,0,0,0,0,5,4,0,0,0,0,0,8,15,7,6,42,107,62,135,73,19,9,6,4,87,575,69,49,83,327,387,779,837,416,244,186,162,523,4060,3,0,0,9,11,23,65,91,63,69,45,9,385,0,0,0,7,6,24,26
LGA21890,30,111,86,238,188,80,42,41,30,69,934,0,4,3,14,12,41,41,22,9,13,11,24,205,0,0,0,0,4,10,20,14,14,21,19,19,123,74,17,57,175,131,374,533,161,76,83,44,228,1946,0,0,0,3,0,12,18,5,3,0,3,705,752,99,33,113,406,395,1637,3186,2153,1695,2142,2348,1750,15961,0,0,13,34,55,258,417,188,72,115,35,142,1339,3,12,60,218,152,306,215,63,23,18,3,97,1180,0,0,7,13,5,21,13,6,3,5,3,25,107,16,10,56,61,10,38,11,3,0,8,0,23,238,89,32,226,407,298,610,424,113,48,30,29,284,2599,0,0,0,3,0,0,3,0,0,0,0,53,63,117,55,359,729,531,1236,1091,376,152,185,67,629,5518,499,241,624,2087,2536,4546,6650,4128,3081,3563,3272,3506,34744,0,6,0,0,6,20,198,612,776,1423,1424,22,4488,0,4,0,13,21,144,293
LGA22110,6,24,26,88,58,17,8,0,6,26,261,0,0,0,3,4,5,15,8,0,4,0,9,55,0,0,0,0,3,7,7,3,6,5,3,6,43,9,5,14,40,42,95,79,21,12,5,5,48,374,0,0,0,0,0,6,7,0,0,0,5,261,276,15,11,27,89,143,632,1139,524,303,229,140,615,3867,0,0,6,28,30,101,105,26,4,0,3,47,358,0,0,40,123,73,101,65,10,4,0,0,56,475,0,0,10,5,9,16,10,0,0,0,0,13,58,0,0,19,36,6,6,4,0,0,0,0,10,82,12,10,72,174,114,161,61,15,12,0,8,76,719,0,0,0,4,0,0,3,0,0,0,0,20,31,24,19,142,367,232,388,244,49,17,9,6,221,1720,116,85,261,1041,1529,2384,2597,1051,537,407,256,1454,11724,0,0,0,6,5,42,134,173,137,150,83,10,753,4,0,0,17,23,75,151
LGA22170,19,58,57,186,173,66,45,22,16,76,727,0,0,0,4,0,42,49,21,6,12,3,41,175,0,0,0,5,0,8,38,26,17,15,13,28,143,35,12,32,92,97,255,272,88,40,34,22,146,1127,0,0,0,0,0,11,13,8,0,0,0,695,730,59,30,60,228,293,1564,3940,2677,1928,1778,1120,1920,15610,0,3,14,58,103,513,748,255,105,83,26,299,2208,0,10,80,316,259,491,304,66,25,24,7,190,1779,0,0,10,34,23,42,42,13,5,5,0,26,193,16,9,66,140,40,50,39,9,3,0,3,37,405,83,27,233,588,327,573,341,76,26,23,16,297,2604,0,0,3,8,6,7,7,0,0,4,0,63,87,104,51,403,1137,752,1673,1474,416,163,137,46,916,7279,327,157,587,2112,2495,5259,7962,4832,3125,2669,1539,3880,34945,0,0,0,0,6,15,269,674,791,885,538,22,3217,0,0,0,13,28,87,210
LGA22250,0,5,14,18,10,3,0,0,0,6,51,0,0,0,0,3,4,0,0,0,0,0,4,6,0,0,0,0,0,0,4,0,3,0,0,6,13,0,0,0,13,11,17,16,3,0,0,3,13,77,0,0,0,0,0,0,0,0,0,0,0,56,58,6,8,9,32,38,167,278,132,78,52,34,171,1002,0,0,0,3,4,21,26,3,0,0,0,8,72,0,0,6,14,11,18,4,4,0,0,0,8,71,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,3,7,5,0,5,0,0,0,0,0,13,4,6,23,33,23,32,11,4,0,0,0,26,151,0,0,0,0,0,0,0,0,0,0,0,6,10,4,6,33,56,46,69,41,12,3,6,0,49,324,29,28,69,238,341,565,627,242,116,86,57,339,2735,0,0,0,3,3,27,49,47,32,28,19,3,224,0,0,0,3,6,25,20
LGA22310,16,77,52,161,183,82,55,65,81,70,853,0,0,0,3,5,22,42,10,12,15,16,26,149,0,0,0,0,0,8,20,12,10,13,34,25,132,62,21,33,63,66,146,241,114,60,67,61,116,1045,3,0,0,0,0,9,9,7,0,0,6,929,959,89,33,66,226,261,1078,2512,2087,1867,3059,4636,2240,18153,4,8,10,37,56,202,447,249,74,143,73,199,1497,9,11,73,158,109,256,218,65,15,23,10,139,1086,7,4,3,9,3,19,15,16,7,7,3,21,106,20,0,36,26,11,25,14,7,0,5,0,21,179,128,20,97,224,119,330,245,80,44,25,22,184,1519,4,0,0,0,0,4,5,0,0,0,0,25,30,162,41,222,452,298,830,939,421,150,202,108,583,4415,533,204,429,1335,1664,3575,5869,4097,3265,4651,6034,3832,35493,0,0,0,3,5,8,157,485,674,1205,1497,25,4073,0,0,0,23,27,144,258
LGA22410,0,6,11,35,20,9,3,0,3,9,101,0,0,0,0,0,6,9,0,0,0,0,0,29,0,0,0,0,0,3,11,5,9,3,0,3,33,7,0,7,28,23,36,21,8,4,3,3,22,154,0,0,0,0,0,4,0,0,0,0,0,117,125,10,4,7,44,53,261,455,269,210,146,88,316,1858,0,0,0,5,9,52,57,22,13,7,0,28,206,0,0,15,46,33,46,23,6,0,3,0,18,193,0,0,3,6,0,3,0,0,0,0,0,3,23,0,5,7,14,4,5,3,0,0,0,0,0,42,4,5,37,83,50,70,27,8,4,0,0,42,321,0,0,0,0,0,0,0,0,0,0,0,11,16,3,8,63,160,102,171,112,35,13,14,3,108,794,35,39,112,387,538,886,1062,551,354,276,160,635,5027,6,0,0,6,0,20,63,97,66,85,59,7,419,0,0,0,3,4,29,37
LGA22490,6,12,10,32,32,13,4,6,0,17,126,0,0,4,4,0,8,14,7,0,0,3,11,47,0,0,0,0,0,6,10,10,4,4,8,6,39,3,3,3,16,20,43,33,9,9,0,0,26,163,0,0,0,0,0,8,6,3,0,0,0,139,159,8,4,18,47,67,301,833,492,356,281,178,421,3013,0,0,0,3,15,38,49,23,13,5,0,21,175,0,0,11,43,17,40,25,5,0,0,0,18,165,0,0,4,7,3,4,0,0,0,0,0,3,21,0,0,3,7,0,10,0,0,0,0,0,4,32,9,0,20,62,32,54,35,4,3,3,0,31,255,0,0,0,0,0,0,0,0,0,0,0,3,3,9,9,40,125,73,144,111,34,12,10,0,79,650,40,25,78,360,451,865,1437,807,524,396,241,681,5898,3,0,0,5,0,13,61,101,115,128,75,9,508,0,0,0,3,0,21,40
LGA22620,11,43,54,185,172,38,20,8,13,43,595,0,0,0,4,3,31,33,12,6,13,5,14,114,0,0,0,0,0,3,27,21,10,14,5,26,103,15,5,10,113,98,253,195,51,22,14,12,96,887,0,0,0,6,5,12,8,0,0,0,0,510,533,30,13,32,220,262,1380,3174,1854,1311,1181,693,1372,11521,0,0,3,51,71,338,428,125,46,20,15,169,1264,0,9,67,294,228,376,188,40,11,5,5,126,1348,0,0,7,35,21,19,26,7,0,0,0,23,156,5,12,64,99,36,42,10,4,0,0,0,24,292,49,19,219,500,340,469,215,43,12,13,8,220,2105,0,0,0,3,5,10,5,0,0,0,0,25,46,60,43,359,983,692,1254,864,222,72,46,30,591,5216,181,146,486,1969,2626,4884,6588,3348,2069,1787,1051,2919,28056,0,0,0,5,3,40,298,558,484,591,312,18,2307,0,4,3,13,25,116,252
LGA22670,95,254,205,417,311,76,57,27,12,103,1580,7,3,13,24,29,80,64,21,15,14,4,44,305,3,0,0,4,3,11,44,20,18,9,13,37,151,269,53,156,515,318,715,719,246,118,86,50,373,3614,0,0,0,5,13,20,15,10,0,0,0,797,863,312,80,294,1048,1013,3330,4914,2425,1511,1206,662,2058,18851,4,0,22,87,148,436,467,167,64,46,21,154,1610,0,14,116,239,154,297,194,50,23,19,6,92,1205,0,0,9,23,16,27,37,11,8,0,3,37,169,51,21,84,108,39,53,43,0,10,9,0,31,439,240,60,360,651,385,760,568,148,65,29,30,371,3664,0,0,3,6,5,12,0,0,0,0,0,76,105,294,87,592,1105,747,1585,1310,386,162,104,48,766,7187,1029,318,1130,3398,3718,7034,8496,3867,2162,1665,861,3781,37462,5,0,0,0,4,31,365,582,426,497,243,13,2172,0,0,3,22,36,129,284
LGA22750,28,119,104,362,329,102,59,49,33,124,1317,0,0,4,10,12,59,81,34,19,20,14,42,297,0,6,0,0,8,12,47,41,35,44,23,37,247,40,24,40,196,198,486,460,164,67,53,22,278,2030,0,0,0,3,8,7,18,10,9,3,0,1204,1261,80,47,115,461,556,2431,6216,4235,2942,2976,2269,3241,25569,7,4,15,93,153,600,915,352,126,100,48,301,2710,4,25,136,589,369,747,412,76,26,26,8,247,2660,3,0,19,53,21,64,57,16,0,4,0,46,288,18,21,94,203,56,81,38,8,0,0,4,53,574,117,48,395,939,564,932,474,104,35,34,18,439,4099,0,0,5,5,5,8,16,3,0,0,0,80,119,144,93,660,1884,1169,2435,1902,563,181,165,84,1161,10449,528,324,1027,4066,5038,9296,12965,7566,4784,4416,3260,6420,59693,3,0,4,7,0,28,435,1087,1140,1513,1086,39,5340,0,0,3,39,43,257,519
LGA22830,13,45,26,92,84,24,13,7,13,34,357,0,0,0,6,6,31,27,17,0,0,0,10,104,0,0,0,0,0,3,12,18,6,5,4,7,59,32,0,32,129,79,173,125,32,13,9,10,95,728,0,0,0,0,5,3,6,3,0,0,0,305,325,50,14,59,247,199,863,1757,1067,687,592,384,935,6859,0,0,0,37,48,203,219,67,29,13,7,82,701,3,5,31,135,110,187,77,27,3,0,0,73,652,0,0,8,12,11,21,18,5,0,0,0,20,94,8,0,18,62,16,23,8,0,0,0,0,19,163,29,10,129,295,161,232,128,23,12,5,6,125,1148,0,0,0,3,0,3,0,0,0,0,0,25,38,46,11,189,549,346,665,452,113,47,22,15,344,2803,194,90,313,1259,1484,2688,3551,1856,1140,859,573,1851,15857,0,0,0,6,7,36,209,303,273,275,162,16,1295,7,0,0,11,14,52,100
