LGA_CODE_2021,C11_CFNC_BF_Neg_ni_inc,C11_CFNC_BF_1_149,C11_CFNC_BF_150_399,C11_CFNC_BF_400_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_1249,C11_CFNC_BF_1250_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000more,C11_CFNC_BF_Ns,C11_CFNC_BF_Tot,C11_CFNC_BPT_Neg_ni_inc,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_399,C11_CFNC_BPT_400_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_1249,C11_CFNC_BPT_1250_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000more,C11_CFNC_BPT_Ns,C11_CFNC_BPT_Tot,C11_CFNC_1F1P_Neg_ni_inc,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_399,C11_CFNC_1F1P_400_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_1249,C11_CFNC_1F1P_1250_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000more,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_Tot,C11_CFNC_1E1A_Neg_ni_inc,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_399,C11_CFNC_1E1A_400_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_1249,C11_CFNC_1E1A_1250_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000more,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_Tot,C11_CFNC_1F1NW_Neg_ni_inc,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_399,C11_CFNC_1F1NW_400_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_1249,C11_CFNC_1F1NW_1250_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000more,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_Tot,C11_CFNC_1P1NW_Neg_ni_inc,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_399,C11_CFNC_1P1NW_400_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_1249,C11_CFNC_1P1NW_1250_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000more,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_Tot,C11_CFNC_1A1NW_Neg_ni_inc,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_399,C11_CFNC_1A1NW_400_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_1249,C11_CFNC_1A1NW_1250_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000more,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_Tot,C11_CFNC_BA_Neg_ni_inc,C11_CFNC_BA_1_149,C11_CFNC_BA_150_399,C11_CFNC_BA_400_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_1249,C11_CFNC_BA_1250_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000_3999,C11_CFNC_BA_4000more,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_Neg_ni_inc,C11_CFNC_BNW_1_149,C11_CFNC_BNW_150_399,C11_CFNC_BNW_400_649,C11_CFNC_BNW_650_799,C11_CFNC_BNW_800_1249,C11_CFNC_BNW_1250_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000_3999,C11_CFNC_BNW_4000more,C11_CFNC_BNW_Ns,C11_CFNC_BNW_Tot,C11_CFNC_LFns_Neg_ni_inc,C11_CFNC_LFns_1_149,C11_CFNC_LFns_150_399,C11_CFNC_LFns_400_649,C11_CFNC_LFns_650_799,C11_CFNC_LFns_800_1249,C11_CFNC_LFns_1250_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000_3999,C11_CFNC_LFns_4000more,C11_CFNC_LFns_Ns,C11_CFNC_LFns_Tot,C11_CFNC_Tot_Neg_ni_inc,C11_CFNC_Tot_1_149,C11_CFNC_Tot_150_399,C11_CFNC_Tot_400_649,C11_CFNC_Tot_650_799,C11_CFNC_Tot_800_1249,C11_CFNC_Tot_1250_1999,C11_CFNC_Tot_2000_2499,C11_CFNC_Tot_2500_2999,C11_CFNC_Tot_3000_3999,C11_CFNC_Tot_4000more,C11_CFNC_Tot_Ns,C11_CFNC_Tot_Tot,C11_CF_BFT_Neg_ni_inc,C11_CF_BFT_1_149,C11_CF_BFT_150_399,C11_CF_BFT_400_649,C11_CF_BFT_650_799,C11_CF_BFT_800_1249,C11_CF_BFT_1250_1999,C11_CF_BFT_2000_2499,C11_CF_BFT_2500_2999,C11_CF_BFT_3000_3999,C11_CF_BFT_4000more,C11_CF_BFT_Ns,C11_CF_BFT_Tot,C11_CF_BPT_Neg_ni_inc,C11_CF_BPT_1_149,C11_CF_BPT_150_399,C11_CF_BPT_400_649,C11_CF_BPT_650_799,C11_CF_BPT_800_1249,C11_CF_BPT_1250_1999,C11_CF_BPT_2000_2499,C11_CF_BPT_2500_2999,C11_CF_BPT_3000_3999,C11_CF_BPT_4000more,C11_CF_BPT_Ns,C11_CF_BPT_Tot,C11_CF_1F1P_Neg_ni_inc,C11_CF_1F1P_1_149,C11_CF_1F1P_150_399,C11_CF_1F1P_400_649,C11_CF_1F1P_650_799,C11_CF_1F1P_800_1249,C11_CF_1F1P_1250_1999,C11_CF_1F1P_2000_2499,C11_CF_1F1P_2500_2999,C11_CF_1F1P_3000_3999,C11_CF_1F1P_4000more,C11_CF_1F1P_Ns,C11_CF_1F1P_Tot,C11_CF_1E1A_Neg_ni_inc,C11_CF_1E1A_1_149,C11_CF_1E1A_150_399,C11_CF_1E1A_400_649,C11_CF_1E1A_650_799,C11_CF_1E1A_800_1249,C11_CF_1E1A_1250_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_3999,C11_CF_1E1A_4000more,C11_CF_1E1A_Ns,C11_CF_1E1A_Tot,C11_CF_1F1NW_Neg_ni_inc,C11_CF_1F1NW_1_149,C11_CF_1F1NW_150_399,C11_CF_1F1NW_400_649,C11_CF_1F1NW_650_799
LGA25340,12,0,7,17,20,145,686,708,267,379,139,59,2436,4,0,20,43,94,238,214,58,33,44,32,20,810,5,0,0,22,64,365,742,334,136,200,60,46,1976,0,0,0,13,7,56,111,55,28,39,14,13,345,11,0,22,57,110,410,398,74,177,48,24,57,1384,10,8,51,250,200,363,216,48,50,28,20,33,1289,6,0,3,17,19,58,35,6,19,3,9,14,182,0,0,4,7,4,33,40,26,15,20,8,14,172,142,17,322,2279,1231,1739,684,181,98,82,86,260,7107,0,5,10,44,18,31,13,3,0,0,0,903,1029,185,35,440,2750,1762,3440,3138,1492,828,837,386,1424,16722,9,0,10,14,18,97,477,507,374,550,281,332,2665,0,0,0,24,32,164,204,101,39,43,25,81,711,4,6,13,26,66,562,1747,1006,692,761,196,555,5626,4,9,0,3,6,71,207,137,83,80,36,93,736,6,3,16,48,146
LGA25430,4,0,8,7,10,37,100,66,27,24,12,0,296,0,0,5,13,7,54,31,7,4,0,5,4,131,0,0,3,5,14,61,105,44,15,12,10,5,276,0,0,0,6,0,18,13,4,3,0,0,0,41,0,0,6,12,25,62,42,4,5,0,4,8,179,0,0,7,40,22,42,40,3,5,6,0,4,165,0,0,0,0,0,11,8,0,3,0,0,3,27,0,0,0,3,0,8,4,0,4,0,0,0,23,12,0,43,327,136,200,54,15,12,0,3,28,837,0,0,0,12,6,6,0,0,0,0,0,113,128,18,0,72,422,234,490,398,154,74,52,31,162,2109,0,0,4,6,5,16,71,52,34,24,21,29,257,0,0,0,7,13,34,48,12,5,3,5,13,134,3,0,0,10,12,79,170,86,49,50,4,64,518,0,0,0,4,3,6,22,16,7,12,0,9,80,0,0,0,11,20
LGA25490,8,0,13,7,14,39,141,80,37,49,27,19,438,3,0,3,18,6,31,20,10,0,3,0,3,97,5,0,5,13,15,64,109,40,15,21,11,13,298,0,0,0,0,3,17,21,10,5,3,0,0,54,0,0,7,10,25,49,32,12,5,3,0,6,146,0,0,5,32,24,41,8,0,5,0,0,0,127,0,0,0,8,9,0,7,0,0,0,0,0,27,0,0,0,0,4,3,9,5,0,0,0,5,30,16,0,27,174,66,107,37,7,4,0,9,27,468,3,0,4,4,4,3,6,0,0,0,0,119,141,28,4,67,271,164,352,392,156,67,81,41,192,1830,4,0,0,9,11,35,92,78,43,44,29,53,402,0,0,4,5,4,25,13,10,5,3,7,5,73,4,0,10,11,12,117,251,111,41,44,19,62,675,0,0,4,5,3,18,33,19,9,6,5,7,107,0,0,4,14,23
LGA25620,0,0,0,9,14,28,87,54,24,21,3,8,253,0,0,9,13,10,27,24,4,0,0,0,6,94,0,0,4,14,9,65,110,45,8,14,6,3,271,0,0,0,0,0,7,23,4,0,0,0,0,40,3,0,5,12,23,48,40,4,11,5,0,11,158,0,6,12,46,23,26,20,6,0,0,0,4,151,0,0,0,5,0,9,0,0,0,3,0,0,24,0,0,3,0,0,7,10,0,3,0,0,0,20,19,0,50,226,92,113,44,0,4,4,4,20,567,0,0,3,7,5,0,0,0,0,0,0,107,123,33,3,85,329,174,326,353,122,56,57,21,152,1710,3,0,0,0,6,12,43,42,23,29,11,27,208,0,0,7,3,6,20,18,3,3,4,0,13,77,0,0,0,5,17,75,169,85,44,28,3,38,468,0,0,0,0,4,17,22,16,4,0,0,5,76,0,0,0,14,14
LGA25710,4,0,7,0,3,42,189,295,153,238,117,26,1069,0,0,7,21,16,59,93,30,15,24,7,4,274,5,0,9,6,16,106,234,160,79,142,27,6,797,0,0,0,0,3,16,27,26,10,18,12,16,137,0,0,3,9,29,102,160,34,119,24,14,33,526,0,3,14,46,49,122,90,25,12,15,10,8,384,0,0,5,3,4,14,9,0,7,4,0,0,49,0,0,0,0,3,5,10,11,3,4,9,6,44,34,0,59,312,222,361,202,29,23,19,9,41,1304,3,0,0,6,6,8,0,0,0,0,0,236,251,40,0,99,396,352,831,1009,614,428,495,203,369,4836,4,0,3,8,4,38,165,267,282,490,402,222,1892,0,0,4,4,13,45,100,66,27,40,23,34,355,4,0,4,18,18,187,827,801,568,900,267,323,3913,0,0,0,5,0,18,72,79,64,109,43,58,456,5,4,5,17,34
LGA25810,0,0,5,13,13,42,84,57,22,32,4,13,281,0,0,3,12,8,26,11,0,0,0,0,0,70,0,0,3,12,9,76,74,26,6,7,0,4,226,0,0,0,3,0,10,14,5,0,0,0,0,32,0,0,8,11,15,44,33,6,3,0,0,0,121,0,0,10,23,22,27,13,4,0,4,0,0,102,0,0,0,5,8,6,3,0,0,0,0,0,19,0,0,0,3,0,4,6,0,0,0,0,0,11,4,0,25,260,78,103,21,5,0,0,0,25,532,0,0,0,9,0,7,4,0,0,0,0,104,124,6,0,62,346,153,337,257,106,40,50,11,153,1521,0,0,0,6,3,19,64,39,23,23,6,30,216,0,0,0,0,0,13,17,5,0,4,0,0,40,6,0,0,4,9,75,134,50,21,24,5,33,365,0,0,0,0,0,7,16,16,7,3,0,8,59,0,0,4,3,18
LGA25900,12,0,0,10,7,94,624,1053,685,1437,1175,38,5137,0,0,11,23,36,110,111,54,38,50,28,8,467,0,0,7,11,18,189,436,293,188,346,118,16,1634,0,0,0,0,8,21,58,61,40,64,48,16,308,6,0,7,27,59,201,322,80,303,126,80,32,1241,6,3,32,55,43,87,90,33,42,24,27,7,444,0,0,0,3,3,8,16,5,12,9,5,5,81,0,0,0,0,3,8,8,22,17,26,32,10,135,66,4,92,449,133,237,159,58,50,41,47,46,1390,3,0,0,9,9,5,0,0,0,0,0,845,872,101,17,146,596,321,951,1823,1667,1375,2123,1565,1025,11715,3,0,6,0,3,20,91,109,118,267,468,87,1187,5,0,0,13,4,37,58,33,24,51,32,25,291,3,4,3,9,10,68,242,222,260,577,320,99,1810,0,0,0,3,4,13,49,33,40,112,123,16,395,3,0,8,14,34
LGA25990,4,0,3,6,7,26,45,31,3,7,4,3,138,0,0,0,0,4,9,3,0,0,0,0,3,28,0,0,3,0,12,34,37,9,0,3,0,0,116,0,0,0,0,4,0,0,3,0,0,0,0,18,0,0,9,4,18,27,11,0,0,0,0,6,75,0,0,3,19,21,18,14,0,0,0,0,4,75,0,0,0,4,3,5,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,22,184,44,55,13,0,0,0,0,19,354,0,0,0,0,0,0,0,0,0,0,0,43,48,16,4,40,232,110,180,132,46,8,8,4,79,868,5,0,0,4,4,13,31,18,13,3,5,17,118,0,0,0,0,0,7,12,0,3,0,0,5,29,0,0,4,0,15,59,44,14,6,10,0,22,174,0,0,0,0,4,4,9,0,0,5,0,3,17,0,0,4,12,8
LGA26080,0,0,0,0,3,0,10,18,5,4,5,0,46,0,0,0,0,5,7,9,0,0,5,0,0,25,0,0,0,0,0,4,11,9,5,7,0,0,35,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,11,6,0,6,0,0,0,24,0,0,0,3,4,6,9,7,4,0,0,0,38,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,52,31,60,29,12,0,14,10,6,221,0,0,0,0,0,0,0,0,0,0,0,21,23,4,0,9,62,45,94,74,42,20,32,12,33,436,0,0,0,0,0,3,10,10,3,9,4,10,45,0,0,0,0,0,7,4,0,0,0,0,0,11,0,0,0,0,4,6,23,17,18,18,8,7,95,0,0,0,0,0,0,0,0,0,6,0,0,15,0,0,0,0,0
LGA26170,13,0,10,20,31,85,201,144,54,42,23,22,631,6,0,11,29,22,73,38,21,7,4,0,7,205,0,0,15,13,20,122,186,80,31,37,17,9,533,0,0,0,8,13,28,43,20,3,5,0,0,114,4,0,3,22,32,72,70,8,23,7,6,6,261,0,0,14,66,51,64,46,3,0,3,4,12,262,0,0,0,3,5,11,11,0,0,0,0,4,42,0,0,0,3,3,10,15,7,0,5,3,9,52,18,0,81,518,216,279,84,15,5,0,7,57,1273,0,0,3,12,4,4,4,0,0,0,0,182,215,35,3,138,691,393,738,699,294,129,104,48,306,3578,0,0,4,7,4,59,137,92,66,43,31,75,534,0,0,0,3,9,33,39,19,7,5,0,10,131,0,0,4,16,20,173,354,173,70,68,24,103,1007,0,0,0,6,3,20,36,13,15,17,0,26,134,6,3,7,22,32
LGA26260,0,0,7,6,10,51,143,93,30,34,15,8,388,0,0,0,13,14,49,23,3,6,6,0,0,118,6,0,5,15,5,90,116,40,11,18,4,12,324,0,0,3,5,8,8,12,4,4,0,0,3,48,0,0,4,10,25,61,34,7,9,4,0,3,158,0,0,7,25,25,39,24,6,0,3,0,0,133,0,0,3,4,4,6,6,0,0,0,0,0,28,0,0,0,0,0,4,13,0,0,0,5,3,29,12,4,47,265,109,142,34,12,4,0,0,29,655,0,0,0,8,4,4,0,3,0,0,0,101,124,16,4,80,355,208,445,407,166,67,67,22,164,2003,3,0,0,7,10,33,97,60,37,42,16,39,339,0,0,0,4,0,15,32,9,3,5,3,11,86,0,0,6,3,10,100,238,87,40,49,8,56,606,0,0,0,0,5,26,46,11,3,6,0,9,111,4,0,3,21,28
LGA26350,6,0,8,0,9,81,503,718,475,924,781,36,3534,9,0,10,33,24,87,86,50,35,62,65,11,466,3,0,0,6,21,162,339,209,152,276,142,12,1318,0,0,7,3,3,17,45,38,23,49,22,7,213,15,0,3,18,79,172,247,80,249,127,81,27,1092,4,16,30,61,65,116,116,56,57,79,71,26,694,3,0,0,0,6,22,20,12,14,8,6,9,99,0,0,0,5,0,3,15,13,5,20,20,11,98,101,14,101,504,188,303,326,121,89,116,156,81,2085,4,0,7,10,3,18,10,0,5,7,9,685,752,143,29,160,637,388,984,1695,1297,1110,1668,1351,885,10353,0,3,6,4,6,17,103,130,123,355,706,154,1622,0,0,0,5,8,22,39,31,19,49,50,38,272,4,0,7,3,19,87,278,262,353,876,542,227,2664,0,0,3,0,5,8,35,32,57,98,128,26,393,7,3,9,16,27
LGA26430,5,0,6,8,7,35,66,49,9,17,12,6,223,0,0,0,12,8,28,12,3,0,0,0,0,77,0,0,7,8,8,58,68,19,8,6,4,3,199,0,0,0,0,0,8,4,5,0,0,0,4,28,0,0,6,13,21,29,29,9,6,3,0,0,119,0,0,4,27,13,21,11,3,6,0,0,3,88,3,0,0,0,0,6,0,0,0,0,0,8,19,0,0,0,0,0,0,7,0,0,0,0,0,9,5,3,35,213,77,112,17,3,0,3,3,16,491,0,0,0,3,0,4,0,0,0,0,0,95,105,17,0,61,296,142,303,212,95,36,36,16,141,1362,0,0,5,7,4,10,46,29,22,24,11,19,170,0,0,0,0,5,8,14,3,0,0,0,9,32,0,0,5,6,10,50,96,44,19,10,3,21,262,0,0,0,0,0,4,9,7,3,8,0,5,40,0,0,0,7,11
LGA26490,0,0,5,3,9,33,115,121,61,97,37,12,489,0,0,6,10,20,51,36,25,7,10,5,0,163,0,0,0,7,15,75,135,80,31,44,7,9,405,0,0,0,0,0,13,30,11,8,13,0,0,82,0,0,5,8,24,61,60,10,28,13,3,10,210,0,0,13,40,33,78,30,9,8,4,4,7,215,0,0,0,7,4,13,9,0,8,0,0,0,41,0,0,0,0,0,9,9,4,6,5,0,6,42,32,0,44,231,152,245,98,20,11,6,3,27,884,3,0,0,4,5,3,0,0,0,0,0,191,213,47,6,74,305,256,566,514,280,162,184,63,272,2743,3,0,0,3,5,27,74,110,62,106,57,77,531,0,0,5,3,7,38,46,28,11,16,8,16,177,3,0,5,8,14,103,352,238,142,168,46,117,1196,0,0,0,0,0,13,46,42,15,27,0,17,169,0,0,5,13,28
LGA26610,6,0,7,14,14,95,168,111,20,25,6,6,469,0,0,0,15,13,28,20,5,0,5,0,0,90,6,0,5,16,23,105,126,44,14,17,0,8,362,4,0,0,3,7,13,22,9,0,0,5,0,55,7,0,8,21,38,70,35,13,10,4,0,11,202,0,0,19,29,30,33,8,4,0,0,0,5,126,0,0,0,6,10,13,3,0,0,0,0,0,39,0,0,0,0,0,5,8,4,0,3,0,5,29,21,0,47,322,100,126,35,8,0,5,3,38,695,0,0,0,5,0,0,0,0,0,0,0,146,166,39,5,94,422,226,484,427,192,53,53,20,225,2237,7,0,0,6,11,39,145,101,49,50,17,67,487,0,0,0,3,4,24,11,6,0,0,0,8,59,5,0,8,13,24,125,231,84,39,46,7,63,633,0,0,0,3,4,17,33,7,9,7,0,13,97,0,3,11,21,44
LGA26670,3,0,9,11,13,27,53,22,7,6,3,8,165,0,0,6,5,6,18,13,0,0,0,0,0,45,0,0,0,8,10,28,51,23,0,9,3,0,126,0,0,0,0,0,10,0,0,4,3,0,0,22,0,0,3,11,14,21,25,0,4,0,0,0,80,0,0,6,21,7,9,7,0,0,0,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,3,0,0,0,0,4,18,0,0,20,121,39,50,13,3,0,0,0,18,262,0,0,0,0,0,4,0,0,0,0,0,53,66,13,0,43,171,92,172,173,49,17,17,10,86,846,0,0,0,8,0,22,35,33,17,16,6,27,152,0,0,0,5,0,5,11,0,0,0,0,6,31,0,0,0,0,4,46,48,24,16,16,3,13,170,0,0,0,0,0,4,10,3,0,0,0,0,22,0,0,0,3,6
LGA26700,11,0,10,12,24,74,219,137,50,60,14,6,606,0,0,4,16,14,77,29,7,0,0,6,4,163,0,0,6,12,18,135,161,65,22,17,5,7,458,0,0,0,4,12,19,25,18,11,4,3,0,97,0,0,8,20,44,77,52,12,14,0,0,11,239,0,0,16,56,45,51,26,3,0,6,0,11,215,0,0,3,0,11,18,3,0,0,0,0,0,38,0,0,0,0,3,5,9,8,0,3,0,0,32,12,0,67,446,175,235,71,13,4,3,3,50,1086,5,0,0,16,6,3,0,0,0,0,0,163,202,33,4,116,591,348,692,601,261,99,103,30,265,3132,0,3,7,7,6,45,183,121,78,63,33,58,595,0,0,3,4,7,31,29,13,7,6,0,9,118,3,0,3,16,19,178,403,173,73,62,27,70,1030,0,0,0,3,3,29,57,26,21,5,4,19,170,0,0,4,18,36
LGA26730,4,0,0,3,9,71,240,187,62,53,18,14,668,0,0,4,16,20,52,40,11,0,4,7,0,153,0,0,0,6,26,108,203,64,28,35,9,9,487,0,0,0,0,3,20,27,5,0,5,0,7,77,0,0,5,15,46,73,81,10,12,5,0,11,253,0,0,14,56,45,63,21,10,5,4,3,11,223,0,0,0,4,3,9,4,5,0,0,0,3,34,0,0,0,0,6,3,11,9,0,0,3,4,35,17,3,44,407,195,236,80,11,3,11,0,39,1056,3,0,5,9,3,4,0,0,0,0,0,191,229,27,6,75,519,351,645,717,306,119,119,47,286,3219,0,0,3,5,9,30,143,136,98,91,45,54,601,0,0,0,5,4,24,52,16,0,6,0,14,123,0,6,6,7,14,164,473,253,122,124,23,90,1276,0,0,0,3,4,20,71,26,12,23,5,15,182,5,0,0,22,32
LGA26810,11,0,11,22,26,101,228,185,72,110,46,19,824,0,0,10,23,21,82,46,12,5,0,3,0,211,7,0,7,20,31,161,260,121,34,57,14,17,731,5,0,3,7,7,27,40,16,12,16,0,0,138,0,0,10,30,70,148,100,22,59,8,0,18,464,3,3,30,95,58,80,25,10,7,7,0,8,324,0,0,0,12,10,5,14,7,5,0,0,7,59,0,0,5,9,0,10,7,7,0,17,0,8,57,37,14,82,746,263,341,88,19,3,6,7,83,1690,4,0,0,16,3,10,0,0,0,0,0,357,393,63,25,161,977,486,955,812,389,209,216,67,525,4880,5,0,3,5,14,64,175,133,98,134,50,100,788,0,0,3,6,8,38,49,8,6,4,0,10,145,5,5,4,11,34,187,439,224,117,130,31,114,1299,0,0,0,8,0,27,74,37,18,33,0,22,228,0,0,6,18,50
LGA26890,0,0,7,4,11,18,24,28,9,5,5,3,125,0,0,0,0,6,11,5,0,0,4,0,4,39,0,0,0,8,5,32,30,12,6,0,4,3,105,0,0,0,0,5,4,12,0,0,0,0,3,25,0,0,5,0,0,14,5,0,3,0,0,0,45,0,0,5,15,8,17,0,0,0,0,0,0,47,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,12,84,26,25,0,0,0,0,0,9,164,0,0,0,0,0,0,0,0,0,0,0,32,35,3,0,24,117,68,125,94,53,25,9,14,58,584,0,0,4,0,3,6,26,19,6,11,3,24,116,0,0,0,0,0,5,7,5,0,0,0,4,17,6,0,0,5,12,25,59,16,6,3,3,12,143,0,0,0,0,0,6,5,3,0,0,0,0,17,0,0,8,5,9
LGA26980,7,0,8,17,17,139,572,738,409,710,345,24,2995,3,0,27,65,62,215,144,54,23,28,11,0,632,9,0,11,16,46,283,541,298,156,226,48,22,1657,3,0,5,6,6,39,50,58,24,40,22,10,265,3,4,10,51,128,309,348,74,185,67,26,41,1257,5,8,84,177,136,298,173,44,35,14,3,25,1006,0,0,13,19,14,34,32,8,9,3,0,13,152,0,0,0,0,3,12,21,24,9,18,0,4,94,311,25,312,1627,872,1332,490,110,45,45,20,176,5377,4,0,5,42,25,14,6,0,0,0,0,737,831,354,41,472,2024,1301,2677,2385,1421,890,1164,479,1054,14257,11,0,6,15,15,120,455,562,420,878,736,308,3535,4,0,17,29,26,137,209,107,66,76,35,47,750,11,3,11,31,54,367,1324,1186,955,1496,437,389,6253,4,0,8,9,10,46,173,136,122,234,78,65,882,15,3,15,101,172
LGA27070,8,0,0,11,21,179,1088,1087,398,346,89,52,3277,3,0,13,31,41,120,76,28,6,7,7,13,332,3,0,5,18,42,325,592,218,72,84,15,41,1417,5,0,0,4,8,53,107,74,21,21,4,22,318,5,3,11,97,222,475,339,57,81,29,7,63,1394,8,14,83,144,95,158,53,15,14,8,0,21,606,5,3,15,20,19,36,36,3,8,0,0,12,150,0,0,5,4,3,10,40,18,3,6,6,11,102,236,29,351,2347,596,652,149,19,11,8,18,185,4595,12,0,10,51,17,22,15,7,4,0,0,516,643,282,46,490,2722,1063,2035,2496,1504,614,511,136,928,12834,24,6,4,11,21,156,1006,999,532,637,300,404,4110,4,0,11,26,48,144,186,76,38,39,5,60,630,18,4,24,39,63,703,2080,1167,590,596,161,442,5884,0,0,4,8,14,110,312,221,91,114,28,95,999,28,11,37,161,360
LGA27170,6,0,0,6,8,71,319,244,71,74,14,9,830,0,0,3,12,14,47,39,9,4,8,0,6,142,5,0,0,0,17,132,205,101,25,35,0,11,542,0,0,0,7,9,16,40,18,7,9,0,7,104,0,0,0,8,59,122,98,12,24,7,0,12,362,0,0,10,46,46,58,32,5,5,4,0,9,209,0,0,0,3,3,8,8,3,0,0,0,7,37,0,0,0,0,0,11,9,3,0,0,0,3,31,16,0,50,375,169,243,77,7,0,8,3,43,994,0,0,0,9,0,3,5,0,0,0,0,226,247,27,0,71,472,321,711,834,410,142,152,23,319,3489,0,0,0,3,9,32,177,247,117,132,43,82,842,0,0,0,9,5,35,30,15,7,4,0,9,114,0,0,3,10,14,145,479,256,114,114,24,86,1246,0,0,0,5,3,24,77,50,18,20,12,15,223,4,4,4,11,38
LGA27260,22,0,3,3,19,174,1228,1355,606,658,230,65,4365,0,0,3,21,46,113,89,44,12,13,0,7,349,15,0,3,14,33,340,674,358,120,150,26,28,1760,0,0,0,8,8,53,123,75,44,41,7,23,383,18,4,11,65,200,589,581,77,199,48,16,66,1875,9,15,43,131,95,185,64,20,14,3,0,21,597,0,0,9,20,23,63,35,5,13,3,0,18,181,0,0,0,0,3,14,32,32,12,13,4,10,127,178,29,211,1111,420,524,147,21,13,7,3,107,2767,3,0,0,29,15,14,7,0,3,0,0,656,734,245,52,282,1403,847,2068,2979,1983,1034,930,293,1007,13133,20,8,10,10,22,171,992,1224,717,937,463,387,4965,4,3,15,25,24,152,185,52,47,32,17,45,578,16,11,16,29,62,582,1949,1141,673,699,185,351,5721,0,5,6,7,22,105,300,246,116,105,47,91,1052,26,18,59,160,322
LGA27350,4,0,8,0,12,71,417,745,475,1047,849,27,3656,0,0,4,21,15,79,87,31,28,31,26,0,324,0,0,0,10,20,151,308,210,136,248,94,7,1202,0,0,0,6,10,15,23,38,34,61,39,3,223,4,0,5,18,40,112,163,63,185,86,49,12,733,3,4,14,49,35,65,57,24,29,26,14,3,330,0,0,0,3,0,9,17,10,9,11,7,3,64,0,0,0,0,3,6,9,18,12,28,21,7,99,45,8,107,479,111,186,104,36,28,32,8,28,1168,0,0,0,9,4,3,0,0,0,0,0,552,572,64,12,147,598,249,680,1192,1173,936,1567,1104,641,8373,0,0,3,5,5,15,75,98,91,229,323,81,927,0,0,0,9,7,44,59,36,19,43,23,21,255,3,0,0,8,5,67,195,212,222,488,237,84,1528,0,0,0,0,6,16,33,41,65,95,75,17,350,4,9,11,18,36
