LGA_CODE_2021,C11_CFNC_BF_Neg_ni_inc,C11_CFNC_BF_1_149,C11_CFNC_BF_150_399,C11_CFNC_BF_400_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_1249,C11_CFNC_BF_1250_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000more,C11_CFNC_BF_Ns,C11_CFNC_BF_Tot,C11_CFNC_BPT_Neg_ni_inc,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_399,C11_CFNC_BPT_400_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_1249,C11_CFNC_BPT_1250_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000more,C11_CFNC_BPT_Ns,C11_CFNC_BPT_Tot,C11_CFNC_1F1P_Neg_ni_inc,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_399,C11_CFNC_1F1P_400_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_1249,C11_CFNC_1F1P_1250_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000more,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_Tot,C11_CFNC_1E1A_Neg_ni_inc,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_399,C11_CFNC_1E1A_400_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_1249,C11_CFNC_1E1A_1250_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000more,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_Tot,C11_CFNC_1F1NW_Neg_ni_inc,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_399,C11_CFNC_1F1NW_400_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_1249,C11_CFNC_1F1NW_1250_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000more,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_Tot,C11_CFNC_1P1NW_Neg_ni_inc,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_399,C11_CFNC_1P1NW_400_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_1249,C11_CFNC_1P1NW_1250_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000more,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_Tot,C11_CFNC_1A1NW_Neg_ni_inc,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_399,C11_CFNC_1A1NW_400_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_1249,C11_CFNC_1A1NW_1250_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000more,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_Tot,C11_CFNC_BA_Neg_ni_inc,C11_CFNC_BA_1_149,C11_CFNC_BA_150_399,C11_CFNC_BA_400_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_1249,C11_CFNC_BA_1250_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000_3999,C11_CFNC_BA_4000more,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_Neg_ni_inc,C11_CFNC_BNW_1_149,C11_CFNC_BNW_150_399,C11_CFNC_BNW_400_649,C11_CFNC_BNW_650_799,C11_CFNC_BNW_800_1249,C11_CFNC_BNW_1250_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000_3999,C11_CFNC_BNW_4000more,C11_CFNC_BNW_Ns,C11_CFNC_BNW_Tot,C11_CFNC_LFns_Neg_ni_inc,C11_CFNC_LFns_1_149,C11_CFNC_LFns_150_399,C11_CFNC_LFns_400_649,C11_CFNC_LFns_650_799,C11_CFNC_LFns_800_1249,C11_CFNC_LFns_1250_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000_3999,C11_CFNC_LFns_4000more,C11_CFNC_LFns_Ns,C11_CFNC_LFns_Tot,C11_CFNC_Tot_Neg_ni_inc,C11_CFNC_Tot_1_149,C11_CFNC_Tot_150_399,C11_CFNC_Tot_400_649,C11_CFNC_Tot_650_799,C11_CFNC_Tot_800_1249,C11_CFNC_Tot_1250_1999,C11_CFNC_Tot_2000_2499,C11_CFNC_Tot_2500_2999,C11_CFNC_Tot_3000_3999,C11_CFNC_Tot_4000more,C11_CFNC_Tot_Ns,C11_CFNC_Tot_Tot,C11_CF_BFT_Neg_ni_inc,C11_CF_BFT_1_149,C11_CF_BFT_150_399,C11_CF_BFT_400_649,C11_CF_BFT_650_799,C11_CF_BFT_800_1249,C11_CF_BFT_1250_1999,C11_CF_BFT_2000_2499,C11_CF_BFT_2500_2999,C11_CF_BFT_3000_3999,C11_CF_BFT_4000more,C11_CF_BFT_Ns,C11_CF_BFT_Tot,C11_CF_BPT_Neg_ni_inc,C11_CF_BPT_1_149,C11_CF_BPT_150_399,C11_CF_BPT_400_649,C11_CF_BPT_650_799,C11_CF_BPT_800_1249,C11_CF_BPT_1250_1999,C11_CF_BPT_2000_2499,C11_CF_BPT_2500_2999,C11_CF_BPT_3000_3999,C11_CF_BPT_4000more,C11_CF_BPT_Ns,C11_CF_BPT_Tot,C11_CF_1F1P_Neg_ni_inc,C11_CF_1F1P_1_149,C11_CF_1F1P_150_399,C11_CF_1F1P_400_649,C11_CF_1F1P_650_799,C11_CF_1F1P_800_1249,C11_CF_1F1P_1250_1999,C11_CF_1F1P_2000_2499,C11_CF_1F1P_2500_2999,C11_CF_1F1P_3000_3999,C11_CF_1F1P_4000more,C11_CF_1F1P_Ns,C11_CF_1F1P_Tot,C11_CF_1E1A_Neg_ni_inc,C11_CF_1E1A_1_149,C11_CF_1E1A_150_399,C11_CF_1E1A_400_649,C11_CF_1E1A_650_799,C11_CF_1E1A_800_1249,C11_CF_1E1A_1250_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_3999,C11_CF_1E1A_4000more,C11_CF_1E1A_Ns,C11_CF_1E1A_Tot,C11_CF_1F1NW_Neg_ni_inc,C11_CF_1F1NW_1_149,C11_CF_1F1NW_150_399,C11_CF_1F1NW_400_649,C11_CF_1F1NW_650_799
LGA53360,0,0,0,0,0,5,20,21,12,21,0,0,83,0,0,0,0,0,6,6,0,0,0,0,0,12,0,0,0,0,0,3,20,13,3,8,0,0,56,0,0,0,0,0,0,3,0,4,4,0,0,7,0,0,0,0,5,3,8,3,8,4,0,0,28,0,0,0,0,3,4,0,0,0,0,0,0,12,0,0,0,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14,19,5,0,0,0,6,0,70,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,6,26,16,47,69,43,27,35,9,30,301,0,0,0,0,0,4,9,3,6,13,4,7,43,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,5,18,14,8,14,0,3,65,0,0,0,0,0,0,0,0,4,3,0,3,18,0,0,0,0,0
LGA53430,0,0,0,3,0,19,93,134,92,211,153,6,709,0,0,5,0,12,47,36,25,7,15,3,3,153,0,0,0,0,4,52,96,69,44,94,24,5,385,0,0,0,0,3,5,19,13,10,26,8,3,90,0,0,0,7,3,52,65,22,74,24,13,4,274,0,0,8,28,21,48,32,4,19,6,7,8,194,0,0,0,4,5,7,9,0,3,0,0,5,37,0,0,0,0,0,0,6,3,4,6,7,3,33,18,4,59,307,121,130,70,19,18,13,8,33,795,4,0,3,8,0,3,0,0,0,0,0,282,306,27,11,81,356,170,361,414,291,276,396,227,351,2970,0,0,0,0,0,3,31,46,44,112,90,48,382,0,0,0,3,4,14,35,21,8,13,8,12,117,3,3,0,0,7,36,129,136,138,208,76,53,779,0,0,0,0,0,7,17,24,17,37,15,11,128,0,0,0,12,6
LGA53570,0,0,0,5,4,13,34,16,6,4,7,3,90,0,4,4,7,6,3,8,3,0,0,0,0,40,0,0,3,0,6,9,28,14,6,5,0,0,71,0,0,0,0,0,3,3,7,0,0,0,0,24,0,0,6,0,14,20,22,0,11,0,0,6,67,0,0,8,12,16,18,0,0,0,0,0,0,51,0,0,0,0,0,4,4,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,17,106,41,47,12,7,6,0,0,12,254,0,0,0,0,0,0,0,0,0,0,0,71,81,14,6,38,137,79,121,113,49,26,19,14,94,700,0,0,0,0,0,0,19,9,3,11,0,9,73,0,0,0,0,4,5,7,0,3,0,0,0,21,0,0,3,0,3,13,37,17,9,4,0,11,102,0,0,0,0,0,0,6,3,3,3,0,5,23,0,0,0,3,6
LGA53640,0,0,0,0,0,9,6,11,9,0,4,0,42,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,9,12,5,0,6,0,0,30,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,5,7,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,4,0,4,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,7,12,8,0,0,17,8,23,35,21,9,6,7,11,140,0,0,3,0,0,3,5,6,3,0,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,11,12,8,3,3,0,6,54,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
LGA53710,0,0,0,0,3,3,8,4,0,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,15,5,0,3,0,0,35,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,4,0,5,0,0,0,0,0,12,0,0,0,4,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,4,4,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,10,16,4,0,5,28,13,23,31,9,5,3,0,14,135,0,0,0,0,0,0,4,3,3,4,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,4,0,3,14,5,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
LGA53780,8,0,6,9,12,83,566,787,345,445,107,31,2398,0,0,7,24,30,92,84,32,20,11,9,8,326,6,0,5,13,27,206,567,256,102,129,16,26,1339,0,0,0,3,9,30,96,61,33,25,15,13,293,4,0,0,38,113,370,365,45,120,25,7,39,1124,8,7,25,132,102,135,71,11,4,0,0,23,523,0,0,0,9,15,45,30,0,12,3,0,15,131,0,0,0,3,4,10,30,34,12,7,10,12,121,97,13,170,1076,443,471,122,18,9,4,5,85,2521,0,0,3,21,10,13,5,6,0,0,0,709,775,129,26,222,1323,754,1467,1948,1234,652,659,169,960,9552,3,3,3,0,6,52,424,571,400,552,258,239,2523,0,0,0,7,19,87,109,54,34,30,15,43,401,4,3,10,9,22,298,1127,754,422,523,128,218,3514,0,0,0,4,8,33,147,143,80,85,31,57,591,16,8,21,66,137
LGA53800,7,0,0,9,6,40,191,229,132,142,49,15,812,0,0,0,9,10,43,42,17,4,8,8,4,140,5,0,4,4,12,90,203,105,44,53,11,10,532,0,0,0,3,5,18,54,25,17,13,0,3,141,5,0,5,16,29,89,113,12,62,20,5,18,374,0,0,13,62,41,55,39,12,5,9,0,4,238,0,0,0,5,6,13,11,5,3,0,0,0,47,0,0,0,0,0,0,9,6,6,3,3,8,41,30,3,67,431,145,193,74,10,5,6,3,46,1014,0,0,5,18,10,3,5,0,3,0,0,405,441,50,5,106,546,259,550,741,423,279,250,82,508,3793,0,0,0,0,8,27,118,147,120,141,92,94,743,0,0,0,0,8,25,44,23,8,10,5,9,130,5,0,3,3,13,99,339,238,146,162,63,95,1166,0,0,0,0,0,19,60,48,27,26,9,24,221,3,0,8,14,28
LGA53920,3,0,0,0,0,7,6,17,5,14,6,0,54,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,13,9,9,3,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,8,8,11,0,11,26,8,16,17,20,12,11,6,9,148,0,0,0,0,0,0,6,7,0,7,0,0,24,0,0,0,6,3,0,3,0,0,0,0,0,17,0,0,0,0,0,6,0,0,0,3,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,5,3
LGA53990,0,0,5,0,3,19,99,113,66,116,39,8,477,0,0,0,8,12,25,14,12,3,10,0,0,84,0,0,3,0,8,53,141,81,43,71,5,9,414,0,0,0,0,0,5,15,15,10,14,0,6,72,0,0,5,15,17,57,106,18,50,11,3,16,289,0,0,14,28,37,63,26,7,5,5,0,3,178,3,0,0,5,0,10,8,3,5,6,0,3,41,0,0,0,0,0,5,5,9,0,4,0,0,28,11,0,48,309,118,135,50,9,6,9,4,21,724,0,0,8,7,0,5,3,0,0,0,0,215,233,18,0,77,371,194,373,469,259,192,241,62,282,2538,5,0,5,0,0,18,66,100,63,130,58,56,499,0,0,0,3,0,17,22,20,11,4,9,6,90,0,0,0,3,6,51,269,190,145,172,37,73,954,0,0,0,0,0,6,24,20,26,35,4,12,133,4,3,3,4,14
LGA54060,0,0,0,0,0,5,16,14,3,11,3,0,57,0,0,0,4,3,10,4,0,4,3,0,0,30,0,0,0,0,0,16,21,4,0,3,3,4,55,0,0,0,0,0,0,8,0,0,0,3,0,12,0,0,3,0,0,0,13,0,7,0,0,0,24,0,0,3,6,8,8,5,0,0,0,0,0,29,0,0,0,0,0,0,3,0,5,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,4,10,0,8,79,14,39,12,5,0,7,0,18,185,0,0,0,5,0,0,0,0,0,0,0,69,74,12,0,14,93,33,79,81,20,25,18,13,91,479,3,0,0,0,0,6,21,5,8,12,6,11,74,0,0,0,0,0,5,8,0,4,0,0,0,20,0,0,0,3,0,11,31,8,13,16,5,8,100,0,0,0,0,0,0,4,0,8,0,0,5,24,0,0,0,0,4
LGA54130,0,0,0,3,0,7,15,6,7,4,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,15,15,4,0,0,8,3,25,27,8,10,0,0,20,117,0,0,0,0,0,3,14,3,0,0,4,12,42,0,0,0,0,0,3,0,0,0,0,0,3,7,0,0,0,0,0,0,14,8,0,4,0,5,38,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0
LGA54170,10,0,0,6,17,78,548,910,522,878,392,34,3395,3,0,14,40,61,202,212,91,31,48,25,16,738,6,0,0,16,24,247,791,502,259,385,73,31,2337,4,0,0,5,14,38,117,97,34,88,21,20,446,7,0,3,33,89,361,516,95,416,79,31,57,1695,0,3,38,180,151,305,202,46,44,30,6,28,1031,6,0,0,24,17,53,48,13,28,11,0,5,203,0,0,4,5,3,20,41,38,17,31,13,8,190,110,16,235,1204,660,1043,406,84,42,48,22,133,4000,3,0,9,32,11,23,12,4,10,5,0,1152,1249,150,25,309,1539,1050,2371,2887,1877,1412,1594,582,1491,15279,11,3,8,7,13,48,337,583,544,1148,937,437,4078,0,0,0,10,19,96,206,120,85,97,52,62,747,7,3,11,10,21,259,1547,1526,1239,1910,588,609,7737,0,0,3,0,0,39,203,158,176,243,109,95,1034,13,13,13,17,53
LGA54200,4,0,3,4,7,38,245,408,204,270,101,18,1301,0,0,0,15,19,72,57,25,9,15,10,0,225,3,0,6,15,9,92,279,167,93,131,18,11,815,0,0,3,5,4,16,53,26,21,15,13,7,165,5,0,3,18,48,149,208,32,123,43,11,20,652,4,0,18,64,49,120,45,15,17,7,3,13,353,0,0,3,3,5,17,18,7,11,0,3,3,73,0,0,0,0,0,8,15,12,3,14,5,6,66,45,9,112,619,321,459,162,26,22,16,11,52,1858,0,0,0,19,9,7,7,0,0,0,0,474,511,64,13,151,744,470,986,1085,721,504,506,174,606,6021,3,0,5,0,4,28,143,242,195,338,223,131,1306,0,0,0,6,5,31,63,38,16,25,6,25,214,9,3,3,9,16,116,531,423,316,384,140,169,2112,0,0,0,0,0,20,58,63,48,61,23,33,310,3,9,0,5,25
LGA54280,6,0,0,0,5,36,144,234,169,380,162,21,1155,0,0,3,3,0,11,18,9,3,8,0,0,54,0,0,0,8,3,36,100,63,53,92,7,14,380,4,0,0,0,0,7,26,17,8,21,3,3,83,0,0,5,4,22,67,106,16,76,20,8,16,332,0,0,7,24,18,13,11,9,3,0,0,0,74,0,0,6,5,7,9,14,0,3,0,0,0,38,0,0,0,0,0,0,7,0,3,10,0,7,36,8,0,21,99,31,44,9,4,3,0,0,14,236,0,0,0,0,0,0,0,0,0,0,0,267,272,19,3,36,145,78,222,429,356,319,514,189,345,2659,3,0,0,0,0,9,71,119,114,257,162,80,823,0,0,0,0,0,6,8,9,7,10,0,8,44,0,0,4,0,0,24,190,146,181,263,55,65,934,0,0,0,0,0,4,22,44,29,48,14,18,174,3,0,3,4,12
LGA54310,0,0,0,0,4,4,48,76,94,301,281,8,826,0,0,0,0,0,3,6,0,0,4,0,0,11,0,0,0,0,0,11,33,31,29,78,23,0,211,0,0,0,0,0,0,8,5,3,14,22,3,51,0,0,0,0,3,11,27,11,81,16,13,4,153,0,0,0,9,0,3,3,3,0,5,0,0,18,0,0,0,0,5,0,6,0,7,0,0,3,22,0,0,0,0,0,0,3,0,0,5,7,0,28,3,0,10,18,8,10,9,0,0,3,0,5,58,0,0,0,6,3,0,0,0,0,0,0,137,155,12,0,16,37,16,38,134,131,213,427,346,165,1536,0,0,0,0,4,3,15,26,52,168,239,51,554,0,0,0,0,0,0,3,0,8,8,0,0,23,0,3,0,0,0,8,52,63,132,241,85,39,629,0,0,0,0,0,0,3,10,28,40,41,3,132,0,0,4,0,0
LGA54340,0,0,0,0,0,13,20,31,9,13,0,7,96,0,0,0,3,0,6,7,0,0,0,0,0,17,0,0,0,5,3,23,19,6,6,0,0,0,62,0,0,0,0,0,0,5,0,3,0,0,0,16,0,0,0,0,8,11,13,0,4,6,0,4,38,0,0,0,6,0,3,0,0,0,0,0,0,20,0,0,0,0,3,3,0,0,0,0,0,0,11,0,0,0,0,0,3,10,0,0,0,0,0,18,0,0,11,58,13,25,11,0,0,0,0,6,127,0,0,0,0,0,0,0,0,0,0,0,27,35,6,0,11,79,34,86,83,36,25,19,4,46,437,4,0,0,6,0,5,15,15,8,14,4,8,74,0,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,15,29,13,5,16,3,7,95,0,0,0,0,0,7,5,3,5,5,0,8,29,4,0,0,0,3
LGA54410,0,0,0,0,0,4,3,7,3,0,3,0,26,0,0,0,0,4,4,3,0,0,0,0,0,11,0,0,0,0,5,10,7,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,3,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,0,6,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,15,14,0,0,8,33,8,29,21,14,5,4,7,17,147,0,0,3,0,0,0,11,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,11,0,3,0,0,11,45,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7
LGA54480,0,0,0,0,0,3,7,9,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,5,8,0,4,0,5,9,21,13,6,0,3,7,76,0,0,0,0,0,0,4,3,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA54550,3,0,6,4,0,7,23,16,5,8,3,0,69,0,0,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,9,16,0,0,0,0,0,44,0,0,0,0,0,4,0,5,0,0,0,0,9,0,0,0,4,3,7,11,0,0,0,0,0,21,0,0,0,0,0,0,7,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,32,4,16,4,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,17,17,3,3,10,51,16,44,64,25,9,10,3,22,258,0,0,0,4,0,5,13,3,5,0,0,16,48,0,0,0,0,0,3,6,0,0,0,0,0,12,0,0,0,5,0,13,14,3,6,11,5,8,63,0,0,0,0,0,5,0,0,3,0,0,0,14,0,0,4,5,4
LGA54620,0,0,0,3,4,3,11,5,4,6,0,0,41,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,5,0,4,8,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,5,3,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,6,15,11,25,23,9,7,8,0,15,121,0,0,0,4,4,3,11,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
LGA54690,0,0,0,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,14,7,12,6,3,0,4,0,5,54,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA54760,7,0,0,0,0,5,8,9,5,0,0,0,35,0,0,0,0,0,0,4,0,0,0,0,0,7,3,0,0,0,0,7,9,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,14,14,6,0,4,14,9,22,26,10,5,3,0,16,104,0,0,4,0,0,5,7,0,0,0,0,5,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,9,10,0,0,3,0,9,41,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
LGA54830,3,0,0,0,0,23,182,214,86,104,25,12,655,0,0,5,0,9,27,22,7,0,0,0,0,72,0,0,0,5,6,60,141,84,29,37,3,0,369,0,0,0,0,9,5,33,19,13,14,0,8,89,4,0,0,10,31,101,111,11,31,12,0,9,330,0,3,10,24,16,28,19,4,5,3,0,0,112,0,0,0,0,4,13,3,0,0,0,0,3,31,0,0,0,0,0,4,12,8,3,0,4,0,32,18,0,38,336,112,116,22,0,0,0,0,35,690,5,0,0,7,4,4,0,0,0,0,0,234,261,29,7,46,384,191,383,557,349,169,174,35,303,2635,4,0,0,0,0,17,94,153,74,88,47,60,539,0,0,0,4,3,20,30,16,3,9,0,7,94,3,0,0,3,3,94,294,155,95,113,21,63,839,0,0,0,0,0,13,55,39,29,25,4,13,173,0,5,3,3,34
LGA54900,6,0,7,5,3,6,26,19,10,3,3,4,84,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,3,3,0,5,6,7,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,5,0,0,0,8,3,4,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,23,25,9,0,9,11,9,25,40,28,11,0,3,30,191,3,0,0,0,0,3,4,8,4,4,3,3,32,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,17,19,5,0,4,0,10,58,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,5,4
LGA54970,0,0,0,0,0,0,9,5,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,9,9,4,0,5,8,4,8,8,8,0,4,0,9,57,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,5,3,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
