LGA_CODE_2021,C11_CF_1F1NW_800_1249,C11_CF_1F1NW_1250_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000_3999,C11_CF_1F1NW_4000more,C11_CF_1F1NW_Ns,C11_CF_1F1NW_Tot,C11_CF_1P1NW_Neg_ni_inc,C11_CF_1P1NW_1_149,C11_CF_1P1NW_150_399,C11_CF_1P1NW_400_649,C11_CF_1P1NW_650_799,C11_CF_1P1NW_800_1249,C11_CF_1P1NW_1250_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_3999,C11_CF_1P1NW_4000more,C11_CF_1P1NW_Ns,C11_CF_1P1NW_Tot,C11_CF_1A1NW_Neg_ni_inc,C11_CF_1A1NW_1_149,C11_CF_1A1NW_150_399,C11_CF_1A1NW_400_649,C11_CF_1A1NW_650_799,C11_CF_1A1NW_800_1249,C11_CF_1A1NW_1250_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000_3999,C11_CF_1A1NW_4000more,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_Neg_ni_inc,C11_CF_BA_1_149,C11_CF_BA_150_399,C11_CF_BA_400_649,C11_CF_BA_650_799,C11_CF_BA_800_1249,C11_CF_BA_1250_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_3999,C11_CF_BA_4000more,C11_CF_BA_Ns,C11_fc_BA_Tot,C11_CF_BNW_Neg_ni_inc,C11_CF_BNW_1_149,C11_CF_BNW_150_399,C11_CF_BNW_400_649,C11_CF_BNW_650_799,C11_CF_BNW_800_1249,C11_CF_BNW_1250_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_3999,C11_CF_BNW_4000more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_Neg_ni_inc,C11_CF_LFns_1_149,C11_CF_LFns_150_399,C11_CF_LFns_400_649,C11_CF_LFns_650_799,C11_CF_LFns_800_1249,C11_CF_LFns_1250_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_CF_Tot_Neg_ni_inc,C11_CF_Tot_1_149,C11_CF_Tot_150_399,C11_CF_Tot_400_649,C11_CF_Tot_650_799,C11_CF_Tot_800_1249,C11_CF_Tot_1250_1999,C11_CF_Tot_2000_2499,C11_CF_Tot_2500_2999,C11_CF_Tot_3000_3999,C11_CF_Tot_4000more,C11_CF_TotFI_Ns,C11_CF_Tot_Tot,C11_1PF_F_Neg_ni_inc,C11_1PF_F_1_149,C11_1PF_F_150_399,C11_1PF_F_400_649,C11_1PF_F_650_799,C11_1PF_F_800_1249,C11_1PF_F_1250_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_Neg_ni_inc,C11_1PF_P_1_149,C11_1PF_P_150_399,C11_1PF_P_400_649,C11_1PF_P_650_799,C11_1PF_P_800_1249,C11_1PF_P_1250_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_Neg_ni_inc,C11_1PF_A_1_149,C11_1PF_A_150_399,C11_1PF_A_400_649,C11_1PF_A_650_799,C11_1PF_A_800_1249,C11_1PF_A_1250_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_Neg_ni_inc,C11_1PF_U_1_149,C11_1PF_U_150_399,C11_1PF_U_400_649,C11_1PF_U_650_799,C11_1PF_U_800_1249,C11_1PF_U_1250_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000more,C11_1PF_U_Ns,C11_1PF_U_Tot,C11_1PF_N_lf_Fi_Neg_ni_inc,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_399,C11_1PF_N_lf_Fi_400_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_1249,C11_1PF_N_lf_Fi_1250_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_lf_Tot,C11_1PF_LFns_Neg_ni_inc,C11_1PF_LFns_1_149,C11_1PF_LFns_150_399,C11_1PF_LFns_400_649,C11_1PF_LFns_650_799,C11_1PF_LFns_800_1249,C11_1PF_LFns_1250_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_LFns_3000_3999,C11_1PF_LFns_4000more,C11_1PF_LFns_Ns,C11_1PF_LF_NS_Tot,C11_1PF_TotFI_Neg_ni_inc,C11_1PF_TotFI_1_149,C11_1PF_TotFI_150_399,C11_1PF_TotFI_400_649,C11_1PF_TotFI_650_799,C11_1PF_TotFI_800_1249,C11_1PF_TotFI_1250_1999,C11_1PF_TotFI_2000_2499,C11_1PF_TotFI_2500_2999,C11_1PF_TotFI_3000_3999,C11_1PF_TotFI_4000more,C11_1PF_TotFI_Ns,C11_1PF_TotFI_Tot,C11_TotFI_Neg_ni_inc,C11_TotFI_1_149,C11_TotFI_150_399,C11_TotFI_400_649,C11_TotFI_650_799,C11_TotFI_800_1249,C11_TotFI_1250_1999,C11_TotFI_2000_2499,C11_TotFI_2500_2999,C11_TotFI_3000_3999,C11_TotFI_4000more,C11_TotFI_Ns,C11_Tot_Tot,C16_CFNC_BF_Neg_ni_inc,C16_CFNC_BF_1_149,C16_CFNC_BF_150_399,C16_CFNC_BF_400_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_1249,C16_CFNC_BF_1250_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999
LGA36820,117,139,20,39,7,0,36,412,0,0,3,9,15,39,30,3,4,0,0,6,108,0,0,5,3,7,10,16,4,4,0,0,8,44,0,0,0,0,0,3,9,0,0,6,0,12,30,3,0,10,38,32,46,30,5,5,0,0,28,203,0,0,0,0,0,0,0,0,0,0,0,258,255,11,7,34,98,107,407,600,212,171,106,38,439,2222,0,0,6,21,37,71,44,4,10,6,0,32,227,5,4,34,88,41,53,17,3,3,0,0,25,268,0,0,0,4,0,10,4,0,0,0,0,4,26,0,0,15,18,5,6,0,0,0,0,0,10,64,11,8,80,111,78,67,32,0,0,0,0,63,456,0,0,0,0,3,3,0,0,0,0,0,28,36,14,16,139,242,167,205,102,11,12,6,0,167,1079,84,28,313,997,590,1196,1230,414,283,208,70,997,6410,4,4,3,7,15,55,140,96,52,58
LGA36910,950,1211,208,387,93,49,222,3408,6,4,12,71,82,194,140,26,21,0,5,47,610,3,0,3,12,10,68,97,16,21,12,0,38,280,0,0,0,0,0,22,42,27,14,10,7,44,174,27,4,46,202,175,302,170,40,13,15,9,108,1123,0,0,0,0,8,17,9,3,0,0,0,1379,1416,57,24,126,442,607,2564,4584,2261,1530,1409,483,2596,16691,4,0,27,84,201,516,499,96,78,28,3,191,1728,4,16,134,343,335,335,152,21,16,0,0,109,1468,0,4,24,36,31,38,22,10,3,4,0,32,197,7,11,89,129,41,31,10,0,3,0,0,19,342,41,43,337,657,412,466,175,25,16,8,4,191,2385,0,0,6,4,9,0,5,0,0,0,0,70,98,55,73,608,1257,1029,1387,865,149,116,36,8,616,6210,299,132,1172,4468,3238,7094,8862,3987,2353,2175,760,4818,39372,15,10,10,40,39,165,880,968,666,583
LGA36950,11,15,3,4,6,0,14,54,0,0,0,0,0,4,0,0,0,3,0,3,15,0,0,0,0,0,7,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,6,0,0,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,45,49,0,0,6,11,7,40,57,40,27,39,11,99,336,0,0,0,3,3,21,10,3,3,0,0,7,50,0,0,0,0,0,5,0,0,0,0,0,9,24,0,0,0,0,0,7,0,0,0,0,0,3,11,0,0,0,5,0,0,0,0,0,0,0,3,8,0,0,9,8,9,8,3,0,0,0,0,16,54,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,14,22,13,38,17,5,3,4,0,52,161,6,6,17,38,35,93,103,68,45,57,20,180,659,0,0,0,0,0,4,3,12,8,16
LGA36960,41,20,0,0,0,0,4,71,0,0,4,36,23,21,4,0,0,0,0,0,86,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,9,14,10,14,6,0,0,0,0,5,55,0,0,0,0,0,5,0,0,0,0,0,3,14,0,0,15,69,59,156,102,19,3,4,0,13,444,0,0,5,18,18,23,11,0,0,0,0,0,86,0,0,22,20,14,11,5,0,0,0,0,0,69,0,0,3,5,0,0,0,0,0,0,0,0,13,0,0,8,3,0,0,0,0,0,0,0,0,8,9,4,43,31,17,17,4,0,0,0,0,8,130,0,0,4,0,0,0,0,0,0,0,0,4,6,9,3,85,72,44,61,19,0,0,0,0,12,312,10,9,106,176,119,237,152,27,8,10,0,24,877,0,0,0,0,0,0,9,3,5,5
LGA37010,766,1284,247,598,154,52,211,3495,4,0,9,40,59,168,182,41,42,11,3,54,616,3,0,4,7,10,71,129,25,28,13,5,28,335,4,0,0,0,4,14,51,46,27,36,4,40,233,35,3,48,178,137,261,214,59,23,14,10,135,1117,0,0,0,3,5,16,15,0,0,4,0,2318,2360,73,27,101,314,404,1945,4713,3027,2338,2328,848,3602,19731,8,10,21,95,273,803,848,195,157,71,9,262,2754,0,18,118,338,303,371,179,34,20,6,3,140,1532,0,4,17,30,30,66,47,7,11,6,0,47,269,9,13,130,153,31,47,17,0,5,0,0,47,468,43,33,414,637,358,435,226,42,18,9,4,277,2494,0,0,5,6,0,8,5,0,0,0,0,111,135,59,79,706,1270,998,1732,1318,278,207,88,15,891,7646,269,138,1121,3334,2519,6343,9708,5696,3746,3688,1248,6702,44504,10,0,4,16,17,103,921,1260,928,877
LGA37300,8,32,4,28,6,0,7,84,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,13,76,41,70,83,48,66,414,0,0,0,0,0,8,15,6,5,6,0,13,57,0,0,3,0,3,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,5,5,5,17,19,6,3,6,4,22,88,6,4,4,8,6,39,137,99,122,159,88,117,790,0,0,0,0,0,0,7,25,26,65
LGA37310,187,272,28,110,23,3,66,755,0,0,3,17,8,24,24,3,3,3,0,15,99,0,0,0,0,0,13,26,0,6,4,0,11,66,5,0,0,0,0,0,4,7,7,3,3,5,32,3,3,22,62,29,58,32,12,0,0,0,36,256,0,0,0,4,0,0,7,0,0,0,0,239,246,25,5,60,132,120,524,950,426,318,248,85,583,3480,0,0,7,19,41,83,62,20,10,6,4,35,283,0,0,24,69,51,47,18,4,3,0,0,27,233,0,0,5,5,0,3,0,0,0,0,0,9,30,0,0,15,19,9,0,3,0,0,0,0,9,49,10,5,72,104,66,84,31,8,4,4,0,46,435,0,0,0,0,0,0,0,0,0,0,0,16,23,10,8,121,216,165,216,109,35,18,4,4,141,1052,114,25,297,936,585,1324,1755,734,477,406,166,1092,7910,18,5,0,17,19,66,215,186,115,110
LGA37340,120,185,32,113,19,3,45,554,0,3,0,15,9,26,12,3,7,5,0,10,92,0,0,0,0,3,17,27,0,13,4,3,7,71,0,0,0,0,0,6,9,4,0,6,0,10,33,4,4,7,29,13,39,25,9,3,4,0,22,161,0,0,0,0,3,3,6,0,0,0,0,304,309,13,8,23,60,87,386,796,366,348,262,71,567,2993,0,3,9,25,43,94,68,18,22,8,3,26,315,5,3,23,62,54,56,21,0,0,0,0,27,254,0,0,0,0,7,8,4,0,0,0,0,5,31,0,0,23,21,6,3,0,0,0,0,0,3,65,10,9,62,99,47,65,16,3,0,0,0,55,367,0,0,0,0,0,6,0,0,0,0,0,22,19,20,18,112,210,157,225,108,27,30,9,3,139,1058,83,35,216,757,494,1241,1720,761,558,488,132,1140,7628,9,3,0,10,10,49,249,193,101,95
LGA37400,7,4,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,25,25,4,0,0,4,6,19,28,13,10,11,0,44,139,0,0,0,5,0,3,5,0,0,0,0,0,15,0,0,4,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,6,3,4,0,0,0,0,8,42,10,0,15,39,20,60,58,28,15,12,0,78,343,3,0,0,0,6,8,15,12,5,4
LGA37550,8,0,0,0,0,0,0,14,0,0,0,3,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,4,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,20,9,18,12,3,0,5,0,3,74,0,0,5,0,6,3,0,0,0,0,0,0,17,0,0,3,3,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,0,0,0,0,0,0,0,0,13,0,4,16,15,3,4,0,0,0,0,0,8,44,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,23,28,16,11,5,0,0,0,0,3,87,0,3,28,50,25,35,22,5,0,3,0,14,184,0,0,0,0,0,0,0,0,0,0
LGA37570,4,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,7,10,0,0,0,0,0,31,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,4,0,3,0,0,0,0,27,0,4,10,23,5,14,11,3,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0
LGA37600,9,14,0,0,0,0,0,24,0,0,0,0,3,6,7,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32,27,36,11,3,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,35,53,50,8,3,4,0,6,202,0,0,0,0,3,14,5,4,0,0,0,0,22,0,0,3,6,0,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,19,7,8,3,0,0,0,0,0,52,0,3,41,39,19,22,10,3,0,0,0,4,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,57,60,35,42,21,5,0,0,0,4,236,0,6,68,120,76,108,72,20,5,3,0,7,496,0,0,0,0,0,0,0,0,0,0
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,22,39,3,41,14,12,6,149,0,4,3,0,7,9,9,0,3,0,0,0,34,0,0,0,0,0,3,5,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,5,9,3,6,4,11,11,13,3,0,3,0,4,68,0,0,0,0,0,0,0,0,0,0,0,43,43,11,4,16,18,29,69,123,63,90,117,105,85,727,0,0,0,0,7,26,32,5,16,8,0,20,122,4,0,8,11,8,16,9,4,0,0,0,5,64,0,0,0,3,0,0,0,0,0,0,0,0,5,4,0,4,5,0,0,0,0,0,0,0,0,19,23,4,20,19,13,25,11,6,7,0,0,12,143,0,0,0,0,0,0,0,0,0,0,0,4,9,31,5,29,40,37,59,57,12,29,14,0,45,356,109,18,98,155,156,382,557,341,336,445,290,309,3197,0,0,0,0,0,10,61,119,106,143
LGA40120,159,268,65,207,74,27,59,908,0,0,5,11,20,43,44,21,13,7,4,22,191,0,0,0,4,0,11,16,6,10,5,0,12,67,0,0,0,0,4,8,11,9,6,9,10,9,61,4,0,14,24,18,46,43,15,14,4,4,32,216,0,0,0,0,0,0,5,0,0,0,0,337,345,10,9,33,88,102,491,1147,774,791,804,399,803,5438,0,6,4,14,14,76,133,24,50,9,3,67,405,0,7,20,64,57,92,37,4,5,0,0,46,333,0,0,0,5,5,6,6,0,0,0,0,6,36,0,0,10,10,8,10,4,0,0,0,0,4,48,8,8,32,57,39,66,36,7,0,4,0,43,298,0,0,0,0,0,0,0,0,0,0,0,8,9,8,16,73,151,119,247,219,41,59,16,4,172,1125,61,32,199,695,581,1562,2256,1309,1176,1203,544,1328,10936,0,0,0,7,4,19,125,172,162,158
LGA40150,61,100,12,13,6,0,5,223,0,0,0,7,6,16,9,0,4,0,0,8,55,0,0,0,4,0,9,8,0,0,0,0,3,26,0,0,0,0,0,0,9,3,0,4,0,8,18,0,0,3,19,17,28,25,4,3,0,0,10,108,0,0,0,0,0,0,0,0,0,0,0,59,67,0,4,13,42,53,197,367,119,90,65,14,147,1122,0,0,0,0,6,29,22,5,4,0,0,9,74,0,0,11,16,9,12,9,0,0,0,0,8,72,0,0,0,0,0,5,0,0,0,0,0,6,8,0,0,5,7,5,0,0,0,0,0,0,0,24,0,4,21,35,14,24,12,0,0,0,0,3,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,65,34,64,36,12,4,5,0,23,288,14,9,81,270,163,427,620,215,125,99,23,261,2305,0,0,0,3,3,12,44,62,36,22
LGA40220,158,141,17,46,10,7,38,439,0,0,7,20,17,39,29,0,0,5,0,5,125,0,0,0,0,4,11,14,4,0,0,0,6,45,0,0,0,0,0,5,5,3,4,3,0,11,31,0,0,8,24,15,44,28,4,4,6,0,23,159,0,0,0,0,0,0,0,0,0,0,0,142,152,5,6,22,86,92,481,676,256,184,114,29,347,2306,0,0,7,11,26,62,52,6,0,4,0,36,208,0,0,17,64,60,57,20,0,0,0,0,33,261,0,0,0,0,3,8,0,0,0,0,0,0,21,3,0,21,13,3,10,0,0,0,0,0,7,57,10,3,53,99,49,60,12,4,0,0,0,27,318,0,0,0,0,0,0,0,0,0,0,0,9,12,14,13,97,190,140,194,91,14,8,4,0,108,871,62,23,244,1055,732,1488,1388,469,299,205,67,790,6819,6,0,0,3,6,19,106,99,43,46
LGA40250,8,8,0,0,0,0,0,27,0,0,4,16,3,7,4,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,3,0,0,0,0,0,0,7,0,0,11,40,15,12,7,3,0,0,0,5,88,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,22,74,26,53,37,7,0,0,0,13,238,0,0,5,0,3,4,5,4,0,0,0,0,24,0,0,9,6,0,5,6,0,0,0,0,0,32,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,10,0,5,30,15,9,6,6,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,3,7,0,7,60,24,20,19,21,4,0,0,0,7,156,5,6,95,139,56,84,70,27,13,5,0,27,530,0,0,0,0,0,0,7,6,12,3
LGA40310,132,183,33,66,15,9,31,515,0,0,5,9,10,31,23,6,0,0,0,17,93,0,0,0,4,3,8,14,0,5,0,0,6,42,0,0,0,0,0,0,5,3,6,3,0,4,23,0,0,3,17,12,26,22,0,0,0,0,8,102,0,0,0,0,0,0,4,0,0,0,0,188,190,3,6,12,52,69,391,803,454,274,218,71,396,2764,6,0,6,11,22,65,51,14,3,0,3,30,206,0,0,20,60,49,37,15,0,0,0,0,19,209,0,0,0,10,0,0,0,0,4,0,0,0,11,0,0,11,10,0,4,4,0,0,0,0,0,23,6,0,47,62,27,41,20,11,0,0,0,16,231,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,86,147,99,151,95,20,10,3,3,61,688,41,15,161,680,459,1125,1485,771,422,360,103,703,6321,4,0,0,3,10,22,116,165,98,73
LGA40430,14,9,0,5,0,0,0,38,0,0,0,0,3,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,4,3,12,44,48,21,10,11,9,39,210,0,0,0,0,0,6,4,0,0,0,0,0,13,0,0,4,8,0,6,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,10,6,3,3,0,0,0,0,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,10,12,10,0,5,0,0,6,65,10,0,31,139,71,129,109,36,23,26,11,80,676,0,0,0,0,3,0,18,4,4,3
LGA40520,63,46,10,9,0,0,13,175,0,3,3,11,3,16,7,0,0,0,0,4,43,0,0,0,0,3,9,0,0,0,0,0,3,13,0,0,0,0,0,0,5,4,0,0,0,0,16,4,0,5,33,21,26,12,0,3,0,0,3,108,0,0,0,0,0,0,0,0,0,0,0,76,77,8,3,14,60,75,201,321,109,61,50,13,152,1063,0,0,0,9,11,33,27,8,3,0,0,13,102,0,0,9,22,31,19,7,0,3,0,0,10,103,0,0,4,3,3,7,0,0,0,0,0,6,16,0,0,12,23,10,0,0,0,0,0,0,3,45,0,8,49,74,41,33,9,0,0,0,0,24,243,0,0,0,0,0,3,0,0,0,0,0,15,16,0,9,76,130,93,95,49,7,0,0,0,65,529,25,21,130,539,268,532,620,204,96,81,32,318,2862,0,0,0,5,3,16,58,46,28,19
LGA40700,78,177,35,312,91,78,79,891,4,5,4,14,21,29,40,24,28,15,8,22,219,0,0,0,3,0,7,4,6,18,3,6,7,55,0,0,0,0,0,6,0,3,9,9,14,6,42,17,6,12,31,8,53,47,20,18,21,9,23,259,0,0,0,0,0,0,4,0,0,0,5,369,373,29,12,27,75,70,289,641,502,770,1104,771,788,5078,7,0,0,13,24,88,141,36,84,21,3,56,486,0,5,20,48,43,77,54,12,14,3,7,36,326,0,0,4,0,3,3,12,4,9,0,0,13,42,4,9,5,8,3,6,0,0,0,0,0,8,45,42,16,51,53,46,93,66,19,19,0,0,52,453,0,0,0,0,0,0,0,0,0,0,0,7,12,50,30,78,131,119,273,280,70,126,30,8,174,1363,135,49,188,522,512,1348,1775,1080,1311,1706,1104,1339,11062,0,0,0,0,0,10,53,123,110,161
LGA40910,238,346,71,181,61,22,75,1103,3,6,11,38,39,81,62,17,18,10,0,25,323,0,0,3,3,10,23,24,3,4,0,4,18,96,0,0,0,0,0,6,20,6,7,13,7,15,76,18,3,31,72,52,126,109,41,10,18,8,65,549,0,0,0,4,3,4,5,0,0,0,0,272,288,35,19,66,178,215,781,1484,902,652,701,261,705,6004,0,0,8,7,49,158,199,49,41,19,4,76,608,0,3,32,102,73,102,70,18,10,9,0,49,465,3,0,0,8,11,12,9,4,0,0,0,4,46,5,4,16,18,3,5,8,0,0,0,0,8,74,35,8,89,160,115,188,84,23,14,4,0,73,793,0,0,0,0,0,4,0,0,0,0,0,16,19,44,18,144,296,254,476,362,94,65,28,6,225,2006,140,53,390,1485,1041,2296,2697,1446,968,986,344,1286,13141,0,0,0,3,3,18,139,203,172,191
LGA41010,10,17,0,4,0,0,0,31,0,0,0,6,5,3,4,0,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,7,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,38,43,0,0,4,10,20,47,101,41,29,26,0,67,346,0,0,0,4,6,18,16,0,4,0,0,0,52,0,0,6,9,0,9,0,3,0,0,0,0,28,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,10,3,0,7,7,7,6,0,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,15,25,14,28,21,0,3,0,0,10,138,6,10,30,94,62,146,214,84,61,39,7,138,889,0,0,0,0,0,12,9,26,15,15
LGA41060,445,641,133,302,96,45,148,1996,0,5,34,87,90,162,143,42,26,20,9,59,670,3,0,3,13,17,41,47,13,19,7,0,31,195,0,0,0,0,0,16,37,28,14,21,5,22,140,33,11,71,176,128,345,277,63,33,29,6,145,1318,0,0,0,0,0,9,8,3,4,0,0,572,606,58,22,144,372,437,1575,2913,1650,1166,1351,481,1474,11638,8,5,28,57,103,349,390,88,83,21,10,149,1283,9,6,89,243,163,264,145,21,14,10,4,96,1054,0,3,7,17,16,23,37,5,0,0,0,13,128,4,6,48,62,26,32,14,0,0,0,0,23,214,22,36,349,474,307,429,228,52,22,18,5,214,2153,0,0,0,0,9,13,0,0,0,0,0,61,85,39,52,528,850,626,1114,816,172,115,42,15,548,4914,226,87,957,3352,2126,4707,5631,2969,1894,2068,707,2921,27656,9,0,0,6,8,38,425,630,526,498
