LGA_CODE_2021,C11_CF_1F1NW_800_1249,C11_CF_1F1NW_1250_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000_3999,C11_CF_1F1NW_4000more,C11_CF_1F1NW_Ns,C11_CF_1F1NW_Tot,C11_CF_1P1NW_Neg_ni_inc,C11_CF_1P1NW_1_149,C11_CF_1P1NW_150_399,C11_CF_1P1NW_400_649,C11_CF_1P1NW_650_799,C11_CF_1P1NW_800_1249,C11_CF_1P1NW_1250_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_3999,C11_CF_1P1NW_4000more,C11_CF_1P1NW_Ns,C11_CF_1P1NW_Tot,C11_CF_1A1NW_Neg_ni_inc,C11_CF_1A1NW_1_149,C11_CF_1A1NW_150_399,C11_CF_1A1NW_400_649,C11_CF_1A1NW_650_799,C11_CF_1A1NW_800_1249,C11_CF_1A1NW_1250_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000_3999,C11_CF_1A1NW_4000more,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_Neg_ni_inc,C11_CF_BA_1_149,C11_CF_BA_150_399,C11_CF_BA_400_649,C11_CF_BA_650_799,C11_CF_BA_800_1249,C11_CF_BA_1250_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_3999,C11_CF_BA_4000more,C11_CF_BA_Ns,C11_fc_BA_Tot,C11_CF_BNW_Neg_ni_inc,C11_CF_BNW_1_149,C11_CF_BNW_150_399,C11_CF_BNW_400_649,C11_CF_BNW_650_799,C11_CF_BNW_800_1249,C11_CF_BNW_1250_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_3999,C11_CF_BNW_4000more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_Neg_ni_inc,C11_CF_LFns_1_149,C11_CF_LFns_150_399,C11_CF_LFns_400_649,C11_CF_LFns_650_799,C11_CF_LFns_800_1249,C11_CF_LFns_1250_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_CF_Tot_Neg_ni_inc,C11_CF_Tot_1_149,C11_CF_Tot_150_399,C11_CF_Tot_400_649,C11_CF_Tot_650_799,C11_CF_Tot_800_1249,C11_CF_Tot_1250_1999,C11_CF_Tot_2000_2499,C11_CF_Tot_2500_2999,C11_CF_Tot_3000_3999,C11_CF_Tot_4000more,C11_CF_TotFI_Ns,C11_CF_Tot_Tot,C11_1PF_F_Neg_ni_inc,C11_1PF_F_1_149,C11_1PF_F_150_399,C11_1PF_F_400_649,C11_1PF_F_650_799,C11_1PF_F_800_1249,C11_1PF_F_1250_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_Neg_ni_inc,C11_1PF_P_1_149,C11_1PF_P_150_399,C11_1PF_P_400_649,C11_1PF_P_650_799,C11_1PF_P_800_1249,C11_1PF_P_1250_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_Neg_ni_inc,C11_1PF_A_1_149,C11_1PF_A_150_399,C11_1PF_A_400_649,C11_1PF_A_650_799,C11_1PF_A_800_1249,C11_1PF_A_1250_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_Neg_ni_inc,C11_1PF_U_1_149,C11_1PF_U_150_399,C11_1PF_U_400_649,C11_1PF_U_650_799,C11_1PF_U_800_1249,C11_1PF_U_1250_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000more,C11_1PF_U_Ns,C11_1PF_U_Tot,C11_1PF_N_lf_Fi_Neg_ni_inc,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_399,C11_1PF_N_lf_Fi_400_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_1249,C11_1PF_N_lf_Fi_1250_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_lf_Tot,C11_1PF_LFns_Neg_ni_inc,C11_1PF_LFns_1_149,C11_1PF_LFns_150_399,C11_1PF_LFns_400_649,C11_1PF_LFns_650_799,C11_1PF_LFns_800_1249,C11_1PF_LFns_1250_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_LFns_3000_3999,C11_1PF_LFns_4000more,C11_1PF_LFns_Ns,C11_1PF_LF_NS_Tot,C11_1PF_TotFI_Neg_ni_inc,C11_1PF_TotFI_1_149,C11_1PF_TotFI_150_399,C11_1PF_TotFI_400_649,C11_1PF_TotFI_650_799,C11_1PF_TotFI_800_1249,C11_1PF_TotFI_1250_1999,C11_1PF_TotFI_2000_2499,C11_1PF_TotFI_2500_2999,C11_1PF_TotFI_3000_3999,C11_1PF_TotFI_4000more,C11_1PF_TotFI_Ns,C11_1PF_TotFI_Tot,C11_TotFI_Neg_ni_inc,C11_TotFI_1_149,C11_TotFI_150_399,C11_TotFI_400_649,C11_TotFI_650_799,C11_TotFI_800_1249,C11_TotFI_1250_1999,C11_TotFI_2000_2499,C11_TotFI_2500_2999,C11_TotFI_3000_3999,C11_TotFI_4000more,C11_TotFI_Ns,C11_Tot_Tot,C16_CFNC_BF_Neg_ni_inc,C16_CFNC_BF_1_149,C16_CFNC_BF_150_399,C16_CFNC_BF_400_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_1249,C16_CFNC_BF_1250_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999
LGA34710,24,30,0,4,0,0,4,78,0,0,0,0,3,5,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,44,44,7,0,5,7,23,64,119,68,27,37,13,85,450,0,0,0,3,4,14,19,6,3,0,0,10,64,0,0,7,11,6,9,0,0,0,0,0,6,40,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,6,0,0,4,0,0,0,0,0,11,0,0,5,13,5,3,6,0,0,0,0,10,42,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,12,26,19,26,28,12,5,0,0,26,162,10,11,29,86,62,162,237,136,47,59,19,188,1034,12,0,0,7,7,12,30,33,18,21
LGA34770,450,971,201,774,190,68,229,2983,4,0,14,17,39,77,90,29,36,14,0,31,344,0,0,7,8,4,47,79,14,58,16,7,44,280,0,0,0,0,0,6,29,30,18,28,11,34,160,9,5,20,59,51,138,131,32,17,14,10,95,569,0,0,0,0,4,7,12,0,6,0,0,1789,1824,43,15,73,150,196,1103,2823,1793,2036,2070,771,2915,13984,3,3,7,60,154,379,387,90,123,62,16,147,1429,0,13,65,179,153,178,96,33,20,14,4,74,824,0,0,5,24,21,23,10,9,8,0,0,24,130,0,7,57,56,27,15,5,6,0,0,0,28,199,30,24,232,307,154,235,139,32,17,8,4,161,1327,0,0,0,4,6,3,6,0,0,0,0,60,86,40,48,365,618,512,829,650,163,165,80,22,490,3991,202,88,678,2103,1382,3471,5622,3340,3165,3363,1138,5213,29759,15,6,0,14,11,80,544,624,541,623
LGA34800,5,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,15,15,7,8,8,3,19,82,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,0,0,0,0,7,24,3,0,3,18,8,29,45,13,6,17,5,35,189,3,0,0,0,0,5,13,4,3,10
LGA34830,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,8,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,3,0,0,0,0,0,0,22,0,0,11,18,12,13,9,0,0,0,0,4,59,0,0,0,0,0,0,0,0,0,0
LGA34860,57,71,8,23,10,3,23,213,0,0,0,4,4,7,9,0,0,0,0,7,24,0,0,0,0,5,7,9,0,0,0,0,3,29,0,0,0,0,0,3,4,9,0,0,0,10,25,0,0,10,12,5,18,5,0,0,0,0,11,65,0,0,0,0,0,0,0,0,0,0,0,164,166,19,0,22,44,42,193,365,180,122,125,36,318,1468,0,0,4,8,28,30,32,11,4,3,0,23,140,0,0,9,31,12,11,0,0,0,0,0,4,83,0,0,0,0,4,0,0,0,0,0,0,4,12,0,0,3,7,0,0,0,0,0,0,0,0,16,0,10,24,40,21,26,10,0,0,0,0,18,143,0,0,0,0,0,0,0,0,0,0,0,9,8,0,9,45,85,60,68,46,9,10,3,0,55,401,70,19,103,283,199,477,694,360,203,224,78,560,3270,15,3,4,9,8,28,109,98,55,63
LGA34880,98,105,27,23,8,0,31,329,0,0,5,9,13,36,27,4,0,0,0,8,105,0,0,0,0,0,7,8,0,0,0,0,0,31,6,0,0,3,0,3,3,0,3,0,0,7,29,3,0,10,39,22,52,32,5,3,0,0,35,200,0,0,0,0,0,0,0,0,0,0,0,206,218,17,4,26,88,82,352,537,242,133,101,24,400,1999,0,0,6,6,27,68,40,7,11,0,0,25,198,0,3,17,53,30,23,12,0,0,0,0,16,164,0,0,3,0,0,7,0,0,0,0,0,0,15,0,0,15,17,4,5,0,0,0,0,0,9,52,10,8,78,102,50,77,27,4,5,6,0,40,411,0,0,6,3,0,0,0,0,0,0,0,17,25,9,16,126,181,111,189,81,16,16,12,3,110,868,71,28,233,714,418,982,1022,422,218,181,54,795,5129,3,5,0,6,10,38,122,89,55,60
LGA35010,2243,3710,706,1618,449,121,607,10005,3,3,52,205,230,587,485,122,96,46,16,160,2002,5,6,14,25,43,212,255,47,75,31,4,114,832,0,0,3,6,0,38,101,102,53,46,27,98,472,46,19,139,432,364,842,641,170,87,57,19,334,3138,6,0,4,5,13,31,32,5,7,3,0,2793,2912,133,79,304,956,1244,6025,12739,7133,5544,5130,1720,6111,47134,6,17,61,202,580,1607,1572,341,286,104,16,540,5327,9,28,265,848,819,956,445,66,53,15,4,325,3834,6,6,41,73,85,112,105,26,17,10,0,79,560,19,37,279,376,134,104,44,9,4,0,0,75,1082,114,94,981,1704,965,1127,521,90,42,23,9,611,6276,0,3,5,11,3,16,10,0,5,0,0,229,295,156,183,1635,3209,2592,3936,2693,531,401,146,29,1861,17373,657,348,2989,10499,7418,17036,23472,12070,8250,7373,2389,11199,103695,10,12,4,28,39,238,1905,2502,1641,1514
LGA35250,4,8,0,0,0,0,4,25,0,0,0,4,0,3,0,0,0,0,0,5,19,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,0,3,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,33,13,21,18,3,3,0,0,9,106,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,32,10,4,5,4,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,12,9,8,8,0,0,0,0,0,78,0,3,41,54,27,38,33,12,3,3,0,14,242,0,0,0,0,0,0,4,0,3,0
LGA35300,44,145,25,187,38,15,30,506,0,0,0,4,0,9,12,3,7,3,0,3,39,0,0,0,0,0,10,13,3,5,0,3,4,36,0,0,0,0,0,3,3,4,4,9,5,3,35,0,0,5,15,7,28,12,3,4,4,4,20,99,0,0,0,0,0,0,0,0,0,0,0,186,190,14,0,10,25,31,116,312,224,428,477,228,352,2216,0,0,5,12,27,67,74,21,40,17,3,27,291,0,0,11,22,15,24,10,0,0,0,0,19,91,0,0,0,4,0,0,5,0,6,0,0,8,25,0,0,6,12,4,6,3,0,0,0,0,8,42,11,0,54,76,35,35,26,6,6,3,0,36,280,0,0,0,0,0,0,0,0,0,0,0,14,14,12,0,73,126,78,135,116,24,52,18,3,100,748,37,4,104,238,159,352,702,496,690,851,353,641,4637,0,0,0,6,0,10,72,107,128,217
LGA35600,16,14,0,5,0,0,13,66,0,0,3,0,4,4,8,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,0,0,0,3,0,0,0,0,8,0,4,0,5,4,7,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,52,48,0,9,6,27,30,72,128,63,28,30,11,111,511,0,0,0,7,10,13,16,0,0,0,0,3,43,0,0,6,5,8,7,0,3,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,4,0,0,0,0,0,0,11,0,0,15,22,11,9,0,0,0,0,0,5,64,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,19,31,28,37,13,4,0,0,0,22,160,18,6,38,126,87,190,242,120,52,45,19,216,1155,4,5,0,0,5,8,28,35,14,28
LGA35670,8,0,0,0,0,0,0,18,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,3,4,3,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,5,19,19,5,0,0,0,0,85,0,0,0,0,6,4,0,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,0,5,15,3,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,3,16,20,5,0,0,0,0,0,73,0,5,45,38,25,37,22,5,4,5,0,0,182,0,0,0,0,0,0,0,0,0,0
LGA35740,204,266,40,112,19,12,51,801,0,4,7,41,39,102,68,13,21,4,3,48,338,0,0,0,5,4,21,18,6,14,0,0,8,77,0,0,0,0,3,10,12,6,0,4,0,6,52,11,4,24,62,59,110,74,29,16,8,3,43,434,0,0,0,0,3,0,0,0,0,0,0,473,482,35,17,60,169,204,846,1330,522,427,280,121,886,4888,0,5,9,41,74,155,102,14,22,4,3,61,480,0,9,66,199,140,155,47,3,7,4,0,78,704,0,0,3,15,13,17,13,0,6,0,0,11,75,0,4,31,64,14,15,5,0,0,0,0,11,149,17,13,121,231,116,143,57,9,7,3,0,79,798,0,0,0,0,0,0,0,0,0,0,0,27,32,22,26,232,541,360,486,224,29,33,13,5,274,2239,143,68,531,1806,1208,2689,2882,1055,758,578,258,1801,13773,7,0,5,9,7,56,249,203,139,105
LGA35760,54,51,7,20,3,0,8,175,0,0,0,5,9,12,0,0,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,3,0,0,0,5,11,6,0,10,24,14,18,7,0,0,0,0,6,81,0,0,0,0,0,0,0,0,0,0,0,97,100,15,5,17,53,63,182,241,94,71,39,16,188,984,5,0,13,8,5,23,7,3,0,0,0,13,81,0,0,9,22,17,17,8,0,0,0,0,3,77,0,0,0,0,0,0,4,0,0,0,0,4,10,6,0,9,5,0,0,0,0,0,0,0,4,18,4,3,28,38,26,32,8,0,0,0,0,24,158,0,0,0,3,0,0,0,0,0,0,0,6,10,7,3,51,83,53,76,22,3,0,4,0,49,356,70,14,138,448,263,489,522,168,97,72,31,417,2719,14,3,0,8,15,25,92,46,22,27
LGA35780,16,10,6,0,0,0,4,46,0,0,0,12,3,7,0,0,0,0,0,0,20,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,19,4,15,0,0,0,0,0,0,46,0,0,0,0,0,0,5,0,0,0,0,7,14,0,0,10,35,18,53,67,29,11,8,0,22,237,0,0,4,11,13,13,14,4,6,0,0,0,60,0,0,0,6,6,0,3,0,0,0,0,0,23,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,10,0,4,17,10,10,8,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,5,5,0,7,26,29,35,25,15,4,6,0,0,7,156,7,7,41,69,59,90,92,40,13,14,4,29,476,0,0,0,0,0,0,9,6,9,3
LGA35790,11,8,0,3,0,0,0,31,0,0,0,9,5,10,8,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,16,12,3,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,18,57,44,12,9,6,0,8,192,0,0,3,0,7,8,12,0,0,0,0,0,33,0,0,0,5,8,8,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,3,0,7,0,0,0,0,0,0,17,0,0,32,22,9,25,10,0,0,0,0,4,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,31,16,47,27,4,4,0,0,6,180,0,0,49,82,45,109,79,18,12,9,0,8,421,0,0,0,0,0,0,7,0,4,0
LGA35800,8,3,3,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,6,5,8,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,13,14,0,3,0,6,12,40,30,18,5,9,4,38,164,0,0,0,0,4,8,4,4,0,0,0,3,17,0,0,0,0,0,3,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,11,6,7,10,0,0,0,0,0,9,36,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,8,10,6,21,8,4,0,0,0,25,79,5,3,14,46,35,90,76,42,21,13,8,88,446,3,6,0,0,4,10,12,12,3,12
LGA36070,10,0,0,0,0,0,0,14,0,0,0,0,3,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,22,10,0,3,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,14,7,0,3,0,0,0,0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,3,6,4,0,0,0,0,5,46,0,3,20,29,19,44,19,9,10,0,0,6,152,0,0,0,0,0,0,3,0,0,3
LGA36150,10,5,0,7,0,0,6,25,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,7,3,20,23,8,9,5,0,34,105,0,0,0,3,0,3,3,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,5,7,8,0,0,0,0,0,42,4,0,20,21,19,53,48,16,10,11,5,55,253,0,0,0,0,4,3,10,11,0,5
LGA36250,606,1129,221,678,174,70,256,3301,5,0,14,54,44,177,144,49,36,16,5,67,612,0,0,0,4,10,41,77,18,32,11,0,43,242,0,0,0,0,0,17,36,42,29,23,6,35,205,20,4,48,108,97,256,239,75,31,28,9,121,1049,3,0,0,4,9,10,7,4,3,0,0,1115,1152,62,24,104,258,334,1774,4519,2804,2391,2307,935,2540,18049,0,9,16,79,200,546,614,168,135,53,14,195,2036,0,7,90,269,266,329,183,36,20,10,0,105,1315,0,4,13,25,24,40,38,8,9,0,0,31,197,12,6,95,95,31,37,27,3,3,0,0,19,330,33,27,273,427,272,349,188,40,18,13,0,188,1833,0,0,0,4,0,7,0,0,0,0,0,55,65,49,52,490,896,791,1314,1053,254,187,72,19,597,5778,273,111,968,3409,2449,5696,8573,4775,3505,3311,1275,4356,38701,4,4,4,3,15,70,590,882,665,652
LGA36300,6,0,6,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,5,7,0,20,18,10,5,6,0,18,93,0,0,0,0,9,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,5,4,0,0,0,0,0,27,6,0,11,21,15,45,37,18,7,11,4,30,216,6,0,0,0,0,5,12,6,11,3
LGA36370,385,611,105,238,56,11,106,1607,0,0,9,38,27,96,73,23,11,5,3,19,312,0,0,5,5,4,36,54,10,10,8,0,20,150,0,0,0,0,0,7,22,21,8,10,9,18,89,12,4,21,86,69,165,97,25,12,5,4,72,560,0,0,0,6,0,10,8,6,3,3,0,847,873,34,4,45,170,201,994,2180,1156,863,851,298,1474,8270,10,5,25,30,113,311,282,77,47,27,4,116,1039,4,5,65,159,165,161,88,13,9,0,0,58,730,0,0,7,20,21,27,26,3,0,0,0,18,137,7,5,56,94,17,29,10,0,0,0,0,21,235,22,21,263,352,230,246,134,27,18,6,0,159,1466,0,0,0,6,0,6,0,0,0,0,0,67,82,39,43,412,653,550,788,543,119,76,38,6,433,3691,134,58,618,2091,1325,2900,4166,2092,1364,1332,436,2863,19372,6,8,0,9,10,55,413,440,273,277
LGA36510,226,314,52,76,27,9,60,837,3,0,4,19,27,67,48,14,7,9,0,15,221,0,0,0,4,10,21,30,0,9,0,0,8,91,0,0,0,0,6,5,13,5,0,3,0,10,38,3,3,20,60,41,88,64,9,6,3,0,47,338,0,0,0,0,4,5,3,0,0,0,0,288,298,20,11,43,124,170,675,1238,519,338,282,80,636,4149,0,4,6,32,43,106,103,14,16,6,0,40,366,0,0,34,86,76,77,23,3,4,0,0,27,332,3,0,6,9,7,8,3,5,0,0,0,10,45,3,4,30,29,10,5,4,0,0,0,0,8,92,7,7,100,156,97,100,41,7,3,0,0,61,578,0,0,0,0,0,0,0,0,0,0,0,19,26,12,9,176,308,235,303,173,21,26,9,0,163,1447,93,35,404,1288,878,1900,2287,931,553,459,142,1180,10147,13,3,8,8,12,52,210,193,104,121
LGA36580,173,195,22,41,11,3,46,545,0,0,9,18,10,42,33,0,5,4,0,15,133,0,0,0,3,3,14,8,0,5,0,0,0,44,0,0,0,0,0,4,9,0,3,6,0,3,23,0,0,14,46,38,80,43,11,0,3,0,33,271,0,0,0,0,0,0,4,0,0,0,0,168,178,7,7,37,84,113,496,683,274,170,125,31,380,2408,0,0,4,13,32,70,30,8,4,0,0,21,178,0,0,16,40,28,52,19,0,0,0,0,22,179,0,0,0,6,0,10,3,0,0,0,0,3,24,0,0,20,19,11,8,0,0,0,0,0,4,63,7,9,64,135,87,73,19,3,0,4,0,37,445,0,0,0,0,0,0,0,0,0,0,0,16,17,9,15,105,213,157,205,78,13,5,7,0,104,905,48,28,272,939,540,1197,1240,464,269,203,53,713,5958,7,4,0,8,11,35,124,125,77,54
LGA36630,209,189,29,73,10,0,40,620,0,0,0,26,20,53,44,4,5,0,0,13,159,0,0,5,3,3,13,27,3,5,0,0,7,65,0,0,5,0,0,3,8,3,4,0,0,10,34,4,3,26,89,63,107,51,16,3,0,0,47,411,0,0,0,0,0,0,0,0,0,0,0,243,250,15,16,66,170,162,630,802,290,228,169,40,496,3082,0,0,6,16,33,73,56,3,8,5,0,31,235,0,5,31,74,62,42,20,6,0,0,0,24,275,0,0,4,4,5,0,8,0,0,0,0,10,35,0,0,42,26,7,6,0,0,0,0,0,7,95,6,7,135,183,122,112,25,5,0,0,0,52,649,0,0,5,0,0,3,0,0,0,0,0,31,42,12,13,218,305,239,245,111,10,13,5,3,159,1332,65,34,451,1589,833,1636,1478,526,343,287,71,1079,8392,4,3,6,17,20,73,186,123,63,74
LGA36660,228,210,23,40,11,7,55,656,0,0,7,28,42,58,28,4,0,0,0,17,195,0,0,4,4,4,27,9,4,0,0,0,4,58,0,0,0,0,6,7,16,7,0,0,0,20,43,9,3,12,78,49,92,50,7,4,0,0,38,341,0,0,0,0,4,6,5,0,0,0,0,272,283,13,13,48,175,209,775,990,364,178,115,39,589,3513,0,4,8,27,51,82,67,11,4,0,3,20,271,0,3,39,92,79,70,20,3,3,0,0,31,333,0,0,3,6,4,12,5,3,0,0,0,7,47,0,3,17,28,9,6,0,0,0,0,0,8,78,8,5,94,172,113,124,44,12,6,0,0,72,653,0,0,3,3,0,4,0,0,0,0,0,21,27,11,19,167,331,255,289,140,22,13,3,5,150,1409,84,42,377,1526,922,1949,1951,621,287,208,65,1132,9154,16,8,6,12,21,71,224,152,68,54
LGA36720,1330,1782,290,714,182,61,326,5123,6,5,51,188,166,521,399,79,71,33,6,123,1643,0,4,6,20,21,107,134,24,62,15,0,78,483,4,0,0,6,9,42,90,32,18,39,13,54,293,44,11,107,299,257,554,402,79,44,23,14,213,2047,5,0,4,5,14,24,19,3,5,0,3,2412,2487,119,63,286,798,999,4448,7848,3550,2598,2298,811,4465,28285,6,3,53,169,410,918,811,124,149,37,7,295,2982,8,29,268,790,649,744,309,40,24,12,4,290,3161,3,8,16,48,49,72,50,12,11,0,0,69,336,20,22,165,262,90,79,25,3,0,0,0,58,724,75,77,577,1040,531,762,257,47,26,9,10,346,3770,7,0,8,6,11,5,3,0,0,0,0,110,155,119,139,1079,2314,1750,2586,1454,232,216,59,17,1172,11129,620,278,2311,8653,6111,13849,15513,6475,4132,3658,1337,8628,71583,9,0,6,30,40,205,1351,1411,956,854
