LGA_CODE_2021,C21_650_799_CF_1C,C21_650_799_CF_2C,C21_650_799_CF_3C,C21_650_799_CF_4mC,C21_650_799_Tot,C21_800_999_CF_1C,C21_800_999_CF_2C,C21_800_999_CF_3C,C21_800_999_CF_4mC,C21_800_999_Tot,C21_1000_1499_CF_1C,C21_1000_1499_CF_2C,C21_1000_1499_CF_3C,C21_1000_1499_CF_4mC,C21_1000_1499_Tot,C21_1500_1999_CF_1C,C21_1500_1999_CF_2C,C21_1500_1999_CF_3C,C21_1500_1999_CF_4mC,C21_1500_1999_Tot,C21_2000_2499_CF_1C,C21_2000_2499_CF_2C,C21_2000_2499_CF_3C,C21_2000_2499_CF_4mC,C21_2000_2499_Tot,C21_2500_2999_CF_1C,C21_2500_2999_CF_2C,C21_2500_2999_CF_3C,C21_2500_2999_CF_4mC,C21_2500_2999_Tot,C21_3000_3999_CF_1C,C21_3000_3999_CF_2C,C21_3000_3999_CF_3C,C21_3000_3999_CF_4mC,C21_3000_3999_Tot,C21_4000more_CF_1C,C21_4000more_CF_2C,C21_4000more_CF_3C,C21_4000more_Cou_fa_4mo_ch,C21_4000more_Tot,C21_Par_inc_st_CF_1C,C21_Par_inc_st_CF_2C,C21_Par_inc_st_CF_3C,C21_Par_inc_st_CF_4mC,C21_Par_inc_st_Tot,C21_All_inc_ns_CF_1Ch,C21_All_inc_ns_CF_2C,C21_All_inc_ns_CF_3C,C21_All_inc_ns_CF_4mC,C21_All_inc_ns_Tot,C21_Tot_CF_1C,C21_Tot_CF_2C,C21_Tot_CF_3C,C21_Tot_CF_4mC,C21_Tot_Tot
LGA44210,7,6,3,0,18,15,10,3,0,31,48,49,16,9,126,44,45,22,3,108,47,39,18,4,102,30,28,13,10,78,24,42,9,0,71,0,18,10,3,31,35,27,24,9,93,4,0,0,0,8,268,266,118,34,690
LGA44340,32,23,7,0,60,40,26,3,0,75,232,153,48,12,448,274,268,57,15,612,385,419,100,30,927,385,507,135,31,1055,627,1041,305,57,2028,781,1645,508,96,3022,169,296,138,38,648,16,16,6,0,39,2990,4416,1314,282,9005
LGA44550,14,18,3,0,33,32,19,11,5,68,171,134,63,24,388,216,229,90,24,569,322,367,116,40,847,234,313,110,32,685,323,464,152,42,981,225,363,145,42,780,137,242,95,32,511,7,4,7,0,24,1702,2164,807,239,4912
LGA44620,16,14,13,6,39,26,18,7,9,57,117,99,52,35,302,154,164,64,24,415,185,200,78,30,489,117,166,56,20,355,132,167,56,25,379,73,110,49,10,245,63,103,31,26,220,4,5,4,0,12,912,1055,410,188,2563
LGA44830,0,0,0,0,5,0,0,0,0,6,10,6,9,5,31,13,8,8,6,26,12,8,11,0,29,9,13,3,0,31,5,9,3,0,21,8,8,5,0,16,13,28,12,0,57,4,0,0,0,6,91,87,45,18,248
LGA45040,33,10,12,7,59,30,27,4,3,70,122,130,48,20,322,119,126,51,25,328,134,154,55,18,352,85,70,38,16,206,78,89,29,13,215,53,65,24,8,151,89,73,34,24,214,10,4,0,0,17,772,766,299,132,1973
LGA45090,0,7,10,0,16,7,3,6,0,25,43,56,25,8,129,57,72,27,3,162,59,59,36,9,158,37,44,17,3,99,37,50,16,3,110,24,31,15,0,74,37,53,24,11,118,4,0,0,0,6,312,389,179,51,929
LGA45120,6,0,4,0,7,0,4,0,0,7,32,20,16,9,75,24,24,14,4,69,14,21,16,4,62,19,21,10,0,43,10,20,19,4,53,14,15,11,3,36,23,22,18,6,70,0,0,0,0,0,144,148,107,34,429
LGA45290,14,10,0,0,30,45,24,6,0,69,143,112,22,0,277,162,130,25,0,327,197,177,49,3,431,161,186,44,5,394,260,338,93,10,704,407,729,231,42,1403,87,116,31,7,243,3,3,3,0,15,1524,1843,510,83,3959
LGA45340,127,72,30,12,234,222,116,56,18,403,986,831,292,94,2203,1157,1160,430,136,2883,1394,1487,453,127,3464,1073,1344,410,92,2919,1246,1658,483,111,3493,673,1071,357,97,2204,589,720,314,122,1750,44,49,17,8,115,7621,8608,2874,824,19928
LGA45400,0,3,0,0,3,4,0,0,0,4,3,0,9,0,14,0,5,4,0,11,0,6,6,3,14,6,0,0,0,8,0,3,0,0,7,0,3,0,0,0,0,0,5,5,13,0,0,0,0,0,21,27,18,11,76
LGA45540,3,0,0,0,7,3,0,0,0,6,7,8,3,0,19,7,4,0,4,11,3,0,0,0,6,0,0,0,0,4,0,5,0,0,5,0,0,0,0,0,7,6,4,0,8,0,0,0,0,0,32,23,8,11,75
LGA45680,106,80,42,52,285,170,148,81,66,470,624,518,304,173,1624,597,666,309,188,1763,604,729,270,141,1745,435,506,197,91,1230,469,532,182,90,1266,204,269,121,50,647,307,327,173,120,923,36,29,16,19,97,3679,3919,1768,1072,10436
LGA45890,133,97,37,26,298,250,149,64,28,487,893,690,206,102,1896,868,910,220,101,2095,1091,1083,260,86,2512,783,910,234,53,1981,912,1137,270,73,2393,576,859,227,61,1720,362,369,128,85,943,44,28,11,8,95,6066,6356,1701,653,14779
LGA46090,11,11,0,0,28,12,4,4,6,27,56,33,18,9,116,58,49,26,8,137,71,51,24,7,157,55,65,24,8,153,57,64,42,15,181,44,40,30,7,118,77,70,32,12,191,11,3,3,3,16,458,404,207,71,1136
LGA46300,4,0,5,0,10,14,8,4,0,24,69,57,18,12,152,67,83,27,10,188,95,94,39,10,237,61,77,37,4,178,57,95,41,6,202,41,56,18,10,125,68,68,23,10,169,5,0,0,0,4,479,550,211,61,1307
LGA46450,15,10,3,5,34,14,16,6,3,37,84,47,31,16,175,82,84,40,22,228,97,101,39,17,251,77,74,37,13,198,84,107,46,13,247,38,63,26,6,125,67,82,38,17,197,9,8,3,0,25,574,589,284,106,1556
LGA46510,9,9,0,0,20,23,18,7,0,52,102,60,16,3,181,93,101,25,3,222,128,145,41,6,324,129,137,28,8,303,181,303,96,9,598,257,463,176,24,923,60,54,25,4,137,3,4,0,0,9,1006,1312,418,72,2803
LGA46670,11,7,0,0,22,20,12,6,4,42,57,41,23,3,128,72,51,22,9,157,67,58,15,12,150,42,49,22,6,117,48,45,28,3,115,27,38,23,4,92,31,43,24,9,104,10,0,0,0,12,395,348,171,43,958
LGA46860,0,0,0,0,0,0,0,0,0,9,10,10,4,0,18,14,0,5,0,20,11,8,6,0,26,8,7,0,0,12,9,5,0,5,12,4,3,0,0,14,5,12,7,0,17,0,0,0,0,0,55,52,22,7,136
LGA46970,0,0,0,0,0,0,0,0,0,0,7,4,0,0,11,3,4,3,0,17,15,13,9,4,45,15,25,9,5,54,42,50,22,8,121,50,86,45,9,184,14,21,8,3,51,0,0,0,0,0,154,205,101,27,483
LGA47140,191,150,97,67,500,285,222,122,84,707,1099,948,420,224,2697,1054,1111,409,196,2774,1193,1243,393,179,2998,705,872,272,119,1976,746,958,335,116,2156,373,600,212,90,1277,427,433,197,141,1203,39,46,8,16,112,6341,6783,2584,1323,17027
LGA47290,0,0,0,0,0,0,0,0,0,0,9,8,7,3,32,13,11,11,0,35,10,17,6,0,35,10,10,4,0,24,6,8,6,0,21,0,7,3,0,12,3,15,6,0,28,0,0,0,0,3,56,83,43,9,187
LGA47490,4,0,0,0,4,0,7,4,0,10,13,9,8,0,30,14,12,5,0,27,8,17,4,0,32,7,8,4,0,20,3,12,4,0,21,10,3,5,0,11,15,14,11,5,43,0,0,0,0,0,73,82,46,13,205
LGA47630,3,6,0,0,9,8,5,3,0,19,39,39,23,9,112,44,36,23,10,117,46,46,26,4,121,37,21,18,5,74,31,24,15,9,86,33,27,10,0,69,24,31,25,5,89,6,3,0,0,3,277,244,152,45,723
LGA47700,53,41,15,4,117,93,78,21,15,204,562,395,119,55,1127,629,642,187,55,1521,815,960,280,73,2134,736,900,238,76,1963,897,1305,373,91,2662,581,994,341,78,1995,315,366,155,55,895,34,18,8,7,65,4779,5759,1760,510,12809
LGA47800,3,5,0,0,11,6,5,7,3,25,23,32,21,8,85,35,23,9,8,76,22,29,11,0,64,22,10,14,0,44,17,14,8,0,34,11,15,3,3,36,16,19,13,3,60,0,4,0,0,7,171,160,88,42,455
LGA47910,4,3,0,0,5,3,0,0,0,3,12,12,9,5,34,18,20,8,3,48,11,14,5,4,38,5,10,10,5,29,3,14,3,0,22,9,11,10,0,27,13,11,7,0,30,0,0,0,0,0,76,90,54,20,247
LGA47980,24,13,6,0,38,37,22,4,0,68,108,79,18,3,207,112,109,26,9,249,177,156,35,5,375,151,184,46,8,393,289,397,100,21,803,525,1014,366,60,1975,111,133,54,15,315,9,4,0,0,11,1566,2124,661,117,4472
LGA48050,12,8,3,0,26,17,8,5,0,26,97,55,33,14,196,80,83,36,12,210,62,76,24,13,180,43,49,22,4,120,48,62,19,0,137,39,43,26,4,113,58,47,27,5,136,0,0,0,0,6,476,452,188,58,1174
LGA48130,10,4,0,0,17,9,9,0,4,23,42,31,26,9,109,35,35,26,8,109,44,43,20,5,117,18,35,12,3,64,24,30,22,6,83,11,17,4,7,39,31,29,25,12,91,0,6,0,0,7,226,245,141,67,676
LGA48260,0,0,0,0,3,4,0,0,0,10,31,19,8,0,54,26,12,0,0,43,35,34,9,0,72,21,29,15,0,69,38,72,17,3,139,136,202,85,15,439,25,21,14,6,66,0,0,0,0,3,321,394,152,27,895
LGA48340,10,8,3,0,23,11,16,4,4,32,63,43,18,11,139,57,73,43,8,188,61,83,40,10,183,43,47,34,7,139,47,59,27,9,138,25,45,26,11,96,47,49,24,15,133,5,5,0,0,13,391,427,227,67,1109
LGA48410,39,26,11,0,74,54,54,10,3,129,352,215,45,18,628,358,319,65,12,752,465,419,93,9,985,378,408,105,12,909,479,674,144,25,1322,378,676,203,36,1300,142,183,65,23,414,10,9,7,0,25,2728,3023,765,154,6665
LGA48540,15,17,11,5,37,22,15,9,7,52,85,67,24,14,184,83,72,26,6,184,122,123,40,13,300,77,106,46,25,253,138,155,69,18,377,75,146,51,6,273,98,73,39,10,220,6,4,3,0,18,752,778,316,98,1942
LGA48640,0,0,0,0,0,0,0,0,0,0,5,3,5,0,13,7,6,6,0,22,3,6,3,0,15,4,9,4,0,12,4,3,8,0,17,0,4,0,0,9,5,12,0,6,25,0,0,0,0,0,30,48,31,10,122
LGA48750,11,3,3,0,14,9,8,0,0,15,32,27,8,7,76,36,29,13,12,92,18,37,11,5,72,31,19,9,3,59,27,15,3,0,45,19,11,4,7,36,19,23,8,4,56,0,0,0,0,5,186,176,74,43,480
LGA48830,9,6,3,0,20,7,5,3,0,25,57,61,21,19,158,35,53,25,11,126,54,44,29,14,128,38,29,20,0,87,29,25,16,3,78,21,30,11,7,64,46,47,27,9,133,3,4,0,3,7,312,299,157,78,847
LGA49399,3,10,0,0,10,5,6,0,0,13,15,12,5,0,33,8,8,5,0,27,9,6,0,0,12,3,4,3,0,17,5,3,0,0,10,3,4,7,0,15,14,14,5,6,41,3,4,3,0,14,73,77,41,12,199
LGA49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,23,13,5,4,42,29,23,11,9,65,155,142,71,21,394,188,204,69,42,506,201,289,91,31,608,182,216,75,26,494,204,268,93,43,612,142,187,81,28,437,170,194,113,40,517,10,5,3,3,22,1331,1558,619,248,3757
LGA50210,59,53,23,20,152,104,76,35,15,236,498,447,167,88,1201,598,724,231,104,1656,711,887,282,128,2004,558,743,212,67,1584,709,1040,310,105,2163,555,808,312,110,1782,462,622,280,115,1473,30,21,4,9,70,4349,5489,1883,774,12495
LGA50250,0,0,0,0,0,0,0,0,0,3,4,0,3,0,8,9,11,0,0,23,10,36,15,9,71,19,29,9,3,62,42,75,48,6,170,57,81,43,7,187,33,34,7,12,85,0,0,0,0,4,185,273,131,42,627
LGA50280,13,5,3,0,18,12,15,3,0,36,92,65,28,7,191,89,116,48,7,256,88,133,38,7,273,74,103,38,7,218,105,135,46,6,292,58,82,26,8,172,99,164,55,6,324,5,4,3,0,15,653,836,287,52,1825
LGA50350,5,4,0,0,13,19,6,4,0,23,59,48,8,6,124,73,65,20,15,174,120,87,29,8,247,89,94,35,4,222,152,185,47,5,393,123,209,48,17,392,83,69,29,4,179,8,4,0,0,10,729,787,222,65,1797
LGA50420,43,44,11,7,102,75,51,22,6,153,355,222,67,23,667,354,294,82,26,757,437,414,93,29,968,362,375,95,25,858,608,715,167,36,1527,618,897,216,60,1794,309,283,90,37,721,13,24,0,5,44,3246,3355,866,254,7722
LGA50490,31,22,8,4,70,56,44,13,8,124,201,147,57,30,433,186,185,56,22,447,258,229,67,22,583,211,181,47,26,466,299,277,90,28,699,250,310,85,36,684,166,152,58,33,408,11,9,10,4,25,1727,1588,509,226,4047
LGA50560,0,0,0,0,0,4,0,0,0,9,7,0,3,3,17,10,6,4,0,20,6,7,4,0,20,6,0,3,0,7,7,7,0,0,17,3,5,0,0,8,14,18,4,0,43,0,0,0,0,0,72,43,26,9,150
LGA50630,0,0,0,0,0,0,0,0,0,0,0,3,6,5,7,9,7,6,3,18,11,8,3,0,21,0,5,5,0,14,12,12,9,3,36,6,17,3,0,36,15,15,8,3,39,0,0,0,0,0,64,72,32,13,186
LGA50770,3,5,0,0,3,5,0,0,0,6,5,7,0,0,12,10,13,6,0,26,9,11,7,3,28,4,10,5,0,16,8,5,6,0,23,5,4,8,0,17,12,9,8,0,37,0,0,0,0,0,49,70,41,10,172
LGA50840,0,0,0,0,4,0,0,3,0,12,22,15,8,0,46,14,24,6,6,56,32,38,13,3,78,19,24,15,5,65,26,34,21,3,80,18,17,18,4,53,25,36,14,17,90,3,0,0,0,3,159,191,91,33,486
LGA50910,0,0,0,0,0,0,0,0,0,0,5,5,0,0,9,3,13,3,0,17,5,8,0,0,10,4,0,3,0,9,3,3,0,0,9,3,0,0,0,13,6,5,0,0,22,0,0,0,0,0,29,38,12,5,84
LGA50980,10,17,7,3,37,11,3,4,3,25,29,27,20,12,92,34,45,20,5,104,74,66,34,11,187,72,74,24,13,181,109,161,60,16,348,101,144,69,11,335,64,117,45,33,255,14,10,0,0,25,530,688,299,112,1634
LGA51080,0,0,0,0,0,0,0,0,0,3,0,3,4,0,12,4,4,0,0,7,8,3,3,0,15,3,0,3,0,12,0,5,0,0,13,5,3,5,0,16,9,10,3,0,16,0,0,0,6,7,34,34,29,8,107
LGA51120,0,0,0,0,0,0,3,0,0,4,3,0,0,0,11,3,3,3,0,9,3,7,6,0,22,0,0,0,0,4,0,3,0,0,12,5,4,3,0,11,3,10,8,0,21,0,0,0,0,3,25,41,26,4,94
LGA51190,21,13,6,0,45,37,16,6,3,57,138,88,36,19,274,141,151,40,27,359,145,169,58,16,391,131,154,50,18,352,159,259,71,13,504,135,184,70,22,412,138,179,57,13,387,3,3,5,5,18,1068,1232,396,131,2834
LGA51260,24,18,3,0,46,32,18,5,0,60,152,139,36,19,340,197,189,75,19,479,179,283,105,28,592,198,239,94,22,548,214,348,131,18,716,194,305,132,36,666,255,346,148,38,788,14,15,6,4,37,1474,1911,737,196,4315
LGA51310,6,7,0,0,11,7,11,6,0,17,42,25,12,0,73,51,49,10,0,115,74,86,27,5,189,85,95,37,7,228,186,257,64,14,516,571,1305,551,94,2521,93,166,81,23,362,11,9,3,0,23,1145,2005,788,147,4088
LGA51330,78,50,25,6,163,114,100,30,25,270,527,443,125,72,1160,590,606,162,54,1412,655,770,239,70,1730,503,685,178,37,1401,764,1089,339,71,2264,770,1297,425,94,2587,436,540,208,82,1263,15,22,4,0,41,4580,5713,1769,539,12600
LGA51400,9,9,0,0,19,14,9,4,0,33,61,42,26,12,137,68,86,44,5,207,110,160,62,17,347,103,142,54,18,319,152,209,83,10,452,123,183,69,24,405,129,178,87,33,428,4,12,0,0,20,799,1036,436,124,2395
LGA51470,0,0,0,0,0,0,5,0,0,5,3,0,0,0,3,3,5,0,0,9,0,3,0,0,4,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,4,0,15,0,0,0,0,0,12,24,3,4,45
LGA51540,6,0,4,3,8,10,4,4,4,14,14,12,0,0,29,12,19,8,3,42,22,28,5,0,58,19,24,8,0,51,16,34,16,7,68,21,20,4,0,48,22,28,12,7,63,5,3,0,0,3,142,183,63,23,408
LGA51610,0,0,0,0,0,0,0,0,0,0,3,5,0,0,7,3,5,4,0,16,0,14,9,5,23,9,11,4,0,21,13,16,9,0,32,16,15,7,7,36,16,14,4,0,34,0,0,0,0,3,60,70,38,5,179
LGA51680,0,0,0,0,0,7,4,0,0,9,18,17,7,10,49,25,14,11,12,59,33,29,9,3,76,33,24,20,11,89,58,54,29,5,144,48,56,26,8,136,59,65,21,11,153,0,4,0,0,3,285,270,123,58,738
LGA51710,0,0,0,0,0,0,0,0,0,0,3,0,6,0,10,5,8,3,0,15,9,3,6,3,20,5,6,0,0,18,9,12,7,0,32,8,12,9,0,31,5,6,7,3,21,0,0,0,0,0,51,59,28,12,149
LGA51750,5,5,0,0,6,4,4,0,0,6,14,12,0,0,28,31,6,3,0,39,32,23,4,0,59,20,27,6,3,56,62,69,25,0,156,205,334,168,22,723,33,46,23,0,114,4,0,0,0,3,417,531,235,34,1210
LGA51820,62,47,13,8,134,82,70,22,9,188,464,363,97,39,966,604,568,168,52,1396,824,989,293,81,2182,775,952,254,56,2031,1165,1537,405,77,3191,1075,1636,562,118,3393,599,747,309,81,1732,39,32,9,0,82,5778,6994,2147,543,15467
LGA51860,3,0,0,0,3,5,0,0,0,4,3,5,3,0,14,5,0,5,0,12,3,4,5,0,14,6,0,0,0,7,3,0,5,0,9,0,0,5,0,3,4,6,3,5,14,0,0,0,0,0,31,21,19,3,77
LGA51890,13,3,0,0,23,7,14,3,3,24,32,26,12,3,76,38,39,16,0,97,33,44,19,6,102,32,48,21,3,108,49,57,25,6,143,35,46,18,5,105,43,49,30,11,132,0,0,0,0,7,297,330,152,46,831
LGA51960,4,0,0,0,3,0,3,0,0,3,8,9,5,0,20,9,3,0,0,19,14,15,8,0,39,12,15,8,0,31,18,24,12,6,54,20,24,6,4,58,12,10,6,7,37,6,4,0,0,3,111,108,41,18,286
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,3,0,15,5,3,0,0,12,0,5,0,0,14,3,4,0,0,3,0,0,0,0,0,4,9,3,5,13,0,0,0,0,0,21,34,7,9,69
LGA52100,0,0,0,0,0,4,0,0,0,3,7,0,0,0,7,0,0,5,0,10,7,3,4,0,15,4,6,0,3,13,3,0,10,0,16,3,3,0,0,10,0,4,13,0,22,0,0,0,0,0,34,24,32,10,99
LGA52170,0,0,0,0,3,3,0,0,0,3,6,3,0,0,4,4,11,0,0,14,19,8,5,0,32,19,19,9,4,44,36,33,5,3,79,187,273,157,25,638,23,42,24,9,106,3,0,0,0,4,302,393,201,49,942
LGA52240,3,0,0,0,0,0,0,0,0,0,7,10,3,0,13,11,6,0,0,20,5,8,5,0,14,6,3,0,0,13,4,3,0,0,11,6,7,4,0,15,4,11,3,0,20,0,0,0,0,0,38,48,16,8,113
LGA52310,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,6,8,0,0,14,4,3,0,0,4,3,5,0,0,9,6,0,0,0,7,0,6,0,0,6,4,6,5,3,24,0,0,0,0,0,33,27,19,4,82
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
LGA52450,0,0,0,0,0,0,0,0,0,6,3,8,0,0,12,8,9,8,0,21,5,9,5,0,21,3,4,7,0,15,3,7,9,4,19,4,6,0,0,16,7,10,7,0,24,3,0,0,0,3,42,55,37,14,145
LGA52520,0,0,0,0,5,0,0,0,0,3,4,9,0,4,16,4,7,3,0,19,13,3,4,0,21,9,3,0,0,14,7,10,4,0,21,3,10,9,5,24,3,12,11,0,25,0,0,0,0,0,48,61,31,7,150
LGA52590,0,0,0,0,3,3,0,0,0,3,8,4,3,4,20,10,11,6,3,31,9,20,4,0,39,5,11,8,0,25,16,26,6,0,45,12,10,9,0,33,23,24,13,3,60,3,0,0,0,3,96,110,50,11,266
LGA52660,3,0,4,0,12,14,7,5,0,27,58,30,14,8,115,83,81,29,10,202,96,116,35,19,264,76,122,39,20,255,114,142,61,21,342,87,104,46,14,247,92,111,55,24,279,4,5,3,0,10,627,722,299,105,1754
LGA52730,0,0,4,0,3,16,6,7,0,28,29,20,13,5,69,28,31,20,9,79,15,26,15,0,59,25,41,7,9,82,25,26,8,7,68,22,35,13,0,70,30,36,25,9,94,0,0,0,0,3,197,222,106,36,561
LGA52800,29,14,13,7,59,12,16,13,9,50,17,15,17,13,59,10,16,7,8,34,12,14,7,4,40,4,10,3,6,27,22,20,11,5,47,12,5,5,3,24,26,21,23,13,80,11,4,3,3,23,196,166,107,67,527
LGA52870,3,0,4,0,9,3,6,0,0,12,23,22,15,7,63,17,27,18,4,65,21,44,13,8,82,29,41,9,5,81,29,36,16,9,89,24,36,15,8,87,36,37,16,9,105,0,0,0,0,0,206,248,108,42,603
LGA52940,3,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,5,0,0,12,0,11,0,6,0,0,9,0,4,3,0,4,0,5,0,0,4,4,12,8,0,23,0,0,0,0,0,18,21,29,4,70
LGA53010,0,0,0,0,0,0,3,0,0,4,3,7,3,0,11,3,3,4,0,12,0,0,0,0,5,0,3,0,0,7,5,0,0,0,7,4,4,0,0,6,4,5,0,0,12,0,0,0,0,0,23,27,21,0,65
LGA53080,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,4,9,0,0,0,0,0,11,12,4,4,27
LGA53150,0,0,0,0,0,0,3,0,0,3,17,8,0,0,21,15,9,6,0,34,26,27,14,0,66,23,35,5,5,68,53,71,23,0,149,145,263,90,19,522,37,46,22,9,112,0,0,0,0,4,320,470,168,35,987
LGA53220,4,4,10,3,25,4,6,0,3,16,9,12,5,10,32,18,11,5,3,36,23,19,7,8,53,23,29,9,3,69,32,53,24,13,120,62,72,35,17,184,19,33,16,8,82,3,0,0,0,3,208,249,122,65,643
LGA53290,4,0,6,5,12,11,5,0,0,16,52,39,16,9,114,60,70,31,10,170,71,83,36,8,202,51,71,30,8,151,60,97,47,11,215,60,82,24,10,176,84,103,51,26,260,7,5,0,0,19,473,570,241,89,1364
LGA53360,0,0,0,0,3,0,3,0,0,8,12,6,4,0,22,16,17,4,0,39,14,16,11,0,41,14,23,7,0,46,11,23,7,3,46,13,19,9,0,41,16,37,9,0,69,0,0,0,0,0,110,142,51,6,311
LGA53430,21,10,0,5,34,20,8,7,0,33,89,38,11,4,147,96,75,16,0,185,130,122,38,11,300,148,130,30,3,309,232,278,65,11,597,390,521,161,20,1094,123,148,44,14,326,6,7,4,0,18,1278,1357,371,76,3076
LGA53570,5,0,3,0,8,5,6,0,0,7,13,9,10,5,33,26,18,7,5,58,22,36,9,0,66,17,27,10,3,57,22,33,7,3,61,15,20,9,0,43,48,38,30,6,122,0,4,5,0,6,181,180,84,35,482
LGA53640,0,0,0,0,0,4,5,0,0,12,8,9,4,0,20,5,3,3,0,10,6,17,6,0,23,3,3,7,0,11,4,8,5,0,18,8,7,4,0,17,6,13,7,5,29,0,0,0,0,0,47,61,28,8,145
LGA53710,0,0,0,0,0,0,0,5,0,6,5,5,6,0,11,5,5,10,0,10,3,3,0,0,12,5,0,0,0,8,0,4,6,0,13,3,4,5,0,13,4,8,5,4,19,0,0,0,0,0,28,29,28,4,93
LGA53780,117,98,66,28,308,188,161,84,51,489,771,712,263,168,1919,815,885,327,177,2201,941,1073,405,157,2572,732,918,265,100,2010,888,1169,420,137,2613,653,1099,402,136,2296,597,773,311,156,1837,45,41,13,13,117,5892,7049,2631,1175,16749
LGA53800,19,12,6,3,39,28,17,5,5,64,118,92,41,20,272,173,142,57,32,405,198,241,98,33,567,171,222,91,27,511,236,298,129,39,701,204,233,109,29,584,232,287,118,42,679,9,8,0,0,23,1424,1577,664,239,3905
LGA53920,18,9,8,4,36,12,7,9,0,26,16,19,4,9,50,7,7,3,7,22,5,6,3,3,13,7,5,0,3,15,3,0,0,0,9,0,3,0,0,3,12,4,4,11,29,8,9,0,0,17,128,82,44,45,294
LGA53990,6,10,4,5,27,14,11,3,0,33,115,68,45,15,240,147,134,73,23,375,164,244,102,28,540,120,212,72,16,424,181,302,112,35,623,170,233,95,34,538,195,239,104,54,588,11,7,8,0,30,1154,1471,616,213,3449
LGA54060,0,0,0,0,3,0,0,0,0,3,10,9,5,0,24,18,9,0,0,36,8,23,9,0,44,5,8,9,0,30,22,25,6,3,54,14,19,5,3,43,30,28,21,0,83,3,0,0,0,8,121,127,53,12,316
LGA54130,0,0,0,0,0,0,0,4,0,7,4,10,5,0,13,0,17,3,0,21,0,4,6,0,7,0,3,5,0,5,0,6,4,0,16,11,7,3,0,16,8,12,14,4,26,0,0,0,0,0,26,58,35,3,123
LGA54170,63,42,19,12,125,88,53,24,4,172,472,303,119,31,922,581,603,206,52,1441,883,1029,329,74,2315,950,1170,343,57,2525,1560,2446,678,130,4811,1934,3659,1158,235,6992,872,1227,493,115,2711,65,67,19,10,151,7552,10670,3404,720,22347
LGA54200,18,18,0,7,46,45,32,10,8,91,226,178,67,30,502,256,312,105,29,706,388,425,167,46,1021,318,431,160,45,957,474,685,265,56,1479,493,707,282,75,1558,341,361,169,62,927,22,25,0,0,52,2610,3191,1249,357,7406
LGA54280,0,3,3,0,13,22,5,0,3,33,45,35,12,6,101,82,88,29,10,212,157,162,54,27,398,134,154,58,26,376,258,315,128,38,737,322,399,179,56,963,149,150,86,45,434,3,17,5,3,33,1188,1343,562,225,3319
LGA54310,3,0,0,0,3,6,5,0,0,10,26,20,8,6,61,51,46,17,7,126,95,83,48,13,240,78,99,52,17,243,161,244,107,27,533,302,521,228,66,1113,102,146,58,20,324,4,9,0,0,17,835,1174,525,155,2696
LGA54340,4,5,3,0,13,12,3,0,5,22,21,12,9,9,47,25,14,13,4,56,18,22,3,5,53,22,18,6,5,47,4,17,4,0,31,8,16,4,9,32,13,21,14,12,57,0,0,0,0,5,130,135,61,48,373
LGA54410,4,0,0,0,3,0,0,0,0,3,5,3,0,0,12,0,4,6,3,11,3,0,0,0,16,6,4,3,0,9,4,3,0,0,8,0,7,0,0,5,4,3,3,0,13,4,0,0,0,4,40,27,14,11,92
LGA54480,0,0,0,0,0,0,0,0,0,0,3,5,0,0,7,3,3,4,0,8,5,9,0,3,11,0,4,5,0,5,3,3,4,0,9,4,0,6,0,11,4,7,5,0,12,0,0,0,0,0,19,33,13,5,69
LGA54550,3,0,0,0,0,3,0,0,0,6,7,8,8,0,22,9,13,7,3,26,10,13,8,0,34,9,10,4,0,18,12,9,6,0,32,8,8,8,0,23,10,14,8,0,36,0,0,0,0,3,68,83,52,9,206
LGA54620,0,0,0,0,0,0,0,0,0,4,0,0,4,0,6,0,0,0,0,6,0,3,0,0,5,6,0,6,0,8,5,5,0,0,11,0,4,3,0,8,6,10,4,0,23,0,0,0,0,0,25,26,16,4,71
LGA54690,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,6,0,0,0,0,0,0,4,0,0,4,0,0,3,0,4,3,3,0,0,9,0,0,0,0,4,0,0,0,0,0,8,14,10,0,35
