LGA_CODE_2021,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_SDRTHT1S_NPUR_1,C11_SDRTHT1S_NPUR_2,C11_SDRTHT1S_NPUR_3,C11_SDRTHT1S_NPUR_4,C11_SDRTHT1S_NPUR_5,C11_SDRTHT1S_NPUR_6mor,C11_SDRTHT1S_Tot,C11_SDRTHT2S_NPUR_1,C11_SDRTHT2S_NPUR_2,C11_SDRTHT2S_NPUR_3,C11_SDRTHT2S_NPUR_4,C11_SDRTHT2S_NPUR_5,C11_SDRTHT2S_NPUR_6mor,C11_SDRTHT2S_Tot,C11_SDRTHT_NPUR_1,C11_SDRTHT_NPUR_2,C11_SDRTHT_NPUR_3,C11_SDRTHT_NPUR_4,C11_SDRTHT_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_SDRTHT_Tot,C11_F_a_1_2SB_NPUR_1,C11_F_a_1_2SB_NPUR_2,C11_F_a_1_2SB_NPUR_3,C11_F_a_1_2SB_NPUR_4,C11_F_a_1_2SB_NPUR_5,C11_F_a_1_2SB_NPUR_6mor,C11_F_a_1_2SB_Tot,C11_F_a_I_a_3SB_NPUR_1,C11_F_a_I_a_3SB_NPUR_2,C11_F_a_I_a_3SB_NPUR_3,C11_F_a_I_a_3SB_NPUR_4,C11_F_a_I_a_3SB_NPUR_5,C11_F_a_I_a_3SB_NPUR_6mor,C11_F_a_In_a_3SB_Tot,C11_F_a_4_8SB_NPUR_1,C11_F_a_4_8SB_NPUR_2,C11_F_a_4_8SB_NPUR_3,C11_F_a_4_8SB_NPUR_4,C11_F_a_4_8SB_NPUR_5,C11_F_a_4_8SB_NPUR_6mor,C11_F_a_4_8SB_Tot,C11_F_a_9mor_s_b_NPUR_1,C11_F_a_9mor_s_b_NPUR_2,C11_F_a_9mor_s_b_NPUR_3,C11_F_a_9mor_s_b_NPUR_4,C11_F_a_9mor_s_b_NPUR_5,C11_F_a_9m_s_b_NPUR_6mor,C11_F_a_9mor_st_bl_Tot,C11_F_a_AH_NPUR_1,C11_F_a_AH_NPUR_2,C11_F_a_AH_NPUR_3,C11_F_a_AH_NPUR_4,C11_F_a_AH_NPUR_5,C11_F_a_AH_NPUR_6mor,C11_F_a_AH_Tot,C11_F_a_Tot_NPUR_1,C11_F_a_Tot_NPUR_2,C11_F_a_Tot_NPUR_3,C11_F_a_Tot_NPUR_4,C11_F_a_Tot_NPUR_5,C11_F_a_Tot_NPUR_6mor,C11_F_a_Tot_Tot,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mor,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mor,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_Tot,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_Tot_Tot,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_Tot,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_Tot_Tot,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_SDRTHT1S_NPUR_1,C16_SDRTHT1S_NPUR_2,C16_SDRTHT1S_NPUR_3,C16_SDRTHT1S_NPUR_4,C16_SDRTHT1S_NPUR_5,C16_SDRTHT1S_NPUR_6mor,C16_SDRTHT1S_Tot,C16_SDRTHT2S_NPUR_1,C16_SDRTHT2S_NPUR_2,C16_SDRTHT2S_NPUR_3,C16_SDRTHT2S_NPUR_4,C16_SDRTHT2S_NPUR_5,C16_SDRTHT2S_NPUR_6mor,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_NPUR_1,C16_SDRTHT_Tot_NPUR_2,C16_SDRTHT_Tot_NPUR_3,C16_SDRTHT_Tot_NPUR_4,C16_SDRTHT_Tot_NPUR_5,C16_SDRTHT_Tot_NPUR_6mor,C16_SDRTHT_Tot_Tot,C16_F_a_1_2SB_NPUR_1,C16_F_a_1_2SB_NPUR_2,C16_F_a_1_2SB_NPUR_3,C16_F_a_1_2SB_NPUR_4,C16_F_a_1_2SB_NPUR_5,C16_F_a_1_2SB_NPUR_6mor,C16_F_a_1_2SB_Tot,C16_F_a_I_a_3SB_NPUR_1,C16_F_a_I_a_3SB_NPUR_2,C16_F_a_I_a_3SB_NPUR_3,C16_F_a_I_a_3SB_NPUR_4,C16_F_a_I_a_3SB_NPUR_5,C16_F_a_I_a_3SB_NPUR_6mor,C16_F_a_In_a_3_st_b_Tot,C16_F_a_4_8SB_NPUR_1,C16_F_a_4_8SB_NPUR_2,C16_F_a_4_8SB_NPUR_3,C16_F_a_4_8SB_NPUR_4,C16_F_a_4_8SB_NPUR_5,C16_F_a_4_8SB_NPUR_6mor,C16_F_a_4_8SB_Tot,C16_F_a_9mor_s_b_NPUR_1,C16_F_a_9mor_s_b_NPUR_2,C16_F_a_9mor_s_b_NPUR_3,C16_F_a_9mor_s_b_NPUR_4,C16_F_a_9mor_s_b_NPUR_5,C16_F_a_9m_s_b_NPUR_6mor,C16_F_a_9mor_st_bl_Tot,C16_F_a_AH_NPUR_1,C16_F_a_AH_NPUR_2,C16_F_a_AH_NPUR_3,C16_F_a_AH_NPUR_4,C16_F_a_AH_NPUR_5,C16_F_a_AH_NPUR_6mor,C16_F_a_AH_Tot,C16_F_a_Tot_NPUR_1,C16_F_a_Tot_NPUR_2,C16_F_a_Tot_NPUR_3,C16_F_a_Tot_NPUR_4,C16_F_a_Tot_NPUR_5,C16_F_a_Tot_NPUR_6mor,C16_F_a_Tot_Tot,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mor,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mor,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4
LGA58760,6290,13907,8451,10010,4241,2270,45170,1126,1067,318,259,105,39,2913,130,218,92,82,34,17,573,1258,1282,415,337,138,61,3482,425,246,68,20,17,10,773,0,0,0,0,0,0,0,17,23,0,0,0,0,43,..,..,..,..,..,..,..,57,41,17,11,4,5,128,498,305,86,29,16,15,950,179,80,5,3,0,0,274,4,0,0,0,0,0,4,0,0,0,0,0,0,0,183,82,5,0,0,0,277,0,0,0,0,0,0,4,8232,15574,8950,10385,4398,2339,49880,7864,16363,10767,12183,5049,2663,54881,2120,1998,748,485,166,82,5599,199,225,105,66,28,15,645,2319,2223,852,554,191,100,6239,37,27,12,3,0,0,80,12,14,8,0,0,0,40,5,5,0,0,0,0,3,..,..,..,..,..,..,..,0,0,0,0,0,0,4,55,49,17,4,4,0,126,105,30,4,5,0,0,144,0,0,0,3,0,5,7,0,8,5,0
LGA58820,263,487,165,183,91,32,1216,61,19,4,3,0,0,89,0,0,0,0,0,0,0,61,17,4,3,0,0,88,5,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,5,6,0,0,0,0,11,9,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,19,0,0,0,0,0,0,0,340,515,174,185,93,32,1338,297,511,209,167,86,55,1320,10,10,0,0,0,0,29,0,0,0,0,0,0,0,10,10,0,0,0,0,31,38,13,0,0,4,0,58,0,0,0,0,0,0,5,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,41,14,0,0,4,0,66,5,0,0,3,0,0,17,0,4,3,0,0,0,5,0,3,0,0
LGA58890,83,137,39,39,26,10,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,4,0,4,4,0,0,12,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,6,0,0,0,0,7,0,0,0,0,0,0,0,88,141,44,43,26,10,351,106,132,29,30,24,3,327,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59030,32,38,10,13,9,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,38,10,13,9,0,97,21,32,9,12,0,4,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59100,66,118,40,27,15,12,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,77,117,36,27,15,12,291,78,110,24,25,12,9,266,5,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59170,76,162,50,33,22,3,351,7,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,89,169,52,33,22,6,366,72,141,44,45,28,9,338,9,0,0,0,0,0,11,0,0,0,0,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59250,15,23,10,7,3,22,83,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,4,4,0,0,0,0,14,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,3,26,31,14,9,5,25,108,28,21,7,13,3,15,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
LGA59310,134,188,77,68,26,17,503,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,0,3,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,32,0,3,0,0,4,37,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,8,9,4,0,0,0,0,11,0,0,0,0,0,0,0,172,196,80,66,27,19,556,159,201,61,74,32,6,528,10,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
LGA59320,35,56,23,26,9,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,55,28,26,9,0,157,38,58,18,22,16,3,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
LGA59330,66,75,21,20,14,3,203,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,6,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,81,21,20,14,3,221,94,70,18,19,12,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59340,282,517,243,258,140,177,1612,52,45,15,6,7,5,129,12,7,3,0,0,0,23,63,52,17,7,8,5,151,46,35,10,4,0,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,45,35,10,4,0,5,96,126,150,20,12,4,3,309,15,10,0,3,0,0,35,14,12,6,10,0,0,45,157,177,24,16,4,7,385,3,7,0,0,0,5,16,558,783,292,293,152,194,2262,272,467,267,240,135,131,1516,69,61,23,15,3,6,179,9,7,5,3,0,0,32,83,68,29,12,3,6,209,39,34,12,6,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,39,34,12,6,0,0,84,127,81,3,8,5,0,220,14,5,6,6,0,0,29,22,38,16,9
LGA59350,9,17,4,8,0,9,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,17,21,4,8,0,9,54,22,14,7,4,0,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0
LGA59360,114,150,63,66,26,13,423,25,6,0,0,0,0,36,0,0,0,0,0,0,0,25,6,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,4,4,4,0,0,0,0,14,0,0,0,0,0,0,4,142,162,63,64,26,11,477,123,153,42,39,16,5,382,10,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0
LGA59370,307,548,146,161,73,31,1256,24,11,3,0,0,0,35,0,11,0,0,0,0,11,25,17,3,0,0,0,46,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,3,0,0,0,0,3,8,0,0,0,0,0,14,3,0,0,0,0,0,3,0,0,0,0,0,0,4,5,0,0,0,0,0,5,5,3,0,0,0,0,10,0,4,0,0,0,0,4,347,569,150,163,73,30,1331,356,559,165,111,71,25,1290,26,13,0,0,0,0,44,0,4,0,0,0,0,5,25,15,0,0,0,0,45,20,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,20,6,0,0,0,0,26,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,748,1016,288,242,92,42,2417,35,9,0,0,0,0,51,5,14,3,0,0,0,22,46,26,3,0,0,0,75,22,8,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,22,8,0,0,0,0,29,24,11,0,4,0,0,36,5,3,0,0,0,0,7,4,0,0,0,0,0,11,36,16,0,4,0,0,52,0,0,0,0,0,0,0,848,1068,297,246,88,42,2586,814,1039,262,216,70,37,2434,41,11,4,0,0,0,52,0,0,0,0,0,0,0,37,7,4,0,0,0,51,17,0,0,0,0,0,26,0,0,0,0,0,0,3,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,23,3,0,0,0,0,26,27,9,0,4,0,0,35,4,0,0,0,0,0,4,0,3,0,0
LGA60410,834,1637,920,854,409,179,4839,48,34,10,6,0,3,95,0,0,0,0,0,0,0,48,34,10,6,0,3,95,168,139,56,13,3,6,382,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,0,4,5,6,0,0,17,170,147,56,14,3,8,396,0,4,3,4,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,0,0,12,0,0,0,0,0,0,0,1058,1816,997,880,410,186,5346,984,1721,1037,932,365,171,5206,40,15,9,4,0,0,76,4,4,3,0,0,0,12,46,25,17,4,0,0,91,250,186,48,23,4,4,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,250,186,48,23,4,4,515,4,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0
LGA60610,1646,2528,1077,960,383,185,6774,197,65,16,0,3,0,287,17,15,7,0,0,0,39,212,72,28,3,5,0,327,276,93,20,0,0,0,385,17,7,0,0,0,0,23,35,21,3,0,0,0,56,..,..,..,..,..,..,..,15,8,0,0,0,0,24,341,120,24,0,0,0,488,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,11,4,0,0,0,24,13,11,4,0,0,0,29,0,0,0,0,0,0,0,2213,2728,1124,970,389,186,7619,1836,2539,1031,896,349,158,6809,320,84,15,7,0,0,427,68,23,4,6,0,0,94,386,104,24,6,0,0,518,54,16,0,6,0,0,75,34,0,0,0,0,0,34,42,17,3,0,0,0,64,..,..,..,..,..,..,..,0,0,0,0,0,0,0,127,33,3,9,0,0,172,5,0,0,0,0,0,9,0,0,0,0,0,0,0,7,4,0,0
LGA60810,1612,2933,1117,1101,428,178,7363,124,74,11,9,3,0,219,3,0,0,0,0,0,5,127,75,12,9,3,0,222,420,129,31,10,0,0,591,0,0,0,0,0,0,0,4,5,0,0,0,0,9,..,..,..,..,..,..,..,5,5,0,0,0,0,6,425,134,31,10,0,0,602,51,21,3,0,0,0,80,0,0,0,0,0,0,0,3,7,0,0,4,0,11,57,30,5,0,4,0,97,0,0,0,0,0,0,0,2222,3173,1166,1115,436,181,8286,1820,3113,1097,990,396,174,7590,459,122,19,12,0,0,615,21,7,0,0,0,0,26,472,128,19,5,0,0,635,63,9,5,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,5,0,0,0,0,0,5,61,9,5,0,0,0,77,59,24,4,0,0,0,85,0,5,0,0,0,0,5,6,9,6,0
LGA61010,236,345,83,82,38,18,799,12,14,16,7,4,3,59,11,14,0,5,0,0,26,20,30,17,17,6,3,86,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,9,12,8,4,0,0,0,22,0,0,0,0,0,0,0,266,380,100,97,42,26,907,298,360,80,73,34,21,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA61210,622,1030,396,407,204,103,2756,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,4,128,37,6,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,6,0,0,0,0,0,4,132,41,6,0,0,0,175,3,0,0,0,0,0,10,0,0,0,0,0,0,9,10,6,4,10,0,0,18,15,8,4,5,0,0,30,0,0,0,0,0,0,0,767,1079,400,410,210,103,2969,752,1054,386,363,176,95,2828,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,47,6,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,49,6,0,0,0,0,56,0,3,0,0,0,0,9,0,6,0,0,0,0,5,7,0,4,0
LGA61410,3911,6624,3027,2784,1021,415,17780,498,246,46,24,6,8,832,110,83,21,9,0,0,230,614,325,68,40,9,7,1064,554,250,63,18,0,0,886,27,7,0,0,0,0,31,0,0,0,0,0,0,0,..,..,..,..,..,..,..,4,4,0,0,0,0,17,579,255,65,22,4,0,927,29,4,0,3,0,0,40,4,0,0,0,0,0,7,6,4,9,0,3,0,19,39,14,10,6,0,0,70,0,0,3,0,0,0,4,5146,7219,3172,2844,1034,430,19844,4860,7232,3095,2957,1081,413,19638,443,157,33,14,0,0,647,154,73,11,16,0,0,258,599,228,47,27,7,0,901,200,74,16,3,3,0,299,50,23,5,0,0,0,82,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,250,97,18,4,3,0,382,32,21,0,3,0,0,62,0,0,0,0,0,0,4,11,9,3,0
LGA61510,791,1259,561,547,204,107,3461,27,11,5,4,0,0,47,0,0,3,0,0,0,3,27,13,3,5,0,0,57,94,29,4,4,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,4,94,27,4,4,0,0,131,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,3,4,6,0,0,15,10,6,4,6,0,0,20,0,0,0,0,0,0,0,919,1298,573,560,209,108,3673,908,1308,554,491,209,96,3576,73,12,3,0,0,3,94,17,4,4,0,0,0,23,88,15,3,0,3,3,117,43,16,3,4,3,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,43,16,3,4,3,0,75,13,0,6,0,0,0,13,0,0,0,0,0,0,0,3,5,0,0
