LGA_CODE_2021,C16_CFNC_BF_4000more,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_Neg_ni_inc,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_399,C16_CFNC_BPT_400_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_1249,C16_CFNC_BPT_1250_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000more,C16_CFNC_BPT_Ns,C16_CFNC_BPT_Tot,C16_CFNC_1F1P_Neg_ni_inc,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_399,C16_CFNC_1F1P_400_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_1249,C16_CFNC_1F1P_1250_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000more,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_Tot,C16_CFNC_1E1A_Neg_ni_inc,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_399,C16_CFNC_1E1A_400_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_1249,C16_CFNC_1E1A_1250_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000more,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_Tot,C16_CFNC_1F1NW_Neg_ni_inc,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_399,C16_CFNC_1F1NW_400_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_1249,C16_CFNC_1F1NW_1250_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000more,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_Neg_ni_inc,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_399,C16_CFNC_1P1NW_400_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_1249,C16_CFNC_1P1NW_1250_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000more,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_Neg_ni_inc,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_399,C16_CFNC_1A1NW_400_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_1249,C16_CFNC_1A1NW_1250_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000more,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_Tot,C16_CFNC_BA_Neg_ni_inc,C16_CFNC_BA_1_149,C16_CFNC_BA_150_399,C16_CFNC_BA_400_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_1249,C16_CFNC_BA_1250_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000more,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_Neg_ni_inc,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_399,C16_CFNC_BNW_400_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_1249,C16_CFNC_BNW_1250_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000more,C16_CFNC_BNW_Ns,C16_CFNC_BNW_Tot,C16_CFNC_LFns_Neg_ni_inc,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_399,C16_CFNC_LFns_400_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_1249,C16_CFNC_LFns_1250_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000more,C16_CFNC_LFns_Ns,C16_CFNC_LFns_Tot,C16_CFNC_Tot_Neg_ni_inc,C16_CFNC_Tot_1_149,C16_CFNC_Tot_150_399,C16_CFNC_Tot_400_649,C16_CFNC_Tot_650_799,C16_CFNC_Tot_800_1249,C16_CFNC_Tot_1250_1999,C16_CFNC_Tot_2000_2499,C16_CFNC_Tot_2500_2999,C16_CFNC_Tot_3000_3999,C16_CFNC_Tot_4000more,C16_CFNC_Tot_Ns,C16_CFNC_Tot_Tot,C16_CFC_BFT_Neg_ni_inc,C16_CFC_BFT_1_149,C16_CFC_BFT_150_399,C16_CFC_BFT_400_649,C16_CFC_BFT_650_799,C16_CFC_BFT_800_1249,C16_CFC_BFT_1250_1999,C16_CFC_BFT_2000_2499,C16_CFC_BFT_2500_2999,C16_CFC_BFT_3000_3999,C16_CFC_BFT_4000more,C16_CFC_BFT_Ns,C16_CFC_BFT_Tot,C16_CFC_BPT_Neg_ni_inc,C16_CFC_BPT_1_149,C16_CFC_BPT_150_399,C16_CFC_BPT_400_649,C16_CFC_BPT_650_799,C16_CFC_BPT_800_1249,C16_CFC_BPT_1250_1999,C16_CFC_BPT_2000_2499,C16_CFC_BPT_2500_2999,C16_CFC_BPT_3000_3999,C16_CFC_BPT_4000more,C16_CFC_BPT_Ns,C16_CFC_BPT_Tot,C16_CFC_1F1P_Neg_ni_inc,C16_CFC_1F1P_1_149,C16_CFC_1F1P_150_399,C16_CFC_1F1P_400_649,C16_CFC_1F1P_650_799,C16_CFC_1F1P_800_1249,C16_CFC_1F1P_1250_1999,C16_CFC_1F1P_2000_2499,C16_CFC_1F1P_2500_2999,C16_CFC_1F1P_3000_3999,C16_CFC_1F1P_4000more,C16_CFC_1F1P_Ns,C16_CFC_1F1P_Tot,C16_CF_1E1A_Neg_ni_inc,C16_CF_1E1A_1_149,C16_CF_1E1A_150_399,C16_CF_1E1A_400_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_1249,C16_CF_1E1A_1250_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000more,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot,C16_CF_1F1NW_Neg_ni_inc,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_399,C16_CF_1F1NW_400_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_1249,C16_CF_1F1NW_1250_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000more,C16_CF_1F1NW_Ns,C16_CF_1F1NW_Tot,C16_CF_1P1NW_Neg_ni_inc,C16_CF_1P1NW_1_149
LGA18050,1015,52,2698,0,0,0,7,20,86,118,36,19,31,34,3,357,0,0,0,3,0,43,233,178,125,117,210,8,907,0,0,0,0,0,8,18,19,19,33,47,7,153,0,0,5,11,13,61,121,108,56,68,110,10,563,3,6,8,45,30,92,73,43,22,22,32,17,391,0,0,5,4,0,9,21,0,3,8,3,3,53,0,0,0,0,0,0,3,11,5,8,19,7,50,55,22,16,115,171,197,212,75,50,49,69,42,1071,0,0,0,0,3,0,3,0,0,0,6,489,505,62,33,28,181,242,512,976,840,686,1013,1537,642,6757,0,0,0,4,0,9,63,100,115,277,877,134,1580,0,0,0,5,7,31,55,36,22,30,61,23,270,0,0,0,6,11,39,205,187,228,320,1045,169,2201,0,0,0,0,0,9,12,20,26,68,189,17,346,0,0,4,7,7,76,140,151,63,356,386,86,1279,0,0
LGA18100,10,0,103,0,0,0,0,4,5,5,0,0,0,0,0,20,0,0,5,0,3,9,25,10,8,9,9,3,75,0,0,0,0,0,0,4,0,4,0,0,0,9,0,0,0,0,3,11,11,0,0,0,0,0,35,0,4,0,3,9,6,5,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,29,87,40,22,6,0,0,0,12,203,0,0,0,4,0,0,0,0,0,0,0,20,23,4,9,12,44,111,87,101,33,23,20,20,46,501,0,0,0,0,0,4,13,15,9,9,12,0,68,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,3,0,18,35,17,16,9,10,15,123,0,0,0,3,0,4,5,0,4,0,0,4,18,0,0,0,0,5,7,11,0,0,5,0,5,38,0,0
LGA18200,8,4,148,0,0,0,3,8,10,6,4,0,0,0,0,37,0,0,0,0,0,12,34,14,10,7,4,3,96,0,0,0,0,0,3,5,0,3,0,0,0,20,0,0,0,4,0,22,18,7,3,5,3,0,63,0,0,0,9,8,15,9,6,3,0,3,3,52,0,0,0,4,3,0,0,0,0,0,0,0,11,0,0,0,4,0,3,0,4,0,6,0,3,15,9,5,4,44,99,59,31,3,7,7,0,19,292,0,0,0,0,0,0,0,0,0,0,0,51,53,13,7,13,73,125,144,156,78,39,45,22,87,785,4,0,0,0,0,12,28,24,23,24,22,20,159,0,0,0,0,0,5,8,0,0,0,0,3,22,0,0,0,5,0,28,47,34,22,24,18,30,208,0,0,0,0,0,3,8,14,8,5,0,0,37,0,0,0,0,0,17,43,9,3,9,0,8,84,0,0
LGA18250,713,31,1952,0,0,0,12,30,68,67,26,28,21,40,0,289,0,0,0,0,5,53,178,122,83,93,199,16,744,0,0,0,3,0,7,25,25,7,30,26,5,118,3,0,3,14,23,118,158,155,39,120,150,7,792,5,7,18,46,31,81,82,37,42,39,47,14,429,4,0,4,4,3,6,9,4,0,8,0,5,38,0,0,0,0,0,0,4,3,0,8,11,3,25,244,58,45,197,248,336,284,125,73,65,134,54,1865,0,0,0,0,3,0,0,3,0,0,3,459,472,256,69,68,291,351,679,944,750,564,871,1307,588,6736,6,4,0,5,8,24,124,167,204,411,1314,148,2405,3,0,0,11,13,37,68,41,35,40,63,26,339,0,0,6,4,17,68,269,213,276,339,1338,145,2664,0,0,0,0,0,5,24,38,53,80,199,23,420,4,0,3,17,41,148,373,401,114,554,644,103,2410,0,0
LGA18350,124,23,905,0,0,0,22,27,87,86,33,19,19,14,4,317,0,0,0,9,12,75,249,128,72,64,74,16,704,0,0,0,0,0,6,34,18,12,7,11,0,97,5,0,0,11,30,83,138,67,32,52,43,23,486,3,3,21,45,66,153,126,25,20,20,35,15,535,0,0,0,4,5,8,9,6,0,3,3,0,46,0,0,0,0,4,4,9,4,8,4,3,3,34,73,40,42,283,589,689,480,134,56,61,73,95,2609,0,0,0,6,13,3,14,4,0,0,3,379,423,86,47,67,389,755,1142,1342,622,355,387,386,565,6147,6,0,0,0,3,20,129,173,154,235,211,136,1068,0,0,0,9,9,49,68,44,17,18,10,18,237,0,0,4,4,12,85,418,331,262,210,216,144,1680,0,0,0,0,3,11,42,35,27,25,28,22,199,0,5,5,10,13,128,277,137,51,83,66,90,856,0,0
LGA18400,118,29,1018,0,0,0,10,11,39,37,17,5,7,4,0,138,0,4,0,6,5,50,207,118,102,57,50,13,610,0,0,0,3,0,15,23,24,16,18,4,4,115,0,0,0,14,14,123,173,81,21,33,24,15,499,0,0,13,41,34,96,59,19,3,3,6,13,291,0,0,0,3,10,9,17,10,0,4,0,5,52,0,0,0,3,0,3,7,3,3,3,0,6,35,53,19,24,211,451,357,181,38,19,7,9,67,1412,0,0,0,4,13,7,0,0,0,0,0,216,247,58,25,38,298,541,722,862,559,383,346,217,371,4428,0,0,0,0,4,20,160,284,262,480,433,172,1822,0,0,0,5,4,22,62,37,22,21,10,15,208,0,0,5,8,8,96,467,447,422,371,297,194,2305,0,0,0,0,0,7,49,69,62,69,48,26,334,3,0,3,18,12,156,367,225,97,132,93,112,1206,0,0
LGA18450,425,54,3441,0,5,8,36,58,174,200,86,40,30,20,8,654,0,0,0,7,13,210,752,426,325,211,178,44,2178,0,0,3,5,4,35,103,74,64,44,30,12,373,7,0,9,55,74,383,538,282,98,136,99,35,1713,3,14,52,171,187,382,286,95,37,33,29,18,1313,3,5,3,22,28,48,41,29,9,16,9,9,218,0,0,0,5,3,3,6,23,13,15,5,13,92,275,164,147,1117,2599,1975,1042,253,90,63,86,361,8175,5,5,0,13,35,29,13,3,0,0,5,1038,1156,306,203,233,1431,3023,3309,3567,2052,1378,1347,884,1593,19314,7,0,3,5,14,44,443,673,753,1156,1114,383,4593,0,0,3,16,27,122,257,152,82,93,72,62,884,6,0,3,12,21,278,1616,1496,1425,1268,1125,480,7728,0,0,0,4,3,41,208,184,174,235,166,74,1086,0,0,11,35,78,554,1273,776,339,433,289,275,4070,6,4
LGA18500,932,39,1905,0,0,0,4,16,32,67,44,31,25,112,11,336,0,0,0,0,0,19,110,83,70,95,338,9,723,0,0,0,0,0,5,4,8,13,11,30,8,88,0,4,0,0,10,43,68,84,36,108,251,13,620,0,3,0,13,15,44,80,57,36,56,148,13,471,0,0,0,0,0,0,11,4,4,4,16,4,48,0,0,0,0,4,3,9,9,6,10,32,10,71,60,22,10,65,78,151,195,116,79,131,297,54,1245,0,0,0,0,0,3,8,0,0,3,6,430,455,66,29,20,94,124,320,625,539,478,930,2151,586,5958,4,0,0,0,0,13,42,51,80,163,785,113,1252,0,0,0,0,0,13,21,19,19,16,72,23,189,0,0,0,4,0,23,75,89,140,188,859,141,1531,0,0,0,0,0,0,14,16,18,40,160,7,250,7,0,0,0,3,40,91,97,44,361,530,121,1285,0,0
LGA18710,108,6,459,0,0,0,0,9,21,27,7,5,0,7,0,86,0,0,0,0,8,24,55,39,38,37,28,0,233,0,0,0,0,0,9,12,3,9,7,10,0,47,0,0,0,7,0,32,42,26,13,22,24,7,177,0,0,0,7,8,30,28,15,14,10,5,0,121,0,0,0,0,0,9,9,0,4,4,4,6,38,0,0,0,0,0,0,3,4,0,0,4,0,19,7,10,5,45,107,139,107,32,9,12,10,26,502,0,0,0,5,4,3,3,0,0,0,0,104,120,16,14,12,71,137,277,331,219,161,205,199,153,1794,4,0,0,0,0,15,48,62,89,136,219,66,644,0,0,0,0,0,8,15,8,15,10,6,5,71,0,0,0,0,4,19,120,100,102,105,123,59,650,0,0,0,0,0,7,17,24,20,37,23,8,136,0,0,0,3,5,36,75,54,12,25,41,17,274,0,0
LGA19399,3,4,41,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,11,11,5,0,0,9,18,20,19,18,11,5,4,16,120,0,0,0,0,0,8,4,6,4,3,7,10,44,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,5,0,6,0,6,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,4,0,0,0,0,0,12,0,0
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,10,6,254,0,0,0,9,12,35,30,8,5,0,0,0,97,0,0,0,3,8,34,87,33,16,16,5,7,211,0,0,0,0,0,12,21,4,0,0,3,0,47,0,0,6,4,5,34,41,9,3,0,7,9,114,0,3,9,25,12,49,28,6,4,4,5,7,139,0,0,0,0,0,11,3,8,0,0,0,4,29,0,0,0,0,7,0,8,0,0,0,0,0,21,12,7,7,84,206,156,89,16,5,6,6,31,626,0,0,0,0,5,3,0,0,0,0,0,105,116,13,19,21,136,263,356,373,149,71,56,39,165,1651,0,5,0,7,0,6,55,27,33,45,25,27,227,0,0,0,0,0,17,33,18,6,6,5,10,91,0,0,0,5,11,35,134,75,51,35,10,28,380,0,0,0,0,5,10,17,6,4,10,5,0,45,0,0,0,3,7,42,50,23,8,7,3,20,165,0,0
LGA20260,12,7,241,4,0,0,3,7,15,17,0,0,0,0,0,60,0,0,0,0,5,37,67,30,17,4,4,3,186,0,0,0,0,0,6,10,3,8,0,0,0,26,0,0,5,4,12,29,36,10,10,3,0,3,118,0,0,5,15,20,47,11,4,3,0,0,9,110,0,0,0,7,0,5,5,5,0,0,0,0,20,0,0,0,0,0,0,0,0,5,7,0,0,14,6,5,6,84,165,138,46,10,6,0,9,28,490,0,0,0,5,5,0,4,0,0,0,0,72,88,12,10,21,128,228,299,265,112,85,59,35,120,1357,0,4,0,4,0,11,53,36,19,36,16,39,213,0,0,0,0,5,12,16,9,0,0,0,5,52,0,0,0,3,3,36,103,57,36,26,11,41,318,0,0,0,5,0,5,19,8,5,0,8,7,64,0,0,0,0,11,37,36,13,4,6,4,14,127,0,0
LGA20570,136,28,1865,0,0,4,24,45,139,123,56,20,7,20,3,441,0,0,0,17,24,174,602,262,159,91,86,26,1453,0,0,0,5,0,28,59,39,30,22,13,13,202,5,4,0,23,58,258,318,120,25,26,32,23,901,0,5,22,111,122,243,156,25,13,9,18,20,741,0,0,0,7,19,27,23,8,5,0,9,7,112,0,0,0,0,3,6,17,19,10,13,10,16,84,84,52,62,460,1186,884,412,92,35,31,28,186,3508,5,0,6,5,16,7,3,4,0,0,0,471,525,102,62,106,661,1471,1829,2183,1166,617,482,349,790,9821,0,0,0,3,7,56,241,337,333,429,312,195,1910,0,0,3,13,17,75,164,54,40,33,16,30,447,8,0,4,15,22,235,1171,840,547,420,323,258,3833,0,0,0,0,0,40,142,100,72,62,53,35,505,0,0,0,27,53,364,671,259,105,114,92,117,1808,0,0
LGA20660,383,58,2602,0,3,0,17,34,124,159,75,31,18,22,3,482,3,4,0,14,7,113,446,274,228,167,133,32,1417,0,0,0,0,5,14,70,48,34,32,26,9,228,4,0,3,19,36,226,345,195,72,93,85,28,1118,4,7,34,88,93,240,221,61,29,22,30,24,847,0,0,6,4,7,23,25,9,3,0,3,3,90,0,0,0,0,0,8,18,11,13,15,6,3,71,172,75,65,434,956,1119,655,179,62,65,66,192,4037,0,3,0,7,16,16,9,4,3,0,0,544,609,184,91,113,590,1155,1912,2230,1439,1055,1081,763,890,11500,6,0,0,0,13,44,186,345,433,725,932,230,2918,4,0,0,14,14,90,163,110,69,63,70,56,644,3,0,3,18,24,161,888,993,1000,1041,1193,344,5674,0,0,0,3,7,27,104,140,140,165,147,46,784,5,0,4,30,60,344,794,567,237,385,342,191,2971,5,6
LGA20740,26,15,442,0,4,3,15,36,66,80,19,13,8,7,6,248,0,0,0,8,7,83,195,84,38,27,20,7,476,0,0,5,3,0,19,25,16,11,3,3,0,89,5,0,6,18,19,84,79,33,6,13,5,13,271,0,4,22,74,71,109,54,9,3,4,11,14,369,0,0,0,6,7,12,16,6,5,0,0,0,59,0,0,0,0,7,9,14,6,3,3,4,5,48,50,28,40,268,629,509,221,54,17,21,21,95,1949,0,0,0,0,7,14,4,5,0,0,0,252,284,64,39,67,398,795,937,814,323,164,134,91,409,4239,5,0,3,5,0,28,97,84,55,63,40,62,441,0,0,0,11,3,43,59,21,12,5,5,19,185,4,0,0,7,8,105,350,162,104,76,54,93,962,0,0,0,5,3,17,37,21,8,15,4,13,135,0,0,0,8,10,89,171,47,18,22,10,29,411,0,0
LGA20830,74,27,948,0,4,0,22,23,92,74,25,8,5,10,10,276,0,0,0,15,18,93,258,146,81,53,55,19,740,0,0,0,0,6,15,47,25,17,13,7,3,132,6,3,3,27,41,127,148,72,24,33,14,24,520,0,4,10,61,68,144,84,15,15,3,11,15,422,5,0,4,5,10,20,11,10,3,0,7,6,66,0,3,0,0,0,5,9,11,4,4,6,7,52,66,36,42,303,679,545,211,47,28,13,11,100,2093,0,3,0,10,11,17,3,0,0,0,0,273,318,85,52,69,448,857,1117,1112,578,324,257,198,476,5575,7,0,8,10,3,34,138,142,158,180,136,116,932,0,0,0,7,5,49,82,34,18,8,14,16,230,0,4,0,3,6,130,571,371,273,178,146,166,1852,0,0,0,4,4,18,71,61,40,26,17,26,269,0,0,0,7,12,213,384,144,49,56,46,73,1005,0,0
LGA20910,651,31,1881,7,0,0,17,23,69,98,58,43,40,97,8,460,0,4,0,3,4,60,201,179,168,147,246,24,1037,0,0,0,0,4,11,19,26,33,28,40,4,157,7,3,0,12,17,96,183,143,50,139,203,25,882,3,6,17,47,60,154,215,90,60,51,126,12,848,0,0,0,6,0,6,16,21,10,7,6,5,89,0,0,0,0,0,3,11,13,8,11,15,9,64,104,38,29,259,425,661,626,269,131,153,229,130,3053,0,0,0,0,5,12,14,0,0,0,0,559,587,120,56,57,354,545,1096,1529,1078,779,1029,1610,810,9061,6,3,0,6,6,25,119,166,205,522,1574,258,2887,0,0,0,0,12,45,69,66,65,58,113,49,468,8,0,4,8,10,64,341,420,588,741,2132,377,4688,0,0,0,5,0,9,23,40,67,96,219,39,495,4,4,5,8,13,104,293,324,119,752,775,203,2614,3,5
LGA21010,14,11,290,0,0,0,3,6,25,28,9,3,5,3,0,90,0,0,0,3,4,45,114,45,18,9,11,10,259,0,0,0,0,0,14,8,4,0,0,0,0,34,0,0,0,5,15,42,36,14,6,3,3,13,134,0,0,4,26,14,51,19,6,0,0,6,5,134,0,0,0,0,3,4,7,0,0,0,0,0,24,0,0,0,0,0,4,8,3,0,0,0,3,21,17,15,9,104,275,172,79,21,4,5,10,43,748,0,0,0,0,7,4,3,0,0,0,0,108,124,17,25,17,155,341,389,385,174,75,54,43,192,1860,0,0,0,6,9,15,28,48,43,28,26,40,225,0,0,0,4,3,15,14,4,3,4,0,3,49,0,0,0,6,3,31,134,59,51,35,21,31,367,0,0,0,0,0,11,21,11,15,6,3,6,64,0,0,0,8,9,47,82,22,14,8,3,16,207,0,0
LGA21110,988,61,3606,0,0,6,26,47,154,152,87,52,65,130,21,740,0,0,0,10,10,138,378,327,243,254,372,27,1761,0,0,0,0,7,21,50,23,41,46,52,13,252,5,0,11,31,52,192,349,225,106,191,260,24,1447,3,15,46,102,58,199,288,126,122,84,200,31,1282,6,3,4,6,3,17,24,21,19,12,24,7,149,0,0,0,3,0,5,11,16,9,4,19,7,76,276,104,74,349,516,846,899,384,234,248,364,185,4484,5,0,0,3,7,7,15,5,0,4,8,881,932,296,122,134,546,712,1625,2485,1870,1490,1773,2418,1260,14728,13,0,0,9,13,54,219,263,372,829,2624,384,4778,0,0,3,11,20,83,125,91,82,105,222,95,840,8,9,4,18,20,140,562,528,722,1042,3463,546,7058,0,0,0,5,3,20,55,61,83,146,355,57,793,19,4,20,42,53,277,599,563,245,861,1281,330,4292,8,3
LGA21180,141,35,2491,3,4,8,38,52,181,156,47,16,10,11,14,529,0,0,0,10,17,213,660,295,152,84,41,40,1515,0,0,0,3,14,29,83,44,31,18,3,18,244,9,7,13,93,199,635,526,165,39,36,25,59,1805,8,20,71,218,147,303,133,22,15,0,3,41,989,4,5,3,22,20,45,37,10,6,6,3,19,177,0,0,0,6,0,16,31,8,13,6,7,15,105,446,174,174,1175,2021,932,416,75,22,8,20,355,5821,9,0,0,26,27,26,21,5,0,0,3,699,815,483,210,273,1598,2508,2449,2694,1372,782,571,256,1291,14488,6,3,0,15,10,106,781,915,791,849,503,294,4279,4,5,7,37,59,221,286,122,85,51,25,74,974,6,0,6,30,44,442,1517,963,749,606,395,334,5092,0,0,0,0,8,60,223,145,106,118,66,87,823,10,5,30,169,277,1398,1807,725,312,328,186,369,5622,6,10
LGA21270,6,4,136,0,0,0,3,3,9,9,0,0,0,0,0,30,10,0,9,5,8,30,41,29,7,7,0,0,137,0,0,0,0,0,0,4,4,0,0,0,0,18,0,0,0,4,9,23,11,0,3,0,0,0,57,0,0,0,12,6,13,8,0,0,0,0,3,45,0,0,0,4,6,3,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,6,5,8,5,49,116,71,17,6,0,0,0,20,300,0,0,0,0,8,0,0,0,0,0,0,55,63,23,16,14,83,159,168,139,64,26,18,10,87,796,4,0,0,5,0,12,16,16,15,13,5,16,99,0,0,0,0,4,9,10,6,0,0,0,0,18,4,0,3,3,0,27,65,40,21,4,6,22,208,0,0,0,4,0,0,7,4,11,0,0,0,29,0,0,0,0,3,23,33,8,6,0,0,9,86,0,0
LGA21370,36,20,756,0,3,0,11,28,67,83,23,5,9,8,6,230,7,0,0,15,12,96,274,110,52,23,23,16,618,4,0,0,0,5,18,28,21,11,5,3,0,86,3,4,7,9,22,120,103,38,11,5,13,10,351,5,6,9,55,60,110,40,12,4,0,5,12,300,0,0,0,3,9,11,26,4,0,0,3,6,66,0,0,0,3,3,11,10,9,4,0,0,4,42,47,24,30,234,617,405,181,32,12,7,11,95,1691,0,0,0,4,14,10,6,9,0,0,0,214,265,80,43,52,347,781,889,979,442,203,131,96,374,4409,7,7,5,0,7,38,158,151,124,126,63,116,808,0,0,0,5,0,34,40,31,3,13,0,21,151,4,0,0,8,18,107,430,261,143,107,68,131,1263,0,0,0,0,4,18,73,34,24,22,14,17,202,3,0,4,20,20,144,213,66,26,20,12,45,562,0,0
LGA21450,112,42,2000,0,4,5,15,30,75,105,33,14,13,11,10,316,4,0,0,10,11,137,548,257,160,80,54,20,1287,0,0,6,0,4,19,60,40,25,16,13,13,197,7,0,0,25,62,269,306,99,26,42,31,34,898,0,6,23,69,76,161,101,22,10,3,7,20,505,3,0,0,13,7,27,13,6,5,0,0,5,80,0,0,0,3,3,8,15,10,6,13,6,15,77,115,42,52,327,786,573,254,43,21,9,19,130,2364,0,0,0,3,26,9,5,5,3,0,0,384,437,138,65,82,470,1013,1328,1893,1166,649,459,253,665,8165,4,0,0,0,5,41,370,503,454,536,352,240,2517,0,0,0,17,18,65,162,63,35,32,16,30,439,9,0,4,13,18,262,1355,940,703,451,299,316,4372,0,0,0,0,5,50,167,124,97,69,34,41,584,7,0,6,29,67,556,1077,373,135,164,110,163,2689,0,3
