LGA_CODE_2021,C21_CF_1P1NW_Tot,C21_CF_1A1NW_Neg_ni_inc,C21_CF_1A1NW_1_149,C21_CF_1A1NW_150_399,C21_CF_1A1NW_400_649,C21_CF_1A1NW_650_799,C21_CF_1A1NW_800_1249,C21_CF_1A1NW_1250_1999,C21_CF_1A1NW_2000_2499,C21_CF_1A1NW_2500_2999,C21_CF_1A1NW_3000_3999,C21_CF_1A1NW_4000more,C21_CF_1A1NW_Ns,C21_CF_1A1NW_Tot,C21_CF_BA_Neg_ni_inc,C21_CF_BA_1_149,C21_CF_BA_150_399,C21_CF_BA_400_649,C21_CF_BA_650_799,C21_CF_BA_800_1249,C21_CF_BA_1250_1999,C21_CF_BA_2000_2499,C21_CF_BA_2500_2999,C21_CF_BA_3000_3999,C21_CF_BA_4000more,C21_CF_BA_Ns,C21_CF_BA_Tot,C21_CF_BNW_Neg_ni_inc,C21_CF_BNW_1_149,C21_CF_BNW_150_399,C21_CF_BNW_400_649,C21_CF_BNW_650_799,C21_CF_BNW_800_1249,C21_CF_BNW_1250_1999,C21_CF_BNW_2000_2499,C21_CF_BNW_2500_2999,C21_CF_BNW_3000_3999,C21_CF_BNW_4000more,C21_CF_BNW_Ns,C21_CF_BNW_Tot,C21_CF_LFns_Neg_ni_inc,C21_CF_LFns_1_149,C21_CF_LFns_150_399,C21_CF_LFns_400_649,C21_CF_LFns_650_799,C21_CF_LFns_800_1249,C21_CF_LFns_1250_1999,C21_CF_LFns_2000_2499,C21_CF_LFns_2500_2999,C21_CF_LFns_3000_3999,C21_CF_LFns_4000more,C21_CF_LFns_Ns,C21_CF_LFns_Tot,C21_C_f_c_Tot_Fi_Neg_ni_inc,C21_C_f_c_Tot_Fi_1_149,C21_C_f_c_Tot_Fi_150_399,C21_C_f_c_Tot_Fi_400_649,C21_CF_c_Tot_Fi_650_799,C21_CF_c_Tot_Fi_800_1249,C21_CF_c_Tot_Fi_1250_1999,C21_CF_c_Tot_Fi_2000_2499,C21_CF_c_Tot_Fi_2500_2999,C21_CF_c_Tot_Fi_3000_3999,C21_CF_c_Tot_Fi_4000more,C21_C_f_with_c_TotFI_Ns,C21_C_f_with_c_Tot_Tot,C21_1PF_F_Neg_ni_inc,C21_1PF_F_1_149,C21_1PF_F_150_399,C21_1PF_F_400_649,C21_1PF_F_650_799,C21_1PF_F_800_1249,C21_1PF_F_1250_1999,C21_1PF_F_2000_2499,C21_1PF_F_2500_2999,C21_1PF_F_3000_3999,C21_1PF_F_4000more,C21_1PF_F_Ns,C21_1PF_F_Tot,C21_1PF_P_Neg_ni_inc,C21_1PF_P_1_149,C21_1PF_P_150_399,C21_1PF_P_400_649,C21_1PF_P_650_799,C21_1PF_P_800_1249,C21_1PF_P_1250_1999,C21_1PF_P_2000_2499,C21_1PF_P_2500_2999,C21_1PF_P_3000_3999,C21_1PF_P_4000more,C21_1PF_P_Ns,C21_1PF_P_Tot,C21_1PF_A_Neg_ni_inc,C21_1PF_A_1_149,C21_1PF_A_150_399,C21_1PF_A_400_649,C21_1PF_A_650_799,C21_1PF_A_800_1249,C21_1PF_A_1250_1999,C21_1PF_A_2000_2499,C21_1PF_A_2500_2999,C21_1PF_A_3000_3999,C21_1PF_A_4000_more,C21_1PF_A_Ns,C21_1PF_A_Tot,C21_1PF_U_Neg_ni_inc,C21_1PF_U_1_149,C21_1PF_U_150_399,C21_1PF_U_400_649,C21_1PF_U_650_799,C21_1PF_U_800_1249,C21_1PF_U_1250_1999,C21_1PF_U_2000_2499,C21_1PF_U_2500_2999,C21_1PF_U_3000_3999,C21_1PF_U_4000_more,C21_1PF_U_Ns,C21_1PF_U_Tot,C21_1PF_N_lf_Fi_Neg_ni_inc,C21_1PF_N_lf_Fi_1_149,C21_1PF_N_lf_Fi_150_399,C21_1PF_N_lf_Fi_400_649,C21_1PF_N_lf_Fi_650_799,C21_1PF_N_lf_Fi_800_1249,C21_1PF_N_lf_Fi_1250_1999,C21_1PF_N_lf_Fi_2000_2499,C21_1PF_N_lf_Fi_2500_2999,C21_1PF_N_lf_Fi_3000_3999,C21_1PF_N_lf_Fi_4000_more,C21_1PF_N_lf_Fi_Ns,C21_1PF_N_the_lf_Tot,C21_1PF_LFns_Neg_ni_inc,C21_1PF_LFns_1_149,C21_1PF_LFns_150_399,C21_1PF_LFns_400_649,C21_1PF_LFns_Fi_650_799,C21_1PF_LFns_Fi_800_1249,C21_1PF_LFns_Fi_1250_1999,C21_1PF_LFns_Fi_2000_2499,C21_1PF_LFns_Fi_2500_2999,C21_1PF_LFns_Fi_3000_3999,C21_1PF_LFns_4000more,C21_1PF_LFns_Ns,C21_1PF_LFns_Tot,C21_1PF_TotFI_Neg_ni_inc,C21_1PF_TotFI_1_149,C21_1PF_TotFI_150_399,C21_1PF_TotFI_400_649,C21_1PF_TotFI_650_799,C21_1PF_TotFI_800_1249,C21_1PF_TotFI_1250_1999,C21_1PF_TotFI_2000_2499,C21_1PF_TotFI_2500_2999,C21_1PF_TotFI_3000_3999,C21_1PF_TotFI_4000more,C21_One_par_f_TotFI_Ns,C21_One_parent_f_Tot_Tot,C21_TotFI_Neg_ni_inc,C21_TotFI_1_149,C21_TotFI_150_399,C21_TotFI_400_649,C21_TotFI_650_799,C21_TotFI_800_1249,C21_TotFI_1250_1999,C21_TotFI_2000_2499,C21_TotFI_2500_2999,C21_TotFI_3000_3999,C21_TotFI_4000_more,C21_TotFI_Ns,C21_Tot_Tot
LGA22980,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,0,15,21,3,5,0,0,4,59,0,0,0,0,0,0,0,0,0,0,0,14,15,3,0,0,8,10,55,138,87,49,57,59,47,525,0,0,0,0,0,16,10,0,5,0,0,4,37,0,0,3,7,8,9,6,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,12,15,6,29,12,0,0,0,0,6,85,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,16,23,19,55,34,3,0,0,0,23,181,23,8,26,84,137,244,330,191,116,115,107,112,1490
LGA23110,613,4,0,7,9,7,25,30,23,11,19,24,21,177,0,0,0,0,0,3,13,9,10,21,23,18,109,39,8,28,68,79,155,272,110,65,59,44,58,991,0,0,0,0,0,4,0,4,0,4,5,301,323,50,12,51,122,153,490,1465,1272,1224,2215,3860,709,11623,0,0,4,11,14,132,418,251,118,139,111,106,1313,6,0,20,69,74,204,206,71,33,32,14,52,769,0,0,3,16,5,21,34,26,5,15,6,17,144,13,4,19,35,20,27,20,5,6,3,0,8,160,68,14,69,216,142,380,303,112,51,27,32,118,1530,3,0,0,6,3,3,0,0,0,0,0,30,39,83,20,118,346,266,770,974,468,222,213,160,335,3966,347,111,271,841,1253,2287,3838,2709,2271,3699,5420,1466,24518
LGA23190,92,0,4,0,0,0,0,10,0,0,0,0,0,16,0,0,0,0,0,0,3,5,0,3,3,4,18,4,0,0,10,3,28,29,5,9,0,8,9,109,0,0,0,0,0,5,4,0,0,0,3,59,69,3,5,8,19,16,140,484,358,312,349,249,202,2139,0,0,0,3,8,50,73,40,10,12,7,24,225,0,0,9,39,27,76,42,15,3,0,0,12,229,0,0,0,11,6,9,5,3,0,0,0,4,37,0,0,5,12,0,6,0,0,0,0,0,0,27,5,0,25,79,36,82,56,9,6,4,3,21,329,0,0,0,0,0,0,0,0,0,0,0,12,16,12,4,34,149,70,221,179,72,24,16,8,70,861,48,26,59,275,347,764,1185,774,553,558,411,405,5393
LGA23270,3114,13,3,13,32,50,147,223,64,51,38,22,90,752,0,0,0,0,0,17,50,56,31,42,30,56,284,310,40,168,598,553,1252,1472,596,348,281,176,379,6171,4,0,5,3,7,23,51,24,9,7,7,1082,1218,355,67,271,1006,1092,3683,7940,5381,4013,4962,3892,2473,35130,3,0,0,26,49,451,895,451,267,258,142,180,2727,4,0,60,227,258,497,464,161,91,60,34,96,1962,0,4,7,38,37,96,86,38,26,21,3,68,424,23,11,54,96,51,70,54,19,10,9,3,19,421,249,44,343,767,490,1225,983,304,188,114,49,292,5060,7,0,9,6,4,15,6,0,0,0,0,130,170,289,61,483,1150,896,2352,2495,982,583,457,233,781,10757,1291,268,955,2981,3966,8444,13721,8671,6196,7063,5032,4087,62666
LGA23350,66,0,0,0,0,0,0,8,0,0,0,3,3,23,0,0,0,0,0,3,0,5,4,0,5,6,20,0,0,0,3,0,16,30,12,8,6,0,6,84,0,0,0,0,0,0,0,0,0,0,0,89,86,0,0,6,14,16,87,327,319,268,342,271,231,1886,0,0,0,0,0,30,64,32,8,7,3,21,181,0,0,0,16,18,27,46,5,4,7,0,16,142,0,0,0,4,5,4,5,0,0,0,0,4,29,0,0,0,7,0,3,0,0,0,0,0,4,18,4,0,11,38,21,46,29,9,7,0,3,23,194,0,0,0,0,0,0,0,0,0,0,0,11,14,7,0,17,62,45,115,155,55,12,17,4,70,569,33,22,50,171,318,607,1029,686,480,556,411,436,4803
LGA23430,899,0,0,0,6,4,15,62,25,21,26,25,17,214,0,0,0,0,0,4,22,18,21,36,49,33,184,54,18,33,70,79,261,394,210,102,121,78,70,1488,0,0,4,3,0,3,4,6,10,4,4,459,487,76,22,62,143,176,818,2499,2517,2601,4447,6055,1234,20643,0,0,4,13,35,256,687,445,187,222,223,210,2287,4,13,31,163,145,391,450,142,68,58,36,96,1603,0,0,11,14,16,41,50,23,15,20,9,41,236,9,7,20,42,22,42,19,5,4,5,3,6,187,110,29,109,282,182,608,493,203,94,68,35,162,2373,0,0,0,0,0,6,4,3,0,0,0,31,44,132,53,172,517,403,1339,1699,827,371,371,302,544,6720,603,212,414,1328,2058,4287,6994,5199,4441,6907,8122,2460,43038
LGA23670,1125,3,0,6,7,14,39,80,27,19,20,22,22,251,0,0,0,0,0,7,36,35,26,40,36,40,207,44,7,39,79,87,275,438,207,119,116,84,124,1628,6,0,0,3,0,10,12,0,0,4,0,472,513,62,28,88,186,253,1089,3488,3206,3073,4579,4602,1376,22010,9,4,4,9,43,316,716,397,234,221,151,200,2300,0,0,41,152,165,417,412,159,69,65,34,91,1602,6,0,8,22,24,39,61,18,11,10,8,39,255,10,4,30,47,18,35,30,9,6,5,5,9,216,120,32,100,351,204,577,511,180,75,57,32,151,2389,0,0,0,0,0,10,4,0,0,0,0,24,38,145,40,189,580,458,1391,1732,767,390,362,222,513,6796,715,244,469,1489,2349,4933,8356,5935,4897,6639,5937,2579,44539
LGA23810,437,5,0,0,10,6,15,34,28,6,8,15,22,138,0,0,0,0,0,0,11,11,9,12,8,19,76,28,0,20,44,68,187,191,53,24,23,11,65,713,0,0,0,0,5,4,10,6,0,0,5,327,353,43,9,23,77,135,533,1463,1167,950,1171,1145,745,7471,0,0,4,9,36,176,329,162,59,52,26,94,953,0,8,36,122,136,295,222,40,21,11,11,61,971,0,0,7,23,14,29,38,12,3,7,0,24,148,4,0,24,81,37,34,15,4,3,0,0,15,216,46,15,109,389,203,473,224,60,23,12,15,122,1688,3,0,5,3,4,7,6,0,0,0,0,50,73,54,30,174,622,432,1007,833,277,115,85,58,362,4048,249,102,302,1144,1713,3098,4039,2393,1701,1917,1680,1649,19978
LGA23940,28,3,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,3,16,0,0,0,5,9,16,21,7,0,3,0,11,73,0,0,0,0,0,3,0,0,0,0,3,25,29,3,0,5,9,24,81,195,101,66,57,44,92,671,0,0,0,9,3,12,13,10,0,0,0,3,45,0,0,0,7,5,13,4,0,0,0,0,4,40,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,9,24,16,40,20,3,4,0,0,23,143,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,7,42,30,69,42,13,0,5,0,31,249,26,9,22,113,231,351,469,205,123,117,82,183,1944
LGA24130,262,0,0,0,0,0,10,20,15,7,7,13,13,85,0,0,0,0,0,0,3,12,5,18,23,18,82,8,3,8,16,19,41,85,43,21,17,14,35,317,0,0,0,0,0,0,6,0,0,3,7,202,218,14,9,14,34,31,219,873,860,816,1454,1865,588,6774,0,0,0,3,8,62,157,116,37,53,52,75,578,0,4,13,49,43,108,125,39,17,11,11,45,456,0,0,0,13,0,16,13,9,3,0,4,9,72,3,0,7,11,8,8,7,6,0,0,0,0,52,17,8,26,100,56,129,112,30,23,8,4,30,552,0,0,0,0,0,5,0,0,0,0,0,24,31,22,13,43,178,117,325,412,207,79,76,71,183,1739,146,77,109,421,633,1387,2464,1683,1409,2220,2688,1079,14315
LGA24210,1141,4,0,6,13,7,34,44,27,10,21,28,30,217,0,0,0,0,6,10,26,16,13,22,28,34,156,103,20,51,114,104,277,415,236,116,161,165,112,1867,3,0,0,0,0,5,8,0,6,3,9,553,583,144,29,101,256,256,963,2328,1953,1678,3011,5482,1290,17484,10,0,8,17,26,162,346,270,112,142,162,105,1362,9,14,33,111,94,244,256,92,58,68,39,63,1080,0,0,3,21,16,38,28,10,8,5,5,24,156,16,6,18,23,10,24,32,9,0,4,7,12,161,213,48,97,181,119,376,392,172,104,56,63,99,1921,0,0,3,0,0,3,0,0,0,0,0,31,45,248,72,157,359,267,836,1054,550,280,280,278,333,4719,947,312,448,1367,1893,3690,5811,3857,2939,4489,7290,2251,35293
LGA24250,47,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,4,11,0,0,0,3,0,4,12,4,8,4,0,8,49,0,0,0,0,0,0,0,0,0,0,0,42,47,0,4,3,9,7,50,204,148,109,131,96,134,896,0,0,3,0,3,17,27,8,5,5,8,6,86,0,0,5,14,15,29,18,6,3,0,0,7,103,0,0,0,0,3,5,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,18,10,25,19,0,4,3,0,9,97,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,13,38,29,78,65,19,9,12,5,33,307,39,21,36,125,209,392,569,335,193,253,183,276,2644
LGA24330,503,0,0,6,6,7,17,28,23,8,11,12,8,124,0,0,0,0,0,0,16,19,9,17,27,14,98,25,8,23,62,58,155,207,89,58,47,33,50,817,0,0,0,0,0,5,6,4,0,0,6,217,247,36,12,36,127,137,509,1244,928,921,1733,2894,475,9039,0,0,0,11,17,120,302,211,73,100,111,74,1017,0,4,30,54,64,155,161,73,22,21,14,35,630,0,0,9,3,10,26,21,14,0,10,4,9,104,5,10,18,31,17,14,27,9,3,3,0,8,145,71,17,88,200,107,322,281,91,56,44,31,100,1396,0,0,0,0,0,8,5,0,0,0,0,27,43,71,33,140,301,220,641,794,393,156,173,160,251,3329,270,91,251,694,881,1838,3338,2430,2044,3387,4648,1078,20958
LGA24410,628,0,0,0,8,3,17,38,19,8,20,12,15,151,0,0,0,0,4,0,15,9,17,31,34,25,143,40,8,21,58,49,155,269,108,58,58,40,56,916,0,0,0,0,3,0,12,3,6,0,9,341,378,54,13,41,124,180,704,2133,1974,2023,3256,3728,932,15161,0,0,5,15,25,205,492,347,167,174,124,176,1728,0,3,37,113,142,299,349,114,43,42,18,74,1233,0,0,4,15,8,39,29,17,11,4,0,28,178,4,3,12,23,18,23,20,9,4,0,0,8,128,90,15,88,240,147,400,327,83,47,32,25,109,1612,0,0,0,4,0,10,0,0,0,0,0,28,48,101,27,146,413,341,972,1211,571,280,259,173,426,4916,455,148,286,965,1432,3405,5564,3981,3427,4931,5002,1828,31435
LGA24600,370,0,4,0,9,6,16,20,15,5,10,14,7,108,0,0,0,0,0,3,8,11,9,16,25,13,83,54,18,28,49,45,90,97,52,31,24,33,18,541,0,0,0,0,6,0,0,3,0,0,3,249,266,63,17,38,115,107,336,815,765,552,1059,2326,420,6608,4,0,3,16,14,90,256,209,61,102,168,51,966,6,7,38,75,57,127,138,41,14,18,32,27,581,0,3,4,14,10,17,26,7,6,0,3,15,105,27,7,23,28,10,22,14,9,3,4,0,9,147,158,29,118,202,99,206,198,66,36,26,27,74,1239,0,0,0,3,4,3,0,0,0,0,0,27,36,191,43,185,323,188,467,640,326,120,150,234,197,3071,717,177,452,883,802,2485,5030,3726,2684,4102,6487,1395,28938
LGA24650,1745,7,3,5,14,28,75,137,42,46,32,25,55,470,0,0,0,0,7,13,42,37,38,43,34,52,257,99,18,57,186,185,449,570,210,132,101,68,120,2207,0,0,0,8,3,16,32,16,6,10,3,792,887,155,25,111,369,492,1985,5588,4374,3382,4336,3617,1757,26188,5,0,8,26,65,390,773,405,180,194,95,145,2275,8,4,49,204,176,448,361,141,49,56,27,94,1613,3,0,11,56,40,69,72,29,16,10,5,49,363,25,6,33,102,56,74,72,18,13,5,3,19,431,140,42,195,600,351,688,560,174,89,53,33,177,3102,0,0,3,4,0,3,3,0,0,0,0,42,71,179,55,297,988,700,1679,1830,769,347,317,165,536,7858,817,190,560,1853,2496,5174,9673,6883,4998,5930,4479,2918,45968
LGA24780,259,0,0,0,3,8,15,27,11,8,6,3,8,85,0,0,0,0,0,4,16,11,14,12,8,20,83,19,7,19,38,44,130,142,47,13,18,10,48,533,0,0,0,0,0,0,6,3,0,0,3,258,288,27,8,26,84,107,448,1254,918,715,864,613,609,5667,0,0,0,15,33,165,279,131,39,42,18,80,804,0,0,13,81,94,180,130,23,11,0,11,42,590,5,0,4,18,17,27,15,3,0,4,0,15,111,0,0,15,41,9,22,14,0,0,0,0,6,108,30,7,78,226,120,259,160,38,18,8,8,85,1041,0,0,0,5,0,3,4,0,0,0,0,37,48,34,12,108,380,267,662,612,205,75,56,38,261,2703,163,59,198,739,1205,2159,3200,1909,1281,1341,914,1321,14488
LGA24850,300,0,0,0,7,4,11,41,12,14,7,7,17,116,0,0,0,0,0,7,10,4,12,10,7,11,59,12,0,6,32,26,95,110,45,20,14,10,32,404,0,0,0,0,0,3,0,6,4,0,0,240,253,14,4,19,72,73,385,1238,1073,861,1084,788,580,6184,4,0,0,5,24,107,215,118,59,43,33,60,657,0,0,10,69,70,135,128,35,19,14,3,27,507,0,0,0,14,11,21,23,8,8,3,0,9,98,0,0,10,26,15,13,5,4,0,0,0,9,85,35,3,42,163,102,204,169,42,22,11,8,64,862,0,0,0,0,0,6,0,0,0,0,0,24,28,47,11,64,278,212,481,540,207,103,75,44,193,2244,164,42,120,546,808,1608,2713,1974,1423,1630,1119,1099,13244
LGA24900,123,0,0,0,3,0,7,9,3,3,4,0,0,33,0,0,0,0,0,6,8,4,6,3,8,5,45,9,0,9,11,16,67,61,17,12,14,3,25,244,0,0,0,0,0,0,3,0,0,0,0,112,122,17,4,16,34,49,223,650,437,382,399,272,303,2783,0,0,0,9,16,72,93,51,15,11,5,23,300,0,0,12,52,51,96,82,18,3,5,0,24,345,0,0,3,14,8,4,7,6,0,0,0,3,46,4,0,3,18,6,8,8,0,0,0,0,0,43,4,5,26,91,55,148,81,21,9,0,0,50,496,0,0,0,0,0,0,0,3,0,0,0,13,23,6,7,52,178,134,329,265,93,29,18,12,119,1255,119,40,122,451,863,1321,1753,993,671,623,417,717,8090
LGA24970,1448,0,0,7,7,15,36,63,37,19,29,32,29,277,4,0,0,4,4,20,20,23,21,32,43,29,191,116,29,70,122,109,368,535,275,155,168,152,131,2239,0,0,0,3,0,7,21,3,3,11,9,762,830,149,49,140,293,333,1371,3391,2878,2618,4627,7097,1622,24572,6,0,13,18,33,258,566,394,176,224,186,149,2025,10,19,90,175,150,321,351,108,77,54,47,89,1494,9,5,9,22,8,34,48,24,4,14,10,38,227,18,12,31,43,21,31,27,10,8,7,0,12,212,274,62,151,317,211,643,603,232,120,86,71,180,2946,0,0,0,3,0,8,3,0,0,0,0,52,75,318,96,295,581,420,1301,1600,769,392,379,314,517,6972,1317,403,721,1903,2500,5296,8358,5628,4370,6797,9190,2957,49442
LGA25060,689,0,0,0,9,4,26,35,19,12,19,32,19,170,4,0,0,0,0,0,12,11,12,28,45,26,142,31,13,22,66,56,194,291,147,104,110,88,89,1202,0,0,0,0,0,10,6,4,0,3,11,338,370,54,21,42,126,106,568,1463,1449,1501,2883,5950,900,15068,3,0,0,7,25,150,385,284,150,191,201,134,1531,3,4,34,71,77,227,265,89,51,51,24,63,958,0,0,6,9,11,26,32,13,12,6,8,18,149,12,7,23,25,16,20,16,4,4,0,0,9,151,63,25,126,246,142,399,388,140,61,45,49,108,1788,0,0,0,0,0,7,0,0,0,0,0,44,58,82,41,193,365,272,833,1093,536,282,293,286,368,4636,424,156,339,930,1481,2818,4524,3363,2941,4824,8092,1829,31724
LGA25150,174,0,0,0,0,0,14,22,15,3,9,5,7,76,0,0,0,0,0,0,8,10,14,18,5,11,63,7,0,3,19,11,55,74,28,19,12,4,15,258,0,0,0,0,0,0,0,4,0,3,3,138,149,18,9,8,32,33,223,804,770,655,928,844,384,4703,0,0,6,10,13,74,172,92,44,52,26,34,519,0,0,5,45,48,100,81,28,9,3,8,25,360,4,0,0,12,9,14,14,0,0,3,3,4,55,0,0,8,15,10,8,3,0,0,0,0,3,55,26,4,32,107,67,136,120,30,21,8,6,31,585,0,0,0,0,0,3,0,0,0,0,0,11,18,32,10,50,183,137,339,387,157,73,67,43,108,1590,127,45,105,384,580,1160,1987,1438,1093,1455,1186,737,10293
LGA25250,1213,3,0,3,9,12,35,65,33,15,27,3,34,238,6,0,0,0,0,5,23,12,20,30,45,29,176,83,8,51,114,133,315,461,217,117,98,82,110,1810,5,0,4,0,3,10,12,7,4,0,11,429,478,110,20,93,249,316,1097,2606,2248,1922,3562,5219,1015,18455,0,0,4,17,26,212,523,416,155,201,150,120,1820,0,0,31,98,123,330,298,121,45,52,24,66,1198,6,0,7,17,16,29,49,21,12,11,5,26,205,12,6,32,46,22,27,34,9,3,3,0,6,204,100,26,140,359,218,666,561,211,130,64,44,198,2706,4,0,0,0,0,3,4,3,3,0,0,42,60,122,36,209,545,403,1268,1471,779,348,328,220,461,6185,550,154,412,1352,2134,3971,6864,5207,4242,6835,8003,2239,41961
LGA25340,813,0,0,3,7,4,32,60,34,20,20,37,30,250,0,0,0,0,0,16,46,36,28,42,42,36,240,32,9,10,49,59,225,304,149,81,86,70,113,1185,0,0,0,3,0,4,8,4,7,10,9,524,567,54,19,41,98,126,751,2664,2573,2361,3562,4346,1588,18170,0,0,3,25,38,250,621,370,157,150,135,214,1973,0,4,39,192,224,531,493,131,61,62,35,151,1925,0,4,14,47,30,73,79,26,14,8,0,45,346,9,5,28,52,29,28,24,3,0,0,0,14,189,75,22,125,360,231,646,458,133,64,38,39,223,2412,0,0,0,11,3,9,6,0,0,0,0,60,86,85,34,207,688,552,1537,1680,667,303,255,217,712,6932,534,252,447,1724,2976,6064,8660,5516,4271,5631,6627,3451,46157
LGA25430,131,0,0,0,0,0,3,12,4,0,11,4,6,36,0,0,0,0,0,0,3,4,4,5,0,4,23,0,0,3,0,6,27,35,11,0,7,5,11,106,0,0,0,0,0,0,3,0,0,0,0,66,67,3,5,6,12,26,105,399,299,244,296,230,176,1798,0,0,0,0,8,31,77,35,15,10,3,35,217,0,0,11,27,45,80,66,11,8,3,0,30,280,0,0,0,4,3,10,6,9,0,0,0,6,32,0,0,5,7,3,0,0,0,0,0,0,0,13,4,3,19,60,39,93,54,4,4,6,3,26,309,0,0,0,0,0,0,0,0,0,0,0,9,12,4,0,35,94,90,211,202,61,28,22,12,98,864,47,38,68,247,444,805,1216,676,467,533,408,424,5383
LGA25490,66,0,0,0,0,0,0,5,4,0,0,0,6,20,0,0,0,0,0,0,8,9,3,6,3,9,42,4,0,0,5,8,25,25,10,6,8,3,8,87,0,0,0,0,0,0,0,0,0,3,0,76,86,4,0,3,13,15,112,421,322,274,275,260,247,1950,0,0,0,0,5,31,49,17,5,11,9,17,151,0,0,3,21,23,39,35,14,5,0,5,19,162,0,0,0,4,0,4,9,0,0,0,0,7,32,0,0,0,5,0,7,0,0,0,0,0,4,16,14,3,18,25,24,55,27,11,4,0,9,22,210,0,0,0,0,0,0,0,0,0,0,0,5,8,13,3,28,57,53,137,118,44,19,16,17,77,579,44,16,48,189,307,598,1044,639,484,461,442,440,4719
LGA25620,74,0,0,0,0,0,3,10,5,0,0,0,4,26,0,0,0,0,0,6,5,3,6,5,5,0,25,0,0,0,0,15,24,27,10,8,6,0,16,117,0,0,0,0,0,0,0,3,0,0,0,50,53,4,0,7,13,23,117,287,254,192,208,131,181,1414,3,0,0,3,0,19,34,23,5,4,7,21,120,0,3,9,16,17,46,28,7,4,0,0,16,134,0,0,0,0,4,8,5,0,3,4,0,5,28,0,0,7,9,0,6,0,0,0,0,0,0,20,11,0,9,33,28,71,31,11,5,8,3,24,222,0,0,0,0,0,0,0,0,0,0,0,7,14,13,3,25,63,39,146,92,36,20,16,9,77,536,68,31,57,197,317,631,822,559,349,353,287,410,4084
LGA25710,405,0,0,0,0,0,3,19,12,10,11,21,20,95,0,0,0,0,0,0,8,8,10,20,24,15,87,12,7,5,12,16,66,110,60,41,58,44,43,476,0,0,0,0,0,0,8,4,0,0,4,209,227,25,7,15,29,41,222,892,985,1099,2160,3496,733,9717,3,0,0,3,12,54,207,179,75,108,99,89,839,5,0,10,46,33,125,154,45,21,14,22,48,528,0,0,0,10,3,5,13,7,3,3,5,10,66,0,0,5,8,5,7,11,0,4,0,0,13,47,39,9,26,74,49,116,115,48,19,19,15,52,577,0,0,0,0,0,0,0,3,0,0,0,10,20,44,9,38,147,105,316,497,286,123,151,132,227,2078,182,62,112,380,527,1397,2641,2043,1764,3100,4477,1213,17899
LGA25810,55,0,0,0,0,0,7,12,0,0,0,0,0,27,0,0,0,0,0,6,4,5,0,0,0,0,19,0,0,3,3,13,22,25,6,0,3,0,10,90,0,0,0,0,0,0,0,0,0,0,0,47,44,3,0,8,10,32,79,257,189,114,140,87,124,1042,0,0,0,4,5,17,32,12,8,6,0,9,92,0,0,5,13,19,39,12,11,0,0,0,10,114,0,0,0,4,4,0,5,0,0,0,0,0,14,0,0,4,6,0,0,0,0,0,0,0,0,15,5,3,9,45,15,57,31,4,0,0,0,15,197,0,0,0,0,0,0,0,0,0,0,0,5,7,12,0,22,74,48,118,85,24,14,6,8,36,440,37,15,44,172,298,530,658,397,220,240,160,260,3030
LGA25900,327,0,0,3,5,8,11,0,7,5,11,20,7,72,0,0,0,0,0,0,6,13,9,9,20,11,67,21,5,13,26,29,66,84,37,40,44,36,22,424,0,0,0,0,0,0,4,4,0,4,0,209,226,33,7,30,45,58,231,584,605,548,1142,3971,499,7752,3,0,0,4,15,91,264,241,67,118,228,91,1139,4,4,17,47,57,131,168,77,18,18,41,62,647,0,0,0,8,10,16,30,10,4,5,8,13,109,7,6,17,23,9,20,11,6,3,0,4,7,109,52,18,68,176,78,193,174,58,27,24,36,71,974,0,0,0,0,4,0,0,0,0,0,3,13,30,74,25,103,270,174,455,649,393,115,169,320,257,3005,245,83,187,522,620,1456,2929,2589,2160,3702,7854,1353,23703
LGA25990,33,0,0,0,0,0,5,6,6,0,0,0,4,21,0,0,0,0,0,0,0,3,0,0,0,3,10,5,0,0,0,5,22,16,6,4,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,37,38,5,4,0,13,10,68,153,95,71,80,52,84,641,0,0,0,5,0,15,19,3,0,4,0,8,61,0,0,3,7,7,18,12,6,0,0,0,5,63,0,0,0,0,0,3,5,0,0,0,0,0,12,0,0,0,5,0,5,0,0,0,0,0,0,7,5,3,5,24,13,58,14,4,0,0,0,16,145,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,10,44,23,100,58,16,0,0,0,31,299,21,16,28,131,185,382,428,234,142,134,90,198,1986
