LGA_CODE_2021,C21_CF_1P1NW_Tot,C21_CF_1A1NW_Neg_ni_inc,C21_CF_1A1NW_1_149,C21_CF_1A1NW_150_399,C21_CF_1A1NW_400_649,C21_CF_1A1NW_650_799,C21_CF_1A1NW_800_1249,C21_CF_1A1NW_1250_1999,C21_CF_1A1NW_2000_2499,C21_CF_1A1NW_2500_2999,C21_CF_1A1NW_3000_3999,C21_CF_1A1NW_4000more,C21_CF_1A1NW_Ns,C21_CF_1A1NW_Tot,C21_CF_BA_Neg_ni_inc,C21_CF_BA_1_149,C21_CF_BA_150_399,C21_CF_BA_400_649,C21_CF_BA_650_799,C21_CF_BA_800_1249,C21_CF_BA_1250_1999,C21_CF_BA_2000_2499,C21_CF_BA_2500_2999,C21_CF_BA_3000_3999,C21_CF_BA_4000more,C21_CF_BA_Ns,C21_CF_BA_Tot,C21_CF_BNW_Neg_ni_inc,C21_CF_BNW_1_149,C21_CF_BNW_150_399,C21_CF_BNW_400_649,C21_CF_BNW_650_799,C21_CF_BNW_800_1249,C21_CF_BNW_1250_1999,C21_CF_BNW_2000_2499,C21_CF_BNW_2500_2999,C21_CF_BNW_3000_3999,C21_CF_BNW_4000more,C21_CF_BNW_Ns,C21_CF_BNW_Tot,C21_CF_LFns_Neg_ni_inc,C21_CF_LFns_1_149,C21_CF_LFns_150_399,C21_CF_LFns_400_649,C21_CF_LFns_650_799,C21_CF_LFns_800_1249,C21_CF_LFns_1250_1999,C21_CF_LFns_2000_2499,C21_CF_LFns_2500_2999,C21_CF_LFns_3000_3999,C21_CF_LFns_4000more,C21_CF_LFns_Ns,C21_CF_LFns_Tot,C21_C_f_c_Tot_Fi_Neg_ni_inc,C21_C_f_c_Tot_Fi_1_149,C21_C_f_c_Tot_Fi_150_399,C21_C_f_c_Tot_Fi_400_649,C21_CF_c_Tot_Fi_650_799,C21_CF_c_Tot_Fi_800_1249,C21_CF_c_Tot_Fi_1250_1999,C21_CF_c_Tot_Fi_2000_2499,C21_CF_c_Tot_Fi_2500_2999,C21_CF_c_Tot_Fi_3000_3999,C21_CF_c_Tot_Fi_4000more,C21_C_f_with_c_TotFI_Ns,C21_C_f_with_c_Tot_Tot,C21_1PF_F_Neg_ni_inc,C21_1PF_F_1_149,C21_1PF_F_150_399,C21_1PF_F_400_649,C21_1PF_F_650_799,C21_1PF_F_800_1249,C21_1PF_F_1250_1999,C21_1PF_F_2000_2499,C21_1PF_F_2500_2999,C21_1PF_F_3000_3999,C21_1PF_F_4000more,C21_1PF_F_Ns,C21_1PF_F_Tot,C21_1PF_P_Neg_ni_inc,C21_1PF_P_1_149,C21_1PF_P_150_399,C21_1PF_P_400_649,C21_1PF_P_650_799,C21_1PF_P_800_1249,C21_1PF_P_1250_1999,C21_1PF_P_2000_2499,C21_1PF_P_2500_2999,C21_1PF_P_3000_3999,C21_1PF_P_4000more,C21_1PF_P_Ns,C21_1PF_P_Tot,C21_1PF_A_Neg_ni_inc,C21_1PF_A_1_149,C21_1PF_A_150_399,C21_1PF_A_400_649,C21_1PF_A_650_799,C21_1PF_A_800_1249,C21_1PF_A_1250_1999,C21_1PF_A_2000_2499,C21_1PF_A_2500_2999,C21_1PF_A_3000_3999,C21_1PF_A_4000_more,C21_1PF_A_Ns,C21_1PF_A_Tot,C21_1PF_U_Neg_ni_inc,C21_1PF_U_1_149,C21_1PF_U_150_399,C21_1PF_U_400_649,C21_1PF_U_650_799,C21_1PF_U_800_1249,C21_1PF_U_1250_1999,C21_1PF_U_2000_2499,C21_1PF_U_2500_2999,C21_1PF_U_3000_3999,C21_1PF_U_4000_more,C21_1PF_U_Ns,C21_1PF_U_Tot,C21_1PF_N_lf_Fi_Neg_ni_inc,C21_1PF_N_lf_Fi_1_149,C21_1PF_N_lf_Fi_150_399,C21_1PF_N_lf_Fi_400_649,C21_1PF_N_lf_Fi_650_799,C21_1PF_N_lf_Fi_800_1249,C21_1PF_N_lf_Fi_1250_1999,C21_1PF_N_lf_Fi_2000_2499,C21_1PF_N_lf_Fi_2500_2999,C21_1PF_N_lf_Fi_3000_3999,C21_1PF_N_lf_Fi_4000_more,C21_1PF_N_lf_Fi_Ns,C21_1PF_N_the_lf_Tot,C21_1PF_LFns_Neg_ni_inc,C21_1PF_LFns_1_149,C21_1PF_LFns_150_399,C21_1PF_LFns_400_649,C21_1PF_LFns_Fi_650_799,C21_1PF_LFns_Fi_800_1249,C21_1PF_LFns_Fi_1250_1999,C21_1PF_LFns_Fi_2000_2499,C21_1PF_LFns_Fi_2500_2999,C21_1PF_LFns_Fi_3000_3999,C21_1PF_LFns_4000more,C21_1PF_LFns_Ns,C21_1PF_LFns_Tot,C21_1PF_TotFI_Neg_ni_inc,C21_1PF_TotFI_1_149,C21_1PF_TotFI_150_399,C21_1PF_TotFI_400_649,C21_1PF_TotFI_650_799,C21_1PF_TotFI_800_1249,C21_1PF_TotFI_1250_1999,C21_1PF_TotFI_2000_2499,C21_1PF_TotFI_2500_2999,C21_1PF_TotFI_3000_3999,C21_1PF_TotFI_4000more,C21_One_par_f_TotFI_Ns,C21_One_parent_f_Tot_Tot,C21_TotFI_Neg_ni_inc,C21_TotFI_1_149,C21_TotFI_150_399,C21_TotFI_400_649,C21_TotFI_650_799,C21_TotFI_800_1249,C21_TotFI_1250_1999,C21_TotFI_2000_2499,C21_TotFI_2500_2999,C21_TotFI_3000_3999,C21_TotFI_4000_more,C21_TotFI_Ns,C21_Tot_Tot
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,71,0,0,0,0,4,5,8,0,3,0,8,5,20,0,0,0,0,0,4,10,6,3,3,0,3,27,3,0,0,0,0,14,21,9,3,4,0,0,60,0,0,0,0,0,0,0,0,0,0,0,58,58,6,0,3,9,14,86,267,220,161,219,146,134,1261,0,0,0,4,9,25,40,14,3,8,5,13,117,0,0,6,17,18,43,21,0,0,5,3,8,130,0,0,0,3,0,7,4,0,0,0,0,0,14,0,0,0,4,0,0,4,0,0,0,0,0,7,3,0,8,35,14,36,25,5,4,0,0,17,157,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,19,64,45,105,96,18,7,12,6,47,423,32,16,39,155,293,515,838,479,300,366,270,284,3583
LGA20260,65,0,0,0,0,0,3,4,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,6,3,9,27,7,0,0,0,9,75,0,0,0,0,0,0,0,0,0,0,0,50,48,4,0,0,15,21,73,244,175,124,128,87,121,1001,0,0,0,0,0,28,45,17,6,6,0,13,130,0,0,0,16,16,33,42,5,6,0,0,11,123,0,0,0,0,3,3,4,4,0,3,0,0,21,0,0,3,10,4,5,0,0,0,0,0,0,20,4,0,9,42,26,63,21,14,0,0,3,21,188,0,0,0,0,0,0,3,0,0,0,0,3,9,3,3,13,66,48,121,118,35,15,9,3,42,481,35,12,31,155,242,469,667,400,245,242,157,268,2921
LGA20570,582,0,0,0,0,7,24,46,15,6,8,6,13,133,0,0,0,0,0,5,19,7,19,21,23,13,102,12,3,13,39,69,187,212,81,33,35,23,40,747,0,0,0,0,0,9,7,0,5,5,0,396,417,14,8,22,82,151,684,2303,1795,1570,2211,2002,900,11742,0,0,4,26,42,272,534,232,116,99,53,143,1516,0,4,34,184,216,506,368,99,29,21,8,79,1558,0,0,10,40,18,53,56,17,4,4,5,19,221,3,6,29,80,40,39,27,6,0,0,0,15,245,60,11,91,452,263,589,336,91,30,22,14,149,2118,0,0,0,9,5,3,10,0,0,0,0,50,69,71,25,167,781,580,1472,1326,444,181,147,84,455,5732,248,96,279,1332,2110,4153,6393,3786,2747,3419,2843,1938,29342
LGA20660,751,0,0,0,0,4,11,36,29,16,19,24,23,168,4,0,0,0,0,3,11,11,21,34,40,20,139,48,11,21,48,45,148,284,157,87,114,85,82,1126,4,0,0,0,0,6,6,3,3,4,3,390,417,66,19,47,104,133,571,1818,1792,1871,3500,5534,1005,16457,6,0,0,14,14,157,502,367,154,178,169,137,1695,4,3,28,107,103,279,316,123,61,42,30,88,1185,4,0,10,19,17,19,35,19,4,3,9,24,166,13,0,21,35,11,27,13,3,6,6,0,17,145,73,28,110,263,162,459,371,141,68,48,32,125,1886,0,0,0,0,0,5,0,0,0,0,0,27,45,99,31,165,433,308,947,1245,651,293,276,246,418,5120,435,158,338,1006,1421,3178,5394,3950,3459,5516,7424,2014,34275
LGA20740,216,0,0,0,4,4,14,25,3,3,0,0,8,72,0,0,0,0,0,6,21,9,13,13,7,7,69,11,5,3,20,22,69,89,23,13,8,8,33,295,0,0,0,0,0,4,0,0,0,0,3,135,152,17,0,8,44,54,300,855,557,442,522,396,372,3565,0,0,0,5,15,73,113,53,25,16,13,38,347,0,0,15,59,79,129,93,25,5,6,7,36,446,3,0,0,18,9,11,16,4,0,5,0,7,78,4,0,4,13,7,7,0,0,0,0,0,0,48,13,5,45,125,92,191,95,18,7,7,5,67,679,0,0,0,0,0,0,0,0,0,0,0,18,27,16,14,74,223,207,413,316,98,36,30,25,170,1620,164,80,178,630,1065,1896,2431,1220,792,891,729,886,10966
LGA20830,304,0,0,0,3,3,14,33,13,3,6,9,8,89,0,0,0,0,0,6,16,18,4,16,12,21,94,14,3,7,27,24,79,107,46,13,16,9,39,390,0,0,0,0,0,3,5,4,0,3,4,228,245,22,6,13,60,82,365,1299,1115,853,1077,919,601,6408,0,0,0,11,20,104,208,110,42,43,28,58,633,5,0,17,85,80,215,146,40,18,16,3,54,668,3,0,6,18,17,16,32,3,4,3,4,18,110,0,0,12,28,13,14,11,5,0,0,0,3,90,18,6,52,156,94,219,140,40,21,9,9,61,816,0,0,0,0,0,3,3,0,0,0,0,24,32,24,14,87,301,222,572,530,202,79,68,47,214,2350,182,86,175,689,1146,2164,3301,2160,1481,1696,1378,1218,15661
LGA20910,571,7,4,0,3,6,5,16,13,10,12,30,15,115,0,0,0,0,0,4,4,8,7,17,44,21,103,25,10,25,20,30,56,133,88,58,75,141,52,719,0,0,0,0,0,4,0,4,6,3,13,356,384,57,15,32,61,70,222,690,810,855,2012,7938,1050,13810,8,0,7,14,19,74,258,228,78,153,286,153,1272,4,5,17,67,45,160,218,90,28,56,52,61,808,4,0,6,6,10,20,16,16,3,3,17,20,118,11,4,9,19,6,11,5,9,0,0,6,12,98,82,15,58,135,75,250,210,90,50,43,57,85,1156,0,0,0,0,0,0,0,0,0,0,0,18,27,107,28,100,238,162,515,718,429,161,256,423,345,3486,340,115,239,595,703,1820,3200,2315,1974,3625,10900,1891,27710
LGA21010,63,0,0,0,0,0,7,7,4,5,0,0,5,29,0,0,0,0,0,0,4,6,3,4,0,4,21,0,0,0,4,7,26,31,5,0,0,0,10,88,0,0,0,0,0,0,0,4,0,0,0,68,71,0,0,9,10,21,100,272,196,138,190,116,137,1197,0,0,0,0,5,33,40,26,7,13,8,16,147,0,0,4,15,30,39,38,4,3,5,0,18,151,0,0,0,5,0,5,4,3,0,0,0,9,28,0,0,7,4,0,3,0,0,0,0,0,3,18,3,0,9,50,26,90,35,11,0,0,5,32,262,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,25,77,63,166,120,44,15,23,20,65,618,38,19,50,195,375,666,848,450,313,357,230,355,3893
LGA21110,1144,5,0,3,9,8,21,27,12,6,16,50,15,182,6,0,0,0,0,3,14,5,16,24,67,27,153,111,25,47,92,66,151,281,185,119,178,232,109,1585,0,0,7,0,3,0,3,6,0,9,3,726,758,147,45,92,185,189,585,1550,1441,1350,2841,11943,1707,22080,7,4,9,23,27,125,389,318,136,244,431,203,1914,6,17,62,97,91,236,265,138,48,77,85,92,1227,9,0,5,12,3,17,31,21,12,10,7,11,139,15,7,25,23,19,25,29,9,0,5,7,11,181,315,46,167,198,110,319,322,132,93,82,106,141,2031,0,0,4,0,0,0,0,0,0,0,0,32,42,357,76,272,360,244,730,1044,621,285,416,636,498,5540,896,251,492,982,1133,2779,5296,3988,3230,5653,16285,2890,43867
LGA21180,2152,7,0,10,20,30,78,140,52,32,38,19,68,489,0,0,0,0,4,15,39,34,19,35,30,37,221,198,27,139,317,287,787,1037,418,246,240,131,223,4051,3,3,3,9,3,28,29,7,7,6,3,725,825,230,50,229,596,673,2558,5181,3376,2750,3532,3051,1708,23938,3,4,7,40,90,416,757,402,196,239,122,155,2435,5,6,129,264,224,401,449,148,67,79,34,96,1902,9,5,23,39,30,49,88,52,16,14,9,68,402,46,20,100,102,49,95,113,33,15,21,7,32,628,333,52,346,694,378,1089,1014,309,186,127,69,283,4886,7,0,3,7,4,11,0,0,0,0,0,159,206,401,87,615,1144,776,2065,2413,946,489,485,238,796,10455,1393,309,1112,2789,3936,7102,10497,5918,4286,5149,3995,3371,49854
LGA21270,14,0,0,0,0,0,3,6,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,3,0,10,15,0,0,0,0,12,39,0,0,0,0,0,0,0,0,0,0,0,15,15,0,3,0,7,7,62,140,88,50,63,63,65,554,0,0,0,0,6,14,6,6,0,0,0,6,45,0,0,0,12,16,13,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,11,4,0,4,21,3,29,9,0,4,0,0,9,92,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,8,35,24,59,20,11,6,4,4,22,200,11,7,14,90,161,291,351,186,113,114,91,146,1582
LGA21370,163,0,0,0,0,3,9,16,5,4,10,4,4,66,0,0,0,0,0,0,9,14,8,4,4,16,60,5,3,7,9,17,61,68,23,9,12,8,28,243,0,0,0,0,5,5,0,0,0,0,0,160,170,10,10,16,39,50,264,847,643,509,572,410,409,3775,0,0,3,16,21,88,125,55,23,24,14,43,414,0,0,11,70,72,110,86,15,5,8,3,38,426,0,0,8,11,11,13,21,9,0,6,0,9,86,0,3,5,14,11,12,4,0,0,0,0,5,47,22,3,46,149,68,169,106,29,9,0,4,57,662,0,0,0,0,0,0,6,0,0,0,0,20,29,22,7,74,258,175,398,343,116,42,39,23,172,1669,137,71,145,577,938,1543,2249,1325,871,935,627,908,10332
LGA21450,717,4,0,3,3,9,45,65,30,12,15,6,21,219,0,0,0,0,0,6,33,27,30,21,25,31,172,33,10,21,50,47,175,230,98,54,40,35,67,854,0,0,0,0,0,10,18,6,7,3,3,426,486,64,13,36,115,179,970,3397,2817,2377,2800,2154,1153,16071,5,4,0,14,32,305,516,290,168,140,62,147,1683,3,6,36,153,148,328,304,97,44,33,12,74,1225,3,0,6,29,17,42,52,30,11,12,0,38,245,14,0,16,43,21,32,18,9,5,0,0,10,176,64,15,83,321,182,399,294,98,37,24,14,92,1615,3,0,0,0,0,7,0,0,0,0,0,43,61,88,22,143,559,405,1103,1190,521,252,209,89,404,4995,417,128,296,1023,1594,3529,6746,4981,3843,4111,2866,2151,31679
LGA21610,3494,8,0,14,29,42,156,234,101,58,57,35,113,852,4,0,3,3,5,20,96,68,63,75,59,102,488,229,44,136,377,343,896,1178,473,270,248,148,284,4627,9,0,3,0,4,30,51,23,14,20,9,1642,1800,297,62,251,744,935,4272,11764,9319,7313,8992,6851,3746,54550,11,0,9,48,127,826,1480,816,403,399,190,335,4644,11,7,73,350,369,842,774,271,121,88,43,161,3112,3,7,14,70,55,106,117,58,22,19,10,82,562,37,9,64,118,62,88,87,28,17,11,6,29,554,274,65,311,880,479,1218,1103,352,161,126,61,363,5388,3,0,4,4,7,7,11,0,0,0,0,149,190,341,94,474,1468,1098,3089,3572,1521,724,646,314,1122,14450,1729,349,1047,3343,4833,11176,20973,14846,10761,12211,8579,6194,96029
LGA21670,75,0,0,0,0,3,5,8,0,0,0,0,4,23,0,0,0,0,0,0,4,3,3,0,0,0,10,9,0,0,0,9,36,45,13,6,0,5,19,137,0,0,0,0,0,0,0,0,0,0,0,49,59,9,0,4,12,28,128,309,174,102,110,60,112,1050,0,0,4,6,9,21,43,11,8,6,3,14,119,0,0,13,22,34,39,23,8,0,3,0,10,143,0,0,3,0,0,0,6,6,0,0,0,0,26,0,0,4,3,5,11,3,0,0,0,0,3,30,10,5,24,78,46,97,55,15,3,0,3,21,353,0,0,0,0,0,0,0,0,0,0,0,13,13,12,4,42,114,88,165,136,35,14,10,15,63,689,46,26,70,246,523,656,809,327,199,179,105,294,3478
LGA21750,99,0,0,0,3,0,9,13,0,0,0,0,5,26,0,0,0,0,0,0,3,9,4,3,4,5,25,3,0,8,9,20,28,29,21,4,3,3,10,135,0,0,0,0,0,0,4,5,0,0,0,83,89,10,0,8,12,41,155,522,385,274,317,223,213,2151,0,0,0,4,5,44,65,33,20,8,8,15,210,0,0,9,32,36,87,45,18,12,3,0,17,249,0,0,0,9,3,8,10,0,3,0,0,6,38,0,0,0,0,0,0,0,0,0,0,0,5,16,4,0,24,59,34,86,48,12,3,4,3,35,309,0,0,0,3,0,0,0,0,0,0,0,11,12,3,0,28,101,76,227,174,61,39,19,15,83,837,73,24,70,257,427,889,1341,791,492,498,351,466,5680
LGA21830,59,0,0,0,0,0,3,12,7,4,0,4,3,29,0,0,0,0,0,0,12,3,11,5,0,6,36,0,0,4,0,6,24,28,7,3,3,0,10,84,0,0,0,0,0,3,0,0,0,0,0,60,67,9,3,10,11,24,127,358,221,195,230,178,200,1574,0,0,0,4,4,18,37,27,6,9,12,12,139,0,0,5,17,28,55,37,8,9,3,0,13,170,0,0,0,5,5,4,3,3,0,0,0,6,20,0,0,0,9,0,0,0,0,0,0,0,0,16,6,3,10,53,22,65,39,6,6,0,3,29,241,0,0,0,0,0,0,0,0,0,0,0,9,13,5,4,16,88,63,146,114,45,21,17,18,66,596,59,34,37,214,345,663,906,512,354,396,305,410,4234
LGA21890,920,4,0,6,5,8,26,63,17,8,13,20,25,204,5,0,0,0,0,3,14,15,14,28,33,25,142,57,13,43,98,105,273,414,171,97,112,79,131,1587,4,0,0,0,6,9,13,4,8,3,7,348,396,81,23,71,187,222,886,2266,1795,1690,3053,5037,928,16246,0,0,0,11,22,170,501,320,110,152,160,105,1565,3,8,33,115,102,304,335,94,48,40,37,93,1211,3,0,9,23,18,30,29,17,0,8,3,34,177,7,0,30,45,18,28,24,11,0,8,0,11,182,94,24,148,338,203,613,539,182,115,58,57,192,2551,0,0,4,3,5,5,0,0,0,0,0,47,73,104,37,220,538,363,1153,1431,622,273,268,264,480,5761,488,197,429,1302,1999,3518,6063,4269,3541,5562,7359,2063,36773
LGA22110,257,0,0,0,4,0,7,16,13,3,3,4,4,51,4,0,0,0,0,5,19,13,9,14,5,5,65,12,0,3,21,28,100,123,35,12,12,11,49,401,0,0,0,0,0,0,7,0,0,3,0,166,179,18,9,11,43,71,341,1058,704,522,540,359,450,4111,0,0,0,14,24,81,150,53,20,22,9,60,433,0,4,25,58,93,140,94,27,3,0,9,33,491,0,0,6,14,9,20,21,7,4,4,0,11,94,3,4,4,24,15,17,9,0,0,0,0,3,76,26,3,44,154,86,235,103,20,9,3,8,87,776,0,0,3,0,0,3,4,0,0,0,0,37,49,32,15,84,264,228,497,369,118,39,31,26,230,1920,190,88,190,734,1500,2366,2968,1459,932,923,623,1169,13132
LGA22170,685,6,0,0,7,5,28,51,24,14,14,17,27,181,0,0,0,0,0,8,30,38,31,34,25,34,189,36,8,21,50,66,200,288,124,55,74,31,85,1034,0,0,0,0,0,4,13,4,4,6,0,436,473,51,10,36,114,151,734,2820,2649,2446,3262,2754,1216,16241,5,0,3,17,46,323,785,460,198,178,117,209,2342,6,3,32,170,237,559,499,189,56,33,20,115,1913,0,0,8,43,33,56,63,20,16,7,0,45,296,9,5,28,75,24,52,29,10,3,8,3,19,250,98,19,132,480,283,707,503,165,64,27,21,202,2703,0,0,0,6,0,9,8,3,0,0,0,61,84,118,31,205,785,622,1704,1883,831,331,254,159,653,7587,416,125,378,1403,2030,4402,7363,5334,4230,5050,3806,2477,37015
LGA22250,37,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,3,0,0,3,15,0,0,0,3,6,23,16,0,3,0,0,8,73,0,0,0,0,0,0,4,0,0,0,0,39,44,8,0,0,9,21,95,229,179,121,102,83,102,947,0,0,0,4,0,23,23,6,4,4,0,11,77,0,0,6,10,14,24,17,0,0,3,0,0,80,0,0,0,0,0,8,0,0,0,0,0,3,18,0,0,4,4,3,7,0,0,0,0,0,3,20,5,5,9,35,18,53,21,4,3,0,0,24,176,0,0,0,0,0,0,0,0,0,0,0,9,8,5,5,26,57,39,107,64,20,9,8,4,48,377,44,17,41,171,318,505,616,329,210,179,129,256,2801
LGA22310,829,4,0,6,6,3,18,33,19,20,10,28,24,172,0,0,0,0,0,7,22,16,14,34,44,22,152,64,12,34,57,51,158,236,138,76,80,82,66,1041,0,0,0,0,0,3,14,0,5,7,14,406,454,93,23,54,132,127,625,1752,1698,1705,3279,8354,1231,19064,0,0,14,23,30,166,470,388,132,214,321,165,1925,4,14,34,101,100,290,302,122,35,49,34,86,1170,3,0,9,9,7,25,27,17,7,6,10,20,150,9,7,23,21,13,24,12,10,4,10,3,11,135,160,36,85,186,105,367,345,128,61,56,51,129,1707,0,0,3,6,0,3,5,0,3,0,0,22,41,184,60,164,348,257,873,1167,674,233,334,417,428,5132,602,195,343,956,1346,3002,5398,4173,3436,5785,11380,2308,38929
LGA22410,78,3,0,0,0,0,10,10,4,0,0,4,4,36,0,0,0,0,0,0,6,4,0,8,0,4,27,4,0,5,12,19,41,40,12,11,5,6,18,159,0,0,0,0,0,0,5,0,0,0,0,84,89,12,0,8,24,33,129,441,314,220,268,192,210,1852,0,0,0,11,8,38,51,26,17,14,6,25,202,0,0,10,27,27,64,43,9,3,6,0,21,206,0,0,4,5,8,6,3,5,0,0,0,4,32,0,0,9,12,3,4,0,0,0,0,0,0,34,8,0,17,78,39,104,40,15,6,0,0,12,332,0,0,0,0,0,0,0,0,0,0,0,15,21,8,7,42,128,82,228,141,47,30,17,12,78,824,67,34,79,328,487,870,1139,675,432,493,335,477,5414
LGA22490,125,0,0,0,0,0,4,10,4,5,0,0,0,35,0,0,0,0,0,0,8,4,3,5,0,4,41,7,0,0,12,19,31,62,24,11,3,5,19,201,0,0,0,0,0,0,3,0,0,0,3,130,138,9,7,6,30,47,163,625,605,520,660,531,344,3541,5,0,0,3,4,39,75,28,10,18,10,32,225,0,0,8,30,30,53,52,9,11,0,7,12,206,0,0,0,8,4,6,8,0,0,0,0,6,31,0,0,0,4,0,4,4,0,0,0,0,0,19,8,0,11,46,20,64,60,10,5,4,3,22,249,0,0,0,0,0,0,0,0,0,0,0,12,15,10,5,26,92,59,168,192,53,22,24,17,78,746,63,27,64,255,383,767,1358,989,785,939,713,589,6927
LGA22620,603,0,0,0,6,7,22,55,37,7,15,6,23,183,0,0,0,0,0,5,24,22,23,42,16,24,152,14,11,20,52,66,195,265,84,59,36,17,73,886,0,0,0,0,0,4,8,7,0,0,4,438,470,29,10,33,97,162,750,2542,2170,1814,2399,1812,1023,12826,0,0,3,17,51,290,590,295,95,101,41,120,1610,0,0,25,188,212,472,363,115,37,25,14,77,1527,5,0,11,39,26,50,47,16,4,9,0,27,228,7,0,21,65,26,31,18,4,3,0,0,13,185,37,23,129,449,235,611,379,95,39,30,15,145,2180,0,0,0,5,7,5,7,0,0,0,0,40,64,51,21,184,755,553,1466,1400,520,181,163,71,421,5796,242,133,324,1406,2320,4550,6821,4415,3094,3707,2549,2189,31752
LGA22670,1646,10,0,5,22,16,75,85,28,19,17,12,34,323,0,0,0,0,0,8,24,27,18,10,11,43,147,188,26,108,279,275,627,786,333,187,147,92,173,3218,3,0,0,8,6,28,32,13,7,10,5,629,733,212,36,179,527,639,2352,4779,2959,2065,2401,1685,1296,19135,3,0,6,24,99,351,530,286,152,149,64,90,1756,0,5,86,176,148,318,317,100,49,45,22,60,1338,3,0,13,30,28,39,36,21,12,6,6,46,229,24,9,47,63,26,58,60,23,12,3,0,28,359,247,51,263,494,306,874,758,300,139,78,51,233,3779,6,0,3,10,8,15,3,0,0,0,0,108,142,282,67,415,789,618,1651,1706,726,365,277,145,557,7605,1106,247,797,2113,3063,5961,9063,5073,3221,3481,2222,2531,38874
LGA22750,1420,0,4,3,9,12,46,93,54,20,32,28,45,355,0,0,4,0,0,8,50,55,42,53,56,49,316,67,16,39,115,148,409,562,253,109,123,70,187,2099,0,0,0,0,0,14,17,0,4,9,8,827,883,87,20,76,231,305,1468,4862,4580,3991,6006,5910,2177,29719,3,4,8,27,77,524,1100,640,278,271,178,304,3403,4,11,58,369,358,907,776,229,96,71,50,216,3139,5,6,16,66,56,104,98,38,12,14,16,68,489,17,8,38,124,54,76,48,5,6,3,0,28,403,117,43,218,768,437,1101,777,228,89,44,46,303,4176,0,0,4,3,4,13,11,3,0,0,0,91,131,144,71,336,1357,987,2727,2802,1145,491,406,289,998,11749,740,322,705,2869,4548,9074,13775,9342,7150,9352,8465,4659,71011
LGA22830,373,0,0,0,8,0,17,25,12,8,12,0,11,96,0,0,0,0,0,7,16,18,11,12,7,19,82,45,11,16,68,90,169,177,55,30,19,17,70,769,0,0,0,0,0,3,17,5,0,0,0,223,258,58,13,39,117,167,530,1616,1152,928,1111,885,641,7258,0,0,0,17,33,171,277,124,41,28,25,82,806,0,4,23,99,101,231,152,50,19,9,4,46,735,4,0,4,16,21,25,19,6,4,0,0,15,122,3,0,9,34,10,21,16,0,4,0,0,6,110,42,9,85,250,135,324,195,42,16,11,13,102,1217,5,0,0,4,0,0,4,0,0,0,0,56,67,51,15,124,419,304,778,673,225,83,56,43,299,3060,277,89,227,864,1357,2479,3784,2239,1603,1693,1296,1372,17276
LGA22910,103,0,0,0,0,0,3,10,5,0,5,0,4,28,0,0,0,0,0,0,5,0,0,5,0,9,17,0,0,7,3,12,26,34,10,8,0,4,9,104,0,0,0,0,0,0,0,0,0,0,0,53,57,5,4,7,15,30,110,356,204,180,204,184,142,1434,0,0,0,0,0,23,44,20,10,8,3,16,125,0,0,8,25,33,51,33,4,0,0,0,22,177,0,0,3,4,3,4,3,0,0,0,0,3,22,0,0,0,11,3,5,0,0,0,0,0,4,16,7,0,18,33,24,66,55,13,0,0,0,29,254,0,0,0,0,0,0,0,0,0,0,0,3,9,6,0,32,62,63,150,139,37,13,10,5,75,608,56,22,70,195,373,678,1014,521,349,398,418,364,4451
