LGA_CODE_2021,C21_CFNC_BPT_2000_2499,C21_CFNC_BPT_2500_2999,C21_CFNC_BPT_3000_3999,C21_CFNC_BPT_4000more,C21_CFNC_BPT_Ns,C21_CFNC_BPT_Tot,C21_CFNC_1F1P_Neg_ni_inc,C21_CFNC_1F1P_1_149,C21_CFNC_1F1P_150_399,C21_CFNC_1F1P_400_649,C21_CFNC_1F1P_650_799,C21_CFNC_1F1P_800_1249,C21_CFNC_1F1P_1250_1999,C21_CFNC_1F1P_2000_2499,C21_CFNC_1F1P_2500_2999,C21_CFNC_1F1P_3000_3999,C21_CFNC_1F1P_4000more,C21_CFNC_1F1P_Ns,C21_CFNC_1F1P_Tot,C21_CFNC_1E1A_Neg_ni_inc,C21_CFNC_1E1A_1_149,C21_CFNC_1E1A_150_399,C21_CFNC_1E1A_400_649,C21_CFNC_1E1A_650_799,C21_CFNC_1E1A_800_1249,C21_CFNC_1E1A_1250_1999,C21_CFNC_1E1A_2000_2499,C21_CFNC_1E1A_2500_2999,C21_CFNC_1E1A_3000_3999,C21_CFNC_1E1A_4000more,C21_CFNC_1E1A_Ns,C21_CFNC_1E1A_Tot,C21_CFNC_1F1NW_Neg_ni_inc,C21_CFNC_1F1NW_1_149,C21_CFNC_1F1NW_150_399,C21_CFNC_1F1NW_400_649,C21_CFNC_1F1NW_650_799,C21_CFNC_1F1NW_800_1249,C21_CFNC_1F1NW_1250_1999,C21_CFNC_1F1NW_2000_2499,C21_CFNC_1F1NW_2500_2999,C21_CFNC_1F1NW_3000_3999,C21_CFNC_1F1NW_4000more,C21_CFNC_1F1NW_Ns,C21_CFNC_1F1NW_Tot,C21_CFNC_1P1NW_Neg_ni_inc,C21_CFNC_1P1NW_1_149,C21_CFNC_1P1NW_150_399,C21_CFNC_1P1NW_400_649,C21_CFNC_1P1NW_650_799,C21_CFNC_1P1NW_800_1249,C21_CFNC_1P1NW_1250_1999,C21_CFNC_1P1NW_2000_2499,C21_CFNC_1P1NW_2500_2999,C21_CFNC_1P1NW_3000_3999,C21_CFNC_1P1NW_4000more,C21_CFNC_1P1NW_Ns,C21_CFNC_1P1NW_Tot,C21_CFNC_1A1NW_Neg_ni_inc,C21_CFNC_1A1NW_1_149,C21_CFNC_1A1NW_150_399,C21_CFNC_1A1NW_400_649,C21_CFNC_1A1NW_650_799,C21_CFNC_1A1NW_800_1249,C21_CFNC_1A1NW_1250_1999,C21_CFNC_1A1NW_2000_2499,C21_CFNC_1A1NW_2500_2999,C21_CFNC_1A1NW_3000_3999,C21_CFNC_1A1NW_4000more,C21_CFNC_1A1NW_Ns,C21_CFNC_1A1NW_Tot,C21_CFNC_BA_Neg_ni_inc,C21_CFNC_BA_1_149,C21_CFNC_BA_150_399,C21_CFNC_BA_400_649,C21_CFNC_BA_650_799,C21_CFNC_BA_800_1249,C21_CFNC_BA_1250_1999,C21_CFNC_BA_2000_2499,C21_CFNC_BA_2500_2999,C21_CFNC_BA_3000_3999,C21_CFNC_BA_4000more,C21_CFNC_BA_Ns,C21_CFNC_BA_Tot,C21_CFNC_BNW_Neg_ni_inc,C21_CFNC_BNW_1_149,C21_CFNC_BNW_150_399,C21_CFNC_BNW_400_649,C21_CFNC_BNW_650_799,C21_CFNC_BNW_800_1249,C21_CFNC_BNW_1250_1999,C21_CFNC_BNW_2000_2499,C21_CFNC_BNW_2500_2999,C21_CFNC_BNW_3000_3999,C21_CFNC_BNW_4000more,C21_CFNC_BNW_Ns,C21_CFNC_BNW_Tot,C21_CFNC_LFns_Neg_ni_inc,C21_CFNC_LFns_1_149,C21_CFNC_LFns_150_399,C21_CFNC_LFns_400_649,C21_CFNC_LFns_650_799,C21_CFNC_LFns_800_1249,C21_CFNC_LFns_1250_1999,C21_CFNC_LFns_2000_2499,C21_CFNC_LFns_2500_2999,C21_CFNC_LFns_3000_3999,C21_CFNC_LFns_4000more,C21_CFNC_LFns_Ns,C21_CFNC_LFns_Tot,C21_CFNC_Tot_Neg_ni_inc,C21_CFNC_Tot_1_149,C21_CFNC_Tot_150_399,C21_CFNC_Tot_400_649,C21_CFNC_Tot_650_799,C21_CFNC_Tot_800_1249,C21_CFNC_Tot_1250_1999,C21_CFNC_Tot_2000_2499,C21_CFNC_Tot_2500_2999,C21_CFNC_Tot_3000_3999,C21_CFNC_Tot_4000more,C21_CFNC_Tot_Ns,C21_CFNC_Tot_Tot,C21_CF_BFT_Neg_ni_inc,C21_CF_BFT_1_149,C21_CF_BFT_150_399,C21_CF_BFT_400_649,C21_CF_BFT_650_799,C21_CF_BFT_800_1249,C21_CF_BFT_1250_1999,C21_CF_BFT_2000_2499,C21_CF_BFT_2500_2999,C21_CF_BFT_3000_3999,C21_CF_BFT_4000more,C21_CF_BFT_Ns,C21_CF_BFT_Tot,C21_CF_BPT_Neg_ni_inc,C21_CF_BPT_1_149,C21_CF_BPT_150_399,C21_CF_BPT_400_649,C21_CF_BPT_650_799,C21_CF_BPT_800_1249,C21_CF_BPT_1250_1999,C21_CF_BPT_2000_2499,C21_CF_BPT_2500_2999,C21_CF_BPT_3000_3999,C21_CF_BPT_4000more,C21_CF_BPT_Ns,C21_CF_BPT_Tot,C21_CF_1F1P_Neg_ni_inc,C21_CF_1F1P_1_149,C21_CF_1F1P_150_399,C21_CF_1F1P_400_649,C21_CF_1F1P_650_799,C21_CF_1F1P_800_1249,C21_CF_1F1P_1250_1999,C21_CF_1F1P_2000_2499,C21_CF_1F1P_2500_2999,C21_CF_1F1P_3000_3999,C21_CF_1F1P_4000more,C21_CF_1F1P_Ns,C21_CF_1F1P_Tot,C21_CF_1E1A_Neg_ni_inc,C21_CF_1E1A_1_149,C21_CF_1E1A_150_399,C21_CF_1E1A_400_649,C21_CF_1E1A_650_799,C21_CF_1E1A_800_1249,C21_CF_1E1A_1250_1999,C21_CF_1E1A_2000_2499,C21_CF_1E1A_2500_2999,C21_CF_1E1A_3000_3999,C21_CF_1E1A_4000more,C21_CF_1E1A_Ns,C21_CF_1E1A_Tot,C21_CF_1F1NW_Neg_ni_inc,C21_CF_1F1NW_1_149,C21_CF_1F1NW_150_399,C21_CF_1F1NW_400_649,C21_CF_1F1NW_650_799,C21_CF_1F1NW_800_1249,C21_CF_1F1NW_1250_1999,C21_CF_1F1NW_2000_2499,C21_CF_1F1NW_2500_2999,C21_CF_1F1NW_3000_3999,C21_CF_1F1NW_4000more,C21_CF_1F1NW_Ns,C21_CF_1F1NW_Tot,C21_CF_1P1NW_Neg_ni_inc,C21_CF_1P1NW_1_149,C21_CF_1P1NW_150_399,C21_CF_1P1NW_400_649,C21_CF_1P1NW_650_799,C21_CF_1P1NW_800_1249,C21_CF_1P1NW_1250_1999,C21_CF_1P1NW_2000_2499,C21_CF_1P1NW_2500_2999,C21_CF_1P1NW_3000_3999,C21_CF_1P1NW_4000more,C21_CF_1P1NW_Ns
LGA21010,18,9,10,7,0,118,0,0,0,0,9,15,97,59,41,34,19,3,280,0,0,0,0,0,4,20,10,5,10,3,3,56,0,0,0,7,5,33,54,24,13,5,5,7,157,0,0,4,19,16,58,37,7,4,0,0,4,154,0,0,0,4,0,7,8,0,0,0,0,0,32,0,0,0,0,0,0,8,0,7,0,0,3,31,26,11,14,70,251,239,124,18,9,12,8,40,812,0,0,3,0,7,3,0,0,0,0,0,78,98,28,18,23,108,291,404,453,214,161,145,98,141,2084,0,0,0,0,0,7,25,47,36,64,59,14,257,0,0,0,0,0,8,24,16,14,10,4,7,68,0,0,0,0,0,17,76,77,63,75,32,24,368,0,0,0,0,4,3,23,12,6,13,5,6,73,0,0,0,3,3,20,65,20,11,17,10,5,151,0,0,0,5,5,15,17,5,0,6,0,5
LGA21110,126,89,109,181,10,913,3,0,0,3,3,46,342,345,297,410,632,17,2103,0,0,0,3,6,22,70,60,50,71,83,14,385,7,0,4,11,15,108,298,244,124,200,491,17,1507,5,6,24,78,77,191,343,193,108,152,259,15,1443,4,0,0,7,14,39,33,19,12,13,27,5,179,0,0,0,0,0,3,11,7,10,15,19,6,72,368,114,90,320,557,897,1231,571,356,383,459,107,5451,0,0,3,3,5,11,6,4,0,0,0,477,522,392,130,123,441,702,1460,2700,1925,1589,2392,3700,685,16248,3,4,3,11,6,37,124,211,234,787,4524,256,6190,4,0,7,7,20,70,166,132,105,157,389,34,1090,3,3,3,7,13,50,274,324,550,1011,3991,245,6464,3,0,0,5,3,12,69,61,63,164,573,61,1014,8,0,10,17,20,111,381,403,166,393,1811,166,3491,7,8,20,42,48,139,213,108,88,110,299,63
LGA21180,94,53,29,23,5,633,0,0,3,4,4,73,558,389,241,234,103,9,1625,0,0,0,0,4,41,113,91,55,50,22,20,395,9,6,6,30,76,408,591,221,88,77,64,25,1600,4,15,48,129,148,334,265,60,20,22,18,13,1072,5,0,6,20,26,67,58,24,8,6,7,14,235,3,0,0,0,0,8,28,17,9,6,4,9,90,719,145,200,830,2162,1346,712,105,40,26,19,195,6510,16,0,0,13,30,24,21,6,0,7,0,561,684,763,174,270,1046,2488,2471,2900,1598,1045,1133,707,862,15455,3,0,0,0,5,35,349,624,700,1122,1306,158,4296,0,0,7,19,30,143,345,172,117,134,78,43,1090,3,0,0,8,3,105,959,891,903,1067,800,151,4899,0,0,3,0,5,37,215,172,178,286,195,65,1167,5,6,16,52,130,818,1491,767,410,478,413,163,4742,4,12,58,168,171,518,567,236,138,129,87,71
LGA21270,5,3,0,4,0,51,0,0,0,0,3,11,65,38,13,8,3,0,149,0,0,0,0,0,0,5,0,3,0,0,0,14,0,0,3,0,8,22,20,8,8,0,0,0,75,0,0,3,4,9,26,12,3,3,0,0,0,64,0,0,0,4,0,3,6,0,0,0,0,0,14,0,0,0,0,0,0,0,6,0,0,0,3,10,7,6,0,26,96,66,38,5,0,3,3,14,280,0,0,0,0,0,7,0,0,0,0,0,30,42,8,3,9,41,126,177,188,85,55,51,26,57,826,0,0,0,0,0,4,14,24,17,22,26,14,124,0,0,0,0,0,0,4,5,3,0,0,5,21,0,0,0,0,0,23,59,44,24,24,23,19,212,0,0,0,0,0,3,9,3,5,10,4,0,36,0,3,0,0,0,12,32,17,0,4,3,3,80,0,0,0,6,0,9,0,0,0,0,0,0
LGA21370,33,16,8,11,3,253,0,0,3,10,13,44,230,165,102,88,33,5,698,0,0,0,0,3,10,42,42,9,15,9,3,138,0,0,0,10,18,91,142,47,19,28,24,11,391,0,10,11,42,63,114,66,26,4,5,5,11,360,0,0,4,13,4,14,26,0,0,4,0,3,79,5,0,0,0,0,8,15,13,3,0,5,4,58,89,38,35,188,571,493,288,41,20,18,21,81,1882,3,0,3,5,10,4,14,0,3,0,0,194,237,109,50,53,277,717,888,1058,573,315,325,198,332,4892,0,0,0,7,3,16,73,138,141,226,182,74,862,0,0,0,0,0,16,71,32,16,16,12,10,173,0,0,0,9,5,41,316,291,238,237,143,62,1340,0,0,0,4,0,9,51,54,48,24,22,20,233,0,0,0,3,9,78,177,71,32,42,29,28,457,0,0,4,9,7,32,58,16,9,8,5,11
LGA21450,82,36,39,20,6,478,0,0,0,6,4,58,508,435,326,236,118,21,1713,0,0,0,8,3,17,84,84,59,43,28,19,345,5,4,0,12,27,222,396,164,68,52,72,22,1049,4,9,32,47,79,199,165,47,23,13,17,11,650,4,3,5,4,14,29,35,9,5,4,3,11,130,0,0,0,0,4,4,25,11,5,13,3,12,87,242,61,78,258,833,806,481,81,41,30,25,100,3045,7,6,4,4,16,5,5,5,0,0,4,363,417,271,84,118,350,1004,1456,2157,1643,1212,1104,615,592,10614,9,0,0,3,4,16,256,566,626,984,929,187,3582,0,0,0,8,15,61,244,136,108,91,60,34,748,3,0,0,10,11,93,1081,1045,1039,1071,675,210,5235,0,0,0,0,9,40,202,233,203,237,141,46,1107,3,3,3,22,43,375,1031,593,240,284,252,90,2956,4,5,4,16,48,143,239,85,57,47,28,45
LGA21610,201,114,66,39,7,1101,0,0,6,8,19,150,1219,1037,727,520,240,33,3958,0,0,0,7,10,64,247,151,116,100,65,34,801,3,0,3,29,126,698,1210,507,156,159,134,47,3078,14,13,70,187,199,501,478,126,54,34,35,25,1732,0,5,8,23,27,86,87,39,12,11,8,20,326,4,0,0,3,6,21,57,26,19,16,10,36,201,1044,157,226,831,2333,2048,1129,194,81,68,76,244,8434,13,4,3,10,35,28,35,12,3,9,0,818,983,1087,191,322,1133,2797,3813,5635,4003,2726,2577,1417,1330,27033,10,0,5,4,10,60,918,2105,2199,3447,3260,461,12475,0,0,0,13,39,255,812,497,353,298,175,84,2537,8,0,5,16,34,262,3063,3074,2758,3010,1921,440,14595,0,0,4,4,12,97,589,595,523,578,337,136,2884,16,0,15,89,217,1684,3742,1960,876,1090,803,315,10805,15,13,55,199,233,809,1090,428,209,169,112,156
LGA21670,8,9,0,0,0,61,0,0,0,3,4,11,97,32,24,16,9,0,198,0,0,0,0,0,6,11,9,3,0,3,0,43,0,0,4,3,14,34,50,19,3,4,0,3,127,0,0,0,24,18,50,21,0,3,3,5,7,136,0,0,0,0,0,12,8,0,0,0,0,0,27,0,0,0,0,0,0,4,0,0,0,0,0,11,25,10,13,85,362,220,102,11,3,6,11,48,888,0,0,0,4,5,6,6,0,0,0,0,53,70,25,20,21,128,411,357,365,122,84,62,39,121,1734,0,0,0,0,0,5,27,47,22,43,31,9,170,0,0,0,0,0,18,23,10,13,0,3,6,69,0,0,0,0,4,18,92,70,45,44,12,14,296,0,0,0,0,0,8,15,8,12,12,5,5,63,0,0,0,0,0,31,65,16,12,9,0,8,142,0,0,0,3,5,18,25,9,6,5,0,9
LGA21750,28,14,9,6,0,169,3,0,0,9,7,24,122,77,55,38,33,3,370,0,0,0,0,0,14,36,19,12,9,6,0,101,0,0,5,7,10,48,69,36,4,7,7,5,200,0,5,6,29,22,69,59,10,3,3,6,6,225,3,0,0,4,8,18,17,3,0,7,0,3,61,0,0,0,0,0,5,17,6,3,0,5,4,36,46,14,17,80,236,270,170,34,16,17,8,31,940,0,0,0,0,10,3,5,0,0,0,0,116,135,58,19,30,135,311,506,648,344,180,165,119,173,2692,0,0,0,3,0,7,48,74,66,122,97,40,451,0,0,0,0,3,17,46,31,12,12,9,4,137,0,0,0,0,4,24,208,191,141,122,83,33,813,0,0,0,0,0,10,40,33,18,21,15,6,136,0,0,0,0,6,34,102,24,16,19,7,11,230,0,0,0,0,10,23,34,14,4,7,3,13
LGA21830,17,8,8,9,0,110,0,0,0,4,0,26,109,80,50,30,30,12,343,0,0,0,0,3,7,13,12,0,3,0,0,45,0,0,0,4,3,35,48,19,5,11,4,6,150,0,0,7,18,21,58,36,4,5,4,4,4,162,0,0,0,0,4,8,7,3,0,0,0,0,28,0,0,0,0,0,0,0,4,3,0,0,3,29,34,15,6,77,209,194,110,23,8,14,9,15,715,0,0,0,3,3,0,0,0,0,0,3,83,101,42,24,15,117,262,380,431,244,138,148,115,144,2066,8,0,0,3,0,13,44,46,54,88,91,44,385,0,0,0,0,0,17,25,14,11,6,3,4,78,0,0,5,5,0,18,128,101,86,102,59,44,544,0,0,0,0,0,7,22,14,15,13,10,8,91,0,0,0,0,11,32,73,21,14,16,14,9,194,0,0,0,0,5,14,13,11,5,0,0,9
LGA21890,151,65,62,46,3,800,0,0,0,8,7,62,550,580,421,464,308,7,2400,0,0,0,3,8,39,128,100,64,73,67,17,508,0,0,0,22,36,202,409,225,113,102,140,20,1259,0,3,26,83,87,221,220,85,52,41,27,3,853,0,5,3,21,11,34,46,11,10,6,4,7,161,0,0,0,3,0,9,21,12,17,13,12,6,96,281,118,102,408,1208,741,484,82,58,51,36,93,3659,3,5,3,11,16,8,13,0,0,3,3,466,546,296,140,141,573,1404,1474,2360,1851,1579,2246,2062,658,14774,3,0,0,0,6,13,149,210,348,790,1921,97,3539,0,0,8,9,14,73,241,155,126,183,164,36,1000,0,0,3,4,8,61,452,571,669,1287,1800,125,4985,0,0,0,3,8,25,103,103,152,256,394,42,1078,0,0,0,13,34,222,581,425,198,308,541,61,2392,4,8,13,58,46,182,236,125,74,72,68,38
LGA22110,53,20,19,11,9,385,4,0,0,5,9,61,286,166,98,82,49,13,766,0,0,5,0,0,22,50,30,19,12,11,4,152,0,0,5,12,22,79,164,69,29,27,24,16,438,0,5,20,73,90,236,145,27,16,14,13,8,650,0,0,0,7,12,30,17,18,10,7,5,0,97,0,0,0,0,5,8,19,12,11,9,9,7,79,120,63,57,304,1019,971,557,93,37,31,39,124,3410,4,0,0,9,20,14,11,4,0,0,5,298,362,142,70,92,429,1207,1528,1542,644,371,352,237,495,7096,0,0,0,0,7,6,94,124,138,163,149,60,743,0,0,0,0,4,31,79,54,41,31,8,15,272,0,3,0,0,4,28,386,295,230,236,113,66,1367,0,0,0,0,0,26,60,48,43,43,24,19,273,0,0,0,3,8,85,186,70,32,27,29,52,494,0,0,0,15,16,54,93,35,9,9,7,18
LGA22170,110,67,40,25,13,598,0,0,0,5,11,54,537,484,359,311,153,7,1923,0,0,0,3,3,24,112,95,66,80,33,29,447,0,0,0,9,27,220,457,234,76,103,82,19,1233,7,4,27,81,97,281,249,67,26,24,9,13,885,5,4,0,14,15,52,54,24,3,4,5,11,180,0,0,0,0,6,3,21,11,10,15,3,10,81,222,70,98,371,1068,1203,741,151,46,66,39,110,4186,6,0,0,3,14,26,9,0,3,5,0,369,437,245,81,137,506,1258,1964,2659,1852,1445,1533,894,613,13185,0,0,0,6,4,15,184,427,544,1037,1139,212,3562,0,0,0,3,7,51,213,158,130,114,63,26,763,4,0,0,4,7,62,842,1076,1136,1364,912,202,5610,0,0,0,9,3,32,198,208,220,290,231,57,1251,9,0,0,12,21,226,779,497,244,295,305,102,2493,0,0,10,23,33,119,220,100,77,36,30,42
LGA22250,9,5,0,0,0,65,0,0,0,0,4,16,90,39,23,20,9,4,210,0,0,0,0,0,0,9,9,6,3,3,0,41,0,0,0,0,12,28,29,12,0,4,5,4,92,0,0,4,12,19,41,25,5,0,0,0,4,107,0,0,0,0,3,5,9,4,0,0,0,6,24,0,0,0,0,0,3,4,4,0,0,0,0,19,26,10,3,65,197,156,95,15,5,7,0,27,623,0,0,0,0,13,4,4,0,0,0,0,58,78,32,13,19,103,255,302,323,138,80,67,40,110,1477,3,0,0,0,4,9,21,54,38,42,36,20,218,0,0,0,0,0,3,18,3,3,5,4,6,53,0,0,0,0,3,29,92,80,42,42,23,18,325,0,0,0,0,0,3,10,16,12,3,5,0,49,0,0,0,0,8,11,57,20,14,5,18,3,134,0,0,0,0,4,10,10,5,0,3,0,0
LGA22310,148,78,81,85,4,850,0,0,4,5,12,60,465,415,353,413,425,7,2147,0,0,4,6,0,19,99,64,58,93,68,21,431,0,0,0,5,25,147,366,241,114,136,250,19,1316,8,5,35,79,91,249,299,134,72,80,115,24,1182,3,7,6,15,16,28,35,19,11,12,13,5,163,0,0,0,0,6,3,15,17,10,8,12,9,84,300,100,80,332,772,838,793,271,121,139,140,90,3988,4,3,0,3,7,9,9,12,0,4,3,439,493,329,119,125,473,963,1507,2485,1802,1501,2166,2615,653,14727,8,0,0,3,3,22,113,206,367,963,3436,209,5338,0,0,0,11,19,88,193,134,117,165,228,39,989,8,0,0,9,3,64,427,494,719,1335,2847,234,6147,0,0,0,0,5,23,92,100,112,246,474,67,1108,7,0,4,11,21,133,435,477,205,357,1086,102,2833,3,5,15,44,22,109,192,102,76,98,117,58
LGA22410,32,15,8,7,4,140,0,0,0,3,3,29,107,79,60,63,31,6,385,0,0,0,0,0,4,20,12,14,16,5,5,79,0,0,0,8,12,53,99,58,12,13,9,4,275,0,4,3,35,32,69,36,9,9,7,4,9,212,0,3,3,4,3,12,15,9,3,4,0,0,48,0,0,0,0,0,5,10,0,0,4,5,8,33,41,26,23,106,301,288,159,17,8,8,6,36,1025,0,0,0,0,13,0,0,0,3,3,0,109,124,45,29,35,167,372,516,551,316,188,212,133,185,2739,0,0,0,4,0,7,27,50,56,100,79,30,350,0,0,0,0,0,11,50,9,11,11,3,3,99,0,0,4,3,3,16,157,130,95,115,80,38,640,0,0,0,0,0,4,27,36,15,15,10,9,120,0,0,0,3,4,36,93,51,24,13,17,18,249,0,0,0,4,6,22,24,8,0,0,0,8
LGA22490,27,17,11,3,0,123,0,0,0,0,0,12,138,107,61,62,42,6,422,0,0,0,0,0,11,16,24,15,16,9,0,96,0,0,0,0,13,42,84,40,15,19,21,6,236,0,4,0,24,25,65,60,14,8,6,8,4,213,0,0,0,4,3,16,19,4,4,6,0,0,58,0,0,0,0,4,4,7,4,3,3,0,4,30,36,13,30,94,228,256,129,24,7,8,10,21,850,0,0,0,3,0,5,8,0,0,0,0,91,114,45,18,39,132,282,431,543,332,246,257,163,156,2638,0,0,0,0,4,5,47,83,120,206,228,64,760,0,0,0,3,5,13,34,30,26,27,15,12,159,0,0,0,0,4,26,226,298,251,274,171,75,1321,0,0,0,0,0,5,36,50,43,73,42,12,258,0,0,0,8,7,48,152,99,48,63,52,19,507,0,0,0,4,11,18,45,15,6,8,9,10
LGA22620,104,54,49,26,10,647,0,0,0,5,16,77,580,473,303,288,147,17,1901,0,0,3,5,4,32,118,70,65,59,27,13,392,3,0,0,18,44,231,341,218,62,50,57,10,1027,0,7,16,85,102,311,292,79,25,22,30,15,996,0,0,0,10,13,46,60,30,9,5,8,9,194,0,0,0,5,4,10,21,13,8,19,9,13,101,150,89,84,409,1368,1450,904,185,91,66,51,159,5013,3,0,0,6,25,14,20,4,0,0,0,472,554,164,100,109,558,1605,2337,2885,1726,1097,1141,674,742,13134,3,0,0,0,0,19,174,408,440,771,766,136,2716,0,0,0,6,5,75,188,132,91,110,53,29,693,5,0,0,6,4,76,832,903,862,1004,627,161,4484,0,0,3,7,0,17,175,155,156,213,117,32,876,6,0,0,8,28,194,612,346,139,184,176,68,1772,3,0,0,21,40,134,201,67,46,30,17,39
LGA22670,108,30,28,10,3,651,3,0,0,10,4,58,590,344,187,142,60,5,1401,0,0,0,0,4,26,87,65,31,28,8,10,259,5,0,4,28,72,412,482,157,57,51,26,23,1322,0,9,37,120,99,247,202,46,14,11,4,14,809,4,0,9,13,23,40,39,12,0,6,0,12,155,0,0,0,0,8,16,25,12,7,6,7,16,90,586,125,133,596,1528,981,487,60,39,31,14,119,4710,11,0,5,7,38,21,15,7,5,3,3,447,560,610,137,195,800,1808,1960,2577,1393,793,797,391,680,12130,4,0,0,0,5,38,500,748,644,926,786,118,3776,0,0,3,11,16,152,336,170,95,87,56,31,964,0,0,0,5,16,118,918,716,590,658,385,75,3474,0,0,0,3,0,39,185,125,127,127,84,30,714,5,5,11,66,144,860,1439,638,296,344,222,111,4136,8,3,44,131,156,403,470,161,85,76,40,59
LGA22750,254,139,107,88,13,1468,0,0,4,13,21,130,1138,993,726,706,442,37,4218,0,0,0,10,13,42,216,159,164,130,102,30,866,5,0,6,39,59,373,791,426,145,190,258,35,2323,0,13,58,183,251,652,622,186,86,77,88,30,2241,6,6,11,28,33,113,115,46,25,15,19,21,421,0,0,0,8,5,17,35,26,24,30,21,27,192,483,188,198,962,2785,3239,2221,436,219,175,167,330,11409,11,10,0,16,49,28,23,10,0,3,5,929,1080,508,228,289,1284,3259,4877,6115,3619,2669,2945,2273,1483,29544,5,0,0,11,3,20,237,639,802,1714,2244,315,5991,0,0,3,9,9,95,416,290,232,255,181,74,1565,3,0,5,6,14,134,1485,1889,1972,2680,2152,358,10694,0,0,0,4,4,42,335,335,353,508,422,98,2112,9,3,10,30,39,399,1223,866,364,523,655,177,4291,3,4,11,49,68,299,441,187,102,101,87,57
LGA22830,54,19,20,14,7,293,8,0,0,9,11,45,324,242,164,124,90,9,1032,0,0,0,6,5,9,40,41,37,25,18,7,183,0,0,5,11,21,140,236,91,33,36,34,13,631,0,3,6,42,71,149,128,39,16,8,11,9,494,0,0,0,5,14,22,24,12,4,4,7,9,105,0,0,0,0,4,4,14,7,4,9,8,8,49,141,52,49,238,741,687,397,69,41,28,28,85,2553,6,5,0,3,12,15,13,0,0,0,0,275,327,170,62,68,336,889,1169,1488,860,585,524,375,431,6963,3,0,6,4,5,14,166,256,273,411,417,110,1663,0,0,0,6,7,29,115,60,51,35,21,16,339,3,0,4,0,15,45,532,467,391,456,293,113,2324,0,0,0,0,0,13,97,99,65,76,44,19,412,3,3,8,9,15,150,356,148,63,71,72,37,942,0,0,4,21,33,86,110,37,35,25,17,23
LGA22910,31,10,16,11,3,165,0,0,0,0,0,17,83,68,55,48,58,0,341,0,0,0,0,0,7,27,22,13,7,10,3,79,0,0,0,4,8,42,64,37,14,20,36,5,221,0,3,10,11,26,59,58,29,5,9,3,3,216,0,0,0,4,0,12,11,5,0,0,0,6,41,0,0,0,0,0,4,7,3,8,0,4,0,32,42,14,19,85,232,231,181,25,13,17,20,26,910,0,0,0,0,0,5,0,0,0,0,0,94,109,51,16,32,114,279,418,523,278,154,182,223,141,2412,0,0,0,0,0,3,23,35,53,53,63,12,246,0,0,0,0,0,9,40,30,21,9,9,0,126,0,0,0,0,0,12,116,66,67,93,62,20,441,0,0,0,0,0,8,22,24,19,14,11,8,97,0,0,0,0,3,20,80,32,11,14,22,21,206,0,0,3,5,14,24,23,11,4,3,8,10
LGA22980,4,0,4,3,0,25,0,0,0,0,0,6,37,26,18,10,9,0,116,0,0,0,0,0,5,12,10,4,4,3,0,28,0,0,0,0,0,12,17,3,5,3,0,3,48,0,0,0,9,10,21,14,5,3,0,0,3,61,0,0,0,8,0,5,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,4,10,5,9,36,87,78,48,4,4,3,6,8,305,0,0,0,0,0,0,4,0,0,0,0,26,32,18,10,9,49,105,132,160,98,62,57,37,45,777,0,0,0,0,0,6,10,20,17,10,26,11,92,0,0,0,0,0,4,3,3,4,0,0,0,15,0,0,0,0,0,10,53,44,14,27,29,17,195,0,0,0,0,0,0,7,10,3,3,0,3,31,0,0,0,0,0,28,40,3,5,9,6,4,96,0,0,0,0,0,4,12,0,0,3,0,0
LGA23110,66,30,33,30,3,337,0,0,0,0,3,34,251,238,216,250,181,13,1182,0,0,0,0,0,18,49,40,41,53,50,13,265,0,0,7,5,22,125,245,161,81,106,115,13,868,5,12,26,58,49,125,154,47,28,22,22,6,552,0,0,7,3,6,17,28,11,7,13,5,4,99,0,0,0,3,3,0,0,8,7,9,14,9,56,204,68,74,303,729,634,450,128,49,41,48,82,2810,5,0,0,10,6,9,6,0,0,0,4,267,306,211,83,107,383,829,1025,1398,966,831,1275,1394,423,8937,0,0,0,0,3,12,69,170,258,651,1682,95,2946,0,0,0,0,11,33,121,73,67,78,96,16,499,0,0,0,5,3,24,284,365,508,870,1228,100,3383,4,0,0,0,0,4,57,78,104,186,273,24,729,0,0,3,7,19,139,447,347,137,267,435,49,1838,4,0,11,29,36,90,156,81,60,59,48,35
LGA23190,17,9,7,7,0,123,0,0,0,0,0,26,111,97,70,42,34,7,394,0,0,0,3,0,6,16,16,8,12,4,0,65,0,0,0,3,0,36,48,37,18,11,16,7,175,0,4,5,16,21,56,44,7,7,5,5,8,175,0,0,0,0,4,10,13,0,0,3,0,3,41,0,0,0,0,0,4,7,0,5,4,0,0,18,30,15,8,71,212,235,155,38,17,10,20,25,832,0,0,0,0,3,4,6,0,0,0,0,76,90,33,15,23,107,261,407,521,337,221,189,150,134,2387,0,0,0,0,0,7,32,80,95,141,103,37,500,0,0,0,0,0,3,33,26,22,13,5,12,109,0,0,0,0,0,18,207,176,149,148,94,51,843,0,0,0,0,0,8,45,28,17,27,14,10,145,0,0,0,0,5,41,91,31,19,20,20,14,243,0,0,5,0,3,21,31,15,0,5,6,13
