LGA_CODE_2021,C21_650_799_1PF_1C,C21_650_799_1PF_2C,C21_650_799_1PF_3C,C21_650_799_1PF_4mC,C21_650_799_Tot,C21_800_999_1PF_1C,C21_800_999_1PF_2C,C21_800_999_1PF_3C,C21_800_999_1PF_4mC,C21_800_999_Tot,C21_1000_1499_1PF_1C,C21_1000_1499_1PF_2C,C21_1000_1499_1PF_3C,C21_1000_1499_1PF_4mC,C21_1000_1499_Tot,C21_1500_1999_1PF_1C,C21_1500_1999_1PF_2C,C21_1500_1999_1PF_3C,C21_1500_1999_1PF_4mC,C21_1500_1999_Tot,C21_2000_2499_1PF_1C,C21_2000_2499_1PF_2C,C21_2000_2499_1PF_3C,C21_2000_2499_1PF_4mC,C21_2000_2499_Tot,C21_2500_2999_1PF_1C,C21_2500_2999_1PF_2C,C21_2500_2999_1PF_3C,C21_2500_2999_1PF_4mC,C21_2500_2999_Tot,C21_3000_3999_1PF_1C,C21_3000_3999_1PF_2C,C21_3000_3999_1PF_3C,C21_3000_3999_1PF_4mC,C21_3000_3999_Tot,C21_4000more_1PF_1C,C21_4000more_1PF_2C,C21_4000more_1PF_3C,C21_4000more_1PF_4mo_ch,C21_4000more_Tot,C21_Par_inc_st_1PF_1C,C21_Par_inc_st_1PF_2C,C21_Par_inc_st_1PF_3C,C21_Par_inc_st_1PF_4mC,C21_Par_inc_st_Tot,C21_All_inc_ns_1PF_1Ch,C21_All_inc_ns_1PF_2C,C21_All_inc_ns_1PF_3C,C21_All_inc_ns_1PF_4mC,C21_All_inc_ns_Tot,C21_Tot_1PF_1C,C21_Tot_1PF_2C,C21_Tot_1PF_3C,C21_Tot_1PF_4mC,C21_Tot_Tot
LGA54060,7,8,4,0,20,11,3,0,0,12,6,9,0,0,15,7,0,0,0,14,3,0,0,0,8,0,0,0,0,0,5,0,0,0,8,0,0,3,0,5,9,0,0,0,5,4,0,0,0,4,73,36,13,3,125
LGA54130,0,5,0,0,4,0,3,0,0,3,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,8,4,0,20
LGA54170,163,123,30,6,332,272,135,48,8,459,667,383,91,24,1163,492,277,70,20,859,408,258,70,16,753,171,100,27,8,303,186,148,28,4,364,126,130,31,4,298,221,193,84,13,510,26,16,4,0,47,3160,2010,545,125,5840
LGA54200,72,60,25,12,165,109,59,29,0,197,295,148,42,25,512,202,97,32,18,342,144,101,27,3,281,70,38,5,5,123,63,40,14,3,121,43,29,7,0,80,104,66,31,10,219,18,11,3,0,24,1300,757,245,106,2415
LGA54280,43,15,5,4,72,56,10,6,10,80,90,48,20,10,165,71,41,15,6,137,72,32,11,3,130,42,15,3,4,56,45,13,4,0,62,31,18,3,0,52,21,32,11,6,73,24,8,5,4,41,586,299,102,68,1054
LGA54310,13,13,0,0,23,12,9,8,4,32,39,18,7,4,71,39,29,14,0,86,32,24,3,0,61,8,4,0,0,15,23,23,6,0,51,13,19,8,0,41,11,14,5,0,27,3,3,0,0,8,237,166,69,21,491
LGA54340,3,3,5,0,14,9,6,5,0,20,19,3,0,0,25,7,6,0,0,17,3,3,0,0,9,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,9,3,4,15,0,0,0,0,4,80,48,19,10,159
LGA54410,3,4,0,0,6,4,0,0,0,6,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,7,0,0,0,0,3,26,13,3,0,39
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3
LGA54550,3,4,0,0,11,5,0,0,0,9,0,0,3,0,6,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,25,12,10,0,47
LGA54620,5,0,4,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,4,0,0,0,4,18,3,4,0,29
LGA54690,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,3
LGA54760,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,13,3,0,0,9
LGA54830,102,66,31,15,213,139,71,20,19,248,287,123,58,26,496,177,78,24,13,297,98,56,9,4,178,39,27,4,0,77,31,26,4,0,66,16,13,3,5,36,77,48,31,13,169,25,12,4,0,39,1250,652,252,126,2287
LGA54900,3,3,0,0,5,0,0,0,0,0,4,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,6,0,0,18
LGA54970,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,4,3,4,25
LGA55040,0,0,0,0,0,0,0,0,0,0,6,0,3,0,7,0,0,0,0,5,5,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,15,7,0,6,31
LGA55110,210,139,69,22,433,280,122,61,38,501,490,236,79,42,848,272,132,38,23,468,171,114,34,10,325,74,57,9,9,156,63,46,8,3,127,42,40,9,6,94,166,107,47,23,341,38,21,0,3,64,2300,1326,472,210,4306
LGA55180,20,15,9,0,32,32,5,0,0,45,40,19,4,4,70,17,5,7,0,30,10,12,0,0,18,6,0,0,0,5,3,4,0,0,10,5,0,0,0,5,16,9,0,0,28,0,0,0,0,4,171,88,32,12,305
LGA55250,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,3,16,15,0,8,42
LGA55320,126,61,10,4,206,171,79,17,4,279,413,173,54,9,645,305,149,25,4,489,299,153,33,4,484,112,68,22,0,195,124,91,20,6,237,122,117,20,5,263,113,106,53,8,276,25,10,3,0,45,2126,1158,318,62,3670
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
LGA55460,6,7,0,0,10,10,8,0,0,13,13,7,0,0,23,8,5,0,0,14,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,9,6,0,3,0,6,67,29,11,0,111
LGA55530,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7
LGA55600,4,3,4,0,15,3,5,0,0,7,9,3,0,0,20,7,0,0,0,6,6,0,0,0,6,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,3,49,21,11,3,89
LGA55670,0,0,0,0,0,0,0,0,0,4,4,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,19
LGA55740,7,4,0,0,7,13,8,0,0,20,16,14,0,0,34,22,16,3,0,42,22,12,0,0,29,8,6,0,0,14,3,3,0,0,15,17,11,5,0,34,11,9,3,0,20,0,0,0,0,0,154,93,18,10,262
LGA55810,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,15
LGA55880,3,0,0,0,3,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,14
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,14
LGA56090,53,26,10,3,88,71,32,8,8,116,144,83,32,3,259,114,61,11,3,191,110,42,21,4,172,45,22,10,3,75,49,26,8,3,81,27,25,5,0,59,62,62,17,10,144,11,10,0,0,23,813,436,135,40,1421
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9
LGA56230,37,30,5,6,78,44,15,10,3,78,99,54,13,4,168,44,25,5,5,79,35,10,3,0,53,16,0,7,0,30,16,6,0,0,24,10,5,4,4,19,31,25,12,4,70,3,0,3,0,8,436,234,75,35,775
LGA56300,5,3,0,0,7,0,0,0,0,3,5,0,0,0,7,9,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,27,8,0,0,37
LGA56370,0,0,0,0,0,0,0,0,0,4,3,6,0,0,3,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,17
LGA56460,8,9,0,5,21,13,0,3,0,23,26,11,4,0,44,11,4,3,0,21,6,5,0,0,16,4,0,0,0,7,3,0,0,0,8,3,0,0,0,4,9,9,3,0,15,3,0,0,0,7,114,65,15,10,210
LGA56580,6,7,0,0,14,23,11,5,0,38,46,28,6,0,79,35,22,9,0,64,37,26,8,0,72,21,8,0,0,28,20,17,5,0,46,55,39,14,9,113,17,19,8,0,53,3,0,0,0,0,299,209,66,9,587
LGA56620,5,3,4,0,14,9,3,0,0,14,7,7,0,0,16,3,4,6,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,4,6,9,0,14,0,6,0,0,10,48,36,13,6,107
LGA56730,25,13,5,3,46,43,13,11,3,75,50,34,13,9,105,32,8,0,9,53,19,9,9,5,36,11,5,3,0,20,17,3,0,0,20,5,0,0,0,6,13,16,4,0,34,9,8,0,0,16,290,144,54,39,526
LGA56790,3,3,0,0,6,13,0,0,0,13,8,7,3,4,14,3,0,0,0,3,9,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,5,0,0,4,47,21,10,6,78
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8
LGA56930,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,7,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,19,12,6,4,39
LGA57000,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,12
LGA57080,29,6,0,0,37,32,6,0,0,40,58,18,7,0,77,52,19,0,0,74,44,16,5,0,70,13,6,0,0,19,32,6,3,0,36,38,9,0,0,47,22,9,4,0,40,3,4,0,0,8,385,117,22,6,527
LGA57140,0,3,0,0,3,5,0,3,0,7,0,0,0,0,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,21,10,7,7,40
LGA57210,8,6,0,3,19,11,3,3,0,19,22,4,4,4,36,8,7,0,3,18,6,0,0,0,6,3,0,0,0,4,3,0,0,0,3,0,0,0,0,0,4,8,0,0,13,4,6,0,0,5,100,43,23,11,174
LGA57280,13,11,7,0,23,16,4,0,4,26,35,15,14,5,75,41,24,10,0,78,39,14,6,5,62,11,5,0,0,17,29,9,7,4,41,18,10,0,0,31,7,17,12,6,36,14,8,3,0,22,265,137,65,25,501
LGA57350,0,0,0,0,0,4,0,0,0,5,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,20,0,4,0,24
LGA57420,0,0,0,0,0,3,0,0,0,4,3,5,0,0,10,8,0,0,0,9,8,0,0,0,9,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,4,43,16,0,6,61
LGA57490,252,228,92,32,608,380,204,97,33,712,692,425,144,65,1315,442,302,86,21,859,272,189,52,24,541,143,85,29,11,269,100,86,32,12,226,56,56,19,9,138,211,159,70,41,482,71,33,12,0,113,3280,2170,808,294,6551
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,49,33,22,9,110,47,42,28,11,122,137,76,27,11,253,63,50,14,7,140,63,29,7,6,110,28,19,9,4,58,17,27,4,0,47,19,7,3,4,26,34,29,15,8,85,17,0,0,6,20,583,382,152,66,1179
LGA57770,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,15
LGA57840,57,15,8,3,80,63,19,3,5,88,162,47,14,8,230,133,55,3,0,192,101,40,10,0,155,36,20,0,0,58,37,26,3,0,72,60,41,4,0,111,59,33,12,0,111,16,0,3,0,18,857,357,87,24,1329
LGA57910,388,162,47,15,615,579,196,66,18,863,1146,469,109,34,1758,783,370,73,30,1259,624,286,64,12,987,269,114,25,4,416,208,141,31,12,388,186,163,57,11,408,297,243,72,33,641,62,26,8,7,100,5430,2581,642,216,8871
LGA57980,13,15,0,0,24,20,12,0,0,29,38,20,0,0,66,45,34,3,0,86,50,26,3,0,72,15,3,0,0,25,19,15,0,0,34,39,33,8,0,78,26,19,3,0,45,0,0,0,0,6,317,190,37,0,539
LGA58050,295,171,90,39,597,412,230,74,46,761,858,477,148,56,1552,539,295,92,34,960,416,249,64,28,754,192,112,43,11,355,126,98,32,15,271,70,51,22,3,145,193,168,73,45,485,46,32,9,5,95,3799,2253,799,344,7196
LGA58190,0,0,0,0,0,3,0,0,0,5,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,16
LGA58260,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,6,0,6,18
LGA58330,7,3,3,0,15,10,3,0,0,20,17,7,6,3,32,7,6,0,0,20,0,0,0,0,5,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,8,3,4,0,16,7,0,0,0,5,76,47,20,13,148
LGA58400,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,4,0,0,13
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9
LGA58510,55,27,6,0,85,74,23,3,0,105,137,56,8,4,208,88,38,12,4,144,84,37,4,5,132,35,9,3,0,56,34,21,4,3,60,43,18,3,0,59,28,39,12,3,79,10,4,0,0,14,697,309,72,22,1092
LGA58540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8
LGA58570,52,14,6,4,74,61,18,7,0,79,134,49,10,0,193,102,45,12,3,166,94,36,7,0,137,30,17,3,0,51,44,12,4,0,61,51,38,12,0,101,37,15,12,0,67,0,7,0,0,8,694,273,68,12,1051
LGA58610,4,6,5,0,10,10,0,0,0,14,13,3,0,0,12,4,0,4,0,6,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,0,0,0,0,0,48,11,9,0,65
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,12
LGA58760,403,288,109,45,837,547,289,102,61,998,1132,644,189,96,2054,781,435,119,43,1386,523,374,85,42,1019,217,154,52,27,453,180,161,38,27,404,77,84,33,19,214,304,279,106,60,748,66,34,12,12,119,5109,3287,1024,505,9937
LGA58820,3,4,3,0,9,13,4,0,0,15,14,8,6,0,21,5,6,0,0,9,0,5,0,0,7,3,0,0,0,3,4,4,0,0,9,0,0,0,0,3,17,7,0,0,29,0,5,0,0,4,82,45,15,5,144
LGA58890,0,0,0,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,18
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA59100,0,4,0,0,4,0,5,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,4,16
LGA59170,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,4,24
LGA59250,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,17
LGA59310,3,0,0,0,3,3,0,0,0,6,12,0,0,0,12,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,4,0,8,0,0,0,0,0,36,16,3,6,59
LGA59320,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4,0,16
LGA59340,9,8,9,0,24,20,10,5,4,31,33,25,6,3,66,16,20,6,0,36,16,10,3,4,30,8,3,0,0,8,0,3,0,0,5,0,0,0,0,0,11,9,9,7,24,7,6,5,0,21,155,112,65,30,358
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,3,4,4,0,11
LGA59360,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,6,0,0,25
LGA59370,3,3,0,0,8,11,0,0,0,14,16,11,0,0,31,6,7,3,0,10,11,3,5,0,14,3,0,0,0,6,0,0,0,0,0,6,0,0,0,6,4,0,0,0,5,3,0,0,0,3,81,35,10,3,133
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,21,13,0,0,35,31,5,4,3,41,37,10,3,0,56,8,5,0,0,18,5,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,3,0,0,4,12,10,5,0,31,7,0,0,0,7,172,63,18,11,261
LGA60410,79,70,36,14,198,80,43,13,14,156,147,89,32,16,288,74,34,14,5,127,46,18,7,0,74,16,9,0,0,32,7,11,0,0,23,14,7,0,0,17,27,32,13,7,86,14,18,0,0,33,707,448,174,71,1403
LGA60610,68,36,7,11,125,81,32,17,5,132,138,61,14,9,223,75,36,18,0,125,34,17,6,8,64,13,10,0,0,17,11,6,0,0,14,12,0,4,0,19,28,22,14,0,66,9,3,0,0,16,596,320,109,45,1070
LGA60810,63,34,23,11,121,86,30,8,4,132,145,79,16,3,248,73,26,12,6,117,28,18,11,0,58,20,3,0,0,27,7,9,0,0,20,5,9,0,0,8,49,29,10,0,93,16,6,0,0,17,603,291,94,34,1023
LGA61010,7,0,0,0,9,10,0,0,0,10,10,7,0,3,14,7,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,47,12,4,4,77
LGA61210,18,10,6,0,36,21,11,10,0,38,41,16,4,0,62,22,3,4,0,27,13,0,0,0,16,4,0,3,0,10,3,0,0,0,3,0,0,0,0,3,12,7,5,4,29,5,0,0,0,5,182,74,39,9,302
LGA61410,117,97,30,10,252,188,85,30,9,313,383,187,65,17,650,243,128,38,13,417,189,83,18,8,305,63,42,12,0,116,46,27,8,0,91,39,29,7,0,77,84,81,38,11,205,24,12,4,3,41,1601,926,322,96,2941
LGA61510,32,24,13,3,74,46,20,11,3,83,80,27,9,10,133,35,21,3,4,65,17,18,3,0,39,8,3,0,0,17,6,3,0,0,12,3,0,0,0,9,16,17,7,6,43,3,4,0,0,11,311,182,70,27,599
LGA61610,94,67,21,7,189,122,46,16,9,194,203,89,29,15,329,81,56,24,4,168,49,27,9,7,94,17,13,4,0,37,11,16,3,0,24,7,6,0,0,14,44,35,14,9,97,18,7,8,0,33,826,463,163,73,1522
LGA61810,18,11,5,8,35,25,10,0,0,41,44,14,3,0,64,9,5,0,0,16,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,0,0,4,3,8,3,0,24,0,3,0,0,3,142,74,30,11,260
LGA62010,3,0,0,0,5,4,0,0,0,4,8,3,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,19,7,0,0,25
LGA62210,22,14,12,0,47,42,10,5,4,60,46,17,11,4,74,10,6,3,0,24,12,3,7,3,20,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,14,5,6,0,27,0,3,0,0,7,201,92,53,20,374
LGA62410,7,16,3,0,24,16,5,0,0,17,17,3,0,0,21,11,4,0,0,16,4,3,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,10,0,0,21,0,0,0,0,0,81,47,13,4,154
LGA62610,154,93,32,14,286,260,82,36,17,394,440,188,46,31,707,193,98,34,20,348,155,67,18,3,239,47,31,8,7,95,27,34,3,0,67,8,15,0,0,28,84,80,34,14,216,30,9,5,0,50,1720,872,280,136,3007
LGA62810,65,23,4,8,96,97,35,4,5,138,246,93,19,4,362,169,87,11,0,264,135,73,17,0,225,34,25,0,0,59,35,32,8,0,73,47,26,10,0,90,69,51,22,8,149,16,0,0,0,17,1069,492,108,32,1698
LGA63010,32,27,5,5,71,57,23,15,6,96,107,55,27,5,187,39,28,10,5,80,33,12,6,0,52,3,6,0,0,9,6,8,0,0,10,4,0,0,0,10,32,16,12,5,58,9,3,3,0,18,422,217,96,23,747
LGA63210,13,6,0,0,19,18,11,3,0,32,20,11,0,0,45,17,3,3,0,18,3,3,0,0,11,7,0,0,0,10,0,3,0,0,9,3,0,0,0,3,12,13,3,0,29,4,0,0,0,4,112,65,18,12,208
LGA63410,0,0,0,0,5,7,0,0,0,6,8,7,0,0,10,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,29,12,0,3,47
LGA63610,69,39,13,7,123,98,48,12,3,165,217,110,25,8,361,141,85,21,6,256,93,52,16,3,165,41,18,10,3,71,38,17,5,4,63,16,16,9,0,42,58,62,21,10,147,3,0,0,0,10,919,529,163,59,1668
LGA63810,29,12,5,3,47,41,18,4,0,72,76,21,6,5,101,38,20,9,0,56,19,17,4,0,35,5,8,0,0,12,4,3,0,0,12,0,4,0,0,5,18,16,3,0,42,4,0,0,0,7,292,137,34,14,481
LGA64010,197,123,51,22,391,295,116,44,26,478,517,227,64,29,837,258,137,46,15,455,146,77,15,11,255,58,33,4,0,99,37,22,5,0,70,24,24,0,0,49,107,96,38,14,249,33,13,4,4,50,2080,1111,351,150,3693
LGA64210,36,24,21,8,83,66,35,11,3,122,116,58,16,10,199,61,29,9,0,91,37,22,4,0,66,19,3,4,0,29,3,0,4,0,10,5,5,0,0,13,32,22,8,5,68,10,0,0,0,9,452,256,93,22,827
LGA64610,29,27,6,0,72,50,21,8,8,88,92,32,11,3,135,33,22,5,3,59,16,14,3,0,38,13,8,4,0,18,7,0,0,3,7,0,0,0,0,5,25,13,5,0,45,10,5,0,0,11,336,184,53,27,593
LGA64810,34,16,13,0,67,67,22,13,3,105,115,72,8,5,202,69,40,12,4,124,50,23,8,4,80,11,4,0,0,19,3,7,5,0,15,0,0,0,0,5,34,23,11,4,71,12,6,0,0,14,473,252,86,29,838
LGA65010,6,8,3,0,25,31,5,5,3,46,38,18,6,6,64,16,0,5,3,22,10,5,4,0,16,4,0,0,3,13,0,0,0,0,10,0,0,0,0,0,9,8,9,3,29,3,3,0,0,7,160,58,41,20,278
LGA65210,6,4,0,0,12,7,0,0,0,6,10,4,0,0,19,12,0,0,0,18,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,7,0,0,5,4,0,0,0,5,56,32,4,4,89
LGA65410,31,19,7,3,56,39,24,10,7,77,79,43,10,16,143,42,21,14,0,73,30,12,5,0,42,11,7,0,0,15,5,5,0,0,10,3,3,0,0,12,16,16,13,3,47,10,4,0,0,16,335,202,74,36,641
LGA65610,11,8,0,0,17,12,3,3,0,27,18,5,3,0,31,11,0,0,0,10,8,0,0,0,11,6,0,0,0,10,4,0,0,0,4,0,0,0,0,0,13,6,0,0,17,5,0,0,0,5,109,49,21,9,184
LGA65810,47,34,14,0,91,78,35,6,10,131,135,55,18,9,211,65,38,14,5,121,50,26,7,0,88,17,15,3,0,31,9,9,0,0,18,5,5,4,0,13,31,29,16,0,83,13,0,6,0,12,538,288,102,34,964
