LGA_CODE_2021,C11_1_74_CF_NC,C11_1_74_CF_Cu15DS_,C11_1_74_CF_CU15_NDS,C11_1_74_CF_NCU15_DS,C11_1_74_CF_NDCO,C11_1_74_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_Tot,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Tot,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_Tot,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_Tot,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_Tot,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_Tot,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_Tot,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_Tot,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_Tot,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_Tot,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_Tot,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_Tot,C11_950over_CF_NC,C11_950over_CF_Cu15DS_,C11_950over_CF_CU15_NDS,C11_950over_CF_NCU15_DS,C11_950over_CF_NDCO,C11_950over_Tot,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_Tot,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_Tot,C16_1_74_CF_NC,C16_1_74_CF_Cu15DS_,C16_1_74_CF_CU15_NDS,C16_1_74_CF_NCU15_DS,C16_1_74_CF_NDCO,C16_1_74_Tot,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_Tot,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_Tot,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_Tot,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_Tot,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_Tot,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_Tot,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_Tot,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_Tot,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_Tot,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_Tot,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_Tot,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_Tot,C16_950over_CF_NC,C16_950over_CF_Cu15DS_,C16_950over_CF_CU15_NDS,C16_950over_CF_NCU15_DS,C16_950over_CF_NDCO,C16_950over_Tot,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_Tot,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_Tot,C21_1_74_CF_NC,C21_1_74_CF_Cu15DS_,C21_1_74_CF_CU15_NDS,C21_1_74_CF_NCU15_DS,C21_1_74_CF_NDCO,C21_1_74_Tot,C21_75_99_CF_NC,C21_75_99_CF_Cu15DS_
LGA34530,8,0,9,0,0,14,3,0,0,0,5,5,43,0,7,4,4,58,37,4,16,0,6,64,36,0,25,3,6,68,97,3,61,4,15,183,171,14,162,23,15,387,134,22,203,15,23,402,30,10,51,0,9,106,7,0,5,3,0,13,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,5,18,0,4,47,590,67,565,50,84,1353,4,0,0,0,0,8,8,0,0,0,3,15,18,0,7,0,6,26,25,5,18,0,3,45,29,0,8,4,6,50,58,3,31,0,6,100,157,13,170,8,26,374,166,47,255,28,35,535,45,13,60,18,5,143,4,6,8,0,0,16,4,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,5,24,4,11,0,4,37,542,104,567,59,100,1369,0,0,3,0,3,6,5,0
LGA34570,7,0,0,0,0,5,3,0,4,0,0,4,12,0,16,0,0,30,0,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,27,0,4,51,3,0,7,0,0,11,5,0,12,0,3,12,5,0,18,0,0,20,0,0,11,0,0,11,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,12,16,0,51,0,3,77,7,0,5,0,0,16,0,0
LGA34580,3,0,3,0,0,11,4,0,3,0,0,6,32,5,16,0,0,56,54,0,31,8,4,94,51,4,44,4,4,105,128,16,157,13,10,321,161,40,235,17,20,473,46,11,54,0,6,123,0,0,9,0,0,7,3,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,15,7,4,44,502,89,574,45,48,1259,0,0,0,0,0,7,4,0,0,0,0,7,17,0,4,0,0,22,29,5,16,0,5,48,46,0,33,0,4,88,132,8,120,9,11,277,207,38,267,20,23,557,91,26,100,15,10,238,3,0,10,6,5,21,9,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,12,7,8,0,0,29,550,83,564,47,64,1311,4,0,4,0,0,3,0,0
LGA34590,19,3,18,4,10,63,19,0,20,5,4,47,313,25,148,19,51,554,183,59,151,27,48,465,187,38,154,14,24,412,541,66,592,41,79,1319,1713,320,2398,176,262,4869,1204,420,2307,211,301,4444,192,94,311,56,74,722,31,17,65,11,19,139,3,3,10,3,3,25,3,0,5,0,0,8,3,0,0,0,0,4,12,4,22,0,0,43,119,21,119,19,29,312,4533,1072,6319,593,907,13417,18,9,3,0,5,38,9,0,7,4,0,18,92,10,50,0,21,174,262,29,113,9,39,454,102,15,66,17,21,215,402,44,401,29,64,936,1602,291,2198,160,250,4503,2150,630,3323,306,493,6902,346,185,600,88,147,1372,85,58,127,38,39,347,25,11,31,7,19,94,12,0,10,5,4,32,0,0,4,0,4,12,3,3,6,0,3,15,114,35,114,9,39,312,5234,1314,7053,667,1143,15421,25,0,8,0,7,38,18,0
LGA34710,23,0,19,0,0,45,8,0,5,0,0,13,10,0,11,0,0,14,13,5,12,0,0,35,5,0,8,0,0,17,11,6,22,0,3,39,9,0,12,0,0,26,4,0,11,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,20,94,10,107,4,8,226,7,0,8,0,0,17,7,0,6,0,0,5,4,0,4,0,0,15,6,0,5,0,0,15,15,0,13,0,0,25,18,0,11,0,0,32,15,0,17,0,4,36,6,0,11,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,3,9,0,0,15,92,9,76,4,9,186,13,0,15,0,0,30,0,0
LGA34770,26,0,21,4,7,51,22,0,16,0,4,44,132,0,53,5,13,208,132,17,72,4,16,237,92,7,72,3,17,187,211,12,184,11,27,440,470,31,419,26,65,1010,778,87,888,55,100,1901,327,80,544,37,42,1030,53,18,92,10,14,185,16,3,28,0,4,52,8,0,7,0,0,17,5,0,4,0,0,9,13,0,9,0,0,26,63,3,60,9,7,146,2334,257,2475,169,312,5551,12,4,15,3,3,28,16,0,4,0,0,27,64,3,31,5,6,110,174,10,77,9,15,281,181,15,121,9,10,333,410,32,324,25,33,833,865,74,807,56,68,1873,557,136,732,69,91,1581,76,35,121,22,28,285,18,16,27,0,3,64,4,0,11,0,0,19,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,61,9,49,6,10,135,2445,332,2310,200,277,5570,22,0,11,0,4,37,8,0
LGA34800,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,8,0,13,0,0,24,6,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,18,0,6,0,0,28,0,0,0,0,0,3,0,0
LGA34830,16,0,14,0,0,33,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,16,0,3,34,3,0,0,0,0,6,0,0,0,0,0,0,5,0,6,0,0,13,0,3,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,18,0,5,32,0,0,0,0,0,4,0,0
LGA34860,26,0,19,0,0,41,10,3,12,0,0,22,34,5,40,0,4,81,24,3,22,0,4,59,7,0,23,4,6,41,28,0,30,0,0,56,44,9,51,0,4,110,33,4,32,5,3,72,11,3,13,0,0,31,3,0,4,0,4,14,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,25,0,0,37,231,25,282,15,32,581,28,0,15,0,3,46,3,0,12,0,0,18,23,5,15,0,3,46,28,6,24,0,9,59,32,0,27,0,0,62,57,10,33,0,0,98,67,9,71,5,6,161,25,10,45,3,4,78,5,0,7,0,0,14,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,13,0,18,4,0,44,282,32,280,25,25,642,29,5,17,0,0,49,11,4
LGA34880,8,4,7,0,0,19,11,0,16,0,0,37,35,0,32,0,3,79,51,5,44,7,5,108,41,11,25,3,5,90,55,7,63,3,0,131,52,9,79,0,3,144,17,3,36,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,0,17,0,6,39,290,42,322,17,29,704,8,0,11,6,0,20,8,0,0,0,0,10,15,0,11,0,4,37,42,9,30,0,6,82,24,9,23,0,7,60,48,0,64,0,12,121,60,9,97,10,17,188,51,17,55,4,13,140,4,0,10,0,0,20,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,17,0,0,30,273,47,325,22,49,715,12,3,3,0,0,14,6,0
LGA35010,38,3,17,0,4,62,30,0,15,0,4,45,393,27,119,33,53,622,328,55,190,23,59,654,381,34,300,25,53,791,904,77,609,48,105,1737,2611,352,3019,180,352,6523,1740,485,2863,260,389,5735,264,137,466,62,69,999,73,39,145,24,28,314,25,7,45,3,6,92,7,5,18,4,5,32,3,0,3,0,0,11,25,3,12,0,5,49,171,22,145,22,36,392,6977,1258,7968,694,1167,18067,24,0,6,3,9,40,20,0,7,0,0,26,141,7,37,3,22,211,343,25,91,16,37,507,211,25,87,8,32,361,788,74,677,42,83,1663,2600,222,2331,151,351,5656,3410,729,4683,418,602,9844,595,257,1010,168,176,2211,179,81,273,48,69,652,47,38,108,23,26,241,22,15,42,7,11,92,6,0,9,0,0,15,8,9,7,0,3,31,167,22,140,24,40,390,8563,1508,9513,915,1455,21948,25,0,16,0,5,54,18,0
LGA35250,20,3,36,0,7,68,8,0,10,0,0,24,9,0,29,0,0,37,8,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,45,10,89,0,4,148,11,0,9,0,0,18,6,0,4,3,0,18,5,0,33,0,5,44,10,0,17,0,0,25,4,0,4,0,0,5,0,0,0,0,0,3,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,40,4,77,3,5,131,14,5,19,0,4,34,5,0
LGA35300,76,3,54,3,0,145,7,3,18,0,0,27,30,0,36,0,0,66,16,5,22,0,3,46,21,3,14,0,5,44,56,6,45,0,9,109,81,3,59,3,9,161,129,16,121,3,4,277,100,13,84,9,13,222,32,0,29,3,6,70,0,3,10,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,29,3,24,0,0,54,586,66,531,20,45,1250,63,4,43,0,0,109,12,3,10,0,0,26,15,3,15,0,0,41,39,0,33,3,7,76,33,6,31,0,6,68,59,0,40,3,3,103,109,12,87,7,6,215,130,17,154,10,8,318,75,5,101,8,3,204,22,3,28,4,4,61,8,0,4,0,0,14,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,33,0,21,5,4,58,597,59,562,41,41,1297,77,0,57,3,8,144,17,3
LGA35600,26,3,17,0,0,49,4,0,0,0,0,3,10,0,19,0,0,27,31,9,42,0,0,80,4,0,7,0,0,21,16,5,16,0,0,32,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,14,86,16,112,0,5,222,13,0,11,0,0,30,0,0,0,0,0,10,11,0,6,0,0,14,16,0,15,0,0,36,18,0,14,0,0,31,7,5,17,0,0,28,4,0,4,0,0,11,5,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,18,93,5,82,7,0,189,16,0,8,0,0,21,9,0
LGA35670,7,0,13,0,4,20,8,3,16,0,4,33,3,11,25,0,0,41,0,3,4,0,0,6,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,59,3,10,109,6,0,8,0,0,10,4,0,10,0,0,13,10,3,38,0,7,61,10,0,23,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,28,6,83,4,9,127,5,0,6,0,0,10,4,0
LGA35740,13,0,6,0,0,22,3,0,3,0,0,8,32,4,5,0,5,44,24,0,12,6,9,46,34,0,17,0,3,51,96,3,45,3,4,152,310,25,149,11,20,510,327,64,374,33,44,839,108,23,140,22,24,323,35,15,51,13,5,115,15,6,31,3,0,53,14,3,10,0,0,27,5,0,3,0,0,9,5,0,7,0,0,14,28,0,18,0,6,58,1064,144,860,94,126,2285,4,0,0,0,0,4,4,0,0,0,0,5,13,0,3,0,0,14,32,0,12,3,3,47,34,0,8,6,3,49,38,0,12,0,4,60,155,12,71,8,22,272,346,34,261,32,44,718,192,49,217,24,38,530,84,20,99,16,15,242,25,19,44,8,10,106,22,7,12,4,4,49,7,0,13,0,3,20,16,0,11,0,0,33,22,7,12,5,0,38,977,145,789,114,151,2181,0,0,6,0,0,9,0,0
LGA35760,25,0,13,0,0,36,16,0,7,0,0,24,42,5,40,0,4,89,41,3,48,0,12,112,12,5,13,0,0,23,12,0,10,0,0,21,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,15,0,0,28,154,15,151,9,15,345,12,0,7,0,0,19,3,0,11,0,0,19,34,0,15,0,0,50,43,3,26,3,8,83,35,0,30,0,0,65,35,0,27,3,0,64,9,4,13,0,0,28,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,14,0,22,0,0,34,186,16,148,11,8,370,3,0,4,0,4,13,7,0
LGA35780,44,15,87,3,9,157,17,6,34,0,4,66,4,3,45,3,3,61,0,0,0,0,0,6,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,65,28,171,3,21,295,24,4,25,0,0,53,8,0,26,0,0,36,19,9,88,0,10,137,9,18,52,0,14,86,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,8,68,36,206,5,27,339,24,5,15,3,0,49,12,3
LGA35790,9,0,22,0,3,36,14,7,20,0,4,41,14,7,66,0,3,96,4,3,31,0,6,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,48,17,142,0,22,229,12,3,7,0,0,26,7,0,20,0,5,28,22,4,60,3,17,106,14,13,50,0,10,81,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,57,18,138,4,31,253,8,0,3,0,0,14,7,0
LGA35800,5,0,7,0,0,17,5,0,8,0,0,14,8,0,21,0,0,34,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,16,3,43,0,4,73,4,0,0,0,0,10,0,0,0,0,0,0,4,0,7,0,0,12,4,0,5,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,18,0,4,46,10,0,8,0,0,12,0,0
LGA36070,21,0,18,0,5,51,0,0,0,0,0,3,17,0,16,0,0,37,0,3,5,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,5,51,0,5,102,20,3,13,0,4,39,5,3,9,0,0,23,14,0,21,0,3,40,5,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,50,3,56,0,9,114,11,0,6,0,0,12,4,0
LGA36150,4,0,5,0,0,5,0,0,5,0,0,3,8,0,11,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,0,19,0,3,41,3,0,0,0,0,5,0,0,0,0,0,3,10,0,5,0,0,18,0,0,7,0,0,9,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,19,0,3,44,0,0,4,0,0,9,4,0
LGA36250,17,0,11,0,0,30,19,0,0,0,0,21,118,6,34,4,4,169,105,12,44,4,13,181,98,10,52,6,11,172,119,17,99,11,19,268,414,37,336,22,59,867,796,180,1150,118,135,2381,267,123,498,83,86,1059,49,37,110,13,24,235,20,21,38,3,9,89,8,12,21,9,0,49,0,0,17,4,0,18,7,8,21,5,0,40,50,5,46,9,10,125,2077,467,2475,301,390,5705,9,0,5,0,3,16,7,0,0,0,0,8,44,0,9,0,0,58,100,6,27,9,7,146,61,5,24,4,15,108,137,19,64,5,15,238,272,14,201,17,29,532,882,102,893,86,152,2115,558,191,877,135,166,1925,98,70,186,59,50,466,35,18,59,22,14,150,15,8,26,4,9,65,10,6,13,0,5,31,11,3,16,5,0,40,71,5,44,17,19,153,2308,460,2440,362,496,6054,5,0,7,0,3,15,3,0
LGA36300,0,0,4,0,0,6,0,0,0,0,0,0,4,0,0,0,0,11,4,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,6,16,0,14,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,4,0,5,0,0,7,5,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,17,0,19,0,0,30,3,0,0,0,0,3,0,0
LGA36370,12,0,5,0,0,20,19,0,4,0,0,28,119,4,63,0,16,210,153,16,109,8,24,314,180,18,158,12,20,381,290,43,346,15,43,741,407,45,536,33,57,1073,190,39,306,14,36,577,20,5,37,8,6,74,4,0,12,0,0,13,4,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,10,49,13,39,4,5,108,1449,179,1624,89,210,3551,8,0,5,0,0,16,10,0,0,0,0,15,49,3,20,0,3,75,99,9,63,9,15,182,147,6,96,6,20,270,311,30,255,21,37,659,565,91,672,45,83,1451,249,62,356,32,42,744,35,12,44,6,8,105,7,6,15,0,0,25,5,0,5,0,0,7,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,10,36,4,27,4,8,78,1525,218,1558,122,213,3644,15,0,3,0,0,20,7,0
LGA36510,9,0,5,0,0,15,10,6,3,0,0,18,37,3,17,4,5,58,61,0,17,8,7,94,44,9,34,0,8,95,84,18,94,3,13,217,117,32,169,15,13,344,97,33,134,8,11,288,24,3,38,8,3,74,3,0,8,5,0,16,4,0,9,0,0,12,0,0,4,0,0,3,0,0,0,0,0,3,8,0,0,0,0,8,21,4,21,0,0,45,513,115,552,49,62,1291,6,4,0,0,0,15,3,0,0,0,0,10,14,4,12,4,9,33,36,0,8,6,3,54,38,3,20,0,0,69,97,10,49,4,15,171,187,27,183,17,21,437,120,36,175,16,29,383,32,8,59,16,14,127,15,6,18,4,4,44,6,0,6,0,0,17,0,0,0,0,0,6,4,0,0,0,0,4,0,0,3,0,0,0,25,3,26,0,3,50,593,107,557,65,100,1418,7,0,10,0,0,19,0,0
