LGA_CODE_2021,C11_1_74_CF_NC,C11_1_74_CF_Cu15DS_,C11_1_74_CF_CU15_NDS,C11_1_74_CF_NCU15_DS,C11_1_74_CF_NDCO,C11_1_74_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_Tot,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Tot,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_Tot,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_Tot,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_Tot,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_Tot,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_Tot,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_Tot,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_Tot,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_Tot,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_Tot,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_Tot,C11_950over_CF_NC,C11_950over_CF_Cu15DS_,C11_950over_CF_CU15_NDS,C11_950over_CF_NCU15_DS,C11_950over_CF_NDCO,C11_950over_Tot,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_Tot,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_Tot,C16_1_74_CF_NC,C16_1_74_CF_Cu15DS_,C16_1_74_CF_CU15_NDS,C16_1_74_CF_NCU15_DS,C16_1_74_CF_NDCO,C16_1_74_Tot,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_Tot,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_Tot,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_Tot,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_Tot,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_Tot,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_Tot,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_Tot,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_Tot,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_Tot,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_Tot,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_Tot,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_Tot,C16_950over_CF_NC,C16_950over_CF_Cu15DS_,C16_950over_CF_CU15_NDS,C16_950over_CF_NCU15_DS,C16_950over_CF_NDCO,C16_950over_Tot,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_Tot,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_Tot,C21_1_74_CF_NC,C21_1_74_CF_Cu15DS_,C21_1_74_CF_CU15_NDS,C21_1_74_CF_NCU15_DS,C21_1_74_CF_NDCO,C21_1_74_Tot,C21_75_99_CF_NC,C21_75_99_CF_Cu15DS_
LGA11700,24,0,19,0,0,43,6,0,4,0,0,7,12,9,22,0,5,49,5,0,0,0,0,5,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,50,12,47,0,4,111,9,0,12,0,4,22,0,0,7,0,5,13,9,0,12,0,3,29,6,0,3,0,0,10,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,23,4,51,0,9,89,6,0,0,0,0,10,4,0
LGA11720,6,0,3,0,0,18,9,0,3,0,0,12,62,6,16,4,4,94,95,9,80,11,23,214,71,5,71,3,15,169,153,24,199,11,19,409,152,28,216,11,30,442,90,13,143,4,8,263,8,0,10,0,0,22,3,0,0,0,0,6,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,17,0,19,4,8,43,667,88,780,51,116,1707,4,3,0,0,3,12,5,0,0,0,0,5,19,0,0,3,4,31,68,3,17,0,10,99,58,7,38,0,6,104,158,10,98,9,13,290,307,42,313,13,47,727,172,59,293,28,36,592,19,8,25,0,6,52,11,0,6,0,0,26,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,7,8,0,8,39,854,126,799,68,142,1988,4,0,0,0,0,7,3,0
LGA11730,9,5,11,0,0,26,8,0,0,0,5,15,60,3,31,3,12,116,138,4,70,7,15,232,93,11,75,4,10,193,157,18,177,10,30,391,146,42,208,21,19,434,36,13,61,7,5,116,3,0,10,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,7,18,0,16,0,4,34,673,100,660,49,100,1586,10,0,12,0,0,21,8,0,4,0,0,8,30,0,12,5,0,40,65,9,27,6,9,113,76,3,32,4,10,120,154,21,98,10,24,297,234,39,239,27,31,578,119,26,152,12,28,334,20,7,22,7,0,57,8,0,3,0,0,14,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,28,3,15,0,4,54,748,109,628,62,114,1658,5,0,6,0,0,9,3,0
LGA11750,12,0,12,0,3,31,4,0,4,0,0,4,25,3,30,3,3,59,26,0,36,3,0,68,20,0,3,0,0,26,14,3,17,3,6,42,4,4,14,0,0,25,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,0,7,0,0,12,109,15,129,10,12,277,10,0,10,0,0,21,6,0,7,0,0,13,12,0,4,0,0,23,30,3,55,0,3,92,6,0,8,0,0,23,13,4,3,0,0,27,19,6,17,0,0,41,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,13,108,18,116,10,11,256,3,0,3,0,0,13,7,0
LGA11800,16,0,8,0,0,26,4,0,0,0,0,8,108,3,25,4,4,146,126,10,54,11,15,214,113,9,67,7,12,210,244,24,172,18,30,493,372,62,420,22,36,899,194,82,372,46,36,725,40,23,90,10,14,170,7,0,25,5,0,34,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,14,35,5,31,4,8,78,1267,209,1276,118,155,3035,4,0,0,0,0,3,0,0,0,0,0,0,25,0,14,0,0,42,106,3,20,0,5,132,60,7,29,4,9,107,175,7,106,9,11,308,339,32,277,25,48,720,434,109,524,58,80,1206,137,45,226,17,40,460,25,5,46,8,5,89,0,0,12,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,40,4,24,0,8,77,1341,215,1280,130,207,3177,4,0,0,0,0,5,4,0
LGA12000,3,0,6,0,0,10,4,0,0,0,0,11,13,0,11,0,0,26,7,4,11,0,0,27,3,0,4,0,0,8,3,0,8,0,0,10,4,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,7,38,0,3,97,3,4,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,6,14,0,11,3,0,29,5,0,8,0,0,16,14,5,5,0,0,22,7,4,4,0,0,15,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,48,12,43,6,0,107,0,0,0,0,0,5,0,0
LGA12150,9,0,7,0,4,23,7,0,0,0,0,6,20,0,16,0,3,41,8,0,11,0,0,28,0,0,0,0,0,4,3,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,8,0,8,0,0,15,60,4,48,3,8,123,8,0,0,0,0,6,0,0,4,0,0,5,7,0,3,0,0,13,10,6,13,0,0,22,3,0,8,0,0,18,7,3,9,0,0,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,10,44,7,43,3,6,102,3,0,4,0,0,6,4,0
LGA12160,6,0,4,0,0,15,3,0,0,0,0,4,34,0,14,0,0,56,51,9,44,0,6,112,11,0,15,3,4,35,12,0,17,0,3,35,8,0,8,0,3,23,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,8,5,9,0,0,22,147,16,121,6,17,312,12,0,10,0,0,20,3,0,0,0,0,4,17,0,12,0,0,28,43,0,17,0,5,65,28,5,16,3,5,56,47,8,36,0,6,97,15,5,26,0,0,44,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,9,0,0,29,178,15,140,10,19,360,5,0,0,0,0,10,0,0
LGA12350,4,0,0,0,0,6,10,0,8,0,0,9,36,6,19,0,3,66,84,14,53,9,11,173,24,0,34,4,4,64,15,0,20,5,3,45,14,3,4,5,0,22,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,0,0,15,192,26,147,15,20,409,3,0,3,0,0,7,6,0,0,0,0,6,21,0,4,0,3,31,51,0,33,8,3,98,30,3,34,0,9,71,50,11,47,4,5,110,16,3,21,4,3,44,4,0,5,0,0,10,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,10,0,0,3,3,19,187,17,148,13,29,403,7,0,0,0,0,6,7,0
LGA12380,42,3,11,3,0,57,32,0,19,0,0,55,306,6,65,22,29,432,205,37,150,42,33,468,115,21,120,17,23,296,321,60,336,39,58,814,1053,157,1466,131,170,2968,1456,332,2252,264,237,4544,397,142,554,93,76,1261,60,23,107,31,22,240,15,7,21,8,4,53,0,0,12,0,0,19,0,0,3,0,0,7,12,11,23,0,0,42,135,29,139,23,42,362,4151,831,5278,667,697,11616,19,0,15,0,0,37,35,0,12,4,0,43,105,0,39,6,3,157,302,16,102,26,25,478,148,16,76,20,15,273,157,34,154,32,38,419,450,74,480,51,64,1118,1972,282,3136,214,243,5849,1094,395,1998,240,286,4013,373,153,594,107,109,1333,114,54,186,41,50,447,40,20,51,13,13,144,3,6,21,3,0,36,16,6,20,3,0,53,153,29,151,32,37,408,4981,1096,7034,799,900,14808,14,0,13,0,0,23,29,0
LGA12390,21,3,17,0,0,41,12,0,8,0,0,21,122,15,75,5,8,231,159,18,100,8,19,303,81,14,102,10,9,219,159,18,172,6,20,371,92,24,150,15,13,295,40,23,79,8,7,159,5,0,4,0,0,13,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,27,5,25,0,3,62,717,114,735,62,90,1718,8,0,8,0,3,20,12,0,0,0,0,15,43,4,19,0,3,74,121,0,59,10,20,210,103,0,58,0,12,179,176,8,151,4,13,355,224,37,252,20,17,554,123,28,215,23,19,418,22,11,41,4,9,80,6,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,27,10,22,4,3,64,868,111,835,73,103,1983,6,0,4,0,0,5,12,0
LGA12700,11,0,0,0,0,9,0,0,0,0,0,3,13,0,4,0,7,28,18,3,14,3,3,46,15,0,14,0,6,32,10,0,21,4,4,33,3,6,14,4,0,27,5,0,3,0,0,14,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,81,8,77,11,19,198,0,0,3,0,0,6,0,0,0,0,0,0,7,0,4,3,0,16,11,0,3,0,5,18,11,3,8,0,0,15,8,4,14,0,3,34,12,0,31,5,6,50,13,5,17,0,0,31,4,0,3,0,0,8,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,12,70,12,81,14,13,198,0,0,0,0,0,3,0,0
LGA12730,5,0,0,0,0,3,5,0,0,0,0,10,34,0,19,0,0,56,39,4,28,4,4,80,13,0,14,0,0,29,11,4,17,0,0,31,3,0,7,0,0,18,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,10,121,19,89,8,6,246,0,0,0,0,0,3,6,0,0,0,0,8,8,0,5,0,0,20,38,0,17,6,3,65,13,0,18,0,0,37,37,0,19,4,0,61,20,5,25,0,0,57,10,0,11,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,0,10,0,0,18,143,15,116,6,13,294,4,0,5,0,0,10,5,0
LGA12750,7,4,3,0,0,21,5,0,3,0,0,9,55,5,38,0,7,111,104,3,32,4,7,149,82,4,61,0,19,172,178,28,142,13,28,385,120,17,162,15,22,335,42,16,64,12,12,148,3,5,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,6,14,4,15,0,6,36,633,82,529,46,95,1383,13,0,0,0,0,13,12,0,0,0,0,12,19,3,9,0,3,30,62,4,32,0,17,115,51,6,30,0,0,85,118,9,55,6,8,197,187,18,163,13,39,426,131,33,159,15,22,359,17,10,13,0,3,41,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,28,0,15,0,0,47,638,76,477,41,104,1333,7,0,0,0,0,5,3,0
LGA12850,25,6,10,6,4,49,17,0,14,4,0,40,350,17,59,45,52,526,230,59,144,60,64,548,160,34,155,39,60,454,418,77,459,63,121,1139,587,163,889,154,252,2045,537,386,1199,230,306,2660,91,90,211,66,91,541,29,17,35,8,16,105,5,6,11,7,3,25,0,0,4,0,5,11,0,0,0,0,0,6,4,6,6,3,4,34,97,34,97,25,41,305,2550,890,3294,709,1035,8479,21,5,13,4,7,44,21,0,10,0,3,38,93,4,20,7,15,146,307,13,87,35,42,482,168,18,71,20,49,331,204,50,157,52,68,530,694,106,739,110,147,1797,839,366,1507,281,429,3417,480,393,1025,274,377,2556,85,104,209,63,80,541,32,12,52,18,20,140,13,8,18,3,0,47,5,5,4,0,4,20,10,7,7,3,0,24,103,32,102,32,41,309,3067,1118,4024,907,1296,10412,9,0,9,0,0,24,20,0
LGA12870,3,0,6,0,0,17,11,0,3,0,0,16,38,3,11,0,0,58,40,0,25,0,5,72,23,3,29,0,4,62,38,3,47,4,0,97,17,4,23,0,0,43,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,8,0,7,0,0,18,190,16,159,10,12,380,3,0,7,0,0,9,0,0,3,0,0,9,14,0,6,0,0,24,42,0,12,0,0,55,24,0,15,0,0,39,36,3,36,6,7,89,28,10,45,0,5,86,4,4,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,12,170,12,132,8,9,340,4,0,0,0,0,13,5,0
LGA12900,5,3,5,0,0,14,3,0,0,0,0,6,34,0,11,3,0,49,60,9,41,3,4,108,18,0,15,0,0,36,6,0,14,4,0,22,4,0,14,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,10,0,0,25,133,13,113,10,11,276,9,0,0,0,0,9,0,0,0,0,0,4,12,3,8,0,0,30,42,3,20,0,6,70,20,0,12,0,3,40,22,0,30,0,0,59,11,4,14,0,0,24,3,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,3,25,128,19,108,3,17,275,0,0,0,0,0,3,4,0
LGA12930,24,0,3,0,0,24,6,0,3,0,0,8,94,5,13,9,11,129,93,16,38,12,11,166,75,6,40,8,9,142,158,13,88,7,16,286,526,42,413,43,53,1074,1161,91,925,129,135,2435,536,105,552,91,99,1384,174,43,194,38,39,493,53,17,59,18,16,164,20,10,30,11,8,69,8,4,15,0,3,34,11,0,14,4,0,32,98,11,73,24,21,219,3037,355,2466,386,421,6665,10,0,4,0,0,17,15,0,0,0,0,13,36,0,7,0,0,42,101,0,16,10,12,137,67,4,29,4,10,108,109,7,43,6,19,182,196,15,125,24,17,376,1193,52,912,81,106,2338,1364,145,1101,130,160,2903,628,108,623,96,107,1564,157,50,218,39,55,517,57,23,98,20,16,207,20,7,25,9,9,69,33,13,36,3,8,94,130,8,53,11,18,226,4106,420,3285,426,543,8789,7,0,5,0,0,13,10,0
LGA12950,7,0,0,0,0,11,8,0,7,0,0,17,18,0,15,4,0,39,24,0,14,0,3,47,3,0,4,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,3,0,0,9,71,11,55,4,6,137,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,14,21,0,16,0,0,36,9,0,9,0,0,23,8,0,11,0,0,20,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,9,49,7,61,0,0,116,0,0,0,0,0,5,0,0
LGA13010,3,0,4,0,0,7,6,0,0,0,0,3,30,0,12,0,0,41,46,3,29,5,3,90,22,0,24,0,4,52,9,0,19,0,0,36,5,3,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,13,123,4,105,9,14,254,0,0,0,0,0,6,3,0,0,0,0,3,15,0,3,0,0,22,28,0,11,0,0,44,22,4,7,0,0,39,30,0,43,3,8,85,19,3,14,5,4,49,0,0,9,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,7,0,4,9,124,13,103,16,15,271,3,0,3,0,0,5,4,0
LGA13310,4,5,8,0,0,19,9,0,3,0,0,14,61,9,25,0,8,109,92,8,53,4,16,168,55,9,60,6,14,143,94,9,109,10,14,238,42,21,85,7,14,167,12,6,34,4,0,57,5,0,3,0,0,12,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,8,0,0,32,393,77,383,39,71,963,10,0,3,0,0,14,4,0,0,0,0,0,20,0,4,0,4,32,55,0,24,6,4,82,39,3,25,0,0,73,73,13,66,6,18,176,152,22,155,13,30,367,84,25,167,13,17,300,4,3,19,4,3,38,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,13,0,5,39,468,73,474,38,81,1138,0,0,0,0,0,5,3,0
LGA13340,4,5,6,0,0,10,3,0,0,0,0,3,23,4,17,0,0,44,27,0,31,3,4,66,14,0,11,0,0,36,10,0,18,0,0,27,4,5,20,0,0,22,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,9,4,0,22,89,19,119,9,14,239,0,0,9,0,0,9,0,0,0,0,0,0,9,0,10,0,0,23,22,0,27,7,4,49,16,7,21,0,0,45,9,0,23,0,6,39,7,0,19,0,0,32,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,78,13,111,8,8,220,4,0,0,0,0,5,0,0
LGA13450,0,0,5,0,3,7,4,0,0,0,0,13,87,3,67,4,6,164,104,9,111,11,20,252,56,12,70,4,14,153,95,11,114,11,20,251,34,9,56,4,11,113,13,14,43,3,3,70,0,4,6,0,0,6,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,18,4,0,41,412,66,487,41,72,1076,0,0,5,0,0,6,4,0,0,0,0,9,39,3,15,5,0,67,109,14,79,11,18,226,61,5,52,3,9,136,104,14,144,10,7,270,84,20,144,5,18,264,40,29,86,6,13,178,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,22,0,19,0,0,39,453,89,558,42,67,1211,9,0,0,0,0,7,0,0
LGA13550,0,0,6,0,3,10,0,0,3,0,0,8,20,0,13,0,0,39,39,6,26,5,5,80,24,4,29,4,7,64,29,5,58,4,3,100,18,0,36,0,0,63,10,7,25,4,0,40,4,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,14,0,6,33,169,32,215,21,29,466,7,0,5,0,0,8,0,0,0,0,0,0,12,0,4,0,0,16,21,0,5,0,0,29,23,9,15,0,0,50,33,4,31,4,12,83,54,7,62,0,7,127,62,8,77,5,6,154,8,0,29,4,0,36,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,13,3,13,0,5,27,244,29,239,13,28,550,4,0,3,0,0,5,0,0
LGA13660,6,0,12,0,0,17,7,0,4,0,0,9,21,6,15,0,0,48,14,5,16,4,3,44,6,0,8,0,0,16,3,3,3,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,4,0,15,69,17,64,8,5,159,5,0,3,0,0,13,3,0,0,0,0,4,19,3,12,0,0,33,15,3,4,3,0,24,11,0,9,0,0,25,11,3,12,5,0,24,3,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,17,63,14,54,10,4,141,5,0,9,0,0,10,0,0
LGA13800,10,0,11,4,4,23,6,0,0,0,0,11,30,0,8,5,5,50,67,3,45,6,11,128,83,6,88,11,10,202,109,15,105,11,28,267,234,37,265,28,36,600,193,43,229,23,40,527,34,16,60,7,11,130,17,11,25,5,7,64,3,4,3,0,0,12,0,0,0,0,0,3,0,0,4,0,0,3,4,0,3,0,0,16,20,5,41,6,8,79,829,142,889,95,157,2111,8,3,8,0,0,17,0,0,0,0,0,0,6,0,0,0,0,8,32,0,14,0,4,46,45,4,15,0,6,65,79,15,84,7,11,194,128,20,89,9,14,245,318,52,388,30,69,853,151,26,215,26,52,467,42,19,48,10,11,130,19,7,19,3,8,56,5,4,11,0,3,25,5,0,5,0,0,13,9,0,10,0,3,21,21,3,27,0,8,58,852,158,916,92,193,2213,4,0,4,0,0,9,4,0
