LGA_CODE_2021,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_F_a,C11_OO_DS_OD,C11_OO_DS_NS,C11_Owned_Outright_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_F_a,C11_OWM_DS_OD,C11_OWM_DS_NS,C11_Owned_with_mortgage_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_F_a,C11_R_REA_DS_OD,C11_R_REA_DS_NS,C11_R_Real_Estate_Agent_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_F_a,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS,C11_R_ST_House_Auth_Tot,C11_R_CHP_DS_Sep_house,C11_R_CHP_DS_SemiDRTHT,C11_R_CHP_DS_F_a,C11_R_CHP_DS_OD,C11_R_CHP_DS_NS,C11_R_CHP_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemDRTHT,C11_R_PNISH_DS_F_a,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS,C11_R_PNISH_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemDRTHT,C11_R_OLT_DS_F_a,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS,C11_R_Oth_Llord_Type_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemDRTHT,C11_R_LT_NS_DS_F_a,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS,C11_R_Llord_Type_NS_Tot,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemDRTHT,C11_R_Tot_DS_F_a,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS,C11_R_Tot_Tot,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_F_a,C11_OTT_DS_OD,C11_OTT_DS_NS,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_F_a,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS,C11_TT_NS_Tot,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_F_a,C11_Tot_DS_OD,C11_Tot_DS_NS,C11_Tot_Tot,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_F_a,C16_OO_DS_OD,C16_OO_DS_NS,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_F_a,C16_OWM_DS_OD,C16_OWM_DS_NS,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_F_a,C16_R_REA_DS_OD,C16_R_REA_DS_NS,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_F_a,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS,C16_R_STHA_Tot,C16_R_CHP_DS_Sep_house,C16_R_CHP_DS_SemiDRTHT,C16_R_CHP_DS_F_a,C16_R_CHP_DS_OD,C16_R_CHP_DS_NS,C16_R_CHP_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemDRTHT,C16_R_PNISH_DS_F_a,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS,C16_R_PNISH_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemDRTHT,C16_R_OLT_DS_F_a,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemDRTHT,C16_R_LT_NS_DS_F_a,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS,C16_R_LT_NS_Tot,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_F_a,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS,C16_R_Tot_Tot,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT,C16_OTT_DS_F_a,C16_OTT_DS_OD,C16_OTT_DS_NS,C16_OTT_Tot,C16_TT_NS_DS_Sep_house,C16_TT_NS_DS_SemiDRTHT,C16_TT_NS_DS_F_a,C16_TT_NS_DS_OD,C16_TT_NS_DS_NS,C16_TT_NS_Tot,C16_Tot_DS_Sep_house,C16_Tot_DS_SemiDRTHT,C16_Tot_DS_F_a,C16_Tot_DS_OD,C16_Tot_DS_NS,C16_Tot_Tot,C21_OO_DS_Sep_house,C21_OO_DS_SemiDRTHT,C21_OO_DS_F_a,C21_OO_DS_OD,C21_OO_DS_NS,C21_OO_Tot,C21_OWM_DS_Sep_house,C21_OWM_DS_SemiDRTHT,C21_OWM_DS_F_a,C21_OWM_DS_OD,C21_OWM_DS_NS,C21_OWM_Tot,C21_R_REA_DS_Sep_house,C21_R_REA_DS_SemiDRTHT,C21_R_REA_DS_F_a,C21_R_REA_DS_OD,C21_R_REA_DS_NS,C21_R_REA_Tot,C21_R_STHA_DS_Sep_house,C21_R_STHA_DS_SemiDRTHT,C21_R_STHA_DS_F_a,C21_R_STHA_DS_OD,C21_R_STHA_DS_NS,C21_R_STHA_Tot,C21_R_CHP_DS_Sep_house,C21_R_CHP_DS_SemiDRTHT,C21_R_CHP_DS_F_a,C21_R_CHP_DS_OD,C21_R_CHP_DS_NS,C21_R_CHP_Tot,C21_R_PNISH_DS_Sep_house,C21_R_PNISH_DS_SemDRTHT,C21_R_PNISH_DS_F_a,C21_R_PNISH_DS_OD,C21_R_PNISH_DS_NS,C21_R_PNISH_Tot,C21_R_OLT_DS_Sep_house,C21_R_OLT_DS_SemDRTHT,C21_R_OLT_DS_F_a,C21_R_OLT_DS_OD,C21_R_OLT_DS_NS,C21_R_OLT_Tot,C21_R_LT_NS_DS_Sep_house,C21_R_LT_NS_DS_SemDRTHT,C21_R_LT_NS_DS_F_a,C21_R_LT_NS_DS_OD,C21_R_LT_NS_DS_NS,C21_R_LT_NS_Tot,C21_R_Tot_DS_Sep_house,C21_R_Tot_DS_SemiDRTHT,C21_R_Tot_DS_F_a,C21_R_Tot_DS_OD,C21_R_Tot_DS_NS,C21_R_Tot_Tot,C21_OTT_DS_Sep_house,C21_OTT_DS_SemiDRTHT
LGA36510,4623,84,27,117,0,4857,4799,34,14,27,3,4881,1271,72,150,6,0,1505,89,17,26,0,0,130,32,11,6,0,0,48,786,41,58,32,0,917,155,0,11,15,0,179,26,0,3,0,0,31,2355,141,255,59,0,2811,387,21,9,24,0,448,578,21,31,43,0,667,12754,301,339,263,8,13664,4883,89,64,133,22,5193,4969,45,10,36,9,5075,1563,196,72,7,7,1846,88,51,0,0,0,135,27,16,0,0,0,40,834,54,19,15,4,927,93,13,3,14,4,130,21,3,0,0,0,24,2622,324,95,39,12,3100,308,20,17,9,7,361,1208,81,21,87,10,1408,13993,564,210,311,57,15127,5656,190,9,156,23,6028,5593,67,4,23,11,5699,1431,422,20,9,3,1881,87,45,0,0,0,125,24,23,0,0,0,47,863,85,13,13,7,979,170,59,0,36,9,277,26,6,0,0,0,31,2594,641,31,54,23,3343,307,30
LGA36580,2791,6,11,103,0,2912,2894,6,3,16,0,2920,785,28,43,0,0,855,17,0,6,0,0,22,7,0,10,0,0,14,520,3,13,13,3,545,78,0,11,75,0,160,14,0,0,0,0,14,1408,24,86,83,5,1611,206,3,8,10,0,223,365,4,9,39,0,414,7672,43,108,257,3,8078,3028,11,0,58,46,3145,2943,9,0,12,21,2989,1202,43,19,5,7,1270,12,6,3,0,0,15,6,5,6,0,0,15,562,5,9,3,3,577,104,0,6,31,7,147,13,0,0,0,0,13,1899,53,36,31,14,2033,198,7,4,8,5,218,833,10,8,27,30,904,8901,87,49,137,118,9287,3441,20,0,86,11,3562,3337,17,4,10,4,3365,1037,84,9,9,0,1145,20,4,0,0,0,21,6,14,0,0,0,20,538,4,0,4,0,547,123,0,0,37,3,167,21,4,0,0,0,20,1751,103,13,45,10,1914,177,8
LGA36630,4500,15,39,166,7,4729,3527,9,26,30,0,3599,1434,30,356,3,3,1825,126,0,90,0,0,222,12,5,30,0,0,50,591,6,58,4,4,659,108,0,23,23,0,164,9,0,11,0,0,22,2293,38,562,34,5,2934,317,0,9,17,4,352,613,9,44,63,29,754,11249,68,687,308,50,12364,4736,20,19,218,19,5013,3368,23,16,31,12,3451,1614,188,222,4,6,2029,100,44,45,0,0,194,24,16,27,0,0,73,678,15,29,11,5,736,114,7,19,30,0,172,19,3,6,0,0,32,2550,261,352,44,24,3231,300,3,10,22,7,338,925,45,44,115,9,1144,11873,357,440,431,66,13173,5393,22,41,150,34,5643,3450,17,22,6,9,3504,1495,151,285,0,4,1933,102,28,56,0,0,185,14,13,39,0,0,70,760,22,32,6,14,825,168,14,23,41,10,257,26,0,4,3,0,26,2560,224,443,52,24,3306,280,5
LGA36660,4931,62,82,68,0,5145,3687,13,30,26,13,3766,1465,104,287,13,3,1875,99,15,68,0,0,184,19,3,29,0,0,60,859,23,94,6,9,992,151,4,20,14,0,195,22,0,4,0,0,26,2616,163,503,38,9,3326,319,23,11,6,0,355,513,17,40,48,3,625,12064,278,672,189,27,13224,5046,142,34,120,21,5365,3738,42,10,26,25,3831,1619,298,159,5,21,2098,92,57,28,0,0,182,25,18,29,0,0,67,803,63,44,14,12,935,121,5,5,53,0,188,19,5,4,5,0,28,2684,440,269,75,27,3494,285,37,9,20,13,362,887,74,47,91,16,1116,12634,738,365,330,99,14170,5751,164,12,76,14,6017,3949,44,4,20,7,4025,1552,408,93,6,3,2068,92,78,6,0,0,181,18,26,7,0,0,51,905,69,24,9,9,1018,176,15,7,34,14,251,22,8,4,4,0,46,2780,609,142,56,31,3609,291,54
LGA36720,25977,3398,2629,2028,15,34048,29405,1422,1624,138,10,32596,10380,2483,4396,56,14,17331,682,496,885,11,4,2085,91,76,110,0,0,281,4465,911,1492,131,8,7005,354,83,164,478,3,1074,66,27,53,7,0,156,16037,4076,7105,684,27,27931,1514,570,371,88,0,2545,3040,662,1067,311,8,5089,75979,10126,12792,3253,59,102208,28052,4337,2947,1946,185,37462,32348,1899,1647,111,114,36123,11589,3670,5289,34,100,20684,644,657,821,0,17,2134,71,122,129,0,3,330,4239,921,1425,81,77,6742,300,135,136,397,16,990,75,34,47,6,4,168,16924,5551,7841,524,211,31051,1279,1229,242,68,27,2846,4351,1299,1707,536,204,8096,82955,14309,14385,3186,731,115571,33654,5078,4524,1212,240,44702,38883,2885,2530,76,64,44441,13471,4488,5882,45,72,23962,709,653,901,0,6,2270,112,126,191,0,0,431,4467,1108,1603,53,69,7303,489,300,356,347,76,1567,98,42,57,6,3,208,19351,6726,8996,453,224,35744,1317,1796
LGA36820,3702,25,64,331,10,4142,2269,11,23,35,4,2340,658,35,138,11,0,844,105,27,109,0,0,236,36,5,27,0,0,68,688,23,117,19,0,852,114,0,26,76,0,221,10,0,4,5,0,20,1614,90,423,116,0,2243,298,4,14,27,10,359,484,5,56,81,3,625,8372,135,578,595,23,9704,3845,41,55,371,30,4342,2398,4,21,23,9,2461,791,63,116,3,6,980,96,46,67,0,0,213,38,19,14,0,0,74,717,53,73,13,3,856,97,12,11,59,4,183,21,9,7,0,0,42,1756,200,305,78,14,2347,248,12,7,23,9,292,812,32,53,120,44,1063,9064,279,442,622,103,10500,4334,63,40,414,68,4921,2565,23,15,18,12,2631,758,83,87,7,8,937,114,52,39,3,3,207,57,16,41,0,5,117,827,68,61,10,7,973,151,22,8,113,24,321,24,0,7,0,0,33,1920,241,243,134,53,2589,253,8
LGA36910,16942,421,872,194,13,18443,17519,352,454,50,15,18379,6467,836,2300,16,4,9622,708,160,462,0,0,1334,93,39,131,0,0,266,2913,230,563,28,7,3749,498,25,90,88,0,700,49,16,30,0,0,98,10737,1309,3578,126,22,15775,964,105,206,23,0,1294,2138,170,480,80,3,2872,48300,2353,5589,475,58,56767,17049,1276,421,202,63,19013,17986,634,201,72,64,18951,7488,2813,1294,26,62,11681,596,460,171,3,11,1233,74,89,59,0,9,224,2810,490,220,16,24,3555,489,70,37,48,23,669,53,28,12,0,0,101,11508,3953,1788,95,116,17461,761,329,101,11,31,1234,3328,738,381,152,167,4764,50627,6929,2896,536,444,61433,19248,1565,305,186,39,21338,19771,800,212,28,24,20840,8776,4094,1383,15,15,14280,667,524,159,0,0,1350,85,160,44,0,0,288,3139,533,220,15,14,3914,648,150,33,111,7,951,69,37,8,0,0,123,13385,5499,1843,137,35,20909,823,481
LGA36950,55,3,4,24,0,84,40,3,4,0,0,51,0,0,0,0,0,4,169,56,33,0,0,256,18,9,7,0,0,35,18,3,11,0,0,34,82,31,67,6,0,181,5,0,0,0,0,4,295,95,115,8,0,518,53,25,28,8,0,113,73,23,27,13,0,138,521,156,175,46,3,902,75,0,0,31,0,102,32,3,0,7,0,38,3,0,0,0,0,3,198,8,36,0,0,242,38,9,4,0,0,49,45,0,7,5,0,53,127,16,20,10,0,172,10,0,0,0,0,10,418,33,74,16,0,534,66,9,8,12,0,91,171,17,10,14,21,237,761,67,91,75,21,1009,83,3,5,48,5,143,33,0,0,10,6,49,5,8,6,0,0,18,218,88,13,0,0,326,22,11,0,0,0,36,40,15,10,3,0,69,121,85,38,20,14,276,6,6,0,0,0,9,414,211,70,25,16,731,51,50
LGA36960,44,0,0,6,0,51,0,0,0,0,0,0,0,0,0,0,0,0,508,0,19,0,0,531,202,0,12,0,0,215,0,0,0,0,0,4,41,0,10,0,0,50,8,0,0,0,0,8,758,0,40,3,0,802,30,0,3,3,0,40,35,0,0,0,0,42,864,0,47,19,0,934,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,689,42,0,0,0,733,55,0,0,0,0,55,0,0,0,0,0,0,33,9,3,0,0,49,7,0,0,0,0,7,787,53,0,0,0,849,43,0,0,0,0,49,92,3,3,0,0,100,958,59,7,3,0,1029,65,0,0,0,0,62,3,0,0,0,0,3,0,0,0,0,0,0,563,11,3,0,7,579,264,6,0,0,4,277,0,0,0,0,0,5,33,10,4,5,15,64,13,0,0,0,0,18,875,32,5,11,18,939,27,0
LGA37010,12614,438,825,909,21,14804,20667,565,923,73,10,22238,7842,1521,3472,12,11,12851,1593,269,842,0,3,2709,81,22,133,10,0,250,3008,348,886,30,6,4271,1436,49,196,146,4,1838,51,15,38,6,0,106,14013,2232,5568,197,21,22041,844,46,165,33,5,1091,2980,367,1071,223,10,4646,51112,3648,8556,1442,60,64819,13441,777,557,927,46,15740,21941,633,535,74,48,23231,9721,3285,2562,19,45,15634,1417,718,365,3,4,2510,75,68,94,0,0,238,3269,663,479,29,22,4464,1420,116,104,96,12,1744,64,35,20,5,0,117,15968,4880,3616,153,85,24703,702,187,66,49,16,1030,3740,850,903,290,134,5909,55787,7332,5683,1483,332,70615,15511,957,718,750,108,18036,23766,723,557,53,16,25129,9931,3752,2468,19,30,16193,1417,776,391,0,6,2594,136,184,87,0,3,413,3625,739,420,19,23,4825,1334,162,251,177,107,2030,77,41,21,4,0,140,16519,5652,3636,225,170,26199,728,283
LGA37300,49,13,5,49,0,120,265,42,12,0,0,317,72,28,35,0,0,136,5,0,3,0,0,15,4,0,0,0,0,4,30,10,4,3,0,49,140,66,74,20,0,305,3,0,0,0,0,3,261,113,114,24,0,510,43,16,30,4,0,93,65,22,26,22,0,141,679,200,186,103,0,1174,68,22,3,39,0,126,280,55,3,3,0,340,133,115,16,0,0,265,10,11,0,0,0,19,0,0,0,0,0,0,22,10,0,3,0,35,129,107,15,9,3,270,3,3,0,0,0,4,303,245,31,16,3,595,39,27,4,7,0,74,73,49,0,61,11,204,764,392,44,122,17,1338,91,16,0,51,7,171,252,43,0,3,0,294,185,163,13,4,4,373,17,7,0,0,0,26,0,0,0,0,0,5,41,14,0,4,0,55,170,122,4,33,22,351,0,0,0,0,0,3,413,302,20,41,33,807,52,31
LGA37310,3844,13,40,204,3,4108,3148,16,10,27,3,3208,1145,63,141,0,0,1353,159,16,49,0,0,220,34,7,41,5,0,84,751,9,27,8,5,792,226,8,30,64,0,323,27,0,5,0,0,36,2331,97,293,75,3,2800,650,17,25,31,4,723,783,22,69,109,4,985,10761,166,434,449,22,11829,3627,65,13,101,13,3826,3035,17,3,19,16,3089,1610,226,235,4,6,2078,125,45,46,3,0,222,18,41,9,0,0,75,817,27,9,5,6,870,245,12,23,18,9,309,23,4,3,0,0,32,2833,353,325,33,24,3578,556,12,4,18,13,607,1291,102,106,145,18,1661,11345,549,451,318,95,12755,3946,90,4,164,36,4248,3234,34,0,18,10,3310,1611,529,62,8,0,2212,111,64,9,3,0,189,31,64,8,0,0,106,947,59,4,7,10,1035,355,45,9,63,34,514,17,11,3,3,0,35,3070,781,96,90,54,4092,550,37
LGA37340,2770,121,123,924,8,3950,2945,110,217,68,4,3338,1111,214,685,10,0,2023,146,51,111,0,4,321,45,7,69,0,0,126,588,64,233,29,3,919,143,22,108,188,0,458,8,8,15,0,0,31,2043,365,1219,235,11,3869,268,10,43,90,6,425,697,94,309,292,0,1391,8723,695,1909,1604,30,12975,2945,67,76,788,73,3960,3163,99,107,45,32,3447,1450,418,465,0,29,2364,154,72,60,0,0,290,39,61,22,0,0,126,599,103,115,13,20,847,112,31,61,91,16,320,18,7,5,0,0,39,2378,694,737,108,65,3988,234,6,17,26,9,286,1052,191,225,320,223,2015,9769,1055,1155,1293,414,13694,3600,133,170,908,217,5026,3567,107,149,55,28,3900,1420,476,560,18,19,2493,156,127,60,0,0,348,53,87,33,0,0,181,707,94,157,43,40,1049,185,123,66,205,119,705,17,16,7,0,0,36,2540,933,879,269,181,4804,220,21
LGA37400,208,0,0,123,28,356,111,0,0,6,4,123,5,0,0,0,0,5,19,12,10,0,0,38,5,0,0,0,0,3,42,0,0,3,0,38,19,0,0,5,0,25,3,0,0,0,0,3,83,11,13,10,0,117,54,0,0,9,4,69,23,0,0,29,3,58,469,14,19,179,43,716,176,0,0,162,0,346,89,0,0,14,3,102,0,0,0,0,0,0,17,0,14,0,0,25,0,0,6,0,0,8,41,0,0,0,0,43,14,0,0,11,0,27,0,0,0,0,0,0,77,4,21,11,0,116,43,0,0,12,0,51,50,0,6,49,0,106,428,5,27,246,8,714,180,0,0,88,35,300,84,0,0,3,8,99,6,0,0,0,0,7,18,0,5,0,0,24,9,0,4,0,0,12,54,0,0,3,4,60,29,0,3,28,10,71,0,0,0,0,0,0,119,0,6,37,9,170,22,0
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,24,0,0,162,16,0,3,0,0,15,0,0,0,0,0,0,7,0,14,0,0,17,0,0,0,0,0,3,155,0,45,0,0,199,6,0,0,0,0,6,8,0,0,0,0,5,175,0,45,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,27,3,0,0,208,0,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,15,0,0,0,0,0,0,198,28,3,0,0,230,5,0,0,0,0,4,15,0,0,0,0,18,220,32,3,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,10,35,0,0,237,10,0,0,0,0,14,0,0,0,0,0,0,14,0,4,0,0,24,0,0,0,0,0,0,218,10,44,0,0,271,3,0
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,13,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,51,0,13,0,0,66,3,0,0,0,0,3,0,0,0,0,0,0,54,0,13,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,9,0,0,49,16,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,64,4,13,0,0,73,4,0,0,0,0,4,0,0,0,0,0,0,69,4,10,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,13,44,7,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,9,0,0,0,73,5,0
LGA37600,13,0,0,24,0,35,0,0,0,0,0,0,0,0,0,0,0,0,259,0,21,0,0,281,50,0,3,0,0,53,0,0,0,0,0,0,9,0,4,0,0,10,0,0,0,0,0,0,316,0,34,0,0,350,9,0,0,17,0,30,0,0,0,0,0,4,342,0,33,41,0,420,9,0,0,40,0,53,3,0,0,0,0,3,0,0,0,0,0,0,260,37,34,0,0,332,22,5,0,0,0,25,0,0,0,0,0,0,9,4,0,0,0,17,0,0,0,0,0,4,298,49,34,0,0,384,3,0,0,15,0,16,8,0,3,13,0,24,329,53,35,62,0,480,19,0,0,34,0,56,3,0,0,0,0,3,0,0,0,0,0,0,42,8,7,0,0,60,260,10,49,0,0,315,0,0,0,0,0,0,3,3,3,0,0,10,0,0,0,0,0,0,307,21,56,0,0,384,13,3
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,413,681,576,0,5,1674,275,554,590,0,3,1428,155,772,1733,8,3,2667,16,178,298,0,0,491,4,78,229,0,0,315,108,436,631,13,3,1189,4,38,160,0,0,201,5,14,22,0,0,37,295,1515,3063,14,7,4901,23,67,104,3,0,188,72,249,648,105,0,1071,1078,3071,4982,121,16,9270,451,742,610,10,8,1821,295,559,658,11,7,1528,163,947,2000,13,17,3140,8,169,279,0,0,459,0,67,186,0,0,253,101,431,509,20,17,1073,6,21,65,0,0,94,0,6,13,0,0,21,280,1637,3053,32,38,5041,23,65,115,10,8,212,96,332,645,133,44,1247,1137,3331,5078,193,104,9848,431,1011,971,10,7,2431,240,661,847,11,8,1765,170,1207,3218,21,59,4679,13,143,211,0,3,370,17,114,273,0,0,400,75,426,640,21,17,1180,18,33,112,6,10,176,0,6,13,0,0,24,294,1931,4471,48,98,6840,19,60
LGA40120,5219,90,18,9,7,5341,6237,65,6,7,0,6319,578,41,24,4,0,641,45,12,4,0,0,55,23,18,4,0,0,50,555,32,25,5,0,615,62,5,0,4,0,75,4,0,0,0,0,8,1267,112,57,12,0,1450,216,51,9,0,5,281,417,19,3,13,7,453,13361,333,94,41,8,13844,5323,92,18,18,48,5502,6265,44,19,12,22,6366,614,45,24,0,4,695,31,11,7,0,0,48,21,22,6,0,0,48,519,20,10,0,4,556,39,5,0,3,0,48,5,0,0,0,0,5,1230,107,44,10,12,1399,218,47,19,0,14,296,604,32,7,14,8,668,13641,320,109,53,104,14233,5779,107,32,15,4,5935,6562,59,30,0,7,6659,683,46,66,0,6,801,20,3,0,0,0,20,30,21,11,0,0,70,574,29,13,0,5,624,46,4,0,7,0,64,16,0,0,0,0,14,1368,104,99,7,10,1585,206,97
LGA40150,873,5,0,11,0,891,1580,6,4,5,0,1594,82,0,0,0,0,88,0,0,6,0,0,6,0,0,7,0,0,5,175,0,3,0,0,185,15,0,0,4,0,18,0,0,0,0,0,0,282,0,20,5,0,309,68,0,0,0,0,69,124,0,4,3,0,133,2929,19,21,27,0,2998,898,0,0,12,10,914,1649,0,0,4,10,1665,83,0,0,4,0,87,0,8,0,0,0,7,0,4,6,0,0,4,191,6,0,0,4,204,13,0,0,5,0,16,4,0,0,0,0,4,294,13,3,10,5,315,68,0,0,0,0,67,235,5,0,9,8,252,3132,23,4,33,25,3220,999,4,0,11,3,1018,1899,0,0,0,3,1907,98,0,0,0,0,98,3,4,0,0,0,9,0,0,5,0,0,5,195,5,0,17,4,215,31,0,4,0,0,39,5,0,0,0,0,5,329,10,8,23,5,369,66,0
LGA40220,3660,110,36,88,5,3897,3209,34,20,18,0,3275,796,71,46,4,0,910,106,10,33,0,0,155,38,25,17,0,0,78,549,66,15,12,0,648,57,4,0,11,0,71,4,7,0,0,0,9,1550,186,107,26,0,1873,288,52,3,4,0,347,333,33,12,8,0,389,9034,405,186,146,7,9783,4046,78,23,91,8,4244,3458,30,16,15,12,3533,896,65,49,3,3,1021,109,31,14,0,0,158,33,12,14,0,0,58,583,35,27,4,0,654,64,0,0,12,0,86,12,0,0,0,0,14,1701,140,112,24,8,1981,315,4,6,0,8,337,624,22,27,23,5,695,10132,286,183,157,44,10791,5048,160,22,80,20,5323,3796,49,7,5,14,3872,897,78,57,5,0,1037,65,38,5,0,0,110,80,38,5,0,0,126,644,36,18,10,4,716,96,9,4,29,8,148,13,0,0,0,0,19,1800,201,95,45,13,2155,363,115
LGA40250,48,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,3,0,153,109,0,5,0,0,109,0,0,0,0,0,0,12,0,6,0,4,21,0,0,0,0,0,0,269,0,11,4,4,289,153,0,29,9,0,194,13,0,0,0,0,13,478,0,47,14,3,542,11,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,236,50,0,0,0,0,53,0,0,0,0,0,0,12,3,0,0,0,18,4,0,0,0,0,0,304,9,0,0,0,307,108,29,0,0,0,142,58,15,0,4,3,83,486,46,0,13,3,550,12,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,287,7,0,0,3,297,53,0,0,0,0,53,6,0,0,0,0,6,31,13,0,3,4,51,9,0,0,0,0,9,382,20,0,4,10,414,93,35
LGA40310,2981,66,51,39,0,3143,3351,41,20,14,3,3429,565,84,87,0,0,739,70,45,10,0,0,128,52,17,34,0,0,101,407,28,28,6,0,478,62,7,3,18,0,94,14,0,3,0,0,14,1178,189,168,23,0,1556,203,13,25,6,0,250,319,17,20,4,0,367,8031,329,285,95,3,8743,3080,91,19,75,15,3279,3521,57,3,13,18,3607,676,106,30,0,4,816,62,36,17,0,0,115,36,43,24,0,0,96,442,31,4,3,7,492,53,15,5,7,5,81,4,0,6,0,0,8,1278,229,79,11,10,1607,188,86,20,6,0,304,424,42,24,21,8,518,8488,511,140,119,47,9309,3555,88,3,59,9,3709,3894,68,9,3,10,3974,728,141,24,3,0,898,50,38,13,0,0,95,53,41,11,0,0,104,442,41,13,0,8,499,48,7,4,26,4,89,7,9,0,0,0,20,1332,268,62,28,14,1707,273,66
