LGA_CODE_2021,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_F_a,C11_OO_DS_OD,C11_OO_DS_NS,C11_Owned_Outright_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_F_a,C11_OWM_DS_OD,C11_OWM_DS_NS,C11_Owned_with_mortgage_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_F_a,C11_R_REA_DS_OD,C11_R_REA_DS_NS,C11_R_Real_Estate_Agent_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_F_a,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS,C11_R_ST_House_Auth_Tot,C11_R_CHP_DS_Sep_house,C11_R_CHP_DS_SemiDRTHT,C11_R_CHP_DS_F_a,C11_R_CHP_DS_OD,C11_R_CHP_DS_NS,C11_R_CHP_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemDRTHT,C11_R_PNISH_DS_F_a,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS,C11_R_PNISH_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemDRTHT,C11_R_OLT_DS_F_a,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS,C11_R_Oth_Llord_Type_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemDRTHT,C11_R_LT_NS_DS_F_a,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS,C11_R_Llord_Type_NS_Tot,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemDRTHT,C11_R_Tot_DS_F_a,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS,C11_R_Tot_Tot,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_F_a,C11_OTT_DS_OD,C11_OTT_DS_NS,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_F_a,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS,C11_TT_NS_Tot,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_F_a,C11_Tot_DS_OD,C11_Tot_DS_NS,C11_Tot_Tot,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_F_a,C16_OO_DS_OD,C16_OO_DS_NS,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_F_a,C16_OWM_DS_OD,C16_OWM_DS_NS,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_F_a,C16_R_REA_DS_OD,C16_R_REA_DS_NS,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_F_a,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS,C16_R_STHA_Tot,C16_R_CHP_DS_Sep_house,C16_R_CHP_DS_SemiDRTHT,C16_R_CHP_DS_F_a,C16_R_CHP_DS_OD,C16_R_CHP_DS_NS,C16_R_CHP_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemDRTHT,C16_R_PNISH_DS_F_a,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS,C16_R_PNISH_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemDRTHT,C16_R_OLT_DS_F_a,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemDRTHT,C16_R_LT_NS_DS_F_a,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS,C16_R_LT_NS_Tot,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_F_a,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS,C16_R_Tot_Tot,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT,C16_OTT_DS_F_a,C16_OTT_DS_OD,C16_OTT_DS_NS,C16_OTT_Tot,C16_TT_NS_DS_Sep_house,C16_TT_NS_DS_SemiDRTHT,C16_TT_NS_DS_F_a,C16_TT_NS_DS_OD,C16_TT_NS_DS_NS,C16_TT_NS_Tot,C16_Tot_DS_Sep_house,C16_Tot_DS_SemiDRTHT,C16_Tot_DS_F_a,C16_Tot_DS_OD,C16_Tot_DS_NS,C16_Tot_Tot,C21_OO_DS_Sep_house,C21_OO_DS_SemiDRTHT,C21_OO_DS_F_a,C21_OO_DS_OD,C21_OO_DS_NS,C21_OO_Tot,C21_OWM_DS_Sep_house,C21_OWM_DS_SemiDRTHT,C21_OWM_DS_F_a,C21_OWM_DS_OD,C21_OWM_DS_NS,C21_OWM_Tot,C21_R_REA_DS_Sep_house,C21_R_REA_DS_SemiDRTHT,C21_R_REA_DS_F_a,C21_R_REA_DS_OD,C21_R_REA_DS_NS,C21_R_REA_Tot,C21_R_STHA_DS_Sep_house,C21_R_STHA_DS_SemiDRTHT,C21_R_STHA_DS_F_a,C21_R_STHA_DS_OD,C21_R_STHA_DS_NS,C21_R_STHA_Tot,C21_R_CHP_DS_Sep_house,C21_R_CHP_DS_SemiDRTHT,C21_R_CHP_DS_F_a,C21_R_CHP_DS_OD,C21_R_CHP_DS_NS,C21_R_CHP_Tot,C21_R_PNISH_DS_Sep_house,C21_R_PNISH_DS_SemDRTHT,C21_R_PNISH_DS_F_a,C21_R_PNISH_DS_OD,C21_R_PNISH_DS_NS,C21_R_PNISH_Tot,C21_R_OLT_DS_Sep_house,C21_R_OLT_DS_SemDRTHT,C21_R_OLT_DS_F_a,C21_R_OLT_DS_OD,C21_R_OLT_DS_NS,C21_R_OLT_Tot,C21_R_LT_NS_DS_Sep_house,C21_R_LT_NS_DS_SemDRTHT,C21_R_LT_NS_DS_F_a,C21_R_LT_NS_DS_OD,C21_R_LT_NS_DS_NS,C21_R_LT_NS_Tot,C21_R_Tot_DS_Sep_house,C21_R_Tot_DS_SemiDRTHT,C21_R_Tot_DS_F_a,C21_R_Tot_DS_OD,C21_R_Tot_DS_NS,C21_R_Tot_Tot,C21_OTT_DS_Sep_house,C21_OTT_DS_SemiDRTHT
LGA17000,2258,56,58,44,0,2414,2950,106,34,9,0,3101,800,208,167,7,0,1188,263,14,56,0,0,339,3,0,0,0,0,4,230,19,15,10,0,271,101,0,0,60,0,165,7,0,0,0,0,14,1406,248,252,74,0,1985,141,0,9,6,0,161,299,29,30,23,0,385,7062,445,379,166,4,8050,2237,75,34,31,14,2392,2829,87,29,3,12,2961,907,302,142,3,11,1365,225,38,35,0,0,294,3,8,0,0,0,12,205,25,12,7,0,243,97,6,0,28,5,143,0,0,3,0,0,4,1443,375,192,38,13,2060,129,7,10,0,3,148,568,53,51,20,11,704,7213,593,310,98,52,8272,2534,96,44,33,4,2703,3326,104,23,0,7,3472,863,318,124,0,3,1306,241,32,25,0,0,298,33,14,9,0,0,58,240,40,3,9,4,298,113,5,3,56,0,179,6,0,0,0,0,11,1499,409,164,65,4,2152,119,10
LGA17040,2795,110,80,42,14,3040,2160,85,77,22,6,2352,501,186,205,4,11,898,82,12,31,0,0,116,15,10,3,0,0,25,399,55,69,12,9,547,89,19,22,27,7,164,10,5,0,0,0,15,1100,276,330,45,26,1772,202,22,26,6,11,268,404,71,112,136,464,1192,6662,573,618,248,522,8624,2840,76,70,112,62,3153,2201,52,60,27,39,2382,571,186,239,12,23,1033,61,14,15,0,0,90,14,7,12,0,0,37,400,62,70,20,26,577,78,13,40,58,34,223,13,3,0,0,0,13,1139,284,380,84,87,1975,223,16,13,18,38,317,577,64,453,43,162,1292,6979,494,980,281,390,9118,3180,91,145,42,36,3491,2413,67,107,3,12,2594,654,167,291,10,7,1121,47,14,5,0,0,65,46,10,6,0,0,57,525,52,115,6,24,725,160,35,75,29,52,350,13,3,0,0,0,16,1439,276,495,44,85,2342,236,24
LGA17080,2193,19,33,24,6,2268,1536,4,19,6,0,1563,440,6,136,4,0,589,174,13,11,0,0,200,12,9,0,0,0,21,311,10,37,7,0,364,102,5,19,20,0,144,13,0,0,0,0,21,1054,43,208,25,0,1333,156,8,13,3,0,178,263,12,26,32,17,351,5204,80,299,93,20,5689,2234,26,12,17,11,2309,1561,0,10,7,3,1579,449,51,78,0,8,586,136,3,17,0,0,156,9,17,0,0,0,28,314,13,22,0,0,352,65,0,10,0,0,83,5,4,4,0,0,16,987,91,127,9,11,1220,129,12,3,6,0,143,497,27,34,25,6,582,5404,146,181,55,36,5832,2404,63,3,12,18,2495,1582,18,0,7,8,1616,478,194,30,10,0,710,163,9,13,0,0,181,17,12,5,0,0,32,339,38,8,3,3,386,83,15,10,28,7,139,7,7,0,0,0,15,1078,271,54,39,10,1464,142,12
LGA17100,2553,182,526,3,0,3266,1891,233,1444,0,0,3568,565,166,2120,19,0,2867,108,175,142,0,0,423,13,45,27,0,0,88,132,36,291,6,0,471,19,8,20,0,0,57,3,0,15,0,0,16,843,433,2616,25,0,3919,123,20,55,0,0,201,393,65,607,3,0,1063,5796,932,5256,34,7,12022,2522,138,541,13,6,3218,1786,230,1510,32,24,3583,535,244,3015,61,46,3909,82,88,262,0,0,429,4,19,26,0,0,53,145,34,377,12,13,580,17,3,74,0,5,104,0,0,26,0,0,30,783,392,3782,74,72,5100,90,17,89,0,3,199,271,88,848,23,21,1247,5450,864,6768,142,123,13347,2500,151,741,8,0,3402,1857,229,2469,15,5,4575,587,252,4880,54,32,5807,66,93,275,0,0,436,13,24,68,0,4,103,170,50,476,9,4,709,43,6,176,3,14,241,6,0,34,0,0,36,882,424,5905,66,47,7331,93,26
LGA17150,22255,3095,2998,97,3,28452,22525,2685,4208,20,3,29442,2779,1352,5822,70,3,10023,319,471,871,0,0,1663,90,92,161,0,0,340,1084,297,1017,37,3,2441,108,189,48,80,0,434,26,7,25,3,0,63,4399,2403,7949,187,8,14958,439,146,345,5,0,942,1538,487,1441,57,0,3526,51161,8817,16941,366,15,77310,21302,3753,3429,98,31,28617,22188,3311,4057,29,50,29637,2779,1624,6419,105,41,10962,249,602,728,0,7,1589,50,86,137,0,4,282,807,337,892,27,20,2080,66,147,33,85,8,339,20,7,25,0,0,59,3976,2809,8233,219,71,15308,406,153,436,8,6,1009,1666,697,1587,81,53,4076,49540,10725,17739,436,207,78647,22059,4089,4228,73,28,30469,23051,3862,5404,21,19,32357,3402,2040,8216,99,36,13794,212,639,673,0,0,1529,91,155,227,0,0,481,1068,339,995,44,11,2452,121,141,54,44,11,364,22,10,36,4,0,70,4909,3333,10204,191,55,18691,396,173
LGA17200,1016,3170,6364,26,13,10589,817,4403,11989,26,44,17272,649,4009,24218,109,104,29090,166,1461,4147,10,251,6032,22,157,546,0,8,733,225,1451,4579,58,42,6348,20,60,422,6,8,521,6,47,160,0,5,212,1081,7185,34071,181,406,42930,62,242,815,6,31,1154,296,1716,8989,549,69,11619,3276,16713,62231,785,564,83558,736,3584,7872,49,40,12283,483,4538,12064,42,58,17190,235,4648,31009,186,151,36225,62,1492,4616,0,13,6189,12,108,1055,9,14,1187,76,1458,5726,65,65,7391,6,62,777,8,15,868,0,28,163,0,0,202,389,7789,43342,271,270,52063,40,271,1165,11,22,1506,188,1868,10138,733,296,13226,1831,18054,74580,1107,691,96262,775,3946,9149,46,25,13936,650,4683,13407,58,28,18827,429,5791,41668,300,217,48407,57,1554,4049,8,18,5689,8,137,1246,13,22,1423,110,1430,5191,88,71,6884,21,108,819,17,37,999,4,34,181,0,0,216,626,9057,53152,430,361,63620,33,237
LGA17310,6977,237,153,79,7,7456,6588,113,74,28,10,6807,2265,246,800,15,3,3326,562,92,126,0,0,781,22,28,39,0,0,91,992,53,137,23,7,1209,167,5,31,35,0,239,17,3,20,0,0,39,4024,425,1149,74,10,5689,404,48,28,7,6,496,903,130,202,99,6,1332,18895,943,1612,288,34,21779,7017,240,25,115,36,7433,6591,97,12,57,29,6788,2664,967,232,78,20,3955,351,171,76,104,3,703,36,42,3,4,3,91,1045,121,35,10,10,1222,156,14,9,34,5,216,27,15,5,0,0,53,4282,1330,361,229,42,6243,430,36,4,15,11,490,1622,272,95,214,29,2237,19941,1970,494,627,155,23192,7619,280,23,73,37,8028,7265,120,15,10,13,7421,3399,1209,242,10,14,4871,436,146,60,0,0,640,113,99,33,0,0,249,1190,142,21,8,6,1367,159,30,9,44,10,254,45,25,9,0,0,82,5340,1650,367,70,31,7457,423,97
LGA17350,1049,0,21,24,0,1096,594,6,5,9,0,606,139,0,27,0,0,166,47,0,3,0,0,54,20,0,19,0,0,39,131,0,14,0,0,145,21,0,3,0,0,28,6,0,0,0,0,6,354,4,73,0,3,443,74,4,6,0,0,79,95,0,10,5,0,109,2167,11,122,37,3,2335,1056,9,20,13,9,1109,605,3,5,4,6,623,167,12,35,5,0,215,43,3,3,0,0,48,0,5,27,0,0,32,133,0,17,4,0,152,18,0,4,3,0,23,7,0,0,0,0,6,362,24,83,9,0,479,70,3,4,0,0,83,128,6,15,4,3,161,2226,46,122,35,15,2448,1106,29,0,19,0,1160,585,10,0,3,3,598,207,47,8,15,0,272,41,3,3,0,0,47,3,25,0,0,0,23,147,15,0,0,0,169,35,10,0,0,0,42,4,0,0,0,0,6,432,100,10,14,0,556,58,9
LGA17400,1218,3,8,63,3,1299,664,0,0,22,0,691,168,26,28,0,0,222,45,0,8,0,0,57,29,0,10,0,0,38,169,0,12,12,0,187,37,0,0,0,0,46,3,0,6,0,0,9,453,31,62,14,0,555,91,0,0,6,0,100,173,0,8,9,0,189,2600,36,74,120,6,2842,1332,4,7,33,10,1381,603,5,0,11,4,624,195,29,14,5,5,247,29,0,5,0,0,40,38,8,0,0,0,45,162,0,3,4,0,174,23,0,0,4,0,25,10,0,0,0,0,10,451,41,23,13,5,534,101,0,0,10,0,114,286,3,12,57,6,363,2784,57,46,124,19,3024,1536,9,12,44,10,1608,594,4,0,0,0,605,212,11,29,3,0,253,34,3,7,0,0,42,35,0,5,0,0,41,157,0,0,4,4,163,31,0,0,7,0,36,5,0,0,0,0,9,469,16,50,17,4,551,113,0
LGA17420,13972,1046,481,23,3,15530,19053,1715,553,8,6,21328,2795,952,699,3,0,4450,44,89,0,0,0,139,18,72,4,0,5,98,797,178,97,7,0,1078,98,97,4,0,0,209,17,9,5,0,0,28,3766,1401,816,13,12,6005,403,153,56,5,9,629,1016,174,161,0,0,1358,38205,4492,2065,54,31,44848,14669,1314,561,27,23,16584,19097,2169,598,12,28,21910,3697,1375,1097,14,27,6210,40,69,11,0,0,121,18,54,39,0,0,113,779,185,134,4,12,1115,111,64,4,5,4,201,16,6,3,0,0,27,4655,1760,1290,25,46,7775,394,213,132,9,6,754,1328,245,176,12,27,1789,40139,5708,2751,85,132,48819,16220,1178,1166,5,22,18585,24192,1981,1411,0,42,27626,6078,1545,2576,8,34,10242,45,84,23,0,0,155,18,15,76,0,6,108,1059,183,244,0,6,1497,173,39,22,6,3,239,17,5,10,0,0,39,7405,1873,2949,10,50,12282,465,229
LGA17550,9473,2436,1075,1013,17,14010,7625,1270,527,60,4,9488,2118,1347,1492,19,9,4983,248,357,253,3,0,863,54,52,43,0,0,152,1410,617,508,41,10,2589,140,80,65,226,4,519,25,20,21,8,0,74,3990,2480,2384,297,18,9169,354,170,106,45,4,677,1106,437,454,192,8,2195,22547,6790,4546,1598,52,35541,9749,2367,1293,1262,148,14811,8300,1182,458,69,44,10044,2196,1387,1472,16,20,5099,230,379,238,0,0,849,44,78,24,0,0,145,1384,549,386,41,34,2391,143,61,46,207,18,476,28,22,16,10,0,74,4030,2475,2189,272,77,9036,379,200,92,37,63,768,1692,623,641,499,43,3502,24138,6844,4669,2133,371,38162,11006,2676,1591,765,62,16099,9184,1532,689,34,13,11450,2191,1388,1520,16,14,5129,234,374,211,0,0,824,69,127,55,0,0,251,1396,578,439,33,27,2470,248,174,109,135,26,698,31,23,15,7,0,67,4160,2662,2349,189,71,9433,411,205
LGA17620,1804,3,19,53,0,1885,1599,10,5,8,0,1629,380,60,88,0,0,530,100,12,26,0,0,136,28,7,16,0,0,43,332,5,19,4,0,371,79,3,12,42,0,139,11,0,4,0,0,12,931,80,162,49,0,1225,327,3,4,8,0,340,268,12,26,16,4,327,4934,109,210,144,9,5403,1759,7,26,56,19,1863,1616,6,12,9,9,1657,475,55,112,0,4,644,83,3,42,0,0,128,25,0,3,0,0,34,306,6,22,0,5,338,58,4,10,14,5,86,10,0,0,0,0,8,949,66,190,17,12,1242,228,3,0,0,12,245,473,19,29,27,3,550,5028,104,261,113,50,5552,1947,57,5,51,7,2065,1731,22,0,7,0,1763,470,210,12,0,0,692,81,25,17,0,0,121,16,23,0,0,0,48,313,24,0,5,0,340,120,28,0,10,5,165,0,3,0,0,0,10,1009,305,33,15,11,1372,297,8
LGA17640,1361,26,0,18,3,1407,816,3,0,10,0,839,115,6,0,0,0,119,14,0,0,0,0,17,3,8,10,0,0,15,156,0,5,0,0,163,32,0,0,0,0,34,7,0,0,0,0,6,323,13,10,4,0,351,146,3,0,0,0,147,134,4,0,4,0,146,2788,40,13,42,4,2890,1345,27,0,20,14,1410,893,3,0,8,10,922,146,8,3,3,0,160,13,3,0,0,0,18,3,15,0,0,0,12,148,6,0,5,4,160,22,0,0,0,0,22,3,0,0,0,0,4,338,26,3,8,4,383,141,0,0,0,0,150,283,15,0,8,7,301,2996,75,4,48,28,3155,1624,25,0,16,7,1679,1022,7,4,0,7,1039,142,7,4,0,0,148,14,0,0,0,0,14,4,4,3,0,0,11,189,4,0,0,0,198,47,0,0,0,0,48,0,0,0,0,0,0,394,19,12,0,0,425,136,5
LGA17650,932,0,12,13,0,956,727,0,0,5,0,737,132,3,35,0,0,168,13,0,4,0,0,16,5,0,0,0,0,5,130,0,5,4,0,142,33,0,0,7,0,42,3,0,0,0,0,7,309,3,48,16,0,374,94,0,0,6,0,98,80,3,9,0,0,96,2148,6,63,41,3,2259,947,3,0,18,7,975,748,0,0,6,3,764,160,4,20,3,0,188,13,0,0,0,0,19,3,0,0,0,0,3,125,0,5,4,4,139,29,0,0,7,0,35,5,0,0,0,0,4,334,6,31,11,3,392,96,0,0,0,0,98,165,4,5,6,0,187,2295,14,38,42,17,2406,962,10,0,13,0,982,779,3,0,4,0,787,166,39,10,3,0,219,9,0,3,0,0,20,9,0,0,0,0,8,116,0,0,4,0,121,29,0,0,3,0,37,0,0,0,0,0,0,338,40,16,8,0,405,94,0
LGA17750,5983,217,291,49,0,6537,7129,137,184,17,0,7464,2175,319,1186,32,12,3736,905,62,143,0,0,1113,30,19,45,0,0,100,971,65,164,13,3,1220,416,15,18,31,0,477,25,3,16,0,0,43,4520,487,1579,82,16,6680,290,56,68,8,4,432,676,68,181,40,0,971,18603,962,2303,205,20,22086,6074,202,242,56,15,6585,7234,76,134,40,22,7513,2753,387,1286,54,11,4495,759,30,181,0,0,974,32,19,59,0,0,109,1017,68,124,10,7,1226,322,13,19,23,3,385,33,0,12,0,0,48,4918,524,1678,94,25,7231,256,71,55,4,7,393,1187,98,243,75,8,1612,19669,973,2353,265,79,23341,6839,249,264,43,10,7396,8249,100,126,8,9,8484,3381,492,1444,31,10,5361,729,38,136,0,0,902,73,47,71,0,0,193,1070,78,125,9,8,1289,395,25,31,20,6,474,29,5,9,0,0,43,5674,689,1806,66,30,8267,347,149
LGA17850,562,0,4,3,0,568,270,0,3,0,0,279,39,5,14,0,0,58,22,0,10,0,0,31,6,0,0,0,0,6,80,4,0,0,0,87,14,0,0,6,0,26,6,0,0,0,0,7,156,9,24,11,0,206,119,0,0,5,0,122,49,3,4,12,0,69,1163,17,34,36,0,1241,570,0,3,7,12,588,242,0,0,5,7,254,44,0,11,0,0,54,29,0,4,0,3,33,3,0,0,0,0,5,74,0,5,0,0,77,28,0,0,4,0,36,0,0,6,0,0,3,175,0,17,4,10,207,83,0,0,4,0,90,158,0,5,9,0,173,1231,0,24,32,22,1312,572,0,7,0,0,584,261,0,6,0,0,263,58,5,18,9,0,89,9,0,10,0,0,16,14,0,0,0,0,14,86,0,0,0,0,88,35,0,0,0,0,39,0,0,0,0,0,0,200,5,32,9,0,243,101,0
LGA17900,913,0,3,263,12,1193,331,0,5,8,4,352,58,4,13,0,0,82,142,0,18,0,0,165,102,0,15,0,0,120,121,0,11,11,0,144,116,8,26,19,0,178,5,0,0,0,0,12,553,15,89,29,0,690,232,0,0,47,0,278,226,0,22,69,0,322,2257,24,121,423,17,2840,750,0,5,244,51,1048,277,0,3,11,16,303,82,0,24,0,5,107,141,0,16,0,13,173,129,0,13,0,4,149,122,0,13,0,7,148,99,0,35,5,12,155,10,0,0,0,0,10,577,3,107,13,40,739,175,0,10,44,9,237,313,0,25,133,22,494,2096,6,144,439,133,2822,511,6,0,223,73,810,225,0,0,21,8,256,46,10,4,0,4,64,59,15,0,7,4,87,88,14,0,0,0,103,103,3,3,15,9,138,111,11,11,24,13,176,5,0,0,0,0,4,416,64,23,48,27,576,122,0
LGA17950,451,8,4,11,0,474,224,3,0,0,0,233,20,3,3,0,0,30,46,3,3,0,0,50,10,0,9,0,0,22,86,10,14,8,0,113,39,3,0,9,0,50,0,0,0,0,0,0,202,22,31,15,0,268,86,0,0,3,0,96,51,0,7,5,0,57,1014,32,39,32,0,1119,418,0,6,6,5,441,224,0,0,0,4,228,28,3,10,0,0,39,31,0,0,0,0,31,15,0,11,0,0,28,83,0,9,0,0,92,23,0,3,3,0,31,7,0,0,0,0,7,190,7,32,0,6,233,68,0,0,0,3,67,120,4,3,0,0,133,1019,10,40,14,17,1098,402,11,0,6,7,420,208,0,0,0,0,211,48,14,8,0,0,74,23,4,0,0,0,30,12,8,0,0,0,22,56,0,0,0,0,57,29,3,0,4,4,45,0,0,0,0,0,0,175,38,9,4,4,231,76,4
LGA18020,1709,3,12,53,3,1787,814,4,0,5,7,832,162,3,28,0,0,198,77,0,4,0,0,82,7,0,10,0,0,23,273,5,20,3,0,309,64,0,10,4,0,83,10,0,0,0,0,11,597,12,85,13,0,704,212,0,6,3,0,229,243,4,22,35,0,301,3575,23,128,112,14,3845,1597,11,0,46,33,1683,793,7,5,0,13,815,200,9,35,4,0,246,77,0,8,0,0,89,8,9,4,0,0,23,275,0,19,0,0,295,72,0,7,9,0,88,9,0,4,0,0,13,643,20,71,16,7,749,155,4,0,8,8,178,448,8,19,28,10,511,3640,51,87,100,62,3936,1654,6,8,27,14,1711,784,0,0,0,9,796,182,10,22,0,0,214,55,5,7,0,3,64,8,5,6,0,0,24,289,6,9,0,3,305,97,4,8,19,3,135,7,0,0,0,0,5,636,33,51,24,10,752,133,0
LGA18050,2331,1594,2589,19,10,6528,1721,1642,2585,18,16,5979,491,826,6788,78,20,8201,11,21,386,0,0,420,6,6,74,0,0,87,219,377,1730,36,5,2368,10,7,91,3,0,113,0,8,51,0,0,57,736,1247,9124,109,32,11251,71,70,267,0,0,411,382,427,2626,39,5,3474,5230,4974,17187,185,62,27648,2026,1647,2577,83,31,6366,1511,1894,2595,38,23,6061,334,758,7547,151,22,8814,4,5,369,0,0,377,5,13,80,0,0,92,131,253,1667,48,16,2114,0,13,76,4,0,96,4,0,40,0,0,37,470,1044,9779,207,40,11540,66,60,295,7,18,452,281,392,2763,43,17,3502,4363,5036,18007,373,133,27907,2096,1709,2787,90,6,6692,1658,1995,2874,49,5,6583,365,900,9363,217,21,10867,0,12,334,0,0,341,3,19,98,0,4,125,165,237,1571,52,9,2029,8,11,133,10,8,166,4,4,51,8,0,63,547,1169,11550,290,36,13597,64,64
LGA18100,763,0,10,9,0,783,344,0,6,0,0,347,48,7,18,0,0,77,19,0,3,0,0,22,0,11,14,0,0,25,102,0,6,0,0,106,17,0,3,0,0,24,8,0,0,0,0,4,183,29,41,0,0,256,64,0,0,0,0,64,70,3,5,0,0,81,1426,34,67,10,0,1532,704,15,0,8,0,732,355,0,0,0,5,361,59,18,6,0,0,82,11,0,0,0,0,11,31,8,0,0,0,36,69,6,0,0,0,73,13,0,0,0,0,18,6,0,0,0,0,6,187,31,4,3,0,233,60,0,0,0,0,64,149,9,0,0,0,168,1463,63,12,12,9,1554,761,12,5,4,3,782,362,3,0,0,0,364,75,9,20,0,0,105,14,0,6,0,0,21,21,0,7,0,0,26,89,6,5,0,0,100,16,4,0,8,0,24,6,0,0,0,0,6,219,13,40,7,0,276,59,0
LGA18200,872,5,21,127,0,1018,788,6,4,7,3,810,149,0,49,4,0,207,41,0,0,0,0,41,61,8,0,4,0,68,143,0,8,3,0,156,68,0,9,21,0,95,3,0,0,0,0,10,455,18,70,30,0,569,80,3,0,18,0,102,164,3,12,26,0,210,2356,33,102,215,8,2708,872,3,20,100,9,1007,752,0,10,7,3,774,126,11,52,0,0,195,36,0,0,0,0,40,40,9,11,0,0,64,145,4,9,5,3,166,42,3,8,16,0,65,3,0,3,3,0,9,399,27,84,23,0,536,78,0,0,11,3,92,272,7,20,42,6,350,2380,42,133,181,31,2768,977,19,10,27,7,1033,845,10,4,4,0,855,146,53,8,0,0,211,29,3,0,0,0,36,42,0,0,0,0,44,136,6,0,0,0,149,58,10,0,11,3,84,4,0,0,0,0,6,419,75,13,17,11,534,86,5
LGA18250,5937,536,1955,7,0,8437,4329,689,2241,11,5,7272,1170,438,4660,19,0,6289,23,40,306,0,0,372,12,15,57,0,0,82,423,125,699,16,0,1257,12,11,69,0,0,94,0,0,20,0,0,23,1644,632,5805,34,0,8120,202,27,279,3,0,505,465,87,802,4,0,1359,12582,1973,11077,61,8,25694,5676,641,2070,8,12,8397,4488,723,2213,3,11,7439,1119,497,5754,31,13,7419,17,7,332,0,0,354,8,15,66,0,0,85,360,126,757,21,10,1269,23,12,91,4,5,136,5,0,19,0,0,20,1533,661,7014,57,23,9283,185,26,305,5,6,526,514,114,1038,16,15,1692,12394,2159,12642,85,62,27340,5881,682,2256,0,4,8816,4520,735,2175,3,6,7438,1290,519,6874,38,18,8749,17,0,254,0,0,269,13,14,209,0,0,232,391,108,750,20,8,1280,33,12,101,4,0,149,5,0,32,0,0,40,1749,661,8206,68,32,10714,170,68
LGA18350,6532,376,62,50,6,7024,5427,232,17,11,4,5692,1473,324,95,19,7,1915,262,74,29,0,0,369,87,40,20,0,0,146,584,65,22,9,4,674,92,5,4,10,0,120,12,9,3,0,0,23,2504,518,177,42,4,3249,336,23,27,10,3,397,703,82,27,20,0,833,15506,1230,308,130,18,17196,7213,431,44,81,60,7824,5728,95,25,17,20,5885,1541,280,143,12,12,1989,234,68,25,0,0,334,59,36,11,0,0,111,586,58,29,4,3,680,63,3,0,9,3,86,13,0,0,0,0,20,2493,449,220,26,22,3213,339,42,8,7,7,401,1125,109,40,63,22,1357,16900,1123,337,184,134,18682,8564,473,84,85,16,9224,6484,116,51,19,8,6675,1928,342,206,19,3,2505,161,39,27,0,0,226,165,68,43,0,0,268,703,55,23,8,3,787,106,14,7,21,7,154,13,10,0,0,0,21,3071,527,305,49,17,3963,307,157
