LGA_CODE_2021,C21_SH_Tot_NPFH_6_mor,C21_SH_Tot_Tot,C21_SDRTHT_0b_s_a_b_NPFH_2,C21_SDRTHT_0b_s_a_b_NPFH_3,C21_SDRTHT_0b_s_a_b_NPFH_4,C21_SDRTHT_0b_s_a_b_NPFH_5,C21_SDRTHT_0b_s_a_b_NPFH_6mor,C21_SDRTHT_0b_s_a_b_Tot,C21_SDRTHT_1b_NPFH_2,C21_SDRTHT_1b_NPFH_3,C21_SDRTHT_1b_NPFH_4,C21_SDRTHT_1b_NPFH_5,C21_SDRTHT_1b_NPFH_6_mor,C21_SDRTHT_1b_Tot,C21_SDRTHT_2b_NPFH_2,C21_SDRTHT_2b_NPFH_3,C21_SDRTHT_2b_NPFH_4,C21_SDRTHT_2b_NPFH_5,C21_SDRTHT_2b_NPFH_6_mor,C21_SDRTHT_2b_Tot,C21_SDRTHT_3b_NPFH_2,C21_SDRTHT_3b_NPFH_3,C21_SDRTHT_3b_NPFH_4,C21_SDRTHT_3b_NPFH_5,C21_SDRTHT_3b_NPFH_6_mor,C21_SDRTHT_3b_Tot,C21_SDRTHT_4mb_NPFH_2,C21_SDRTHT_4mb_NPFH_3,C21_SDRTHT_4mb_NPFH_4,C21_SDRTHT_4mb_NPFH_5,C21_SDRTHT_4mb_NPFH_6_mor,C21_SDRTHT_4mb_Tot,C21_SDRTHT_NB_NS_NPFH_2,C21_SDRTHT_NB_NS_NPFH_3,C21_SDRTHT_NB_NS_NPFH_4,C21_SDRTHT_NB_NS_NPFH_5,C21_SDRTHT_NB_NS_NPFH_6_mor,C21_SDRTHT_NB_NS_Tot,C21_SDRTHT_Tot_NPFH_2,C21_SDRTHT_Tot_NPFH_3,C21_SDRTHT_Tot_NPFH_4,C21_SDRTHT_Tot_NPFH_5,C21_SDRTHT_Tot_NPFH_6_mor,C21_SDRTHT_Tot_Tot,C21_F_a_0b_s_a_b_NPFH_2,C21_F_a_0b_s_a_b_NPFH_3,C21_F_a_0b_s_a_b_NPFH_4,C21_F_a_0b_s_a_b_NPFH_5,C21_F_a_0b_s_a_b_NPFH_6_mor,C21_F_a_0b_s_a_b_Total,C21_F_a_1b_NPFH_2,C21_F_a_1b_NPFH_3,C21_F_a_1b_NPFH_4,C21_F_a_1b_NPFH_5,C21_F_a_1b_NPFH_6_mor,C21_F_a_1b_Tot,C21_F_a_2b_NPFH_2,C21_F_a_2b_NPFH_3,C21_F_a_2b_NPFH_4,C21_F_a_2b_NPFH_5,C21_F_a_2b_NPFH_6_mor,C21_F_a_2b_Tot,C21_F_a_3b_NPFH_2,C21_F_a_3b_NPFH_3,C21_F_a_3b_NPFH_4,C21_F_a_3b_NPFH_5,C21_F_a_3b_NPFH_6_mor,C21_F_a_3b_Tot,C21_F_a_4mb_NPFH_2,C21_F_a_4mb_NPFH_3,C21_F_a_4mb_NPFH_4,C21_F_a_4mb_NPFH_5,C21_F_a_4mb_NPFH_6_mor,C21_F_a_4mb_Tot,C21_F_a_NB_NS_NPFH_2,C21_F_a_NB_NS_NPFH_3,C21_F_a_NB_NS_NPFH_4,C21_F_a_NB_NS_NPFH_5,C21_F_a_NB_NS_NPFH_6_mor,C21_F_a_NB_NS_Tot,C21_F_a_Tot_NPFH_2,C21_F_a_Tot_NPFH_3,C21_F_a_Tot_NPFH_4,C21_F_a_Tot_NPFH_5,C21_F_a_Tot_NPFH_6_mor,C21_F_a_Tot_Tot,C21_OD_0b_s_a_b_NPFH_2,C21_OD_0b_s_a_b_NPFH_3,C21_OD_0b_s_a_b_NPFH_4,C21_OD_0b_s_a_b_NPFH_5,C21_OD_0b_s_a_b_NPFH_6_mor,C21_OD_0b_s_a_b_Tot,C21_OD_1b_NPFH_2,C21_OD_1b_NPFH_3,C21_OD_1b_NPFH_4,C21_OD_1b_NPFH_5,C21_OD_1b_NPFH_6_mor,C21_OD_1b_Tot,C21_OD_2b_NPFH_2,C21_OD_2b_NPFH_3,C21_OD_2b_NPFH_4,C21_OD_2b_NPFH_5,C21_OD_2b_NPFH_6_mor,C21_OD_2b_Tot,C21_OD_3b_NPFH_2,C21_OD_3b_NPFH_3,C21_OD_3b_NPFH_4,C21_OD_3b_NPFH_5,C21_OD_3b_NPFH_6_mor,C21_OD_3b_Tot,C21_OD_4mb_NPFH_2,C21_OD_4mb_NPFH_3,C21_OD_4mb_NPFH_4,C21_OD_4mb_NPFH_5,C21_OD_4mb_NPFH_6_mor,C21_OD_4mb_Tot,C21_OD_NB_NS_NPFH_2,C21_OD_NB_NS_NPFH_3,C21_OD_NB_NS_NPFH_4,C21_OD_NB_NS_NPFH_5,C21_OD_NB_NS_NPFH_6_mor,C21_OD_NB_NS_Tot,C21_OD_Tot_NPFH_2,C21_OD_Tot_NPFH_3,C21_OD_Tot_NPFH_4,C21_OD_Tot_NPFH_5,C21_OD_Tot_NPFH_6_mor,C21_OD_Tot_Tot,C21_DS_NS_NPFH_2,C21_DS_NS_NPFH_3,C21_DS_NS_NPFH_4,C21_DS_NS_NPFH_5,C21_DS_NS_NPFH_6_mor,C21_DS_NS_Tot,C21_Tot_NPFH_2,C21_Tot_NPFH_3,C21_Tot_NPFH_4,C21_Tot_NPFH_5,C21_Tot_NPFH_6_mor,C21_Tot_Tot
LGA36250,1713,39968,0,0,0,0,0,0,41,0,0,0,0,42,962,95,37,6,0,1096,1018,488,224,31,14,1777,103,79,73,26,10,288,10,8,5,0,0,24,2131,677,335,61,26,3231,4,0,0,0,0,4,32,0,0,0,0,32,434,60,14,9,0,514,349,116,47,8,0,526,33,17,13,4,3,71,7,3,0,0,0,7,861,193,75,20,6,1163,8,0,0,0,0,8,15,0,0,0,0,15,12,5,0,0,0,19,3,5,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,44,5,0,4,0,60,25,3,7,0,0,40,19980,9508,9516,3708,1748,44457
LGA36300,14,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,4,0,19,88,27,34,21,11,176
LGA36370,988,19232,4,0,0,0,0,4,21,0,0,0,0,23,251,68,33,8,0,360,156,65,41,17,3,279,12,16,13,7,4,49,7,3,0,0,0,12,453,153,79,28,9,728,0,0,0,0,0,0,27,0,0,0,0,32,206,36,16,8,0,262,87,29,23,9,3,149,9,3,4,0,0,27,4,3,0,0,0,14,336,72,43,18,7,482,8,0,0,0,0,8,21,0,0,0,0,21,9,4,0,0,0,9,6,4,0,0,0,11,0,0,0,0,0,6,0,0,0,0,0,0,46,10,5,0,0,55,14,4,7,0,3,29,9244,4254,4221,1799,1009,20523
LGA36510,613,11094,0,0,0,0,0,0,15,0,0,0,0,15,109,21,7,0,0,139,99,48,23,12,0,184,13,4,0,0,5,20,6,0,0,0,0,6,241,77,35,10,3,365,0,0,0,0,0,0,0,0,0,0,0,5,9,0,4,0,0,18,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,13,0,5,0,0,22,4,0,0,0,0,5,25,4,0,0,0,25,8,4,3,0,0,13,6,0,5,0,0,10,9,7,0,4,3,25,0,0,0,0,0,0,55,15,9,4,3,89,16,10,3,0,0,30,5736,2190,2055,994,620,11597
LGA36580,401,6548,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,17,19,8,5,0,0,28,22,5,3,0,5,32,0,0,0,0,0,0,48,19,10,6,4,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,9,4,0,0,0,0,4,20,0,0,0,0,21,11,4,0,0,0,8,0,5,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,34,6,0,5,0,40,7,0,0,0,0,10,3305,1205,1197,583,405,6692
LGA36630,410,8115,0,0,0,0,0,0,0,0,0,0,0,0,33,10,4,0,0,45,12,3,3,0,0,26,3,0,0,0,0,3,0,0,0,0,0,0,55,14,9,0,0,77,5,0,0,0,0,5,9,0,0,0,0,7,71,16,3,0,0,90,15,9,0,6,4,33,3,0,4,0,0,9,0,0,0,0,0,0,98,28,7,3,7,137,7,0,0,0,0,12,20,4,0,0,0,17,6,5,0,0,0,12,8,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,5,42,9,0,4,0,62,13,7,6,0,0,28,4685,1474,1163,671,415,8419
LGA36660,418,9192,0,0,0,0,0,0,0,0,0,0,0,0,139,15,6,0,0,155,50,23,6,4,0,82,5,6,8,4,0,14,0,0,0,0,0,5,202,43,17,3,5,264,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,18,4,4,0,0,0,7,0,0,0,0,0,4,3,0,0,0,0,3,26,5,0,0,0,32,6,0,0,0,0,8,8,0,0,0,0,5,4,0,0,0,0,10,8,0,3,5,0,17,4,0,0,0,0,11,0,0,0,0,0,0,24,7,6,9,3,44,24,6,4,0,0,41,5303,1682,1433,738,425,9579
LGA36720,3163,75037,5,0,0,0,0,7,103,3,0,0,0,113,2648,403,105,19,3,3178,3020,1126,559,147,39,4893,239,148,152,68,26,638,53,15,5,0,0,74,6070,1698,823,237,72,8904,12,0,4,0,0,12,309,11,4,0,0,327,3251,672,209,39,8,4178,2268,623,343,94,28,3351,137,73,68,40,13,329,47,14,8,0,0,65,6019,1396,628,171,51,8265,49,8,0,4,0,62,123,8,8,0,0,142,93,18,5,0,0,122,39,11,9,5,0,62,15,9,14,10,4,47,8,0,0,0,0,10,329,45,35,22,5,444,133,42,25,3,4,209,45169,18430,18532,7424,3291,92845
LGA36820,311,6425,0,0,0,0,0,0,4,0,0,0,0,4,53,10,0,0,0,69,20,6,3,0,0,29,3,0,0,0,0,11,0,0,0,0,0,0,83,18,6,0,0,112,0,0,0,0,0,0,10,0,0,0,0,10,46,8,8,0,0,61,12,3,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,67,15,8,0,0,92,11,0,0,0,0,11,25,0,0,0,0,29,16,3,0,0,0,17,3,3,0,0,3,14,8,0,0,0,0,3,0,0,0,0,0,0,61,10,6,0,3,78,21,9,9,0,5,44,3759,1196,985,495,311,6750
LGA36910,2223,40533,0,0,0,0,0,0,58,3,0,0,0,68,1095,268,104,42,12,1523,854,388,167,80,45,1537,59,29,33,21,13,144,29,7,3,0,6,39,2097,693,306,141,75,3309,0,0,0,0,0,0,13,5,0,0,0,19,385,114,40,8,6,556,129,65,45,19,10,264,10,9,0,12,10,31,4,0,4,0,0,9,541,189,87,42,21,881,9,0,0,0,0,17,35,0,0,0,0,43,17,0,0,0,0,21,10,4,3,0,0,17,13,6,5,4,0,18,4,0,0,0,0,4,92,11,8,4,4,115,44,17,8,3,3,73,21806,8744,8091,3948,2327,44912
LGA36950,97,426,0,0,0,0,0,0,18,0,0,0,0,17,18,9,11,4,8,60,5,13,32,8,7,69,3,0,6,3,3,15,4,0,0,0,0,5,48,32,46,17,19,169,0,0,0,0,0,0,0,4,0,0,0,0,16,8,0,0,0,29,8,0,6,7,3,19,0,0,0,0,3,3,0,0,0,0,0,3,26,12,8,8,5,61,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,3,0,0,3,0,12,193,121,134,102,125,674
LGA36960,189,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,4,0,0,9,202,146,142,111,193,791
LGA37010,2162,43571,0,0,0,0,0,0,75,9,0,0,0,77,1258,309,99,24,3,1698,398,222,109,33,19,787,66,38,34,14,16,168,36,6,0,0,0,54,1833,588,249,73,42,2786,0,0,0,0,0,4,98,8,0,0,0,109,829,164,49,10,6,1048,463,155,63,18,0,699,16,11,17,5,6,50,15,5,0,0,0,20,1416,338,131,33,10,1932,27,0,4,0,0,39,74,0,0,0,0,81,47,0,0,0,0,42,14,6,4,3,0,29,10,0,0,3,5,20,3,0,0,0,0,3,177,13,10,6,5,209,37,16,7,3,3,63,22233,10647,9450,4022,2215,48562
LGA37300,49,671,0,0,0,0,0,0,6,0,0,0,0,6,99,35,17,0,0,149,20,18,18,6,0,71,0,0,7,3,4,11,7,4,0,0,0,9,133,59,40,9,3,241,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,6,0,14,4,0,0,0,0,4,6,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,7,0,0,0,0,7,348,185,238,117,60,945
LGA37310,484,7844,0,0,0,0,0,0,0,0,0,0,0,7,84,21,6,0,0,111,97,40,15,4,0,160,20,9,3,0,6,35,10,3,0,0,0,11,212,67,32,9,7,329,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,4,6,10,3,0,0,23,0,0,0,0,0,3,0,0,0,0,0,0,17,13,3,3,0,36,4,0,0,0,0,7,10,0,0,0,0,10,6,8,3,0,0,15,6,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,4,35,10,7,3,0,53,19,7,0,4,0,31,3973,1542,1478,798,496,8291
LGA37340,301,7323,0,0,0,0,0,0,21,4,0,0,0,18,144,30,13,6,0,194,106,50,42,12,3,212,23,4,5,5,7,38,9,0,0,0,0,10,294,80,63,20,7,468,0,0,0,0,0,0,10,0,0,0,0,17,210,60,26,3,0,294,100,42,19,14,0,177,7,4,5,4,0,25,5,0,0,0,0,6,331,106,54,22,6,519,28,0,0,0,0,32,49,3,0,4,0,55,29,3,0,0,0,33,27,4,6,0,0,35,6,3,0,3,0,19,0,0,0,0,0,0,143,17,8,14,0,176,66,12,11,5,0,91,4325,1610,1602,710,319,8574
LGA37400,8,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,17,4,6,0,0,21,136,43,43,20,8,254
LGA37550,39,167,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,19,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,15,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,57,34,27,45,198
LGA37570,14,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,8,10,14,60
LGA37600,151,324,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,8,0,3,0,0,0,4,0,0,0,0,3,3,0,0,0,0,0,0,3,4,4,4,4,17,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,19,0,0,4,0,4,10,0,0,0,0,3,5,0,0,0,0,0,0,10,4,3,5,15,40,4,0,0,3,0,13,3,0,0,0,0,6,5,3,0,0,0,7,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,12,3,5,6,4,35,0,0,0,0,0,0,57,54,77,61,173,417
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,11,634,3,0,0,0,0,3,96,4,0,0,0,98,611,129,46,7,0,803,442,187,115,14,14,771,47,28,19,16,7,115,0,0,0,0,0,0,1200,347,188,35,14,1789,26,0,0,0,0,24,438,27,3,0,0,465,1075,252,87,7,0,1415,249,77,44,4,3,378,15,6,9,3,0,32,0,3,0,0,0,7,1804,355,139,12,5,2324,0,0,0,0,0,0,9,0,0,0,0,5,7,8,0,0,0,15,4,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,19,12,0,0,0,34,17,5,4,0,0,27,3423,843,410,93,36,4802
LGA40120,395,11276,0,0,0,0,0,0,0,0,0,0,0,0,61,3,6,0,0,68,37,17,10,4,0,64,3,0,3,0,0,12,0,0,0,0,0,0,103,25,20,7,0,150,0,0,0,0,0,0,3,0,0,0,0,5,31,7,0,0,0,38,3,0,6,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,39,15,4,4,3,60,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,10,8,4,4,0,0,15,5183,2238,2692,1003,399,11513
LGA40150,153,2568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,3,0,0,0,0,5,1077,545,547,258,152,2586
LGA40220,252,7852,0,0,0,0,0,0,8,0,0,0,0,8,88,11,0,0,0,98,77,13,7,0,0,102,8,0,0,0,0,10,5,0,0,0,0,5,181,24,6,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,16,4,0,4,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,13,7,4,0,0,26,4,0,0,0,0,4,12,0,0,0,0,19,8,0,0,0,0,8,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,28,5,0,0,0,32,18,0,3,0,0,26,4862,1332,1208,491,256,8148
LGA40250,144,389,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,76,73,47,60,144,411
LGA40310,221,6838,0,0,0,0,0,0,9,0,0,0,0,9,53,9,5,0,0,66,70,17,11,3,0,101,4,0,4,0,0,10,0,0,0,0,0,4,135,21,17,3,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,12,0,0,0,0,0,4,3,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,19,3,6,3,0,0,11,3574,1339,1371,562,221,7065
LGA40430,15,678,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,459,105,77,49,19,710
LGA40520,91,2609,0,0,0,0,0,0,0,0,0,0,0,0,73,5,0,4,0,82,34,16,12,0,0,60,8,0,0,0,0,12,0,0,0,0,0,5,116,28,12,3,0,158,0,0,0,0,0,0,4,0,0,0,0,0,11,3,0,0,0,17,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,0,0,19,0,0,0,0,0,3,3,0,0,0,0,3,3,4,0,0,0,9,5,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,16,4,3,0,0,19,3,0,0,0,0,3,1527,531,451,209,94,2809
LGA40700,309,9616,0,0,0,0,0,0,61,13,3,0,0,78,472,175,104,17,0,768,496,217,248,59,12,1037,65,54,64,21,9,217,8,0,0,0,0,9,1099,458,418,98,19,2102,0,0,0,0,0,0,59,6,0,0,0,65,378,111,87,11,8,592,58,12,21,4,4,98,0,3,3,0,0,8,0,0,0,0,0,0,498,136,115,9,10,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,12,7,4,0,0,22,5534,2425,3119,1083,342,12506
LGA40910,333,11911,0,0,0,0,0,0,11,0,0,0,0,14,283,74,38,4,0,410,579,342,298,78,12,1312,108,88,118,49,25,384,10,3,3,0,0,18,994,507,463,134,37,2137,0,0,0,0,0,0,45,0,0,0,0,49,344,137,62,12,5,555,84,57,45,14,6,201,3,3,7,3,4,25,0,0,0,0,0,8,475,206,118,27,9,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,13,6393,3499,3481,1147,379,14896
LGA41010,44,883,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,453,162,173,70,44,905
LGA41060,754,24002,3,0,0,0,0,7,54,7,0,0,0,63,1345,357,121,29,15,1863,1702,954,609,141,74,3479,251,170,210,124,40,798,27,8,3,6,0,50,3391,1492,945,294,135,6256,0,0,0,0,0,0,91,8,0,0,0,102,1074,320,118,20,0,1541,202,92,50,16,8,365,7,8,12,6,0,33,10,0,0,0,0,14,1391,432,176,42,7,2051,0,0,0,0,0,0,4,0,0,0,0,4,8,4,0,0,0,13,9,10,7,0,0,22,3,4,0,6,0,8,0,0,0,0,0,0,25,15,10,6,5,55,34,16,12,0,4,64,15312,7269,6701,2243,903,32427
LGA41140,73,2433,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,20,18,4,6,0,0,27,7,5,9,0,0,13,0,0,0,0,0,0,38,9,13,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,17,0,0,3,0,0,3,1431,433,373,200,73,2507
LGA41190,15,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,3,9,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,249,56,86,41,18,451
LGA41330,14,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,173,53,31,18,17,285
LGA41560,120,3998,0,0,0,0,0,0,3,0,0,0,0,3,45,0,4,0,0,46,45,8,5,0,0,58,5,3,0,0,0,12,0,6,0,0,0,3,98,11,8,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,19,0,3,0,0,24,6,4,0,0,0,11,2610,670,536,221,123,4159
LGA41750,11,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,139,32,34,29,11,241
