LGA_CODE_2021,C21_SH_Tot_NPFH_6_mor,C21_SH_Tot_Tot,C21_SDRTHT_0b_s_a_b_NPFH_2,C21_SDRTHT_0b_s_a_b_NPFH_3,C21_SDRTHT_0b_s_a_b_NPFH_4,C21_SDRTHT_0b_s_a_b_NPFH_5,C21_SDRTHT_0b_s_a_b_NPFH_6mor,C21_SDRTHT_0b_s_a_b_Tot,C21_SDRTHT_1b_NPFH_2,C21_SDRTHT_1b_NPFH_3,C21_SDRTHT_1b_NPFH_4,C21_SDRTHT_1b_NPFH_5,C21_SDRTHT_1b_NPFH_6_mor,C21_SDRTHT_1b_Tot,C21_SDRTHT_2b_NPFH_2,C21_SDRTHT_2b_NPFH_3,C21_SDRTHT_2b_NPFH_4,C21_SDRTHT_2b_NPFH_5,C21_SDRTHT_2b_NPFH_6_mor,C21_SDRTHT_2b_Tot,C21_SDRTHT_3b_NPFH_2,C21_SDRTHT_3b_NPFH_3,C21_SDRTHT_3b_NPFH_4,C21_SDRTHT_3b_NPFH_5,C21_SDRTHT_3b_NPFH_6_mor,C21_SDRTHT_3b_Tot,C21_SDRTHT_4mb_NPFH_2,C21_SDRTHT_4mb_NPFH_3,C21_SDRTHT_4mb_NPFH_4,C21_SDRTHT_4mb_NPFH_5,C21_SDRTHT_4mb_NPFH_6_mor,C21_SDRTHT_4mb_Tot,C21_SDRTHT_NB_NS_NPFH_2,C21_SDRTHT_NB_NS_NPFH_3,C21_SDRTHT_NB_NS_NPFH_4,C21_SDRTHT_NB_NS_NPFH_5,C21_SDRTHT_NB_NS_NPFH_6_mor,C21_SDRTHT_NB_NS_Tot,C21_SDRTHT_Tot_NPFH_2,C21_SDRTHT_Tot_NPFH_3,C21_SDRTHT_Tot_NPFH_4,C21_SDRTHT_Tot_NPFH_5,C21_SDRTHT_Tot_NPFH_6_mor,C21_SDRTHT_Tot_Tot,C21_F_a_0b_s_a_b_NPFH_2,C21_F_a_0b_s_a_b_NPFH_3,C21_F_a_0b_s_a_b_NPFH_4,C21_F_a_0b_s_a_b_NPFH_5,C21_F_a_0b_s_a_b_NPFH_6_mor,C21_F_a_0b_s_a_b_Total,C21_F_a_1b_NPFH_2,C21_F_a_1b_NPFH_3,C21_F_a_1b_NPFH_4,C21_F_a_1b_NPFH_5,C21_F_a_1b_NPFH_6_mor,C21_F_a_1b_Tot,C21_F_a_2b_NPFH_2,C21_F_a_2b_NPFH_3,C21_F_a_2b_NPFH_4,C21_F_a_2b_NPFH_5,C21_F_a_2b_NPFH_6_mor,C21_F_a_2b_Tot,C21_F_a_3b_NPFH_2,C21_F_a_3b_NPFH_3,C21_F_a_3b_NPFH_4,C21_F_a_3b_NPFH_5,C21_F_a_3b_NPFH_6_mor,C21_F_a_3b_Tot,C21_F_a_4mb_NPFH_2,C21_F_a_4mb_NPFH_3,C21_F_a_4mb_NPFH_4,C21_F_a_4mb_NPFH_5,C21_F_a_4mb_NPFH_6_mor,C21_F_a_4mb_Tot,C21_F_a_NB_NS_NPFH_2,C21_F_a_NB_NS_NPFH_3,C21_F_a_NB_NS_NPFH_4,C21_F_a_NB_NS_NPFH_5,C21_F_a_NB_NS_NPFH_6_mor,C21_F_a_NB_NS_Tot,C21_F_a_Tot_NPFH_2,C21_F_a_Tot_NPFH_3,C21_F_a_Tot_NPFH_4,C21_F_a_Tot_NPFH_5,C21_F_a_Tot_NPFH_6_mor,C21_F_a_Tot_Tot,C21_OD_0b_s_a_b_NPFH_2,C21_OD_0b_s_a_b_NPFH_3,C21_OD_0b_s_a_b_NPFH_4,C21_OD_0b_s_a_b_NPFH_5,C21_OD_0b_s_a_b_NPFH_6_mor,C21_OD_0b_s_a_b_Tot,C21_OD_1b_NPFH_2,C21_OD_1b_NPFH_3,C21_OD_1b_NPFH_4,C21_OD_1b_NPFH_5,C21_OD_1b_NPFH_6_mor,C21_OD_1b_Tot,C21_OD_2b_NPFH_2,C21_OD_2b_NPFH_3,C21_OD_2b_NPFH_4,C21_OD_2b_NPFH_5,C21_OD_2b_NPFH_6_mor,C21_OD_2b_Tot,C21_OD_3b_NPFH_2,C21_OD_3b_NPFH_3,C21_OD_3b_NPFH_4,C21_OD_3b_NPFH_5,C21_OD_3b_NPFH_6_mor,C21_OD_3b_Tot,C21_OD_4mb_NPFH_2,C21_OD_4mb_NPFH_3,C21_OD_4mb_NPFH_4,C21_OD_4mb_NPFH_5,C21_OD_4mb_NPFH_6_mor,C21_OD_4mb_Tot,C21_OD_NB_NS_NPFH_2,C21_OD_NB_NS_NPFH_3,C21_OD_NB_NS_NPFH_4,C21_OD_NB_NS_NPFH_5,C21_OD_NB_NS_NPFH_6_mor,C21_OD_NB_NS_Tot,C21_OD_Tot_NPFH_2,C21_OD_Tot_NPFH_3,C21_OD_Tot_NPFH_4,C21_OD_Tot_NPFH_5,C21_OD_Tot_NPFH_6_mor,C21_OD_Tot_Tot,C21_DS_NS_NPFH_2,C21_DS_NS_NPFH_3,C21_DS_NS_NPFH_4,C21_DS_NS_NPFH_5,C21_DS_NS_NPFH_6_mor,C21_DS_NS_Tot,C21_Tot_NPFH_2,C21_Tot_NPFH_3,C21_Tot_NPFH_4,C21_Tot_NPFH_5,C21_Tot_NPFH_6_mor,C21_Tot_Tot
LGA23430,925,28989,0,0,0,0,0,0,90,4,0,0,0,92,2280,725,243,34,6,3290,2284,1369,1087,183,41,4964,358,283,378,149,45,1213,35,15,10,5,0,77,5056,2398,1719,369,91,9635,0,0,0,0,0,0,205,21,0,0,0,233,1878,499,172,23,7,2575,505,327,249,50,7,1141,37,37,41,24,7,145,23,6,8,0,0,37,2654,887,474,94,24,4132,0,0,0,0,0,0,9,0,0,0,0,9,26,13,3,0,0,42,7,14,4,0,0,19,0,0,0,0,0,5,0,0,0,0,0,0,46,26,5,0,0,79,8,3,6,0,0,18,18121,9925,10429,3343,1037,42855
LGA23670,1428,38709,0,0,0,0,0,0,52,0,0,0,0,57,1201,229,86,16,7,1538,997,619,442,79,27,2164,189,193,199,73,38,695,21,4,0,0,0,29,2455,1053,724,171,69,4480,0,0,0,0,0,0,45,6,5,0,0,58,292,65,21,0,0,387,72,48,21,7,0,151,0,0,3,4,3,20,9,0,0,0,0,9,422,123,52,11,5,613,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,9,3,0,4,0,0,9,3,0,6,0,0,6,0,0,0,0,0,0,12,0,3,0,0,22,3,0,5,0,0,14,17260,10445,10827,3810,1507,43837
LGA23810,691,18948,0,0,0,0,0,0,35,0,0,0,0,35,219,37,13,0,0,268,83,30,10,3,0,133,8,0,4,4,3,23,5,0,0,0,0,4,353,74,33,10,7,466,3,0,0,0,0,3,40,4,0,0,0,46,252,45,21,0,0,323,36,16,6,4,0,54,3,0,4,0,0,5,9,0,0,0,0,15,341,67,28,8,0,443,4,0,0,0,0,4,10,0,4,0,0,7,20,0,0,0,0,21,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,29,3,4,0,0,43,6,4,3,0,0,15,9982,4047,3668,1518,706,19915
LGA23940,85,1898,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,11,7,0,3,0,0,12,0,4,0,0,0,9,0,0,0,0,0,0,21,4,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,7,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,16,4,0,0,0,0,4,1109,317,294,140,88,1946
LGA24130,485,13598,0,0,0,0,0,0,6,0,0,0,0,7,132,25,8,0,0,170,150,48,19,7,0,224,12,4,8,10,0,33,0,0,0,0,0,3,301,84,37,16,0,441,0,0,0,0,0,0,6,0,0,0,0,3,6,0,0,0,0,7,8,3,7,0,0,17,0,0,0,0,0,6,0,0,0,0,0,0,15,6,10,0,0,35,0,0,0,0,0,0,7,0,0,0,0,7,9,3,0,0,0,7,18,7,6,0,0,25,3,5,10,5,0,18,0,0,0,0,0,0,34,11,11,5,0,61,4,0,3,0,0,12,6171,2739,3366,1386,483,14147
LGA24210,1061,26629,0,0,0,0,0,0,27,0,6,0,0,30,563,177,65,8,6,815,1085,769,609,131,27,2618,532,435,556,206,71,1804,17,11,7,3,0,41,2224,1395,1243,346,98,5312,3,0,0,0,0,3,162,17,0,0,0,180,1119,386,139,19,6,1671,378,198,144,40,8,770,12,14,13,7,3,56,20,7,0,0,0,26,1703,622,299,68,16,2702,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,14,4,6,0,3,24,14016,7895,8480,3107,1176,34680
LGA24250,62,2554,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,13,13,0,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,23,12,0,0,0,41,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,14,4,0,0,4,0,13,1527,407,410,216,66,2623
LGA24330,428,12402,3,0,0,0,0,3,81,15,0,0,4,100,1162,369,145,23,14,1702,1004,772,596,153,49,2571,168,159,218,107,58,722,22,5,3,4,3,41,2433,1314,971,291,126,5143,10,0,0,0,0,14,475,47,14,0,0,539,1704,538,188,43,6,2485,218,117,80,23,4,442,9,8,10,11,0,35,20,7,4,0,0,32,2432,722,299,76,16,3548,0,0,0,0,0,0,9,0,0,0,0,13,28,8,9,0,0,44,14,5,4,3,0,26,6,3,3,4,0,15,0,0,0,0,0,0,53,20,20,8,0,102,17,0,0,0,0,22,9688,4989,4555,1406,570,21213
LGA24410,970,28362,4,0,0,0,0,4,38,0,0,0,0,41,530,186,78,33,13,840,420,269,151,39,13,896,59,57,63,25,7,217,9,4,3,0,0,18,1062,515,300,97,32,2002,0,0,0,0,0,0,45,0,0,0,0,45,375,116,38,7,0,531,100,38,30,4,0,175,3,7,5,3,5,24,0,0,0,0,0,5,527,157,73,20,4,782,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,10,3,3,5,0,0,16,12998,7079,7402,2709,1008,31180
LGA24600,22,1093,8,0,0,0,0,8,203,9,4,0,0,214,1242,291,130,14,0,1677,866,512,467,87,11,1944,246,159,257,106,66,833,15,5,5,0,0,24,2581,973,850,213,82,4694,143,9,0,0,0,155,4669,421,61,6,3,5158,11116,3020,945,136,25,15238,1753,986,620,147,100,3600,84,52,60,30,29,253,129,35,12,5,6,186,17894,4521,1697,317,153,24586,0,0,0,0,0,0,8,0,0,0,0,4,16,3,3,0,0,24,9,5,5,0,0,13,5,0,0,0,0,9,0,0,0,0,0,0,37,7,9,0,0,56,57,10,8,0,0,78,21064,5737,2830,616,264,30511
LGA24650,3230,41910,0,0,0,0,0,0,16,0,0,0,0,16,379,78,29,8,3,495,594,456,299,99,40,1492,107,122,142,86,66,520,23,7,0,3,0,36,1124,664,473,193,117,2567,0,0,0,0,0,0,4,0,0,0,0,4,96,31,7,4,0,134,28,13,16,6,0,68,0,0,0,0,0,8,0,0,0,0,0,4,134,49,23,12,3,218,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,4,3,0,3,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,11,4,3,0,6,16,9,11,12,3,3,38,12993,10524,12378,5492,3357,44745
LGA24780,643,13339,8,0,0,0,0,11,17,3,0,0,0,19,198,45,13,6,5,268,177,68,36,9,6,293,13,3,3,0,0,21,12,0,0,0,0,12,428,120,54,12,9,618,0,0,0,0,0,0,17,4,0,0,0,21,157,44,22,7,4,235,30,13,4,0,0,60,4,0,0,0,0,4,8,0,0,0,0,8,220,63,27,6,6,329,4,5,0,0,0,13,30,0,0,0,0,32,25,0,5,0,0,31,14,0,0,0,0,10,6,0,0,0,4,10,3,0,0,0,0,3,80,6,7,0,4,101,18,10,3,3,0,26,6909,2905,2650,1289,659,14414
LGA24850,668,12509,0,0,0,0,0,0,10,0,0,0,0,10,165,13,3,0,0,185,121,50,25,8,3,207,16,12,12,3,6,44,3,0,0,0,0,7,321,76,46,7,8,456,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,10,0,0,0,0,8,0,0,0,0,4,4,0,0,0,0,0,0,16,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,11,7,5,0,0,0,14,5357,2793,2857,1317,681,13008
LGA24900,319,7639,0,0,0,0,0,0,9,0,0,0,0,17,119,20,14,0,0,145,44,21,9,3,0,79,8,4,0,7,0,22,16,0,3,0,0,13,196,42,22,8,0,272,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,3,0,0,0,0,5,23,0,0,0,0,23,23,0,0,0,0,28,3,6,5,0,0,11,4,0,4,0,0,11,0,0,0,0,0,0,53,8,7,0,0,67,7,0,3,3,0,14,4443,1334,1247,661,324,8013
LGA24970,1382,36448,0,0,0,0,0,0,51,6,4,0,0,62,1036,370,196,24,7,1638,1212,975,833,182,66,3269,500,492,577,228,113,1918,26,13,16,0,3,60,2826,1864,1630,436,192,6943,13,0,0,0,0,11,322,20,6,0,0,345,1833,559,222,37,10,2652,789,560,561,77,19,2004,108,130,201,61,24,524,21,9,4,3,0,35,3082,1272,992,176,56,5580,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,20,11,0,3,0,0,15,19229,11636,12455,4042,1630,48995
LGA25060,598,20854,0,0,0,0,0,0,48,8,0,0,0,55,1206,383,154,19,7,1766,1490,948,802,155,31,3435,350,294,365,181,51,1241,28,10,3,5,0,44,3129,1642,1331,356,87,6547,6,0,0,0,0,9,552,36,5,0,0,589,2020,587,228,40,13,2893,408,220,159,44,30,849,14,7,13,7,9,50,34,12,4,3,0,53,3035,865,406,100,50,4452,0,0,0,0,0,0,3,0,0,0,0,3,20,8,3,0,0,28,8,7,6,0,3,29,0,0,3,0,0,3,0,0,0,0,0,0,31,23,11,0,3,64,10,4,0,0,0,19,13924,7126,7521,2631,739,31933
LGA25150,403,9779,0,0,0,0,0,0,8,0,0,0,0,10,99,18,0,0,0,121,106,47,23,0,0,176,4,4,11,4,0,29,3,0,0,0,0,3,217,72,40,6,0,337,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,6,0,0,0,14,3,0,0,0,0,6,6,0,0,0,0,3,11,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,4,6,0,0,0,0,0,0,21,6,0,0,4,25,0,5,3,0,0,8,4323,2156,2251,1022,407,10160
LGA25250,1147,26374,3,0,0,0,0,3,162,18,5,0,0,184,3681,1184,538,117,18,5536,1727,1364,1121,237,95,4535,172,156,223,113,53,716,45,16,17,9,0,85,5785,2735,1900,475,165,11063,10,0,0,0,0,10,736,49,8,0,0,799,2472,647,250,45,10,3416,195,107,103,29,8,443,8,13,16,3,3,47,17,10,3,0,0,28,3438,827,383,68,21,4740,0,0,0,0,0,0,16,0,0,0,0,17,40,10,3,9,0,64,12,14,14,0,0,40,3,0,0,3,0,8,0,0,0,0,0,0,70,29,18,11,4,136,18,8,4,0,3,38,19365,9525,9172,2941,1347,42343
LGA25340,1203,41364,0,0,0,0,0,0,20,0,0,0,0,26,989,125,26,8,0,1145,1222,375,180,34,11,1827,173,83,83,32,8,382,32,5,5,0,0,43,2440,589,296,78,15,3424,0,0,0,0,0,0,15,0,0,0,0,15,331,46,22,0,0,398,254,60,37,4,0,351,12,8,7,5,3,37,10,0,0,0,0,10,614,109,73,9,3,807,0,0,0,0,0,0,18,0,0,0,0,18,63,3,0,0,0,64,13,3,7,0,0,18,0,0,0,0,0,10,0,0,0,0,0,0,100,10,5,0,3,122,11,8,3,4,0,29,23197,8621,9079,3610,1231,45733
LGA25430,133,5294,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,3,0,29,11,8,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,33,12,6,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,4,3,0,0,3,3,3,0,0,0,7,0,0,0,0,0,0,3,8,3,0,0,16,6,0,0,0,0,6,3055,1016,867,293,133,5369
LGA25490,203,4615,0,0,0,0,0,0,3,0,0,0,0,3,27,3,3,0,0,36,14,6,0,0,0,19,5,0,3,0,0,8,0,0,0,0,0,0,47,14,5,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,10,0,0,0,0,0,3,2377,821,853,456,203,4704
LGA25620,120,3956,0,0,0,0,0,0,0,0,0,0,0,0,13,4,3,0,0,15,6,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,20,6,7,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,11,0,0,0,0,15,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,23,3,0,4,0,30,10,0,0,0,0,13,2277,692,653,284,120,4029
LGA25710,561,16858,0,0,0,0,0,0,6,0,0,0,0,6,86,22,15,0,0,126,122,70,36,3,3,235,14,19,25,9,0,65,0,0,5,0,0,5,227,115,72,14,5,434,0,0,0,0,0,0,3,0,0,0,0,3,85,16,6,4,0,110,84,36,29,4,0,147,6,6,5,3,0,24,0,0,0,0,0,0,177,56,45,10,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,6,6462,3784,4849,1936,569,17601
LGA25810,86,2957,0,0,0,0,0,0,4,0,0,0,0,9,20,3,0,0,0,23,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,30,7,0,0,0,35,0,0,0,0,0,0,5,0,0,0,0,6,11,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,20,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,12,5,3,0,0,0,4,1723,540,471,211,89,3038
LGA25900,85,3250,4,0,0,0,0,4,150,0,0,0,0,158,1525,453,175,18,6,2172,1701,1016,1054,206,30,4016,322,293,460,231,63,1370,17,5,4,0,3,36,3727,1771,1691,464,108,7762,36,0,5,0,0,40,1873,114,15,0,0,2004,6396,1474,450,56,14,8390,1151,555,385,88,22,2203,47,30,50,16,10,153,63,12,6,0,0,87,9562,2184,912,167,44,12871,0,0,0,0,0,0,53,4,0,0,0,55,93,20,0,0,0,117,13,8,6,3,0,35,3,0,4,0,0,11,3,0,0,0,0,3,168,34,17,3,0,219,17,4,4,0,0,25,14730,4646,3532,973,238,24123
LGA25990,74,1942,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,14,5,0,0,0,0,5,1155,315,285,140,74,1964
LGA26080,11,884,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,13,19,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,27,9,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,4,641,133,110,42,11,939
LGA26170,306,8036,0,0,0,0,0,0,3,0,0,0,0,7,35,6,0,0,0,48,27,5,0,0,0,38,5,3,0,0,0,10,3,0,0,0,0,3,82,21,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,12,0,0,0,0,0,5,4,0,0,0,0,4,7,7,0,0,0,11,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,18,6,3,0,0,30,4,0,0,0,0,4,4449,1404,1319,698,307,8184
LGA26260,137,4260,0,0,0,0,0,0,7,0,0,0,0,7,32,10,0,0,0,47,9,4,0,0,0,16,4,0,5,0,0,4,0,0,0,0,0,0,53,13,7,3,0,79,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,6,0,0,0,14,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,13,4,3,0,0,0,3,2355,806,707,361,140,4365
LGA26350,286,10161,0,0,0,0,0,0,78,8,0,0,0,82,1415,335,118,7,0,1880,1350,697,643,86,5,2785,199,175,242,123,33,778,20,8,5,0,0,31,3064,1229,1008,218,39,5556,35,0,0,0,0,43,1442,72,14,0,0,1527,4777,936,255,28,9,6003,919,453,257,29,15,1673,42,18,42,19,3,125,48,9,4,0,0,56,7271,1489,569,81,27,9425,0,0,0,0,0,0,19,0,0,0,0,19,59,9,4,0,0,71,13,9,3,0,0,26,4,0,0,0,0,7,0,0,0,0,0,0,99,16,4,5,0,128,13,3,7,0,0,28,14265,4721,4412,1556,347,25295
LGA26430,89,3002,0,0,0,0,0,0,4,3,0,0,0,9,20,9,0,0,0,25,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,27,9,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,8,0,0,0,0,9,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,24,0,0,0,0,0,0,1844,539,410,189,89,3075
LGA26490,243,9587,0,0,0,0,0,0,0,0,0,0,0,0,60,20,5,0,0,90,147,40,44,4,0,237,31,12,7,5,3,58,0,3,0,0,0,3,243,80,56,17,8,395,0,0,0,0,0,0,3,0,0,0,0,3,11,3,0,0,0,18,4,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,23,0,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,8,4,0,0,0,21,8,3,0,0,0,14,4587,1841,2382,976,247,10041
LGA26610,260,4868,0,0,0,0,0,0,8,0,0,0,0,14,66,13,11,0,0,90,16,3,8,0,0,29,3,4,0,0,0,5,5,0,0,0,0,5,97,23,16,3,5,141,0,0,0,0,0,0,23,4,4,0,0,33,51,22,8,0,0,85,6,3,3,0,0,18,0,0,0,0,0,0,3,3,0,0,0,4,85,36,16,0,0,144,6,0,0,0,0,6,17,5,0,0,0,20,0,0,0,0,0,0,10,0,0,0,0,16,0,0,3,0,0,6,3,0,0,0,0,4,38,10,0,5,0,57,9,0,0,4,0,17,2532,1013,907,523,260,5228
LGA26670,49,1637,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,3,984,271,235,118,49,1655
LGA26700,257,7611,0,0,0,0,0,0,17,0,0,0,0,17,149,33,8,3,0,194,23,16,8,3,0,53,6,0,3,0,0,15,9,0,0,0,0,9,210,56,18,7,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,5,3,0,3,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,22,3,5,0,0,0,7,4139,1457,1413,678,257,7927
LGA26730,254,8468,0,0,0,0,0,0,18,5,0,0,0,26,319,45,19,4,0,384,105,30,24,5,3,171,7,7,9,6,3,35,0,3,0,0,0,4,451,92,48,18,3,616,0,0,0,0,0,0,11,0,0,0,0,11,93,18,4,0,0,112,10,11,7,0,0,33,0,3,0,3,0,3,0,0,0,0,0,0,115,30,13,5,0,163,0,0,0,0,0,0,4,0,0,0,0,4,16,0,0,0,0,12,14,5,3,0,0,18,4,0,0,3,0,12,0,0,0,0,0,0,39,8,0,6,0,49,8,0,0,0,0,15,4649,1906,1721,771,269,9310
LGA26810,418,11366,0,0,0,0,0,0,14,0,0,0,0,11,59,20,0,0,0,84,55,18,14,3,0,95,7,3,0,5,0,20,7,0,0,0,0,3,148,44,20,3,0,216,0,0,0,0,0,0,8,0,0,0,0,11,76,19,0,0,0,92,28,9,4,0,0,41,3,3,0,0,0,11,0,0,0,0,0,3,114,33,5,4,0,151,6,0,0,0,0,4,3,0,0,0,0,9,13,0,0,0,0,17,8,4,0,0,0,12,0,0,0,0,0,7,0,0,0,0,0,0,32,4,5,3,0,43,14,4,4,0,0,21,6305,2129,1998,949,420,11797
LGA26890,29,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,583,170,148,91,29,1021
