LGA_CODE_2021,C21_75_99_CF_CU15_NDS,C21_75_99_CF_NCU15_DS,C21_75_99_CF_NDCO,C21_75_99_Tot,C21_100_149_CF_NC,C21_100_149_CF_Cu15DS_,C21_100_149_CF_CU15_NDS,C21_100_149_CF_NCU15_DS,C21_100_149_CF_NDCO,C21_100_149_Tot,C21_150_199_CF_NC,C21_150_199_CF_Cu15DS_,C21_150_199_CF_CU15_NDS,C21_150_199_CF_NCU15_DS,C21_150_199_CF_NDCO,C21_150_199_Tot,C21_200_224_CF_NC,C21_200_224_CF_Cu15DS_,C21_200_224_CF_CU15_NDS,C21_200_224_CF_NCU15_DS,C21_200_224_CF_NDCO,C21_200_224_Tot,C21_225_274_CF_NC,C21_225_274_CF_Cu15DS_,C21_225_274_CF_CU15_NDS,C21_225_274_CF_NCU15_DS,C21_225_274_CF_NDCO,C21_225_274_Tot,C21_275_349_CF_NC,C21_275_349_CF_Cu15DS_,C21_275_349_CF_CU15_NDS,C21_275_349_CF_NCU15_DS,C21_275_349_CF_NDCO,C21_275_349_Tot,C21_350_449_CF_NC,C21_350_449_CF_Cu15DS_,C21_350_449_CF_CU15_NDS,C21_350_449_CF_NCU15_DS,C21_350_449_CF_NDCO,C21_350_449_Tot,C21_450_549_CF_NC,C21_450_549_CF_Cu15DS_,C21_450_549_CF_CU15_NDS,C21_450_549_CF_NCU15_DS,C21_450_549_CF_NDCO,C21_450_549_Tot,C21_550_649_CF_NC,C21_550_649_CF_Cu15DS_,C21_550_649_CF_CU15_NDS,C21_550_649_CF_NCU15_DS,C21_550_649_CF_NDCO,C21_550_649_Tot,C21_650_749_CF_NC,C21_650_749_CF_Cu15DS_,C21_650_749_CF_CU15_NDS,C21_650_749_CF_NCU15_DS,C21_650_749_CF_NDCO,C21_650_749_Tot,C21_750_849_CF_NC,C21_750_849_CF_Cu15DS_,C21_750_849_CF_CU15_NDS,C21_750_849_CF_NCU15_DS,C21_750_849_CF_NDCO,C21_750_849_Tot,C21_850_949_CF_NC,C21_850_949_CF_Cu15DS_,C21_850_949_CF_CU15_NDS,C21_850_949_CF_NCU15_DS,C21_850_949_CF_NDCO,C21_850_949_Tot,C21_950over_CF_NC,C21_950over_CF_Cu15DS_,C21_950over_CF_CU15_NDS,C21_950over_CF_NCU15_DS,C21_950over_CF_NDCO,C21_950over_Tot,C21_Rns_CF_NC,C21_Rns_CF_Cu15DS_,C21_Rns_CF_CU15_NDS,C21_Rns_CF_NCU15_DS,C21_Rns_CF_NDCO,C21_Rns_Tot,C21_Tot_CF_NC,C21_Tot_CF_Cu15DS_,C21_Tot_CF_CU15_NDS,C21_Tot_CF_NCU15_DS,C21_Tot_CF_NDCO,C21_Tot_Tot
LGA35790,5,0,6,18,16,6,43,3,11,78,25,7,46,0,8,85,0,4,4,0,0,6,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,68,15,103,7,30,219
LGA35800,0,0,0,0,6,3,10,0,0,18,9,3,12,0,0,19,0,0,3,0,3,8,3,0,4,0,0,6,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,5,31,14,40,0,3,87
LGA36070,5,0,0,8,10,0,8,0,3,27,6,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,8,28,0,33,0,3,74
LGA36150,0,0,0,4,4,0,0,0,0,9,7,0,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,24,0,17,0,0,41
LGA36250,0,0,0,5,32,0,7,0,3,48,67,0,13,4,16,101,51,0,18,0,3,72,120,9,40,9,14,192,226,13,101,15,18,371,853,69,656,60,93,1726,786,198,1041,125,198,2346,206,81,277,70,95,726,57,40,90,27,25,246,25,13,32,12,8,86,11,7,19,5,3,49,10,19,16,11,0,56,63,10,35,16,15,135,2520,453,2344,347,509,6178
LGA36300,0,0,0,0,4,0,0,0,0,7,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,12,0,13,0,0,32
LGA36370,3,0,0,13,27,0,17,0,3,54,113,4,28,3,7,155,113,3,69,4,14,204,274,17,198,14,21,521,437,61,471,29,76,1083,437,76,454,39,43,1048,85,30,109,15,17,256,22,8,32,5,0,67,7,0,4,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,7,0,3,0,0,10,45,11,35,4,9,106,1582,222,1436,119,195,3551
LGA36510,0,0,0,8,17,0,7,4,0,31,30,4,9,0,7,49,22,0,21,3,0,53,53,7,31,4,8,107,197,19,125,14,31,378,148,35,151,11,19,379,64,13,58,3,10,157,36,9,38,0,12,89,13,0,15,6,0,29,5,0,0,0,0,9,0,0,0,0,0,0,3,3,0,0,0,15,36,4,26,5,7,72,631,102,494,49,102,1380
LGA36580,4,0,0,9,10,0,3,0,4,14,13,0,4,4,4,27,24,0,20,0,0,44,63,3,25,0,8,98,129,30,141,19,25,342,78,24,122,12,11,246,16,7,11,0,0,34,10,3,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,16,3,17,0,0,38,371,68,357,31,47,881
LGA36630,8,0,0,19,29,0,19,0,0,57,52,3,20,0,5,77,71,7,41,0,5,123,147,13,107,10,18,295,148,26,135,7,20,343,58,10,60,5,12,141,0,0,3,0,6,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,25,7,24,0,3,56,572,74,423,29,66,1158
LGA36660,4,0,0,13,21,0,14,0,3,43,61,0,7,0,3,81,63,0,28,0,3,95,216,7,95,14,18,351,197,34,204,10,39,487,54,22,78,8,9,171,10,5,9,0,0,27,7,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,6,30,4,20,6,0,61,674,79,468,43,86,1346
LGA36720,6,5,0,31,88,0,21,3,5,120,156,3,31,0,14,207,118,13,28,6,9,171,211,12,51,4,18,304,657,28,255,29,56,1015,2230,123,1271,96,198,3923,2392,318,2217,257,312,5502,936,253,1137,160,190,2678,322,101,444,77,87,1033,131,46,174,37,30,411,55,20,87,18,18,199,68,23,75,31,18,221,190,16,101,25,31,371,7621,963,5912,747,988,16230
LGA36820,0,0,0,12,15,0,5,0,0,23,27,3,19,0,6,62,50,4,15,0,10,78,72,3,31,3,3,117,135,19,106,9,21,282,82,24,99,8,19,235,7,0,12,0,3,22,3,0,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,12,0,0,42,435,54,307,32,78,913
LGA36910,7,0,4,30,65,3,37,6,3,111,139,10,57,5,12,230,158,6,99,9,11,277,578,39,415,16,56,1104,1350,141,1154,68,167,2881,973,268,1146,130,138,2654,203,91,262,52,47,660,36,18,63,9,12,144,17,9,7,3,0,40,3,7,10,0,0,14,6,0,6,0,0,9,14,0,6,4,0,24,94,10,71,4,14,200,3683,614,3354,307,456,8413
LGA36950,3,0,0,5,18,3,10,0,0,30,8,0,12,3,6,33,5,7,10,0,0,18,11,7,32,0,4,58,18,6,22,3,7,59,12,5,17,0,4,37,0,0,7,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,27,0,0,37,116,44,173,14,27,379
LGA36960,16,0,4,34,44,11,109,0,14,175,57,14,124,0,27,226,0,0,8,0,0,13,0,0,7,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,3,3,24,131,34,293,8,54,521
LGA37010,3,0,0,15,81,5,42,4,12,140,152,10,73,7,24,266,187,11,77,8,17,296,815,74,674,37,51,1646,1345,143,955,83,149,2680,1729,240,1489,146,188,3794,363,80,320,53,43,861,82,28,85,19,9,231,34,11,25,8,3,76,5,9,7,0,0,21,3,0,9,0,0,10,3,6,5,0,0,17,94,12,74,8,19,213,4933,626,3850,372,508,10301
LGA37300,5,0,0,5,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,8,0,0,0,0,0,4,11,0,7,0,0,19,34,0,20,3,0,61,29,0,31,5,0,68,24,7,51,3,4,95,15,4,29,5,0,51,0,5,5,0,0,18,0,0,4,0,0,3,12,0,15,0,0,30,187,35,238,21,18,496
LGA37310,6,4,0,21,58,7,33,0,5,104,65,10,41,3,8,118,90,11,84,3,10,190,177,19,138,11,19,368,157,33,234,13,19,453,39,20,60,12,12,128,4,3,7,0,0,19,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,10,57,8,10,128,662,101,671,58,80,1573
LGA37340,5,0,0,11,30,0,14,0,0,49,50,3,21,0,3,75,35,0,23,0,0,61,106,7,56,6,10,180,211,13,120,9,21,373,253,25,194,19,20,508,115,16,92,5,15,253,38,11,26,6,4,76,13,0,20,3,0,37,4,0,3,0,0,7,4,0,0,0,0,4,4,0,0,0,0,5,38,0,23,4,4,65,909,94,603,51,77,1734
LGA37400,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,9,5,0,0,0,0,6,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,18,0,0,35
LGA37550,9,0,0,6,4,0,13,0,5,33,8,0,11,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,36,0,5,69
LGA37570,0,0,0,4,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,20,0,4,32
LGA37600,7,0,3,19,24,6,25,0,11,58,16,22,57,3,23,126,0,0,0,0,0,0,0,3,3,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,35,101,3,43,235
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,0,0,0,0,10,0,0,0,0,11,21,0,5,0,0,21,17,0,3,0,0,22,38,0,10,0,3,50,200,3,38,5,0,245,622,6,108,9,3,753,409,3,86,11,10,515,131,10,47,3,3,188,36,3,13,5,0,58,18,0,4,4,0,30,12,4,6,0,0,24,14,0,9,3,0,34,13,0,8,0,0,22,1541,35,348,35,26,1981
LGA40120,0,0,0,0,3,0,4,0,0,8,13,0,10,0,0,23,13,0,3,6,0,25,25,0,9,0,9,42,54,5,53,0,6,126,91,24,83,5,14,212,40,3,58,0,4,114,22,8,30,4,3,69,7,5,11,0,0,24,4,0,0,0,0,8,0,0,5,0,0,3,5,4,5,0,0,13,9,3,17,4,0,25,287,49,282,28,39,689
LGA40150,0,0,0,3,0,0,4,0,0,4,4,0,0,0,0,11,8,0,3,0,4,11,6,0,7,0,0,20,8,0,12,3,5,29,7,3,14,5,3,35,4,0,10,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,43,6,55,11,19,143
LGA40220,0,0,0,5,8,0,0,0,0,14,24,0,8,0,3,37,22,0,7,0,0,35,69,3,25,0,15,109,157,11,99,10,17,290,76,28,99,4,24,233,11,5,15,3,0,35,3,0,3,0,0,5,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,19,385,61,260,26,65,784
LGA40250,70,0,13,136,13,3,44,0,5,66,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,13,0,0,36,103,16,166,0,28,317
LGA40310,0,0,0,4,10,0,3,0,0,18,25,0,3,0,0,29,25,0,10,0,4,34,45,0,22,0,13,81,96,10,82,12,15,220,79,15,99,12,9,206,10,5,17,0,0,32,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,9,0,5,0,0,25,305,33,256,25,43,662
LGA40430,0,0,0,0,6,0,0,0,0,4,10,0,3,0,0,16,3,0,5,0,0,9,5,0,4,0,0,13,9,0,0,0,0,16,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,9,39,3,23,0,5,74
LGA40520,3,0,0,11,11,0,4,0,0,18,33,0,18,4,6,58,33,3,23,0,9,72,59,8,30,4,6,97,29,6,25,0,0,68,10,7,12,4,3,29,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,13,191,28,129,16,15,376
LGA40700,0,0,0,5,10,0,5,0,0,15,14,0,4,0,0,22,14,0,3,0,0,20,59,0,19,0,0,82,215,18,147,12,0,393,182,34,179,28,10,428,113,35,144,32,8,322,46,30,87,22,9,190,8,17,49,17,7,97,11,12,33,9,5,65,3,11,19,5,0,47,11,11,23,8,0,52,17,3,10,7,0,34,706,173,722,133,38,1777
LGA40910,0,0,0,0,14,0,0,0,0,23,49,0,5,0,0,58,30,3,14,0,0,48,120,5,72,9,5,208,268,19,225,20,16,556,360,55,415,51,46,920,166,43,225,44,29,502,29,20,51,10,12,122,8,5,18,0,3,29,0,4,4,0,0,4,0,0,0,0,0,3,4,0,0,0,0,5,16,6,23,0,6,49,1076,151,1052,135,115,2530
LGA41010,6,0,4,19,8,0,13,0,4,23,14,0,17,0,0,34,9,0,11,0,0,18,17,0,16,0,0,34,23,0,29,0,0,49,6,0,4,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,19,96,5,97,3,10,220
LGA41060,0,0,0,11,49,0,13,0,0,68,171,0,25,5,6,210,108,6,40,8,6,162,286,12,168,14,15,504,667,54,426,33,57,1243,1108,104,705,82,98,2092,412,50,326,61,44,895,108,32,102,18,14,269,37,13,64,21,8,141,13,10,26,8,6,56,5,0,8,3,3,26,13,4,14,3,0,34,60,9,33,4,15,126,3048,292,1963,259,281,5844
LGA41140,0,0,0,3,11,0,0,0,0,14,25,0,7,3,0,31,24,0,10,0,0,34,40,5,16,0,3,61,49,3,29,4,7,91,11,3,18,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,3,21,165,11,93,11,11,297
LGA41190,0,0,0,5,0,0,4,0,0,4,4,0,6,3,0,12,0,0,3,0,0,4,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,24,0,17,3,4,44
LGA41330,0,0,0,4,6,0,0,0,0,10,6,0,10,0,0,23,5,0,9,0,0,17,11,0,0,0,3,16,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,45,0,27,0,0,79
LGA41560,0,0,0,0,5,0,9,0,0,25,45,0,12,0,0,56,23,0,7,0,0,35,76,3,61,3,0,147,83,13,78,7,16,195,16,4,18,0,4,42,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,0,0,20,275,26,188,6,35,530
LGA41750,0,0,0,0,4,0,4,0,0,5,3,0,4,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,7,0,11,0,0,19
LGA41830,0,0,0,0,4,0,0,0,0,6,6,0,10,0,0,14,0,0,0,0,0,0,3,0,7,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,16,0,17,0,4,38
LGA41960,0,0,0,3,0,0,0,0,0,0,9,0,3,0,0,11,6,0,0,0,0,12,8,0,0,0,0,11,7,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,3,9,3,0,50
LGA42030,0,0,0,3,7,0,0,0,0,10,34,0,4,0,0,36,13,0,11,0,3,31,93,6,75,0,5,188,164,13,129,18,24,345,66,17,84,8,31,210,13,10,23,5,4,49,5,6,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,17,411,41,345,39,66,902
LGA42110,0,0,0,0,8,0,3,0,0,14,16,0,3,0,0,24,10,0,8,0,0,25,9,0,14,0,0,25,7,4,7,0,0,19,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,14,60,3,49,4,7,125
LGA42250,0,0,0,0,8,0,6,0,3,13,17,5,8,0,0,23,5,0,5,0,0,19,9,0,8,0,0,16,8,0,16,0,0,23,5,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12,61,5,53,0,8,125
LGA42600,0,0,0,4,17,0,6,0,0,19,23,0,11,0,0,33,16,0,5,0,0,19,92,0,35,0,0,127,252,4,76,9,7,349,282,15,142,12,15,464,134,22,103,24,12,287,52,16,49,9,5,137,15,8,37,13,4,75,14,3,25,3,3,48,14,4,7,0,0,23,13,4,11,5,0,30,13,0,6,0,3,23,936,74,498,81,57,1648
LGA42750,0,0,0,4,0,0,7,0,0,12,16,0,5,0,0,22,19,0,5,0,0,28,19,0,14,0,0,36,23,0,18,0,0,37,3,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,6,93,3,68,0,7,167
LGA43080,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,5,0,0,0,0,5,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,9,0,9,0,0,16
LGA43220,0,0,0,0,3,0,4,0,0,9,7,4,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,20,4,10,0,0,31
LGA43360,0,0,0,0,0,0,0,0,0,3,15,0,4,0,0,17,4,0,7,0,0,16,10,3,6,0,0,24,12,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,9,46,4,29,0,0,81
LGA43650,0,0,0,3,3,0,5,0,0,8,11,0,0,0,4,16,11,0,4,0,0,12,23,0,28,0,3,61,43,7,37,5,5,96,11,18,38,11,8,81,12,6,12,5,6,29,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,8,128,29,132,18,24,331
LGA43710,0,0,0,4,9,0,3,0,0,19,13,0,6,0,0,23,3,0,4,0,0,12,8,0,8,0,0,24,10,7,9,0,0,25,13,4,8,0,0,25,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,7,0,0,11,64,16,61,8,6,147
LGA43790,4,0,0,7,11,0,5,0,0,21,44,3,15,0,4,61,32,0,17,0,0,43,39,6,35,0,7,85,25,0,37,0,6,71,12,3,8,0,0,32,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,0,0,22,179,23,121,9,14,349
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,13
LGA44060,0,0,0,3,61,4,6,0,3,73,149,7,15,3,4,180,82,0,26,0,0,109,223,10,72,6,9,319,453,23,274,21,38,803,821,86,667,81,70,1710,342,57,295,51,41,793,50,19,65,14,3,149,14,4,13,0,4,37,5,0,9,0,0,16,0,0,0,0,0,3,0,0,4,0,0,3,46,3,29,3,11,93,2241,210,1474,189,185,4295
LGA44210,0,0,0,3,9,0,0,0,0,12,12,0,14,0,3,29,16,0,9,0,6,27,28,3,17,0,3,60,24,0,21,0,0,46,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,7,0,0,9,112,8,79,0,7,210
LGA44340,0,0,0,3,13,0,0,0,0,22,28,0,5,0,0,31,22,0,15,0,0,35,113,5,55,0,0,180,247,9,138,10,9,404,236,29,190,20,21,506,88,28,144,17,14,293,33,14,69,14,8,144,20,15,33,6,4,78,0,9,19,5,0,35,0,0,10,0,0,9,0,0,10,7,0,19,25,3,5,0,0,32,832,116,693,89,65,1796
LGA44550,0,0,0,0,9,0,0,0,0,9,40,0,4,0,0,54,18,0,7,0,0,28,43,0,32,0,6,86,125,14,91,7,13,246,275,44,275,26,36,651,51,24,77,6,15,173,12,0,15,5,0,34,0,4,4,0,0,7,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,13,576,89,507,64,74,1309
LGA44620,0,0,0,6,30,0,8,0,3,42,104,0,48,10,11,171,58,5,36,0,11,122,134,15,95,7,15,266,115,17,118,17,20,279,47,12,71,5,7,132,9,0,7,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,5,0,0,24,523,54,388,43,73,1079
LGA44830,0,0,0,0,4,0,0,0,0,7,11,0,4,0,0,21,9,0,5,0,0,14,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,35,0,14,0,4,56
LGA45040,4,0,0,7,18,0,9,0,3,31,73,0,16,0,9,94,53,4,36,0,5,104,172,14,141,14,25,374,86,25,96,14,17,241,13,9,12,0,3,36,3,0,0,0,0,11,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,14,0,0,38,464,63,326,35,63,953
LGA45090,3,0,0,7,17,0,4,3,0,19,17,4,22,0,0,45,16,0,21,0,3,39,53,0,25,3,4,84,29,9,34,0,4,77,0,0,3,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,8,0,0,26,152,25,130,8,18,328
LGA45120,0,0,0,3,6,5,4,0,0,17,18,0,7,0,0,26,9,0,7,0,0,17,17,0,13,0,0,30,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,59,5,44,0,4,114
LGA45290,0,0,0,6,15,0,8,0,0,27,31,4,8,0,4,46,17,0,15,0,0,32,125,0,43,8,0,174,374,8,171,19,5,569,380,25,209,20,20,654,196,20,147,19,6,386,78,16,75,13,8,188,21,11,34,5,0,74,12,3,11,6,0,38,0,6,4,0,0,14,3,5,12,3,0,33,18,0,17,0,0,42,1285,90,767,92,49,2282
LGA45340,0,0,0,13,38,0,4,0,0,54,196,3,34,7,10,248,86,10,36,3,8,141,214,9,112,15,31,389,908,88,761,61,128,1940,832,162,960,85,128,2161,102,46,156,18,27,348,20,17,29,6,12,83,9,5,9,0,0,23,5,0,4,0,0,15,0,0,0,0,0,0,5,0,0,0,0,5,54,6,41,7,7,116,2493,339,2147,205,364,5545
