LGA_CODE_2021,C11_1_74_REA,C11_1_74_ST_HA,C11_1_74_Co_ho_pr,C11_1_74_Per_no_sa_ho,C11_1_74_Oth_land_typ,C11_1_74_LLT_NS,C11_1_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Co_ho_pr,C11_75_99_Pe_no_sa_ho,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Co_ho_pr,C11_100_149_Pe_no_sa_ho,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Co_ho_pr,C11_150_199_Pe_no_sa_ho,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Co_ho_pr,C11_200_224_Pe_no_sa_ho,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Co_ho_pr,C11_225_274_Pe_no_sa_ho,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Co_ho_pr,C11_275_349_Pe_no_sa_ho,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Co_ho_pr,C11_350_449_Pe_no_sa_ho,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Co_ho_pr,C11_450_549_Pe_no_sa_ho,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Co_ho_pr,C11_550_649_Pe_no_sa_ho,C11_550_649_Ot_lan_ty,C11_550_649_Lan_ty_ns,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Co_ho_pr,C11_650_749_Pe_no_sa_ho,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Co_ho_pr,C11_750_849_Pe_no_sa_ho,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Co_ho_pr,C11_850_949_Pe_no_sa_ho,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950over_REA,C11_950over_ST_HA,C11_950over_Co_ho_pr,C11_950over_Pe_no_sa_ho,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Co_ho_pr,C11_R_NS_Pe_no_sa_ho,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_Tot_Co_ho_pr,C11_Tot_Pe_no_sa_ho,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_Tot_Tot,C16_1_74_REA,C16_1_74_ST_HA,C16_1_74_Co_ho_pr,C16_1_74_Per_no_sa_ho,C16_1_74_Oth_land_typ,C16_1_74_LLT_NS,C16_1_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Co_ho_pr,C16_75_99_Pe_no_sa_ho,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Co_ho_pr,C16_100_149_Pe_no_sa_ho,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Co_ho_pr,C16_150_199_Pe_no_sa_ho,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Co_ho_pr,C16_200_224_Pe_no_sa_ho,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Co_ho_pr,C16_225_274_Pe_no_sa_ho,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Co_ho_pr,C16_275_349_Pe_no_sa_ho,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Co_ho_pr,C16_350_449_Pe_no_sa_ho,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Co_ho_pr,C16_450_549_Pe_no_sa_ho,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Co_ho_pr,C16_550_649_Pe_no_sa_ho,C16_550_649_Oth_lan_typ,C16_550_649_LLT_NS,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Co_ho_pr,C16_650_749_Pe_no_sa_ho,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Co_ho_pr,C16_750_849_Pe_no_sa_ho,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Co_ho_pr,C16_850_949_Pe_no_sa_ho
LGA55530,0,0,0,3,0,0,8,0,0,0,3,4,0,6,0,5,0,11,3,0,14,4,0,0,6,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,3,6,0,21,27,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,13,0,0,0,8,3,0,11,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55600,0,8,0,3,5,0,18,0,15,0,4,0,0,20,5,18,0,14,9,0,55,7,19,3,21,4,0,53,3,0,0,11,4,0,21,9,0,0,9,0,0,21,4,0,0,0,0,0,4,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,19,39,76,9,67,29,0,229,0,0,0,0,0,0,4,0,4,0,7,4,0,11,0,26,5,12,8,0,49,6,10,0,11,10,0,34,7,7,0,10,6,0,25,9,14,0,21,5,0,45,3,8,0,14,0,0,23,3,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55670,0,0,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,12,5,0,19,9,3,0,7,3,0,22,4,0,0,3,0,0,9,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,10,12,12,0,27,19,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,4,0,13,0,3,0,3,0,0,12,0,0,0,5,4,0,9,0,3,0,10,3,0,20,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA55740,0,38,0,3,0,0,44,0,65,3,0,0,0,75,9,46,3,14,3,0,78,28,16,4,24,3,0,73,63,15,3,23,3,0,102,109,3,0,52,4,3,174,126,5,0,65,0,0,204,152,0,0,61,0,0,213,70,5,0,20,0,0,94,29,0,0,9,0,0,41,17,0,0,3,0,0,24,25,0,0,4,0,0,29,6,0,0,5,0,0,5,44,0,0,18,0,0,65,10,3,0,10,0,0,30,690,200,22,318,20,6,1255,3,8,0,0,0,0,11,0,10,0,0,0,0,13,0,94,0,9,0,0,103,6,29,3,13,5,0,58,13,19,0,8,0,0,42,112,8,0,35,3,0,155,154,0,3,50,4,0,213,134,0,0,58,3,0,192,53,0,0,27,0,0,79,49,0,0,15,5,0,73,29,0,0,8,0,0,35,38,0,0,10,0,0,50,19,0,0,4
LGA55810,0,8,0,0,6,0,13,0,5,0,0,0,0,4,6,14,0,7,6,0,27,3,10,0,15,7,0,27,0,0,0,0,0,0,5,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15,6,33,0,31,20,0,100,0,4,0,0,3,0,10,0,0,0,0,0,0,0,0,3,0,0,5,0,13,0,3,0,8,0,0,13,0,3,0,3,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55880,0,5,0,3,4,0,17,0,0,0,3,3,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,11,3,16,11,0,42,0,3,0,0,8,0,12,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55950,0,4,0,3,6,0,15,0,6,0,0,0,0,9,0,0,0,3,0,0,9,0,4,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,12,0,11,15,5,46,0,4,0,0,0,0,5,0,0,4,0,4,0,8,0,0,0,5,3,0,9,0,7,0,4,0,0,9,0,3,0,0,0,0,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56090,0,21,4,7,4,0,38,0,37,5,4,0,0,45,8,36,4,52,4,3,113,17,20,5,65,6,0,115,16,6,0,52,3,0,83,52,8,0,80,6,0,143,181,0,0,171,13,0,366,228,5,0,150,3,0,385,109,0,0,24,0,0,141,25,0,0,6,0,0,28,7,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,11,19,3,27,12,3,74,665,149,34,634,54,11,1547,0,7,0,3,0,0,15,0,7,0,4,0,0,8,0,54,4,26,8,0,101,5,26,10,40,3,0,95,4,3,0,37,0,0,47,26,11,0,51,0,0,89,99,3,3,127,8,0,245,283,3,0,182,11,0,476,163,0,0,77,5,0,249,59,0,0,20,0,0,80,23,0,0,4,0,0,28,3,0,0,0,0,0,3,0,0,0,3
LGA56160,0,7,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,7,0,18,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,0,8,0,4,8,0,17,0,13,0,3,0,0,17,6,32,3,36,28,0,110,27,9,3,51,22,0,118,48,4,0,54,16,0,118,84,0,0,53,17,0,165,147,13,9,69,9,0,244,92,0,0,48,8,0,144,16,0,0,5,0,0,25,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,16,3,0,16,15,5,53,436,92,16,349,127,12,1029,0,7,0,9,0,0,19,0,0,0,3,0,0,0,0,17,0,26,12,0,52,11,32,9,28,19,0,101,24,5,0,35,7,0,73,54,8,0,64,20,0,146,211,3,0,96,8,0,320,247,3,0,98,12,0,352,29,0,0,14,4,0,55,14,0,0,9,0,0,25,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
LGA56300,0,0,0,3,0,0,0,0,5,0,0,6,0,17,5,6,4,9,12,0,33,12,3,0,12,0,0,28,3,0,0,4,0,0,17,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,5,0,8,19,16,4,41,35,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,6,0,15,17,3,0,8,4,0,36,6,0,0,3,0,0,15,5,0,0,9,0,0,14,13,0,0,4,0,0,21,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56370,0,4,0,6,7,0,11,0,0,0,0,0,0,4,0,7,5,13,10,0,30,0,3,0,6,6,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,10,0,18,0,35,24,0,76,0,3,0,0,0,0,4,0,0,0,0,4,0,4,0,3,5,10,5,0,23,0,0,0,0,0,0,6,0,3,0,0,4,0,9,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56460,0,8,0,0,3,0,11,0,42,8,4,10,0,56,0,65,6,21,17,3,110,44,34,11,24,17,0,127,20,12,0,21,5,0,62,42,4,0,19,6,0,73,26,5,0,13,0,0,41,11,0,0,0,0,0,15,5,0,0,0,0,0,5,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,6,5,3,37,164,182,26,111,63,12,555,0,3,0,4,0,0,8,0,7,0,0,0,0,10,0,31,0,10,0,0,48,4,29,12,13,12,0,84,32,21,6,37,16,0,104,55,13,8,42,18,0,130,54,5,0,27,4,0,87,9,0,0,11,0,0,25,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56580,0,26,3,8,5,0,39,0,44,0,3,5,0,51,5,24,16,13,9,0,64,7,19,4,8,23,0,67,4,15,0,17,36,0,72,14,10,0,26,29,0,80,53,0,0,51,12,0,115,170,4,0,75,7,0,251,147,0,0,62,3,0,213,100,0,0,28,0,0,127,75,0,0,25,0,0,99,64,0,0,19,3,0,90,45,0,0,19,0,0,60,147,0,0,65,8,0,219,19,4,5,23,14,0,66,836,146,34,454,147,16,1622,0,6,0,6,0,0,10,0,14,10,4,0,0,24,0,56,3,13,5,0,81,0,26,5,9,5,0,38,5,4,0,13,4,0,19,10,15,0,9,34,0,67,18,8,0,29,20,0,71,96,3,13,47,15,3,182,152,0,6,56,6,0,216,140,0,0,31,4,0,180,83,0,0,25,0,0,113,95,0,0,20,5,0,122,74,0,0,13
LGA56620,0,173,35,0,5,0,213,0,3,0,0,0,0,7,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,6,0,32,0,196,52,4,7,0,260,0,182,7,0,11,0,195,0,3,0,0,0,0,6,0,13,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,0,28,4,4,6,0,43,0,76,3,7,6,0,89,9,82,6,28,25,0,153,32,43,0,48,23,5,159,48,11,0,47,8,0,110,78,3,0,56,5,0,147,54,3,0,28,6,0,97,33,0,0,12,0,0,43,4,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,9,12,0,34,262,269,14,246,94,10,896,0,11,0,3,0,0,16,0,16,0,0,4,0,24,3,94,4,13,11,5,124,3,67,3,32,20,0,120,29,26,0,38,18,0,110,82,17,0,57,10,0,165,113,12,0,80,14,0,222,75,3,0,35,7,0,119,20,0,0,6,0,0,33,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56790,0,0,3,0,0,0,7,0,9,3,4,0,0,18,0,19,5,23,18,0,59,22,14,0,31,15,0,79,15,0,0,26,3,0,44,25,0,0,13,4,0,40,30,0,0,15,0,0,43,3,0,5,4,3,0,15,0,0,0,0,7,0,9,3,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,5,0,3,9,0,23,108,45,17,125,61,6,356,0,0,0,4,9,0,10,0,6,0,3,0,0,6,0,9,4,20,11,0,40,10,8,0,29,4,3,61,10,4,0,25,7,0,44,29,0,0,23,13,0,70,30,0,0,16,6,0,55,11,0,0,10,0,0,19,5,0,0,9,0,0,11,0,0,0,0,3,0,3,5,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0
LGA56860,0,5,0,4,8,0,14,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,9,8,0,24,0,3,0,0,5,0,11,3,0,0,5,0,0,10,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,9,16,0,0,0,0,0,16,5,0,0,3,0,0,11,4,0,0,4,0,0,7,10,0,0,5,0,0,13,0,0,0,5,0,0,5,3,0,0,7,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,0,0,4,0,0,19,0,0,0,0,0,0,6,72,0,0,27,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,12,0,0,8,0,0,15,9,0,0,7,0,0,17,3,0,0,3,0,0,12,4,0,0,0,0,0,4,10,0,0,0,0,0,10,5,0,0,0,0,0,5,5,0,0,0
LGA57000,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,5,0,3,0,7,4,0,12,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,10,0,4,0,20,18,0,38,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,9,0,0,0,5,0,0,5,0,3,0,5,5,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,0,85,0,3,3,5,93,0,134,0,0,4,3,141,12,62,18,28,9,7,123,54,18,11,40,6,0,129,50,3,0,54,7,0,113,226,13,5,110,23,0,374,385,16,4,163,19,0,595,894,9,3,243,22,3,1167,1027,4,0,192,21,0,1246,545,0,0,109,11,0,674,240,3,0,47,5,0,299,103,0,0,32,5,0,144,71,0,0,16,0,0,87,111,0,0,33,11,0,158,99,22,0,51,50,10,231,3817,361,51,1127,195,37,5580,11,29,0,0,0,0,44,0,32,0,4,0,0,33,14,212,4,27,5,3,255,39,59,33,46,4,0,175,36,14,6,46,4,5,99,170,12,9,85,14,5,294,443,23,14,152,30,3,672,1341,22,15,257,28,5,1663,1197,5,3,226,16,3,1455,639,0,0,113,16,0,770,278,0,0,56,8,0,343,146,0,0,25,15,0,190,69,0,0,17
LGA57140,0,8,0,0,3,4,12,0,3,0,0,0,0,6,0,14,6,10,0,0,31,8,3,0,13,4,0,27,4,3,0,6,0,3,12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,18,31,9,35,11,6,106,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,11,6,0,0,0,18,0,8,3,5,0,0,23,0,0,0,13,0,0,14,0,3,3,7,0,0,19,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57210,0,5,0,9,13,0,29,3,6,0,6,3,0,16,14,13,8,23,9,0,73,64,0,3,32,11,0,110,50,5,0,13,3,0,71,37,0,0,9,0,0,43,7,0,0,4,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,4,0,23,173,38,11,99,37,3,375,0,0,0,4,6,0,13,0,0,0,3,0,0,4,14,8,0,14,3,0,36,33,16,6,31,5,0,96,42,0,0,40,3,0,86,57,10,0,22,5,3,85,9,0,0,9,4,0,21,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57280,29,46,20,0,309,5,409,4,69,8,0,57,0,129,8,126,6,6,409,0,550,3,64,0,0,80,0,154,0,23,0,4,27,0,55,3,29,0,7,18,0,61,9,26,0,0,26,0,59,5,12,0,4,9,0,28,0,7,0,7,11,0,26,8,5,0,5,6,0,26,18,0,0,4,5,0,30,6,0,0,3,4,0,15,19,0,0,3,3,0,29,327,0,0,57,75,0,465,116,40,0,28,156,8,350,558,443,41,130,1194,20,2386,31,38,10,3,359,0,444,10,29,0,0,41,0,73,12,85,9,4,427,3,543,30,88,0,4,85,0,208,40,45,0,9,62,0,152,87,82,0,14,77,0,268,188,37,0,15,34,0,282,267,30,3,26,24,0,356,186,16,3,10,22,0,243,120,0,0,7,6,0,134,70,0,0,4,5,0,83,44,0,0,5,6,0,50,17,0,0,3
LGA57350,0,5,5,6,3,0,23,0,9,0,5,3,0,17,0,11,0,7,3,0,21,4,9,0,9,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,6,26,9,29,10,0,84,0,3,6,3,3,0,13,0,0,0,3,11,0,15,0,9,0,7,0,0,19,0,4,0,12,4,0,19,0,4,0,3,0,0,8,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57420,0,0,0,0,6,0,8,0,0,0,0,3,0,3,0,11,5,13,14,0,41,7,10,0,15,8,0,38,7,4,0,10,0,0,23,39,0,0,7,47,0,94,25,0,0,6,4,0,38,20,0,0,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,3,14,0,26,112,17,3,56,104,0,299,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,3,12,13,0,35,6,7,0,6,0,0,17,13,9,0,16,6,0,43,22,4,0,11,29,0,63,23,4,0,11,3,0,40,3,0,0,6,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57490,4,112,11,20,7,0,154,5,248,23,10,4,0,289,37,240,11,137,41,0,473,193,106,6,293,65,14,684,220,51,0,300,173,5,746,757,42,0,579,110,11,1495,2212,13,3,873,79,12,3190,1819,7,0,474,35,3,2341,220,0,0,59,3,0,285,42,4,0,14,0,0,66,16,0,0,11,5,0,29,4,0,0,4,0,0,14,3,0,0,3,0,0,7,24,0,0,12,0,0,40,71,60,9,83,37,17,283,5627,888,65,2876,559,68,10085,5,25,6,13,3,0,50,0,45,13,5,0,0,66,15,286,3,74,20,6,404,38,208,32,115,37,5,430,66,64,9,153,46,0,339,367,74,3,320,264,5,1041,1617,48,0,770,115,7,2562,3467,10,0,1093,73,15,4666,626,0,0,200,21,3,852,87,0,0,32,4,3,130,23,0,0,5,0,0,32,14,0,0,3,0,0,19,4,0,0,6
