LGA_CODE_2021,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_Tot,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5,C16_SH_Tot_NPFH_6_mor,C16_SH_Tot_Tot,C16_SDRTHT_0b_s_a_b_NPFH_2,C16_SDRTHT_0b_s_a_b_NPFH_3,C16_SDRTHT_0b_s_a_b_NPFH_4,C16_SDRTHT_0b_s_a_b_NPFH_5,C16_SDRTHT_0b_s_a_b_NPFH_6mor,C16_SDRTHT_0b_s_a_b_Tot,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_Tot,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_Tot_Tot,C16_F_a_0b_s_a_b_NPFH_2,C16_F_a_0b_s_a_b_NPFH_3,C16_F_a_0b_s_a_b_NPFH_4,C16_F_a_0b_s_a_b_NPFH_5,C16_F_a_0b_s_a_b_NPFH_6_mor,C16_F_a_0b_s_a_b_Tot,C16_F_a_1b_NPFH_2,C16_F_a_1b_NPFH_3,C16_F_a_1b_NPFH_4,C16_F_a_1b_NPFH_5,C16_F_a_1b_NPFH_6_mor,C16_F_a_1b_Tot,C16_F_a_2b_NPFH_2,C16_F_a_2b_NPFH_3,C16_F_a_2b_NPFH_4,C16_F_a_2b_NPFH_5,C16_F_a_2b_NPFH_6_mor,C16_F_a_2b_Tot,C16_F_a_3b_NPFH_2,C16_F_a_3b_NPFH_3,C16_F_a_3b_NPFH_4,C16_F_a_3b_NPFH_5,C16_F_a_3b_NPFH_6_mor,C16_F_a_3b_Tot,C16_F_a_4mb_NPFH_2,C16_F_a_4mb_NPFH_3,C16_F_a_4mb_NPFH_4,C16_F_a_4mb_NPFH_5,C16_F_a_4mb_NPFH_6_mor,C16_F_a_4mb_Tot,C16_F_a_NB_NS_NPFH_2,C16_F_a_NB_NS_NPFH_3,C16_F_a_NB_NS_NPFH_4,C16_F_a_NB_NS_NPFH_5,C16_F_a_NB_NS_NPFH_6_mor,C16_F_a_NB_NS_Tot,C16_F_a_Tot_NPFH_2,C16_F_a_Tot_NPFH_3,C16_F_a_Tot_NPFH_4,C16_F_a_Tot_NPFH_5,C16_F_a_Tot_NPFH_6_mor,C16_F_a_Tot_Tot,C16_OD_0b_s_a_b_NPFH_2,C16_OD_0b_s_a_b_NPFH_3,C16_OD_0b_s_a_b_NPFH_4,C16_OD_0b_s_a_b_NPFH_5,C16_OD_0b_s_a_b_NPFH_6_mor,C16_OD_0b_s_a_b_Tot,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_Tot,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_Tot_Tot,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_Tot,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_Tot_Tot,C21_SH_0b_s_a_b_NPFH_2,C21_SH_0b_s_a_b_NPFH_3,C21_SH_0b_s_a_b_NPFH_4,C21_SH_0b_s_a_b_NPFH_5,C21_SH_0b_s_a_b_NPFH_6_mor,C21_SH_0b_s_a_b_Tot,C21_SH_1b_NPFH_2,C21_SH_1b_NPFH_3,C21_SH_1b_NPFH_4,C21_SH_1b_NPFH_5,C21_SH_1b_NPFH_6_mor,C21_SH_1b_Tot,C21_SH_2b_NPFH_2,C21_SH_2b_NPFH_3,C21_SH_2b_NPFH_4,C21_SH_2b_NPFH_5,C21_SH_2b_NPFH_6_mor,C21_SH_2b_Tot,C21_SH_3b_NPFH_2,C21_SH_3b_NPFH_3,C21_SH_3b_NPFH_4,C21_SH_3b_NPFH_5,C21_SH_3b_NPFH_6_mor,C21_SH_3b_Tot,C21_SH_4mb_NPFH_2,C21_SH_4mb_NPFH_3,C21_SH_4mb_NPFH_4,C21_SH_4mb_NPFH_5,C21_SH_4mb_NPFH_6_mor,C21_SH_4mb_Tot,C21_SH_NB_NS_NPFH_2,C21_SH_NB_NS_NPFH_3,C21_SH_NB_NS_NPFH_4,C21_SH_NB_NS_NPFH_5,C21_SH_NB_NS_NPFH_6_mor,C21_SH_NB_NS_Tot,C21_SH_Tot_NPFH_2,C21_SH_Tot_NPFH_3,C21_SH_Tot_NPFH_4,C21_SH_Tot_NPFH_5
LGA56370,9,0,0,100,39,19,10,17,5,92,0,0,0,0,0,0,120,40,28,19,9,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,40,28,19,9,215,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,14,40,15,9,3,0,73,35,21,14,14,4,91,0,0,0,0,0,0,93,34,28,20
LGA56460,88,36,19,552,195,81,116,62,38,490,9,9,3,0,0,21,555,221,214,102,66,1154,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,12,8,4,4,8,0,16,0,3,0,0,0,3,0,0,0,0,0,7,23,11,7,8,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,4,0,0,0,0,7,607,236,223,103,63,1231,0,0,0,0,0,0,7,0,0,0,0,7,58,10,7,0,0,78,278,98,68,17,8,473,225,94,105,73,30,523,6,0,3,0,0,14,575,208,180,96
LGA56580,304,71,13,1273,902,590,991,586,173,3236,19,5,10,6,0,39,1676,913,1324,670,187,4777,0,0,0,0,0,0,7,0,0,0,0,7,84,21,11,8,0,124,140,66,45,8,5,265,43,27,38,24,0,136,3,0,0,0,0,3,277,117,92,34,8,531,0,0,0,0,0,0,11,0,0,0,0,11,84,16,7,0,0,107,23,3,12,0,0,38,0,0,0,0,0,3,0,0,0,0,0,0,120,22,20,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2073,1053,1440,712,193,5470,0,0,0,0,0,0,10,0,0,0,0,10,141,46,16,5,0,205,654,280,323,60,5,1331,1076,638,1121,631,163,3627,7,3,3,0,0,15,1887,967,1461,698
LGA56620,28,38,58,192,8,3,4,10,16,44,4,8,0,6,10,33,63,48,38,60,81,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,48,38,60,86,291,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,5,26,41,33,31,28,44,176,4,8,5,8,14,35,3,4,0,0,0,11,51,45,40,39
LGA56730,187,63,26,1125,410,186,252,153,117,1116,30,5,0,5,0,40,1286,464,469,225,145,2587,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,13,8,4,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,14,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,18,3,0,0,3,0,6,0,0,0,0,0,3,0,0,0,0,0,0,16,7,0,3,0,24,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7,0,0,17,5,3,6,0,0,8,1335,481,479,231,149,2666,0,0,0,0,0,6,27,0,6,0,0,31,198,34,15,4,0,261,642,213,176,57,37,1130,469,237,266,161,104,1239,24,10,8,0,0,41,1369,499,462,219
LGA56790,47,28,4,386,136,52,59,27,14,293,11,0,0,0,0,10,469,125,120,56,20,796,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,13,4,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,22,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,5,0,0,0,0,4,17,0,0,0,0,15,5,0,0,0,0,5,6,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,30,0,0,0,0,34,10,0,3,0,0,7,539,137,123,58,20,875,6,0,0,0,0,0,7,0,0,0,0,12,71,3,4,0,0,80,233,51,41,24,3,345,141,45,37,25,18,272,3,0,4,0,0,14,457,100,88,49
LGA56860,3,0,0,17,9,4,7,11,7,33,0,0,0,0,0,3,28,7,10,11,7,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7,10,11,7,63,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,8,20,3,0,0,0,28,10,7,4,3,0,24,0,0,0,0,0,0,36,14,5,0
LGA56930,11,6,0,76,68,46,74,31,20,247,0,3,0,0,0,4,119,64,93,35,20,335,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,14,9,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,21,5,4,0,0,31,0,0,0,0,0,0,4,0,0,0,0,4,8,5,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,70,100,42,22,384,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,40,5,8,0,0,60,91,57,62,45,26,278,0,0,0,0,0,6,134,63,78,41
LGA57000,11,7,0,44,24,6,5,11,4,55,0,0,0,0,0,0,54,16,13,18,4,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,61,16,13,18,4,111,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,28,7,7,0,0,40,18,6,6,4,0,40,0,0,0,0,0,0,49,11,18,12
LGA57080,16,7,0,86,16,9,11,4,3,50,0,0,0,0,0,7,85,37,27,15,5,166,0,0,0,0,0,0,18,3,0,0,0,18,76,12,11,5,0,107,126,59,37,6,0,237,35,23,31,7,3,96,4,0,0,0,0,5,257,98,83,17,8,463,29,5,0,0,0,30,653,77,10,0,0,742,1687,513,168,28,7,2404,566,193,116,28,13,921,23,9,10,3,3,44,34,13,3,0,0,53,2993,807,308,61,22,4189,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,13,3,0,0,0,25,3356,945,422,94,34,4855,3,0,0,0,0,3,9,5,0,0,0,7,24,6,4,0,0,36,67,26,15,9,4,117,48,18,19,4,4,96,0,0,0,0,0,0,141,55,39,23
LGA57140,13,6,3,146,51,13,12,14,11,106,9,0,0,0,0,8,178,50,30,28,13,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,183,49,30,26,13,300,0,0,0,0,0,0,5,0,0,0,0,5,37,4,0,0,0,41,84,21,10,7,0,124,45,20,26,13,11,106,0,0,0,0,0,0,162,47,33,19
LGA57210,89,33,16,572,207,93,115,63,32,507,19,3,3,0,3,25,705,218,211,106,52,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,14,10,3,4,0,0,22,735,226,215,105,50,1336,5,0,5,0,0,3,25,0,0,0,0,29,115,22,4,4,4,155,351,116,93,31,16,598,256,105,92,68,47,572,10,3,3,0,0,22,764,247,199,97
LGA57280,250,99,38,1160,301,209,333,206,134,1186,32,18,11,6,11,66,947,558,603,312,183,2601,0,0,0,0,0,0,9,0,0,0,0,9,32,3,6,0,0,36,48,38,22,8,4,116,3,9,10,13,8,50,5,0,0,0,0,7,94,50,40,19,8,223,0,0,0,0,0,0,39,3,0,0,0,44,91,16,3,0,0,109,30,21,24,0,0,76,5,4,0,0,0,10,7,0,0,0,0,7,175,46,32,3,0,253,8,0,0,0,3,7,16,0,0,0,0,16,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,3,32,9,5,0,0,0,13,1247,656,681,339,198,3120,3,0,0,0,0,7,28,6,0,0,0,35,68,13,10,0,0,95,521,327,270,99,54,1274,295,229,353,225,137,1238,12,8,3,9,0,37,927,587,636,338
LGA57350,9,3,4,116,42,21,15,5,10,96,0,0,0,0,0,0,145,49,25,12,7,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,149,52,29,12,7,250,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,18,72,12,7,12,0,103,46,8,19,9,4,79,4,0,0,0,0,4,131,17,29,19
LGA57420,28,3,0,181,65,28,25,24,12,158,3,0,0,0,0,4,225,65,60,29,12,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,3,0,0,0,0,3,239,66,60,34,12,407,0,0,0,0,0,0,12,0,0,0,0,12,44,0,6,0,0,52,137,46,21,5,0,214,79,31,49,36,13,205,4,0,3,0,0,11,282,80,74,42
LGA57490,1179,292,88,7734,6796,4933,6175,2861,1361,22118,186,62,56,25,13,348,11914,6906,7463,3194,1476,30947,0,0,0,0,0,0,27,3,0,0,0,34,303,37,9,3,0,346,464,171,60,16,6,721,56,35,31,14,3,140,22,3,4,0,0,23,875,245,101,38,11,1271,0,0,0,0,0,0,33,0,0,0,0,33,127,31,9,5,0,175,67,16,7,0,0,93,6,6,5,0,0,10,9,3,0,0,0,12,242,57,21,4,0,323,5,0,0,0,0,5,21,0,0,0,0,26,7,4,0,0,4,18,11,0,0,3,0,15,3,0,3,0,0,17,0,0,0,0,0,0,57,9,9,3,5,80,19,5,6,0,0,32,13107,7210,7601,3239,1489,32655,9,0,4,0,0,14,38,7,7,3,0,52,518,82,32,17,4,652,4703,2051,1254,328,86,8418,8179,5459,6580,3119,1528,24864,123,80,56,19,13,301,13567,7669,7927,3490
LGA57630,0,0,0,9,5,6,0,0,0,8,0,0,0,0,0,0,11,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
LGA57700,275,73,24,1499,1638,1140,1372,667,414,5226,25,17,16,3,5,68,2632,1531,1686,748,447,7045,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,21,9,3,0,0,31,3,0,0,0,0,8,0,0,0,0,0,5,34,15,7,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,7,0,4,0,0,14,8,5,5,0,4,20,2677,1544,1701,747,452,7127,0,0,6,0,0,3,18,0,0,0,3,16,131,31,10,7,3,177,903,368,287,93,36,1694,1877,1336,1725,899,540,6379,27,19,15,12,9,81,2953,1758,2045,1004
LGA57770,25,3,4,111,23,3,10,6,5,47,4,0,0,0,0,0,101,24,34,14,6,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,12,0,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,5,4,0,0,0,0,4,22,0,3,0,0,27,3,0,0,0,0,3,131,24,43,13,5,216,0,0,0,0,0,0,0,0,0,0,0,3,16,3,0,0,0,18,59,15,16,3,3,88,24,7,12,3,5,48,4,0,0,0,0,4,97,23,27,6
LGA57840,501,106,24,2301,954,736,1060,442,162,3358,35,15,13,6,3,69,2454,1372,1611,562,196,6192,0,0,0,0,0,0,50,6,0,0,0,57,734,175,53,10,0,971,981,421,210,42,20,1669,163,104,125,34,9,429,14,6,0,0,0,24,1940,713,386,86,30,3149,0,0,0,0,0,3,91,7,0,0,0,95,441,92,39,0,0,573,167,68,34,3,0,269,12,4,14,4,0,38,14,0,0,0,0,18,721,175,87,12,6,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,7,14,11,0,4,0,32,5129,2258,2095,662,231,10373,0,0,0,0,0,0,18,0,0,0,0,16,305,58,25,3,0,398,1228,545,487,82,15,2357,1259,853,1186,503,146,3957,16,8,4,4,6,29,2831,1468,1704,591
LGA57910,2857,731,291,14391,5545,3620,5514,2521,1030,18231,184,83,57,27,35,393,14018,7398,8579,3312,1374,34684,8,0,0,0,0,14,166,12,9,0,0,192,2554,630,237,41,10,3477,5548,2753,1764,477,193,10752,445,351,473,184,70,1518,128,55,30,8,9,229,8856,3804,2515,710,287,16179,0,0,0,0,0,4,315,44,14,0,0,376,1243,397,208,49,17,1918,263,82,64,19,13,440,9,8,9,3,0,21,29,15,8,0,0,62,1863,543,308,84,33,2830,4,0,0,0,0,4,8,0,0,0,0,8,3,0,0,0,0,3,0,4,0,3,0,7,0,4,0,0,0,9,0,0,0,0,0,0,20,8,3,3,0,31,44,30,22,9,3,107,24797,11777,11433,4113,1704,53819,3,3,0,3,0,9,65,15,5,0,0,87,1109,272,128,16,10,1539,8326,4272,3395,858,306,17150,6586,4105,6379,2622,1087,20774,127,42,50,28,27,279,16212,8710,9959,3531
LGA57980,306,55,12,1109,223,173,295,169,36,894,9,4,5,0,0,18,957,484,641,226,49,2353,0,0,0,0,0,0,27,0,0,0,0,32,162,47,15,0,0,224,229,122,59,19,0,433,31,16,15,10,5,72,0,0,0,0,0,4,450,188,96,28,4,765,4,5,0,0,0,5,158,10,0,0,0,177,406,91,35,0,0,543,88,31,14,4,0,133,0,6,0,0,0,4,9,3,0,0,0,13,667,147,49,4,4,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,2077,812,789,258,60,4002,0,0,0,0,0,0,18,0,0,0,0,20,210,55,38,6,0,302,571,260,287,71,4,1197,311,211,366,172,48,1116,0,0,0,0,0,9,1118,529,685,241
LGA58050,1811,489,205,9410,5812,4415,5800,2710,1611,20350,146,69,63,28,50,355,11014,7056,7761,3249,1883,30963,0,0,0,0,0,3,42,3,0,0,0,48,511,91,30,3,3,640,898,511,278,81,31,1795,137,112,120,44,18,439,26,14,5,0,4,52,1614,732,437,130,52,2968,0,0,0,0,0,0,15,3,0,0,0,13,97,28,9,0,0,136,19,13,10,0,0,47,3,3,0,0,0,13,0,0,0,0,0,0,133,44,20,0,0,210,13,0,0,0,0,13,43,0,0,0,0,44,25,6,0,0,0,32,11,3,0,3,0,20,3,4,0,4,4,16,0,0,0,0,0,0,84,13,10,6,4,116,27,8,12,4,5,64,12881,7859,8231,3401,1942,34312,9,8,5,0,0,27,58,11,7,0,0,77,551,153,72,16,15,802,5652,2969,2265,653,232,11776,7053,5517,6639,3157,2023,24395,114,83,79,39,35,338,13442,8737,9072,3870
LGA58190,3,3,3,32,11,8,8,5,4,42,0,0,0,0,0,0,37,20,14,12,10,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,20,14,12,9,87,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,19,9,6,0,0,42,7,5,4,6,3,36,0,0,0,0,0,6,36,20,16,9
