LGA_CODE_2021,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_Tot,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5,C16_SH_Tot_NPFH_6_mor,C16_SH_Tot_Tot,C16_SDRTHT_0b_s_a_b_NPFH_2,C16_SDRTHT_0b_s_a_b_NPFH_3,C16_SDRTHT_0b_s_a_b_NPFH_4,C16_SDRTHT_0b_s_a_b_NPFH_5,C16_SDRTHT_0b_s_a_b_NPFH_6mor,C16_SDRTHT_0b_s_a_b_Tot,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_Tot,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_Tot_Tot,C16_F_a_0b_s_a_b_NPFH_2,C16_F_a_0b_s_a_b_NPFH_3,C16_F_a_0b_s_a_b_NPFH_4,C16_F_a_0b_s_a_b_NPFH_5,C16_F_a_0b_s_a_b_NPFH_6_mor,C16_F_a_0b_s_a_b_Tot,C16_F_a_1b_NPFH_2,C16_F_a_1b_NPFH_3,C16_F_a_1b_NPFH_4,C16_F_a_1b_NPFH_5,C16_F_a_1b_NPFH_6_mor,C16_F_a_1b_Tot,C16_F_a_2b_NPFH_2,C16_F_a_2b_NPFH_3,C16_F_a_2b_NPFH_4,C16_F_a_2b_NPFH_5,C16_F_a_2b_NPFH_6_mor,C16_F_a_2b_Tot,C16_F_a_3b_NPFH_2,C16_F_a_3b_NPFH_3,C16_F_a_3b_NPFH_4,C16_F_a_3b_NPFH_5,C16_F_a_3b_NPFH_6_mor,C16_F_a_3b_Tot,C16_F_a_4mb_NPFH_2,C16_F_a_4mb_NPFH_3,C16_F_a_4mb_NPFH_4,C16_F_a_4mb_NPFH_5,C16_F_a_4mb_NPFH_6_mor,C16_F_a_4mb_Tot,C16_F_a_NB_NS_NPFH_2,C16_F_a_NB_NS_NPFH_3,C16_F_a_NB_NS_NPFH_4,C16_F_a_NB_NS_NPFH_5,C16_F_a_NB_NS_NPFH_6_mor,C16_F_a_NB_NS_Tot,C16_F_a_Tot_NPFH_2,C16_F_a_Tot_NPFH_3,C16_F_a_Tot_NPFH_4,C16_F_a_Tot_NPFH_5,C16_F_a_Tot_NPFH_6_mor,C16_F_a_Tot_Tot,C16_OD_0b_s_a_b_NPFH_2,C16_OD_0b_s_a_b_NPFH_3,C16_OD_0b_s_a_b_NPFH_4,C16_OD_0b_s_a_b_NPFH_5,C16_OD_0b_s_a_b_NPFH_6_mor,C16_OD_0b_s_a_b_Tot,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_Tot,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_Tot_Tot,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_Tot,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_Tot_Tot,C21_SH_0b_s_a_b_NPFH_2,C21_SH_0b_s_a_b_NPFH_3,C21_SH_0b_s_a_b_NPFH_4,C21_SH_0b_s_a_b_NPFH_5,C21_SH_0b_s_a_b_NPFH_6_mor,C21_SH_0b_s_a_b_Tot,C21_SH_1b_NPFH_2,C21_SH_1b_NPFH_3,C21_SH_1b_NPFH_4,C21_SH_1b_NPFH_5,C21_SH_1b_NPFH_6_mor,C21_SH_1b_Tot,C21_SH_2b_NPFH_2,C21_SH_2b_NPFH_3,C21_SH_2b_NPFH_4,C21_SH_2b_NPFH_5,C21_SH_2b_NPFH_6_mor,C21_SH_2b_Tot,C21_SH_3b_NPFH_2,C21_SH_3b_NPFH_3,C21_SH_3b_NPFH_4,C21_SH_3b_NPFH_5,C21_SH_3b_NPFH_6_mor,C21_SH_3b_Tot,C21_SH_4mb_NPFH_2,C21_SH_4mb_NPFH_3,C21_SH_4mb_NPFH_4,C21_SH_4mb_NPFH_5,C21_SH_4mb_NPFH_6_mor,C21_SH_4mb_Tot,C21_SH_NB_NS_NPFH_2,C21_SH_NB_NS_NPFH_3,C21_SH_NB_NS_NPFH_4,C21_SH_NB_NS_NPFH_5,C21_SH_NB_NS_NPFH_6_mor,C21_SH_NB_NS_Tot,C21_SH_Tot_NPFH_2,C21_SH_Tot_NPFH_3,C21_SH_Tot_NPFH_4,C21_SH_Tot_NPFH_5
LGA16700,1725,461,162,6207,1805,1677,2706,1537,892,8619,74,43,30,16,27,197,4820,3469,4649,2059,1093,16093,5,0,0,0,0,3,70,10,0,0,0,79,771,400,215,42,5,1441,790,690,642,163,61,2341,96,135,184,100,55,576,14,14,6,4,3,52,1747,1253,1056,308,125,4495,13,6,0,0,0,20,1343,242,35,6,3,1632,2943,1828,949,166,38,5928,314,255,232,78,32,899,9,10,16,14,8,63,42,19,13,3,0,85,4673,2361,1251,269,79,8632,0,0,0,0,0,0,3,0,0,0,0,6,16,4,0,0,0,21,0,9,9,4,0,19,3,6,0,0,0,7,0,0,0,0,0,0,25,14,10,6,4,58,49,28,25,10,5,120,11314,7127,6991,2653,1303,29390,4,0,0,0,0,6,33,7,5,3,9,55,531,193,124,27,5,873,2272,1420,1498,371,119,5681,2453,2069,3020,1517,866,9932,38,26,28,10,15,113,5336,3717,4665,1925
LGA16900,1479,436,144,7123,2106,1591,2365,1268,683,8006,105,36,36,19,12,206,5874,3457,3937,1739,846,15848,0,0,0,0,0,0,22,5,3,0,0,30,477,94,31,5,0,606,520,294,183,37,15,1040,45,36,41,15,11,149,26,5,0,0,0,31,1099,433,255,55,27,1869,0,0,0,0,0,0,15,0,0,0,0,17,182,52,18,7,0,257,68,18,21,5,3,112,6,4,5,0,0,21,5,0,0,0,0,5,274,79,38,9,3,407,0,0,0,0,0,0,23,0,0,0,0,23,80,8,0,0,0,85,11,0,3,0,0,17,6,0,0,0,0,9,5,0,0,0,0,3,116,10,4,0,0,133,45,11,3,0,0,62,7409,3989,4241,1804,875,18322,7,0,6,0,0,12,37,0,5,0,0,44,352,80,37,3,0,466,3751,1729,1351,394,139,7368,3080,2016,2818,1384,731,10026,71,36,32,17,11,168,7292,3864,4235,1798
LGA16950,1556,478,155,10596,4852,2071,2312,1333,753,11316,219,61,41,26,25,372,13010,4569,4049,1877,945,24443,0,0,0,0,0,0,20,5,0,0,0,21,375,40,20,0,0,434,278,82,38,16,4,423,20,12,6,8,4,51,23,0,4,0,0,29,717,141,67,25,9,959,0,0,0,0,0,0,14,0,3,0,0,17,129,25,8,0,0,162,80,24,7,5,0,126,10,6,3,4,3,23,0,0,0,0,0,3,239,53,25,13,4,334,3,5,0,0,0,10,52,5,0,0,0,57,185,11,4,3,0,209,64,14,3,0,4,85,9,5,12,5,4,30,16,0,0,0,0,12,330,34,24,10,7,401,80,26,30,16,6,158,14368,4820,4192,1938,971,26291,17,4,3,0,0,31,139,16,7,3,4,169,1534,287,147,32,3,2006,6726,2173,1615,463,154,11130,6114,2457,2696,1481,814,13556,133,44,33,19,10,240,14664,4980,4499,1999
LGA17000,390,104,30,2065,914,574,876,471,219,3054,33,12,11,3,5,61,2179,1130,1308,580,258,5456,0,0,0,0,0,0,3,0,0,0,0,5,53,9,4,0,0,70,80,51,14,9,0,155,7,0,3,4,0,20,5,0,0,0,0,3,140,68,23,13,3,250,0,0,0,0,0,0,4,0,0,0,0,4,25,12,0,0,0,36,23,10,4,0,0,34,3,4,0,0,0,8,0,0,0,0,0,3,54,23,10,0,0,87,0,0,0,0,0,0,10,0,0,0,0,8,4,0,0,0,0,4,4,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,18,3,0,0,0,26,11,12,5,0,0,27,2411,1234,1350,594,256,5848,0,4,0,0,0,5,23,3,0,0,5,28,161,57,30,7,0,257,1071,467,375,132,38,2084,1150,675,897,532,292,3545,22,13,5,3,9,48,2425,1222,1311,679
LGA17040,363,119,28,2115,755,352,426,219,112,1859,44,7,11,4,0,65,2339,867,832,352,148,4538,0,0,0,0,0,0,3,0,0,0,0,5,33,3,0,0,0,42,38,17,13,3,0,70,0,7,3,0,0,17,8,0,0,0,0,8,80,32,17,6,4,137,0,0,0,0,0,0,11,0,0,0,0,11,31,5,3,0,0,39,15,9,10,0,0,32,5,3,6,8,0,17,8,4,3,0,0,10,72,18,17,10,0,117,0,0,0,0,0,4,3,0,0,0,0,4,8,4,0,0,0,15,5,0,4,0,0,16,3,0,3,0,0,9,0,0,0,0,0,0,28,7,5,0,0,47,72,26,24,6,5,124,2592,951,901,376,149,4966,13,0,0,3,0,12,70,12,0,4,0,86,297,77,33,15,3,430,1158,432,359,120,39,2113,912,404,486,261,125,2192,37,11,4,7,0,54,2488,933,894,404
LGA17080,323,110,37,1850,567,220,300,165,87,1337,40,6,4,0,6,48,1929,611,649,286,131,3606,0,0,0,0,0,0,3,0,0,0,0,5,9,0,0,0,0,12,4,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,0,26,0,0,0,0,0,0,5,0,0,0,0,5,26,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,37,10,0,0,0,41,0,0,0,0,0,0,7,0,0,0,0,7,0,0,3,0,0,4,0,0,0,0,0,5,6,0,0,4,0,6,0,0,0,0,0,0,8,0,0,4,0,15,9,4,5,3,0,24,2006,627,659,293,131,3715,7,4,0,0,0,7,24,3,4,0,0,31,248,58,16,7,4,331,1021,353,315,120,34,1844,620,256,320,179,105,1487,25,5,6,7,5,46,1946,685,661,318
LGA17100,367,135,79,1418,533,524,818,519,384,2777,26,13,11,14,3,71,1203,922,1233,689,482,4518,0,0,0,0,0,0,7,0,0,0,0,7,65,47,36,5,3,148,77,98,89,37,8,306,23,41,25,23,19,130,5,3,3,0,0,10,175,182,155,63,32,599,3,7,0,0,0,11,245,66,21,4,0,338,1063,952,706,183,50,2959,136,191,219,96,56,692,12,15,23,16,31,100,31,14,12,13,5,73,1488,1244,982,309,139,4169,0,0,0,0,0,0,0,4,0,0,0,3,11,17,8,0,3,34,3,6,12,6,0,32,3,0,0,0,0,4,0,0,0,0,0,0,19,29,18,6,3,79,25,19,16,0,4,61,2912,2400,2393,1074,658,9428,0,0,0,0,0,3,9,3,4,0,0,19,119,54,25,3,3,206,512,310,311,115,54,1299,740,600,786,496,377,3000,15,10,8,10,3,42,1392,978,1135,621
LGA17150,4250,1124,225,15245,6114,4670,7909,4622,1843,25150,175,78,68,31,19,371,13434,8550,12451,5829,2105,42367,3,0,0,0,0,3,71,6,5,0,0,83,820,282,98,19,6,1225,2053,1251,1037,234,55,4633,259,216,267,150,52,943,49,4,13,3,0,74,3248,1762,1427,413,112,6961,16,3,3,0,0,21,546,42,6,5,0,594,4126,1578,579,79,14,6369,886,481,298,100,20,1791,26,18,18,14,7,88,81,18,7,6,0,106,5675,2138,919,199,38,8966,10,0,0,0,0,7,20,0,0,0,0,22,41,23,11,4,0,80,9,6,12,9,0,39,3,5,5,4,0,17,3,0,0,0,0,8,95,40,28,10,3,176,56,28,27,7,4,114,22500,12521,14841,6458,2266,58579,7,4,3,0,0,19,74,9,5,0,3,92,779,248,143,37,15,1220,6188,3057,3845,875,162,14130,7772,5246,8676,4782,1872,28345,96,42,46,34,9,219,14914,8608,12716,5727
LGA17200,140,42,3,512,94,91,153,81,53,473,5,3,5,4,0,25,459,243,313,130,58,1206,18,0,0,3,0,18,495,33,13,3,0,546,2205,671,320,26,4,3236,1625,1072,911,172,40,3823,421,380,516,254,113,1685,67,33,15,11,7,132,4831,2188,1778,466,177,9444,584,44,8,0,4,648,8772,715,143,30,5,9652,8746,3484,1726,383,223,14566,1679,958,760,224,149,3764,85,51,61,35,24,266,254,79,41,28,31,446,20124,5335,2744,705,439,29350,0,0,0,0,0,0,27,3,0,0,0,34,32,13,6,0,0,53,12,9,5,4,6,31,5,5,0,0,0,13,0,0,0,0,0,0,72,25,19,7,7,134,116,45,30,9,3,199,25597,7846,4877,1320,688,40327,9,0,0,0,0,6,32,0,0,0,0,33,152,40,17,3,0,209,279,156,150,32,11,640,177,129,184,97,55,635,3,0,6,0,0,6,644,334,351,134
LGA17310,1016,333,131,6109,2490,1297,1605,956,457,6804,141,33,31,15,6,233,6516,2878,2703,1329,607,14028,3,0,0,0,0,3,26,9,0,0,0,36,266,78,16,5,0,356,76,43,21,0,6,144,9,6,8,3,4,25,15,3,0,0,0,21,394,129,42,8,3,585,0,0,0,0,0,0,6,0,0,0,0,9,60,19,10,0,0,91,12,7,3,0,0,24,0,3,0,0,0,4,0,0,0,0,0,4,79,25,13,5,0,124,9,3,0,0,0,10,8,0,0,0,0,8,10,4,3,0,3,19,77,50,37,4,3,171,21,8,9,3,7,47,4,0,0,0,0,4,130,64,47,11,9,265,43,19,12,3,6,90,7157,3117,2828,1356,635,15097,12,8,0,0,0,23,69,8,9,4,0,88,575,128,53,10,0,769,3357,1404,988,332,145,6220,2938,1536,1889,1028,561,7945,85,30,24,15,8,166,7029,3114,2959,1387
LGA17350,106,46,24,703,267,119,125,96,63,661,7,3,3,0,0,20,796,270,238,142,86,1540,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,4,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,14,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,9,3,0,0,24,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,4,0,0,0,5,10,835,277,245,143,92,1591,0,0,0,0,0,0,11,3,0,0,0,11,114,14,7,0,0,139,402,112,100,33,19,661,304,113,136,84,84,726,9,0,6,0,0,14,844,249,245,118
LGA17400,100,40,17,745,253,101,106,60,47,565,26,0,0,3,0,30,984,251,219,110,57,1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,18,4,0,0,0,0,9,1013,258,225,112,57,1677,18,4,0,0,0,19,50,0,0,0,0,59,197,24,14,0,0,236,489,128,95,31,4,752,298,105,101,67,35,611,26,7,0,0,3,42,1078,276,215,106
LGA17420,1622,484,126,6325,6665,5619,9120,4665,2328,28398,114,68,64,37,38,321,9626,7362,10894,5208,2510,35599,3,0,0,0,0,3,16,5,0,0,0,25,352,102,54,3,0,516,851,639,608,141,21,2258,284,317,476,229,109,1412,25,10,6,5,0,45,1522,1077,1136,377,140,4254,3,0,4,0,0,4,73,24,4,0,0,101,532,262,122,19,9,947,248,164,125,30,15,583,7,5,4,4,9,25,15,5,0,3,0,26,881,467,260,58,24,1689,0,0,0,0,0,0,10,0,0,0,0,10,3,3,0,0,0,6,0,3,3,0,0,6,3,0,5,0,0,18,0,0,0,0,0,0,21,7,10,0,0,42,26,24,27,9,8,93,12080,8934,12330,5652,2677,41682,7,5,4,0,0,14,62,12,15,0,9,88,422,155,78,19,11,686,2554,1647,1567,405,104,6274,8983,7655,11592,5454,2748,36436,76,63,79,37,23,277,12103,9532,13332,5921
LGA17550,1403,453,159,7654,2622,1473,2101,1227,653,8072,147,38,27,30,19,263,7951,3451,3652,1736,840,17636,4,0,0,0,0,3,47,0,5,0,0,53,763,137,62,5,0,972,1297,513,343,81,25,2263,52,33,48,24,16,168,42,10,6,0,0,67,2207,698,458,113,46,3524,4,0,0,0,0,4,71,0,5,0,0,73,880,171,73,6,3,1140,355,134,70,20,7,583,16,3,9,6,8,31,36,4,0,0,0,41,1361,323,155,29,18,1881,21,0,0,0,0,18,141,8,3,0,0,151,186,20,4,0,0,203,27,14,9,0,0,52,4,3,0,5,9,18,16,0,0,0,0,18,384,38,16,4,11,457,100,25,12,9,3,152,12006,4532,4296,1900,919,23650,35,7,3,5,3,49,195,17,8,4,3,235,1135,210,113,21,11,1482,4004,1644,1381,385,129,7535,3181,1695,2491,1372,745,9481,80,38,27,8,16,174,8618,3614,4024,1802
LGA17620,255,93,34,1487,583,278,365,239,83,1550,29,5,11,3,0,48,1656,623,647,341,119,3389,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,18,3,5,4,0,0,14,0,0,0,0,0,4,0,0,0,0,0,0,25,8,4,4,0,41,0,0,0,0,0,0,10,0,0,0,0,10,13,10,0,0,0,30,14,4,4,0,0,25,0,4,0,3,0,4,3,0,0,0,0,7,45,17,4,3,0,67,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,17,7,6,5,0,38,1761,660,666,349,123,3555,0,0,0,0,0,4,26,6,4,0,0,34,183,34,24,7,5,249,855,302,240,88,23,1512,707,301,376,255,95,1738,18,4,3,0,0,30,1790,650,639,355
LGA17640,126,43,14,851,372,146,186,121,64,885,19,0,0,0,0,26,1043,335,333,164,83,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,10,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,6,0,0,0,0,5,6,0,0,0,3,13,0,0,0,0,0,0,13,6,0,5,0,28,9,4,0,0,0,16,1083,341,334,173,87,2025,7,3,0,0,0,14,40,3,0,0,0,38,152,31,15,0,0,203,536,151,130,45,23,888,479,183,213,123,88,1087,16,9,7,3,3,31,1238,377,361,172
LGA17650,128,38,16,753,241,108,147,103,42,644,8,6,3,3,0,18,817,256,293,148,60,1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,8,0,0,3,0,0,6,0,0,0,0,0,0,10,3,0,0,0,15,3,0,0,0,0,8,843,267,303,146,60,1617,0,0,0,0,0,0,18,0,0,0,0,14,99,15,10,4,0,126,442,134,112,34,15,737,295,118,148,91,49,701,5,0,4,3,0,10,852,271,280,128
LGA17750,1000,368,105,6073,2461,1416,1821,1118,541,7357,104,32,37,20,10,201,6332,2932,2900,1518,659,14350,0,0,0,0,0,0,11,0,0,0,0,8,159,36,12,0,0,209,57,17,16,0,3,93,3,4,3,0,0,13,8,0,0,0,0,6,231,53,34,0,4,325,3,0,0,0,0,5,18,4,5,0,0,30,366,120,50,13,5,546,59,30,18,3,0,106,8,3,6,0,0,16,16,0,7,0,0,21,473,161,74,11,5,719,0,0,0,0,0,0,11,0,0,0,0,11,18,0,0,0,0,18,15,6,10,6,0,31,19,6,10,10,3,57,7,0,0,0,0,5,64,15,17,17,9,120,24,11,10,5,3,49,7130,3171,3033,1554,681,15569,3,0,0,0,0,11,28,7,0,0,0,34,524,102,49,11,3,686,3258,1433,973,351,161,6170,3004,1702,2155,1249,650,8762,64,39,23,19,10,145,6886,3283,3189,1623
LGA17850,47,17,5,344,132,56,71,56,14,330,9,3,0,0,0,19,430,132,125,80,19,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,12,5,4,3,0,0,12,441,133,133,79,19,814,0,0,0,0,0,4,4,0,0,0,0,3,65,8,3,0,0,81,222,71,40,18,5,355,173,53,56,45,18,339,6,0,3,0,0,9,474,135,102,66
LGA17900,85,34,25,488,159,83,107,50,54,455,18,7,0,3,4,40,581,226,210,89,93,1204,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,14,0,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,6,0,0,28,6,0,0,0,0,6,9,0,0,0,0,10,17,4,0,0,0,16,6,6,5,3,4,20,7,0,0,5,3,11,5,0,0,0,0,4,42,8,3,7,4,65,29,8,4,4,4,52,665,254,222,103,103,1352,7,0,0,0,0,4,8,0,0,0,0,13,77,22,7,0,0,102,195,64,50,20,25,351,117,75,61,47,40,340,11,0,0,0,0,11,411,159,121,74
LGA17950,39,18,13,274,132,55,58,40,25,305,10,0,0,0,0,13,335,118,99,56,39,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,6,346,118,102,62,38,668,0,0,0,0,0,0,0,0,0,0,0,0,35,4,9,0,0,47,133,60,31,18,8,243,119,39,51,46,32,283,13,0,0,0,0,13,296,102,92,60
LGA18020,159,58,19,1056,379,151,177,127,72,902,17,6,9,0,0,29,1258,366,350,191,95,2259,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,3,17,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,8,3,0,0,0,0,7,3,0,0,0,0,3,13,3,4,0,0,20,22,9,3,3,0,38,1314,374,354,195,99,2342,9,0,0,0,0,7,26,4,4,0,0,33,164,39,6,0,0,209,591,163,121,57,23,957,377,172,178,107,77,913,14,0,4,5,0,28,1182,378,311,174
LGA18050,334,83,20,1111,449,375,706,465,170,2162,13,16,11,7,6,47,1010,652,1077,554,194,3491,3,4,0,0,0,5,22,0,0,0,0,23,390,192,136,19,3,736,497,421,524,136,21,1597,214,253,487,236,72,1257,17,5,5,0,3,33,1137,877,1148,397,102,3653,100,8,0,0,0,110,1272,92,16,0,0,1385,2912,1348,540,64,7,4878,534,382,316,71,27,1328,38,33,47,35,11,170,69,28,10,3,3,115,4928,1889,934,178,55,7984,0,0,0,0,0,0,26,6,0,0,0,38,44,22,8,3,0,75,15,15,9,9,0,44,0,3,3,4,0,11,0,0,0,0,0,3,93,39,19,16,6,175,27,12,15,8,6,72,7200,3471,3184,1151,358,15369,5,0,0,0,0,4,8,3,0,0,0,14,76,25,27,6,0,132,443,248,267,62,7,1031,538,408,872,555,174,2544,12,6,8,3,5,29,1084,691,1166,629
LGA18100,44,17,6,366,181,68,73,61,22,402,15,0,0,0,0,18,535,142,125,78,37,910,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,6,561,144,124,78,37,948,4,0,0,0,0,4,11,0,0,0,0,11,93,16,11,3,0,112,224,79,47,13,7,370,202,63,75,46,27,419,10,0,0,0,0,7,542,163,129,64
