SA3_CODE_2021,C21_AP_75_79_NCB_4,C21_AP_75_79_NCB_5,C21_AP_75_79_NCB_6mor,C21_AP_75_79_NCB_NS,C21_AP_75_79_Tot,C21_AP_80_84_NCB_0,C21_AP_80_84_NCB_1,C21_AP_80_84_NCB_2,C21_AP_80_84_NCB_3,C21_AP_80_84_NCB_4,C21_AP_80_84_NCB_5,C21_AP_80_84_NCB_6mor,C21_AP_80_84_NCB_NS,C21_AP_80_84_Tot,C21_AP_85over_N_c_b_0,C21_AP_85over_N_c_b_1,C21_AP_85over_N_c_b_2,C21_AP_85over_N_c_b_3,C21_AP_85over_N_c_b_4,C21_AP_85over_N_c_b_5,C21_AP_85over_N_c_b_6mor,C21_AP_85over_N_c_b_NS,C21_AP_85over_Tot,C21_AP_Tot_NCB_0,C21_AP_Tot_NCB_1,C21_AP_Tot_NCB_2,C21_AP_Tot_NCB_3,C21_AP_Tot_NCB_4,C21_AP_Tot_NCB_5,C21_AP_Tot_N_ch_b_6mor,C21_AP_Tot_NCB_NS,C21_AP_Tot_Tot
12104,132,40,8,126,2040,251,106,392,272,112,38,16,121,1310,221,105,314,290,149,45,39,170,1325,20875,5920,9500,4096,1102,237,115,2218,44066
12201,71,11,5,29,725,56,49,151,123,46,23,3,36,484,59,54,131,128,65,29,18,50,536,7200,2142,5090,2382,571,114,48,821,18376
12202,130,28,13,126,1565,60,73,352,249,93,41,12,99,972,71,72,300,269,121,38,36,244,1156,7208,2933,9038,4606,1306,263,112,1453,26911
12203,275,64,31,142,3013,147,179,792,552,244,76,38,159,2188,183,228,769,685,335,161,93,353,2805,21457,8271,20184,9368,2575,645,300,2871,65679
12301,97,39,23,45,827,27,37,168,139,91,20,20,61,576,42,44,163,136,89,51,31,119,676,8104,3424,8846,5056,1762,514,254,1181,29139
12302,296,121,112,271,2212,63,88,345,286,191,93,96,198,1364,63,90,217,219,164,97,127,303,1285,19889,9557,18407,10481,4629,1807,1470,5149,71395
12303,65,28,11,61,664,27,17,99,127,60,27,21,71,451,19,17,90,75,37,19,21,136,408,4717,1822,5116,3477,1289,396,215,1132,18163
12401,169,55,34,116,1821,127,94,272,260,127,56,35,95,1064,123,91,256,225,137,57,54,160,1108,9830,4200,9524,5496,1991,611,351,1512,33518
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,255,87,69,199,1934,71,97,301,312,174,98,87,169,1311,58,88,281,200,156,106,106,294,1299,18918,8044,17495,9992,3921,1310,869,3962,64499
12404,67,29,23,64,640,32,33,130,132,67,30,32,74,526,45,47,120,89,61,29,36,127,553,4375,1834,3894,2584,1088,336,244,1445,15804
12405,75,38,25,54,618,19,26,87,78,51,30,33,64,390,13,31,63,63,60,36,48,118,420,6254,2760,5735,3439,1529,553,466,1869,22605
12501,88,41,46,63,829,49,53,148,131,80,32,50,43,584,48,56,117,106,82,53,80,77,620,16758,6522,7923,3560,1588,664,632,3269,40922
12502,95,37,26,58,1082,47,67,271,212,89,43,17,83,831,56,59,196,187,116,52,52,117,835,8919,5247,9055,3694,1213,370,241,1555,30300
12503,255,118,124,199,1963,94,90,371,309,182,95,167,187,1495,101,124,349,262,195,102,209,387,1734,19841,7395,13434,8413,4583,2046,1878,6184,63769
12504,189,65,52,137,1862,88,113,437,320,161,86,62,140,1406,93,123,370,304,179,95,110,226,1489,21417,11334,15046,5683,2019,688,501,4224,60914
12601,87,14,7,27,823,53,43,214,190,100,22,13,30,668,36,57,185,183,117,29,28,80,714,7313,3797,7202,2842,846,181,97,832,23104
12602,180,70,26,147,2091,166,141,544,419,211,75,59,185,1792,247,178,529,467,268,126,124,527,2461,24892,10164,15984,6361,1931,548,346,3512,63745
12701,167,92,94,90,1187,30,34,184,177,121,72,108,87,807,16,49,119,125,77,50,142,56,643,16338,6314,14187,8603,3802,1470,1228,3367,55312
12702,407,174,300,251,2829,132,148,461,440,269,181,366,254,2252,97,143,419,359,278,197,530,433,2452,25392,8394,19208,12383,5824,2458,2678,5943,82287
12703,179,66,95,171,1570,42,83,288,242,133,56,101,150,1100,56,70,240,208,126,73,137,321,1228,15946,6877,13999,7450,3124,1240,1034,4299,53965
12801,228,60,29,159,2460,105,125,588,477,236,66,30,135,1762,151,170,672,614,304,105,79,318,2413,15475,5929,15203,8188,2469,545,247,2388,50448
12802,168,59,18,122,2000,78,93,406,358,165,47,32,115,1299,98,108,389,310,162,69,47,388,1575,13401,5366,15017,7817,2173,538,259,1860,46424
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,11,3,0,17,66,5,0,5,7,4,0,0,12,39,3,0,3,7,5,0,6,13,32,1342,373,647,366,165,69,56,1357,4381
20101,325,128,97,204,2202,124,67,337,342,249,117,112,170,1518,154,106,312,348,308,159,183,273,1851,14856,5376,12613,8200,3382,1154,845,3122,49562
20102,73,27,25,66,640,21,27,80,75,53,30,26,59,372,31,20,66,68,61,34,43,77,414,3613,1394,3297,2188,883,294,203,1155,13035
20103,99,42,23,90,698,25,27,84,100,72,34,28,62,435,34,30,86,76,68,38,40,55,433,2533,1085,2802,2050,1015,360,245,1062,11142
20201,298,95,74,158,1953,107,83,313,358,254,104,93,191,1498,99,91,316,330,281,122,148,330,1728,12647,4727,11126,7571,3260,1046,760,3009,44151
20202,118,43,35,131,1205,81,52,155,168,110,54,37,101,761,42,44,157,143,105,49,47,197,792,5858,2523,6158,3610,1384,440,281,1894,22157
20203,42,14,12,44,265,11,6,25,36,30,15,15,31,169,6,7,36,52,32,10,23,55,216,1067,458,1179,978,480,160,124,626,5074
20301,42,16,10,23,272,9,0,34,46,30,15,10,28,175,13,12,36,33,35,18,11,46,195,2225,910,2542,1624,617,174,95,597,8785
20302,495,154,100,333,3892,168,163,752,748,480,174,150,315,2951,200,239,728,743,523,231,236,422,3327,29052,10212,23645,13934,5333,1614,1103,5552,90450
20303,241,56,33,147,2160,74,63,325,371,185,75,63,137,1297,63,102,289,342,184,95,73,229,1380,10409,4032,12164,7469,2433,608,340,2395,39860
20401,193,62,35,132,1388,56,49,187,192,137,59,56,124,862,61,55,210,203,154,79,65,146,980,6285,2635,6764,4443,1883,545,379,2348,25285
20402,169,60,58,139,1251,54,42,174,218,142,71,51,130,889,66,37,186,219,152,97,85,159,992,5059,1986,5496,4054,1734,592,388,1746,21055
20403,205,60,60,134,1538,84,48,229,224,175,93,62,116,1036,71,76,195,227,184,83,79,157,1077,8152,3410,8826,5715,2350,738,497,2212,31891
20501,168,67,37,93,1221,38,34,164,213,133,63,46,91,785,35,41,134,191,152,69,90,100,817,6224,2398,6302,4690,1948,633,421,1680,24301
20502,181,57,29,153,1479,77,45,227,241,130,57,40,112,929,45,64,165,183,144,59,55,161,875,4700,2112,5941,4010,1699,501,315,1950,21233
20503,247,73,50,205,1918,73,62,255,316,207,67,50,142,1170,70,70,237,294,199,104,88,151,1215,7112,3053,8570,6171,2484,689,426,2541,31044
20504,209,95,60,166,1529,44,39,245,294,184,75,78,175,1139,46,64,210,240,186,104,108,239,1192,8084,3308,8664,5737,2521,869,655,2991,32821
20505,157,46,37,112,955,32,27,120,185,100,57,56,84,658,30,24,100,127,106,50,67,111,620,4297,1762,4953,3657,1632,509,362,1668,18850
20601,87,41,20,61,1006,60,73,359,277,111,37,23,64,1010,75,117,382,252,125,49,62,78,1130,22138,4383,7605,3095,991,296,247,2246,40992
20602,65,14,12,48,667,38,45,206,161,60,23,18,74,631,34,52,217,150,75,28,29,127,720,11866,2682,5197,2115,577,146,110,1350,24027
20603,88,35,18,66,857,64,59,185,158,93,47,52,64,715,77,79,218,225,135,70,81,68,949,13470,3411,6946,3322,963,297,246,1754,30411
20604,85,26,23,73,952,96,54,173,125,78,20,35,71,636,102,68,166,129,62,44,47,106,726,47742,6306,6161,2365,805,255,234,6392,70258
20605,90,19,17,120,1325,103,100,277,171,71,27,17,123,889,65,93,217,153,81,24,26,214,876,25282,5547,7814,2986,794,175,171,3731,46509
20606,66,16,13,70,1107,93,104,248,205,76,24,11,82,840,81,89,233,178,95,34,22,145,875,17154,2898,4658,2302,619,141,80,2239,30098
20607,84,38,23,89,1081,107,80,220,156,60,18,32,53,728,83,70,225,154,83,40,78,68,801,24864,4142,6185,2468,773,251,252,2833,41763
20701,257,66,42,161,3151,305,150,728,605,239,77,62,144,2330,416,210,806,686,433,164,133,287,3143,27933,8822,20832,9950,2666,617,350,3068,74237
20702,236,43,43,109,2475,109,141,757,582,264,83,59,132,2124,123,168,645,571,303,93,79,195,2192,12571,6520,13636,6278,1810,438,248,1828,43313
20703,163,51,29,82,1873,151,120,572,449,203,63,58,104,1724,197,150,596,495,282,123,117,227,2181,17661,7098,12516,5397,1562,438,298,2415,47385
20801,179,46,16,143,2290,159,122,517,365,165,55,47,125,1547,200,187,595,511,259,97,76,273,2201,13488,5391,14404,6613,1694,377,212,2045,44233
20802,169,48,17,140,2368,182,181,703,456,174,53,31,155,1932,219,285,806,623,265,113,98,292,2706,25767,9165,18462,7642,1963,551,475,3293,67323
20803,222,67,38,145,2279,153,124,517,401,227,71,57,147,1699,156,177,560,515,283,126,119,241,2172,17362,7403,15989,6975,2173,575,320,2407,53209
20804,62,22,10,34,764,64,47,214,169,62,23,12,42,638,85,72,213,203,113,45,38,82,834,7585,2137,4931,2437,672,147,81,817,18805
20901,242,77,44,105,2406,132,131,519,489,259,71,78,117,1792,147,172,579,523,287,125,124,169,2121,17705,6781,16116,7561,2338,619,471,2273,53856
20902,141,59,74,120,1518,65,87,437,348,166,48,57,117,1327,84,121,432,369,208,96,118,259,1691,17256,5231,9304,4316,1510,503,488,2885,41500
20903,115,39,27,56,1003,23,30,152,122,80,32,24,40,513,35,36,150,125,76,48,40,43,549,7859,2787,9168,4887,1357,345,186,1122,27720
20904,359,119,103,243,2967,62,112,640,537,277,109,121,238,2102,67,128,538,456,241,120,137,381,2070,29731,13113,29453,14713,5104,1574,1121,5726,100524
21001,145,50,29,102,1477,55,76,419,316,137,57,44,93,1187,60,107,339,284,149,70,82,131,1229,7587,2982,8439,4358,1262,342,221,1266,26469
21002,50,26,18,41,534,15,21,70,83,40,26,10,19,280,9,18,48,51,39,9,19,60,241,3419,1393,4120,2385,806,218,117,781,13235
21003,121,46,32,88,1102,46,75,392,321,184,76,65,123,1285,87,124,475,411,198,101,100,260,1752,12343,4353,7862,3927,1551,601,492,2345,33472
21004,85,25,16,40,604,25,22,85,107,70,21,21,37,392,21,36,108,106,61,31,25,43,425,5658,2375,5350,2925,1045,279,166,950,18747
21005,273,116,164,152,1973,43,72,279,299,176,103,154,116,1243,36,64,223,197,148,90,194,117,1065,23940,9552,19488,11305,5107,2029,2031,5275,78725
21101,334,93,51,182,2799,117,132,631,484,296,109,74,211,2053,123,167,512,493,300,124,141,338,2203,20228,9161,20989,9952,3323,888,536,3064,68131
21102,68,24,11,32,533,12,32,121,115,56,19,11,39,395,23,38,119,92,66,27,22,56,437,3117,1136,3583,2134,588,151,79,474,11266
21103,254,60,45,113,2156,93,90,427,397,220,93,57,147,1523,90,133,442,417,262,130,84,265,1825,15228,6478,14237,7367,2413,685,390,2155,48953
21104,142,43,19,89,1406,71,71,362,291,124,46,30,106,1098,92,82,313,242,131,60,81,225,1225,8464,4053,8281,3507,1077,291,195,1279,27136
21105,326,91,60,148,2719,114,96,461,464,272,78,70,113,1675,94,120,397,375,250,120,110,141,1587,18493,7434,19024,11083,3933,1036,596,3016,64620
21201,185,57,40,135,1520,46,50,216,227,130,67,52,119,916,39,63,169,199,151,62,55,160,897,13557,5948,12936,7356,2758,844,606,2924,46920
21202,223,74,63,155,1874,60,100,372,352,198,73,90,128,1359,88,118,321,330,220,125,124,205,1533,16055,7122,16256,8132,2983,1082,873,3449,55951
21203,234,98,78,109,1833,51,76,311,290,190,81,78,97,1177,39,102,234,256,153,95,126,108,1115,25387,12784,24404,11770,4554,1747,1445,4800,86890
21204,349,139,130,256,3228,119,170,717,552,293,130,161,208,2362,134,226,669,544,339,166,307,282,2660,25296,11357,20672,10121,3831,1509,1368,5395,79555
21205,288,91,55,176,3498,174,236,1073,790,334,110,77,225,3015,229,313,1045,765,453,187,164,405,3560,26580,11473,23059,8941,2631,731,463,4090,77977
21301,310,130,134,241,2761,83,142,532,424,293,135,160,181,1934,101,147,485,430,237,128,262,319,2096,23788,9511,20153,10888,4176,1492,1395,5752,77154
21302,156,41,32,98,1386,61,88,297,287,153,41,52,89,1064,74,111,378,304,142,66,74,139,1286,12043,4952,10352,4745,1531,472,387,2010,36501
21303,69,35,39,70,777,43,63,214,135,76,40,63,67,699,55,48,214,159,87,51,88,142,846,16778,4802,7456,2968,961,355,365,2489,36173
21304,212,88,76,159,1763,48,71,245,252,166,71,76,99,1023,48,76,201,226,139,86,108,102,988,21671,9915,21695,11333,4110,1422,1182,4951,76287
21305,257,98,72,155,2012,52,78,332,320,172,89,88,134,1268,57,95,273,247,166,94,116,185,1223,32705,19070,30409,12773,4903,1839,1571,7196,110460
21401,277,82,44,210,2379,93,111,439,382,226,93,61,183,1585,109,145,429,410,245,114,106,354,1913,17497,7726,16495,8647,3016,896,564,3772,58620
21402,547,139,81,410,5104,245,220,948,919,431,151,97,345,3348,231,227,841,842,478,161,154,533,3467,18113,7783,23088,13477,4649,1071,635,5104,73922
21501,236,89,55,163,1470,74,47,207,270,186,72,66,161,1067,88,51,207,260,228,116,95,243,1287,5969,2205,6343,4954,2288,767,504,2175,25200
21502,150,57,33,109,976,54,32,159,212,166,83,47,104,851,40,54,179,170,189,85,99,139,956,5962,2272,5981,4179,1959,665,503,2233,23768
21503,145,65,46,94,851,29,18,116,162,119,75,58,106,688,40,25,88,145,170,74,91,148,797,3413,1312,3458,3291,1627,595,427,1629,15746
21601,144,51,32,115,947,39,24,129,155,122,64,55,99,686,32,25,104,154,114,76,90,174,765,3630,1393,4215,3331,1524,517,362,1467,16442
21602,112,49,44,87,774,41,24,104,116,114,55,38,75,568,34,37,105,103,122,58,68,90,614,2752,1116,3189,2571,1285,459,312,1143,12834
21603,230,69,54,164,1268,47,34,173,257,154,82,62,133,946,54,51,175,210,174,89,94,143,1001,7035,2779,6990,5051,2205,771,645,2503,27985
21701,130,61,31,99,885,31,27,127,161,105,49,43,73,618,31,32,140,159,126,67,84,109,751,3527,1514,4273,3040,1352,439,321,1238,15704
21703,153,59,49,82,881,52,29,133,156,97,80,52,83,667,39,35,100,147,128,73,86,115,721,3921,1405,3781,3128,1608,579,372,1319,16111
21704,159,80,42,110,1088,52,28,139,188,128,52,88,91,761,55,43,144,163,148,76,120,168,915,5964,2146,5622,4218,1904,616,462,1649,22580
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
29999,3,0,0,16,42,0,0,4,6,0,0,0,0,14,0,0,0,4,3,5,0,5,19,1016,266,399,261,111,38,42,1239,3373
30101,146,48,34,75,1216,56,49,203,209,120,64,37,75,814,40,60,206,163,104,68,44,160,845,8289,3710,9369,5291,1865,581,316,1343,30752
30102,252,68,41,163,2237,99,90,389,376,230,56,53,117,1409,101,100,368,327,213,109,97,218,1531,9919,4659,12723,7031,2631,766,439,1948,40114
30103,130,47,23,74,1169,64,51,188,185,108,48,32,97,777,62,56,179,179,126,76,74,174,932,9038,4238,9041,4270,1466,483,298,1454,30289
30201,106,31,14,31,785,48,36,176,159,81,32,17,34,581,74,48,161,143,120,48,56,61,706,6295,2569,5759,2764,954,273,185,641,19441
30202,133,55,27,92,1261,109,53,264,275,136,62,49,107,1059,139,96,289,279,209,99,92,309,1509,12284,4125,7757,3970,1440,476,317,1774,32142
30203,65,38,19,34,573,60,22,90,104,38,29,19,29,397,94,37,89,100,57,41,43,62,528,7768,2470,4086,1915,665,253,179,910,18239
30204,134,41,34,87,1159,68,39,188,211,105,53,40,85,780,49,65,205,174,144,83,55,171,947,8029,3706,7099,3618,1360,482,337,1390,26022
30301,74,22,18,38,812,54,47,165,144,75,29,30,41,591,56,59,164,175,103,50,31,66,712,8397,3068,6395,3108,978,274,160,869,23245
30302,101,28,20,54,933,86,40,188,142,88,41,44,67,692,94,66,192,197,123,70,76,146,964,17469,3925,6647,3257,1063,335,241,1949,34884
