SA3_CODE_2021,C21_75_79_Div_P,C21_75_79_Wid_M,C21_75_79_Wid_F,C21_75_79_Wid_P,C21_75_79_Nvr_marrd_M,C21_75_79_Nvr_marrd_F,C21_75_79_Nvr_marrd_P,C21_75_79_Tot_M,C21_75_79_Tot_F,C21_75_79_Tot_P,C21_80_84_Married_M,C21_80_84_Married_F,C21_80_84_Married_P,C21_80_84_Sep_M,C21_80_84_Sep_F,C21_80_84_Sep_P,C21_80_84_Div_M,C21_80_84_Div_F,C21_80_84_Div_P,C21_80_84_Wid_M,C21_80_84_Wid_F,C21_80_84_Wid_P,C21_80_84_Nvr_marrd_M,C21_80_84_Nvr_marrd_F,C21_80_84_Nvr_marrd_P,C21_80_84_Tot_M,C21_80_84_Tot_F,C21_80_84_Tot_P,C21_85_over_Married_M,C21_85_over_Married_F,C21_85_over_Married_P,C21_85_over_Seprtd_M,C21_85_over_Seprtd_F,C21_85_over_Seprtd_P,C21_85_over_Divorce_M,C21_85_over_Divorce_F,C21_85_over_Divorce_P,C21_85_over_Wid_M,C21_85_over_Wid_F,C21_85_over_Wid_P,C21_85_over_Nvr_mard_M,C21_85_over_Nvr_mard_F,C21_85_over_Nvr_mard_P,C21_85_over_Tot_M,C21_85_over_Tot_F,C21_85_over_Tot_P,C21_Tot_Married_M,C21_Tot_Married_F,C21_Tot_Married_P,C21_Tot_Sep_M,C21_Tot_Sep_F,C21_Tot_Sep_P,C21_Tot_Div_M,C21_Tot_Div_F,C21_Tot_Div_P,C21_Tot_Wid_M,C21_Tot_Wid_F,C21_Tot_Wid_P,C21_Tot_nver_marrie_M,C21_Tot_nver_marrie_F,C21_Tot_nver_marrie_P,C21_Tot_Tot_M,C21_Tot_Tot_F,C21_Tot_Tot_P
10402,629,140,562,702,93,61,151,1928,2100,4028,809,582,1390,29,19,44,143,210,352,201,701,906,57,31,87,1241,1536,2778,611,309,919,22,12,34,76,115,198,329,1174,1505,29,30,66,1075,1641,2720,17038,17062,34101,1352,1679,3032,3759,5122,8882,1076,3798,4871,13197,12118,25314,36422,39775,76197
10501,100,58,148,205,57,18,79,423,390,813,123,83,204,8,6,16,33,20,57,56,177,236,34,11,41,256,293,554,71,45,120,4,0,7,11,11,25,64,212,268,17,8,26,169,280,451,3386,3346,6729,393,339,730,769,678,1445,327,858,1189,3762,3416,7178,8629,8639,17273
10502,143,40,161,203,22,14,41,377,457,835,145,127,271,9,10,13,24,30,48,39,162,202,15,10,21,234,334,569,112,58,171,8,5,9,15,23,41,76,307,382,10,10,19,218,398,618,3100,3111,6213,332,346,678,818,922,1741,285,1001,1283,3492,3057,6545,8029,8435,16461
10503,320,157,453,607,71,56,124,1323,1419,2744,596,399,994,25,7,33,91,93,184,155,538,699,40,37,82,911,1075,1986,381,172,548,8,7,15,38,53,87,266,826,1092,30,23,50,719,1076,1794,13435,13210,26654,1030,1178,2207,2345,2789,5132,967,2833,3798,11159,9993,21147,28930,30004,58936
10601,387,163,444,602,87,60,145,1516,1461,2980,546,337,889,15,10,27,88,95,180,159,494,648,50,32,84,864,964,1826,319,186,504,14,11,23,44,60,101,229,783,1009,31,45,72,630,1083,1710,17543,17230,34773,1493,1564,3061,3504,4063,7565,1002,2988,3993,15888,12949,28838,39432,38796,78236
10602,299,113,408,526,36,37,76,1201,1371,2570,492,336,828,7,3,13,58,89,149,117,424,536,29,31,57,709,887,1594,296,157,452,4,0,8,25,45,72,173,704,879,16,27,42,516,934,1452,15813,16032,31848,1103,1468,2569,2497,3725,6227,721,2586,3310,12701,11773,24473,32838,35586,68430
10603,576,209,578,791,62,62,124,2225,2242,4469,905,611,1511,37,18,53,112,121,234,177,554,730,36,30,65,1272,1327,2595,534,266,802,4,8,10,44,94,138,268,854,1115,15,20,38,862,1241,2101,15764,15845,31612,1112,1212,2331,3180,3853,7030,1076,3135,4211,10186,8538,18719,31322,32588,63908
10604,116,63,170,232,30,9,41,507,507,1014,204,134,333,8,4,12,42,30,75,48,185,227,13,12,24,312,364,674,130,60,195,5,5,13,17,19,39,73,314,388,20,10,29,248,409,659,5466,5387,10850,490,480,970,1129,1186,2317,323,1091,1414,4893,4036,8929,12299,12179,24478
10701,383,156,533,689,64,23,88,1370,1597,2967,667,478,1147,32,20,46,90,116,205,182,643,821,38,21,66,1012,1277,2287,462,249,708,17,9,24,39,62,99,306,1066,1370,22,28,45,842,1408,2249,14652,14756,29411,1012,1222,2232,2585,3438,6021,1013,3328,4339,12206,10431,22638,31467,33173,64634
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
10703,449,214,551,764,79,60,138,1877,1974,3854,834,556,1392,12,13,28,85,151,237,188,675,858,41,26,70,1160,1426,2581,564,284,843,14,8,21,41,79,116,372,1055,1430,29,30,60,1015,1455,2471,19814,19965,39775,1160,1502,2658,3088,4397,7487,1192,3572,4764,13616,12550,26163,38864,41983,80850
10704,618,210,682,893,130,94,224,2169,2464,4630,1052,738,1793,43,23,67,136,172,307,242,905,1145,73,43,114,1543,1882,3426,756,380,1137,12,14,23,77,137,219,438,1602,2036,45,40,88,1330,2176,3503,24724,24783,49507,1407,1657,3065,3941,5850,9784,1361,4621,5983,23352,20534,43888,54790,57441,112228
10801,361,107,314,424,51,16,73,1198,1202,2402,494,339,833,17,8,30,86,70,158,123,384,498,32,16,50,750,820,1568,313,193,502,10,3,17,66,59,123,229,690,911,17,25,45,633,971,1599,6816,6826,13646,573,588,1160,1744,2031,3775,659,1982,2644,4134,3511,7640,13918,14941,28862
10802,422,147,419,568,86,49,136,1343,1344,2694,482,355,834,26,12,36,133,102,232,136,414,553,34,17,55,817,892,1707,326,164,494,7,11,14,44,63,109,220,686,908,33,24,62,626,948,1579,8972,8837,17807,916,943,1859,2518,2796,5323,837,2470,3306,7966,6600,14572,21212,21644,42862
10803,0,0,3,3,0,0,0,7,14,19,0,9,8,0,0,0,0,0,0,0,8,9,0,0,0,9,10,18,9,4,8,0,0,0,0,0,0,3,0,4,0,0,0,11,3,15,90,91,181,5,6,8,22,18,36,5,14,24,68,73,136,187,193,379
10804,726,222,729,949,111,106,211,2529,2771,5298,1101,791,1895,44,26,68,153,183,340,233,765,1004,45,42,90,1574,1818,3392,805,415,1219,15,7,25,86,141,225,430,1444,1878,35,36,71,1377,2042,3414,17445,17512,34958,1214,1529,2742,3587,4885,8471,1323,4214,5540,10906,10309,21216,34472,38444,72918
10805,498,162,491,648,79,53,134,1676,1683,3359,653,444,1098,27,14,41,111,108,216,170,515,684,42,23,67,1006,1112,2113,417,212,627,24,4,30,52,70,121,232,859,1095,26,28,53,749,1177,1926,11158,11163,22321,1017,1024,2043,2692,3123,5809,900,2906,3808,7542,6654,14200,23313,24865,48177
10901,358,122,412,531,61,56,113,1199,1355,2554,498,338,838,18,26,41,65,112,182,124,464,591,42,33,72,747,970,1722,326,172,496,8,0,14,40,55,100,202,745,947,21,38,60,596,1017,1611,12233,12278,24509,950,1121,2066,2148,3179,5324,737,2497,3234,10016,9122,19140,26082,28191,54274
10902,44,13,82,99,23,0,27,251,242,499,119,97,214,3,0,3,19,10,24,29,81,108,7,3,10,174,185,361,68,29,102,4,0,8,0,7,9,36,122,163,11,5,12,127,166,288,2658,2601,5259,209,155,367,475,419,900,148,464,607,1976,1533,3506,5466,5170,10636
10903,268,129,332,457,62,30,91,1231,1195,2428,493,391,876,23,13,36,82,56,136,158,457,618,26,23,49,781,936,1719,375,165,541,14,10,20,36,31,65,207,623,833,30,24,55,661,855,1514,9101,9165,18267,687,688,1375,1802,1878,3683,783,2108,2896,5519,4607,10122,17893,18449,36343
11001,161,83,237,318,52,44,93,736,824,1560,319,237,553,9,3,15,46,70,116,72,235,309,30,25,55,476,579,1054,211,98,306,4,0,4,15,31,50,92,422,518,4,13,15,333,566,897,6852,6840,13693,458,518,972,1164,1483,2640,394,1387,1778,5883,5857,11744,14746,16086,30827
11002,240,92,314,405,58,27,86,994,1029,2027,432,303,733,25,11,37,51,48,100,124,346,469,44,23,67,682,725,1412,250,109,358,11,8,12,31,36,67,137,558,692,11,24,38,442,732,1176,7481,7404,14881,642,641,1278,1601,1758,3362,588,1852,2440,5428,4735,10160,15739,16381,32125
11003,86,67,153,218,34,16,43,429,408,837,148,104,255,3,0,6,15,17,31,68,172,235,13,11,26,247,297,550,85,46,128,3,5,3,13,4,16,64,215,283,13,12,25,183,278,457,4391,4362,8755,369,386,755,702,664,1368,345,895,1239,3997,3545,7538,9801,9852,19647
11004,426,162,561,724,87,52,135,1539,1758,3292,715,501,1221,26,14,40,82,119,199,181,683,865,49,40,94,1060,1358,2420,454,214,675,15,7,25,37,60,98,264,973,1239,42,76,115,817,1329,2144,15066,15072,30138,1219,1386,2602,2803,3501,6298,987,3393,4384,12616,11414,24033,32688,34769,67450
11101,693,245,788,1040,80,73,153,2488,2888,5378,1095,803,1896,42,26,73,133,236,370,286,945,1241,39,42,77,1599,2056,3658,786,430,1215,15,16,32,69,143,218,443,1649,2090,21,46,72,1336,2285,3617,24525,24646,49170,1518,1885,3399,4154,6147,10301,1483,5119,6604,18141,15952,34095,49825,53753,103573
11102,493,177,577,750,67,73,140,1878,2030,3907,778,544,1324,23,19,41,110,138,252,168,636,808,38,42,74,1116,1389,2505,544,288,833,15,9,24,64,83,146,363,1184,1549,31,40,69,1027,1602,2625,16653,16708,33361,1126,1302,2429,2897,4010,6907,1124,3536,4657,11876,10491,22375,33682,36054,69737
11103,952,270,945,1216,187,128,317,2699,3131,5827,1124,847,1974,38,18,57,185,270,456,308,1046,1354,102,103,209,1761,2280,4045,850,452,1301,25,14,39,111,220,333,585,2195,2780,59,120,184,1632,3003,4635,29334,29411,58745,2108,2446,4558,6002,8495,14499,1833,6264,8095,33466,30228,63694,72748,76841,149592
11201,588,168,517,685,95,61,160,1782,1829,3613,686,525,1209,22,16,37,140,177,318,166,600,765,41,40,87,1067,1351,2417,540,309,845,20,9,30,70,119,185,312,1133,1446,39,43,83,976,1614,2598,15176,15274,30452,1109,1302,2412,3756,5109,8860,1005,3332,4334,13972,13553,27523,35018,38565,73582
11202,479,109,395,505,96,62,158,1332,1461,2794,561,389,947,21,10,30,103,120,226,127,488,614,63,43,110,877,1050,1929,392,211,603,15,8,22,46,69,119,227,859,1083,32,38,75,712,1183,1893,11931,11962,23891,1113,1185,2301,3062,3949,7008,827,2771,3601,11984,10562,22547,28917,30430,59349
11203,827,236,708,942,118,88,205,2388,2597,4983,1061,753,1819,40,22,59,200,242,444,209,834,1045,55,63,122,1570,1917,3486,832,465,1293,29,15,43,112,187,299,490,1590,2082,65,61,126,1527,2319,3844,18157,18269,36424,1265,1643,2911,4252,5838,10091,1376,4580,5953,13428,12497,25930,38478,42828,81307
11301,138,68,271,346,39,15,57,723,843,1564,409,275,684,17,5,18,51,33,84,88,349,436,25,18,45,591,681,1266,289,119,398,10,0,10,11,18,34,146,659,806,28,4,35,477,803,1286,9797,9522,19317,682,701,1377,1310,1425,2734,544,2001,2546,7524,6242,13769,19862,19886,39743
11302,85,46,95,136,23,10,39,356,330,692,143,98,242,0,0,7,28,14,44,52,95,145,15,5,19,244,218,460,77,40,114,0,0,0,9,12,18,55,198,253,11,5,12,150,251,398,2901,2868,5763,230,221,456,591,563,1155,230,613,841,2192,1772,3965,6139,6044,12182
11303,391,177,595,773,109,70,172,1710,1826,3536,809,560,1374,18,21,41,95,97,191,179,691,871,46,51,99,1149,1429,2574,529,295,830,17,13,34,49,79,129,323,1169,1494,41,40,86,962,1606,2566,18601,18239,36843,1288,1500,2782,2835,3700,6534,1054,3713,4764,15285,13523,28809,39058,40678,79734
11401,772,260,813,1079,125,101,223,2951,2976,5927,1260,872,2137,57,27,84,170,203,374,339,844,1179,73,46,118,1901,1993,3895,793,400,1192,24,11,38,103,142,241,460,1484,1940,41,45,88,1419,2082,3504,21791,21545,43336,1616,1729,3345,4583,5511,10096,1670,4840,6509,15059,12670,27726,44722,46296,91019
11402,407,127,414,546,76,80,157,1493,1656,3148,686,464,1155,27,14,43,80,119,201,98,437,531,35,60,98,932,1095,2028,460,187,647,4,6,14,31,79,112,212,699,909,34,44,77,751,1014,1765,11539,11473,23015,605,705,1311,1715,2786,4506,666,2265,2933,6312,5823,12131,20835,23058,43894
11501,386,177,719,897,55,73,127,2482,2675,5154,1203,796,1997,23,17,35,67,115,183,200,866,1062,32,50,81,1519,1846,3360,826,449,1276,9,16,27,45,111,148,433,1633,2070,25,57,85,1336,2262,3603,38008,38566,76571,993,1319,2314,2312,4201,6518,1169,4723,5890,17730,15534,33261,60214,64341,124552
11502,119,44,133,172,14,15,28,591,586,1173,283,197,483,7,7,12,27,30,53,48,169,221,13,3,16,371,401,775,192,83,275,7,4,12,16,24,40,87,300,388,7,8,16,312,417,729,6526,6528,13054,250,251,498,677,856,1532,245,866,1112,3738,2986,6725,11430,11492,22921
11503,90,46,109,151,28,16,44,412,388,801,141,84,222,8,5,15,16,20,42,25,75,101,7,12,15,203,193,390,92,41,135,3,4,4,6,7,9,44,98,144,10,3,11,156,158,307,5439,5443,10878,263,267,528,726,899,1620,213,507,723,3602,2907,6520,10248,10019,20268
11504,96,40,158,201,10,18,33,461,497,960,189,102,287,6,9,15,15,21,36,35,135,168,3,5,6,246,270,509,99,36,130,3,0,3,20,8,32,84,138,219,5,4,8,198,188,389,12845,12928,25778,424,572,995,926,1415,2335,266,870,1137,6513,5901,12415,20973,21686,42659
11601,416,170,673,842,63,54,121,1651,1844,3495,716,414,1128,33,26,59,87,107,195,183,674,857,32,25,62,1048,1249,2297,437,196,634,14,8,24,48,94,135,301,1086,1386,22,16,35,824,1393,2220,29499,29183,58685,1651,2031,3685,3319,4619,7943,1134,4431,5569,21631,17137,38768,57239,57410,114649
11602,180,94,344,434,20,14,33,840,918,1753,342,178,520,9,4,15,44,63,104,81,307,389,12,7,21,484,557,1045,168,55,222,4,3,3,17,35,45,103,331,433,8,8,16,290,428,727,32305,32072,64377,1116,1459,2574,2028,3429,5452,547,2330,2874,17123,14397,31524,53118,53689,106805
11603,305,142,537,677,44,46,87,1147,1281,2433,403,244,652,29,13,45,63,99,166,151,453,606,18,31,53,669,850,1515,230,120,349,9,10,25,32,69,100,155,700,861,18,43,59,449,944,1395,20045,20102,40147,1632,1979,3612,2427,3625,6053,923,3445,4363,18001,16290,34289,43027,45438,88464
11701,233,47,248,289,39,52,92,589,802,1395,301,180,479,14,12,23,50,58,108,73,289,359,31,30,63,481,563,1044,207,83,295,9,7,14,12,36,49,88,353,442,24,20,43,339,507,844,10173,10127,20296,588,727,1314,1515,2068,3587,353,1518,1867,12245,10596,22835,24866,25026,49894
11702,181,49,194,240,115,68,184,645,659,1306,279,181,453,15,19,35,30,46,70,44,278,330,54,44,101,425,564,989,218,110,332,10,4,10,20,45,62,101,396,492,31,23,59,379,576,958,7593,7543,15141,601,615,1214,1552,2069,3622,326,1350,1680,13315,12535,25850,23396,24115,47505
11703,778,126,454,576,446,202,653,1854,1771,3620,567,367,938,38,25,63,191,223,410,124,513,642,218,98,322,1144,1226,2373,427,172,601,22,13,30,82,159,241,175,753,926,143,112,256,847,1213,2059,26020,24438,50462,2212,2206,4417,6996,8200,15198,872,3043,3918,69209,57920,127134,105310,95807,201122
11801,636,103,564,673,200,192,392,1832,2223,4058,820,551,1368,27,25,53,131,259,394,126,666,791,138,139,280,1244,1644,2883,690,279,969,10,19,27,97,155,253,306,1358,1657,124,135,263,1228,1940,3169,21002,21034,42035,937,1201,2138,3445,5239,8689,812,3538,4349,24691,25927,50619,50888,56934,107824
11802,590,136,561,694,242,197,437,1831,2150,3987,818,564,1382,39,19,64,131,188,319,181,719,901,131,134,259,1299,1623,2922,749,327,1082,27,14,41,75,153,229,379,1358,1740,101,181,284,1332,2041,3371,22331,22056,44384,1225,1490,2712,3412,5018,8434,979,3810,4794,26870,26377,53251,54815,58755,113575
11901,562,226,849,1078,128,108,239,2428,2530,4961,1122,706,1831,43,33,81,149,144,290,226,1024,1251,66,75,140,1609,1985,3592,967,450,1413,24,14,42,85,127,207,567,1873,2437,47,54,98,1685,2517,4204,36574,36504,73076,2499,3181,5676,4986,7461,12445,1563,6187,7754,26237,21750,47987,71862,75084,146943
11902,358,149,662,811,140,98,239,1853,1993,3850,1041,601,1648,45,27,74,88,107,194,182,840,1024,73,50,120,1429,1632,3057,863,372,1238,19,15,38,57,68,129,326,1302,1624,55,62,115,1323,1819,3146,29444,28008,57450,1820,2203,4023,3879,5273,9152,980,4454,5440,22326,16445,38770,58446,56383,114838
11903,465,168,704,871,102,88,197,1964,2217,4178,974,693,1669,31,24,56,110,134,247,191,852,1046,67,46,122,1378,1764,3141,866,421,1285,20,12,34,73,147,222,376,1628,2003,54,56,109,1385,2264,3652,28631,28828,57459,1333,1693,3026,3331,5268,8593,1104,4675,5779,19643,16390,36036,54040,56852,110895
11904,485,163,710,876,191,127,320,2076,2299,4377,1064,715,1784,46,17,65,121,176,294,211,931,1143,89,84,171,1525,1930,3461,955,420,1368,20,20,41,79,120,204,442,1592,2031,68,83,157,1570,2237,3801,29355,29108,58463,1818,2080,3898,4080,5836,9917,1195,4866,6058,24552,20772,45323,61005,62659,123659
12001,303,83,433,515,70,82,148,1234,1475,2707,679,401,1084,20,18,40,62,90,148,96,526,624,47,72,114,904,1107,2008,517,249,767,8,13,20,28,66,95,240,985,1221,33,68,103,829,1378,2206,18222,18382,36610,770,989,1762,2237,3574,5809,651,2825,3475,12563,12554,25118,34448,38330,72771
12002,331,44,188,235,96,130,229,694,832,1529,219,145,364,5,12,19,42,95,145,41,176,216,59,44,102,369,474,845,172,79,250,10,5,13,19,63,85,92,313,404,48,29,77,339,489,827,9852,9860,19710,539,656,1194,1746,2692,4440,329,1163,1491,9458,10103,19559,21917,24467,46391
12003,437,125,654,777,243,212,452,1866,2162,4027,973,671,1645,39,23,70,107,143,255,170,890,1061,143,121,266,1437,1854,3290,952,412,1361,32,22,53,59,137,187,389,1673,2064,105,187,293,1531,2429,3968,30437,30451,60888,1537,1989,3526,3933,5748,9683,1022,4657,5685,32002,28031,60039,68938,70876,139818
12101,383,91,420,505,97,144,237,1486,1735,3223,730,498,1225,18,14,31,88,160,244,118,508,618,58,75,130,1005,1251,2253,604,335,942,10,19,24,47,123,174,262,1141,1400,41,121,159,962,1737,2698,24782,25315,50097,931,1187,2114,2477,4219,6694,694,2982,3682,16877,16283,33157,45759,49986,95751
12102,312,79,351,434,60,32,86,1244,1364,2607,634,383,1021,20,14,36,48,127,173,124,381,504,34,41,73,862,940,1809,411,229,641,12,3,11,47,79,126,240,779,1012,20,48,67,724,1139,1864,19794,20008,39800,727,966,1695,1857,3301,5158,661,2381,3038,11019,9530,20545,34062,36178,70237
12103,372,146,630,772,68,90,157,2196,2519,4720,1214,953,2164,11,16,24,70,172,239,165,761,929,46,43,89,1508,1938,3450,1118,560,1684,22,13,34,46,138,186,432,1666,2097,42,101,142,1662,2479,4145,29971,30810,60777,732,1045,1779,1857,3557,5412,993,4063,5055,13970,13158,27122,47520,52628,100149
12104,643,104,463,562,162,189,354,1679,2040,3717,696,430,1126,17,18,35,102,205,311,98,497,591,100,159,258,1012,1310,2324,463,214,677,18,7,24,56,126,179,215,821,1042,58,155,208,809,1325,2136,17659,17748,35407,909,1017,1922,3022,5094,8114,620,2667,3283,15445,17542,32991,37650,44066,81717
12201,208,51,179,226,39,30,68,702,725,1428,293,193,486,3,7,10,34,61,98,38,192,230,24,24,48,402,484,884,207,99,311,6,4,10,27,45,76,99,344,447,20,38,54,362,536,891,8450,8507,16954,359,376,733,1213,1637,2846,275,1029,1303,6780,6834,13612,17069,18376,35449
12202,396,90,365,454,48,53,102,1353,1565,2918,699,433,1130,19,14,30,87,112,194,110,393,500,33,25,56,941,972,1914,442,213,656,5,8,6,43,89,129,195,826,1022,18,26,47,709,1156,1863,14031,14044,28080,521,680,1204,1930,2873,4800,617,2266,2879,8027,7044,15073,25128,26911,52040
12203,743,188,813,1004,138,118,263,2370,3013,5386,1291,885,2177,47,31,78,137,286,427,243,931,1172,74,57,128,1790,2188,3977,979,511,1490,14,13,29,94,218,312,543,1984,2525,46,83,125,1677,2805,4481,31962,32050,64011,1378,1618,3002,4061,6384,10448,1363,5070,6434,22890,20547,43434,61656,65679,127337
12301,192,58,247,312,22,21,42,699,827,1527,297,213,510,18,6,18,32,56,90,87,296,379,4,7,17,438,576,1010,174,81,258,3,0,5,19,46,58,102,523,626,13,27,36,313,676,991,14480,14562,29036,746,1097,1843,1643,2782,4429,463,1761,2223,9673,8934,18614,27005,29139,56141
12302,581,235,749,987,98,73,166,2003,2212,4208,797,441,1237,38,19,53,98,182,282,212,678,896,38,42,81,1181,1364,2548,366,180,541,26,22,42,57,99,156,222,950,1172,27,38,67,695,1285,1982,33276,33456,66728,2464,3100,5563,4236,6554,10785,1338,4835,6169,26177,23454,49623,67483,71395,138878
12303,145,76,188,263,34,20,55,696,664,1361,277,184,461,12,10,19,31,33,64,69,219,286,17,8,25,400,451,854,181,105,281,9,0,13,17,16,34,80,273,354,13,11,30,295,408,708,9301,9402,18707,568,644,1213,1202,1545,2746,389,1146,1536,6309,5416,11723,17766,18163,35926
12401,567,123,466,584,126,134,259,1503,1821,3321,529,385,918,32,27,53,92,160,254,131,425,555,67,68,133,846,1064,1911,365,189,552,7,9,19,54,111,163,178,723,896,44,77,125,655,1108,1757,15442,15550,30991,858,1078,1944,2587,4326,6912,749,2525,3268,11188,10037,21218,30815,33518,64330
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,0,8
12403,506,224,652,877,72,46,108,1804,1934,3737,697,445,1146,28,15,46,88,169,261,192,640,833,37,39,73,1047,1311,2353,414,186,601,24,11,33,42,115,161,221,959,1184,14,29,43,723,1299,2024,28897,29010,57907,2048,2546,4598,4195,6431,10631,1192,4157,5347,24248,22357,46601,60582,64499,125085
